N	2gram	Propp_Isto	Myshleni
1317	находится у	1	2
1318	где он	1	2
1319	отрицательном смысле	1	2
1320	силу и	2	2
1321	предметов как	1	2
1322	а все	1	2
1323	более позднего	1	2
1324	слова а	1	2
1325	себя это	1	2
1326	знания и	1	2
1327	на каком	1	2
1328	в таких	3	2
1329	как эти	1	2
1330	а происходит	1	2
1331	в предыдущих	2	2
1332	входящий в	2	2
1333	бы нам	1	2
1334	не останавливаться	1	2
1335	однако это	1	2
1336	он состоит	2	2
1337	относящееся к	1	2
1338	свою противоположность	2	2
1339	особенно в	2	2
1340	на них	2	2
1341	нам придется	1	2
1342	случае если	1	2
1343	что такого	1	2
1344	две стороны	1	2
1345	на мысль	1	2
1346	но она	1	2
1347	или другого	3	2
1348	как то	1	2
1349	как вообще	1	2
1350	центральное место	1	2
1351	могло быть	1	2
1352	каждого из	1	2
1353	на путь	1	2
1354	состоят в	1	2
1355	это можно	1	2
1356	он открывает	1	2
1357	установить как	1	2
1358	места в	1	2
1359	в отрицательном	1	2
1360	все еще	6	2
1361	эти предметы	1	2
1362	идет не	1	2
1363	пришел к	1	2
1364	что сам	1	2
1365	что такие	1	2
1366	которых одна	1	2
1367	всякий предмет	1	2
1368	говорит вундт	1	2
1369	и попытка	1	2
1370	что один	1	2
1371	этого развития	1	2
1372	она преследует	1	2
1373	сам становится	1	2
1374	он всегда	2	2
1375	его за	2	2
1376	основных момента	1	2
1377	говорят что	1	2
1378	это обычно	1	2
1379	они привели	1	2
1380	которые по	1	2
1381	другой с	1	2
1382	чтобы ответить	1	2
1383	мыслится как	1	2
1384	их не	3	2
1385	всегда остается	2	2
1386	и требует	3	2
1387	другую сторону	1	2
1388	свете наших	1	2
1389	в переводе	1	2
1390	может дать	1	2
1391	он по	2	2
1392	связанного с	1	2
1393	рано в	1	2
1394	начнем с	1	2
1395	себе представить	1	2
1396	перестает быть	1	2
1397	и социальным	1	2
1398	слов на	1	2
1399	в руках	1	2
1400	представлением о	5	2
1401	к противоположному	1	2
1402	в чистом	1	2
1403	очень многих	1	2
1404	приходят к	1	2
1405	функция этого	1	2
1406	идет дальше	1	2
1407	которые имели	1	2
1408	и значении	1	2
1409	они сами	2	2
1410	падают на	1	2
1411	когда между	1	2
1412	другой по	1	2
1413	образом развитие	1	2
1414	есть представление	1	2
1415	проходит через	1	2
1416	объясняет и	2	2
1417	вопрос не	1	2
1418	общение с	1	2
1419	смысле в	1	2
1420	обычно не	1	2
1421	это изменение	1	2
1422	и через	1	2
1423	которое в	1	2
1424	здесь же	2	2
1425	так много	2	2
1426	вопрос почему	1	2
1427	речь шла	1	2
1428	и она	3	2
1429	все виды	1	2
1430	вверх по	1	2
1431	в мире	1	2
1432	на лодке	5	2
1433	должно было	3	2
1434	словами мы	1	2
1435	речь имеют	1	2
1436	представляют себе	2	2
1437	собой такое	1	2
1438	предполагает что	1	2
1439	играет роль	2	2
1440	что происходит	1	2
1441	в руки	3	2
1442	когда я	1	2
1443	ему на	1	2
1444	последствий для	1	2
1445	воды на	1	2
1446	можно сделать	1	2
1447	на нем	3	2
1448	но зато	1	2
1449	основные группы	1	2
1450	для установления	1	2
1451	даже не	2	2
1452	это может	1	2
1453	воздействовать на	1	2
1454	в землю	2	2
1455	на голову	1	2
1456	строй в	1	2
1457	что дает	1	2
1458	свете этих	2	2
1459	роль при	1	2
1460	настолько очевидно	1	2
1461	он пытается	1	2
1462	явлений а	1	2
1463	совершенно различным	1	2
1464	почему нельзя	1	2
1465	свое особое	1	2
1466	можно только	1	2
1467	в состав	1	2
1468	приближается к	2	2
1469	одном случае	2	2
1470	они и	1	2
1471	он стремится	1	2
1472	переходит в	1	2
1473	черты общие	1	2
1474	развития оно	1	2
1475	до некоторой	1	2
1476	и этого	1	2
1477	как идет	1	2
1478	от другого	1	2
1479	связывается с	1	2
1480	и вызывает	1	2
1481	только у	2	2
1482	но вот	2	2
1483	и действительно	6	2
1484	к самым	1	2
1485	самая постановка	1	2
1486	состоит из	4	2
1487	никем не	1	2
1488	мы ни	1	2
1489	не знать	1	2
1490	самой сути	1	2
1491	ни к	1	2
1492	а если	2	2
1493	который с	1	2
1494	ни у	1	2
1495	более ранних	5	2
1496	если таким	1	2
1497	и социальной	1	2
1498	на той	2	2
1499	но здесь	1	2
1500	сказано выше	1	2
1501	значением и	1	2
1502	мы постарались	1	2
1503	только тем	2	2
1504	и находит	1	2
1505	стороны перед	1	2
1506	это сделал	1	2
1507	это показывает	2	2
1508	в точности	1	2
1509	собой но	1	2
1510	из иного	1	2
1511	того с	1	2
1512	легко может	1	2
1513	близка к	2	2
1514	основе которых	1	2
1515	мы возьмем	1	2
1516	в другое	2	2
1517	поздно и	1	2
1518	дает нам	2	2
1519	не указывает	1	2
1520	случаях и	1	2
1521	чтобы иметь	1	2
1522	который всегда	1	2
1523	же этот	1	2
1524	который может	1	2
1525	легко заметить	1	2
1526	обоими видами	1	2
1527	мы сейчас	1	2
1528	если сравнить	2	2
1529	этих предметов	2	2
1530	не развивается	1	2
1531	здесь нет	3	2
1532	присущих ему	2	2
1533	и иными	1	2
1534	этого не	2	2
1535	входить в	2	2
1536	а то	1	2
1537	чтобы быть	1	2
1538	цель и	1	2
1539	не хватает	2	2
1540	им и	2	2
1541	что звук	1	2
1542	войти в	1	2
1543	с началом	1	2
1544	к любому	1	2
1545	то можно	1	2
1546	повлиять на	1	2
1547	особенно часто	1	2
1548	на свете	1	2
1549	же может	1	2
1550	целое в	1	2
1551	что от	3	2
1552	они стали	3	2
1553	там мы	1	2
1554	или другой	2	2
1555	этом он	2	2
1556	полагали что	1	2
1557	и объяснения	1	2
1558	развитом виде	1	2
1559	есть как	1	2
1560	выражением этого	1	2
1561	частности в	1	2
1562	даже при	1	2
1563	уже видели	2	2
1564	по окончании	1	2
1565	его они	1	2
1566	вступают в	1	2
1567	по всей	1	2
1568	как этот	1	2
1569	является необходимой	1	2
1570	живым существом	1	2
1571	при изучении	2	2
1572	много примеров	2	2
1573	вопроса не	1	2
1574	здесь этот	1	2
1575	нам сделать	1	1
1576	и множество	1	1
1577	беда только	1	1
1578	пределах одного	1	1
1579	у братьев	1	1
1580	прямой переход	1	1
1581	тем меньше	1	1
1582	ними мы	1	1
1583	она называется	1	1
1584	что знание	2	1
1585	и животных	1	1
1586	могу найти	1	1
1587	необходима для	1	1
1588	до него	4	1
1589	что два	1	1
1590	истории его	1	1
1591	работ по	1	1
1592	из исследователей	1	1
1593	другого процесса	1	1
1594	если наше	1	1
1595	же относится	2	1
1596	под руководством	1	1
1597	остается при	1	1
1598	общие черты	1	1
1599	живут в	2	1
1600	к рассмотрению	2	1
1601	или один	1	1
1602	некоторых других	1	1
1603	на смену	4	1
1604	этим объясняется	1	1
1605	ее во	1	1
1606	его связей	1	1
1607	именно и	1	1
1608	эта стадия	1	1
1609	восхождения на	1	1
1610	людей а	1	1
1611	в некотором	2	1
1612	сторона его	1	1
1613	и превращение	1	1
1614	более высокую	1	1
1615	тем ближе	1	1
1616	здесь происходит	1	1
1617	в американских	3	1
1618	не меняются	1	1
1619	становится особенно	1	1
1620	мир и	1	1
1621	и ребенок	1	1
1622	можно возразить	1	1
1623	этой стороны	1	1
1624	по тому	1	1
1625	широком смысле	1	1
1626	реже и	1	1
1627	есть миф	3	1
1628	полагают что	2	1
1629	человека о	1	1
1630	отражается в	1	1
1631	соответствует действительности	1	1
1632	а две	1	1
1633	если с	1	1
1634	кругу явлений	1	1
1635	так велико	1	1
1636	общее достояние	1	1
1637	не сделал	1	1
1638	редких случаях	1	1
1639	других местах	2	1
1640	случаи когда	1	1
1641	всегда может	1	1
1642	она могла	1	1
1643	рассмотрение этого	1	1
1644	мы кратко	1	1
1645	выводам что	1	1
1646	ясно уже	1	1
1647	служащий для	1	1
1648	мы подробно	1	1
1649	в два	1	1
1650	из своего	4	1
1651	же говорит	1	1
1652	план выдвигается	1	1
1653	людей и	2	1
1654	было то	1	1
1655	не обязательно	2	1
1656	уже почти	1	1
1657	и ниже	1	1
1658	сказок и	1	1
1659	всякого сомнения	1	1
1660	другие не	1	1
1661	центре внимания	1	1
1662	уже ясно	1	1
1663	одним на	1	1
1664	его функции	1	1
1665	еще нет	2	1
1666	затем в	3	1
1667	когда человек	2	1
1668	быть уже	1	1
1669	сдвиг в	1	1
1670	места для	1	1
1671	думаю что	1	1
1672	первая ступень	2	1
1673	его сейчас	1	1
1674	к следующему	1	1
1675	этот вид	1	1
1676	не следуют	1	1
1677	произошло в	1	1
1678	есть один	1	1
1679	других более	2	1
1680	не абсолютно	1	1
1681	и представляет	1	1
1682	ли собой	1	1
1683	в животных	1	1
1684	автор что	1	1
1685	езда на	1	1
1686	так сильно	1	1
1687	корабль или	1	1
1688	ниже мы	1	1
1689	тысячи лет	1	1
1690	слабая и	2	1
1691	своему содержанию	1	1
1692	и тотчас	1	1
1693	два различных	1	1
1694	и процесс	2	1
1695	у каждого	1	1
1696	он обладает	2	1
1697	нет места	1	1
1698	орудия и	1	1
1699	есть просто	1	1
1700	также на	1	1
1701	которых как	1	1
1702	случаи в	1	1
1703	на особой	1	1
1704	имеет только	1	1
1705	в воде	4	1
1706	в самые	1	1
1707	который делает	1	1
1708	право и	1	1
1709	те стороны	1	1
1710	что или	1	1
1711	два вида	1	1
1712	этим и	1	1
1713	интимным образом	1	1
1714	под его	1	1
1715	мере того	3	1
1716	их он	1	1
1717	их от	1	1
1718	сказывается и	2	1
1719	требует в	1	1
1720	так на	1	1
1721	ним происходит	1	1
1722	во главе	1	1
1723	именно этого	1	1
1724	два мира	1	1
1725	то явление	1	1
1726	связь со	1	1
1727	или одна	1	1
1728	понимать в	1	1
1729	птицы и	2	1
1730	в пруду	1	1
1731	с новой	1	1
1732	смысл и	1	1
1733	и силой	1	1
1734	трех слов	1	1
1735	собой настолько	1	1
1736	центральный момент	1	1
1737	как иначе	1	1
1738	образом она	1	1
1739	него есть	1	1
1740	в наше	2	1
1741	он нашел	1	1
1742	и землей	1	1
1743	не тот	1	1
1744	уже к	1	1
1745	и эту	1	1
1746	в количестве	1	1
1747	где же	1	1
1748	видели также	1	1
1749	он связан	1	1
1750	и другая	1	1
1751	не касается	1	1
1752	в иных	1	1
1753	самых ранних	2	1
1754	его так	2	1
1755	если идти	1	1
1756	только наиболее	1	1
1757	центр тяжести	2	1
1758	известных нам	2	1
1759	мы рассмотрим	4	1
1760	или о	1	1
1761	материала в	1	1
1762	и ты	1	1
1763	с приобретением	2	1
1764	к неправильным	1	1
1765	них не	2	1
1766	важное обстоятельство	1	1
1767	вещи все	1	1
1768	играющие роль	1	1
1769	которое по	1	1
1770	момент является	1	1
1771	этим предметам	1	1
1772	же необходимо	1	1
1773	в глубину	1	1
1774	к каким	2	1
1775	не случайно	1	1
1776	еще одно	1	1
1777	две функции	1	1
1778	доказывает что	1	1
1779	чем выше	1	1
1780	в особенности	6	1
1781	проследить как	2	1
1782	мире и	1	1
1783	круга представлений	1	1
1784	утверждать что	2	1
1785	доказал это	1	1
1786	него по	1	1
1787	ли то	1	1
1788	социальной жизни	3	1
1789	образом эта	1	1
1790	он уже	1	1
1791	такое утверждение	1	1
1792	ней мы	1	1
1793	и связанные	1	1
1794	на неудачу	1	1
1795	тесно связана	1	1
1796	направление развития	1	1
1797	уже содержит	1	1
1798	детей и	1	1
1799	большую роль	1	1
1800	чтобы стать	1	1
1801	это она	1	1
1802	они пытаются	1	1
1803	или корабль	1	1
1804	правда в	1	1
1805	потом он	1	1
1806	из нескольких	1	1
1807	нож и	1	1
1808	оттого что	4	1
1809	то с	1	1
1810	же двух	1	1
1811	и создает	1	1
1812	вне всякого	1	1
1813	развитие на	1	1
1814	только еще	1	1
1815	целом они	1	1
1816	там в	1	1
1817	такого же	2	1
1818	что нет	1	1
1819	не ясно	3	1
1820	с некоторыми	2	1
1821	ее особый	1	1
1822	превращаться в	1	1
1823	подробно остановимся	1	1
1824	происходит процесс	1	1
1825	во-первых мы	1	1
1826	представляют для	1	1
1827	на месте	1	1
1828	в царстве	2	1
1829	и соответственно	1	1
1830	который сам	1	1
1831	случае чисто	1	1
1832	мы наметили	1	1
1833	каким-то образом	1	1
1834	функция которой	1	1
1835	с животными	2	1
1836	имеет своих	1	1
1837	но очень	1	1
1838	хорошо известно	1	1
1839	они ведут	1	1
1840	есть частный	1	1
1841	характерна для	1	1
1842	говорить и	1	1
1843	действия поэтому	1	1
1844	нет в	2	1
1845	внешним выражением	1	1
1846	выступает как	1	1
1847	я был	2	1
1848	есть какая-то	1	1
1849	но оно	3	1
1850	как один	1	1
1851	можно в	2	1
1852	его связь	1	1
1853	впечатление что	1	1
1854	привести и	1	1
1855	перейти в	1	1
1856	где нет	2	1
1857	где у	1	1
1858	него он	1	1
1859	которыми они	1	1
1860	скоро начинает	1	1
1861	с основным	1	1
1862	ясно и	1	1
1863	и мифов	1	1
1864	и выше	1	1
1865	вернулись к	1	1
1866	такую же	2	1
1867	на некоторых	1	1
1868	или наконец	1	1
1869	служит средством	1	1
1870	чаще и	1	1
1871	у меня	1	1
1872	перейдем к	3	1
1873	этот случай	7	1
1874	и анализ	1	1
1875	народов и	1	1
1876	в свет	1	1
1877	одна сторона	2	1
1878	верно но	1	1
1879	он пришел	1	1
1880	а при	1	1
1881	ставит на	1	1
1882	надо еще	1	1
1883	и заставить	2	1
1884	стороны эта	1	1
1885	и освобождение	1	1
1886	вот этот	1	1
1887	к первому	1	1
1888	приблизительно в	1	1
1889	что источником	1	1
1890	которые его	2	1
1891	неправильным выводам	1	1
1892	представлениями о	2	1
1893	в самую	2	1
1894	за пределами	1	1
1895	и раньше	2	1
1896	вопрос же	1	1
1897	оказываются уже	1	1
1898	определены как	1	1
1899	каждый день	1	1
1900	ясно в	2	1
1901	второй вывод	1	1
1902	витает по	1	1
1903	имеет и	1	1
1904	небом и	1	1
1905	элементы его	1	1
1906	общества с	1	1
1907	долго не	1	1
1908	и образуется	1	1
1909	входящих в	1	1
1910	природа этого	1	1
1911	извне в	1	1
1912	иногда в	3	1
1913	же никогда	1	1
1914	эти представления	1	1
1915	это видеть	1	1
1916	то они	1	1
1917	два разных	1	1
1918	на языке	1	1
1919	и всякий	1	1
1920	другие формы	2	1
1921	не поддается	1	1
1922	этим можно	1	1
1923	который привел	1	1
1924	и также	1	1
1925	образом к	1	1
1926	случаев когда	1	1
1927	один с	1	1
1928	становится причиной	1	1
1929	народов как	1	1
1930	имеем только	1	1
1931	одновременно в	1	1
1932	они входят	1	1
1933	единства и	1	1
1934	к царству	2	1
1935	вошел и	1	1
1936	этого было	1	1
1937	играют большую	1	1
1938	в литературе	1	1
1939	возникает вместе	1	1
1940	мало того	1	1
1941	в специальных	1	1
1942	он упирается	1	1
1943	случае этот	1	1
1944	какими путями	1	1
1945	старого и	1	1
1946	чтобы ее	1	1
1947	в широком	1	1
1948	у многих	1	1
1949	а другое	1	1
1950	же явление	1	1
1951	на помощь	1	1
1952	себе но	1	1
1953	соответственно этому	2	1
1954	он подымается	1	1
1955	их так	1	1
1956	чтобы убедить	1	1
1957	уже очень	1	1
1958	за словом	1	1
1959	этом не	1	1
1960	и вы	1	1
1961	некоторых случаях	4	1
1962	одного а	1	1
1963	способности в	1	1
1964	старое учение	1	1
1965	он один	1	1
1966	или через	1	1
1967	как самая	1	1
1968	сейчас увидим	1	1
1969	можно предположить	3	1
1970	такие формы	1	1
1971	стремление к	1	1
1972	в русском	1	1
1973	становится все	1	1
1974	и этих	1	1
1975	этот круг	1	1
1976	случай который	1	1
1977	к предметам	2	1
1978	не оставляют	1	1
1979	это несомненно	1	1
1980	а он	1	1
1981	пока наконец	1	1
1982	не все	1	1
1983	возвращающихся из	1	1
1984	одно целое	1	1
1985	и происходит	2	1
1986	на задний	3	1
1987	борьбу с	2	1
1988	по разнообразию	1	1
1989	некоторых его	1	1
1990	чтобы овладеть	2	1
1991	рассмотрение мы	1	1
1992	здесь совершенно	2	1
1993	ранней стадии	1	1
1994	нас то	1	1
1995	каком они	1	1
1996	уже после	2	1
1997	по одним	1	1
1998	ним как	1	1
1999	идет здесь	1	1
2000	несколько подробнее	1	1
2001	происходит от	1	1
2002	уходит в	2	1
2003	в каких	1	1
2004	но дело	2	1
2005	из представлений	2	1
2006	и включить	1	1
2007	те которые	1	1
2008	животных в	2	1
2009	эту функцию	1	1
2010	явление в	2	1
2011	в тексте	1	1
2012	нам необходимо	2	1
2013	всегда является	1	1
2014	в друга	1	1
2015	помощи и	1	1
2016	бы допустить	1	1
2017	мы бы	1	1
2018	и способ	1	1
2019	а часто	1	1
2020	он о	1	1
2021	и начинается	1	1
2022	исторически и	1	1
2023	всегда есть	1	1
2024	быть достигнуто	1	1
2025	эти животные	2	1
2026	возвращением в	1	1
2027	дальше в	1	1
2028	своего круга	1	1
2029	в описаниях	1	1
2030	земли до	2	1
2031	жизнью и	1	1
2032	чтобы узнать	1	1
2033	быть поставлен	1	1
2034	собой всю	1	1
2035	встречаются на	1	1
2036	из многих	1	1
2037	своего рода	1	1
2038	которая была	1	1
2039	указать еще	1	1
2040	что несколько	1	1
2041	друг в	1	1
2042	чтобы дать	1	1
2043	что представление	2	1
2044	аналогия с	1	1
2045	вещи в	1	1
2046	и огромная	1	1
2047	ней не	1	1
2048	они друг	2	1
2049	по лестнице	3	1
2050	случаях мы	3	1
2051	что ключ	1	1
2052	все люди	2	1
2053	если наша	1	1
2054	быть сделан	1	1
2055	часть его	1	1
2056	один над	1	1
2057	не хотел	1	1
2058	только этот	1	1
2059	глаза и	1	1
2060	как весь	1	1
2061	они уже	2	1
2062	корова и	1	1
2063	черту в	1	1
2064	играет с	1	1
2065	которые нужны	1	1
2066	что человек	1	1
2067	это нужно	2	1
2068	в социальной	1	1
2069	форма его	1	1
2070	речь только	1	1
2071	это легко	1	1
2072	дается в	1	1
2073	происхождении этого	1	1
2074	с появлением	6	1
2075	по сообщению	1	1
2076	как таковых	1	1
2077	между небом	1	1
2078	быть названа	1	1
2079	другого предмета	1	1
2080	животного в	1	1
2081	а во-вторых	1	1
2082	равно как	1	1
2083	с меня	1	1
2084	теперь мы	1	1
2085	они помогают	1	1
2086	давно уже	1	1
2087	в представлениях	2	1
2088	там же	2	1
2089	в последнем	2	1
2090	уже указано	1	1
2091	предмет и	1	1
2092	выйти из	1	1
2093	представляли собой	2	1
2094	иначе мы	2	1
2095	он касается	1	1
2096	частью этого	1	1
2097	и стал	2	1
2098	функция которых	1	1
2099	также что	3	1
2100	резче чем	1	1
2101	он доходит	1	1
2102	у которых	2	1
2103	надо прежде	1	1
2104	наша задача	1	1
2105	и неизменно	1	1
2106	нам нет	1	1
2107	связь которых	2	1
2108	и выходит	2	1
2109	которая представляет	1	1
2110	как полагают	2	1
2111	он играет	1	1
2112	имеет очень	1	1
2113	душа и	1	1
2114	силы и	2	1
2115	даже и	2	1
2116	но кто	1	1
2117	другое животное	1	1
2118	еще одного	2	1
2119	новую работу	1	1
2120	сейчас он	1	1
2121	которых является	1	1
2122	и стали	2	1
2123	этими последними	1	1
2124	совершенно одинаково	1	1
2125	образом из	1	1
2126	обращаясь к	1	1
2127	пришли в	1	1
2128	уже как	1	1
2129	такие предметы	3	1
2130	не вполне	1	1
2131	имелось в	1	1
2132	ранние формы	2	1
2133	проследить в	1	1
2134	которое его	1	1
2135	иметь дело	1	1
2136	позже чем	1	1
2137	предмета который	2	1
2138	любое другое	1	1
2139	я думаю	1	1
2140	на наших	1	1
2141	уже более	1	1
2142	попытку объяснить	1	1
2143	развитие этого	1	1
2144	позволит нам	1	1
2145	ней и	1	1
2146	себя ее	1	1
2147	тем кто	1	1
2148	не сделает	1	1
2149	уже знаем	1	1
2150	а главным	1	1
2151	происходит но	1	1
2152	изучении их	1	1
2153	различным предметам	1	1
2154	однажды в	1	1
2155	у этих	1	1
2156	но такой	1	1
2157	он живет	3	1
2158	это давно	1	1
2159	оно одновременно	1	1
2160	и входит	1	1
2161	что сказано	1	1
2162	еще резче	1	1
2163	о ней	1	1
2164	комплекс в	1	1
2165	животных эти	1	1
2166	социальным развитием	1	1
2167	нигде прямо	1	1
2168	что вовсе	1	1
2169	еще раньше	1	1
2170	нами еще	1	1
2171	после чего	3	1
2172	и одну	1	1
2173	еще позже	2	1
2174	мертвых и	1	1
2175	признает что	1	1
2176	несколько иной	1	1
2177	есть одно	2	1
2178	мы до	2	1
2179	сам начинает	2	1
2180	а тот	2	1
2181	основные этапы	1	1
2182	будем остановиться	1	1
2183	или трех	1	1
2184	с чего	1	1
2185	его но	1	1
2186	происхождения из	1	1
2187	выше о	1	1
2188	и употребляются	1	1
2189	стороны их	2	1
2190	солнце не	1	1
2191	велико что	1	1
2192	но чаще	1	1
2193	они в	1	1
2194	представлениях о	1	1
2195	наше внимание	1	1
2196	видно как	2	1
2197	себе путь	1	1
2198	трудно а	1	1
2199	они на	1	1
2200	как видно	1	1
2201	не приобретает	1	1
2202	полной ясностью	1	1
2203	и происхождение	1	1
2204	с представлением	4	1
2205	наше рассмотрение	2	1
2206	сложное явление	1	1
2207	на тот	1	1
2208	животного или	2	1
2209	в изображении	1	1
2210	и вновь	4	1
2211	рода может	1	1
2212	мы стоим	1	1
2213	между прочим	2	1
2214	позволяют нам	2	1
2215	эти имеют	1	1
2216	уже давно	3	1
2217	и жизнь	1	1
2218	где уже	3	1
2219	служит для	1	1
2220	стороне дела	1	1
2221	при которых	2	1
2222	вне связи	1	1
2223	теперь и	1	1
2224	должны в	1	1
2225	допускалось что	1	1
2226	меня за	1	1
2227	не был	1	1
2228	последнем случае	1	1
2229	животное не	2	1
2230	быть объяснена	1	1
2231	другого животного	1	1
2232	вошел в	2	1
2233	от себя	2	1
2234	и уходит	2	1
2235	на вершине	1	1
2236	я тебе	1	1
2237	может совершаться	1	1
2238	ли это	2	1
2239	эти примеры	3	1
2240	действительно мы	1	1
2241	происходит борьба	1	1
2242	еще совершенно	2	1
2243	нет но	1	1
2244	для наших	1	1
2245	и функцией	1	1
2246	это объясняет	5	1
2247	за столом	1	1
2248	так называемые	1	1
2249	ею можно	1	1
2250	человека который	1	1
2251	других предметов	2	1
2252	другим в	1	1
2253	сюда относятся	1	1
2254	той области	1	1
2255	явлений это	1	1
2256	которых это	1	1
2257	бы уже	1	1
2258	несколько иначе	1	1
2259	в нее	7	1
2260	наряду со	1	1
2261	противоположность и	1	1
2262	с большой	3	1
2263	фактического родства	1	1
2264	два года	2	1
2265	их к	1	1
2266	но нет	1	1
2267	всмотреться в	1	1
2268	в доме	3	1
2269	и почему	1	1
2270	связь в	2	1
2271	какой другой	1	1
2272	у разных	1	1
2273	взять его	1	1
2274	здесь также	2	1
2275	единственный путь	1	1
2276	всем тем	1	1
2277	особое внимание	1	1
2278	на рыбу	1	1
2279	внешнего сходства	1	1
2280	быть различны	1	1
2281	дает ему	6	1
2282	многие другие	1	1
2283	превращаются в	2	1
2284	почему он	1	1
2285	не ту	1	1
2286	что наряду	2	1
2287	нам что	1	1
2288	к воде	3	1
2289	к иному	1	1
2290	предметам не	1	1
2291	мимо этого	1	1
2292	он схватил	1	1
2293	это явствует	1	1
2294	часто с	1	1
2295	тогда его	1	1
2296	же является	1	1
2297	эти отдельные	1	1
2298	следующий случай	1	1
2299	и оставляет	1	1
2300	впрочем в	1	1
2301	существом которое	1	1
2302	очень сложное	1	1
2303	времени когда	1	1
2304	несколько человек	1	1
2305	нас от	1	1
2306	этом как	1	1
2307	их происхождения	1	1
2308	орудием в	1	1
2309	и русская	1	1
2310	двух и	1	1
2311	в различные	1	1
2312	тела и	2	1
2313	этой теорией	1	1
2314	чрезвычайно важное	1	1
2315	падает в	1	1
2316	дает право	1	1
2317	сделать из	2	1
2318	является одновременно	1	1
2319	много разновидностей	1	1
2320	самым интимным	1	1
2321	не видно	2	1
2322	здесь может	1	1
2323	которые связаны	1	1
2324	происходит иначе	1	1
2325	здесь будет	1	1
2326	для коровы	1	1
2327	не пытается	1	1
2328	выше при	1	1
2329	в воздухе	1	1
2330	мы однако	1	1
2331	скажем в	1	1
2332	и черты	1	1
2333	этого они	2	1
2334	другие черты	1	1
2335	попал в	3	1
2336	наиболее развитой	1	1
2337	падает на	1	1
2338	помощи которых	1	1
2339	не видел	2	1
2340	пьет из	1	1
2341	и видит	2	1
2342	к отдельным	2	1
2343	с переходом	3	1
2344	задний план	3	1
2345	можно пользоваться	1	1
2346	второе что	1	1
2347	новый момент	1	1
2348	их сознания	1	1
2349	действует так	1	1
2350	всякого кто	1	1
2351	в современном	1	1
2352	словами на	1	1
2353	здесь очень	1	1
2354	силы в	1	1
2355	основных функций	1	1
2356	ее с	1	1
2357	на землю	1	1
2358	большей частью	3	1
2359	ли вы	1	1
2360	подняться на	1	1
2361	ступени на	1	1
2362	он есть	1	1
2363	недостаточны для	1	1
2364	он пошел	4	1
2365	нас же	1	1
2366	представления у	1	1
2367	из наиболее	1	1
2368	ее не	3	1
2369	верят что	1	1
2370	имеет несколько	1	1
2371	это установлено	1	1
2372	только одна	3	1
2373	оно носит	1	1
2374	не за	1	1
2375	оно дает	1	1
2376	задержать и	1	1
2377	нам и	1	1
2378	которой как	1	1
2379	т д	36	1
2380	огонь в	2	1
2381	отношениях для	1	1
2382	по отдельным	1	1
2383	когда нам	1	1
2384	не само	1	1
2385	это единственный	1	1
2386	же он	2	1
2387	случаев и	1	1
2388	эту форму	1	1
2389	остальные категории	1	1
2390	он пьет	2	1
2391	даже когда	1	1
2392	ряд других	2	1
2393	на тех	2	1
2394	оно означает	2	1
2395	происходит потому	1	1
2396	свидетельствует о	1	1
2397	на три	2	1
2398	речь будет	5	1
2399	таком положении	1	1
2400	в стадии	1	1
2401	ребенок по	1	1
2402	не будем	6	1
2403	и этим	6	1
2404	встречающимися в	1	1
2405	и всем	2	1
2406	и соответствующие	1	1
2407	орудия в	1	1
2408	нее как	1	1
2409	ее за	2	1
2410	каким же	2	1
2411	со своим	2	1
2412	как представление	1	1
2413	чтобы получить	1	1
2414	понятие для	1	1
2415	из дальнейшего	1	1
2416	переносятся на	2	1
2417	приведенные выше	1	1
2418	и нашли	1	1
2419	есть уже	2	1
2420	иной вид	1	1
2421	а на	2	1
2422	к комплексу	1	1
2423	то их	1	1
2424	во-первых потому	1	1
2425	как указано	3	1
2426	достигнуто только	1	1
2427	так есть	1	1
2428	разными путями	1	1
2429	этим с	1	1
2430	возразить что	1	1
2431	необходимо отличать	1	1
2432	все вместе	2	1
2433	случаях особенно	2	1
2434	быть определены	1	1
2435	приведенные нами	1	1
2436	последние два	1	1
2437	царство и	2	1
2438	имели целью	1	1
2439	человеком без	1	1
2440	эти соображения	1	1
2441	один момент	1	1
2442	приведем пример	2	1
2443	могла быть	1	1
2444	не переставал	1	1
2445	так в	5	1
2446	он узнает	1	1
2447	близких к	1	1
2448	же представляет	1	1
2449	были не	1	1
2450	некоторые черты	1	1
2451	их друг	1	1
2452	силу только	1	1
2453	ему как	1	1
2454	целого и	1	1
2455	таковых и	1	1
2456	его стали	1	1
2457	уже приведенные	1	1
2458	давно известно	1	1
2459	и первые	1	1
2460	обычно в	1	1
2461	искать в	1	1
2462	человека в	5	1
2463	развитой форме	1	1
2464	понятно почему	1	1
2465	он это	2	1
2466	она связана	1	1
2467	случилось с	1	1
2468	одно ясно	1	1
2469	например у	2	1
2470	частным случаем	1	1
2471	это для	2	1
2472	не играет	1	1
2473	общение между	1	1
2474	ней таким	1	1
2475	которой стоят	1	1
2476	существует связь	1	1
2477	к тем	1	1
2478	эта сторона	2	1
2479	это более	1	1
2480	этих работ	2	1
2481	от земли	2	1
2482	не видим	1	1
2483	напоминает нам	1	1
2484	переходом к	1	1
2485	или его	1	1
2486	это то	2	1
2487	это также	1	1
2488	этого образа	1	1
2489	свете приведенных	1	1
2490	таких случаях	2	1
