N	2gram	Propp_Russ	Dialekti
1326	чтобы установить	1	1
1327	с этого	7	1
1328	здесь мы	3	1
1329	вопросу об	1	1
1330	тут все	1	1
1331	с таким	2	1
1332	указания и	1	1
1333	понимать его	1	1
1334	существу совершенно	1	1
1335	месте и	1	1
1336	с г	2	1
1337	как при	1	1
1338	домой с	1	1
1339	нет он	1	1
1340	совершенно по	1	1
1341	превращаются в	1	1
1342	исполнение этих	1	1
1343	судить по	2	1
1344	и действительно	2	1
1345	господь и	1	1
1346	значения и	2	1
1347	характер этого	2	1
1348	которым живет	1	1
1349	изложенного можно	1	1
1350	это та	1	1
1351	к самым	1	1
1352	к нам	2	1
1353	при более	1	1
1354	вот все	1	1
1355	и распоряжается	1	1
1356	на эту	1	1
1357	этим в	1	1
1358	совершенно естественно	1	1
1359	приводит к	4	1
1360	землю на	1	1
1361	такие фигуры	1	1
1362	попытки объяснения	1	1
1363	при всех	2	1
1364	они говорят	1	1
1365	на берегу	1	1
1366	них же	1	1
1367	здесь нет	1	1
1368	чего можно	1	1
1369	на другие	2	1
1370	нам из	1	1
1371	христианской религии	1	1
1372	в труде	1	1
1373	бросается в	3	1
1374	наука в	1	1
1375	разница в	1	1
1376	этот день	19	1
1377	представления но	1	1
1378	видеть как	2	1
1379	те которые	1	1
1380	можно установить	2	1
1381	вытекает из	1	1
1382	европе так	1	1
1383	где эти	1	1
1384	и частично	1	1
1385	когда вся	1	1
1386	их сходство	1	1
1387	на некоторых	1	1
1388	имеют только	1	1
1389	нет даже	1	1
1390	значение этого	1	1
1391	на основе	1	1
1392	ее до	1	1
1393	времени его	1	1
1394	а может	1	1
1395	не решаем	1	1
1396	и будущих	1	1
1397	жениться на	1	1
1398	в новой	1	1
1399	достаточное количество	1	1
1400	можем судить	1	1
1401	те или	1	1
1402	ни другие	1	1
1403	не могло	1	1
1404	и нового	2	1
1405	к своим	1	1
1406	очень хорошо	1	1
1407	же относятся	1	1
1408	дать в	1	1
1409	переходит к	1	1
1410	от других	1	1
1411	внимания на	1	1
1412	из основных	2	1
1413	в совершенно	1	1
1414	и находит	1	1
1415	и церковь	1	1
1416	которые и	1	1
1417	тогда как	4	1
1418	себя от	1	1
1419	ногами и	2	1
1420	каждый из	3	1
1421	через него	2	1
1422	например на	2	1
1423	указание времени	1	1
1424	это показывает	4	1
1425	и там	2	1
1426	в отличие	4	1
1427	введением в	1	1
1428	переход от	3	1
1429	никаких признаков	2	1
1430	он в	1	1
1431	земля в	1	1
1432	и под	4	1
1433	и методы	1	1
1434	ней как	1	1
1435	обряд этот	1	1
1436	и служит	1	1
1437	начиная с	4	1
1438	до конца	5	1
1439	за пределами	2	1
1440	и раньше	1	1
1441	совершают обряд	1	1
1442	и самих	1	1
1443	том же	6	1
1444	года и	1	1
1445	явлений на	1	1
1446	имеет и	1	1
1447	свою силу	1	1
1448	себя именно	1	1
1449	говорится в	1	1
1450	месте в	1	1
1451	месте или	1	1
1452	или другое	1	1
1453	не удается	1	1
1454	и после	2	1
1455	и углубленной	1	1
1456	подойти к	2	1
1457	в животном	1	1
1458	в своего	1	1
1459	в самих	3	1
1460	сомнений в	3	1
1461	прямо в	1	1
1462	обратиться к	1	1
1463	не соответствует	1	1
1464	и каждый	1	1
1465	этом случае	9	1
1466	священной истории	3	1
1467	всей их	1	1
1468	то они	1	1
1469	вокруг него	2	1
1470	значение в	2	1
1471	ему в	1	1
1472	этого они	1	1
1473	пока что	1	1
1474	этом и	1	1
1475	сам он	1	1
1476	однако как	3	1
1477	ней или	1	1
1478	и одна	1	1
1479	или когда	2	1
1480	обе эти	1	1
1481	не будем	5	1
1482	земле но	1	1
1483	история для	1	1
1484	этот был	1	1
1485	христианского учения	1	1
1486	без особой	1	1
1487	времен года	1	1
1488	не кто-нибудь	1	1
1489	она будет	1	1
1490	будет лучше	1	1
1491	что так	1	1
1492	в печи	1	1
1493	в литературе	1	1
1494	от времени	1	1
1495	имеет совершенно	1	1
1496	видеть в	1	1
1497	из своих	2	1
1498	что каждый	2	1
1499	имеет смысла	1	1
1500	какой-то особой	1	1
1501	слова а	1	1
1502	еще увидим	1	1
1503	рая и	1	1
1504	а на	8	1
1505	показал в	1	1
1506	вытекающее из	1	1
1507	дают нам	2	1
1508	и непосредственно	2	1
1509	теорией и	1	1
1510	иногда и	7	1
1511	с наступлением	1	1
1512	и корней	1	1
1513	жизни это	1	1
1514	что к	1	1
1515	и день	3	1
1516	а также	6	1
1517	этом не	2	1
1518	на какую-то	1	1
1519	который как	1	1
1520	только сам	1	1
1521	здесь имеется	1	1
1522	некоторых случаях	1	1
1523	в ту	1	1
1524	он видел	2	1
1525	на еду	2	1
1526	одном и	1	1
1527	нет надобности	2	1
1528	желаемое в	1	1
1529	в стороне	2	1
1530	по теории	1	1
1531	к новому	2	1
1532	лезет в	1	1
1533	этой цели	2	1
1534	же делается	1	1
1535	или даже	3	1
1536	эту точку	1	1
1537	можно будет	3	1
1538	также об	1	1
1539	и могут	1	1
1540	это несомненно	1	1
1541	разницы между	1	1
1542	относятся к	3	1
1543	еще прежде	1	1
1544	это хорошо	1	1
1545	или обычаи	1	1
1546	так а	1	1
1547	этих элементов	1	1
1548	в церковь	2	1
1549	что пишет	1	1
1550	и таким	1	1
1551	христа это	1	1
1552	очень многие	1	1
1553	не все	4	1
1554	более подробно	1	1
1555	что часто	1	1
1556	какое значение	1	1
1557	без всякой	1	1
1558	еще до	2	1
1559	на которые	1	1
1560	и папоротник	1	1
1561	а к	3	1
1562	такую же	2	1
1563	художественной форме	1	1
1564	а где	1	1
1565	оно в	1	1
1566	такие же	4	1
1567	которая для	1	1
1568	которую мы	1	1
1569	в поле	18	1
1570	составные элементы	1	1
1571	из ряда	2	1
1572	или совсем	1	1
1573	и лентами	1	1
1574	время а	2	1
1575	и сроки	1	1
1576	с существом	1	1
1577	характерен для	1	1
1578	время во	1	1
1579	работы но	1	1
1580	а по	1	1
1581	по земле	2	1
1582	все не	1	1
1583	объясняет ни	1	1
1584	интерес представляет	1	1
1585	руками как	1	1
1586	нему а	1	1
1587	в пределах	2	1
1588	том кто	1	1
1589	человека с	1	1
1590	и цели	1	1
1591	магическую силу	1	1
1592	первые два	1	1
1593	к понятию	1	1
1594	указывает и	1	1
1595	этой теории	1	1
1596	люди не	1	1
1597	не без	1	1
1598	именно тогда	1	1
1599	явление в	1	1
1600	по всей	4	1
1601	и назначение	1	1
1602	был он	1	1
1603	попала в	1	1
1604	в четвертом	1	1
1605	о каких	1	1
1606	на других	3	1
1607	получает свою	1	1
1608	и свои	2	1
1609	они ничем	1	1
1610	дня и	1	1
1611	исторически и	1	1
1612	мы указали	1	1
1613	в другую	1	1
1614	со слезами	1	1
1615	право на	2	1
1616	должны признать	1	1
1617	в эти	4	1
1618	это в	1	1
1619	явления он	1	1
1620	только одну	2	1
1621	вопросы можно	1	1
1622	религиозным или	1	1
1623	и обратно	1	1
1624	только могут	1	1
1625	хотя они	1	1
1626	сцену а	1	1
1627	животных и	4	1
1628	им не	1	1
1629	поставленного выше	1	1
1630	меняется если	1	1
1631	в руках	3	1
1632	как символ	2	1
