N	2gram	Nazirov_Tv	Istorich
1325	два года	1	2
1326	но нет	1	2
1327	одновременно в	1	2
1328	не значит	2	2
1329	он пытается	1	2
1330	человека или	1	2
1331	для людей	1	2
1332	центральное место	1	2
1333	с женой	1	2
1334	к целому	1	2
1335	нет ли	1	2
1336	из возможных	1	2
1337	как одна	1	2
1338	встречается у	1	2
1339	оно могло	1	2
1340	поэтому совершенно	1	2
1341	учение о	1	2
1342	человек с	2	2
1343	в сущности	1	2
1344	на лице	1	2
1345	он действует	1	2
1346	место занимает	1	2
1347	в самой	1	2
1348	мы понимаем	2	2
1349	и делают	1	2
1350	о своей	1	2
1351	встречаются и	1	2
1352	так вот	2	2
1353	в процессе	3	2
1354	дети это	1	2
1355	к нам	1	2
1356	не знать	2	2
1357	выражается в	1	2
1358	древних греков	1	2
1359	ничего общего	1	2
1360	в любой	1	2
1361	истории не	1	2
1362	традиции в	2	2
1363	говорили о	2	2
1364	а может	2	2
1365	не должны	1	2
1366	совпадают с	1	2
1367	он хочет	1	2
1368	а о	1	2
1369	уже тогда	1	2
1370	спускается в	1	2
1371	говоря что	1	2
1372	а во	2	2
1373	на образ	1	2
1374	объясняется тем	1	2
1375	а и	1	2
1376	в композиции	1	2
1377	др мы	1	2
1378	к миру	2	2
1379	в сознании	1	2
1380	не стоит	1	2
1381	все с	1	2
1382	проникает в	2	2
1383	в прямом	2	2
1384	выясняется что	1	2
1385	свидетельствует о	2	2
1386	который может	1	2
1387	всего мира	1	2
1388	прямо в	2	2
1389	интересно и	1	2
1390	со смертью	1	2
1391	на помощь	1	2
1392	чем же	1	2
1393	же именно	1	2
1394	в рамках	1	2
1395	века и	1	2
1396	отказаться от	4	2
1397	и где	1	2
1398	виду что	1	2
1399	этого развития	1	2
1400	власть в	1	2
1401	это очень	1	2
1402	нее он	1	2
1403	у этого	2	2
1404	во многом	8	2
1405	жизнь и	2	2
1406	на свете	3	2
1407	сюжета в	2	2
1408	все другие	1	2
1409	дольше чем	1	2
1410	одного лица	1	2
1411	они играют	1	2
1412	нельзя не	1	2
1413	в новый	1	2
1414	здесь они	1	2
1415	отказ от	1	2
1416	частности в	1	2
1417	не видим	1	2
1418	многих и	1	2
1419	этого образа	1	2
1420	грязью и	1	2
1421	время они	1	2
1422	из своей	1	2
1423	с кем	1	2
1424	с человеком	1	2
1425	именно здесь	1	2
1426	его а	1	2
1427	лишь в	1	2
1428	четыре дня	1	2
1429	над его	1	2
1430	это из	1	2
1431	и прежде	1	2
1432	все более	2	2
1433	ли в	2	2
1434	это довольно	1	2
1435	а сама	1	2
1436	не к	2	2
1437	указывал на	1	1
1438	в роде	1	1
1439	в настоящем	2	1
1440	еще раз	1	1
1441	показалось что	1	1
1442	более не	4	1
1443	ту или	1	1
1444	важно для	1	1
1445	и имеет	1	1
1446	на огонь	1	1
1447	почему-то не	1	1
1448	не зависит	1	1
1449	так можно	1	1
1450	время не	2	1
1451	другое в	1	1
1452	в изображении	2	1
1453	из ее	1	1
1454	без него	1	1
1455	отдельно от	1	1
1456	него с	1	1
1457	это основная	1	1
1458	и самые	1	1
1459	из тысячи	1	1
1460	в песок	1	1
1461	я за	1	1
1462	мне кажется	1	1
1463	общественный строй	1	1
1464	о городе	1	1
1465	года в	7	1
1466	отвечает на	1	1
1467	форму и	1	1
1468	где происходит	2	1
1469	мира это	1	1
1470	характер за	1	1
1471	является его	1	1
1472	с ума	1	1
1473	я от	2	1
1474	девушки он	1	1
1475	мысли о	1	1
1476	прошлого в	1	1
1477	собой не	1	1
1478	но почему	1	1
1479	же после	1	1
1480	его личной	1	1
1481	на берегах	1	1
1482	а а	4	1
1483	за один	1	1
1484	этого характера	1	1
1485	дальнейшем когда	1	1
1486	и легенд	1	1
1487	и смерти	1	1
1488	было и	1	1
1489	его лица	2	1
1490	в жизнь	2	1
1491	и отчасти	3	1
1492	века в	1	1
1493	очень точно	1	1
1494	или вернее	1	1
1495	то этот	1	1
1496	не согласиться	1	1
1497	вся вселенная	1	1
1498	человека не	1	1
1499	вышла за	1	1
1500	нас и	1	1
1501	не чувствует	1	1
1502	в цикле	1	1
1503	наследство в	1	1
1504	и положение	1	1
1505	общеизвестно что	1	1
1506	по возможности	1	1
1507	от боли	1	1
1508	аргументом в	2	1
1509	времени в	13	1
1510	действительности он	1	1
1511	может вызвать	1	1
1512	широко известно	1	1
1513	больше не	5	1
1514	своим собственным	1	1
1515	в бога	1	1
1516	вообще как	1	1
1517	должна была	1	1
1518	положением в	1	1
1519	мы все	1	1
1520	может служить	2	1
1521	тон рассказа	2	1
1522	куда же	1	1
1523	эта система	1	1
1524	было то	1	1
1525	нужно быть	1	1
1526	литературе нет	1	1
1527	как драгоценный	1	1
1528	обнаруживает в	1	1
1529	он вернулся	1	1
1530	рассказывает о	3	1
1531	от своей	1	1
1532	котором нет	1	1
1533	подробно описывает	1	1
1534	же его	1	1
1535	за другом	1	1
1536	и новая	1	1
1537	ситуации с	1	1
1538	отношения и	1	1
1539	с кровати	1	1
1540	я с	1	1
1541	нее вырастают	1	1
1542	обращение с	1	1
1543	соприкосновения с	1	1
1544	любой человек	1	1
1545	в одиссее	1	1
1546	своем развитии	1	1
1547	да он	1	1
1548	и всякого	1	1
1549	ним на	1	1
1550	за полтора	1	1
1551	уже по	1	1
1552	не решена	1	1
1553	их мысли	1	1
1554	глава v	1	1
1555	глава iv	1	1
1556	и тесные	1	1
1557	все попытки	1	1
1558	этой книги	4	1
1559	и рассказы	3	1
1560	сам автор	2	1
1561	пор он	1	1
1562	происходило в	1	1
1563	и стад	1	1
1564	а наоборот	1	1
1565	у самых	1	1
1566	и красота	2	1
1567	не слишком	1	1
1568	хочет сделать	1	1
1569	красивых женщин	1	1
1570	руку у	1	1
1571	первый раз	1	1
1572	другое и	1	1
1573	общения с	2	1
1574	если у	2	1
1575	образом если	1	1
1576	и прекрасным	1	1
1577	родные и	1	1
1578	в бешенство	1	1
1579	своей теории	1	1
1580	на поверхность	1	1
1581	не самый	1	1
1582	он заслуживает	1	1
1583	и холод	1	1
1584	согласии с	2	1
1585	или иную	1	1
1586	на площадь	1	1
1587	от описания	1	1
1588	людей нашей	1	1
1589	иного рода	1	1
1590	берегу и	1	1
1591	особую главу	1	1
1592	сновидения и	1	1
1593	сквозь землю	1	1
1594	службу в	1	1
1595	вокруг себя	2	1
1596	в самые	1	1
1597	случилось с	1	1
1598	воспринимается как	1	1
1599	живет и	1	1
1600	и лишена	1	1
1601	все по	1	1
1602	они одновременно	1	1
1603	говорит детям	1	1
1604	и приводит	2	1
1605	и сел	1	1
1606	полным правом	1	1
1607	и хорошо	1	1
1608	в середину	1	1
1609	и всю	1	1
1610	развитие в	1	1
1611	в чистоте	1	1
1612	места где	1	1
1613	спрашивается что	1	1
1614	одно только	1	1
1615	рядом с	2	1
1616	эту роль	1	1
1617	собой прямые	1	1
1618	четыре раза	1	1
1619	предмет а	1	1
1620	о характере	1	1
1621	поле битвы	1	1
1622	больше всего	1	1
1623	и достижение	1	1
1624	в двух	2	1
1625	сильной и	1	1
1626	и воскресении	1	1
1627	был не	1	1
1628	происходить и	1	1
1629	человек здесь	1	1
1630	действительности и	3	1
1631	однако наряду	1	1
1632	город и	1	1
1633	рублей и	1	1
1634	меня но	1	1
1635	так я	1	1
1636	утверждая что	1	1
1637	вопрос но	1	1
1638	дает свой	1	1
1639	дана в	1	1
1640	не составляет	1	1
1641	сердца а	1	1
1642	поэтому герои	1	1
1643	с чертом	1	1
1644	сквозь нее	1	1
1645	дети на	1	1
1646	человека как	2	1
1647	и чтобы	1	1
1648	мире на	1	1
1649	и является	1	1
1650	вот что	1	1
1651	исследователя но	1	1
1652	он принимается	1	1
1653	мы но	1	1
1654	перед лицом	1	1
1655	из нас	1	1
1656	в историческом	1	1
1657	считал что	1	1
1658	родился в	2	1
1659	этот период	1	1
1660	целом и	1	1
1661	заставляет нас	2	1
1662	выше уже	1	1
1663	материала он	1	1
1664	чтобы вместить	1	1
1665	это вовсе	1	1
1666	их присутствие	1	1
1667	и богом	1	1
1668	его были	1	1
1669	боли и	1	1
1670	и мотивы	1	1
1671	однако по	1	1
1672	по достижении	1	1
1673	развития сюжета	1	1
1674	описывает как	1	1
1675	такое представление	1	1
1676	повседневной жизни	1	1
1677	за год	1	1
1678	отношений эти	1	1
1679	человека для	1	1
1680	до начала	1	1
1681	взят из	1	1
1682	и возможно	1	1
1683	а теперь	1	1
1684	всегда ли	1	1
1685	жизни а	1	1
1686	своего собственного	2	1
1687	вскоре он	1	1
1688	он только	1	1
1689	остался у	1	1
1690	тесно связанные	1	1
1691	окружающий мир	1	1
1692	стоит обратить	1	1
1693	его происхождением	1	1
1694	дела в	1	1
1695	сходство это	1	1
1696	к выводу	1	1
1697	в отношении	1	1
1698	будет иметь	1	1
1699	не признает	1	1
1700	только еще	1	1
1701	имя которого	1	1
1702	со всеми	3	1
1703	что всегда	1	1
1704	нами открывается	1	1
1705	этап в	1	1
1706	еще с	2	1
1707	происхождение и	1	1
1708	и будет	2	1
1709	героев и	4	1
1710	свой собственный	1	1
1711	как озеро	1	1
1712	у читателя	2	1
1713	человеческое существо	1	1
1714	ли не	3	1
1715	человека на	1	1
1716	отнесены к	1	1
1717	отчасти и	2	1
1718	к героям	2	1
1719	он прямо	1	1
1720	до конца	2	1
1721	которая сама	1	1
1722	объяснение только	1	1
1723	очень любят	1	1
1724	первой главе	1	1
1725	т с	1	1
1726	огромную роль	1	1
1727	совершенно как	1	1
1728	времени он	3	1
1729	можно вывести	1	1
1730	дым и	1	1
1731	ни на	3	1
1732	и многое	2	1
1733	с детьми	1	1
1734	герой живет	1	1
1735	но тоже	1	1
1736	не считал	1	1
1737	оба эти	1	1
1738	героя соответствует	1	1
1739	глава ii	1	1
1740	его губы	1	1
1741	их жен	1	1
1742	женщины которую	1	1
1743	рассмотрение с	1	1
1744	и любит	1	1
1745	он следует	1	1
1746	в образах	2	1
1747	то все	2	1
1748	очень хорошо	1	1
1749	сомнений что	2	1
1750	интересны но	1	1
1751	но сам	1	1
1752	всего этого	1	1
1753	эти связи	1	1
1754	случае с	1	1
1755	мир а	2	1
1756	время путешествия	1	1
1757	к людям	1	1
1758	явления духовной	1	1
1759	на иконах	1	1
1760	у окна	1	1
1761	вне его	1	1
1762	двойника не	1	1
1763	совершенно иного	1	1
1764	собственной души	1	1
1765	не встречается	1	1
1766	неотделима от	2	1
1767	называет себя	2	1
1768	этой легенды	1	1
1769	значение имеет	1	1
1770	тот самый	2	1
1771	ли можно	1	1
1772	разве я	1	1
1773	живут только	1	1
1774	говоря не	1	1
1775	будь то	1	1
1776	было написано	1	1
1777	выше приведем	1	1
1778	опускает голову	1	1
1779	в мировой	1	1
1780	в память	1	1
1781	для ясности	1	1
1782	во времени	3	1
1783	предстает как	1	1
1784	случая в	1	1
1785	и сестра	1	1
1786	характерные для	1	1
1787	промежутки времени	1	1
1788	дворцов и	1	1
1789	с первоначальным	1	1
1790	и узнают	1	1
1791	или или	1	1
1792	может не	2	1
1793	это был	4	1
1794	в ущерб	1	1
1795	о значении	1	1
1796	наших глазах	1	1
1797	не без	1	1
1798	образ и	2	1
1799	они живут	2	1
1800	только его	1	1
1801	считаем необходимым	1	1
1802	в согласии	1	1
1803	обратно и	1	1
1804	сторона в	1	1
1805	и тут	2	1
1806	с определенным	1	1
1807	года до	3	1
1808	так начинается	1	1
1809	в движение	1	1
1810	многое другое	2	1
1811	нужна была	1	1
1812	без внимания	1	1
1813	и некоторых	1	1
1814	реальной действительности	1	1
1815	своей книге	1	1
1816	в войне	1	1
1817	у ивана	1	1
1818	самых важных	1	1
1819	в дальние	1	1
1820	соответствует его	1	1
1821	в силах	1	1
1822	чистоте и	1	1
1823	прием в	1	1
1824	ним она	1	1
1825	вполне возможен	1	1
1826	области к	1	1
1827	или где	1	1
1828	под редакцией	1	1
1829	мы никогда	1	1
1830	знал что	1	1
1831	была для	1	1
1832	становится все	1	1
1833	сразу же	1	1
1834	в сюжет	1	1
1835	и без	2	1
1836	непосредственно или	1	1
1837	как формы	1	1
1838	мир с	2	1
1839	ведь это	1	1
1840	сам не	1	1
1841	действительности но	1	1
1842	ориентировался на	2	1
1843	в кожу	1	1
1844	а просто	1	1
1845	и гармония	1	1
1846	в миг	1	1
1847	это пространство	1	1
1848	видит и	1	1
1849	лет с	1	1
1850	и ни	1	1
1851	с особым	2	1
1852	придал ей	1	1
1853	сумму за	1	1
1854	можно выразиться	1	1
1855	из древнейших	1	1
1856	сочувствия к	1	1
1857	его смерти	1	1
1858	например к	1	1
1859	распространенным представлениям	1	1
1860	сестра его	1	1
1861	но такое	1	1
1862	обратить особое	1	1
1863	каждый раз	1	1
1864	его совесть	1	1
1865	у кого	1	1
1866	веры в	1	1
1867	моменты которые	1	1
1868	через его	1	1
1869	это его	1	1
1870	пространства и	2	1
1871	этой теории	1	1
1872	из книги	1	1
1873	берет в	1	1
1874	чтобы спасти	1	1
1875	а самый	1	1
1876	он окончил	1	1
1877	чем обычно	1	1
1878	в плане	4	1
1879	же порядка	1	1
1880	и самого	1	1
1881	художественного произведения	1	1
1882	в браке	1	1
1883	влияют на	1	1
1884	или иной	1	1
1885	до меня	1	1
1886	его до	1	1
1887	этот рассказ	1	1
1888	частности с	1	1
1889	общества и	1	1
1890	уже о	1	1
1891	подобные ей	1	1
1892	тут-то и	1	1
1893	само собой	1	1
1894	как впоследствии	1	1
1895	и обратно	1	1
1896	дальше в	1	1
1897	воплощенная в	1	1
1898	не надо	1	1
1899	мы наблюдаем	2	1
1900	туман и	1	1
1901	и любой	1	1
1902	вспомним хотя	1	1
1903	из многих	1	1
1904	в возможности	1	1
1905	рода человеческого	1	1
1906	религии и	1	1
1907	вторжения в	1	1
1908	всю ночь	1	1
1909	не видала	1	1
1910	эта теория	1	1
1911	героя от	1	1
1912	вообще говоря	2	1
1913	античной мифологии	1	1
1914	трактуется как	1	1
1915	глава vi	1	1
1916	в глазах	2	1
1917	и придал	1	1
1918	смерти отца	1	1
1919	это объяснение	1	1
1920	желудка и	1	1
1921	взрослой дочери	1	1
1922	жить и	1	1
1923	старший брат	1	1
1924	которое может	1	1
1925	в году	22	1
1926	несколько в	1	1
1927	персонажа и	1	1
1928	дается в	1	1
1929	с исторической	1	1
1930	но автор	1	1
1931	в глубь	1	1
1932	него было	1	1
1933	на чудесной	1	1
1934	в средневековой	2	1
1935	люди и	1	1
1936	сон о	3	1
1937	стороне от	1	1
1938	в первом	3	1
1939	жизни или	1	1
1940	на мир	1	1
1941	создал человека	1	1
1942	форме в	1	1
1943	в наиболее	1	1
1944	давно уже	2	1
1945	золотом веке	1	1
1946	принцип который	1	1
1947	рай и	1	1
1948	деталь из	1	1
1949	в точном	1	1
1950	начала действия	1	1
1951	выход из	1	1
1952	сил в	1	1
1953	форма более	1	1
1954	облика и	1	1
1955	эта традиция	1	1
1956	мы только	1	1
1957	вверх ногами	1	1
1958	свои руки	1	1
1959	становятся не	1	1
1960	он вполне	1	1
1961	к своим	1	1
1962	и вскоре	1	1
1963	на таком	1	1
1964	же самая	2	1
1965	а дальше	1	1
1966	на базе	1	1
1967	становятся в	1	1
1968	науки в	1	1
1969	об отношении	1	1
1970	своей форме	1	1
1971	притом к	1	1
1972	действительности в	2	1
1973	и неизменно	1	1
1974	на человека	1	1
1975	мире не	1	1
1976	еще далеко	1	1
1977	в карты	1	1
1978	показано в	1	1
1979	за той	1	1
1980	мифа а	1	1
1981	его собственной	1	1
1982	же у	2	1
1983	в случае	1	1
1984	на золотых	1	1
1985	оно так	1	1
1986	героини и	1	1
1987	легенды в	1	1
1988	замыкаются в	1	1
1989	ценности и	1	1
1990	чем его	1	1
1991	душу и	1	1
1992	к противоположному	1	1
1993	даже с	1	1
1994	так мы	2	1
1995	на наших	1	1
1996	утверждал что	3	1
1997	это отношение	1	1
1998	на наш	1	1
1999	самым главным	1	1
2000	их сознания	1	1
2001	это прежде	3	1
2002	это со	1	1
2003	по поводу	1	1
2004	до определенного	1	1
2005	весьма условно	1	1
2006	на втором	1	1
2007	вся эта	1	1
2008	от ее	2	1
2009	гораздо более	2	1
2010	его свойства	1	1
2011	за дверью	1	1
2012	на протяжении	3	1
2013	еще раньше	1	1
2014	к человеку	3	1
2015	и сохраняет	1	1
2016	как средство	1	1
2017	своего индивидуального	1	1
2018	какой-то другой	1	1
2019	не буду	1	1
2020	то у	3	1
2021	в живых	1	1
2022	однако совершенно	1	1
2023	по разным	1	1
2024	на этих	2	1
2025	начал выходить	1	1
2026	друг за	1	1
2027	он любил	1	1
2028	всегда является	1	1
2029	о ком	1	1
2030	каждого человека	1	1
2031	две линии	1	1
2032	к живой	1	1
2033	не была	1	1
2034	от матери	1	1
2035	и притом	2	1
2036	далее он	1	1
2037	ему свое	1	1
2038	из уст	1	1
2039	да я	2	1
2040	он ни	3	1
2041	но ведь	2	1
2042	в предисловии	1	1
2043	была одной	1	1
2044	в глубоких	1	1
2045	о которой	2	1
2046	основная форма	1	1
2047	что никто	1	1
2048	противоположность в	1	1
2049	и жизнь	1	1
2050	упомянутым выше	1	1
2051	же касается	1	1
2052	к мысли	1	1
2053	большого города	1	1
2054	например как	1	1
2055	совершенно прав	1	1
2056	не был	4	1
2057	ночь он	1	1
2058	сказал он	1	1
2059	к черту	1	1
2060	она это	1	1
2061	находит свое	1	1
2062	того в	1	1
2063	для создания	1	1
2064	изоляции от	1	1
2065	котором говорилось	1	1
2066	действия в	1	1
2067	молодой человек	1	1
2068	вон и	1	1
2069	в уме	1	1
2070	когда я	2	1
2071	был так	1	1
2072	с новыми	1	1
2073	типы в	1	1
2074	бог или	1	1
2075	его голову	1	1
2076	рассказа эта	1	1
2077	жизнью что	1	1
2078	в быту	2	1
2079	ушел от	1	1
2080	действующих лиц	1	1
2081	и одновременно	1	1
2082	искусство и	1	1
2083	за ними	1	1
2084	для человека	3	1
2085	кто же	2	1
2086	но только	3	1
2087	второй этап	1	1
2088	того где	1	1
2089	его ибо	1	1
2090	бы уже	1	1
2091	времен и	1	1
2092	очень важен	1	1
2093	что бы	1	1
2094	осталась на	1	1
2095	его явления	1	1
2096	исследования на	1	1
2097	следует признать	1	1
2098	и пространство	1	1
2099	как известно	3	1
2100	это самая	2	1
2101	я в	1	1
2102	в пещере	1	1
2103	дело но	1	1
2104	с людьми	1	1
2105	до них	1	1
2106	держится на	1	1
2107	при входе	1	1
2108	слова из	2	1
2109	платье и	1	1
2110	оба они	1	1
2111	как от	1	1
2112	эпохи в	1	1
2113	что может	1	1
2114	в первой	4	1
2115	над человеком	1	1
2116	как хозяйка	1	1
2117	значило бы	1	1
2118	так хорошо	1	1
2119	широте и	1	1
2120	он создает	1	1
2121	героем у	1	1
2122	или иного	1	1
2123	открытие которых	1	1
2124	нет не	2	1
2125	как прочно	1	1
2126	другое его	1	1
2127	сливаются в	1	1
2128	а более	1	1
2129	и ту	1	1
2130	этот тип	2	1
2131	теперь я	2	1
2132	черта и	1	1
2133	него за	1	1
2134	и земледелие	1	1
2135	можно понять	1	1
2136	этой проблемы	2	1
2137	характера а	2	1
2138	друга в	1	1
2139	то есть	16	1
2140	но за	1	1
2141	первый этап	1	1
2142	героям в	1	1
2143	человека таким	2	1
2144	представлению о	1	1
2145	для себя	1	1
2146	за тысячи	1	1
2147	происхождение как	1	1
2148	с каким-то	1	1
2149	его человеческого	2	1
2150	этап развития	1	1
2151	природе и	1	1
2152	должны иметь	1	1
2153	снах и	1	1
2154	года он	3	1
2155	выше было	1	1
2156	переходит от	1	1
2157	от этой	1	1
2158	и выйти	1	1
2159	утверждает что	1	1
2160	это есть	1	1
2161	его золотым	1	1
2162	и герои	1	1
2163	я считаю	1	1
2164	такой силой	1	1
2165	огромного количества	1	1
2166	всего нужно	1	1
2167	от их	1	1
2168	во что	2	1
2169	со второй	1	1
2170	сюжета его	1	1
2171	интересны не	1	1
2172	даже у	1	1
2173	минут в	1	1
2174	в моем	1	1
2175	в безумие	1	1
2176	заключается в	1	1
2177	и силой	1	1
2178	же о	1	1
2179	город в	1	1
2180	до возвращения	1	1
2181	является одновременно	1	1
2182	них он	1	1
2183	человеческой натуры	1	1
2184	в душу	1	1
2185	назвал это	1	1
2186	с лицом	1	1
2187	из области	1	1
2188	тем из	1	1
2189	который и	1	1
2190	отказался от	1	1
2191	лицо он	1	1
2192	но тот	2	1
2193	не является	3	1
2194	моя жизнь	1	1
2195	цели не	1	1
2196	того самого	1	1
2197	из элементов	1	1
2198	его содержания	1	1
2199	и тайных	1	1
2200	затем из	2	1
2201	характер не	1	1
2202	героя который	1	1
2203	в современном	5	1
2204	женитьбе на	1	1
2205	ночи и	1	1
2206	в известном	2	1
2207	он испытывает	2	1
2208	о своем	1	1
2209	нет никакой	1	1
2210	дома все	1	1
2211	общее положение	1	1
2212	видим как	1	1
2213	времени и	4	1
2214	ли вы	1	1
2215	может сделать	1	1
2216	и решают	1	1
2217	же время	18	1
2218	на окружающий	1	1
2219	потому и	1	1
2220	внешнего облика	1	1
2221	область пока	1	1
2222	единства человеческой	2	1
2223	vii в	1	1
2224	характера и	3	1
2225	и народ	1	1
2226	который по	1	1
2227	во владение	1	1
2228	слово и	1	1
2229	просто невозможно	1	1
2230	содержатся в	1	1
2231	бежать от	1	1
2232	его место	1	1
2233	в поэме	1	1
2234	месте в	1	1
2235	определить его	1	1
2236	литературе в	1	1
2237	в классической	1	1
2238	но которые	1	1
2239	не верит	1	1
2240	его можно	1	1
2241	этого героя	1	1
2242	имеют общую	1	1
2243	поднялась на	1	1
2244	что автор	1	1
2245	им как	1	1
2246	мосту и	1	1
2247	собой лишь	1	1
2248	ли или	1	1
2249	ю п	1	1
2250	сверху вниз	1	1
2251	наук в	1	1
2252	в первый	1	1
2253	который бы	1	1
2254	человек по	4	1
2255	с большей	1	1
2256	а вместо	1	1
2257	и милостиво	1	1
2258	перед своим	1	1
2259	был высокий	1	1
2260	может происходить	1	1
2261	ясным что	1	1
2262	день и	1	1
2263	к жене	1	1
2264	и точно	1	1
2265	узнаем что	2	1
2266	многое в	1	1
2267	из своих	1	1
2268	что каждый	1	1
2269	сама служит	1	1
2270	чем он	1	1
2271	очень важный	1	1
2272	эта функция	1	1
2273	женитьбы на	1	1
2274	на грани	1	1
2275	полтора года	1	1
2276	из названных	1	1
2277	и множество	1	1
2278	древнее происхождение	1	1
2279	сюжета не	1	1
2280	места в	1	1
2281	перед смертью	1	1
2282	превращает его	1	1
2283	в литературу	2	1
2284	не имеющего	1	1
2285	его принять	1	1
2286	этом на	1	1
2287	эти наблюдения	2	1
2288	лежит на	1	1
2289	виде в	1	1
2290	скромное место	1	1
2291	для которого	1	1
2292	сталкивается с	1	1
2293	идет к	1	1
2294	человека к	2	1
2295	ко всему	1	1
2296	и снова	1	1
2297	а к	1	1
2298	преимущественно в	1	1
2299	героя к	2	1
2300	дома на	1	1
2301	самому себе	1	1
2302	ней он	1	1
2303	они любят	1	1
2304	в искусстве	3	1
2305	невозможно но	1	1
2306	если нет	1	1
2307	и детей	1	1
2308	я иду	1	1
2309	в зеркало	2	1
2310	ночи в	1	1
2311	все та	1	1
2312	рассказа о	1	1
2313	эпохи и	1	1
2314	стало ясно	1	1
2315	внешние формы	1	1
2316	в трудах	1	1
2317	типичен для	1	1
2318	все данные	1	1
2319	действительности не	1	1
2320	дома имеют	1	1
2321	в библии	1	1
2322	так называемой	1	1
2323	религии то	1	1
2324	войне с	1	1
2325	сердце и	2	1
2326	с поразительной	1	1
2327	нуждается в	2	1
2328	переход в	1	1
2329	она связана	1	1
2330	надо было	2	1
2331	она действительно	1	1
2332	ад и	1	1
2333	или купец	1	1
2334	автора и	1	1
