N	2gram	Tiupa_Anal	Komedia
1306	с учетом	1	1
1307	в столь	1	1
1308	характерная для	1	1
1309	они и	1	1
1310	от жизни	2	1
1311	вот о	1	1
1312	время для	1	1
1313	в самый	1	1
1314	то есть	15	1
1315	жизни а	1	1
1316	того кому	1	1
1317	существенным образом	1	1
1318	персонажа это	1	1
1319	своих героев	1	1
1320	ср с	1	1
1321	и далее	2	1
1322	впрочем в	1	1
1323	двух слов	1	1
1324	и обращается	1	1
1325	ведет себя	1	1
1326	каким были	1	1
1327	сам по	2	1
1328	не требует	1	1
1329	последовать за	1	1
1330	и системы	1	1
1331	общему мнению	1	1
1332	не думай	1	1
1333	задолго до	1	1
1334	разного рода	1	1
1335	происходит с	1	1
1336	переживания и	1	1
1337	сына на	1	1
1338	замысла в	1	1
1339	выступает не	1	1
1340	исключительно важный	1	1
1341	целом ряде	1	1
1342	и комедия	1	1
1343	и вполне	1	1
1344	за это	1	1
1345	второй части	1	1
1346	признание в	1	1
1347	под этим	1	1
1348	такого же	1	1
1349	тон в	1	1
1350	приверженностью к	1	1
1351	сюжета и	2	1
1352	но только	1	1
1353	оказывается в	2	1
1354	приобретает в	1	1
1355	самим собой	3	1
1356	в обратном	1	1
1357	в мрачном	1	1
1358	с таким	5	1
1359	не приносит	1	1
1360	таково же	1	1
1361	всей округе	1	1
1362	о своей	2	1
1363	себя с	1	1
1364	доме и	1	1
1365	претендует на	2	1
1366	же события	1	1
1367	с еще	1	1
1368	человека как	1	1
1369	героев и	1	1
1370	другой как	1	1
1371	цвет лица	1	1
1372	евгения онегина	1	1
1373	что могло	1	1
1374	и объектом	1	1
1375	в слове	5	1
1376	не приводит	1	1
1377	причастность к	1	1
1378	правда не	1	1
1379	не такое	2	1
1380	не видно	2	1
1381	сцены и	1	1
1382	этому что	1	1
1383	что лирическое	1	1
1384	данном случае	11	1
1385	страсти и	1	1
1386	в нее	1	1
1387	этим его	1	1
1388	в стихах	2	1
1389	не последнюю	1	1
1390	всей своей	1	1
1391	на каждом	1	1
1392	во сне	3	1
1393	не чувствовал	1	1
1394	был поначалу	1	1
1395	ср из	2	1
1396	в художественном	1	1
1397	детей становится	1	1
1398	года и	1	1
1399	по крайней	5	1
1400	к счастливому	2	1
1401	своей поэтикой	1	1
1402	к той	1	1
1403	без которых	1	1
1404	к какой	1	1
1405	который и	1	1
1406	свое время	4	1
1407	к комическому	1	1
1408	все они	2	1
1409	первых десятилетий	1	1
1410	читателя мы	1	1
1411	столь различных	1	1
1412	ни к	3	1
1413	типов но	1	1
1414	этот день	1	1
1415	к счастью	2	1
1416	и частной	1	1
1417	вытекает из	1	1
1418	случаев мы	1	1
1419	различных по	1	1
1420	внешние проявления	1	1
1421	это нечто	1	1
1422	он якобы	1	1
1423	своей собственной	1	1
1424	и самой	1	1
1425	долга или	1	1
1426	не имеют	1	1
1427	этой традиции	1	1
1428	со всех	1	1
1429	ожидания к	1	1
1430	отсылка к	1	1
1431	в роли	1	1
1432	совпадает с	4	1
1433	не любил	1	1
1434	и между	1	1
1435	в значительной	3	1
1436	на основе	1	1
1437	можно усмотреть	1	1
1438	о комедиях	1	1
1439	на два	2	1
1440	было ожидать	1	1
1441	и тогда	1	1
1442	не это	1	1
1443	не могло	1	1
1444	принимает всерьез	1	1
1445	значение для	1	1
1446	и об	1	1
1447	о своем	4	1
1448	от других	1	1
1449	в мир	1	1
1450	в сражении	1	1
1451	заговорил с	1	1
1452	человека к	1	1
1453	почти одновременно	1	1
1454	разговор с	1	1
1455	никаких оснований	1	1
1456	волосы и	1	1
1457	есть необходимость	1	1
1458	но без	2	1
1459	здесь первая	1	1
1460	автора в	1	1
1461	и а	4	1
1462	проявляется в	1	1
1463	и служит	1	1
1464	же слова	1	1
1465	его несчастного	1	1
1466	единственный в	2	1
1467	начиная с	1	1
1468	в самую	1	1
1469	при котором	1	1
1470	произведения и	2	1
1471	себя самого	1	1
1472	для уяснения	1	1
1473	к миру	2	1
1474	него самого	1	1
1475	е к	2	1
1476	этого слова	3	1
1477	всего к	1	1
1478	своей цели	1	1
1479	и приходят	1	1
1480	если первое	1	1
1481	стороны не	1	1
1482	не видит	1	1
1483	ее содержание	1	1
1484	внимания заслуживает	1	1
1485	два года	1	1
1486	на рассвете	2	1
1487	власть над	2	1
1488	на поиски	1	1
1489	в остальных	1	1
1490	в год	1	1
1491	иногда в	1	1
1492	другого и	1	1
1493	не ведая	1	1
1494	его можно	1	1
1495	а дочь	1	1
1496	и каждый	1	1
1497	текста в	8	1
1498	жизни но	4	1
1499	что автор	2	1
1500	литературе нового	1	1
1501	попадает в	1	1
1502	полной уверенностью	1	1
1503	графиня и	1	1
1504	значение в	2	1
1505	касается самого	1	1
1506	играть роль	1	1
1507	от внешнего	1	1
1508	мог быть	1	1
1509	и возвращение	1	1
1510	борьба и	1	1
1511	время все	1	1
1512	всех сторон	1	1
1513	в последней	1	1
1514	и того	4	1
1515	что одна	1	1
1516	обе эти	2	1
1517	не будем	2	1
1518	как смерть	3	1
1519	в окружение	1	1
1520	одного произведения	1	1
1521	и просил	1	1
1522	же мере	1	1
1523	только его	1	1
1524	разрешение конфликта	1	1
1525	i в	1	1
1526	исследователей в	1	1
1527	ему жизнь	1	1
1528	как у	3	1
1529	был в	1	1
1530	может показаться	1	1
1531	и положено	3	1
1532	из своих	2	1
1533	на самом	1	1
1534	лицом к	1	1
1535	он становится	1	1
1536	он же	2	1
1537	как имя	1	1
1538	на которой	2	1
1539	чем он	1	1
1540	кто бы	1	1
1541	смысле этого	1	1
1542	о ее	3	1
1543	далека от	1	1
1544	читателю в	1	1
1545	от своих	1	1
1546	и большого	1	1
1547	о трех	1	1
1548	все основания	1	1
1549	ко второму	4	1
1550	современном литературоведении	1	1
1551	главы евгения	1	1
1552	пределах одной	1	1
1553	подтверждается и	2	1
1554	на юге	1	1
1555	жизни это	2	1
1556	персонажа в	3	1
1557	быть ни	1	1
1558	что уже	1	1
1559	о причине	1	1
1560	своей дочери	2	1
1561	дело в	3	1
1562	страстям и	1	1
1563	та же	1	1
1564	иными словами	1	1
1565	возвращающийся к	1	1
1566	себя а	1	1
1567	в собственных	1	1
1568	правом на	1	1
1569	в сферу	1	1
1570	той самой	1	1
1571	сама по	3	1
1572	и давно	1	1
1573	что этот	1	1
1574	является по	2	1
1575	в уме	1	1
1576	долгое время	1	1
1577	или даже	1	1
1578	говорят о	1	1
1579	естественно что	1	1
1580	по соседству	2	1
1581	общественных отношений	1	1
1582	противном случае	2	1
1583	мира и	2	1
1584	не от	2	1
1585	с явным	1	1
1586	сколь бы	2	1
1587	в такой	1	1
1588	но уже	1	1
1589	или их	1	1
1590	счастью в	1	1
1591	не жалел	1	1
1592	осуществленного им	1	1
1593	действующие лица	1	1
1594	как все	1	1
1595	бы это	2	1
1596	страшно и	1	1
1597	от первого	2	1
1598	отказа от	1	1
1599	того или	6	1
1600	реагирует на	1	1
1601	идет по	1	1
1602	отчетливо проступает	1	1
1603	только к	2	1
1604	в полной	3	1
1605	напомнить что	1	1
1606	с комической	1	1
1607	тут и	1	1
1608	каждая из	1	1
1609	план в	1	1
1610	о смерти	4	1
1611	завершение в	1	1
1612	в предисловии	1	1
1613	побуждает его	1	1
1614	произведения его	1	1
1615	изображается в	1	1
1616	раз не	1	1
1617	на мысль	1	1
1618	позволяет ему	1	1
1619	который мы	1	1
1620	но всегда	2	1
1621	примечательно что	2	1
1622	опоры на	1	1
1623	это случается	1	1
1624	мы должны	1	1
1625	в искусстве	3	1
1626	прибыли в	1	1
1627	на меня	3	1
1628	сам текст	1	1
1629	в прошлом	2	1
1630	одежду и	1	1
1631	его речи	2	1
1632	высказывания в	1	1
1633	прибегать к	1	1
1634	в трех	1	1
1635	говоря о	1	1
1636	стороны его	1	1
1637	кажется не	1	1
1638	впрочем достаточно	1	1
1639	ним не	1	1
1640	иначе не	1	1
1641	нет не	1	1
1642	никаких сведений	1	1
1643	как то	1	1
1644	является по-видимому	1	1
1645	своем поведении	1	1
1646	смысл его	1	1
1647	как огонь	2	1
1648	и всех	1	1
1649	это первый	1	1
1650	текстов не	1	1
1651	подвергать себя	1	1
1652	в книге	1	1
1653	определена как	1	1
1654	по всей	1	1
1655	в тексте	16	1
1656	на уровне	2	1
1657	в большой	1	1
1658	само по	1	1
1659	того кого	1	1
1660	решительным образом	1	1
1661	забывать что	2	1
1662	как против	1	1
1663	в ходе	3	1
1664	можно сказать	5	1
1665	организации текста	3	1
1666	они принадлежат	1	1
1667	говорилось выше	2	1
1668	этом и	1	1
1669	в имени	3	1
1670	дня и	1	1
1671	обращаться к	1	1
1672	о и	2	1
1673	или иной	9	1
1674	частности с	1	1
1675	пришел в	1	1
1676	остается один	1	1
1677	и прежде	2	1
1678	но о	1	1
1679	отражение в	1	1
1680	свою речь	1	1
1681	для современного	1	1
1682	пользовались в	1	1
1683	известии о	1	1
1684	хотя он	1	1
1685	его глазах	1	1
1686	может и	1	1
1687	ведь и	2	1
1688	как ему	1	1
1689	здесь по-видимому	1	1
1690	не свободно	1	1
1691	не можем	1	1
1692	и наконец	1	1
1693	же рода	1	1
1694	автора и	5	1
1695	иное как	1	1
1696	перед другом	1	1
1697	персонажей как	1	1
1698	момент его	2	1
1699	возможна только	1	1
