N	2gram	Bakhtin_KF	KulturaY
1301	и экономической	1	1
1302	связи между	1	1
1303	выход в	2	1
1304	настоящему моменту	1	1
1305	место в	6	1
1306	в чисто	1	1
1307	другой и	1	1
1308	полагаю что	1	1
1309	будет что	1	1
1310	позицию по	1	1
1311	своей самостоятельности	1	1
1312	все другие	1	1
1313	и имеют	1	1
1314	все для	1	1
1315	его есть	1	1
1316	не это	1	1
1317	него что	1	1
1318	которой эта	1	1
1319	она действительно	1	1
1320	и совершенно	3	1
1321	себя но	1	1
1322	это отнюдь	1	1
1323	и иные	1	1
1324	для другого	4	1
1325	котором он	3	1
