N	2gram	Propp_Isto	Marksizm
1314	именно к	1	1
1315	дает нам	3	1
1316	вот мы	1	1
1317	героя иногда	3	1
1318	но на	1	1
1319	не поддается	1	1
1320	тоже не	3	1
1321	новые формы	2	1
1322	ничем не	2	1
1323	многих других	1	1
1324	сам себя	2	1
1325	пришли к	3	1
1326	интересной и	1	1
1327	на тех	1	1
1328	ее на	5	1
1329	на три	1	1
1330	однако как	1	1
1331	ряд в	1	1
1332	он как	3	1
1333	которых он	2	1
1334	или с	2	1
1335	он начинает	1	1
1336	с передачей	1	1
1337	отсюда понятно	1	1
1338	может фигурировать	1	1
1339	и соответствующие	2	1
1340	прямо в	1	1
1341	это дает	1	1
1342	имеет значения	1	1
1343	как особый	1	1
1344	как у	2	1
1345	со своим	4	1
1346	состоят из	1	1
1347	на которой	1	1
1348	смысл этой	1	1
1349	случай с	2	1
1350	силу и	3	1
1351	иначе обстоит	1	1
1352	этого пути	1	1
1353	еще может	1	1
1354	мы находим	1	1
1355	знания и	1	1
1356	а на	2	1
1357	просто как	1	1
1358	не замечая	1	1
1359	этого не	2	1
1360	наших дней	1	1
1361	в такую	1	1
1362	делает из	1	1
1363	этот акт	1	1
1364	в силах	1	1
1365	по существу	5	1
1366	на героя	2	1
1367	окрашено в	1	1
1368	характер его	1	1
1369	в изучение	1	1
1370	по ту	1	1
1371	себе в	3	1
1372	на весьма	1	1
1373	в литературу	1	1
1374	чтобы быть	1	1
1375	очень много	2	1
1376	в ряде	1	1
1377	кто в	2	1
1378	и без	1	1
1379	этой цели	1	1
1380	могла быть	1	1
1381	если и	1	1
1382	имеется в	4	1
1383	да все	1	1
1384	другом месте	2	1
1385	однако это	1	1
1386	по своему	1	1
1387	что им	1	1
1388	ней нет	2	1
1389	тех условий	1	1
1390	или их	1	1
1391	и другим	1	1
1392	что тот	2	1
1393	разнообразных формах	1	1
1394	но конечно	2	1
1395	его еще	1	1
1396	ему не	1	1
1397	этой функции	1	1
1398	друга но	1	1
1399	стоит и	1	1
1400	людей этим	1	1
1401	своего индивидуального	1	1
1402	этого он	2	1
1403	в стиле	1	1
1404	всем их	1	1
1405	может иметь	1	1
1406	и эти	5	1
1407	уступает место	1	1
1408	ним с	1	1
1409	наследников и	1	1
1410	там мы	1	1
1411	он говорит	4	1
1412	оно в	1	1
1413	и социального	1	1
1414	лежит не	1	1
1415	предыдущей главе	1	1
1416	же к	1	1
1417	на один	1	1
1418	которую мы	2	1
1419	переходе от	1	1
1420	чистом виде	1	1
1421	во избежание	1	1
1422	ни один	1	1
1423	здесь можно	6	1
1424	в чужие	1	1
1425	мы наблюдали	2	1
1426	всецело зависит	1	1
1427	и может	1	1
1428	пр есть	1	1
1429	на меня	1	1
1430	чем речь	1	1
1431	но она	2	1
1432	выйти за	1	1
1433	другим и	1	1
1434	к области	1	1
1435	или другого	1	1
1436	случаях когда	7	1
1437	но дело	1	1
1438	дать ему	2	1
1439	можно найти	3	1
1440	этих случаях	18	1
1441	к которой	2	1
1442	у нее	3	1
1443	уже очень	1	1
1444	вот несколько	1	1
1445	знает и	1	1
1446	этом на	1	1
1447	что можно	1	1
1448	отношение к	6	1
1449	к ней	3	1
1450	этого нет	1	1
1451	он берется	1	1
1452	имели в	1	1
1453	переходом на	1	1
1454	пути к	1	1
1455	дело в	1	1
1456	сюда относятся	1	1
1457	эту мысль	1	1
1458	его до	1	1
1459	к новому	1	1
1460	как будто	4	1
1461	и дом	1	1
1462	только после	3	1
1463	письменности и	1	1
1464	соответствующие им	1	1
1465	образом оказывается	1	1
1466	не сам	1	1
1467	любой момент	1	1
1468	для этого	1	1
1469	еще тем	1	1
1470	эпохи и	1	1
1471	он с	1	1
1472	в лице	1	1
1473	и сказать	1	1
1474	не можем	3	1
1475	в чисто	1	1
1476	жизнью и	1	1
1477	героя но	3	1
