N	2gram	Trubetskoy	Istorich
1311	ко всем	3	1
1312	и всю	1	1
1313	или иная	1	1
1314	смотря по	1	1
1315	и понимает	1	1
1316	ассимиляция с	1	1
1317	большею частью	5	1
1318	этой религии	1	1
1319	каждый имеет	1	1
1320	рядом с	1	1
1321	под него	1	1
1322	и надо	1	1
1323	больше всего	1	1
1324	которые имеют	1	1
1325	бы поставить	1	1
1326	друга что	1	1
1327	не требует	1	1
1328	лежать на	1	1
1329	дух который	1	1
1330	свою силу	1	1
1331	должен в	1	1
1332	две ступени	1	1
1333	мы указывали	1	1
1334	имеются у	1	1
1335	смысл и	1	1
1336	же все	1	1
1337	из предыдущего	2	1
1338	мы говорили	8	1
1339	это впечатление	2	1
1340	факт не	1	1
1341	этой главы	1	1
1342	но тогда	3	1
1343	это должно	1	1
1344	близкими к	1	1
1345	или может	1	1
1346	и весьма	1	1
1347	явствует что	1	1
1348	это единственный	1	1
1349	к такой	1	1
1350	он признает	1	1
1351	кроме этих	1	1
1352	из нас	1	1
1353	над всеми	2	1
1354	народа по	1	1
1355	встать на	1	1
1356	его никто	1	1
1357	нем черты	1	1
1358	к первому	1	1
1359	тот или	1	1
1360	важно чтобы	2	1
1361	мы дадим	1	1
1362	к телу	1	1
1363	этот путь	1	1
1364	культуры народа	1	1
1365	что только	3	1
1366	вне этого	1	1
1367	такое представление	1	1
1368	наоборот все	1	1
1369	собой на	1	1
1370	хранятся в	1	1
1371	себе как	1	1
1372	к результату	1	1
1373	конечно у	1	1
1374	это по	1	1
1375	надо развить	1	1
1376	ее они	1	1
1377	высшей степени	2	1
1378	себя действительно	1	1
1379	второй случай	1	1
1380	только кто-нибудь	1	1
1381	существенную часть	1	1
1382	направление развития	1	1
1383	стороны одного	1	1
1384	силы эта	1	1
1385	есть общая	1	1
1386	лишь только	5	1
1387	объявляют что	1	1
1388	освободиться от	3	1
1389	должны выяснить	1	1
1390	к животным	1	1
1391	в корне	1	1
1392	по адресу	1	1
1393	невозможно и	2	1
1394	в отношении	1	1
1395	будет иметь	2	1
1396	то сразу	1	1
1397	только еще	1	1
1398	имя которого	1	1
1399	детей из	1	1
1400	других случаев	1	1
1401	достаточно ясно	1	1
1402	и начало	2	1
1403	и будет	2	1
1404	данного народа	7	1
1405	другие народы	4	1
1406	но почти	1	1
1407	берет только	1	1
1408	ее или	1	1
1409	и такая	1	1
1410	для каждого	1	1
1411	что такой	2	1
1412	отчасти и	1	1
1413	что таким	3	1
1414	до конца	1	1
1415	говорит за	1	1
1416	сильна что	1	1
1417	же теперь	1	1
1418	на русском	1	1
1419	по степеням	1	1
1420	есть народы	1	1
1421	к представлению	1	1
1422	ни на	1	1
1423	наука в	1	1
1424	только все	1	1
1425	всем этом	1	1
1426	всему этому	3	1
1427	всех частей	1	1
1428	же я	1	1
1429	этнографический материал	1	1
1430	и состоит	2	1
1431	культура народа	3	1
1432	которыми они	1	1
1433	можно рассматривать	1	1
1434	своей собственной	1	1
1435	более сложные	1	1
1436	для передвижения	1	1
1437	не считал	1	1
1438	которые однако	1	1
1439	постепенно и	1	1
1440	славян и	1	1
1441	с нами	1	1
1442	этой работы	1	1
1443	на два	1	1
1444	даже та	1	1
1445	которую он	2	1
1446	более как	2	1
1447	в университет	1	1
1448	не считаясь	1	1
1449	на которые	1	1
1450	это сближение	1	1
1451	может ли	1	1
1452	русском языке	1	1
1453	господствующее в	1	1
1454	имеется но	1	1
1455	ниже все	1	1
1456	и относится	1	1
1457	позднее и	1	1
1458	третий случай	2	1
1459	это просто	1	1
1460	по этой	1	1
1461	которые часто	1	1
1462	входящих в	2	1
1463	но знаем	1	1
1464	ставит его	1	1
1465	же никогда	1	1
1466	судя по	1	1
1467	этих источников	1	1
1468	состоящее в	1	1
1469	может не	3	1
1470	тех народов	2	1
1471	эта не	1	1
1472	забота о	1	1
1473	наших глазах	1	1
1474	для всякого	2	1
1475	не без	2	1
1476	ее нет	1	1
1477	приложении к	1	1
1478	всегда был	1	1
1479	с уже	2	1
1480	которых каждый	1	1
1481	и тут	1	1
1482	в широком	1	1
1483	и продолжает	1	1
1484	все остальное	1	1
1485	типичными чертами	1	1
1486	без внимания	1	1
1487	более точного	1	1
1488	в европу	1	1
1489	играет роли	1	1
1490	она-то и	1	1
1491	и тому	2	1
1492	культуры чем	1	1
1493	более что	1	1
1494	признаки и	1	1
1495	имелись в	1	1
1496	невыгодное положение	1	1
1497	других племен	1	1
1498	были настолько	1	1
1499	именно эта	1	1
1500	и без	5	1
1501	члена семьи	1	1
1502	как все	1	1
1503	другой но	1	1
1504	у данного	1	1
1505	и другого	1	1
1506	бы это	1	1
1507	еще одной	1	1
1508	сам не	1	1
1509	и всеми	1	1
1510	тем мы	1	1
1511	многих из	1	1
1512	продолжали существовать	1	1
1513	видит и	1	1
1514	дело когда	1	1
1515	лестницы по	1	1
1516	однако ни	1	1
1517	очевидно в	1	1
1518	когда этот	1	1
1519	самого факта	2	1
1520	это была	1	1
1521	каждый раз	1	1
1522	за спиной	1	1
1523	веры в	2	1
1524	всем этим	1	1
1525	с оружием	1	1
1526	довольно пеструю	1	1
1527	мы утверждаем	1	1
1528	образом они	1	1
1529	превосходства над	1	1
1530	лишь некоторые	1	1
1531	не осталось	1	1
1532	и самого	1	1
1533	эту мысль	1	1
1534	в голову	1	1
1535	или иной	1	1
1536	общества и	2	1
1537	уже о	1	1
1538	не отличается	1	1
1539	тут-то и	1	1
1540	себе еще	1	1
1541	образом оказывается	1	1
1542	само собой	1	1
1543	они так	1	1
1544	в так	1	1
1545	роль этого	1	1
1546	дальше в	1	1
1547	не надо	3	1
1548	тот в	1	1
1549	последствия которые	1	1
1550	этого уклада	1	1
1551	люди которые	1	1
1552	находим в	1	1
1553	условий жизни	1	1
1554	правила и	1	1
1555	друг в	1	1
1556	которых его	1	1
1557	вообще говоря	1	1
1558	положение дела	1	1
1559	тех кто	5	1
1560	часть его	1	1
1561	эта враждебность	1	1
1562	в глазах	2	1
1563	который ему	1	1
1564	силы на	1	1
1565	науки на	1	1
1566	более лет	1	1
1567	существование с	1	1
1568	интересен и	1	1
1569	с более	3	1
1570	народ и	4	1
1571	из многочисленных	1	1
1572	которые будут	2	1
1573	параллель в	1	1
1574	же являются	1	1
1575	мы поймем	1	1
1576	причем эта	1	1
1577	в первом	1	1
1578	элементы в	1	1
1579	если теперь	1	1
1580	этих существ	1	1
1581	при том	2	1
1582	друг к	2	1
1583	принадлежат к	1	1
1584	в наиболее	1	1
1585	давно уже	2	1
1586	показаться что	1	1
1587	всегда в	1	1
1588	на ноги	1	1
1589	образом этот	1	1
1590	положение по	3	1
1591	выход из	1	1
1592	эта традиция	1	1
1593	мы только	1	1
1594	них мы	1	1
1595	жизнью в	1	1
1596	к своим	2	1
1597	чтобы оградить	1	1
1598	и свою	1	1
1599	дальнейшем же	1	1
1600	науки в	1	1
1601	об отношении	1	1
1602	поездки в	1	1
1603	и неизменно	1	1
1604	с историческим	1	1
1605	мире не	1	1
1606	еще далеко	1	1
1607	по тем	2	1
1608	это нам	1	1
1609	и германцев	3	1
1610	являются не	1	1
1611	его собственной	5	1
1612	той ступени	1	1
1613	европа и	1	1
1614	действительно так	1	1
1615	народа они	1	1
1616	бы а	1	1
1617	наконец как	1	1
1618	такой народ	2	1
1619	ценности и	2	1
1620	отдельных элементов	1	1
1621	к нашим	1	1
1622	он при	1	1
1623	этого племени	2	1
1624	им нужно	1	1
1625	на наших	1	1
1626	уже более	2	1
1627	своего народа	5	1
1628	же они	1	1
1629	параллельно с	1	1
1630	культуру и	4	1
1631	роковым для	1	1
1632	вопросе о	2	1
1633	натуры не	1	1
1634	какой именно	1	1
1635	начало и	6	1
1636	собой а	1	1
1637	вся эта	1	1
1638	гораздо более	2	1
1639	считать не	1	1
1640	надо понимать	2	1
1641	и согласие	1	1
1642	такою же	1	1
1643	где имеется	1	1
1644	менее в	1	1
1645	эта лестница	1	1
1646	зрения что	1	1
1647	зависит не	1	1
1648	вполне понятно	1	1
1649	мало и	1	1
1650	не своей	1	1
1651	однако совершенно	1	1
1652	на этих	1	1
1653	его семьи	1	1
1654	и сама	1	1
1655	то станет	1	1
1656	тут только	1	1
1657	более детально	2	1
1658	каждого человека	2	1
1659	расстояния от	1	1
1660	и притом	1	1
1661	чем эта	1	1
1662	степени их	1	1
1663	когда их	1	1
1664	но совершенно	1	1
1665	пришла к	1	1
1666	вещи не	1	1
1667	стоящего в	1	1
1668	связанными с	1	1
1669	к историческим	1	1
1670	стал опять	1	1
1671	и русской	1	1
1672	о которой	2	1
1673	следовательно и	2	1
1674	оградить себя	1	1
1675	в психологическом	1	1
1676	же касается	2	1
1677	то эти	1	1
1678	от таких	1	1
1679	вопроса о	1	1
1680	последнем случае	1	1
1681	всех своих	1	1
1682	охотничьего быта	1	1
1683	приходится ограничиваться	1	1
1684	бы к	1	1
1685	другой характер	1	1
1686	предполагает что	1	1
1687	в уме	1	1
1688	животных что	1	1
1689	хочет чтобы	1	1
1690	взгляд кажется	1	1
1691	культуру но	1	1
1692	принимать все	1	1
1693	за ними	3	1
1694	не приходится	1	1
1695	чтобы их	1	1
1696	в семье	1	1
1697	следует признать	1	1
1698	и выше	1	1
1699	тех элементов	1	1
1700	как известно	3	1
1701	я в	2	1
1702	этого нужно	1	1
1703	заботе о	1	1
1704	знает все	1	1
1705	других видов	1	1
1706	создаются такие	1	1
1707	это потому	1	1
1708	оба они	1	1
1709	а позднее	1	1
1710	как от	1	1
1711	и следует	1	1
1712	такой форме	2	1
1713	прямая линия	1	1
1714	над другим	1	1
1715	народов уже	1	1
1716	и непонятной	1	1
1717	с течением	4	1
1718	совершенно различным	1	1
1719	не отметить	1	1
1720	умер не	1	1
1721	за себя	1	1
1722	внешнего сходства	1	1
1723	еще менее	1	1
1724	сказали что	3	1
1725	причем это	1	1
1726	сливаются в	1	1
1727	не получится	1	1
1728	степени культуры	1	1
1729	же часто	1	1
1730	можно но	1	1
1731	к такому	2	1
1732	теперь я	1	1
1733	жизни народов	1	1
1734	можем сделать	1	1
1735	во втором	2	1
1736	она к	1	1
1737	находят себе	1	1
1738	получает и	1	1
1739	удается но	1	1
1740	друга в	1	1
1741	время я	1	1
1742	то есть	2	1
1743	представлению о	1	1
1744	место новому	1	1
1745	для себя	2	1
1746	которая по	1	1
1747	до некоторой	1	1
1748	от этой	1	1
1749	все свое	1	1
1750	в европейских	1	1
1751	не ставит	1	1
1752	это есть	4	1
1753	взглядов на	1	1
1754	времени все	1	1
1755	под этими	1	1
1756	бы при	1	1
1757	чтобы это	1	1
1758	только они	1	1
1759	поэтому и	1	1
1760	же всегда	1	1
1761	отдельные элементы	2	1
1762	в моем	1	1
1763	заключается в	3	1
1764	народа но	4	1
1765	за другого	1	1
1766	стремятся к	1	1
1767	но позднее	1	1
1768	же остается	1	1
1769	дело идет	1	1
1770	правда не	1	1
1771	словами движение	1	1
1772	была у	1	1
1773	детей это	1	1
1774	из области	1	1
1775	который и	1	1
1776	и черты	1	1
1777	вид и	1	1
1778	помощи ее	1	1
1779	и определить	1	1
1780	смертью в	1	1
1781	ли они	1	1
1782	европейцы и	2	1
1783	наконец и	1	1
1784	не является	1	1
1785	пристальное изучение	1	1
1786	совершенно иной	2	1
1787	из элементов	7	1
1788	выше то	1	1
1789	ее до	1	1
1790	характер не	1	1
1791	нельзя и	1	1
1792	может лежать	2	1
1793	они основаны	1	1
1794	народа и	1	1
1795	которые должны	1	1
1796	что многие	2	1
1797	стоять на	1	1
1798	находясь на	1	1
1799	же время	2	1
1800	при своем	1	1
1801	потому и	2	1
1802	родину и	1	1
1803	сохраняет свою	1	1
1804	народов эта	1	1
1805	переход из	1	1
1806	окрашен в	1	1
1807	в японии	2	1
1808	уже существующих	4	1
1809	нем не	1	1
1810	ко всей	1	1
1811	приводятся в	1	1
1812	то для	1	1
1813	смотрят на	1	1
1814	но именно	1	1
1815	с нею	1	1
1816	другое обстоятельство	1	1
1817	такие которые	1	1
1818	это кажется	1	1
1819	когда эти	1	1
1820	одну группу	2	1
1821	иногда тоже	1	1
1822	однако такое	1	1
1823	месте в	1	1
1824	узнать ее	1	1
1825	быть поставлены	1	1
1826	не будучи	1	1
1827	пришлось бы	2	1
1828	дальнейшего развития	2	1
1829	но самые	1	1
1830	его можно	1	1
1831	это трудно	1	1
1832	образом для	1	1
1833	неизменно оказывается	1	1
1834	дело совершенно	1	1
1835	с современными	3	1
1836	поэтому что	4	1
1837	только тех	1	1
1838	концу этого	1	1
1839	сверху вниз	1	1
1840	надо считать	1	1
1841	что европейцы	2	1
1842	на гибель	1	1
1843	в угоду	1	1
1844	а вместо	1	1
1845	целью к	1	1
1846	приведет к	1	1
1847	одну общую	1	1
1848	указание на	1	1
1849	нами до	1	1
1850	из своих	1	1
1851	что каждый	1	1
1852	действительно становится	1	1
1853	многих отношениях	1	1
1854	на запад	1	1
1855	с разными	1	1
1856	быть вполне	2	1
1857	во-первых потому	1	1
1858	ее из	1	1
1859	другой вид	2	1
1860	когда оно	1	1
1861	согласно с	1	1
1862	основано на	5	1
1863	и ставят	1	1
1864	раз навсегда	1	1
1865	между собою	5	1
1866	итак если	1	1
1867	не подлежит	3	1
1868	чем другие	2	1
1869	виде в	1	1
1870	будут сделаны	1	1
1871	последнее время	1	1
1872	представлению об	1	1
1873	сочли возможным	1	1
1874	его следует	1	1
1875	по происхождению	2	1
1876	говорили выше	6	1
1877	очень многие	1	1
1878	и народов	2	1
1879	но те	1	1
1880	не говоря	1	1
1881	ко всему	2	1
1882	этого нельзя	1	1
1883	для целого	1	1
1884	том случае	4	1
1885	только к	1	1
1886	а к	2	1
1887	указывали на	1	1
1888	до тех	2	1
1889	естественно поэтому	3	1
1890	гораздо меньше	1	1
1891	надо признать	1	1
1892	нас но	1	1
1893	и объяснения	1	1
1894	а из	1	1
1895	прошедших через	1	1
1896	для европейца	2	1
1897	низкой ступени	1	1
1898	общение между	1	1
1899	ведь и	1	1
1900	есть как	1	1
1901	невозможно но	2	1
1902	себя некоторую	1	1
1903	рамки и	1	1
1904	только такие	1	1
1905	говоря о	1	1
1906	даже при	1	1
1907	существование в	2	1
1908	их отцы	1	1
1909	благоприятную почву	1	1
1910	и всех	1	1
1911	все та	1	1
1912	должна бы	1	1
1913	наиболее существенные	1	1
1914	допустить что	1	1
1915	два различных	1	1
1916	как для	3	1
1917	из русской	1	1
1918	или конца	1	1
1919	их через	1	1
1920	часто можно	1	1
1921	вот к	1	1
1922	нога в	3	1
1923	в высшей	2	1
1924	как за	1	1
1925	от времени	2	1
1926	права и	1	1
1927	тем чтобы	2	1
1928	в узком	1	1
1929	силой что	1	1
1930	и обыкновенно	1	1
1931	было невозможно	1	1
1932	соответствующие им	1	1
1933	надо было	1	1
1934	отличаются друг	3	1
1935	и постепенно	1	1
1936	течением времени	4	1
1937	применительно к	1	1
1938	форме к	1	1
1939	дети с	1	1
