N	3gram	Tiupa_Disk	Hudozhes
952	равнодостойные субъекты смыслополагания	1	1
953	их предлагая адресату	1	1
954	схемы и в	1	1
955	поэтому анекдот невозможно	1	1
956	и развития самоопределяющегося	1	1
957	жеста и как	1	1
958	ценностями иными соседствами	1	1
959	типу актанту не	1	1
960	то она здесь	1	1
961	сказания это позиция	1	1
962	внеязыковое и потому	1	1
963	действующие лица по	1	1
964	от мастерства рассказчика	1	1
965	реакцию предварительное знакомство	1	1
966	речь включая разные	1	1
967	том или ином	1	1
968	при всей своей	2	1
969	с человеком неким	1	1
970	легко может быть	1	1
971	жизни как исполненной	1	1
972	образом ориентировано на	1	1
973	чужой экзистенциальный опыт	1	1
974	в рассказе чехова	1	1
975	к ценностной однозначности	1	1
976	это известного рода	1	1
977	всегда предносится целое	1	1
978	а не ценностно	1	1
979	тогда как в	5	1
980	преодолевая их внутреннюю	1	1
981	ни к чему	1	1
982	и на его	1	1
983	как того требует	1	1
984	от содержания сколько	1	1
985	далеко не сводится	1	1
986	да и персонажи	1	1
987	только то что	2	1
988	с языком ставят	1	1
989	текста да и	1	1
990	художественного целого это	1	1
991	предносится целое нашего	1	1
992	анекдотическому дискурсу речевая	1	1
993	не предполагает внутренне	1	1
994	его ценностно-смысловой позиции	1	1
995	нейтральное к языку	1	1
996	не выбирают а	1	1
997	знает к его	1	1
998	уже не таково	1	1
999	запечатлеваемый и запечатлевающий	1	1
1000	в их отношении	1	1
1001	же время они	1	1
1002	едва ли не	2	1
1003	в искусстве не	1	1
1004	уметь проецировать чужой	1	1
1005	и примеряя ее	1	1
1006	причастности к общему	1	1
1007	слова манифестирующего двоякий	1	1
1008	всем потому что	1	1
1009	речи и т.п	2	1
1010	самой ситуации рассказывания	1	1
1011	своей природе суть	1	1
1012	запечатлевающий основу такой	1	1
1013	и не дает	1	1
1014	объект и адресат	1	1
1015	на этом пути	1	1
1016	другого в себе	1	1
1017	не отделен от	1	1
1018	чего анекдот не	1	1
1019	ни притча не	1	1
1020	ее иносказательностью требует	1	1
1021	дискурсу речевая маска	1	1
1022	из уст в	1	1
1023	ответную реакцию предварительное	1	1
1024	составляет преломляющая несобственно-прямая	1	1
1025	позиции в мире	1	1
1026	слова эта возможность	1	1
1027	как притчу в	1	1
1028	это разделение иерархично	1	1
1029	рода взаимная условленность	1	1
1030	опыт чужой жизненной	1	1
1031	двуголосого слова манифестирующего	1	1
1032	анекдота не столько	1	1
1033	любопытное занимательное неожиданное	1	1
1034	позвоночника роману человек	1	1
1035	может быть признано	1	1
1036	между которыми устанавливаются	1	1
1037	перед нами не	1	1
1038	нем определенные возможности	1	1
1039	слово сказания еще	1	1
1040	внутренняя активность адресата	1	1
1041	отграниченная система смыслов	2	1
1042	из того что	1	1
1043	то что они	1	1
1044	реальному человеческому существованию	1	1
1045	в форме определенной	1	1
1046	но от божья	1	1
1047	анекдота выбор лексики	1	1
1048	запрета есть профанация	1	1
1049	в новелле есть	1	1
1050	императивной нормы ни	1	1
1051	что входит в	1	1
1052	одном и том	1	1
1053	а не только	2	1
1054	их свободного согласия	1	1
1055	монолог в чистом	1	1
1056	необходимости ни в	1	1
1057	литературного произведения по	1	1
1058	с совершенно иными	1	1
1059	не более чем	3	1
1060	самом общем виде	2	1
1061	не на раскрытие	1	1
1062	связаны с языком	1	1
1063	проектировать свою жизненную	1	1
1064	а некий нравственный	1	1
1065	неадекватным субъект объект	1	1
1066	речевая маска анекдота	1	1
1067	от позиции учителя	1	1
1068	жизненной практике может	1	1
1069	типа есть монолог	1	1
1070	сознания к другому	1	1
1071	имея в виду	1	1
1072	значительной степени зависим	1	1
1073	слово анекдота уже	1	1
1074	далеко не сводятся	1	1
1075	рассеянной чужой речи	1	1
1076	это и есть	1	1
1077	слушателей преодолевая их	1	1
1078	принципе можно припоминая	1	1
1079	манифестирующего двоякий жизненный	1	1
1080	субъекты смыслополагания между	1	1
1081	закон собственно и	1	1
1082	ментальной и речевой	1	1
1083	предстают перед нами	1	1
1084	для рассказчика ни	1	1
1085	сочинение литературного произведения	1	1
1086	прежде всего в	2	1
1087	мы строим свою	1	1
1088	сколько от мастерства	1	1
1089	в молчание бахтин	1	1
1090	к содержанию сказания	1	1
1091	содержанию сказания это	1	1
1092	жизни постоянно переходит	1	1
1093	формы скрытой полускрытой	1	1
1094	этим моментам родственным	1	1
1095	носителей различного жизненного	1	1
1096	и в том	1	1
1097	практике может быть	1	1
1098	от героя окажется	1	1
1099	не у-влекать слушателей	1	1
1100	ценностной дистанции между	1	1
1101	диалогизированного слова прямой	1	1
1102	его уникальным жизненным	1	1
1103	определенные задания реализуют	1	1
1104	юмора умения отрешиться	1	1
1105	содержания сколько от	1	1
1106	случая непредсказуемое стечение	1	1
1107	в истории литературы	1	1
1108	обладает достоверным но	1	1
1109	священного новелла ночной	1	1
1110	имеем дело с	1	1
1111	строим свою речь	1	1
1112	жанр посрамляющий умершее	1	1
1113	освоена в анекдоте	1	1
1114	дает позвоночника роману	1	1
1115	в этих сознаниях	1	1
1116	приложение запечатленного в	1	1
1117	новелла ночной жанр	1	1
1118	в стилевых формах	1	1
1119	адресата занимающего позицию	1	1
1120	совершенно иными границами	1	1
1121	пребывания в мире	1	1
1122	образ становящегося человека	1	1
1123	слухи или сплетни	1	1
1124	и возможность иной	1	1
1125	следит за блужданиями	1	1
1126	в полной мере	1	1
1127	ставят перед ним	1	1
1128	лично для себя	2	1
1129	дискурсе речевой акт	1	1
1130	это ведет к	1	1
1131	в чистом виде	1	1
1132	адресата при этом	2	1
1133	притчи может быть	2	1
1134	жизненный опыт запечатлеваемый	1	1
1135	пространственно-временных масштабов и	1	1
1136	осуществлено только самим	1	1
