N	2gram	Tiupa_Hudo	KulturaY
1312	в верхних	1	1
1313	и своей	1	1
1314	можешь и	1	1
1315	по имени	1	1
1316	этой плоскости	1	1
1317	раз он	1	1
1318	имеет ничего	1	1
1319	глаза как	1	1
1320	понятий и	1	1
1321	вероятно это	1	1
1322	внешних формах	1	1
1323	только от	1	1
1324	необходимое условие	1	1
1325	в уста	1	1
1326	если оно	1	1
1327	сознания а	1	1
1328	под этой	1	1
1329	случай но	1	1
1330	не совсем	1	1
1331	простые и	1	1
1332	более понятны	1	1
1333	за этими	3	1
1334	этой своей	2	1
1335	на другой	1	1
1336	совсем не	1	1
1337	только об	1	1
1338	очевидно хочет	1	1
1339	еще яснее	1	1
1340	и весьма	1	1
1341	в ответ	3	1
1342	переживаний и	1	1
1343	действующих лиц	3	1
1344	оно и	1	1
1345	и чужой	1	1
1346	глупо и	1	1
1347	есть случаи	1	1
1348	легко можно	1	1
1349	и та	1	1
1350	одни только	2	1
1351	его художественной	2	1
1352	хотя в	1	1
1353	соединении с	1	1
1354	для человека	1	1
1355	кто же	1	1
1356	скучно в	1	1
1357	с очевидной	1	1
1358	серые глаза	1	1
1359	проникнуть в	3	1
1360	аналогии со	1	1
1361	из нас	5	1
1362	и другая	1	1
1363	по своей	5	1
1364	с головой	1	1
1365	со слов	1	1
1366	не имеющей	1	1
1367	что бы	2	1
1368	следует признать	1	1
1369	как новая	1	1
1370	у которого	2	1
1371	никоим образом	1	1
1372	болью в	1	1
1373	живой голос	1	1
1374	ни то	1	1
1375	истории и	1	1
1376	в акте	1	1
1377	для той	1	1
1378	например уже	1	1
1379	говорит это	1	1
1380	и никогда	1	1
1381	улице и	1	1
1382	действующего лица	2	1
1383	и каждый	2	1
1384	и какой	1	1
1385	писателя как	1	1
1386	проступает в	1	1
1387	обратимся к	2	1
1388	и ты	2	1
1389	где та	1	1
1390	кажется ему	1	1
1391	что характер	1	1
1392	не замечать	1	1
1393	в первой	6	1
1394	этих словах	2	1
1395	в сердце	1	1
1396	п не	1	1
1397	не сразу	1	1
1398	бы быть	1	1
1399	чехова не	1	1
1400	против теории	1	1
1401	усматривает в	1	1
1402	г из	1	1
1403	какое в	1	1
1404	при необходимости	1	1
1405	за себя	1	1
1406	вообще во	1	1
1407	остановиться на	1	1
1408	не сказал	1	1
1409	чем и	1	1
1410	означает что	1	1
1411	делать с	1	1
1412	бы я	1	1
1413	в один	1	1
1414	как вторая	2	1
1415	каждого из	3	1
1416	лицо и	1	1
1417	ней все	1	1
1418	он говорил	2	1
1419	почти ничего	2	1
1420	превращаются в	1	1
1421	любви и	3	1
1422	теперь они	1	1
1423	бы ошибочно	1	1
1424	как теперь	1	1
1425	не мешает	1	1
1426	и стало	1	1
1427	человеческой личности	1	1
1428	образом и	1	1
1429	взгляд на	1	1
1430	это сама	1	1
1431	и этот	1	1
1432	и конечно	1	1
1433	достоевского в	1	1
1434	они и	2	1
1435	от жизни	1	1
1436	по определению	1	1
1437	но часто	1	1
1438	то есть	1	1
1439	такова же	1	1
1440	внешним образом	1	1
1441	различие это	1	1
1442	факта что	1	1
1443	длинный ряд	1	1
1444	сообщения о	1	1
1445	с и	2	1
1446	и который	1	1
1447	от такой	1	1
1448	его с	1	1
1449	живет в	2	1
1450	вопрос который	1	1
1451	для себя	9	1
1452	говорит нам	1	1
1453	теперь в	1	1
1454	явное влияние	1	1
1455	лишь об	1	1
1456	освободиться от	1	1
1457	вбирая в	1	1
1458	рассказа о	4	1
1459	ни единого	2	1
1460	вот как	1	1
1461	мы ставим	1	1
1462	не исчерпывается	1	1
1463	его во	1	1
1464	уже невозможно	1	1
1465	его но	1	1
1466	такое впечатление	1	1
1467	положения этой	1	1
1468	это ему	1	1
1469	этих отношений	1	1
1470	что делать	1	1
1471	только еще	1	1
1472	состоит что	1	1
1473	сознаться что	1	1
1474	оказывается в	1	1
1475	которых и	1	1
1476	практических занятиях	1	1
1477	ни о	3	1
1478	не знающего	1	1
1479	начинается так	1	1
1480	претендует на	1	1
1481	какая же	2	1
1482	обращается к	1	1
1483	в подлинную	1	1
1484	судить по	1	1
1485	к которым	1	1
1486	вое же	1	1
1487	присутствует в	1	1
1488	оно всегда	1	1
1489	мы встречаемся	1	1
1490	может стать	1	1
1491	берет на	1	1
1492	не принимая	1	1
1493	жизни в	12	1
1494	несет на	2	1
1495	своем внешнем	2	1
1496	явлений и	1	1
1497	и подлинное	2	1
1498	себя и	4	1
1499	не видно	1	1
1500	ничего в	1	1
1501	мыслей и	1	1
1502	мы имели	1	1
1503	владеть этими	1	1
1504	собою в	1	1
1505	тех его	2	1
1506	в итоге	1	1
1507	нимало не	1	1
1508	не своим	1	1
1509	свою художественную	1	1
1510	своей жизни	6	1
1511	он мог	1	1
1512	не составляла	1	1
1513	почему это	1	1
1514	чехов не	1	1
1515	как некий	1	1
1516	автора но	1	1
1517	этот рассказ	1	1
1518	нет ничего	4	1
1519	проблематики в	1	1
1520	не умел	1	1
1521	и рассказов	1	1
1522	в основе	3	1
1523	же я	2	1
1524	гораздо большей	1	1
1525	и состоит	4	1
1526	он понял	1	1
1527	находит свое	1	1
1528	как одно	1	1
1529	чистом и	1	1
1530	сознание что	1	1
1531	тотчас же	1	1
1532	в роли	3	1
1533	не любил	1	1
1534	теперь же	4	1
1535	несомненно есть	1	1
1536	да еще	1	1
1537	отступления от	1	1
1538	в значительной	3	1
1539	думал что	1	1
1540	наконец в	2	1
1541	мы уже	7	1
1542	этой работы	1	1
1543	следил за	1	1
1544	мыслей о	2	1
1545	если для	1	1
1546	этом пути	1	1
1547	из его	1	1
1548	а через	1	1
1549	отличаясь от	1	1
1550	от обстоятельств	1	1
1551	субъекта в	2	1
1552	так скоро	1	1
1553	всего на	1	1
1554	то все	1	1
1555	со всей	2	1
1556	в которую	1	1
1557	художественного впечатления	1	1
1558	да нет	1	1
1559	в приложении	1	1
1560	впрочем и	4	1
1561	силы в	1	1
1562	о своем	2	1
1563	внимания на	1	1
1564	ты это	1	1
1565	еще будут	1	1
1566	частности и	1	1
1567	ее с	1	1
1568	более и	1	1
1569	случае с	1	1
1570	чем не	2	1
1571	я хотел	1	1
1572	жизни это	1	1
1573	ответе на	1	1
1574	среди которых	1	1
1575	и наоборот	1	1
1576	литературы в	1	1
1577	было и	1	1
1578	всякого явления	1	1
1579	а во	1	1
1580	к творчеству	2	1
1581	из рассказа	4	1
1582	из наиболее	1	1
1583	среды и	1	1
1584	так мало	1	1
1585	знать в	1	1
1586	к двум	2	1
1587	на две	1	1
1588	ее не	1	1
1589	в деревне	1	1
1590	легче чем	1	1
1591	не считаю	1	1
1592	во внешней	3	1
1593	принадлежит к	2	1
1594	имеет своим	1	1
1595	какая была	1	1
1596	здесь разумеется	1	1
1597	их с	1	1
1598	но именно	3	1
1599	за пределами	1	1
1600	должен обратиться	1	1
1601	приложении к	1	1
1602	именно то	1	1
1603	легко заметить	2	1
1604	забывать что	1	1
1605	легко может	1	1
1606	каждый день	1	1
1607	как во	1	1
1608	при всякой	1	1
1609	литературы не	1	1
1610	здесь и	1	1
1611	в соответствующих	2	1
1612	мышление в	2	1
1613	город и	1	1
1614	и представлений	1	1
1615	не видит	1	1
1616	того факта	1	1
1617	к той	3	1
1618	это одно	1	1
1619	еще в	4	1
1620	от основного	1	1
1621	часть своей	1	1
1622	что-то в	1	1
1623	же ты	1	1
1624	к произведениям	1	1
1625	же он	1	1
1626	у вас	3	1
1627	во времени	2	1
1628	не будучи	1	1
1629	нет дела	1	1
1630	во внутреннем	1	1
1631	традиции не	1	1
1632	с каким	1	1
1633	обратиться к	1	1
1634	человека но	1	1
1635	школа в	1	1
1636	была нужна	1	1
1637	текста в	1	1
1638	а нам	1	1
1639	таком же	1	1
1640	своего друга	1	1
1641	закрывая глаза	1	1
1642	как особой	1	1
1643	мы из	1	1
1644	два разных	1	1
1645	в номере	2	1
1646	я так	1	1
1647	которым он	1	1
1648	содержания а	1	1
1649	ему в	3	1
1650	слово но	1	1
1651	может не	1	1
1652	все так	1	1
1653	было уже	1	1
1654	что среди	1	1
1655	ли они	1	1
1656	лишь одну	1	1
1657	сам он	3	1
1658	в последней	2	1
1659	воспоминаниями об	1	1
1660	отрывке из	1	1
1661	она сама	1	1
1662	который был	2	1
1663	в предыдущем	1	1
1664	е все	1	1
1665	вошедшие в	1	1
1666	уклоняется от	1	1
1667	которых он	1	1
1668	это часто	1	1
1669	и драматического	1	1
1670	или с	2	1
1671	ведь даже	1	1
1672	лишь внешнее	1	1
1673	когда знаешь	1	1
1674	видя в	1	1
1675	и баста	1	1
1676	бы у	1	1
1677	в русскую	1	1
1678	и точно	1	1
1679	способности к	1	1
1680	и письма	1	1
1681	так по	1	1
1682	будет один	1	1
1683	не существует	1	1
1684	своим результатам	1	1
1685	волосы она	1	1
1686	раз в	5	1
1687	с которым	1	1
1688	здесь нет	1	1
1689	читателя в	6	1
1690	теми же	1	1
1691	бы для	1	1
1692	а о	2	1
1693	у всех	3	1
1694	сюжета а	1	1
1695	в свои	2	1
1696	все ее	1	1
1697	для других	5	1
1698	не иметь	1	1
1699	об этих	1	1
1700	и последний	1	1
1701	да так	1	1
1702	всегда есть	1	1
1703	глубоко в	1	1
1704	и тому	1	1
1705	и эта	3	1
1706	виду что	1	1
1707	он видел	2	1
1708	ничего удивительного	1	1
1709	здесь даже	1	1
1710	в разряд	2	1
1711	такое же	1	1
1712	системы и	1	1
1713	современного состояния	1	1
1714	на тему	1	1
1715	внимание в	1	1
1716	к постижению	1	1
1717	долгое время	2	1
1718	как она	3	1
1719	чтобы ответить	1	1
1720	к источнику	1	1
1721	истины и	1	1
1722	не предполагает	1	1
1723	так часто	1	1
1724	лежит на	2	1
1725	самые простые	1	1
1726	а их	1	1
1727	не та	1	1
1728	есть только	1	1
1729	однако это	1	1
1730	которые являются	1	1
1731	перед собой	2	1
1732	не удовлетворяется	1	1
1733	в соединении	1	1
1734	избавление от	1	1
1735	остановимся на	3	1
1736	когда же	3	1
1737	тексте телеграммы	1	1
1738	в серьезных	1	1
1739	и смысловой	2	1
1740	можно показать	1	1
1741	в каждой	2	1
1742	к вам	1	1
1743	возвратимся к	1	1
1744	сколько его	1	1
1745	его же	2	1
1746	говорит об	1	1
1747	и таким	1	1
1748	чего в	1	1
1749	мысли в	2	1
1750	жизнь и	2	1
1751	показывает в	1	1
1752	интересующих нас	1	1
1753	имеет своей	1	1
1754	он был	1	1
1755	вот он	3	1
1756	и других	1	1
1757	а еще	1	1
1758	место прежде	1	1
1759	с самого	1	1
1760	не укладывается	1	1
1761	он понимал	1	1
1762	быть может	7	1
1763	еще можно	1	1
1764	которая может	1	1
1765	а его	3	1
1766	на пороге	2	1
1767	переходе от	1	1
1768	своей среды	1	1
1769	поэтому когда	1	1
1770	в тишине	1	1
1771	его внутреннему	1	1
1772	жизни для	1	1
1773	может даже	1	1
1774	и старые	1	1
1775	то чего	2	1
1776	под ред	2	1
1777	но при	3	1
1778	быть сказано	1	1
1779	слышит или	1	1
1780	его не	1	1
1781	здесь однако	1	1
1782	например оно	1	1
1783	как уже	3	1
1784	ту или	2	1
1785	следует помнить	1	1
1786	один в	1	1
1787	всей первой	1	1
1788	к внешним	1	1
1789	тому времени	1	1
1790	входит в	1	1
1791	и понять	1	1
1792	во второй	7	1
1793	невозможно но	1	1
1794	не оставляет	1	1
1795	эта сторона	1	1
1796	и рассказа	1	1
1797	свою жизнь	1	1
1798	с ее	7	1
1799	отношения но	1	1
1800	самое что	2	1
1801	сказывается и	1	1
1802	в течении	1	1
1803	говорили о	2	1
1804	общая композиция	1	1
1805	человека с	1	1
1806	и всегда	1	1
1807	боялся как	1	1
1808	бы послужить	1	1
1809	которых в	1	1
1810	же самое	4	1
1811	ведь это	1	1
1812	в литературном	2	1
1813	ее полные	1	1
1814	он очень	1	1
1815	и самого	1	1
1816	та или	4	1
1817	себя знать	1	1
1818	о которой	3	1
1819	в театре	4	1
1820	и ее	3	1
1821	бы он	1	1
1822	этом и	2	1
1823	может показаться	1	1
1824	теперь когда	2	1
1825	означало бы	1	1
1826	место в	3	1
1827	в голову	3	1
1828	не самое	1	1
1829	все еще	3	1
1830	понятно в	1	1
1831	сказано было	1	1
1832	можно так	1	1
1833	жизни о	2	1
1834	также о	1	1
1835	пишет в	1	1
1836	вынуждает нас	1	1
1837	со своими	1	1
1838	не раздумывая	1	1
1839	как ему	1	1
1840	в словосочетании	1	1
1841	видел ее	1	1
1842	тут же	1	1
1843	она действительно	1	1
1844	вечера и	1	1
1845	становится в	1	1
1846	и скоро	1	1
1847	в лице	3	1
1848	себя то	1	1
1849	и трагических	1	1
1850	как для	1	1
1851	материала не	1	1
1852	пути к	1	1
1853	форме к	1	1
1854	это отнюдь	1	1
1855	к идее	1	1
1856	могло быть	1	1
1857	а сама	1	1
1858	насколько мне	1	1
1859	все внимание	1	1
1860	со мною	2	1
1861	которой так	1	1
