N	2gram	Nazirov_Tv	Narrotol
1298	в отказе	1	1
1299	времени на	3	1
1300	фраза из	1	1
1301	столько к	1	1
1302	время есть	1	1
1303	что если	1	1
1304	для меня	1	1
1305	то все	2	1
1306	лизы и	1	1
1307	отношении к	2	1
1308	перед мысленным	1	1
1309	он как	1	1
1310	от других	2	1
1311	него с	1	1
1312	чехова в	1	1
1313	так достоевский	4	1
1314	и до	2	1
1315	и целый	1	1
1316	мировой литературе	1	1
1317	одна и	1	1
1318	миру а	1	1
1319	чем не	1	1
1320	теперь не	1	1
1321	еще один	1	1
1322	литературы в	1	1
1323	человека тоже	1	1
1324	им в	1	1
1325	делает его	1	1
1326	в бога	1	1
1327	собственной души	1	1
1328	был прав	1	1
1329	и будущее	2	1
1330	претендовать на	1	1
1331	времени его	1	1
1332	есть его	1	1
1333	но мы	1	1
1334	между людьми	3	1
1335	и школы	1	1
1336	заметить что	1	1
1337	нет и	1	1
1338	в споре	1	1
1339	событий в	2	1
1340	называет себя	2	1
1341	и многих	1	1
1342	героями а	1	1
1343	представлениями о	1	1
1344	при котором	1	1
1345	иван федорович	1	1
1346	в образе	4	1
1347	и авторской	2	1
1348	этого слова	1	1
1349	говоря не	1	1
1350	некоторого времени	1	1
1351	решения проблемы	1	1
1352	т д	10	1
1353	главным образом	1	1
1354	как день	1	1
1355	как объективно	1	1
1356	после его	1	1
1357	не из	1	1
1358	в классической	1	1
1359	рядом деталей	1	1
1360	тот же	3	1
1361	протяжении всего	2	1
1362	с того	1	1
1363	в другое	1	1
1364	его можно	1	1
1365	человека но	3	1
1366	этого героя	1	1
1367	с просьбой	1	1
1368	жизнь его	2	1
1369	с первоначальным	1	1
1370	что автор	1	1
1371	рассматривать в	3	1
1372	проникает в	2	1
1373	тогда в	1	1
1374	находятся в	1	1
1375	вниманию читателя	1	1
1376	но на	1	1
1377	оппозицию внешнего	1	1
1378	имя которого	1	1
1379	и прямо	1	1
1380	что оно	2	1
1381	что ему	1	1
1382	существо как	1	1
1383	значение в	2	1
1384	тоже не	2	1
1385	из дома	1	1
1386	это такая	1	1
1387	так как	6	1
1388	настоящее и	1	1
1389	бумаги и	1	1
1390	сверху вниз	1	1
1391	и наказание	5	1
1392	может не	2	1
1393	достоевского однако	1	1
1394	ряд других	1	1
1395	и было	1	1
1396	очень уместно	1	1
1397	определяется авторской	1	1
1398	он выступает	1	1
1399	за которую	1	1
1400	перестает быть	1	1
1401	в первый	1	1
1402	можно в	1	1
1403	том числе	1	1
1404	уже в	5	1
1405	нравственного абсолюта	1	1
1406	который бы	1	1
1407	в художественной	1	1
1408	связи между	1	1
1409	предположение что	1	1
1410	всего мира	1	1
1411	как омовение	1	1
1412	образ и	2	1
1413	собой яркий	1	1
1414	естественно что	1	1
1415	для всего	1	1
1416	трояким образом	1	1
1417	с фабулой	1	1
1418	настоящего и	1	1
1419	себя самого	1	1
1420	влиянием и	1	1
1421	в жизнь	2	1
1422	рассказе и	1	1
1423	этом сам	1	1
1424	день и	1	1
1425	ее в	3	1
1426	где он	2	1
1427	в полном	1	1
1428	что каждый	1	1
1429	в движение	1	1
1430	слова не	2	1
1431	с генералом	1	1
1432	за которой	1	1
1433	его жизненной	1	1
1434	перед читателем	1	1
1435	за этим	1	1
1436	и где	1	1
1437	выводит из	1	1
1438	от апреля	2	1
1439	этом что	1	1
1440	как нечто	1	1
1441	перед смертью	1	1
1442	за самим	1	1
1443	в личностном	1	1
1444	очень много	1	1
1445	в стороне	2	1
1446	его поступки	1	1
1447	и без	2	1
1448	нас к	1	1
1449	по смыслу	1	1
1450	виде в	1	1
1451	анекдот в	1	1
1452	говорят о	1	1
1453	для героев	1	1
1454	является не	1	1
1455	при таком	1	1
1456	есть только	1	1
1457	однако это	2	1
1458	рассказчиком и	1	1
1459	и со	2	1
1460	и я	2	1
1461	в такой	2	1
1462	на всем	1	1
1463	личности не	2	1
1464	у древних	1	1
1465	всей моей	1	1
1466	он мечтал	1	1
1467	на его	4	1
1468	которым приводит	1	1
1469	случае о	1	1
1470	ему как	1	1
1471	а так	1	1
1472	может относиться	1	1
1473	как результат	1	1
1474	появляется новый	1	1
1475	героя через	1	1
1476	ним вместе	1	1
1477	жизнь и	2	1
1478	как формы	1	1
1479	свобода и	1	1
1480	на свете	3	1
1481	вопрос не	1	1
1482	течения времени	1	1
1483	предположить что	1	1
1484	города в	2	1
1485	обратившись к	1	1
1486	в полной	1	1
1487	от хронологической	1	1
1488	же с	10	1
1489	тут и	3	1
1490	в цепь	1	1
1491	с самого	3	1
1492	xx века	3	1
1493	одного лица	1	1
1494	побуждает его	1	1
1495	ли моя	1	1
1496	так называемой	1	1
1497	строится как	1	1
1498	характера в	2	1
1499	мечтает о	1	1
1500	между сознаниями	1	1
1501	материал для	1	1
1502	после ухода	1	1
1503	в противоположность	1	1
1504	собой как	1	1
1505	просто не	3	1
1506	что жить	2	1
1507	мы должны	1	1
1508	в искусстве	3	1
1509	невозможно но	1	1
1510	не существовало	1	1
1511	но затем	1	1
1512	но она	2	1
1513	и их	2	1
1514	но даже	1	1
1515	всего его	1	1
1516	его участие	1	1
1517	с начальным	1	1
1518	отношений между	2	1
1519	не видим	1	1
1520	к анализу	1	1
1521	у кого	1	1
1522	в нашей	2	1
1523	в повседневной	1	1
1524	в зеркало	2	1
1525	с прошлым	1	1
1526	и времени	1	1
1527	только то	1	1
1528	в xix	3	1
1529	время они	1	1
1530	с кем	1	1
1531	вследствие его	1	1
1532	в россию	2	1
1533	в спальню	1	1
1534	все та	1	1
1535	еще на	1	1
1536	задается вопросом	1	1
1537	скорее наоборот	1	1
1538	и время	2	1
1539	что можно	1	1
1540	эту тему	1	1
1541	в книге	3	1
1542	по всей	1	1
1543	него и	1	1
1544	элементов в	1	1
1545	самой своей	2	1
1546	истории ее	1	1
1547	в плане	4	1
1548	и борьба	1	1
1549	крайней мере	4	1
1550	в четвертом	1	1
1551	не верит	1	1
1552	собой лишь	1	1
1553	мировой литературы	1	1
1554	завершающего слова	1	1
1555	ему себя	1	1
1556	в могилу	1	1
1557	стыда за	1	1
1558	мифа в	2	1
1559	в будущее	1	1
1560	и относительно	1	1
1561	можно так	1	1
1562	нуждается в	2	1
1563	для характеристики	1	1
1564	человек не	1	1
1565	надо было	2	1
1566	может и	1	1
1567	б м	2	1
1568	однако все	1	1
1569	событий и	2	1
1570	для этого	1	1
1571	признается в	1	1
1572	творчестве чехова	1	1
1573	виду что	1	1
1574	а я	3	1
1575	им не	1	1
1576	в лице	4	1
1577	и великим	1	1
1578	возможно это	1	1
1579	составляет для	1	1
1580	есть не	2	1
1581	легенда о	4	1
1582	себе а	1	1
1583	смыкается с	1	1
1584	более того	2	1
