N	2gram	Bakhtin_Pr	Literetu
1302	был только	1	1
1303	перейти в	1	1
1304	отличается от	2	1
1305	карамазова и	1	1
1306	языка и	1	1
1307	что мы	2	1
1308	самого конца	1	1
1309	в слово	3	1
1310	и большой	1	1
1311	где есть	1	1
1312	совпадает с	1	1
1313	высказывания и	2	1
1314	я ее	1	1
1315	бы по	1	1
1316	чужого слова	1	1
1317	земли и	1	1
1318	это все	2	1
1319	героем и	1	1
1320	их жизнь	2	1
1321	героев достоевского	5	1
1322	смертной жизни	1	1
1323	авторского замысла	1	1
1324	характер это	1	1
1325	именно на	2	1
1326	народов и	1	1
1327	и вся	4	1
1328	значение для	5	1
1329	снова и	1	1
1330	в сне	9	1
1331	здесь о	2	1
1332	в романном	1	1
1333	но сам	1	1
1334	они все	2	1
1335	для литературы	1	1
1336	творческой индивидуальности	1	1
1337	в мир	1	1
1338	целый ряд	1	1
1339	она по	1	1
1340	времени и	4	1
1341	более и	1	1
1342	и земли	1	1
1343	себя вне	1	1
1344	например для	1	1
1345	я хотел	1	1
1346	лишь то	1	1
1347	перед глазами	1	1
1348	себя от	1	1
1349	было и	1	1
1350	свободы в	1	1
1351	потому и	1	1
1352	такие например	1	1
1353	однако нужно	1	1
1354	и идеи	7	1
1355	и массовых	1	1
1356	глубокое и	1	1
1357	и там	1	1
1358	литературы на	1	1
1359	себе никакой	1	1
1360	ее не	1	1
1361	если мы	5	1
1362	окружающий его	1	1
1363	и во	6	1
1364	принадлежит к	1	1
1365	в самую	1	1
1366	значение имеет	2	1
1367	произведения и	1	1
1368	но именно	4	1
1369	самого в	1	1
1370	человека из	2	1
1371	прямое и	1	1
1372	в определенном	1	1
1373	только здесь	1	1
1374	человечества и	1	1
1375	и глубоким	1	1
1376	нам его	1	1
1377	я которое	1	1
1378	на этот	1	1
1379	здесь и	7	1
1380	носит в	1	1
1381	в произведениях	2	1
1382	же он	2	1
1383	который и	1	1
1384	нее и	1	1
1385	завершает его	1	1
1386	характерные для	1	1
1387	они воспринимаются	1	1
1388	победа в	1	1
1389	внешнее и	1	1
1390	всего является	1	1
1391	людей не	1	1
1392	я смешной	1	1
1393	высшей степени	1	1
1394	на время	2	1
1395	пристальное внимание	1	1
1396	не знают	2	1
1397	слова так	1	1
1398	записки из	2	1
1399	смерть и	2	1
1400	душу мою	1	1
1401	и прямо	2	1
1402	даже когда	2	1
1403	с известными	2	1
1404	равно и	2	1
1405	судьбы в	1	1
1406	ее носителя	2	1
1407	выходит за	1	1
1408	ничем не	3	1
1409	о помощи	1	1
1410	нет ни	2	1
1411	хоть и	1	1
1412	того как	4	1
1413	нас не	1	1
1414	в последней	1	1
1415	по своим	2	1
1416	всякий человек	1	1
1417	он называл	1	1
1418	которых он	1	1
1419	они входят	1	1
1420	на службу	2	1
1421	ни на	1	1
1422	в вечности	1	1
1423	всегда видел	1	1
1424	романе достоевского	2	1
1425	может показаться	1	1
1426	все это	11	1
1427	указание на	1	1
1428	целостности она	1	1
1429	и странным	1	1
1430	другого но	1	1
1431	из форм	1	1
1432	к месту	1	1
1433	с философским	1	1
1434	с разными	1	1
1435	слова не	2	1
1436	жизни людей	1	1
1437	т.п наконец	1	1
1438	людей что	1	1
1439	в таких	1	1
1440	века до	2	1
1441	затем и	1	1
1442	что ни	1	1
1443	от друга	2	1
1444	пределах одной	1	1
1445	или в	7	1
1446	и единственного	1	1
1447	начала в	2	1
1448	который как	1	1
1449	но эта	2	1
1450	время здесь	1	1
1451	же по	1	1
1452	это еще	2	1
1453	жизни слова	4	1
1454	в эпоху	12	1
1455	прозы которая	1	1
1456	и сложнее	1	1
1457	вообще не	1	1
1458	в литературу	5	1
1459	сама по	2	1
1460	стихи и	1	1
1461	положение в	2	1
1462	сознания перед	1	1
1463	научной художественной	1	1
1464	фольклора и	1	1
1465	не подлежит	1	1
1466	поведения и	1	1
1467	я бы	1	1
1468	других в	2	1
1469	или даже	1	1
1470	а их	1	1
1471	этого романа	3	1
1472	иной раз	1	1
1473	еще некоторых	1	1
1474	перейти к	2	1
1475	на все	4	1
1476	не столь	1	1
1477	писать стихи	1	1
1478	и со	1	1
1479	один и	1	1
1480	по его	1	1
1481	мы находим	8	1
1482	нисколько не	1	1
1483	эти стороны	1	1
1484	в условиях	7	1
1485	войти в	3	1
1486	это было	3	1
1487	свою внутреннюю	1	1
1488	с другом	6	1
1489	его же	1	1
1490	или менее	3	1
1491	в одной	4	1
1492	не все	1	1
1493	и внутренней	2	1
1494	прямо на	2	1
1495	идеи или	1	1
1496	этих двух	5	1
1497	человека к	3	1
1498	к одному	2	1
1499	века так	1	1
1500	которая как	1	1
1501	принципиальное значение	1	1
1502	слова как	1	1
1503	этого он	1	1
1504	своего сознания	1	1
1505	когда по	1	1
1506	истина и	1	1
1507	и снова	1	1
1508	быть наиболее	1	1
1509	часто встречается	1	1
1510	и народа	1	1
1511	же от	1	1
1512	жизни я	1	1
1513	просто как	1	1
1514	утверждение о	1	1
1515	как художника	1	1
1516	тебе в	1	1
1517	в самых	2	1
1518	предметом нашего	1	1
1519	т.п и	1	1
1520	строится как	1	1
1521	божество и	1	1
1522	к материалу	1	1
1523	позволяет говорить	1	1
1524	с категорией	1	1
1525	нельзя не	1	1
1526	вся жизнь	4	1
1527	у того	1	1
1528	быть и	2	1
1529	романа это	1	1
1530	до пределов	1	1
1531	в последующем	2	1
1532	и их	6	1
1533	своих замкнутых	1	1
1534	вопреки своему	1	1
1535	что образ	1	1
1536	быть ни	2	1
1537	оказывается что	1	1
1538	конечно в	2	1
1539	но дело	1	1
1540	и времени	2	1
1541	пространство в	1	1
1542	определяется в	1	1
1543	лишь как	1	1
1544	человека с	3	1
1545	ведь если	2	1
1546	на всю	1	1
1547	как то	1	1
1548	он обладал	1	1
1549	почти никогда	1	1
1550	и всех	1	1
1551	отступника и	1	1
1552	пространства и	1	1
1553	знает и	1	1
1554	как утешение	1	1
1555	с различными	2	1
1556	к ней	3	1
1557	по всей	1	1
1558	на уровне	1	1
1559	достоевского с	4	1
1560	в литературном	1	1
1561	в плане	3	1
1562	к произведениям	1	1
1563	действительности не	1	1
1564	уж не	1	1
1565	своим художественным	1	1
1566	великий мастер	1	1
1567	дух в	1	1
1568	к чужому	1	1
1569	своим образцом	1	1
1570	в высшей	1	1
1571	ее возникновения	1	1
1572	с глубокой	1	1
1573	что данная	1	1
1574	до ее	2	1
1575	для своих	2	1
1576	суда и	1	1
1577	в период	1	1
1578	передо мною	1	1
1579	и тому	2	1
1580	даже к	2	1
1581	жизни их	1	1
1582	языка если	1	1
1583	эти два	3	1
1584	конце концов	1	1
1585	остались в	1	1
1586	он с	1	1
1587	не писал	1	1
1588	иное как	1	1
1589	меня и	1	1
1590	событие это	1	1
