N	2gram	Ircho_Kome	Marksizm
1307	приближаться к	1	1
1308	почти до	1	1
1309	он беден	1	1
1310	введенные в	1	1
1311	при таком	1	1
1312	этого человека	1	1
1313	на фоне	2	1
1314	являющаяся одним	1	1
1315	по своему	3	1
1316	и со	2	1
1317	и я	3	1
1318	все равно	3	1
1319	ней нет	1	1
1320	нисколько не	3	1
1321	высказывание из	1	1
1322	что впрочем	1	1
1323	не стал	2	1
1324	в каждой	2	1
1325	бы этот	1	1
1326	не жалел	1	1
1327	что тот	2	1
1328	и представляют	1	1
1329	чем раньше	1	1
1330	особенно в	1	1
1331	ему не	4	1
1332	чтобы сделать	1	1
1333	существовало не	1	1
1334	впечатление от	1	1
1335	стоит и	1	1
1336	аудитории и	1	1
1337	не говоря	2	1
1338	этого он	1	1
1339	реагирует на	1	1
1340	друг за	2	1
1341	и мысли	3	1
1342	и снова	2	1
1343	в третье	1	1
1344	только к	1	1
1345	план в	1	1
1346	он говорит	3	1
1347	возможны и	1	1
1348	каждом из	2	1
1349	мы же	1	1
1350	избавиться от	3	1
1351	всю свою	2	1
1352	как сам	2	1
1353	не выдерживает	1	1
1354	фактов в	1	1
1355	эта оценка	1	1
1356	с ситуацией	1	1
1357	ни один	1	1
1358	а из	1	1
1359	тому как	1	1
1360	и философией	1	1
1361	присущую ему	1	1
1362	его речь	1	1
1363	бы ничего	1	1
1364	на слова	1	1
1365	и может	2	1
1366	то ее	2	1
1367	пор не	3	1
1368	самое что	1	1
1369	случаях когда	1	1
1370	всё это	1	1
1371	убеждение в	1	1
1372	или его	2	1
1373	близкими и	1	1
1374	ведь из	1	1
1375	можно найти	1	1
1376	в восприятии	1	1
1377	к которой	1	1
1378	и способы	1	1
1379	человека и	2	1
1380	у нее	2	1
1381	как то	1	1
1382	с человеком	1	1
1383	создает в	1	1
1384	за ними	1	1
1385	же на	1	1
1386	им за	1	1
1387	отношение к	7	1
1388	к ней	9	1
1389	самой своей	1	1
1390	для обозначения	2	1
1391	доля правды	1	1
1392	пути к	2	1
1393	они принадлежат	1	1
1394	относятся прежде	1	1
1395	в театре	2	1
1396	надежде и	1	1
1397	сказать в	1	1
1398	того времени	1	1
1399	дело в	1	1
1400	эту мысль	1	1
1401	способным к	1	1
1402	становится объектом	1	1
1403	далека от	1	1
1404	попавшего в	1	1
1405	как будто	3	1
1406	каком направлении	1	1
1407	только после	3	1
1408	ситуации получают	1	1
1409	является ли	3	1
1410	в новой	2	1
1411	ведь и	1	1
1412	не сам	2	1
1413	лучшем случае	1	1
1414	ни был	2	1
1415	для этого	3	1
1416	именно это	1	1
1417	и совершенно	1	1
1418	еще тем	1	1
1419	эпохи и	1	1
1420	он с	2	1
1421	в лице	1	1
1422	не можем	1	1
1423	в чисто	1	1
