N	2gram	Tiupa_Lite	Problemy
1305	каждый человек	1	1
1306	и каждый	2	1
1307	что есть	2	1
1308	когда они	1	1
1309	и ты	4	1
1310	видения жизни	1	1
1311	самом во	1	1
1312	в зеркале	1	1
1313	и развитием	1	1
1314	я никого	1	1
1315	другой не	1	1
1316	видение мира	1	1
1317	пушкиным в	1	1
1318	одной стороны	8	1
1319	собой а	1	1
1320	человека или	1	1
1321	время он	1	1
1322	груди а	1	1
1323	совсем новое	1	1
1324	художественной манеры	1	1
1325	письмо как	1	1
1326	это совершенно	1	1
1327	приходится признать	1	1
1328	границу между	1	1
1329	показывает нам	1	1
1330	определяется в	1	1
1331	бы я	2	1
1332	каждого из	2	1
1333	действительной жизни	1	1
1334	эту тему	1	1
1335	принципиальная особенность	1	1
1336	пути по	1	1
1337	ведет к	5	1
1338	на жизнь	1	1
1339	не делает	1	1
1340	судьбу свою	1	1
1341	как теперь	2	1
1342	нет а	1	1
1343	культуры нового	3	1
1344	в кругу	1	1
1345	в частности	18	1
1346	в последующих	1	1
1347	и увидит	1	1
1348	каждому из	1	1
1349	однако с	2	1
1350	в столь	3	1
1351	является здесь	1	1
1352	приближается к	1	1
1353	нам лишь	1	1
1354	это прямые	1	1
1355	не мыслит	1	1
1356	если в	2	1
1357	не поглощает	1	1
1358	третьем лице	2	1
1359	чужого я	2	1
1360	из таких	2	1
1361	оно было	1	1
1362	образа и	1	1
1363	и менее	1	1
1364	дороги и	1	1
1365	говорит и	1	1
1366	и другим	1	1
1367	отражением в	1	1
1368	со второй	1	1
1369	князя андрея	1	1
1370	он на	2	1
1371	самой жизни	1	1
1372	плана в	1	1
1373	этот не	1	1
1374	я вследствие	1	1
1375	из существеннейших	1	1
1376	их как	1	1
1377	его мир	1	1
1378	единым и	1	1
1379	его собственный	1	1
1380	другого что	1	1
1381	и вновь	2	1
1382	за это	1	1
1383	этого чужого	1	1
1384	себя этим	1	1
1385	этом как	3	1
1386	этой позиции	1	1
1387	и сделать	1	1
1388	его собственными	1	1
1389	должен был	1	1
1390	слово я	1	1
1391	так или	8	1
1392	ориентировано на	1	1
1393	оказывается в	1	1
1394	своего романа	1	1
1395	его собственная	1	1
1396	является одним	1	1
1397	сознание от	1	1
1398	и аналогичных	1	1
1399	не размыкает	1	1
1400	себя с	1	1
1401	мышления о	1	1
1402	становясь на	1	1
1403	роман о	1	1
1404	во множестве	1	1
1405	можно назвать	1	1
1406	все на	1	1
1407	и соответственно	1	1
1408	в творческом	2	1
1409	произведение в	2	1
1410	сознания при	1	1
1411	не приводит	1	1
1412	быть назван	1	1
1413	общего дела	4	1
1414	роли в	1	1
1415	своего предмета	1	1
1416	со стороны	6	1
1417	в известном	1	1
1418	своих границах	1	1
1419	в каком	1	1
1420	это теперь	1	1
1421	для читателя	2	1
1422	ничего общего	2	1
1423	о ты	1	1
1424	то здесь	1	1
1425	слова к	1	1
1426	первого и	1	1
1427	новые идеи	1	1
1428	его я	2	1
1429	нет ничего	2	1
1430	предметом рефлексии	1	1
1431	спрашивает он	1	1
1432	для друга	2	1
1433	прибегал к	1	1
1434	столь характерный	1	1
1435	вот почему	1	1
1436	другому а	1	1
1437	перейти в	1	1
1438	несколько иной	1	1
1439	каждый жест	1	1
1440	становится одним	1	1
1441	о явлениях	1	1
1442	в слово	1	1
1443	не любил	2	1
1444	я ее	1	1
1445	таковы что	1	1
1446	относится к	3	1
1447	на основе	2	1
1448	во мне	2	1
1449	путь которым	1	1
1450	художественных произведений	1	1
1451	их жизнь	1	1
1452	опять к	1	1
1453	остается только	1	1
1454	для нее	2	1
1455	в итоге	2	1
1456	занимает в	1	1
1457	эта мысль	2	1
1458	да в	2	1
1459	свои записки	1	1
1460	в романном	1	1
1461	от других	2	1
1462	с автором	1	1
1463	а те	1	1
1464	объективном мире	1	1
1465	более и	1	1
1466	и иных	2	1
1467	он их	1	1
1468	xix столетия	3	1
1469	или путь	2	1
1470	в форму	2	1
1471	с поразительным	1	1
1472	тогда как	20	1
1473	перед глазами	1	1
1474	никакой тайны	1	1
1475	потому и	1	1
1476	своей индивидуальной	1	1
1477	этой страшной	1	1
1478	между людьми	1	1
1479	на две	1	1
1480	впервые в	2	1
1481	событий в	1	1
1482	и многих	1	1
1483	мира где	1	1
1484	корнями в	1	1
1485	я я	2	1
1486	только при	1	1
1487	говорил что	1	1
1488	только здесь	1	1
1489	показал как	1	1
1490	нам его	1	1
1491	я которое	1	1
1492	пути своего	1	1
1493	разве я	1	1
1494	совершенно без	1	1
1495	или иными	1	1
1496	к прошлому	1	1
1497	взаимодействия с	1	1
1498	я всем	1	1
1499	ирония не	1	1
1500	этот последний	1	1
1501	не стоит	1	1
1502	будь то	2	1
1503	чистой функции	1	1
1504	воспитания и	1	1
1505	к предмету	1	1
1506	как тут	1	1
1507	его открытой	1	1
1508	романтическая ирония	1	1
1509	высшего порядка	1	1
1510	собственная а	1	1
1511	я то	1	1
1512	более глубокий	1	1
1513	индивидуальности и	1	1
1514	на всей	1	1
1515	будучи одним	1	1
1516	я чем	1	1
1517	что ему	4	1
1518	даже когда	1	1
1519	с известными	1	1
1520	ему в	2	1
1521	о его	1	1
1522	его позднем	1	1
1523	из новых	1	1
1524	и было	1	1
1525	в единственном	2	1
1526	в последней	1	1
1527	в первый	2	1
1528	том числе	2	1
1529	от жизни	2	1
1530	он становится	2	1
1531	мы имеем	2	1
1532	жизни здесь	1	1
1533	или с	1	1
1534	ничего кроме	2	1
1535	бы на	2	1
1536	к субъективному	1	1
1537	и решения	1	1
1538	участия в	1	1
1539	сознания это	1	1
1540	мне это	1	1
1541	произведения или	1	1
1542	них дает	1	1
1543	сознания по	1	1
1544	в полном	1	1
1545	указание на	1	1
1546	из своих	2	1
1547	имел в	2	1
1548	его действительности	1	1
1549	это именно	1	1
1550	этого пути	1	1
1551	превратиться в	1	1
1552	над героем	1	1
1553	чужим сознанием	1	1
1554	мы находим	1	1
1555	прошлому и	1	1
1556	говорил он	1	1
1557	что ни	1	1
1558	силу и	1	1
1559	больше в	1	1
1560	пределах одной	1	1
1561	просто как	1	1
1562	и более	1	1
1563	или иначе	9	1
1564	что будет	1	1
1565	несет в	2	1
1566	полноправного субъекта	1	1
1567	всей вселенной	1	1
1568	сознания его	1	1
1569	своим образцом	1	1
1570	реакция на	2	1
1571	это еще	1	1
1572	о каком	1	1
1573	глубоко в	1	1
1574	единство так	1	1
1575	единой и	1	1
1576	в ту	1	1
1577	слова все	1	1
1578	здесь даже	2	1
1579	и сложнее	1	1
1580	сознаний все	1	1
1581	является по	2	1
1582	тем путем	1	1
1583	лежит на	1	1
1584	говорят о	1	1
1585	с сыном	2	1
1586	ведь человек	1	1
1587	перед собой	1	1
1588	перейти к	1	1
1589	ли не	7	1
1590	в соединении	1	1
1591	нет у	1	1
1592	со своей	3	1
1593	в новом	1	1
1594	идеи и	1	1
1595	классическим образцом	1	1
1596	вследствие чего	1	1
1597	путь к	2	1
1598	мысль его	1	1
1599	ему как	1	1
1600	тем более	2	1
1601	руки и	1	1
1602	бы это	1	1
1603	еще одной	1	1
1604	людей в	1	1
1605	или ином	1	1
1606	чужой воли	1	1
1607	а на	1	1
1608	ко мне	1	1
1609	в банке	1	1
1610	критиков и	1	1
1611	принципиальное значение	1	1
1612	они все	1	1
1613	ко всему	4	1
1614	полной мере	1	1
1615	это конечно	1	1
1616	за то	2	1
1617	в полной	1	1
1618	ним с	1	1
1619	мышления и	3	1
1620	выше и	2	1
1621	оно в	1	1
1622	пред вами	1	1
1623	которая может	1	1
1624	на один	2	1
1625	воспринимающих произведения	1	1
1626	есть борьба	1	1
1627	он нам	1	1
1628	как уже	3	1
1629	в сознание	3	1
1630	а от	1	1
1631	как может	1	1
1632	с полным	1	1
1633	в новый	1	1
1634	обстоит дело	1	1
1635	его речь	1	1
1636	в отношениях	1	1
1637	десять лет	1	1
1638	впервые становится	2	1
1639	я только	1	1
1640	в искусстве	4	1
1641	не оставляет	3	1
1642	в эпилоге	1	1
1643	толстой например	2	1
1644	люди с	1	1
1645	тех же	3	1
1646	отказ от	7	1
1647	я тот	1	1
1648	от земли	1	1
1649	оказывается что	1	1
1650	у кого	2	1
1651	я иду	1	1
1652	но дело	1	1
1653	в это	1	1
1654	поэтому для	2	1
1655	при всем	4	1
1656	и всякая	1	1
1657	с первого	1	1
1658	это его	1	1
1659	и самой	1	1
1660	начала в	1	1
1661	еще на	1	1
1662	над собою	1	1
1663	каковы бы	1	1
1664	рассказа о	1	1
1665	на это	2	1
1666	и позволяет	1	1
1667	в колею	1	1
1668	не показывает	1	1
1669	в литературном	1	1
1670	к изучению	1	1
1671	реальность в	1	1
1672	отражена в	1	1
1673	нас самих	2	1
1674	дня и	1	1
1675	может показаться	1	1
1676	это творчество	1	1
1677	выразить себя	1	1
1678	по этому	2	1
1679	далека от	1	1
1680	отождествляется с	1	1
1681	вся художественная	1	1
1682	исканий и	1	1
1683	суда и	1	1
1684	как слова	1	1
1685	об этой	1	1
1686	в области	5	1
1687	тех или	2	1
1688	теории искусства	1	1
1689	языка если	1	1
1690	в бытии	1	1
1691	и новые	1	1
1692	душевной жизни	1	1
1693	на своих	1	1
1694	в глубине	1	1
1695	же успехом	1	1
1696	как совокупность	3	1
1697	сделать их	1	1
1698	другого сознания	4	1
1699	художественное творчество	2	1
1700	не надо	2	1
1701	придет и	1	1
1702	есть не	2	1
1703	воля но	1	1
1704	совершается в	1	1
1705	здесь этот	1	1
1706	есть своего	1	1
