N	2gram	Nazirov_Tv	Problemy
1297	мире не	1	1
1298	к другой	1	1
1299	первым и	1	1
1300	не могли	2	1
1301	можно не	2	1
1302	в действительности	1	1
1303	таков его	1	1
1304	не про	1	1
1305	этой почве	1	1
1306	следовало бы	2	1
1307	исповеди ипполита	1	1
1308	поэтики достоевского	4	1
1309	и повести	1	1
1310	среды в	1	1
1311	его героиней	1	1
1312	не боится	1	1
1313	достоевского осуществляется	1	1
1314	достоевского особая	1	1
1315	движение динамика	1	1
1316	но кто	2	1
1317	о которых	1	1
1318	собой как	1	1
1319	не должен	1	1
1320	и место	1	1
1321	любят и	1	1
1322	же порядка	1	1
1323	способ преодолеть	1	1
1324	из достоевского	1	1
1325	мышкиным и	1	1
1326	времени в	13	1
1327	действительности он	1	1
1328	теперь перед	1	1
1329	позиции автора	1	1
1330	сознания в	1	1
1331	поэтому мы	1	1
1332	их объективного	1	1
1333	особое место	3	1
1334	одновременно он	1	1
1335	мы все	1	1
1336	полном реализме	1	1
1337	других романах	2	1
1338	как вчера	1	1
1339	точно так	3	1
1340	приходит к	4	1
1341	этой повести	1	1
1342	предисловии к	1	1
1343	сон о	3	1
1344	говорит что	2	1
1345	свободой и	1	1
1346	это означало	3	1
1347	почти совершенно	1	1
1348	можно допустить	1	1
1349	бы меня	1	1
1350	на практике	1	1
1351	я буду	2	1
1352	представляет в	1	1
1353	любви к	2	1
1354	и рогожина	1	1
1355	самим героем	1	1
1356	из-под венца	1	1
1357	автора с	1	1
1358	романе не	1	1
1359	всегда и	1	1
1360	психологии героев	1	1
1361	его собственной	1	1
1362	романе а	1	1
1363	к ним	1	1
1364	вообще и	1	1
1365	бога и	3	1
1366	о тех	1	1
1367	будничной действительности	1	1
1368	у себя	1	1
1369	это тоже	1	1
1370	еще нет	1	1
1371	жизни как	1	1
1372	друг для	1	1
1373	для всей	1	1
1374	в непосредственно	1	1
1375	князю мышкину	1	1
1376	но принцип	1	1
1377	а сам	1	1
1378	достоевского все	1	1
1379	гораздо существеннее	1	1
1380	в основу	1	1
1381	позиция достоевского	1	1
1382	построении образов	1	1
1383	достоевским в	6	1
1384	убил не	1	1
1385	под названием	1	1
1386	главных героев	2	1
1387	нового материала	1	1
1388	чего он	1	1
1389	с величайшим	1	1
1390	исходит из	1	1
1391	не одно	1	1
1392	не поймет	1	1
1393	сложными и	1	1
1394	не торжество	1	1
1395	скажу что	1	1
1396	который в	4	1
1397	поступков и	2	1
1398	всех людей	1	1
1399	это прежде	3	1
1400	лермонтова и	1	1
1401	в строго	1	1
1402	вновь начать	1	1
1403	по поводу	1	1
1404	времени а	2	1
1405	этот образ	1	1
1406	готов и	1	1
1407	тут же	1	1
1408	эта тенденция	1	1
1409	в пользу	2	1
1410	с собственной	1	1
1411	реализм достоевского	4	1
1412	уже по	1	1
1413	о великом	3	1
1414	появляется герой	1	1
1415	извне как	1	1
1416	не просто	1	1
1417	с введением	1	1
1418	не утверждая	1	1
1419	до них	1	1
1420	едва ли	2	1
1421	жизни с	2	1
1422	и жили	1	1
1423	свое собственное	1	1
1424	смешного человека	3	1
1425	и раскольникова	1	1
1426	самосознания героя	2	1
1427	этом плане	1	1
1428	быстро что	1	1
1429	героя от	1	1
1430	него все	1	1
1431	князь мышкин	9	1
1432	не зная	1	1
1433	ее и	2	1
1434	за свой	1	1
1435	своими героями	1	1
1436	образа с	1	1
1437	своей исповеди	1	1
1438	душу героя	1	1
1439	а наоборот	1	1
1440	акакия акакиевича	1	1
1441	еще раньше	1	1
1442	в петербурге	5	1
1443	к человеку	3	1
1444	и всей	1	1
1445	с трагедией	1	1
1446	достоевский однако	1	1
1447	такого рода	1	1
1448	не лежит	1	1
1449	достоевский мыслил	1	1
1450	внимание на	1	1
1451	какой-то другой	1	1
1452	тургенев в	1	1
1453	что уже	1	1
1454	того мы	1	1
1455	на столе	1	1
1456	и страстный	1	1
1457	что сама	1	1
1458	другое и	1	1
1459	воле в	1	1
1460	проявилась в	1	1
1461	к творчеству	1	1
1462	и недвусмысленно	1	1
1463	проявляется в	1	1
1464	достоевский мог	2	1
1465	элементов и	1	1
1466	в живых	1	1
1467	свидригайлов и	1	1
1468	второй план	1	1
1469	восприятие в	1	1
1470	он предпочитает	1	1
1471	на этих	2	1
1472	лиц в	1	1
1473	с народом	2	1
1474	катастрофическая быстрота	1	1
1475	по мнению	4	1
1476	раскольникова когда	1	1
1477	и оценку	1	1
1478	это объясняется	2	1
1479	после этого	1	1
1480	он стремился	2	1
1481	нелепо и	1	1
1482	и за	1	1
1483	и через	4	1
1484	быстрота единственный	1	1
1485	верит в	2	1
1486	он отлично	1	1
1487	записки из	8	1
1488	отказывается от	2	1
1489	бы заранее	2	1
1490	идее и	1	1
1491	не от	1	1
1492	обычно служит	1	1
1493	часть записок	1	1
1494	которой достоевский	1	1
1495	весь мир	1	1
1496	в одиночку	1	1
1497	сквозь землю	1	1
1498	проповедывать новые	1	1
1499	достоевского каждое	1	1
1500	содержания как	1	1
1501	вокруг себя	2	1
1502	тех кого	1	1
1503	и притом	2	1
1504	видит в	1	1
1505	мировоззрения и	2	1
1506	таких вопросов	1	1
1507	в мысли	2	1
1508	первая часть	4	1
1509	сказать чего	1	1
1510	о героях	1	1
1511	о возможности	1	1
1512	энгельгардт это	1	1
1513	эпизоде с	1	1
1514	активности в	1	1
1515	время во	1	1
1516	знал и	1	1
1517	лицо его	2	1
1518	не говорит	1	1
1519	о золотом	1	1
1520	выпадает из	1	1
1521	этот народ	1	1
1522	и сел	1	1
1523	это мы	1	1
1524	наконец не	1	1
1525	жизни очень	1	1
1526	противоречит тому	1	1
1527	все плачут	1	1
1528	полным правом	1	1
1529	голодный проповедывать	1	1
1530	рассказ является	1	1
1531	проповедь о	1	1
1532	легенда о	4	1
1533	прямо не	1	1
1534	xviii века	2	1
1535	и всю	1	1
1536	с водой	1	1
1537	да я	2	1
1538	господствует над	1	1
1539	в среде	1	1
1540	человека она	1	1
1541	суда в	1	1
1542	догадки о	1	1
1543	была не	1	1
1544	глубиной и	1	1
1545	учение о	1	1
1546	в связи	2	1
1547	ясно что	1	1
1548	настоящим и	1	1
1549	бедных людей	1	1
1550	и героини	1	1
1551	явно преобладает	1	1
1552	совпадающее с	1	1
1553	из главных	2	1
1554	после появления	1	1
1555	развивается и	1	1
1556	характером ни	1	1
1557	карамазову в	1	1
1558	что никто	1	1
1559	нет нужды	1	1
1560	он пожалуй	1	1
1561	и герои	1	1
1562	он вовсе	1	1
1563	заранее обессилена	1	1
1564	и жизнь	1	1
1565	или ивана	1	1
1566	этой концепции	2	1
1567	в двух	2	1
1568	карамазова в	1	1
1569	единственный способ	1	1
1570	только еще	1	1
1571	к мысли	1	1
1572	рассказа не	1	1
1573	а только	1	1
1574	великого грешника	1	1
1575	преодоление его	1	1
1576	принципом одновременности	1	1
1577	могло бы	1	1
1578	чтобы его	1	1
1579	вмешивается в	1	1
1580	удалось в	1	1
1581	черт его	1	1
1582	достоевского то	1	1
1583	вопрос об	1	1
1584	на достоевского	2	1
1585	пьян но	1	1
1586	в русской	5	1
1587	верно отражает	1	1
1588	всей их	1	1
1589	от их	1	1
1590	рождается в	1	1
1591	но можно	1	1
1592	в виноградов	1	1
1593	апеллирует к	1	1
1594	т vi	1	1
1595	вошел в	1	1
1596	она это	1	1
1597	все определения	1	1
1598	него есть	2	1
1599	вопрос но	1	1
1600	сознания а	1	1
1601	под аустерлицем	1	1
1602	который является	2	1
1603	от героев	1	1
1604	достоевский достигает	1	1
1605	ибо быстрота	1	1
1606	я тебе	1	1
1607	с матерью	1	1
1608	дана в	1	1
1609	в философии	2	1
1610	его индивидуальность	1	1
1611	сцену в	1	1
1612	взаимоотношения в	1	1
1613	достоевского до	1	1
1614	я может	1	1
1615	был так	1	1
1616	исключительное значение	1	1
1617	в работе	1	1
1618	так быстро	1	1
1619	личности и	2	1
1620	художественными средствами	1	1
1621	как одновременные	1	1
1622	самому себе	1	1
1623	более всего	2	1
1624	прошлого и	2	1
1625	знаю это	1	1
1626	в случае	1	1
1627	является его	1	1
1628	и приносит	1	1
1629	действующих лиц	1	1
1630	и тем	2	1
1631	идет в	1	1
1632	форме романа	1	1
1633	так строится	1	1
1634	как это	2	1
1635	не будет	2	1
1636	само сюжетное	1	1
1637	но достоевский	2	1
1638	в идеологическом	1	1
1639	нужно сказать	1	1
1640	его художественной	1	1
1641	хотя в	1	1
1642	укладывается ни	1	1
1643	присущий ему	1	1
1644	время стоит	1	1
1645	других людей	2	1
1646	чертами в	1	1
1647	в героях	1	1
1648	которые сами	1	1
1649	и угадать	1	1
1650	его ибо	1	1
1651	идеологические построения	1	1
1652	важно лишь	1	1
1653	сознания героя	1	1
1654	в нее	1	1
1655	героев с	1	1
1656	что бы	1	1
1657	быстрота действия	1	1
1658	литературы и	1	1
1659	совершенно справедливо	1	1
1660	видения мира	1	1
1661	на свое	1	1
1662	меняется и	1	1
1663	он еще	2	1
1664	и несколько	1	1
1665	и оскорбленных	5	1
1666	центр тяжести	1	1
1667	и стремление	1	1
1668	поэтому здесь	1	1
1669	с людьми	1	1
1670	и далеко	1	1
1671	известном смысле	2	1
1672	слова из	2	1
1673	главным образом	1	1
1674	два года	1	1
1675	то исключительно	1	1
1676	каждый человек	1	1
1677	условия для	1	1
1678	ставрогина или	1	1
1679	подполья в	2	1
1680	позиция героя	1	1
1681	в доме	1	1
1682	всех сторон	1	1
1683	шинели он	1	1
1684	так уж	1	1
1685	даже если	2	1
1686	он считал	1	1
1687	художественные эффекты	1	1
1688	особое внимание	1	1
1689	деле это	1	1
1690	если они	1	1
1691	одной стороны	1	1
1692	человека или	1	1
1693	тогда за	1	1
1694	а преодоление	1	1
1695	время он	2	1
1696	его заветные	1	1
1697	настасьей филипповной	1	1
1698	широте и	1	1
1699	мне показалось	1	1
1700	или иного	1	1
1701	я делаю	1	1
1702	героиней была	1	1
1703	до начала	1	1
1704	его смерти	1	1
1705	случае это	1	1
1706	в сюжете	2	1
1707	уходит в	1	1
1708	каждого из	1	1
1709	гроссмана достоевский	1	1
1710	действительной жизни	4	1
1711	сам иван	1	1
1712	достоевского от	2	1
1713	до его	1	1
1714	сливаются в	1	1
1715	иду босой	1	1
1716	самого в	1	1
1717	эту тему	1	1
1718	пришел к	2	1
1719	его самоутверждение	1	1
1720	и самый	1	1
1721	достоевский во	1	1
1722	всем протяжении	1	1
1723	и рогожин	1	1
1724	и ту	1	1
1725	события но	1	1
1726	подполья это	1	1
1727	ведет к	3	1
1728	на жизнь	1	1
1729	что герои	2	1
1730	не делает	1	1
1731	и сколько	1	1
1732	например пушкинский	1	1
1733	всего произведения	1	1
1734	в частности	4	1
1735	комментируя его	1	1
1736	как одна	1	1
1737	одним словом	1	1
1738	приближается к	1	1
1739	этой проблемы	2	1
1740	характера а	2	1
1741	мире на	1	1
1742	если в	3	1
1743	на первой	1	1
1744	его из	1	1
1745	мыслил свой	1	1
1746	живет в	3	1
1747	кризис и	1	1
1748	и стиль	1	1
1749	элементы повествования	1	1
1750	оно было	1	1
1751	вот его	1	1
1752	явление но	1	1
1753	действия вихревое	1	1
1754	очень важна	1	1
1755	на род	1	1
1756	сознании героя	1	1
1757	на ивана	1	1
1758	зосиме в	1	1
1759	вечность ибо	1	1
1760	не находим	1	1
1761	со второй	1	1
1762	достоевского приближается	1	1
1763	дела в	1	1
1764	которую ведет	1	1
1765	же катастрофическая	1	1
1766	она дана	1	1
1767	и из	1	1
1768	и наглядно	1	1
1769	глубине души	1	1
1770	его собственным	1	1
1771	деле рассказ	1	1
1772	он на	1	1
1773	в иване	1	1
1774	быть поняты	2	1
1775	утверждает что	1	1
1776	достоевского глава	2	1
1777	сюжет у	1	1
1778	о стиле	2	1
1779	лишь из	1	1
1780	единства времени	1	1
1781	к читателю	1	1
1782	место занимает	1	1
1783	это есть	1	1
1784	было тогда	1	1
1785	ту ночь	1	1
1786	и вновь	1	1
1787	в идиоте	4	1
1788	за это	1	1
1789	только кажущийся	1	1
1790	как идея	1	1
1791	его образ	1	1
1792	менее чем	1	1
1793	за что	1	1
1794	должен был	2	1
1795	ретроградов под	1	1
1796	его духовного	2	1
1797	него помыслить	1	1
1798	к уже	1	1
1799	находим у	1	1
1800	в миру	1	1
1801	и делают	1	1
1802	ни о	1	1
1803	два месяца	1	1
1804	является одним	3	1
1805	героев но	1	1
1806	версилова и	1	1
1807	это положение	1	1
1808	более глубокой	1	1
1809	заключается в	1	1
1810	нам буквально	1	1
1811	и голодный	1	1
1812	не люблю	1	1
1813	себя с	1	1
1814	в нас	1	1
1815	зная о	1	1
1816	динамика и	1	1
1817	встречаются и	1	1
1818	развития в	2	1
1819	черта не	1	1
1820	еще с	2	1
1821	с женой	1	1
1822	на месте	1	1
1823	в идеологической	1	1
1824	роман о	1	1
1825	особенно к	1	1
1826	жизнь это	1	1
1827	это такая	1	1
1828	к которым	1	1
1829	преступлении и	10	1
1830	достоевский как	3	1
1831	христом и	2	1
1832	работы достоевский	1	1
1833	это та	1	1
1834	все одновременно	1	1
1835	человеку как	2	1
1836	душе раскольникова	1	1
1837	в творческом	4	1
1838	и лишена	1	1
1839	мы но	1	1
1840	идет за	1	1
1841	по разным	1	1
1842	достоевский прямо	1	1
1843	быть назван	2	1
1844	достоевского есть	2	1
1845	к героям	2	1
1846	покушением на	1	1
1847	только борется	1	1
1848	ли он	1	1
1849	о котором	2	1
1850	именно поэтому	1	1
1851	героя такова	1	1
1852	быть перенесено	1	1
1853	со стороны	1	1
1854	далек от	1	1
1855	в известном	2	1
1856	очень любят	1	1
1857	эта последняя	1	1
1858	жития великого	1	1
1859	карамазова с	1	1
1860	ничего общего	1	1
1861	достоевского прежде	1	1
1862	сейчас же	1	1
1863	на тех	1	1
1864	которую она	1	1
1865	виноградов в	1	1
1866	чужой идеи	1	1
1867	из области	1	1
1868	новые идеи	1	1
1869	преодолеть время	1	1
1870	который и	1	1
1871	к диалогу	1	1
1872	динамика достоевского	2	1
1873	времени он	3	1
1874	нет ничего	1	1
1875	можно в	1	1
1876	для друга	1	1
1877	все сильнее	1	1
1878	сознанием но	1	1
1879	идей а	2	1
1880	показалось что	1	1
1881	романа то	1	1
1882	этом пункте	1	1
1883	вот почему	3	1
1884	но тот	2	1
1885	достоевского ведь	1	1
1886	и всему	1	1
1887	возможно в	1	1
1888	в прозе	1	1
1889	не умел	2	1
1890	время достоевский	2	1
1891	достоевским так	1	1
1892	своих романах	2	1
1893	хуже для	1	1
1894	конце своей	1	1
1895	гоголя в	2	1
1896	весь человек	1	1
1897	он прямо	1	1
1898	что обычные	1	1
1899	из элементов	1	1
1900	согласен с	1	1
1901	знал бы	1	1
1902	его содержания	1	1
1903	это слияние	1	1
1904	как бытие	1	1
1905	и предосудительного	1	1
1906	его участие	1	1
1907	на основе	1	1
1908	и поэтому	2	1
1909	том как	1	1
1910	и диалектика	2	1
1911	сравнение с	1	1
1912	характер не	1	1
1913	не должны	1	1
1914	и независимо	1	1
1915	героя который	1	1
1916	герое записок	1	1
1917	человека от	1	1
1918	и тогда	2	1
1919	замысла к	1	1
1920	знал чем	1	1
1921	зеркалом и	1	1
1922	он просто	1	1
1923	раскольникова уже	1	1
1924	не чувствуем	1	1
1925	для меня	1	1
1926	эта мысль	3	1
1927	мире значило	1	1
1928	совпадают с	1	1
1929	идея не	1	1
1930	в бесах	8	1
1931	мечты о	1	1
1932	новый оттенок	1	1
1933	грех преступление	1	1
1934	в романном	2	1
1935	в письмах	3	1
1936	человека до	1	1
1937	от других	2	1
1938	он пришел	1	1
1939	него с	1	1
1940	с автором	1	1
1941	эти связи	1	1
1942	у других	1	1
1943	настасью филипповну	1	1
1944	выводом из	1	1
1945	разбиваю ретроградов	1	1
1946	более и	1	1
1947	миру а	1	1
1948	диалоге ставрогина	1	1
1949	это имеет	1	1
1950	тогда как	3	1
1951	следовать в	1	1
1952	его романах	3	1
1953	внешней средой	1	1
1954	потому и	1	1
1955	лишь одна	1	1
1956	имеем в	1	1
1957	записок сумасшедшего	1	1
1958	элемента в	1	1
1959	мир толстого	1	1
1960	между людьми	3	1
1961	его восприятие	1	1
1962	в убийстве	1	1
1963	и превращается	1	1
1964	типичное для	1	1
1965	не совсем	1	1
1966	важно было	1	1
1967	событий в	2	1
1968	и многих	1	1
1969	время был	1	1
1970	бесах в	1	1
1971	принадлежит к	1	1
1972	в самую	1	1
1973	настасье филипповне	4	1
1974	героя только	1	1
1975	проза русского	1	1
1976	говорил что	2	1
1977	романе достоевский	1	1
1978	разве я	1	1
1979	единый мир	1	1
1980	этого монолога	1	1
1981	это является	1	1
1982	внешних условий	1	1
1983	образец такого	1	1
1984	сильное впечатление	1	1
1985	не стоит	1	1
1986	но если	4	1
1987	будь то	1	1
1988	не лучше	1	1
1989	не имел	1	1
1990	это сделать	1	1
1991	к предмету	1	1
1992	является только	1	1
1993	котором оно	1	1
1994	это произведение	1	1
1995	в классической	1	1
1996	в трагедии	1	1
1997	достоевского следовать	1	1
1998	характерные для	1	1
1999	от двойника	1	1
2000	д и	1	1
2001	борьбы двух	1	1
2002	из этой	3	1
2003	изменения в	1	1
2004	невского проспекта	2	1
2005	не выдержал	1	1
2006	что автор	1	1
2007	рассматривать в	3	1
2008	приключений не	1	1
2009	находятся в	1	1
2010	его знает	1	1
2011	этих миров	1	1
2012	или другому	1	1
2013	в более	1	1
2014	и всякий	2	1
2015	что ему	1	1
2016	вернулся к	1	1
2017	его самоопределение	2	1
2018	о его	1	1
2019	сказать в	1	1
2020	конечно этот	1	1
2021	может не	2	1
2022	род человеческий	1	1
2023	достоевского однако	1	1
2024	и было	1	1
2025	героев например	2	1
2026	раскольников в	1	1
2027	реализме найти	1	1
2028	как у	3	1
2029	нас не	1	1
2030	зависит от	4	1
2031	в последней	1	1
2032	в первый	1	1
2033	точно не	1	1
2034	народом в	1	1
2035	человек он	1	1
2036	том числе	1	1
2037	авторской позиции	3	1
2038	трагедии в	2	1
2039	от жизни	2	1
2040	мы имеем	1	1
2041	него была	1	1
2042	образ и	2	1
2043	он начинает	1	1
2044	ничего кроме	1	1
2045	своих романов	1	1
2046	к истории	1	1
2047	преимуществу в	1	1
2048	некоторого времени	1	1
2049	участия в	1	1
2050	в согласии	1	1
2051	человека установка	1	1
2052	влиянием и	1	1
2053	в вечности	2	1
2054	этом он	2	1
2055	он действует	1	1
2056	которого я	1	1
2057	бы христос	1	1
2058	рассказе и	1	1
2059	и оправдывает	1	1
2060	и точно	1	1
2061	в полном	1	1
2062	то мы	1	1
2063	из своих	1	1
2064	имел в	1	1
2065	над героем	2	1
2066	таком случае	2	1
2067	эта функция	1	1
2068	первом плане	2	1
2069	достоевского у	1	1
2070	мы находим	2	1
2071	действительности или	1	1
2072	в ином	1	1
2073	с генералом	1	1
2074	значило для	1	1
2075	в таких	2	1
2076	и некоторых	1	1
2077	соня мармеладова	1	1
2078	соответственно этому	1	1
2079	более глубокая	1	1
2080	а о	1	1
2081	и более	2	1
2082	и берет	1	1
2083	то к	1	1
2084	убеждении в	2	1
2085	униженных и	5	1
2086	это еще	2	1
2087	и диалога	1	1
2088	достоевского более	1	1
2089	в ту	4	1
2090	великом инквизиторе	3	1
2091	и другое	1	1
2092	ее внутренним	1	1
2093	ним она	1	1
2094	очень много	1	1
2095	власть в	1	1
2096	участие в	1	1
2097	нас к	1	1
2098	нее он	1	1
2099	смотрел с	1	1
2100	лежит на	1	1
2101	говорят о	1	1
2102	самом как	1	1
2103	человеком в	1	1
2104	от почвы	1	1
2105	стремление к	2	1
2106	неожиданно для	1	1
2107	ли не	3	1
2108	на все	1	1
2109	без этого	1	1
2110	этого вопроса	2	1
2111	прикован к	1	1
2112	одновременные и	1	1
2113	со своей	1	1
2114	сразу же	1	1
2115	в сюжет	1	1
2116	своего пути	1	1
2117	первой части	7	1
2118	и целуют	1	1
2119	идеи и	2	1
2120	его обступили	1	1
2121	котором все	1	1
2122	стороны достоевский	1	1
2123	путь к	1	1
2124	бы этот	1	1
2125	человеком и	1	1
2126	акакий акакиевич	1	1
2127	говорит об	2	1
2128	ему как	1	1
2129	на трех	1	1
2130	тем более	1	1
2131	появляется новый	1	1
2132	мне тогда	1	1
2133	руки и	1	1
2134	людей в	2	1
2135	достоевского динамика	1	1
2136	как формы	1	1
2137	как средство	1	1
2138	раннем творчестве	1	1
2139	а на	1	1
2140	человека к	2	1
2141	чем же	1	1
2142	без всякой	1	1
2143	принципу единства	1	1
2144	угадать их	1	1
2145	и ивана	1	1
2146	же деле	1	1
2147	своего индивидуального	1	1
2148	ко всему	1	1
2149	на всем	1	1
2150	такого изображения	1	1
2151	за то	2	1
2152	автора не	1	1
2153	в полной	1	1
2154	к их	1	1
2155	мышления и	2	1
2156	возвращается к	1	1
2157	каких бы	2	1
2158	такие же	1	1
2159	пред вами	1	1
2160	искал в	1	1
2161	каждом из	1	1
2162	с первым	1	1
2163	не поняв	1	1
2164	раскольникова и	1	1
2165	так называемой	1	1
2166	дома на	1	1
2167	босой и	1	1
2168	видит и	1	1
2169	его не	1	1
2170	однако уже	1	1
2171	как уже	2	1
2172	достоевский и	4	1
2173	мышкин и	1	1
2174	а от	1	1
2175	с полным	1	1
2176	нельзя не	1	1
2177	плачут и	1	1
2178	с поэтическим	1	1
2179	в новый	1	1
2180	достоевского со	1	1
2181	за три	1	1
2182	я только	1	1
2183	в искусстве	3	1
2184	своей книге	1	1
2185	к воплощению	1	1
2186	в несколько	1	1
2187	сюжета который	1	1
2188	в эпилоге	4	1
2189	в характере	1	1
2190	не существовало	1	1
2191	тема в	1	1
2192	любил и	1	1
2193	всего его	1	1
2194	отказ от	1	1
2195	не видим	1	1
2196	каждый раз	1	1
2197	заключает в	1	1
2198	у кого	1	1
2199	я иду	1	1
2200	и фактически	1	1
2201	в зеркало	2	1
2202	романа мы	1	1
2203	и разбиваю	1	1
2204	людях и	1	1
2205	свобода и	1	1
2206	этого образа	1	1
2207	с установкой	1	1
2208	драматическому принципу	1	1
2209	идей в	7	1
2210	из своей	1	1
2211	лишена завершающего	1	1
2212	слова об	1	1
2213	с кем	1	1
2214	при всем	1	1
2215	оно никогда	1	1
2216	и всякая	1	1
2217	с первого	1	1
2218	и часто	1	1
2219	знать все	1	1
2220	это его	1	1
2221	к аглае	1	1
2222	еще на	1	1
2223	наказание это	1	1
2224	в дело	1	1
2225	определяющие ее	1	1
2226	романе драматическому	1	1
2227	рассказа о	1	1
2228	такое изображение	1	1
2229	числе и	1	1
2230	чтобы спасти	1	1
2231	за этим	1	1
2232	во вкусе	2	1
2233	человеческих отношений	3	1
2234	смысле или	1	1
2235	этот роман	2	1
2236	в литературном	2	1
2237	раза в	1	1
2238	от мысли	2	1
2239	четыре дня	1	1
2240	что за	1	1
2241	не верит	1	1
2242	роман и	2	1
2243	даже как	1	1
2244	считает что	1	1
2245	завершающего слова	1	1
2246	дня и	2	1
2247	достоевский выделил	1	1
2248	с раскольниковым	1	1
2249	самоопределения героев	1	1
2250	есть его	1	1
2251	по этому	1	1
2252	место в	6	1
2253	к действию	1	1
2254	его до	1	1
2255	каждым из	1	1
2256	и дальше	1	1
2257	об этой	1	1
2258	что до	1	1
2259	в создании	2	1
2260	о своих	2	1
2261	центра и	1	1
2262	когда герой	1	1
2263	в области	1	1
2264	их на	1	1
2265	все другие	1	1
2266	своим собственным	1	1
2267	стиля но	1	1
2268	ли в	2	1
2269	в глубине	1	1
2270	толстого в	1	1
2271	не признал	1	1
2272	с гоголем	1	1
2273	событий и	2	1
2274	марья лебядкина	2	1
2275	которому пришел	1	1
2276	здесь они	1	1
2277	виду что	1	1
2278	идею и	1	1
2279	она действительно	1	1
2280	слияние с	1	1
2281	эпохи и	1	1
2282	не надо	1	1
2283	к богу	1	1
2284	помыслить все	1	1
2285	в известной	4	1
2286	есть не	2	1
2287	образов и	1	1
2288	подполья нам	1	1
2289	на ту	1	1
2290	перенесено и	1	1
2291	изображает не	1	1
