N	2gram	Losev_Vesc	DiskursI
1317	отказа от	1	1
1318	обычно в	1	1
1319	и внутреннее	2	1
1320	и эти	3	1
1321	же из	1	1
1322	я думал	1	1
1323	и реального	3	1
1324	и субъект	1	1
1325	их набор	1	1
1326	образцом для	1	1
1327	чистом виде	1	1
1328	сущности сущность	2	1
1329	не могу	1	1
1330	я если	1	1
1331	людей между	1	1
1332	где я	1	1
1333	и ни	3	1
1334	ту или	3	1
1335	однако если	1	1
1336	чем то	2	1
1337	другой в	1	1
1338	сам в	1	1
1339	существования как	1	1
1340	субъекта и	1	1
1341	с совершенно	1	1
1342	с нами	1	1
1343	нельзя назвать	1	1
1344	независимо от	5	1
1345	когда этот	1	1
1346	понимании в	1	1
1347	у того	1	1
1348	существуют в	1	1
1349	как таковые	1	1
1350	казалось бы	3	1
1351	на меня	3	1
1352	было это	1	1
1353	всех этих	1	1
1354	действительность не	1	1
1355	предполагает со	1	1
1356	и какие	1	1
1357	или иначе	5	1
1358	от того	7	1
1359	действительности а	1	1
1360	стало быть	3	1
1361	личность как	2	1
1362	с кем	1	1
1363	что из	3	1
1364	думать что	1	1
1365	как то	1	1
1366	и часто	1	1
1367	еще на	1	1
1368	меня то	1	1
1369	это знание	1	1
1370	могло быть	1	1
1371	смысловой энергии	1	1
1372	сферы как	1	1
1373	установки и	2	1
1374	новое понимание	1	1
1375	они тоже	1	1
1376	и самого	1	1
1377	та или	2	1
1378	есть некая	3	1
1379	для такого	2	1
1380	не можем	3	1
1381	применимо к	1	1
1382	этом и	2	1
1383	в имени	21	1
1384	выявить и	1	1
1385	ее из	1	1
1386	не проявляется	3	1
1387	отождествляется с	1	1
1388	сознании в	1	1
1389	нет как	1	1
1390	и нечто	7	1
1391	и единственный	1	1
1392	в сознании	1	1
1393	на двух	2	1
1394	и первая	1	1
1395	чем та	1	1
1396	тех или	6	1
1397	ли в	3	1
1398	каждый момент	1	1
1399	в самых	1	1
1400	меня если	1	1
1401	да будет	3	1
1402	таким же	1	1
1403	и оно	4	1
1404	именно это	1	1
1405	себе а	1	1
1406	форме и	2	1
1407	иное как	12	1
1408	нечто иное	1	1
