N	2gram	Trubetskoy	StatiiOP
1306	именно этот	1	1
1307	друг друга	2	1
1308	вникнуть в	1	1
1309	современности и	1	1
1310	же он	1	1
1311	в самой	2	1
1312	пришлось бы	2	1
1313	которые они	1	1
1314	они были	1	1
1315	перед которой	1	1
1316	человека но	1	1
1317	высшей степени	2	1
1318	на время	1	1
1319	из отдельных	1	1
1320	обе стороны	1	1
1321	то они	4	1
1322	в более	1	1
1323	ничем не	5	1
1324	простой народ	1	1
1325	под словом	1	1
1326	за последнее	1	1
1327	не во	1	1
1328	на тех	1	1
1329	эволюции но	1	1
1330	малейшего намека	1	1
1331	эта не	1	1
1332	без разбора	1	1
1333	каждого своя	1	1
1334	в семью	1	1
1335	народа о	1	1
1336	народа к	5	1
1337	при таких	2	1
1338	лишь то	1	1
1339	а вместо	1	1
1340	упускать из	1	1
1341	приложении к	1	1
1342	и общей	2	1
1343	чуткими к	1	1
1344	что одним	1	1
1345	себя на	1	1
1346	мало того	4	1
1347	и тут	1	1
1348	только все	1	1
1349	со своим	1	1
1350	разница будет	1	1
1351	а все	1	1
1352	все одинаково	1	1
1353	от своих	1	1
1354	однако не	1	1
1355	без внимания	1	1
1356	всех прочих	2	1
1357	после этих	1	1
1358	есть кое-что	1	1
1359	традиции мы	1	1
1360	от друга	6	1
1361	от всех	1	1
1362	чтобы я	1	1
1363	что элементы	2	1
1364	этого не	1	1
1365	с ними	2	1
1366	и берет	1	1
1367	основаны на	3	1
1368	уже очень	1	1
1369	и где	2	1
1370	прямого отношения	1	1
1371	работу по	1	1
1372	ему самому	1	1
1373	гораздо ближе	1	1
1374	преобладают а	1	1
1375	в ту	2	1
1376	я более	1	1
1377	народам и	1	1
1378	и другое	1	1
1379	очень много	3	1
1380	качествами которые	1	1
1381	к жизни	1	1
1382	смотрели на	1	1
1383	которое на	1	1
1384	очень давно	1	1
1385	случаях когда	3	1
1386	эти две	1	1
1387	совершенно отказаться	1	1
1388	не переставал	1	1
1389	окрашенных в	1	1
1390	и духовной	1	1
1391	является лишь	1	1
1392	на одном	2	1
1393	и со	1	1
1394	надо думать	1	1
1395	всю современную	1	1
1396	не создает	1	1
1397	именно эта	1	1
1398	как все	1	1
1399	культурного творчества	1	1
1400	связаны с	1	1
1401	каждого отдельного	1	1
1402	в раннем	1	1
1403	но те	1	1
1404	ко всему	2	1
1405	том случае	4	1
1406	тем сильнее	2	1
1407	этом у	1	1
1408	указывали на	1	1
1409	к их	1	1
1410	образом мы	1	1
1411	и народа	1	1
1412	переворот в	1	1
1413	же духе	1	1
1414	общее правило	1	1
1415	действительно как	1	1
1416	нас но	1	1
1417	две стороны	1	1
1418	выше на	2	1
1419	он принадлежит	1	1
1420	но при	1	1
1421	этого последнего	2	1
1422	и американцев	1	1
1423	на той	1	1
1424	одну из	2	1
1425	а из	1	1
1426	народы не	1	1
1427	этому и	1	1
1428	просто не	1	1
1429	те специальные	1	1
1430	облик и	1	1
1431	восстания против	1	1
1432	в так	1	1
1433	нечего и	3	1
1434	у народа	8	1
1435	к тем	2	1
1436	то ее	1	1
1437	идея была	1	1
1438	пор не	5	1
1439	взглядов на	1	1
1440	понимает в	1	1
1441	оказывается что	5	1
1442	пор они	1	1
1443	за каждым	1	1
1444	народ а	2	1
1445	не следует	2	1
1446	часто в	1	1
1447	только то	2	1
1448	и жизни	1	1
1449	европе и	1	1
1450	на всю	1	1
1451	по сравнению	5	1
1452	идет речь	8	1
1453	с оружием	1	1
1454	и т.д	4	1
1455	на поверку	1	1
1456	европейцев и	1	1
1457	сказано выше	3	1
1458	рассматривать как	2	1
1459	его национального	1	1
1460	со своими	2	1
1461	не быть	1	1
1462	на путь	2	1
1463	и самого	1	1
1464	речь из	1	1
1465	что среди	1	1
1466	указаний на	1	1
1467	для дела	1	1
1468	ее из	1	1
1469	в высшей	2	1
1470	настолько сильна	1	1
1471	эту мысль	1	1
1472	в узком	1	1
1473	народа так	1	1
1474	же будет	1	1
1475	том виде	2	1
1476	в одинаковой	1	1
1477	общества и	2	1
1478	себя а	1	1
1479	только после	1	1
1480	в создании	1	1
1481	их на	1	1
1482	всем мире	1	1
1483	только эти	1	1
1484	тут-то и	1	1
1485	является ли	3	1
1486	само собой	1	1
1487	которые больше	1	1
1488	важную роль	1	1
1489	если она	1	1
1490	языке а	1	1
1491	vi как	1	1
1492	с соответствующими	1	1
1493	есть не	1	1
1494	и конец	4	1
