N	2gram	Losev_Prob	Formalny
1311	но тогда	1	1
1312	в и	1	1
1313	не боялись	1	1
1314	не удастся	1	1
1315	не принадлежит	1	1
1316	более всего	2	1
1317	материалом только	1	1
1318	вмещается в	1	1
1319	этим только	1	1
1320	было только	2	1
1321	идет в	1	1
1322	в стихотворениях	2	1
1323	за ними	2	1
1324	является у	1	1
1325	не были	1	1
1326	им и	1	1
1327	хотя в	1	1
1328	других людей	1	1
1329	из двух	1	1
1330	является одним	1	1
1331	его жизнь	1	1
1332	и создавать	1	1
1333	и хотя	2	1
1334	независимое от	1	1
1335	по своей	3	1
1336	с ней	3	1
1337	мы здесь	2	1
1338	или наконец	1	1
1339	не раз	4	1
1340	того кто	1	1
1341	которая действительно	1	1
1342	есть разница	1	1
1343	является литературой	1	1
1344	и глубоко	1	1
1345	конца и	1	1
1346	на который	1	1
1347	что во	2	1
1348	и никогда	3	1
1349	он встречается	1	1
1350	и каждый	2	1
1351	то у	2	1
1352	когда они	1	1
1353	отдельных произведений	1	1
1354	в доме	1	1
1355	стиля с	1	1
1356	но ее	1	1
1357	из огромного	1	1
1358	это ощущение	1	1
1359	что только	3	1
1360	был в	3	1
1361	форм в	1	1
1362	почти всех	1	1
1363	мы будем	2	1
1364	чаще всего	1	1
1365	бы эти	1	1
1366	из-за этого	1	1
1367	его к	2	1
1368	и лессинга	1	1
1369	пишет по	1	1
1370	же необходимо	1	1
1371	жизни таким	1	1
1372	человека но	2	1
1373	гораздо более	5	1
1374	иначе не	1	1
1375	нет не	1	1
1376	было с	1	1
1377	это новое	1	1
1378	не выдерживает	1	1
1379	писал не	2	1
1380	своего рода	1	1
1381	его состав	1	1
1382	так всегда	1	1
1383	не мешает	2	1
1384	все основные	1	1
1385	всего того	2	1
1386	и будет	1	1
1387	и превращения	1	1
1388	в состав	1	1
1389	самодовлеющего и	3	1
1390	за ним	1	1
1391	что касается	5	1
1392	то за	1	1
1393	здесь других	1	1
1394	своего собственного	1	1
1395	видя в	2	1
1396	и идейности	1	1
1397	которые он	1	1
1398	и стиль	1	1
1399	не чем	3	1
1400	сколько угодно	1	1
1401	для поэта	1	1
1402	отражением в	1	1
1403	нами отнюдь	2	1
1404	здесь он	2	1
1405	и пространстве	1	1
1406	самой жизни	1	1
1407	из которых	2	1
1408	оправдание и	1	1
1409	дает и	1	1
1410	философские или	1	1
1411	разного рода	4	1
1412	историческое значение	1	1
1413	и творчества	1	1
1414	науки и	2	1
1415	схемы и	1	1
1416	окружающего его	1	1
1417	здесь были	1	1
1418	и делает	2	1
1419	связывается с	1	1
1420	что людям	1	1
1421	него нет	1	1
1422	под этим	1	1
1423	только еще	3	1
1424	и силы	1	1
1425	что некоторые	1	1
1426	что у	6	1
1427	перестанет быть	1	1
1428	поэтической формы	1	1
1429	сущности в	1	1
1430	в составе	1	1
1431	образ этот	2	1
1432	то время	4	1
1433	байрон и	1	1
1434	виде как	1	1
1435	оказывается на	1	1
1436	художественный стиль	1	1
1437	из тех	3	1
1438	и они	3	1
1439	легче и	1	1
1440	к самым	1	1
1441	и такая	1	1
1442	ли не	2	1
1443	что такой	2	1
1444	состоит из	1	1
1445	поэзии и	1	1
1446	который не	1	1
1447	этой области	1	1
1448	о котором	4	1
1449	действительно мог	1	1
1450	моментами и	1	1
1451	счете и	1	1
1452	знает что	3	1
1453	которая не	1	1
1454	на каждом	1	1
1455	выводы в	1	1
1456	по крайней	8	1
1457	что из	1	1
1458	нет ничего	3	1
1459	этому поводу	4	1
1460	ведь даже	1	1
1461	мудростью он	1	1
1462	во-вторых с	1	1
1463	и состоит	1	1
1464	бы с	2	1
1465	а люди	1	1
1466	его менее	1	1
1467	словом а	1	1
1468	этого еще	1	1
1469	такую же	2	1
1470	к указанному	1	1
1471	задний план	1	1
1472	да еще	1	1
1473	творчество и	1	1
1474	мы его	3	1
1475	таком виде	1	1
1476	на друга	1	1
1477	это все	2	1
1478	и поэтому	2	1
1479	этом рассказе	1	1
1480	но лишь	1	1
1481	здесь вовсе	2	1
1482	но под	1	1
1483	тех пор	1	1
1484	не сам	2	1
1485	каким мы	1	1
1486	этих сторон	1	1
1487	остается только	1	1
1488	с которой	1	1
1489	в середине	2	1
1490	и больше	1	1
1491	те или	1	1
1492	для меня	1	1
1493	здесь очень	1	1
1494	он хочет	2	1
1495	что также	1	1
1496	науки искусства	1	1
1497	стоять на	1	1
1498	и наиболее	3	1
1499	нет никакой	6	1
1500	на ряде	1	1
1501	периода и	1	1
1502	в лирической	1	1
1503	вслед за	2	1
1504	нечего делать	2	1
1505	так легко	1	1
1506	у человека	1	1
1507	тот факт	1	1
1508	чем не	2	1
1509	он есть	1	1
1510	в новых	2	1
1511	и возможность	1	1
1512	в обоих	2	1
1513	свое окончательное	1	1
1514	борьба между	1	1
1515	ведь то	1	1
1516	автора в	1	1
1517	и а	4	1
1518	подавляющем большинстве	1	1
1519	вступать в	1	1
1520	и под	2	1
1521	к науке	1	1
1522	тип этого	1	1
1523	служат лишь	1	1
1524	мог бы	2	1
1525	общего характера	1	1
1526	нашем представлении	1	1
1527	в образе	2	1
1528	и раньше	1	1
1529	слова он	1	1
1530	для уяснения	1	1
1531	является этим	1	1
1532	котором мы	1	1
1533	конкретной жизни	1	1
1534	гораздо больше	2	1
1535	характерное для	2	1
1536	не делают	1	1
1537	романа или	1	1
1538	своему пределу	2	1
1539	подчеркнуть что	1	1
1540	стороны не	1	1
1541	художественным творчеством	1	1
1542	даже вообще	1	1
1543	детальное изучение	1	1
1544	теперь уже	3	1
1545	если только	2	1
1546	который и	2	1
1547	только о	3	1
1548	вяч иванова	23	1
1549	работе мы	2	1
1550	другое является	1	1
1551	две основные	1	1
1552	чуть ли	1	1
1553	к содержанию	1	1
1554	богатства и	1	1
1555	людей не	3	1
1556	материальность и	1	1
1557	уже с	1	1
1558	действительно имеет	1	1
1559	которого он	2	1
1560	уже для	1	1
1561	вместе со	2	1
1562	понимают его	2	1
1563	остается для	1	1
1564	революции но	1	1
1565	поэтому что	1	1
1566	с движением	1	1
1567	этот термин	1	1
1568	но на	1	1
1569	который пытается	1	1
1570	только одно	1	1
1571	художник должен	1	1
1572	только некоторые	1	1
1573	в коем	3	1
1574	того как	5	1
1575	тем он	1	1
1576	отражает и	1	1
1577	не будем	3	1
1578	революции с	1	1
1579	и борьбы	1	1
1580	еще и	6	1
1581	конструкции этого	1	1
1582	которых он	1	1
1583	же мере	1	1
1584	и новой	1	1
1585	этот художественный	1	1
1586	с творчеством	1	1
1587	тут не	1	1
1588	и тут	4	1
1589	мы совершенно	1	1
1590	она заключается	1	1
1591	в полном	1	1
1592	всех форм	1	1
1593	если даже	1	1
1594	данной художественной	1	1
1595	характерна и	1	1
1596	произведения только	2	1
1597	не принимает	1	1
1598	под тем	1	1
1599	художник а	1	1
1600	борьбу с	3	1
1601	истории искусства	1	1
1602	он конечно	1	1
1603	себе но	2	1
1604	его развитие	1	1
1605	в сыром	1	1
1606	больше чем	2	1
1607	г и	1	1
1608	себе что	1	1
1609	жизни это	2	1
1610	этого не	2	1
1611	в свои	2	1
1612	что к	1	1
1613	внутреннюю форму	1	1
1614	а также	8	1
1615	этого произведения	2	1
1616	самые разнообразные	1	1
1617	слова но	2	1
1618	за этим	1	1
1619	и где	1	1
1620	не больше	2	1
1621	эта схема	2	1
1622	без этой	1	1
1623	бывает лишь	1	1
1624	в ту	1	1
1625	это возможно	1	1
1626	не забывает	1	1
1627	их трудно	1	1
1628	этих условиях	1	1
1629	а то	2	1
1630	что сами	1	1
1631	предполагает как	1	1
1632	когда все	1	1
1633	он один	1	1
1634	здесь ярко	1	1
1635	между собою	2	1
1636	чтобы быть	1	1
1637	вещь как	2	1
1638	в стороне	1	1
1639	случае не	2	1
1640	художника и	1	1
1641	и единственным	1	1
1642	непонятным и	1	1
1643	с той	1	1
1644	является такой	1	1
1645	нас к	1	1
1646	свое и	1	1
1647	не подлежит	1	1
1648	если и	4	1
1649	есть в	6	1
1650	но по	3	1
1651	художественных образов	3	1
1652	силу этого	1	1
1653	развития уже	1	1
1654	науки в	1	1
1655	на одном	2	1
1656	по своему	3	1
1657	без этого	1	1
1658	и всякой	1	1
1659	полноте и	2	1
1660	он глубоко	1	1
1661	есть уже	1	1
1662	творчество с	1	1
1663	бы мы	1	1
1664	уже чисто	1	1
1665	и художественного	1	1
1666	менее ярко	1	1
1667	не стал	1	1
1668	для которого	1	1
1669	образа из	1	1
1670	но особенно	1	1
1671	об этом	11	1
1672	его же	1	1
1673	говорит об	1	1
1674	осмысление в	1	1
1675	а так	1	1
1676	встречаются в	1	1
1677	и вообще	11	1
1678	как результат	1	1
1679	литературе он	1	1
1680	не все	3	1
1681	руки и	1	1
1682	лишенным всякой	1	1
1683	совершенно ясно	2	1
1684	более подробно	1	1
1685	на них	1	1
1686	тоже не	2	1
1687	поскольку она	1	1
1688	в г	1	1
1689	и хочет	3	1
1690	это конечно	2	1
1691	что от	3	1
1692	за то	4	1
1693	и человека	3	1
1694	стремиться к	1	1
1695	возвращается к	1	1
1696	фоне этого	1	1
1697	каких бы	1	1
1698	на задний	1	1
1699	а его	5	1
1700	которую мы	2	1
1701	с первым	1	1
1702	их развития	1	1
1703	и ко	1	1
1704	наконец от	1	1
1705	с отражением	1	1
1706	другими словами	3	1
1707	еще сильнее	1	1
1708	однако едва	1	1
1709	время можно	1	1
1710	теоретика и	1	1
1711	значимость в	2	1
1712	однако уже	1	1
1713	надо было	1	1
1714	от всяких	2	1
1715	идею в	1	1
1716	нам думается	1	1
1717	с определенной	1	1
1718	учитывать что	1	1
1719	может считаться	1	1
1720	также и	21	1
1721	связанные между	1	1
1722	на всех	1	1
1723	речи о	2	1
1724	предмет изображения	1	1
1725	здесь совершенно	1	1
1726	значимость всю	1	1
1727	мифе и	1	1
1728	степени не	1	1
1729	в отвлеченном	3	1
1730	это для	1	1
1731	и художественный	1	1
1732	трудно отделить	1	1
1733	просто не	1	1
1734	на другое	1	1
1735	не находит	2	1
1736	художественном образе	1	1
1737	всего его	1	1
1738	который тоже	2	1
1739	но такое	1	1
1740	притом настолько	1	1
1741	в трех	2	1
1742	или из	1	1
1743	в начале	6	1
1744	в нашей	3	1
1745	факт что	2	1
1746	вообще на	1	1
1747	отличать от	1	1
1748	можно найти	6	1
1749	и вяч	1	1
1750	пока только	1	1
1751	собственно говоря	1	1
1752	и всех	2	1
1753	элементы и	1	1
1754	идет речь	2	1
1755	и полной	3	1
1756	этом произведении	2	1
1757	еще на	1	1
1758	свою роль	1	1
1759	всего то	2	1
1760	но чисто	1	1
1761	нужно говорить	1	1
1762	а скорее	2	1
1763	новое понимание	1	1
1764	вообще является	1	1
1765	нами органическое	1	1
1766	и понятия	1	1
1767	которые в	3	1
1768	и пытается	1	1
1769	бы еще	1	1
1770	дня и	1	1
1771	является именно	1	1
1772	действительно не	1	1
1773	на рубеже	1	1
1774	убеждения и	1	1
1775	его до	2	1
1776	бытия и	1	1
1777	для своих	1	1
1778	все еще	4	1
1779	другой действительности	1	1
1780	ориентации человека	1	1
1781	право на	1	1
1782	людей на	1	1
1783	жизни их	1	1
1784	берется не	1	1
1785	тут-то и	2	1
1786	слушателя и	1	1
1787	бы от	1	1
1788	что иное	3	1
1789	могут дать	1	1
1790	ни был	1	1
1791	не этим	1	1
1792	и оно	1	1
1793	своей интерпретации	1	1
1794	эту идею	1	1
1795	и укрепить	1	1
1796	художественное творчество	5	1
1797	положительное отношение	1	1
1798	вообще как	1	1
1799	иное как	3	1
1800	степени и	1	1
1801	с религией	1	1
1802	структур но	1	1
