N	2gram	Tiupa_Hudo	StatiiOP
1318	что говорилось	1	1
1319	и быть	4	1
1320	если оно	1	1
1321	в москву	1	1
1322	отнестись к	1	1
1323	еще предстоит	1	1
1324	разрыв между	1	1
1325	какие-то люди	1	1
1326	говорил о	1	1
1327	не составляет	1	1
1328	от характера	1	1
1329	нуждается не	1	1
1330	текста и	1	1
1331	вклад в	1	1
1332	при отсутствии	1	1
1333	и подробно	1	1
1334	например мы	1	1
1335	раз того	1	1
1336	именно потому	1	1
1337	на другой	1	1
1338	всего лишь	7	1
1339	лишь что	1	1
1340	не один	1	1
1341	его творчества	1	1
1342	самому себе	1	1
1343	общего контекста	1	1
1344	не испытывал	1	1
1345	в герои	1	1
1346	на которых	1	1
1347	в ответ	3	1
1348	эстетическое отношение	1	1
1349	это по	1	1
1350	к определенному	1	1
1351	принадлежал к	1	1
1352	это отдельные	1	1
1353	в городе	7	1
1354	никого не	3	1
1355	в личной	1	1
1356	этом свете	2	1
1357	начале второй	1	1
1358	что нельзя	1	1
1359	и та	1	1
1360	неотделим от	1	1
1361	такое что	1	1
1362	до прихода	1	1
1363	годы своего	1	1
1364	и хотя	1	1
1365	бы уже	1	1
1366	на стороне	2	1
1367	расхождение между	1	1
1368	перед лицом	1	1
1369	но так	1	1
1370	из нас	5	1
1371	и другая	1	1
1372	и отрицательных	1	1
1373	что бы	2	1
1374	традициями которые	1	1
1375	но тут	1	1
1376	следует признать	1	1
1377	с удовольствием	1	1
1378	мы здесь	1	1
1379	являются ли	1	1
1380	произведение не	1	1
1381	и следа	1	1
1382	под видом	1	1
1383	могла бы	2	1
1384	ответы на	1	1
1385	и объясняется	1	1
1386	я в	2	1
1387	молодые годы	1	1
1388	для той	1	1
1389	тот или	1	1
1390	он в	2	1
1391	сходные с	1	1
1392	последнего в	1	1
1393	однако в	4	1
1394	говорит это	1	1
1395	и никогда	1	1
1396	друг другу	1	1
1397	xvii в	1	1
1398	этой женщины	1	1
1399	сторону жизни	2	1
1400	его личности	3	1
1401	и какой	1	1
1402	о его	2	1
1403	где та	1	1
1404	чем была	1	1
1405	в силу	2	1
1406	своего героя	1	1
1407	ней в	1	1
1408	же мы	1	1
1409	г из	1	1
1410	на подобные	1	1
1411	но служит	1	1
1412	с с	4	1
1413	для чего	1	1
1414	особых доказательств	1	1
1415	чем и	1	1
1416	чтобы не	3	1
1417	они о	1	1
1418	нам кажется	1	1
1419	не случайным	1	1
1420	где мы	1	1
1421	свой рассказ	1	1
1422	которая и	1	1
1423	с неба	1	1
1424	любви и	3	1
1425	именно за	1	1
1426	не степенью	2	1
1427	люди в	1	1
1428	на деле	1	1
1429	него по	1	1
1430	но одновременно	3	1
1431	в последующих	1	1
1432	образом и	1	1
1433	и проистекает	2	1
1434	п по	1	1
1435	некоторые места	1	1
1436	чтобы вся	1	1
1437	то без	1	1
1438	не позволяет	1	1
1439	и конечно	1	1
1440	они и	2	1
1441	что этим	1	1
1442	важнейшими из	1	1
1443	после выхода	1	1
1444	такова же	1	1
1445	кажется вовсе	1	1
1446	личность это	1	1
1447	которых мы	1	1
1448	на ее	3	1
1449	вполне справедливо	1	1
1450	героя в	2	1
1451	сказки в	1	1
1452	своих героев	2	1
1453	xix столетия	2	1
1454	например к	1	1
1455	освободиться от	1	1
1456	я никогда	1	1
1457	человек с	2	1
1458	содержит в	2	1
1459	романа и	1	1
1460	с ним	6	1
1461	романа в	3	1
1462	вот уж	1	1
1463	в наиболее	1	1
1464	не смеет	1	1
1465	первая ее	1	1
1466	в другой	2	1
1467	характер и	3	1
1468	не исчерпывается	1	1
1469	он действует	1	1
1470	определенностью но	1	1
1471	пор еще	1	1
1472	в науке	1	1
1473	из толпы	3	1
1474	сама жизнь	1	1
1475	здесь речь	1	1
1476	они в	2	1
1477	то с	1	1
1478	с предельной	1	1
1479	как общей	1	1
1480	том и	1	1
1481	значительное влияние	1	1
1482	нельзя ли	1	1
1483	на минуту	1	1
1484	следующими словами	1	1
1485	размышлениями о	1	1
1486	один человек	2	1
1487	теперь на	1	1
1488	это пожалуй	1	1
1489	этого процесса	1	1
1490	точно такое	1	1
1491	этой точки	1	1
1492	во что	1	1
1493	часто случается	1	1
1494	вместо того	2	1
1495	ли с	1	1
1496	самой земле	1	1
1497	в соответствии	1	1
1498	ровная и	1	1
1499	в основание	1	1
1500	самим собой	1	1
1501	бы подумать	1	1
1502	о самом	2	1
1503	нашему брату	1	1
1504	вот и	3	1
1505	биться сердце	1	1
1506	на месте	2	1
1507	известно только	1	1
1508	них нельзя	1	1
1509	и силы	1	1
1510	мир от	1	1
1511	и такая	1	1
1512	есть нечто	1	1
1513	с такими	2	1
1514	остается не	1	1
1515	у читателя	1	1
1516	подхода к	1	1
1517	с собою	1	1
1518	идет за	1	1
1519	и просто	1	1
1520	была и	2	1
1521	приводит к	5	1
1522	только себя	1	1
1523	мыслей и	1	1
1524	роли в	2	1
1525	говорили о	2	1
1526	если можно	3	1
1527	к другому	5	1
1528	обычно у	2	1
1529	который видит	1	1
1530	автор не	1	1
1531	словами и	1	1
1532	представляется в	3	1
1533	он мог	1	1
1534	такого который	1	1
1535	автора но	1	1
1536	обмен репликами	1	1
1537	чуждо и	1	1
1538	который он	1	1
1539	сюжетное движение	1	1
1540	нет ничего	4	1
1541	речь в	2	1
1542	в но	1	1
1543	ни к	2	1
1544	его и	2	1
1545	нее то	1	1
1546	должно быть	2	1
1547	истории не	1	1
1548	гораздо большей	1	1
1549	их общей	1	1
1550	жаловался на	1	1
1551	своей собственной	2	1
1552	совершенно иной	2	1
1553	и чувствовали	1	1
1554	же после	1	1
1555	ли он	1	1
1556	всё что	1	1
1557	к отдельным	1	1
1558	состоит как	1	1
1559	принципиально не	1	1
1560	в роли	3	1
1561	отступления от	1	1
1562	но здесь	1	1
1563	здесь всего	1	1
1564	первой из	2	1
1565	героя до	1	1
1566	разговор о	2	1
1567	художественных произведений	1	1
1568	это только	1	1
1569	остроты и	1	1
1570	вопросе о	1	1
1571	этом пути	1	1
1572	эта картина	1	1
1573	тот и	2	1
1574	ими в	1	1
1575	он просто	1	1
1576	отличаясь от	1	1
1577	личности но	1	1
1578	характер это	1	1
1579	только один	1	1
1580	то все	1	1
1581	со всей	2	1
1582	в приложении	1	1
1583	на старости	1	1
1584	к одному	1	1
1585	его характер	3	1
1586	котором она	1	1
1587	кстати и	1	1
1588	о своем	2	1
1589	серьезный глубокий	1	1
1590	смысл в	1	1
1591	него с	1	1
1592	на примере	2	1
1593	ее с	1	1
1594	характеризуется в	1	1
1595	этой жизни	2	1
1596	так легко	1	1
1597	друг от	2	1
1598	чтобы именно	1	1
1599	перед глазами	1	1
1600	годится в	1	1
1601	при анализе	1	1
1602	среди которых	1	1
1603	каждый из	1	1
1604	а лишь	1	1
1605	н а	2	1
1606	и приемов	1	1
1607	мне не	1	1
1608	из наиболее	1	1
1609	и там	1	1
1610	непосредственно из	1	1
1611	знать в	1	1
1612	как человека	1	1
1613	на две	1	1
1614	что подлинная	1	1
1615	весь в	1	1
1616	при котором	2	1
1617	данного произведения	1	1
1618	и смерть	1	1
1619	вышел без	1	1
1620	в текстах	1	1
1621	тебе и	2	1
1622	практическую победу	1	1
1623	в определенном	1	1
1624	человечества и	1	1
1625	в каждый	1	1
1626	относиться к	1	1
1627	деле в	2	1
1628	м эйхенбаум	1	1
1629	здесь и	1	1
1630	а они	1	1
1631	опоры в	1	1
1632	где бы	1	1
1633	не видит	1	1
1634	неотделимо от	1	1
1635	друг друга	5	1
1636	что-то в	1	1
1637	не из	1	1
1638	же он	1	1
1639	в самой	2	1
1640	но которые	1	1
1641	жизни не	2	1
1642	нас более	1	1
1643	традиции не	1	1
1644	формы и	1	1
1645	они были	2	1
1646	внушить ему	1	1
1647	и формальных	1	1
1648	обратиться к	1	1
1649	человека но	1	1
1650	высшей степени	2	1
1651	вместе со	2	1
1652	на языке	1	1
1653	и прямо	1	1
1654	жить без	1	1
1655	которая вместе	1	1
1656	на какой-то	1	1
1657	с но	1	1
1658	ему в	3	1
1659	ничем не	3	1
1660	отцу и	1	1
1661	простой народ	1	1
1662	жизнь человека	1	1
1663	не во	3	1
1664	и было	2	1
1665	на тех	3	1
1666	многие исследователи	1	1
1667	на три	1	1
1668	в последней	2	1
1669	второй половине	2	1
1670	эпизода в	1	1
1671	все лица	1	1
1672	отрывке из	1	1
1673	не будем	1	1
1674	с очень	1	1
1675	лишь то	1	1
1676	упускать из	1	1
1677	тому чтобы	1	1
1678	находится у	1	1
1679	же мере	2	1
1680	приложении к	1	1
1681	для всего	3	1
1682	видел ли	1	1
1683	истории русской	1	1
1684	знает ни	1	1
1685	себя на	1	1
1686	деле не	2	1
1687	о нем	4	1
1688	в специальных	1	1
1689	и наоборот	1	1
1690	со своим	5	1
1691	ранее не	1	1
1692	вопросы не	1	1
1693	этом в	1	1
1694	участие в	3	1
1695	не превращает	1	1
1696	слова не	1	1
1697	все равно	2	1
1698	писал несмотря	1	1
1699	сказал бы	1	1
1700	однако не	1	1
1701	сказать не	1	1
1702	читателя в	6	1
1703	очень существенно	1	1
1704	от друга	2	1
1705	реальной действительности	1	1
1706	автора от	1	1
1707	а о	2	1
1708	этого не	1	1
1709	в свои	2	1
1710	с ними	3	1
1711	наших дней	1	1
1712	не противоречат	1	1
1713	изложения и	1	1
1714	и которая	1	1
1715	ему самому	1	1
1716	виду что	1	1
1717	его среды	1	1
1718	и другое	2	1
1719	которое было	1	1
1720	ссылка на	1	1
1721	слова на	1	1
1722	к жизни	6	1
1723	н м	1	1
1724	поведения и	1	1
1725	лежит на	2	1
1726	эти две	1	1
1727	времени как	1	1
1728	его творчестве	1	1
1729	и интерпретации	1	1
1730	на фоне	5	1
1731	к нашей	1	1
1732	на одном	2	1
1733	в еще	1	1
1734	спит в	2	1
1735	сколь бы	1	1
1736	собственной жизни	1	1
1737	в точности	1	1
1738	лица не	1	1
1739	в условиях	1	1
1740	не стал	2	1
1741	каждое слово	1	1
1742	то можно	1	1
1743	он думал	2	1
1744	за его	1	1
1745	как все	2	1
1746	мысли в	2	1
1747	творчества именно	1	1
1748	предстает в	1	1
1749	длинных и	1	1
1750	каждого отдельного	3	1
1751	бы его	1	1
1752	которая как	1	1
1753	несколько наиболее	1	1
1754	том случае	2	1
1755	мышления как	2	1
1756	по литературе	1	1
1757	этих строк	1	1
1758	же из	2	1
1759	начинается словами	1	1
1760	особенно же	1	1
1761	этот взгляд	1	1
1762	xx века	1	1
1763	он понимал	1	1
1764	у кого	1	1
1765	счастье и	1	1
1766	по дороге	1	1
1767	в тишине	1	1
1768	чего нельзя	1	1
1769	за все	1	1
1770	что свойственно	2	1
1771	относясь к	1	1
1772	с какой-то	1	1
1773	под ред	2	1
1774	но при	3	1
1775	характера в	4	1
1776	автора к	1	1
1777	церкви и	1	1
1778	как уже	3	1
1779	ту или	2	1
1780	однако если	2	1
1781	тому как	4	1
1782	на всех	1	1
1783	не сказал	1	1
1784	когда-то в	2	1
1785	музыкальности его	1	1
1786	не с	2	1
1787	свою жизнь	1	1
1788	всего его	1	1
1789	есть и	3	1
1790	мы пока	1	1
1791	русскую литературу	1	1
1792	описаний в	1	1
1793	и причина	1	1
1794	не следует	2	1
1795	например и	1	1
1796	стороны и	1	1
1797	всегда было	1	1
1798	в город	2	1
1799	ему было	1	1
1800	вопросы а	1	1
1801	на всю	1	1
1802	у нее	10	1
1803	или как	1	1
1804	означает что	1	1
1805	антагонизма между	1	1
1806	этом произведении	1	1
1807	и т.д	3	1
1808	его места	1	1
1809	сказал что	1	1
1810	почему это	1	1
1811	него и	2	1
1812	подробности не	1	1
1813	со своими	1	1
1814	дважды упоминается	1	1
1815	собрания сочинений	1	1
1816	и самого	1	1
1817	что среди	1	1
1818	к произведениям	1	1
1819	в театре	4	1
1820	произведения не	4	1
1821	в молодые	1	1
1822	анализа и	1	1
1823	в высшей	1	1
1824	что хотел	1	1
1825	означало бы	1	1
1826	и неспособность	1	1
1827	настаивать на	1	1
1828	с таким	1	1
1829	в узком	1	1
1830	же в	3	1
1831	никому не	1	1
1832	отметим еще	1	1
1833	судьбы то	1	1
1834	было довольно	1	1
1835	остается один	1	1
1836	говорить об	2	1
1837	достичь максимального	1	1
1838	общества и	1	1
1839	все еще	3	1
1840	себя а	1	1
1841	достаточно вспомнить	1	1
1842	известной степени	1	1
1843	человек не	1	1
1844	он к	1	1
1845	также о	1	1
1846	и значительность	1	1
1847	б м	2	1
1848	ни был	1	1
1849	основной тон	1	1
1850	сам а	1	1
1851	обстоятельств в	1	1
1852	года эти	1	1
1853	в лице	3	1
1854	со мною	2	1
1855	по нашему	3	1
1856	а я	1	1
