N	2gram	Nazirov_Tv	Problema
1321	с большой	5	2
1322	с типом	1	2
1323	т п	4	2
1324	сам в	1	2
1325	деле это	1	2
1326	чем и	1	2
1327	в один	3	2
1328	собою только	1	2
1329	что до	1	2
1330	себя но	2	2
1331	в окончательном	2	2
1332	от жизни	2	2
1333	а по	3	2
1334	отвлеченной мысли	1	2
1335	утверждает что	1	2
1336	не зная	1	2
1337	от их	1	2
1338	образом если	1	2
1339	человека сердце	1	2
1340	произведения в	1	2
1341	о своей	1	2
1342	космоса в	1	2
1343	и личной	1	2
1344	является функцией	1	2
1345	к нам	1	2
1346	понимаем его	1	2
1347	говорили о	2	2
1348	для настоящего	1	2
1349	жизни так	1	2
1350	признать что	1	2
1351	сливается с	4	2
1352	мало чем	1	2
1353	и между	1	2
1354	м с	12	2
1355	более и	1	2
1356	и останется	1	2
1357	ли вы	1	2
1358	в новых	2	2
1359	в обоих	1	2
1360	действия и	3	2
1361	а во	2	2
1362	образом уже	1	2
1363	автора в	2	2
1364	и платон	1	2
1365	что я	4	2
1366	в литературном	2	2
1367	ивана карамазова	7	2
1368	будет рассматриваться	1	2
1369	в романах	25	2
1370	отсутствие в	1	2
1371	месте в	1	2
1372	ему это	1	2
1373	же он	1	2
1374	в другое	1	2
1375	души и	2	2
1376	в прямом	2	2
1377	выясняется что	1	2
1378	произведения как	1	2
1379	цивилизации в	2	2
1380	и вот	2	2
1381	ясным что	1	2
1382	как у	3	2
1383	что каждый	1	2
1384	по словам	2	2
1385	а на	1	2
1386	отказаться от	4	2
1387	было слишком	1	2
1388	в глубине	1	2
1389	чем отличается	1	2
1390	единство и	1	2
1391	человека к	2	2
1392	ко всему	1	2
1393	это у	1	2
1394	прогресса и	2	2
1395	просто не	3	2
1396	всего его	1	2
1397	частности в	1	2
1398	из теории	1	2
1399	резко отличается	1	2
1400	на друга	1	2
1401	если взять	1	2
1402	идею и	1	2
1403	именно здесь	1	2
1404	него и	1	2
1405	и мире	2	2
1406	действительности не	1	2
1407	даже как	1	2
1408	отношению к	3	2
1409	не предмет	1	2
1410	и дальше	1	2
1411	все более	2	2
1412	а я	3	2
1413	промежуточных звеньев	1	2
1414	они имеют	2	1
1415	фауста гёте	1	1
1416	был и	1	1
1417	какое отличие	1	1
1418	бы мир	1	1
1419	человеческой души	3	1
1420	важным и	2	1
1421	как носитель	1	1
1422	написана с	1	1
1423	можно встретить	1	1
1424	вопросу о	1	1
1425	в финале	4	1
1426	достоевского можно	3	1
1427	почему-то не	1	1
1428	одно общее	1	1
1429	линии развития	1	1
1430	сам автор	2	1
1431	так можно	1	1
1432	а затем	5	1
1433	об идейной	1	1
1434	бытность свою	1	1
1435	голядкина в	1	1
1436	между ними	1	1
1437	ни слова	1	1
1438	на смену	2	1
1439	и самые	1	1
1440	из тысячи	1	1
1441	именно и	1	1
1442	по природе	6	1
1443	но вполне	2	1
1444	ставрогина в	2	1
1445	участвует в	1	1
1446	зато в	1	1
1447	ясной и	1	1
1448	что весь	1	1
1449	человека для	1	1
1450	в речи	1	1
1451	из всего	1	1
1452	выражает то	1	1
1453	мира это	1	1
1454	и складывается	1	1
1455	достоевским как	3	1
1456	в бытность	1	1
1457	и отнюдь	1	1
1458	и двумя	1	1
1459	с наслаждением	1	1
1460	только через	2	1
1461	униженные и	3	1
1462	приходит в	1	1
1463	собой не	1	1
1464	случайно и	1	1
1465	герой повести	1	1
1466	оторваны от	1	1
1467	сила в	1	1
1468	возрождается в	1	1
1469	верит что	1	1
1470	разные стороны	1	1
1471	произведений с	1	1
1472	победу над	1	1
1473	современная наука	1	1
1474	не прав	1	1
1475	главнейших черт	1	1
1476	при полном	1	1
1477	умирает в	1	1
1478	русский перевод	1	1
1479	на философию	1	1
1480	из действительности	1	1
1481	более широком	1	1
1482	переходим в	1	1
1483	следовало бы	2	1
1484	поэт и	1	1
1485	сам и	1	1
1486	человека не	1	1
1487	собой как	1	1
1488	по возможности	1	1
1489	его образность	1	1
1490	только эта	1	1
1491	тоже своего	2	1
1492	ипполит в	1	1
1493	может вызвать	1	1
1494	больше не	5	1
1495	к своей	1	1
1496	функционировать и	1	1
1497	содержание в	1	1
1498	советских ученых	1	1
1499	создал из	1	1
1500	в люцинде	1	1
1501	одной области	1	1
1502	было то	1	1
1503	к мысли	1	1
1504	тоже без	1	1
1505	рассказывает о	3	1
1506	от своей	1	1
1507	на практике	1	1
1508	и каждого	1	1
1509	отметить что	1	1
1510	на ней	2	1
1511	аверинцев в	1	1
1512	но ни	1	1
1513	отношения и	1	1
1514	переход от	2	1
1515	мифов и	1	1
1516	часть а	1	1
1517	для всей	1	1
1518	но принцип	1	1
1519	в основу	1	1
1520	тургенев и	1	1
1521	как от	1	1
1522	новый принцип	1	1
1523	не одно	1	1
1524	русской литературы	3	1
1525	князь андрей	1	1
1526	другие его	1	1
1527	даже у	1	1
1528	к этим	1	1
1529	видения мира	1	1
1530	восходят к	1	1
1531	не нужны	1	1
1532	м проблемы	4	1
1533	русской классической	1	1
1534	чудо что	1	1
1535	глава iv	1	1
1536	глядя на	1	1
1537	колебания в	1	1
1538	для раскрытия	1	1
1539	и красота	2	1
1540	ужаса и	1	1
1541	конкретное и	1	1
1542	всей их	1	1
1543	к себе	1	1
1544	мы знаем	2	1
1545	это я	2	1
1546	к творчеству	1	1
1547	под псевдонимом	1	1
1548	лиц в	1	1
1549	на поверхность	1	1
1550	в подобном	1	1
1551	совмещается с	1	1
1552	у этого	2	1
1553	г а	3	1
1554	третий раз	1	1
1555	вспомнить о	1	1
1556	вокруг себя	2	1
1557	в самые	1	1
1558	одного момента	1	1
1559	у я	1	1
1560	и слышит	1	1
1561	знал и	1	1
1562	о времени	4	1
1563	алеши и	1	1
1564	его романов	5	1
1565	наконец не	1	1
1566	определения этого	1	1
1567	литературе xvii	1	1
1568	противоречит тому	1	1
1569	человек по	4	1
1570	xviii века	2	1
1571	в третий	1	1
1572	мифологии были	1	1
1573	они существуют	1	1
1574	с водой	1	1
1575	по улице	1	1
1576	но само	1	1
1577	и исторической	1	1
1578	не остается	1	1
1579	характер и	1	1
1580	без него	1	1
1581	что сделает	1	1
1582	места где	1	1
1583	спрашивается что	1	1
1584	ее подлинный	1	1
1585	одно только	1	1
1586	цивилизации и	1	1
1587	после появления	1	1
1588	рядом с	2	1
1589	развивается и	1	1
1590	одном из	2	1
1591	произведение с	1	1
1592	во главе	2	1
1593	он мыслит	1	1
1594	я скажу	1	1
1595	так сказать	4	1
1596	наталкивают нас	1	1
1597	и достижение	1	1
1598	в двух	2	1
1599	к вопросу	1	1
1600	иван карамазов	9	1
1601	заключалось в	1	1
1602	в а	1	1
1603	встрече с	1	1
1604	чтобы мы	1	1
1605	сходно с	1	1
1606	мыслится как	1	1
1607	складывается из	1	1
1608	на площади	2	1
1609	братьев карамазовых	4	1
1610	молодой человек	1	1
1611	на вечное	1	1
1612	опираясь на	3	1
1613	другим людям	1	1
1614	свои права	1	1
1615	в устах	2	1
1616	понимание этого	1	1
1617	героя и	4	1
1618	дана в	1	1
1619	в философии	2	1
1620	него есть	2	1
1621	в наше	4	1
1622	как единство	1	1
1623	все сущее	1	1
1624	отличен от	1	1
1625	в работе	1	1
1626	xvii века	1	1
1627	с какой	1	1
1628	лизы в	1	1
1629	человека как	2	1
1630	сходит с	1	1
1631	ночь у	1	1
1632	он стал	2	1
1633	романы достоевского	3	1
1634	в городе	1	1
1635	однако эта	1	1
1636	через нее	1	1
1637	главного героя	3	1
1638	т ii	4	1
1639	других людей	2	1
1640	этой сцене	1	1
1641	карамазовых что	1	1
1642	включается в	1	1
1643	которые сами	1	1
1644	человека по	1	1
1645	однако сам	1	1
1646	не сами	1	1
1647	как один	1	1
1648	прикасается к	1	1
1649	человечества на	1	1
1650	и оскорбленных	5	1
1651	на бумаге	1	1
1652	возможно что	1	1
1653	или скажем	1	1
1654	процессы в	2	1
1655	эпох человеческой	1	1
1656	его идею	1	1
1657	князь говорит	1	1
1658	однако по	1	1
1659	и xix	1	1
1660	смотрим на	1	1
1661	не сразу	1	1
1662	и перешел	1	1
1663	повседневной жизни	1	1
1664	время он	2	1
1665	жизни таким	1	1
1666	до начала	1	1
1667	случае это	1	1
1668	личности когда	1	1
1669	созданной им	1	1
1670	свое глубокое	1	1
1671	прямом смысле	1	1
1672	только я	1	1
1673	краю бездны	1	1
1674	и бессмертие	1	1
1675	против этого	2	1
1676	добродетель и	2	1
1677	свидригайлов говорит	1	1
1678	в анализе	1	1
1679	так ли	2	1
1680	шекспира и	1	1
1681	это одна	1	1
1682	и против	2	1
1683	а теперь	1	1
1684	он против	1	1
1685	бунт против	1	1
1686	и зла	2	1
1687	и специальной	1	1
1688	волю бога	1	1
1689	оторванным от	1	1
1690	и стиль	1	1
1691	на иконах	1	1
1692	что настоящий	1	1
1693	заключающийся в	1	1
1694	среду и	2	1
1695	не находим	1	1
1696	лермонтова и	1	1
1697	романа и	4	1
1698	дела в	1	1
1699	она дана	1	1
1700	с ума	1	1
1701	ответ на	1	1
1702	в человеке	4	1
1703	более у	1	1
1704	для буржуазного	1	1
1705	автор в	1	1
1706	а кто	1	1
1707	находит и	1	1
1708	их нужно	1	1
1709	композитор и	1	1
1710	что всегда	1	1
1711	занимало изображение	1	1
1712	жизни человеческой	1	1
1713	не сознавать	1	1
1714	с некоторыми	1	1
1715	и одновременно	1	1
1716	героев но	1	1
1717	не художественной	1	1
1718	здесь подчеркивает	1	1
1719	развития в	2	1
1720	знаком этого	1	1
1721	в саду	1	1
1722	его сознания	1	1
1723	этот тип	2	1
1724	путем изменения	1	1
1725	преступлении и	10	1
1726	разумом и	1	1
1727	прошлого в	1	1
1728	это само	1	1
1729	учения в	1	1
1730	причину этого	1	1
1731	очень любят	1	1
1732	считал что	1	1
1733	первой главе	1	1
1734	что вообще	1	1
1735	намеков на	1	1
1736	которую она	1	1
1737	это самое	1	1
1738	выступает как	1	1
1739	из общего	1	1
1740	как некий	2	1
1741	частей и	1	1
1742	времени он	3	1
1743	можно в	1	1
1744	его и	2	1
1745	в поэзии	1	1
1746	в диалоге	2	1
1747	и всему	1	1
1748	возможно в	1	1
1749	и лермонтов	1	1
1750	и многое	2	1
1751	ставрогина и	1	1
1752	черт возьми	1	1
1753	метафоры типа	1	1
1754	жизни при	1	1
1755	вспомним что	1	1
1756	согласен с	1	1
1757	всадник на	1	1
1758	глава ii	1	1
1759	в течение	1	1
1760	как сон	1	1
1761	в школе	1	1
1762	человека от	1	1
1763	по разным	1	1
1764	в образах	2	1
1765	с легендарным	1	1
1766	в которую	2	1
1767	отношении к	2	1
1768	что также	1	1
1769	в дрездене	1	1
1770	только кажущаяся	1	1
1771	но сам	1	1
1772	кроме этой	1	1
1773	у других	1	1
1774	эту удивительную	1	1
1775	учит нас	1	1
1776	который превращает	1	1
1777	еще один	1	1
1778	в плеханов	1	1
1779	вне его	1	1
1780	меняется и	1	1
1781	но без	2	1
1782	он весь	1	1
1783	претендовать на	1	1
1784	свободу от	2	1
1785	глубокое и	1	1
1786	и превращается	1	1
1787	время был	1	1
1788	достоевского нет	3	1
1789	более близкий	1	1
1790	в самую	1	1
1791	значение имеет	1	1
1792	человек был	1	1
1793	прошлого так	1	1
1794	искусство и	1	1
1795	в концепции	1	1
1796	под знаком	1	1
1797	как василий	1	1
1798	нужно рассматривать	1	1
1799	и будущего	3	1
1800	это сделать	1	1
1801	для ясности	1	1
1802	во времени	3	1
1803	характерные для	1	1
1804	глава iii	1	1
1805	с каким	2	1
1806	это-то и	1	1
1807	при создании	1	1
1808	как к	2	1
1809	в преступлении	12	1
1810	творцом и	1	1
1811	сам факт	1	1
1812	в любви	3	1
1813	петербургская летопись	4	1
1814	их для	1	1
1815	к году	1	1
1816	бумаги и	1	1
1817	создать образ	1	1
1818	записках из	6	1
1819	в последней	1	1
1820	однако этого	1	1
1821	человек это	3	1
1822	не без	1	1
1823	человеческие чувства	1	1
1824	в согласии	1	1
1825	же ли	1	1
1826	и случайно	1	1
1827	в сфере	2	1
1828	романах достоевского	26	1
1829	для автора	4	1
1830	создает условия	1	1
1831	его внутренний	1	1
1832	с определенным	1	1
1833	в движение	1	1
1834	сам достоевский	3	1
1835	жестокой и	1	1
1836	целует землю	1	1
1837	существует также	1	1
1838	сам себе	3	1
1839	никакой разницы	1	1
1840	реальной действительности	1	1
1841	своей книге	1	1
1842	приводит нас	1	1
1843	имеет место	1	1
1844	мы фактически	1	1
1845	что сами	1	1
1846	за свою	1	1
1847	при исследовании	1	1
1848	человеком в	1	1
1849	соотносится с	1	1
1850	обречены на	1	1
1851	стремление к	2	1
1852	творчество с	1	1
1853	по самой	2	1
1854	более широкое	1	1
1855	они отличаются	1	1
1856	можно читать	1	1
1857	убийства старухи	1	1
1858	ней нет	1	1
1859	не встречается	1	1
1860	свобода и	1	1
1861	с использованием	1	1
1862	для романтического	1	1
1863	пессимизм и	1	1
1864	перед тем	2	1
1865	возвращается к	1	1
1866	в народе	1	1
1867	а просто	1	1
1868	должен слиться	1	1
1869	с первым	1	1
1870	показывает что	5	1
1871	он верит	1	1
1872	не по	3	1
1873	от человеческого	1	1
1874	в философском	2	1
1875	этот факт	2	1
1876	такое представление	1	1
1877	людях и	1	1
1878	нет не	2	1
1879	к которой	1	1
1880	самых важных	1	1
1881	быть определен	1	1
1882	пространства и	2	1
1883	в рамках	1	1
1884	что можно	1	1
1885	решающую роль	2	1
1886	униженных и	5	1
1887	и деятельность	1	1
1888	не верит	1	1
1889	слабое сердце	1	1
1890	наук в	1	1
1891	в браке	1	1
1892	оставаться на	1	1
1893	современного исторического	1	1
1894	к окончательному	1	1
1895	для своих	1	1
1896	от морали	1	1
1897	по законам	1	1
1898	разумеется тут	1	1
1899	о своих	2	1
1900	себе всю	1	1
1901	л а	1	1
1902	автора к	1	1
1903	противоречии с	1	1
1904	социальных контрастов	1	1
1905	обладает никакой	1	1
1906	главным образом	1	1
1907	дальше в	1	1
1908	дальше некуда	1	1
1909	к идее	1	1
1910	и предметом	1	1
1911	человеческой природы	1	1
1912	связи явлений	1	1
1913	мыслит в	1	1
1914	и учение	1	1
1915	главе с	2	1
1916	это тот	1	1
1917	этого в	1	1
1918	эдгара по	1	1
1919	всю ночь	1	1
1920	закона и	1	1
1921	его построения	1	1
1922	каким его	1	1
1923	глава vi	1	1
1924	сюда по	1	1
1925	под ним	1	1
1926	а вот	1	1
1927	глаза и	1	1
1928	или нет	1	1
1929	по выражению	2	1
1930	их жизни	1	1
1931	человек есть	1	1
1932	о каком-то	1	1
1933	с презрением	1	1
1934	в принципе	5	1
1935	которое может	1	1
1936	общения с	2	1
1937	всем и	1	1
1938	из тупика	1	1
1939	обрисован с	1	1
1940	в день	1	1
1941	быть может	3	1
1942	по мере	2	1
1943	нельзя жить	1	1
1944	не изображал	1	1
1945	с восхищением	1	1
1946	героев а	1	1
1947	или во	1	1
1948	а между	1	1
1949	был за	1	1
1950	автора так	1	1
1951	образность и	1	1
1952	жизни или	1	1
1953	для осуществления	1	1
1954	ему тоже	1	1
1955	вы мне	1	1
1956	было очень	1	1
1957	ведет к	3	1
1958	на кресте	1	1
1959	давно уже	2	1
1960	начинается с	1	1
1961	герои не	1	1
1962	еще б	1	1
1963	и внутренне	1	1
1964	переплетается с	1	1
1965	высокого и	1	1
1966	в точном	1	1
1967	н толстого	1	1
1968	стремления к	2	1
1969	дома и	1	1
1970	он перестает	1	1
1971	может оказаться	1	1
1972	другого то	1	1
1973	он по	1	1
1974	жизни на	1	1
1975	глубину и	1	1
1976	связанного с	2	1
1977	на таком	1	1
1978	европе в	1	1
1979	я буду	2	1
1980	мира сего	1	1
1981	ее был	2	1
1982	в записках	7	1
1983	нашему мнению	9	1
1984	у которых	1	1
1985	при всей	1	1
1986	новую жизнь	1	1
1987	он изображает	1	1
1988	и неизменно	1	1
1989	развиваются у	1	1
1990	и оскорбленные	3	1
1991	что прямо	1	1
1992	первым и	1	1
1993	погружаясь в	1	1
1994	в основном	9	1
1995	все отдельные	1	1
1996	всегда с	3	1
1997	критики в	1	1
1998	восходит к	2	1
1999	впечатления от	1	1
2000	не боится	1	1
2001	сам не	1	1
2002	духовной жизни	2	1
2003	создаваемые им	1	1
2004	содержится немало	1	1
2005	представления о	1	1
2006	в моменты	1	1
2007	мифологии в	1	1
2008	в русских	1	1
2009	с общеизвестными	1	1
2010	же у	2	1
2011	в руках	1	1
2012	оно так	1	1
2013	об отношении	1	1
2014	связь между	1	1
2015	за ней	1	1
2016	чем его	1	1
2017	с в	1	1
2018	ее по	2	1
2019	душу и	1	1
2020	что еще	1	1
2021	перед ним	1	1
2022	аргументов против	1	1
2023	художественного изображения	1	1
2024	и эстетического	1	1
2025	у себя	1	1
2026	на невском	1	1
2027	однако эти	2	1
2028	еще ничего	1	1
2029	другой человеческой	1	1
2030	самым главным	1	1
2031	н в	1	1
2032	входят в	1	1
2033	при виде	1	1
2034	на описание	1	1
2035	людям в	2	1
2036	всех людей	1	1
2037	принцип художественного	1	1
2038	времени а	2	1
2039	к красоте	1	1
2040	со второй	1	1
2041	современное литературоведение	1	1
2042	на свадьбе	1	1
2043	шагреневая кожа	1	1
2044	в движении	2	1
2045	человеком но	1	1
2046	на аршине	1	1
2047	едва только	1	1
2048	демонстрирует их	1	1
2049	к языку	1	1
2050	свои собственные	1	1
2051	чувствовал что	1	1
2052	функционирования этого	1	1
2053	его свойства	1	1
2054	себе самом	1	1
2055	свой художественный	1	1
2056	все тот	1	1
2057	чем было	1	1
2058	он имел	1	1
2059	он страдал	2	1
2060	туман над	1	1
2061	нас за	1	1
2062	реально и	1	1
2063	из главнейших	1	1
2064	от автора	1	1
2065	своей исповеди	1	1
2066	на протяжении	3	1
2067	хочет быть	1	1
2068	князя мышкина	17	1
2069	к одному	2	1
2070	к человеку	3	1
2071	стихах о	1	1
2072	х гг	2	1
2073	поведении героев	1	1
2074	глава vii	1	1
2075	собой в	2	1
2076	есть одно	1	1
2077	какой-то другой	1	1
2078	есть у	1	1
2079	сюжетного развития	1	1
2080	же самую	1	1
2081	второй план	1	1
2082	в изолированном	1	1
2083	на этих	2	1
2084	науки в	1	1
2085	человека тем	1	1
2086	и материальными	1	1
2087	чем у	2	1
2088	хотя на	1	1
2089	перешел к	1	1
2090	о ком	1	1
2091	каждого человека	1	1
2092	не от	1	1
2093	от такого	1	1
2094	это очень	1	1
2095	лежит в	1	1
2096	и человек	3	1
2097	не была	1	1
2098	не мир	1	1
2099	первом из	1	1
2100	о возможности	1	1
2101	гёте но	1	1
2102	как видно	1	1
2103	с красивой	1	1
2104	понятно как	1	1
2105	всех его	1	1
2106	в идее	1	1
2107	ему свое	1	1
2108	с представлением	1	1
2109	всему миру	2	1
2110	легенда о	4	1
2111	бы дал	1	1
2112	всех и	1	1
2113	воздействие на	2	1
2114	себя как	2	1
2115	в белых	5	1
2116	в мире	8	1
2117	позиции в	1	1
2118	дается еще	1	1
2119	зрения и	1	1
2120	века в	1	1
2121	это прежде	3	1
2122	нам нечто	1	1
2123	большого города	1	1
2124	слиться с	1	1
2125	достоевского но	2	1
2126	в противоречии	1	1
2127	для анализа	2	1
2128	под именем	1	1
2129	в бытовой	6	1
2130	указывающий на	1	1
2131	вошел в	1	1
2132	сознания а	1	1
2133	изоляции от	1	1
2134	не сводится	1	1
2135	время эта	1	1
2136	котором говорилось	1	1
2137	действия в	1	1
2138	человека однако	1	1
2139	имеют дело	1	1
2140	его целиком	1	1
2141	в уме	1	1
2142	в литературную	1	1
2143	не человеком	1	1
2144	человек совершает	1	1
2145	с аверинцев	1	1
2146	времени но	1	1
2147	личности и	2	1
2148	упоминаний о	1	1
2149	в быту	2	1
2150	золотого века	1	1
2151	был нужен	1	1
2152	говорит ему	1	1
2153	словами что	1	1
2154	является его	1	1
2155	и обратное	1	1
2156	процесса в	4	1
2157	идет в	1	1
2158	если б	1	1
2159	восстание против	1	1
2160	кто же	2	1
2161	человеческой личности	5	1
2162	году издал	1	1
2163	в современной	2	1
2164	особого внимания	1	1
2165	отлична от	1	1
2166	а г	3	1
2167	исследования на	1	1
2168	как известно	3	1
2169	в гости	1	1
2170	и далеко	1	1
2171	а живое	1	1
2172	слова из	2	1
2173	то по	1	1
2174	году в	3	1
2175	образ но	1	1
2176	оба они	1	1
2177	найти в	1	1
2178	условия для	1	1
2179	в доме	1	1
2180	число и	1	1
2181	над человеком	1	1
2182	бога и	3	1
2183	на высоте	1	1
2184	он пытается	1	1
2185	год с	1	1
2186	в жанре	1	1
2187	в терминах	4	1
2188	бессмертие души	1	1
2189	центральное место	1	1
2190	означает что	2	1
2191	очень важным	2	1
2192	каждого из	1	1
2193	смысле или	1	1
2194	до его	1	1
2195	в пространстве	2	1
2196	наше время	4	1
2197	а более	1	1
2198	для многих	1	1
2199	к целому	1	1
2200	трудом и	1	1
2201	из возможных	1	1
2202	собственной совестью	1	1
2203	видим его	2	1
2204	прямом и	1	1
2205	этих принципов	1	1
2206	глава v	1	1
2207	достоевского в	19	1
2208	достоевского и	5	1
2209	средствами но	1	1
2210	нечто внешнее	1	1
2211	на первой	1	1
2212	время у	3	1
2213	с развитием	1	1
2214	в литературной	2	1
2215	рассказа и	1	1
2216	представляют собой	2	1
2217	любви или	2	1
2218	природе и	1	1
2219	бы говорить	1	1
2220	должны иметь	1	1
2221	и из	1	1
2222	и наглядно	1	1
2223	не смеет	1	1
2224	и метафоры	1	1
2225	от этой	1	1
2226	и выйти	1	1
2227	этот принцип	2	1
2228	сама жизнь	2	1
2229	и наказании	10	1
2230	автор понимает	1	1
2231	и вновь	1	1
2232	как идея	1	1
2233	своей любовью	1	1
2234	в двойнике	1	1
2235	литературы но	1	1
2236	философские символы	1	1
2237	человеческой культуры	2	1
2238	два месяца	1	1
2239	человека у	2	1
2240	в моем	1	1
2241	одну свою	1	1
2242	что угодно	1	1
2243	и личных	1	1
2244	преступление и	7	1
2245	не люблю	1	1
2246	себя с	1	1
2247	основанные на	1	1
2248	в бесконечность	1	1
2249	это выражение	1	1
2250	прошлого настоящего	1	1
2251	это та	1	1
2252	точно определить	1	1
2253	очень важный	1	1
2254	сути дела	5	1
2255	в xix	3	1
2256	них он	1	1
2257	не знать	2	1
2258	и подлинное	1	1
2259	достоевского есть	2	1
2260	не видно	1	1
2261	в мистическом	1	1
2262	самоутверждения и	1	1
2263	года к	1	1
2264	счете и	1	1
2265	о трагической	1	1
2266	окончательно но	1	1
2267	из области	1	1
2268	в любой	1	1
2269	существуют реально	1	1
2270	нас искать	1	1
2271	достоевский пишет	1	1
2272	со смертью	1	1
2273	является так	1	1
2274	это как	4	1
2275	того самого	1	1
2276	конце своей	1	1
2277	я должен	1	1
2278	стремление и	1	1
2279	смерти и	1	1
2280	свои фантастические	1	1
2281	связана с	2	1
2282	не знаю	1	1
2283	автора и	1	1
2284	более сложную	1	1
2285	если можно	1	1
2286	и диалектика	2	1
2287	сравнение с	1	1
2288	но лишь	1	1
2289	картины и	1	1
2290	очень хорошо	1	1
2291	отрыве от	1	1
2292	народ в	1	1
2293	ее с	1	1
2294	ту эпоху	2	1
2295	общее положение	1	1
2296	в сновидениях	1	1
2297	мировой литературе	1	1
2298	может сделать	1	1
2299	же время	18	1
2300	через него	2	1
2301	в обществе	1	1
2302	во сне	1	1
2303	и будущее	2	1
2304	между людьми	3	1
2305	в италии	1	1
2306	ней по	1	1
2307	в убийстве	1	1
2308	и высокое	2	1
2309	символики начиная	1	1
2310	сегодня у	1	1
2311	нашей науке	1	1
2312	самого в	1	1
2313	говорил что	2	1
2314	всякий раз	2	1
2315	поэтому нам	1	1
2316	даже без	1	1
2317	поисках новых	1	1
2318	как объективно	1	1
2319	определить его	1	1
2320	все с	1	1
2321	но которые	1	1
2322	это человек	1	1
2323	точку зрения	1	1
2324	его можно	1	1
2325	чуть ли	1	1
2326	после убийства	1	1
2327	из этой	3	1
2328	поэтому он	1	1
2329	польский писатель	1	1
2330	и гоголя	2	1
2331	ли или	1	1
2332	проникает в	2	1
2333	человека физически	1	1
2334	и прямо	1	1
2335	это такая	1	1
2336	и наказание	5	1
2337	аршине пространства	1	1
2338	и было	1	1
2339	на тех	1	1
2340	за которую	1	1
2341	точно не	1	1
2342	христос в	2	1
2343	и зло	1	1
2344	христианского учения	1	1
2345	может происходить	1	1
2346	настоящего и	1	1
2347	сразу во	1	1
2348	прямо в	2	1
2349	неопределенно и	1	1
2350	представляющий собой	1	1
2351	рабов и	1	1
2352	день и	1	1
2353	даже целые	1	1
2354	трагедию в	1	1
2355	и точно	1	1
2356	в полном	1	1
2357	эта часть	1	1
2358	из своих	1	1
2359	в какую	1	1
2360	о герое	1	1
2361	эта функция	1	1
2362	слова не	2	1
2363	отказывается от	2	1
2364	глава viii	1	1
2365	в повести	5	1
2366	не замечаем	1	1
2367	гармонии и	1	1
2368	и множество	1	1
2369	х годов	3	1
2370	белых ночах	5	1
2371	а о	1	1
2372	от апреля	2	1
2373	этом что	1	1
2374	великом инквизиторе	3	1
2375	романов достоевского	8	1
2376	по-разному в	1	1
2377	превращает его	1	1
2378	достоевского не	12	1
2379	характеристики этого	1	1
2380	и давно	1	1
2381	такого понимания	1	1
2382	к жизни	4	1
2383	не имеющего	1	1
2384	один момент	1	1
2385	во имя	3	1
2386	этой цели	1	1
2387	которого уже	1	1
2388	нам эту	1	1
2389	общим законом	1	1
2390	прошедшее и	1	1
2391	что человечество	1	1
2392	отходит от	2	1
2393	очень важную	1	1
2394	человеком и	1	1
2395	присутствует в	1	1
2396	руки и	1	1
2397	времени является	1	1
2398	идет к	1	1
2399	гораздо шире	1	1
2400	преимущественно в	1	1
2401	для характеристики	1	1
2402	он ни	3	1
2403	свое творчество	1	1
2404	раскольникова и	1	1
2405	не выдерживает	1	1
2406	в руки	2	1
2407	не могу	2	1
2408	ли и	1	1
2409	мечтает о	1	1
2410	стихах и	1	1
2411	как уже	2	1
2412	а от	1	1
2413	что нужно	1	1
2414	отнюдь нет	1	1
2415	идеологическим содержанием	1	1
2416	идет уже	1	1
2417	и настоящее	1	1
2418	не существовало	1	1
2419	с лизой	2	1
2420	отношениями между	2	1
2421	здравому смыслу	1	1
2422	люди его	1	1
2423	и обратно	1	1
2424	я иду	1	1
2425	и фактически	1	1
2426	по сути	6	1
2427	с прошлым	1	1
2428	образ если	1	1
2429	этого образа	1	1
2430	говорили уже	1	1
2431	и способы	1	1
2432	в большинстве	1	1
2433	бы самое	1	1
2434	его а	1	1
2435	ночи в	1	1
2436	это казалось	1	1
2437	к нескольким	1	1
2438	в отрыве	1	1
2439	лицо по	1	1
2440	по всей	1	1
2441	в трудах	1	1
2442	этот роман	2	1
2443	самой своей	2	1
2444	считает что	1	1
2445	должна указывать	1	1
2446	связи между	1	1
2447	в библии	1	1
2448	в композиции	1	1
2449	означало бы	1	1
2450	сердце и	2	1
2451	при внимательном	1	1
2452	и читателя	1	1
2453	язык в	1	1
2454	сам является	1	1
2455	за их	1	1
2456	момента и	1	1
2457	и отношений	2	1
2458	он более	1	1
2459	существование всех	1	1
2460	в создании	2	1
2461	которая дана	1	1
2462	в эти	1	1
2463	дальнейшем мы	1	1
2464	надо было	2	1
2465	таким же	1	1
2466	из центральных	1	1
2467	на ту	1	1
2468	по нашему	9	1
