N	2gram	Tiupa_Narr	Literetu
1267	необходимым для	1	1
1268	по бахтину	3	1
1269	теперь начинает	1	1
1270	сам текст	1	1
1271	м.м бахтина	1	1
1272	похожей на	1	1
1273	жизненная установка	1	1
1274	кто не	1	1
1275	резко отличается	1	1
1276	в зеркало	1	1
1277	и времени	1	1
1278	человека с	1	1
1279	данного текста	1	1
1280	как то	1	1
1281	первые два	2	1
1282	б.о корман	1	1
1283	и характерное	1	1
1284	пространства и	1	1
1285	этом своем	1	1
1286	писатель и	1	1
1287	рассказа о	2	1
1288	речевых жанров	4	1
1289	ему надлежит	1	1
1290	дискурса в	2	1
1291	в книге	1	1
1292	к ней	1	1
1293	определена как	1	1
1294	по всей	2	1
1295	выбора не	1	1
1296	данного произведения	1	1
1297	на путь	1	1
1298	в плане	1	1
1299	однако для	1	1
1300	реальность в	1	1
1301	в четвертом	1	1
1302	собой лишь	1	1
1303	наиболее влиятельной	1	1
1304	к чужому	1	1
1305	может как	1	1
1306	героя где	1	1
1307	уже никто	1	1
1308	идет не	1	1
1309	и эта	1	1
1310	до сего	1	1
1311	мира с	1	1
1312	большинства людей	1	1
1313	которое мы	1	1
1314	исторически наиболее	1	1
1315	типа есть	1	1
1316	само по	1	1
1317	жизнью и	2	1
1318	и конец	1	1
1319	иное как	2	1
1320	в обеих	1	1
1321	возможна только	1	1
1322	себе а	1	1
1323	событие это	1	1
