N	2gram	Losev_Dial	Literetu
1312	как тут	2	1
1313	свобода есть	1	1
1314	значении в	1	1
1315	только потому	4	1
1316	значимости его	1	1
1317	мира не	1	1
1318	и образуется	1	1
1319	же он	2	1
1320	он стал	1	1
1321	движения и	3	1
1322	и искусства	1	1
1323	другого и	1	1
1324	в другое	1	1
1325	мир во	1	1
1326	обратиться к	1	1
1327	высшей степени	1	1
1328	об их	1	1
1329	умственные способности	1	1
1330	их собственного	1	1
1331	одних и	2	1
1332	жизни вовсе	1	1
1333	душе и	2	1
1334	или просто	1	1
1335	поэтому что	1	1
1336	постольку поскольку	1	1
1337	не отличает	2	1
1338	равно и	1	1
1339	судьбы в	1	1
1340	ничем не	7	1
1341	исполнения и	1	1
1342	пока что	1	1
1343	основе своей	1	1
1344	который уже	1	1
1345	нет ни	5	1
1346	пришли к	1	1
1347	сам собою	4	1
1348	сам он	1	1
1349	в чуде	12	1
1350	того как	2	1
1351	нас не	1	1
1352	жизнь ибо	1	1
1353	как особого	2	1
1354	на что	2	1
1355	тому чтобы	3	1
1356	и науке	1	1
1357	которых он	1	1
1358	и принципиально	1	1
1359	или с	1	1
1360	самой вещи	1	1
1361	ни на	5	1
1362	и восприятия	1	1
1363	мне это	1	1
1364	которое должно	1	1
1365	в вечности	6	1
1366	романе достоевского	1	1
1367	и духовная	1	1
1368	все это	13	1
1369	то самое	1	1
1370	указание на	1	1
1371	бытие и	3	1
1372	ее природы	1	1
1373	вытекающее из	1	1
1374	силу и	1	1
1375	из форм	1	1
1376	кто бы	1	1
1377	а все	1	1
1378	это именно	1	1
1379	но одно	1	1
1380	содержанием в	1	1
1381	слова не	1	1
1382	вы а	1	1
1383	жизнь из	1	1
1384	когда же	2	1
1385	в виде	11	1
1386	целиком в	1	1
1387	а собственно	1	1
1388	не абсолютная	1	1
1389	же именно	3	1
1390	что ни	1	1
1391	от друга	1	1
1392	пределах одной	1	1
1393	или в	4	1
1394	шла речь	1	1
1395	но принципиально	1	1
1396	в целую	1	1
1397	жизни это	1	1
1398	когда оно	1	1
1399	что будет	1	1
1400	мира я	1	1
1401	в силах	2	1
1402	в бытии	2	1
1403	исходят из	2	1
1404	не те	1	1
1405	сознания но	2	1
1406	вообще не	3	1
1407	чтобы быть	5	1
1408	сама по	11	1
1409	случае не	4	1
1410	и совсем	1	1
1411	среди прочих	1	1
1412	это откровение	1	1
1413	мы есть	2	1
1414	не предполагает	2	1
1415	я бы	3	1
1416	говорят о	2	1
1417	иной раз	3	1
1418	основана на	1	1
1419	далеко еще	1	1
1420	есть только	13	1
1421	однако это	2	1
1422	живой и	1	1
1423	последнее время	2	1
1424	на одном	1	1
1425	на все	1	1
1426	не столь	1	1
1427	и всякой	2	1
1428	по его	2	1
1429	в новом	1	1
1430	мы находим	5	1
1431	только и	3	1
1432	нисколько не	4	1
1433	упование на	1	1
1434	камня на	1	1
1435	в условиях	2	1
1436	это было	5	1
1437	от личности	5	1
1438	потребности и	1	1
1439	этот ряд	2	1
1440	бытие личности	1	1
1441	сама личность	4	1
1442	о всякой	1	1
1443	говорит об	1	1
1444	произведение и	1	1
1445	или менее	1	1
1446	такого человека	1	1
1447	в одной	4	1
1448	и тело	1	1
1449	при виде	1	1
1450	в меру	1	1
1451	бы ни	1	1
1452	бы это	3	1
1453	центра в	1	1
1454	идеи или	1	1
1455	этих двух	1	1
1456	человека к	1	1
1457	без внимания	1	1
1458	что эти	1	1
1459	и свои	1	1
1460	вопрос не	1	1
1461	которая как	1	1
1462	и первые	1	1
1463	этого он	2	1
1464	только лишь	3	1
1465	существует только	1	1
1466	бытия как	1	1
1467	истина и	1	1
1468	там ни	1	1
1469	и эти	2	1
1470	как ни	1	1
1471	по которому	3	1
1472	ли уже	1	1
1473	же от	2	1
1474	просто как	3	1
1475	наша жизнь	1	1
1476	а просто	1	1
1477	мы воспринимаем	3	1
1478	двух основных	1	1
1479	нужно в	1	1
1480	слово это	1	1
1481	ни один	2	1
1482	вся жизнь	1	1
1483	же самом	1	1
1484	это приводит	1	1
1485	оно мыслится	1	1
1486	вопрос как	1	1
1487	и нигде	1	1
1488	быть и	7	1
1489	и слова	1	1
1490	есть всегда	9	1
1491	это начало	1	1
1492	к тем	1	1
1493	и их	1	1
1494	субъекта то	1	1
1495	здесь очевидно	1	1
1496	и эстетической	4	1
1497	уже заранее	1	1
1498	одного человека	1	1
1499	быть ни	2	1
1500	оказывается что	5	1
1501	кто не	1	1
1502	говоря о	3	1
1503	миф как	7	1
1504	но дело	1	1
1505	и времени	2	1
1506	пространство в	1	1
1507	лишь как	4	1
1508	как то	1	1
1509	и всякая	2	1
1510	было указано	2	1
1511	первые два	1	1
1512	пространства и	3	1
1513	исторических событий	1	1
1514	но то	3	1
1515	и социализме	1	1
1516	что поскольку	1	1
1517	именно тогда	1	1
1518	к ней	1	1
1519	по всей	1	1
1520	и вне	3	1
1521	тяготения к	1	1
1522	место не	1	1
1523	наиболее существенной	1	1
1524	у меня	2	1
1525	есть сам	1	1
1526	предмет его	1	1
1527	с бытием	1	1
1528	же можно	2	1
1529	исторического процесса	2	1
1530	момент в	1	1
1531	исторически и	1	1
1532	память о	1	1
1533	о каком	1	1
1534	суда и	1	1
1535	об объективности	1	1
1536	но я	2	1
1537	можно будет	1	1
1538	передо мною	1	1
1539	людей на	1	1
1540	об этой	1	1
1541	и эта	1	1
1542	в теле	2	1
1543	мир он	1	1
1544	которая отнюдь	1	1
1545	эти два	3	1
1546	конце концов	1	1
1547	лучшем случае	2	1
1548	будущей жизни	1	1
1549	как живой	1	1
1550	ему быть	1	1
1551	он с	1	1
1552	само по	8	1
1553	к богу	1	1
1554	самосознания в	2	1
1555	на народ	2	1
1556	быть выражено	1	1
1557	вне меня	1	1
1558	жизнью и	1	1
1559	вопроса не	1	1
1560	иное как	6	1
1561	для другого	1	1
1562	возможна только	2	1
1563	меня и	2	1
1564	себе а	2	1
