N	2gram	Medvedev_V	Vladivir
1309	философии как	1	1
1310	за его	1	1
1311	справедливо говорит	2	1
1312	очень многие	2	1
1313	связаны с	1	1
1314	эти же	1	1
1315	оно может	1	1
1316	каждую свою	1	1
1317	в последовательном	1	1
1318	ними нет	1	1
1319	может иметь	1	1
1320	содержание их	1	1
1321	этом у	1	1
1322	и искусство	1	1
1323	он это	1	1
1324	и мира	1	1
1325	хотя ни	1	1
1326	в основных	3	1
1327	что сущность	1	1
1328	следовало ожидать	1	1
1329	и непосредственно	2	1
1330	с новыми	1	1
1331	может идти	1	1
1332	ни один	8	1
1333	цитата из	1	1
1334	в значительной	3	1
1335	от всех	1	1
1336	физической природы	1	1
1337	всеми этими	1	1
1338	занимает не	1	1
1339	выйти за	1	1
1340	свою историю	1	1
1341	к анализу	1	1
1342	только у	2	1
1343	было еще	1	1
1344	не следует	8	1
1345	ним не	1	1
1346	после всего	2	1
1347	полная независимость	1	1
1348	чтобы не	2	1
1349	полное и	1	1
1350	развития не	1	1
1351	признать что	1	1
1352	статье о	1	1
1353	всего не	2	1
1354	частности к	2	1
1355	всех его	2	1
1356	этом пишет	1	1
1357	наконец что	1	1
1358	в плане	5	1
1359	реакции на	2	1
1360	слонимский в	1	1
1361	того чего	1	1
1362	или у	1	1
1363	нужно признать	1	1
1364	объективной реальности	3	1
1365	и значения	1	1
1366	по год	1	1
1367	пишет что	1	1
1368	его пока	1	1
1369	или иной	2	1
1370	можно отметить	1	1
1371	может вызвать	1	1
1372	и дальше	2	1
1373	у н	1	1
1374	слова и	1	1
1375	только эти	1	1
1376	все для	1	1
1377	к работе	3	1
1378	однако все	1	1
1379	толстой очень	1	1
1380	для этого	1	1
1381	это подтверждается	1	1
1382	именно это	1	1
1383	чем отличается	1	1
1384	начинает с	1	1
1385	не заметить	1	1
1386	в известной	2	1
1387	познавательного процесса	1	1
1388	к идее	1	1
1389	венгерову от	1	1
1390	мира в	1	1
