N	2gram	Vygotskiy_	Problemy
1310	в научной	2	1
1311	как две	1	1
1312	этому пути	2	1
1313	а наоборот	1	1
1314	от его	5	1
1315	сознание если	1	1
1316	еще раньше	1	1
1317	к человеку	1	1
1318	здесь могут	1	1
1319	не говорят	1	1
1320	один пример	1	1
1321	собственные мысли	1	1
1322	определяет как	1	1
1323	время и	1	1
1324	не видел	1	1
1325	что каждая	1	1
1326	такого рода	1	1
1327	что та	2	1
1328	внимание на	1	1
1329	в состоянии	2	1
1330	что сама	2	1
1331	автором если	1	1
1332	или они	2	1
1333	и основной	3	1
1334	и духовных	1	1
1335	и недвусмысленно	1	1
1336	обстояло дело	1	1
1337	а ведь	1	1
1338	мышления с	8	1
1339	совершенно необходимо	1	1
1340	помимо того	1	1
1341	в социальной	1	1
1342	ибо само	3	1
1343	лишь после	3	1
1344	для я	1	1
1345	представить в	1	1
1346	указал на	1	1
1347	по мнению	2	1
1348	после этого	1	1
1349	формой его	1	1
1350	что пожалуй	1	1
1351	мечты и	3	1
1352	момент самого	1	1
1353	говорить языком	1	1
1354	значит не	1	1
1355	и одного	1	1
1356	в тот	1	1
1357	отказывается от	1	1
1358	которых ни	1	1
1359	из только	1	1
1360	что кроме	2	1
1361	не от	1	1
1362	возникает вопрос	2	1
1363	в третьем	1	1
1364	видит в	2	1
1365	мировоззрения и	1	1
1366	только к	1	1
1367	отношения между	3	1
1368	который делает	1	1
1369	действительности то	1	1
1370	наконец мы	1	1
1371	эпоху в	1	1
1372	бы только	1	1
1373	однако он	1	1
1374	превращается из	1	1
1375	всей полноты	1	1
1376	ибо она	1	1
1377	когда их	2	1
1378	говорит в	2	1
1379	различных формах	1	1
1380	не говорит	1	1
1381	из важнейших	2	1
1382	их по	1	1
1383	и принципиальная	1	1
1384	мысли к	9	1
1385	разновидностей в	1	1
1386	наконец не	1	1
1387	и чисто	1	1
1388	смысле он	1	1
1389	или несколько	1	1
1390	этого по	1	1
1391	смысле т.е	1	1
1392	и выводы	1	1
1393	выражения но	1	1
1394	из чистого	2	1
1395	или хотя	1	1
1396	мыслей то	1	1
1397	и всю	2	1
1398	первых слов	6	1
1399	в среде	1	1
1400	мере того	1	1
1401	первый план	3	1
1402	и предвосхищая	1	1
1403	глубиной и	1	1
1404	учение о	4	1
1405	в связи	3	1
1406	ясно что	2	1
1407	которыми мы	1	1
1408	развитие этой	1	1
1409	мыслит и	1	1
1410	наших собственных	1	1
1411	из главных	1	1
1412	мысли мы	1	1
1413	и вместе	1	1
1414	фактами которые	1	1
1415	мы пытались	6	1
1416	иным как	1	1
1417	нет нужды	1	1
1418	быть сделаны	1	1
1419	лежит не	1	1
1420	пытались свести	1	1
1421	особенности в	1	1
1422	данного типа	1	1
1423	говорят не	1	1
1424	в идеалистической	1	1
1425	больше и	1	1
1426	монолог и	1	1
1427	этой концепции	2	1
1428	в двух	3	1
1429	благодаря тому	3	1
1430	бы поставить	1	1
1431	воздействия на	1	1
1432	к мысли	3	1
1433	его значение	2	1
1434	разумеется не	1	1
1435	к некоторым	1	1
1436	отсутствуют в	1	1
1437	могло бы	2	1
1438	на другом	1	1
1439	к фактам	1	1
1440	есть чем	1	1
1441	будет сказать	1	1
1442	автора на	1	1
1443	вопроса о	3	1
1444	вмешивается в	1	1
1445	есть теория	1	1
1446	вопрос об	8	1
1447	всех своих	2	1
1448	совершенно другой	1	1
1449	всей их	2	1
1450	основной идеи	1	1
1451	с новой	1	1
1452	но можно	1	1
1453	нами как	2	1
1454	другом материале	1	1
1455	мысль с	4	1
1456	который является	2	1
1457	поэтому так	1	1
1458	как субъект	1	1
1459	за этими	1	1
1460	таковы три	1	1
1461	форме чтобы	1	1
1462	который без	1	1
1463	мы думаем	4	1
1464	внешний мир	1	1
1465	действительность его	1	1
1466	в отдельных	3	1
1467	у них	1	1
1468	еще только	1	1
1469	особенностей его	1	1
1470	связь и	2	1
1471	слова так	2	1
1472	внешние и	1	1
1473	вместо того	3	1
1474	личности и	1	1
1475	чтобы он	1	1
1476	он находится	2	1
1477	самому себе	2	1
1478	своей новой	1	1
1479	прошлого и	1	1
1480	а ее	1	1
1481	и тем	8	1
1482	все основные	3	1
1483	как это	6	1
1484	можно сделать	1	1
1485	всей этой	2	1
1486	всех других	1	1
1487	не были	1	1
1488	хотя в	1	1
1489	сюда относятся	1	1
1490	в тех	2	1
1491	и тот	1	1
1492	других людей	1	1
1493	от самого	1	1
1494	как автор	1	1
1495	направление и	2	1
1496	вопрос что	1	1
1497	выше в	1	1
1498	это может	1	1
1499	он просит	1	1
1500	внешнее выражение	1	1
1501	из прошлого	1	1
1502	он представляет	2	1
1503	когда мы	2	1
1504	и возникает	3	1
1505	могла бы	2	1
1506	того кто	2	1
1507	сущности ничего	2	1
1508	конкретных и	1	1
1509	центр тяжести	1	1
1510	и стремление	1	1
1511	следовательно в	1	1
1512	примерно в	1	1
1513	вопрос в	2	1
1514	между словом	2	1
1515	жизнь как	1	1
1516	известном смысле	3	1
1517	это потому	1	1
1518	кажется это	1	1
1519	нами был	1	1
1520	и никогда	1	1
1521	главным образом	2	1
1522	те новые	1	1
1523	последнего времени	1	1
1524	так отчетливо	1	1
1525	что есть	1	1
1526	условия для	1	1
1527	их к	1	1
1528	связь по	1	1
1529	когда они	1	1
1530	приводят к	1	1
1531	и ты	1	1
1532	в доме	1	1
1533	такой форме	1	1
1534	что только	2	1
1535	стоит только	5	1
1536	значение этих	1	1
1537	и повторяя	1	1
1538	одной стороны	15	1
1539	логику и	2	1
1540	которая у	1	1
1541	единству как	1	1
1542	только такое	1	1
1543	такой постановки	1	1
1544	которого мы	1	1
1545	и риск	1	1
1546	речь если	1	1
1547	слова до	1	1
1548	уходит в	1	1
1549	его реального	1	1
1550	каждого из	2	1
1551	следует за	2	1
1552	действительной жизни	1	1
1553	сливаются в	1	1
1554	эту последнюю	2	1
1555	нее не	1	1
1556	дальше что	1	1
1557	и самый	2	1
1558	всем протяжении	3	1
1559	ведет к	1	1
1560	речи то	1	1
1561	как теперь	1	1
1562	к такому	1	1
1563	логике и	1	1
1564	собственном смысле	8	1
1565	в частности	8	1
1566	время вести	1	1
1567	ввести их	1	1
1568	к иному	1	1
1569	как одна	1	1
1570	одним словом	1	1
1571	приближается к	1	1
1572	даже несколько	1	1
1573	его мнению	1	1
1574	этой проблемы	10	1
1575	и должны	2	1
1576	речи но	5	1
1577	сравнению со	1	1
1578	прямо говорит	4	1
1579	плане чисто	1	1
1580	объясняется не	1	1
1581	которые он	2	1
1582	различает три	1	1
1583	живет в	3	1
1584	вопрос который	4	1
1585	на ее	2	1
1586	свой характер	1	1
1587	эти особенности	1	1
1588	и менее	1	1
1589	переносится в	1	1
1590	говорит и	1	1
1591	и другим	2	1
1592	не находим	1	1
1593	до некоторой	1	1
1594	дела в	1	1
1595	слове мы	1	1
1596	и из	2	1
1597	он что	3	1
1598	это она	1	1
1599	так развивается	1	1
1600	он на	3	1
1601	речи которую	1	1
1602	самой жизни	1	1
1603	плана в	1	1
1604	первых двух	1	1
1605	утверждает что	3	1
1606	целому в	1	1
1607	оттого что	1	1
1608	нее она	1	1
1609	поэтому она	1	1
1610	это есть	2	1
1611	но чтобы	1	1
1612	речи от	4	1
1613	к постановке	2	1
1614	с совершенной	1	1
1615	она становится	2	1
1616	и строго	1	1
1617	очень легко	1	1
1618	должен был	1	1
1619	оказывается в	2	1
1620	находим у	1	1
1621	мысль а	1	1
1622	и делают	1	1
1623	именно оно	1	1
1624	строгом смысле	1	1
1625	наблюдений над	1	1
1626	сказать по	1	1
1627	это положение	5	1
1628	заключается в	12	1
1629	автор говорит	1	1
1630	оно есть	2	1
1631	она более	1	1
1632	себя с	1	1
1633	в нас	1	1
1634	мышления о	2	1
1635	сознании в	1	1
1636	развития в	8	1
1637	выводы из	1	1
1638	черта не	1	1
1639	если это	2	1
1640	еще с	1	1
1641	предшествующей части	1	1
1642	становясь на	1	1
1643	над которой	1	1
1644	ничего я	1	1
1645	простым примером	1	1
1646	можно назвать	2	1
1647	к которым	3	1
1648	человеку как	1	1
1649	уж конечно	1	1
1650	быть понято	1	1
1651	ними не	1	1
1652	вот все	1	1
1653	определяющим фактором	2	1
1654	момент и	1	1
1655	которые могут	1	1
1656	первому и	1	1
1657	не приводит	1	1
1658	явлений и	1	1
1659	нас интересует	1	1
1660	только игра	1	1
1661	роли в	2	1
1662	постановка этой	1	1
1663	о котором	3	1
1664	сравнению с	9	1
1665	предмету но	1	1
1666	характерна для	1	1
1667	эта внутренняя	1	1
1668	со стороны	4	1
1669	в известном	4	1
1670	анализа является	1	1
1671	чтобы убедиться	2	1
1672	в воздухе	1	1
1673	в каком	3	1
1674	для читателя	1	1
1675	сейчас же	1	1
1676	остановиться в	1	1
1677	слова к	1	1
1678	из области	2	1
1679	показать как	1	1
1680	сдвигов в	1	1
1681	того на	1	1
1682	к индивидуальному	1	1
1683	в общении	2	1
1684	дальнейшее развитие	1	1
1685	ли они	1	1
1686	спрашивает он	1	1
1687	этом пункте	3	1
1688	вот почему	5	1
1689	мыслью и	7	1
1690	падает на	1	1
1691	где нет	1	1
1692	речь для	3	1
1693	что мы	9	1
1694	результате получается	1	1
1695	он прямо	1	1
1696	в очень	1	1
1697	для всякой	1	1
1698	психологии или	1	1
1699	ей о	1	1
1700	речи он	1	1
1701	о явлениях	1	1
1702	всеми остальными	2	1
1703	идее есть	1	1
1704	двух основных	1	1
1705	и великого	1	1
1706	из потребности	1	1
1707	значение этого	1	1
1708	новый момент	1	1
1709	истинное слово	1	1
1710	лежат в	1	1
1711	на основе	7	1
1712	путь которым	1	1
1713	и поэтому	2	1
1714	том как	1	1
1715	основе этого	1	1
1716	которое не	2	1
1717	целого как	1	1
1718	и второй	2	1
1719	по многим	1	1
1720	причиной и	1	1
1721	и независимо	1	1
1722	речи не	1	1
1723	и тогда	1	1
1724	идея идея	1	1
1725	другой вопрос	2	1
1726	речи именно	2	1
1727	в середине	1	1
1728	и теперь	2	1
1729	только один	1	1
1730	слово лишенное	1	1
1731	в итоге	1	1
1732	занимает в	2	1
1733	эта мысль	3	1
1734	и нового	1	1
1735	да в	1	1
1736	даны уже	1	1
1737	от других	1	1
1738	принять ее	1	1
1739	и наиболее	2	1
1740	выводом из	3	1
1741	это стремление	1	1
1742	один а	1	1
1743	более и	3	1
1744	исключить из	1	1
1745	в совершенно	5	1
1746	незаметно для	1	1
1747	перед глазами	1	1
1748	своих воззрений	1	1
1749	идея есть	1	1
1750	только это	1	1
1751	после катастрофы	1	1
1752	потому и	2	1
1753	имеем в	1	1
1754	на которые	1	1
1755	так значит	1	1
1756	целое в	1	1
1757	так мало	1	1
1758	которые его	1	1
1759	на две	3	1
1760	в данной	1	1
1761	впервые в	1	1
1762	к следующему	1	1
1763	является единственно	1	1
1764	принадлежит к	2	1
1765	в самую	1	1
1766	остановить свой	1	1
1767	она неизбежно	1	1
1768	же есть	1	1
1769	социальной ситуации	1	1
1770	целом в	2	1
1771	с мыслью	2	1
1772	речи на	1	1
1773	это является	1	1
1774	внешних условий	1	1
1775	этот последний	1	1
1776	с чужой	1	1
1777	затем снова	1	1
1778	но если	3	1
1779	говорит прямо	1	1
1780	будь то	1	1
1781	прямо противоположным	1	1
1782	воспитания и	1	1
1783	положений на	1	1
1784	является только	1	1
1785	на единство	1	1
1786	это неизбежно	1	1
1787	и после	1	1
1788	является уже	2	1
1789	случаев и	1	1
1790	сожалению не	1	1
1791	деле он	1	1
1792	обратиться к	4	1
1793	из этой	2	1
1794	кажется ни	1	1
1795	особенности на	1	1
1796	всего того	2	1
1797	которому он	1	1
1798	выступают с	1	1
1799	что автор	1	1
1800	рассматривать в	2	1
1801	это идея	1	1
1802	благоприятные условия	1	1
1803	и речью	5	1
1804	тут есть	1	1
1805	на других	2	1
1806	находятся в	1	1
1807	отсюда следует	1	1
1808	всякое желание	1	1
1809	в более	3	1
1810	мы могли	11	1
1811	о его	1	1
1812	характер носит	1	1
1813	функции он	1	1
1814	основную структурную	1	1
1815	может не	4	1
1816	стороны мы	2	1
1817	ни с	1	1
1818	как у	1	1
1819	зависит от	2	1
1820	итак в	1	1
1821	этих слов	1	1
1822	он делает	1	1
1823	том числе	3	1
1824	от жизни	2	1
1825	мы имеем	2	1
1826	или с	1	1
1827	он начинает	1	1
1828	ничего кроме	3	1
1829	человека непосредственно	1	1
1830	переход к	1	1
1831	речи которая	2	1
1832	социального общения	1	1
1833	развитии и	1	1
1834	сознания это	1	1
1835	этом он	1	1
1836	деле не	1	1
1837	полагаем что	1	1
1838	он действует	1	1
1839	нам еще	1	1
1840	как проблемы	1	1
1841	кто его	1	1
1842	таков будет	1	1
1843	дорогу не	1	1
1844	в предшествующей	1	1
1845	в полном	3	1
1846	указание на	4	1
1847	ее превращения	1	1
1848	то мы	1	1
1849	раскрыть в	2	1
1850	из своих	1	1
1851	первом месте	2	1
1852	камнем для	2	1
1853	эта функция	1	1
1854	правильнее будет	1	1
1855	мы находим	7	1
1856	видим не	1	1
1857	в ином	2	1
1858	зрения того	1	1
1859	к самой	1	1
1860	окончательное суждение	1	1
1861	рядом друг	1	1
1862	в таких	1	1
1863	что действительно	1	1
1864	говорил он	1	1
1865	просто как	1	1
1866	в присутствии	1	1
1867	автора от	1	1
1868	и более	6	1
1869	новая постановка	1	1
1870	входить в	1	1
1871	в такую	1	1
1872	его собственную	2	1
1873	и которая	2	1
1874	же по	1	1
1875	настоящей книги	1	1
1876	раз навсегда	1	1
1877	в ту	2	1
1878	и понятиями	1	1
1879	он видел	1	1
1880	и другое	1	1
1881	чтобы быть	2	1
1882	живет только	1	1
1883	развивается не	1	1
1884	из конкретных	1	1
1885	как такого	1	1
1886	который определяется	1	1
1887	что первый	1	1
1888	направленность на	3	1
1889	нас к	10	1
1890	мыслью не	1	1
1891	случаях когда	1	1
1892	мышления которые	3	1
1893	этой в	1	1
1894	и сформулировать	1	1
1895	стремление к	1	1
1896	ли не	1	1
1897	сторону этой	1	1
1898	на все	5	1
1899	без этого	2	1
1900	нет у	1	1
1901	этого вопроса	1	1
1902	со своей	1	1
1903	сразу же	1	1
1904	по его	2	1
1905	в новом	3	1
1906	направлении в	1	1
1907	что находится	1	1
1908	и оно	1	1
1909	поэтическим словом	1	1
1910	и верное	1	1
1911	бы совершенно	1	1
1912	говорит об	1	1
1913	идеи об	1	1
1914	анализ этого	2	1
1915	тем более	7	1
1916	словом с	1	1
1917	бы это	1	1
1918	еще одной	1	1
1919	он прежде	2	1
1920	эти же	1	1
1921	человека к	4	1
1922	что эти	3	1
1923	нечто стоящее	1	1
1924	чем же	2	1
1925	как всякая	1	1
1926	принципиальное значение	1	1
1927	этой формы	2	1
1928	же деле	1	1
1929	он указывает	1	1
1930	и последнее	1	1
1931	может иметь	1	1
1932	на всем	3	1
1933	за то	2	1
1934	и человека	2	1
1935	как ни	1	1
1936	социальный и	1	1
1937	другому это	1	1
1938	мышления и	50	1
1939	пр в	1	1
1940	выше и	2	1
1941	оно в	1	1
1942	и социального	1	1
1943	мнению и	1	1
1944	и заключается	2	1
1945	образом попытка	1	1
1946	которая для	1	1
1947	тем чего	1	1
1948	на один	1	1
1949	которую мы	6	1
1950	другими словами	1	1
1951	его не	3	1
1952	идею в	1	1
1953	мы настаиваем	1	1
1954	как уже	9	1
1955	гордость и	1	1
1956	а от	1	1
1957	с полным	1	1
1958	естественным выводом	1	1
1959	и строит	1	1
1960	главное и	1	1
1961	с совершенно	1	1
1962	иное чем	1	1
1963	первое и	1	1
1964	позволяет нам	1	1
1965	своей книге	3	1
1966	здесь это	1	1
1967	только их	1	1
1968	они образуют	1	1
1969	не оставляет	1	1
1970	речи дело	1	1
1971	есть прежде	2	1
1972	всего его	3	1
1973	тех же	3	1
1974	слово всегда	1	1
1975	этом социальном	1	1
1976	отказ от	1	1
1977	к области	1	1
1978	всякое слово	1	1
1979	оказывается что	1	1
1980	прибегать к	2	1
1981	заключает в	1	1
1982	гораздо легче	1	1
1983	у кого	1	1
1984	но дело	1	1
1985	дать ему	1	1
1986	в это	1	1
1987	вплотную к	2	1
1988	ведет его	1	1
1989	и противопоставить	1	1
1990	из своей	1	1
1991	личность как	1	1
1992	ведь если	1	1
1993	на непосредственное	1	1
1994	новое что	1	1
1995	когда ее	2	1
1996	с первого	1	1
1997	еще на	4	1
1998	которых они	1	1
1999	создает в	1	1
2000	рассматривать как	1	1
2001	но исторические	1	1
2002	на это	1	1
2003	как из	1	1
2004	это главное	1	1
2005	всего то	1	1
2006	числе и	3	1
2007	но эту	1	1
2008	же на	1	1
2009	показывает как	2	1
2010	к изучению	3	1
2011	нас прежде	1	1
2012	от мысли	4	1
2013	и свойств	1	1
2014	что две	1	1
2015	все больше	1	1
2016	сторона вопроса	1	1
2017	мы бы	1	1
2018	считает что	1	1
2019	определяет всю	1	1
2020	самого последнего	1	1
2021	может показаться	2	1
2022	мы сейчас	1	1
2023	есть его	1	1
2024	по этому	4	1
2025	место в	1	1
2026	наблюдая за	1	1
2027	то новое	1	1
2028	единства не	1	1
2029	как увидим	2	1
2030	законов этого	1	1
2031	и переживаний	1	1
2032	и дальше	1	1
2033	социальной среде	5	1
2034	и теоретические	1	1
2035	неизбежно превращается	1	1
2036	об этой	3	1
2037	которое все	1	1
2038	что до	1	1
2039	о своих	2	1
2040	в области	4	1
2041	и критика	1	1
2042	все другие	2	1
2043	своим собственным	1	1
2044	и новые	1	1
2045	же успехом	2	1
2046	в мышлении	3	1
2047	социально и	1	1
2048	не надо	2	1
2049	гл ii	1	1
2050	в известной	2	1
2051	есть не	3	1
2052	на ту	1	1
2053	совершается в	1	1
2054	здесь этот	1	1
2055	которой так	1	1
