N	2gram	Potebnia_M	formyVre
1316	были бы	1	1
1317	на жизнь	1	1
1318	на время	1	1
1319	в речи	4	1
1320	представляет себе	1	1
1321	на деле	8	1
1322	и стало	2	1
1323	его образе	1	1
1324	трудом и	1	1
1325	к другим	4	1
1326	и конечно	1	1
1327	вне себя	3	1
1328	например что	2	1
1329	и музыка	1	1
1330	можно видеть	6	1
1331	речи но	1	1
1332	но за	1	1
1333	создание новых	1	1
1334	цели то	1	1
1335	известно что	4	1
1336	тесная связь	1	1
1337	здесь повторяется	1	1
1338	в немом	1	1
1339	образа и	6	1
1340	с миром	1	1
1341	есть для	7	1
1342	переносится в	1	1
1343	и состав	1	1
1344	что это	6	1
1345	каким он	1	1
1346	и из	2	1
1347	никак не	3	1
1348	в другой	3	1
1349	из которых	1	1
1350	его во	1	1
1351	о которой	1	1
1352	мы положим	1	1
1353	же нам	3	1
1354	все свое	1	1
1355	более глубокое	1	1
1356	и слов	1	1
1357	отдельного человека	1	1
1358	для человека	8	1
1359	это есть	1	1
1360	сводится к	1	1
1361	найдем и	1	1
1362	подобно тому	3	1
1363	мере и	1	1
1364	под этим	1	1
1365	связанная с	3	1
1366	самого и	1	1
1367	такого же	1	1
1368	должен был	2	1
1369	и приобретает	1	1
1370	порядок и	1	1
1371	из сказанного	3	1
1372	необходимая для	1	1
1373	все человечество	1	1
1374	не более	1	1
1375	в мое	1	1
1376	мы понимаем	1	1
1377	могут находиться	1	1
1378	отличаются от	1	1
1379	находим у	1	1
1380	оно ни	2	1
1381	то на	1	1
1382	тесную связь	1	1
1383	отлична от	1	1
1384	внутреннего единства	1	1
1385	научного характера	1	1
1386	следовательно в	1	1
1387	эти свойства	1	1
1388	мы выделили	1	1
1389	и степень	2	1
1390	именно не	1	1
1391	размеров и	1	1
1392	могло существовать	1	1
1393	произведений искусства	2	1
1394	тем менее	1	1
1395	сознании в	1	1
1396	взгляда на	1	1
1397	из уст	1	1
1398	происхождения и	1	1
1399	природой не	1	1
1400	а смерть	1	1
1401	создания этой	1	1
1402	значении этого	1	1
1403	может получить	1	1
1404	новое содержание	1	1
1405	она и	1	1
1406	другими не	1	1
1407	как о	3	1
1408	есть нечто	6	1
1409	от чего	1	1
1410	с такими	1	1
1411	с собою	1	1
1412	природе они	1	1
1413	сказанного ясно	1	1
1414	в словах	3	1
1415	форма слова	4	1
1416	же мало	2	1
1417	может не	1	1
1418	которые связаны	1	1
1419	связаны между	1	1
1420	собою в	1	1
1421	оттенки в	1	1
1422	на каждом	1	1
1423	стало быть	4	1
1424	но с	1	1
1425	существование в	2	1
1426	в народной	2	1
1427	и широко	1	1
1428	словами и	1	1
1429	миром но	1	1
1430	к какой	1	1
1431	ее характер	1	1
1432	тесной связи	2	1
1433	нею в	1	1
1434	принадлежит ему	2	1
1435	только одно	1	1
1436	не нужен	1	1
1437	этого явления	1	1
1438	образом все	1	1
1439	существовать в	1	1
1440	всем этом	1	1
1441	нее то	1	1
1442	понятия мы	2	1
1443	не перед	1	1
1444	может создать	1	1
1445	далее и	2	1
1446	их самих	1	1
1447	от горя	1	1
1448	не полное	1	1
1449	и реального	1	1
1450	это событие	2	1
1451	на той	2	1
1452	связана с	1	1
1453	таком виде	1	1
1454	не должно	1	1
1455	нас вопроса	1	1
1456	здесь за	1	1
1457	быть не	4	1
1458	на два	1	1
1459	из его	1	1
1460	тех пор	5	1
1461	в современном	1	1
1462	своего происхождения	2	1
1463	хотя это	1	1
1464	остается только	2	1
1465	развития и	1	1
1466	для нее	1	1
1467	что если	5	1
1468	каждой из	3	1
1469	свойств и	2	1
1470	всего на	1	1
1471	из которого	1	1
1472	находящихся в	2	1
1473	не меньше	1	1
1474	и откуда	1	1
1475	его самосознание	1	1
1476	общие черты	2	1
1477	с первой	1	1
1478	и наиболее	1	1
1479	личной жизни	1	1
1480	ее с	2	1
1481	рано или	2	1
1482	сверху и	1	1
1483	в поэтическом	2	1
1484	принимают в	1	1
1485	форма слов	1	1
1486	при помощи	2	1
1487	что можно	1	1
1488	еще один	1	1
1489	другого в	2	1
1490	связанной с	1	1
1491	идеальность и	1	1
1492	и наши	1	1
1493	глубокое и	1	1
1494	человек должен	2	1
1495	его художественного	1	1
1496	видим в	1	1
1497	она входит	2	1
1498	первобытного человека	1	1
1499	от которой	1	1
1500	в самую	1	1
1501	этим сочетанием	1	1
1502	мира но	1	1
1503	своего я	1	1
1504	его только	2	1
1505	человечества и	1	1
1506	забывать что	1	1
1507	том самом	1	1
1508	к миру	1	1
1509	на этот	1	1
1510	слово и	4	1
1511	мысли но	3	1
1512	имеет и	1	1
1513	к говорящему	1	1
1514	это значение	1	1
1515	в понимании	1	1
1516	него вовсе	2	1
1517	есть к	3	1
1518	или поздно	2	1
1519	когда нам	1	1
1520	как все	1	1
1521	стороны эти	1	1
1522	входящих в	2	1
1523	и разными	1	1
1524	в настоящее	1	1
1525	есть тот	1	1
1526	и искусства	1	1
1527	а вместе	2	1
1528	на обычных	1	1
1529	но есть	3	1
1530	заключенных в	1	1
1531	его можно	1	1
1532	к содержанию	4	1
1533	пример в	1	1
1534	от всякого	1	1
1535	в тесном	2	1
1536	не знают	1	1
1537	время жизни	1	1
1538	ничего и	1	1
1539	в свое	2	1
1540	отличным от	1	1
1541	лучше чем	1	1
1542	пониманием и	1	1
1543	что единство	1	1
1544	тем большим	1	1
1545	что оно	12	1
1546	что ему	1	1
1547	я так	1	1
1548	тоже не	1	1
1549	у гоголя	1	1
1550	то увидим	1	1
1551	благодаря этому	1	1
1552	сила или	2	1
1553	же становится	1	1
1554	это был	1	1
1555	свидетельствует о	1	1
1556	нас не	1	1
1557	общего и	1	1
1558	этого она	1	1
1559	имеет еще	1	1
1560	второй половине	1	1
1561	о значении	2	1
1562	общий тон	1	1
1563	от мира	1	1
1564	что значит	1	1
1565	в художественной	1	1
1566	с судьбою	1	1
1567	без основания	1	1
1568	кровь в	1	1
1569	образ и	6	1
1570	и свойства	1	1
1571	на одно	1	1
1572	а это	2	1
1573	выражение не	1	1
1574	мы нашли	1	1
1575	сторона в	1	1
1576	такое же	5	1
1577	столько сколько	1	1
1578	о нем	1	1
1579	на самом	4	1
1580	на которой	4	1
1581	сознания и	2	1
1582	свойств человека	1	1
1583	а все	1	1
1584	смысле этого	9	1
1585	слово в	6	1
1586	иметь место	1	1
1587	роль играет	1	1
1588	мере своего	1	1
1589	в виде	3	1
1590	он умрет	1	1
1591	ко второму	2	1
1592	ее содержания	1	1
1593	и внутренних	1	1
1594	когда оно	3	1
1595	тождественным с	1	1
1596	даже на	1	1
1597	на нее	2	1
1598	ему самому	3	1
1599	было для	3	1
1600	в ту	2	1
1601	эта природа	1	1
1602	уже совершенно	1	1
1603	указывает на	8	1
1604	сама по	3	1
1605	в ряде	1	1
1606	и без	9	1
1607	участие в	1	1
1608	ее со	1	1
1609	следовало бы	2	1
1610	не подлежит	2	1
1611	могла быть	2	1
1612	но нельзя	1	1
1613	виде в	1	1
1614	от первоначального	1	1
1615	то под	1	1
1616	и я	3	1
1617	или что	4	1
1618	по его	1	1
1619	через них	1	1
1620	половины xix	1	1
1621	нисколько не	1	1
1622	полагать что	1	1
1623	и оно	3	1
1624	причем и	1	1
1625	рядов в	1	1
1626	пока не	2	1
1627	идеи и	2	1
1628	вследствие чего	1	1
1629	гораздо живее	1	1
1630	или менее	6	1
1631	например такие	1	1
1632	хотя я	1	1
1633	и другого	2	1
1634	определенное место	1	1
1635	между явлениями	1	1
1636	в области	3	1
1637	что эти	3	1
1638	к одному	7	1
1639	сказать и	2	1
1640	еще до	3	1
1641	уничтожено и	1	1
1642	достаточно для	1	1
1643	и сила	2	1
1644	за то	1	1
1645	и человека	1	1
1646	а к	4	1
1647	действительности но	1	1
1648	образа как	4	1
1649	в прямой	1	1
1650	это сочетание	1	1
1651	и остановимся	1	1
1652	которую мы	1	1
1653	эти последние	3	1
1654	однородно с	2	1
1655	в земле	1	1
1656	деле может	1	1
1657	что такого	1	1
1658	связь и	2	1
1659	определенности и	2	1
1660	назвать его	1	1
1661	можем в	1	1
1662	значение не	4	1
1663	однако если	1	1
1664	ее так	1	1
1665	тому как	6	1
1666	здесь можно	1	1
1667	не по	1	1
1668	бы назвать	1	1
1669	ее жизни	1	1
1670	это для	1	1
1671	для кого	1	1
1672	может изображать	1	1
1673	самосознания и	2	1
1674	первое и	1	1
1675	единство и	2	1
1676	в мертвых	1	1
1677	есть как	1	1
1678	во второй	1	1
1679	когда он	1	1
1680	что касается	1	1
1681	своего мира	1	1
1682	к тем	4	1
1683	бы например	2	1
1684	образа в	4	1
1685	оно подобно	2	1
1686	пор не	2	1
1687	и смеялся	1	1
1688	от земли	2	1
1689	отношений между	2	1
1690	на островах	1	1
1691	говоря о	5	1
1692	явлений в	1	1
1693	это определяемое	1	1
1694	в нашей	1	1
1695	факт что	1	1
1696	не следует	6	1
1697	например и	2	1
1698	только то	1	1
1699	этого образа	1	1
1700	типа на	1	1
1701	от того	10	1
1702	но вместе	5	1
1703	этих случаях	1	1
1704	старались показать	2	1
1705	его отношение	1	1
1706	во всю	1	1
1707	мысли об	3	1
1708	себе этот	2	1
1709	по той	1	1
1710	люди не	2	1
1711	также с	1	1
1712	что будет	3	1
1713	находиться в	3	1
1714	человека из	1	1
1715	оно должно	1	1
1716	и деятельность	1	1
1717	форма как	1	1
1718	которого никто	1	1
1719	и понятия	4	1
1720	и нельзя	1	1
1721	здесь к	1	1
1722	художественного произведения	6	1
1723	все содержание	2	1
1724	произведения не	2	1
1725	даже для	1	1
1726	может показаться	1	1
1727	сами эти	1	1
1728	мышление как	1	1
1729	нет как	1	1
1730	чем значение	1	1
1731	на то	6	1
1732	новые отношения	1	1
1733	же это	1	1
1734	это в	2	1
1735	следовательно принадлежит	1	1
1736	может и	1	1
1737	я хотя	1	1
1738	вселенной и	1	1
1739	сильное и	1	1
1740	таким же	2	1
1741	и обратно	1	1
1742	носит в	1	1
1743	тесно связанная	1	1
1744	он с	1	1
1745	слова в	7	1
1746	близких к	1	1
1747	с соответствующими	1	1
1748	же стихии	1	1
1749	меньше чем	1	1
