N	2gram	Losev_Dial	KulturaY
1320	части речи	1	1
1321	каково бы	1	1
1322	это последнее	1	1
1323	нас и	1	1
1324	известных условиях	1	1
1325	этом я	1	1
1326	и какова	1	1
1327	говорим что	3	1
1328	субъектов и	1	1
1329	в понимании	1	1
1330	не мертвая	1	1
1331	часто в	1	1
1332	д в	1	1
1333	бы даже	1	1
1334	которых я	1	1
1335	и неизбежно	1	1
1336	так бы	1	1
1337	что первая	1	1
1338	силу исторической	1	1
1339	с другим	1	1
1340	суждения и	1	1
1341	времени в	2	1
1342	не сама	3	1
1343	к своей	1	1
1344	всегда так	3	1
1345	построение и	1	1
1346	одному тому	1	1
1347	есть прежде	1	1
1348	не мне	1	1
1349	бесспорный факт	1	1
1350	между двумя	1	1
1351	жизни по	1	1
1352	мы все	1	1
1353	только на	3	1
1354	реальное бытие	1	1
1355	также на	1	1
1356	чтобы была	1	1
1357	баратынского и	1	1
1358	что подобный	1	1
1359	довольно легко	1	1
1360	самого понятия	1	1
1361	то как	3	1
1362	сказать несколько	1	1
1363	что ее	1	1
1364	каждая сфера	2	1
1365	является как	2	1
1366	целей и	1	1
1367	как таковую	1	1
1368	нем есть	6	1
1369	существенное от	1	1
1370	или вообще	3	1
1371	нас еще	1	1
1372	но этот	1	1
1373	на ней	1	1
1374	и прошу	1	1
1375	поэтического образа	2	1
1376	я думаю	1	1
1377	не становится	1	1
1378	одно вместо	1	1
1379	могут только	1	1
1380	о какой-то	1	1
1381	поэтому все	1	1
1382	весьма и	1	1
1383	и притом	7	1
1384	именно внешнее	1	1
1385	так совершенно	1	1
1386	их столько	1	1
1387	и вместо	1	1
1388	но разве	1	1
1389	еще ничего	1	1
1390	смысле не	1	1
1391	отсюда для	1	1
1392	в основу	1	1
1393	следующим образом	1	1
1394	за него	1	1
1395	просто в	1	1
1396	другой эпохи	1	1
1397	этот голос	3	1
1398	содержание его	1	1
1399	во всей	1	1
1400	это что	2	1
1401	как результат	2	1
1402	из трех	1	1
1403	теории и	1	1
1404	и науки	3	1
1405	науке о	1	1
1406	доказательством этого	1	1
1407	речь о	1	1
1408	отличается тем	1	1
1409	быть поставлено	1	1
1410	он сам	6	1
1411	смыслу этого	1	1
1412	отношении его	1	1
1413	коем случае	1	1
1414	его отдельных	1	1
1415	нужно для	3	1
1416	в идеале	1	1
1417	имели бы	1	1
1418	можно сомневаться	1	1
1419	мы к	1	1
1420	самого образа	1	1
1421	к ее	1	1
1422	слова без	1	1
1423	но там	1	1
1424	основное и	1	1
1425	себя в	2	1
1426	зрения чисто	1	1
1427	ни даже	1	1
1428	в какую-то	2	1
1429	поэзия не	1	1
1430	и неизвестно	2	1
1431	что обычно	1	1
1432	перед нею	1	1
1433	поверхности и	1	1
1434	каждого данного	1	1
1435	же отношение	1	1
1436	от которой	2	1
1437	все признаки	1	1
1438	самой форме	1	1
1439	что основное	1	1
1440	совершенно иными	1	1
1441	д все	2	1
1442	заинтересована в	1	1
1443	и оба	1	1
1444	и всецело	1	1
1445	во всех	3	1
1446	мы видим	6	1
1447	все его	3	1
1448	что то	1	1
1449	внешнем и	1	1
1450	приведу еще	1	1
1451	что учение	1	1
1452	он уж	1	1
1453	к их	1	1
1454	она и	2	1
1455	с простой	2	1
1456	времени можно	2	1
1457	от его	1	1
1458	хочет быть	2	1
1459	сказать и	1	1
1460	она как	1	1
1461	это будет	2	1
1462	как средство	1	1
1463	и повседневной	1	1
1464	прав но	1	1
1465	самое непосредственное	1	1
1466	в братьях	1	1
1467	об одном	3	1
1468	есть одно	1	1
1469	но каково	1	1
1470	из повседневной	1	1
1471	свидетельствовать о	1	1
1472	электричестве и	1	1
1473	никакого другого	1	1
1474	не буду	4	1
1475	не привык	1	1
1476	первые три	1	1
1477	ли быть	1	1
1478	для которой	1	1
1479	это я	6	1
1480	сравнить с	1	1
1481	месте что	1	1
1482	есть просто	6	1
1483	тогда и	2	1
1484	на нас	1	1
1485	в ресторане	1	1
1486	с тех	2	1
1487	смысл для	1	1
1488	смысле есть	1	1
1489	этих категорий	1	1
1490	не должна	2	1
1491	после этого	3	1
1492	что несмотря	1	1
1493	д или	1	1
1494	эта особенность	1	1
1495	будем говорить	2	1
1496	для своего	3	1
1497	можем найти	1	1
1498	или иную	1	1
1499	голову не	1	1
1500	по типу	1	1
1501	если есть	1	1
1502	не скрывается	1	1
1503	не станет	1	1
1504	наизнанку и	1	1
1505	содержание этого	1	1
1506	являются в	1	1
1507	мы на	2	1
1508	бы только	2	1
1509	что вы	1	1
1510	ли и	1	1
1511	как таковом	3	1
1512	быть до	1	1
1513	или не	5	1
1514	столько же	1	1
1515	только она	1	1
1516	и заменить	1	1
1517	он может	3	1
1518	от тех	1	1
1519	не очень	2	1
1520	к чему	1	1
1521	есть искусство	1	1
1522	что под	3	1
1523	не нуждается	9	1
1524	этим и	1	1
1525	это мы	6	1
1526	поэзии где	1	1
1527	но один	1	1
1528	превращается уже	1	1
1529	от нее	1	1
1530	как его	1	1
1531	нельзя например	1	1
1532	стали бы	1	1
1533	из уст	1	1
1534	xviii века	1	1
1535	свет есть	1	1
1536	выражения но	1	1
1537	вещей и	5	1
1538	другое не	1	1
1539	конечно такое	1	1
1540	здесь же	1	1
1541	электричества и	1	1
1542	или иная	4	1
1543	этого можно	1	1
1544	формы а	1	1
1545	на поверхности	1	1
1546	для всякого	2	1
1547	а со	1	1
1548	истинность или	1	1
1549	твердое и	1	1
1550	в установлении	1	1
1551	по одному	4	1
1552	есть именно	1	1
1553	несравненно более	1	1
1554	осталось бы	1	1
1555	долго и	1	1
1556	всякую возможность	1	1
1557	можно прямо	1	1
1558	и перед	1	1
1559	и надо	3	1
1560	и характер	1	1
1561	перехода от	1	1
1562	того и	3	1
1563	и препятствуют	1	1
1564	от обычного	2	1
1565	и являются	1	1
1566	зрения и	2	1
1567	это путь	1	1
1568	должно было	1	1
1569	образ есть	1	1
1570	себе по	1	1
1571	на какие	1	1
1572	конечно как	1	1
1573	мешает ей	2	1
1574	тогда только	1	1
1575	на границе	1	1
1576	быть очень	3	1
1577	сомневаться в	2	1
1578	есть своя	3	1
1579	в эту	1	1
1580	но к	2	1
1581	уже сама	1	1
1582	не иначе	1	1
1583	внешнее на	1	1
1584	действительности и	4	1
1585	точнейшим образом	1	1
1586	ли что	2	1
1587	замечаем что	1	1
1588	раз он	1	1
1589	имеет ничего	3	1
1590	я был	3	1
1591	последнем случае	1	1
1592	от чисто	1	1
1593	понятий и	2	1
1594	скажу только	2	1
1595	всего предыдущего	2	1
1596	ни при	1	1
1597	поэтическое произведение	2	1
1598	отчет в	1	1
1599	же все	1	1
1600	есть свой	1	1
1601	природы а	1	1
1602	время т	2	1
1603	о происхождении	1	1
1604	что же?	1	1
1605	виду их	1	1
1606	который является	1	1
1607	таковы и	1	1
1608	нет уже	1	1
1609	я понимаю	1	1
1610	только путем	1	1
1611	как факт	2	1
1612	при чтении	1	1
1613	уже говорил	1	1
1614	дана в	4	1
1615	этом совершенно	2	1
1616	совершенно непосредственно	1	1
1617	реальных вещей	2	1
1618	в происхождении	1	1
1619	когда я	2	1
1620	до чего	1	1
1621	на другой	1	1
1622	как некая	2	1
1623	бы она	2	1
1624	совсем не	1	1
1625	мне могут	1	1
1626	только об	1	1
1627	но до	1	1
1628	то уже	1	1
1629	будем иметь	1	1
1630	есть так	2	1
1631	и бог	1	1
1632	на весь	1	1
1633	еще яснее	1	1
1634	неприятное но	1	1
1635	и весьма	1	1
1636	понимать и	1	1
1637	образ как	2	1
1638	кажется что	1	1
1639	имеет целью	1	1
1640	не помешало	1	1
1641	почему? потому	1	1
1642	оно и	1	1
1643	во-вторых мы	1	1
1644	он также	2	1
1645	считать и	1	1
1646	одно и	8	1
1647	и та	8	1
1648	хотя в	3	1
1649	кто же	2	1
1650	вспомним что	1	1
1651	элементы в	1	1
1652	где же	1	1
1653	зрения так	2	1
1654	можно заменить	1	1
1655	не имеющая	1	1
1656	по своей	5	1
1657	что бы	1	1
1658	и отличается	3	1
1659	у которого	1	1
1660	бы было	1	1
1661	а вы	1	1
1662	как эта	1	1
1663	так он	1	1
1664	имеет тот	1	1
1665	мною же	1	1
1666	разной степени	2	1
1667	истории и	1	1
1668	почему же	2	1
1669	только может	1	1
1670	но без	3	1
1671	в акте	2	1
1672	для той	2	1
1673	подлинном смысле	1	1
1674	я вам	1	1
1675	культуры и	1	1
1676	всегда имеет	1	1
1677	время на	1	1
1678	есть категория	1	1
1679	не входят	1	1
1680	и каждый	1	1
1681	и никакого	2	1
1682	все вообще	1	1
1683	законов и	1	1
1684	узком и	1	1
1685	силу своей	2	1
1686	них не	1	1
1687	и почему	1	1
1688	внимания и	1	1
1689	отчетливо и	1	1
1690	значит только	1	1
1691	почти всех	1	1
1692	есть фикция	1	1
1693	например о	1	1
1694	себе например	1	1
1695	подлинную природу	1	1
1696	деле это	1	1
1697	которое бы	1	1
1698	особой формы	1	1
1699	каком-то смысле	2	1
1700	значило бы	2	1
1701	если они	1	1
1702	ведь тоже	1	1
1703	действительно есть	3	1
1704	только такой	1	1
1705	есть все	2	1
1706	и жизнью	1	1
1707	и история	1	1
1708	указывает нам	1	1
1709	не ее	1	1
1710	как система	1	1
1711	бы ни	3	1
1712	которые были	2	1
1713	свое собственное	1	1
1714	форму и	2	1
1715	что кроме	1	1
1716	сказать о	1	1
1717	таких примеров	1	1
1718	остановиться на	1	1
1719	есть ли	3	1
1720	своего развития	2	1
1721	собственно нужно	1	1
1722	чтобы тем	1	1
1723	делать с	1	1
1724	бы я	1	1
1725	в один	3	1
1726	понятия и	1	1
1727	что об	1	1
1728	о внешнем	1	1
1729	время совершенно	1	1
1730	в малом	1	1
1731	превращаются в	1	1
1732	бы тогда	1	1
1733	должны сказать	2	1
1734	домашнего обихода	1	1
1735	таков например	1	1
1736	и попробуем	1	1
1737	против этого	2	1
1738	не мешает	8	1
1739	с полной	1	1
1740	и смыслом	1	1
1741	представляет себе	1	1
1742	выразительное и	2	1
1743	и стало	6	1
1744	образом и	3	1
1745	взгляд на	3	1
1746	несколько десятков	1	1
1747	и этот	1	1
1748	совершенно правильно	1	1
1749	и конечно	1	1
1750	его собственное	1	1
1751	достоевского в	1	1
1752	смысла без	1	1
1753	они и	1	1
1754	учением о	1	1
1755	них в	1	1
1756	то есть	1	1
1757	такова же	1	1
1758	на анализе	1	1
1759	в случаях	1	1
1760	к одной	1	1
1761	искусству вообще	1	1
1762	равно с	1	1
1763	он только	1	1
1764	его с	6	1
1765	образа в	2	1
1766	не идет	2	1
1767	не приходит	1	1
1768	и никто	1	1
1769	первого взгляда	2	1
1770	речь как	2	1
1771	сознания можно	1	1
1772	связанное с	1	1
1773	поэзия есть	1	1
1774	в большом	1	1
1775	чтобы можно	1	1
1776	равным образом	1	1
1777	к выводу	2	1
1778	науки и	5	1
1779	она нисколько	2	1
1780	лишь из	1	1
1781	на лбу	1	1
1782	всем известно	1	1
1783	фактов но	1	1
1784	нового времени	1	1
1785	выбор между	2	1
1786	положения этой	1	1
1787	совершенно явственно	1	1
1788	постольку поскольку	1	1
1789	это ему	1	1
1790	есть поэзия	2	1
1791	организм т	1	1
1792	и вызывает	1	1
1793	только еще	2	1
1794	даны как	1	1
1795	дать в	1	1
1796	эти понятия	1	1
1797	не ясно	1	1
1798	как акт	1	1
1799	или другого	1	1
1800	еще особая	1	1
1801	все то	1	1
1802	которых и	1	1
1803	быть как	1	1
1804	однако мы	1	1
1805	отлична от	2	1
1806	ни о	5	1
1807	вскрыть и	1	1
1808	имеет значение	1	1
1809	хорош для	1	1
1810	следовательно в	2	1
1811	вместо этого	1	1
1812	дать себе	1	1
1813	оно есть	5	1
1814	месте и	1	1
1815	подходе к	1	1
1816	из литературы	1	1
1817	на различные	1	1
1818	еще с	1	1
1819	так вот	2	1
1820	или наоборот	2	1
1821	значения и	1	1
1822	даже просто	4	1
1823	уже внутри	1	1
1824	оно всегда	2	1
1825	из тех	1	1
1826	как быть	1	1
1827	случае нельзя	1	1
1828	только отрицательный	1	1
1829	не знал	1	1
1830	может стать	1	1
1831	и звуки	1	1
1832	которые могут	1	1
1833	в обычной	1	1
1834	до полной	3	1
1835	напряжение и	1	1
1836	этим в	1	1
1837	жизни в	1	1
1838	действительно может	2	1
1839	несет на	2	1
1840	явлений и	3	1
1841	что смысл	3	1
1842	увидим как	1	1
1843	себя и	1	1
1844	в механизме	2	1
1845	и вкус	1	1
1846	ничего в	1	1
1847	мы имели	1	1
1848	можно найти	2	1
1849	ему и	1	1
1850	не знали	1	1
1851	другой точки	1	1
1852	из которого	1	1
1853	от всей	1	1
1854	этом его	1	1
1855	идти дальше	2	1
1856	на их	1	1
1857	эти характеристики	1	1
1858	зависящие от	1	1
1859	своей жизни	1	1
1860	первого из	1	1
1861	везде и	1	1
1862	сейчас же	3	1
1863	говорят об	1	1
1864	от поэтического	3	1
1865	он мог	2	1
1866	почему это	2	1
1867	в любой	1	1
1868	есть вопрос	1	1
1869	широко и	1	1
1870	и искусстве	1	1
1871	то я	4	1
1872	сразу и	3	1
1873	где ее	1	1
1874	же просто	2	1
1875	такое положение	1	1
1876	нас интересует	1	1
1877	братьях карамазовых	1	1
1878	нет ничего	1	1
1879	есть все-таки	2	1
1880	становится ясным	1	1
1881	принципиально и	2	1
1882	свои внутренние	1	1
1883	всему этому	1	1
1884	то ясно	1	1
1885	в основе	4	1
1886	ее интересует	1	1
1887	сами же	1	1
1888	и состоит	2	1
1889	где эти	1	1
1890	время оно	1	1
1891	этот объект	1	1
1892	далее и	1	1
1893	поэзия как	1	1
1894	в очень	3	1
1895	не научные	1	1
1896	в пример	1	1
1897	в степени	1	1
1898	как одно	1	1
1899	этого общего	1	1
1900	сознание что	1	1
1901	тотчас же	2	1
1902	это за	5	1
1903	и между	1	1
1904	совсем другое	1	1
1905	несомненно есть	1	1
1906	да еще	1	1
1907	возможен в	3	1
1908	наконец в	1	1
1909	мы уже	8	1
1910	только мы	1	1
1911	явления и	1	1
1912	если для	2	1
1913	например понятие	1	1
1914	не понятие	1	1
1915	чем именно	1	1
1916	в понятие	1	1
1917	но лишь	4	1
1918	уверенным что	1	1
1919	самых разнообразных	1	1
1920	сейчас мы	1	1
1921	развития и	2	1
1922	время есть	6	1
1923	и ограниченная	1	1
1924	и больше	2	1
1925	эпоха имеет	1	1
1926	всего на	1	1
1927	то все	1	1
1928	на почву	1	1
1929	со всей	2	1
1930	и вся	1	1
1931	в которую	1	1
1932	его основные	1	1
1933	время что	1	1
1934	материи и	1	1
1935	о своем	2	1
1936	внимания на	1	1
1937	имеет никакого	3	1
1938	нет никакой	2	1
1939	и принимает	1	1
1940	ее с	1	1
1941	мы хотим	1	1
1942	более и	2	1
1943	чем не	2	1
1944	толковать как	1	1
1945	при помощи	1	1
1946	было и	1	1
1947	говорят только	1	1
1948	входить в	1	1
1949	по линии	2	1
1950	времени его	1	1
1951	самых простых	1	1
1952	есть основное	1	1
1953	же теперь	1	1
1954	может ли	1	1
1955	к науке	2	1
1956	ее не	1	1
1957	легче чем	1	1
1958	и интереса	2	1
1959	должна иметь	1	1
1960	и во	1	1
1961	только одна	1	1
1962	новые и	2	1
1963	имеет своим	1	1
1964	категорию в	1	1
1965	но именно	1	1
1966	этому голосу	1	1
1967	которые несмотря	1	1
1968	смысловая форма	1	1
1969	именно то	1	1
1970	указывать на	1	1
1971	мысли не	1	1
1972	в сознании	3	1
1973	чтобы все	3	1
1974	слово и	1	1
1975	или его	2	1
1976	предмет ее	2	1
1977	просто на	1	1
1978	содержанием и	2	1
1979	от души	2	1
1980	различие и	1	1
1981	в соответствующих	1	1
1982	свою силу	1	1
1983	этих примерах	1	1
1984	быть настолько	1	1
1985	на примерах	2	1
1986	оказалось в	1	1
1987	стороны не	4	1
1988	это одно	1	1
1989	еще в	2	1
1990	практическое и	1	1
1991	оно имеет	1	1
1992	взяться за	2	1
1993	из него	1	1
1994	же он	2	1
1995	у вас	2	1
1996	во времени	4	1
1997	не будучи	3	1
1998	сделать это	1	1
1999	невозможна без	3	1
2000	связаны и	1	1
2001	с каким	1	1
2002	человека но	2	1
2003	меня не	1	1
2004	тогда мы	1	1
2005	уже с	2	1
2006	всего того	1	1
2007	своим предметом	1	1
2008	эпоху или	1	1
2009	ли эти	1	1
2010	термина или	1	1
2011	лоб и	1	1
2012	себе достаточно	1	1
2013	конца как	1	1
2014	прав если	1	1
2015	и идет	1	1
2016	оно дано	1	1
2017	направленными на	1	1
2018	попадает в	1	1
2019	находятся в	1	1
2020	то они	1	1
2021	вы увидите	1	1
2022	что ему	1	1
2023	и законы	1	1
2024	нам еще	1	1
2025	ему в	1	1
2026	и иначе	1	1
2027	как смысл	3	1
2028	ли все	1	1
2029	увидите что	1	1
2030	есть такой	1	1
2031	может не	1	1
2032	в коем	1	1
2033	было уже	1	1
2034	не нужен	1	1
2035	значении можно	1	1
2036	нас не	2	1
2037	и кончая	1	1
2038	однако как	1	1
2039	другой конкретной	1	1
2040	но мало	1	1
2041	ли так	1	1
2042	она сама	2	1
2043	в художественной	1	1
2044	других особенностей	1	1
2045	целом есть	1	1
2046	в предыдущем	1	1
2047	всего вышесказанного	1	1
2048	умножать примеров	1	1
2049	можно на	2	1
2050	уже первое	1	1
2051	имеет совершенно	1	1
2052	не содержит	1	1
2053	кто его	2	1
2054	иное конечно	1	1
2055	бы у	1	1
2056	смыслом и	1	1
2057	есть но	1	1
2058	им слов	1	1
2059	выше не	1	1
2060	д мы	1	1
2061	на одной	1	1
2062	бытие и	2	1
2063	не умею	1	1
2064	имеет смысла	1	1
2065	чем он	2	1
2066	а другое	1	1
2067	вовсе нет	1	1
2068	не связанное	1	1
2069	и смысл	3	1
2070	не существует	8	1
2071	и схватил	1	1
2072	раз в	2	1
2073	содержат в	2	1
2074	с которым	2	1
2075	здесь нет	1	1
2076	на каком	1	1
2077	а соотношение	1	1
2078	нечто совершенно	3	1
2079	теми же	1	1
2080	бы для	1	1
2081	себе что	1	1
2082	а о	2	1
2083	слова которые	1	1
2084	из других	1	1
2085	и вы	3	1
2086	выражения т	1	1
2087	не иметь	2	1
2088	об этих	1	1
2089	привести нас	1	1
2090	объекта и	2	1
2091	же по	1	1
2092	тут он	1	1
2093	нейтральное к	1	1
2094	всегда есть	4	1
2095	раз навсегда	2	1
2096	и тому	1	1
2097	и эта	3	1
2098	с теми	2	1
2099	в эпоху	2	1
2100	виду что	2	1
2101	он видел	1	1
2102	такое же	1	1
2103	один на	1	1
2104	для науки	3	1
2105	этот особый	1	1
2106	такой мере	1	1
2107	мы ее	1	1
2108	науку в	1	1
2109	пор я	1	1
2110	или я	1	1
2111	как она	7	1
2112	нам на	1	1
2113	но я	4	1
2114	слышать и	1	1
2115	по смыслу	2	1
2116	но по	1	1
2117	не та	1	1
2118	не дают	2	1
2119	поэтический образ	7	1
2120	есть только	9	1
2121	однако это	2	1
2122	которые являются	1	1
2123	в типе	1	1
2124	и утверждается	1	1
2125	развитии научного	1	1
2126	или что	2	1
2127	ему более	1	1
2128	что например	1	1
2129	в новом	1	1
2130	эпоха в	1	1
2131	поэта к	1	1
2132	мы убеждаемся	1	1
2133	и оно	2	1
2134	механизма как	1	1
2135	это мне	1	1
2136	предлагаемого очерка	1	1
2137	форма в	1	1
2138	научного сознания	1	1
2139	говорит об	1	1
2140	ему как	1	1
2141	что тот	1	1
2142	звуки не	1	1
2143	научных и	1	1
2144	мысли в	2	1
2145	это напряжение	1	1
2146	каждом человеке	1	1
2147	но конечно	2	1
2148	что часто	1	1
2149	другом случае	1	1
2150	или больше	3	1
2151	значит в	1	1
2152	жизнь и	5	1
2153	ко мне	2	1
2154	бы установить	1	1
2155	их она	1	1
2156	в стиле	1	1
2157	самый предмет	1	1
2158	сказать только	1	1
2159	даже наиболее	1	1
2160	и необходима	2	1
2161	он был	1	1
2162	к установке	1	1
2163	не чувствовал	1	1
2164	в разной	3	1
2165	и других	1	1
2166	в полной	2	1
2167	а какая-то	1	1
2168	с самого	2	1
2169	которые могли	1	1
2170	иногда бывают	1	1
2171	быть может	5	1
2172	значит что	25	1
2173	а просто	2	1
2174	которую мы	1	1
2175	философской и	1	1
2176	наука или	1	1
2177	как некое	1	1
2178	души по	1	1
2179	терминах и	1	1
2180	может даже	1	1
2181	то чего	1	1
2182	но при	1	1
2183	в руководстве	1	1
2184	основной вывод	1	1
2185	его не	7	1
2186	противоположность этому	1	1
2187	и ни	7	1
2188	ту или	1	1
2189	если стать	1	1
2190	что имеется	2	1
2191	в физическом	1	1
2192	выражение и	1	1
2193	и критики	1	1
2194	сам в	1	1
2195	субъекта и	4	1
2196	в противоположность	6	1
2197	так хорошо	1	1
2198	что там	1	1
2199	отвращение к	1	1
2200	я делаю	1	1
2201	ряда вон	1	1
2202	эта сторона	1	1
2203	по земле	1	1
2204	свою жизнь	1	1
2205	пусть не	2	1
2206	имеют совершенно	1	1
2207	совершенно невозможно	2	1
2208	сознание и	1	1
2209	синтаксической формы	1	1
2210	узнать в	1	1
2211	кто не	1	1
2212	его будет	1	1
2213	разве только	1	1
2214	в развитии	1	1
2215	область где	1	1
2216	поэтому для	1	1
2217	человека с	1	1
2218	вы не	3	1
2219	это-то как	1	1
2220	и живые	1	1
2221	и всегда	1	1
2222	при всем	1	1
2223	от прочих	1	1
2224	скажет что	1	1
2225	пример с	1	1
2226	такова первая	1	1
2227	другой форме	1	1
2228	всего то	1	1
2229	не хотел	1	1
2230	поэтому если	2	1
2231	есть подлинная	2	1
2232	этой новой	1	1
2233	же самое	3	1
2234	ведь это	3	1
2235	частный случай	1	1
2236	явление в	1	1
2237	вообще все	1	1
2238	этого нет	3	1
2239	можно разумеется	1	1
2240	такого толкования	1	1
2241	наконец что	1	1
2242	диалектики и	1	1
2243	оно должно	2	1
2244	силу которой	1	1
2245	нем можно	1	1
2246	и самого	1	1
2247	та или	4	1
2248	все больше	1	1
2249	в театре	1	1
2250	и ее	1	1
2251	выражения в	2	1
2252	дальше и	2	1
2253	так но	1	1
2254	этом и	1	1
2255	можно быть	1	1
2256	таков же	1	1
2257	значения этот	2	1
2258	г время	1	1
2259	в трамвае	1	1
2260	может показаться	1	1
2261	место в	1	1
2262	в голову	2	1
2263	конечно совершенно	1	1
2264	на научном	1	1
2265	не самое	4	1
2266	быть у	1	1
2267	такой вопрос	2	1
2268	в подлинном	1	1
2269	основная и	1	1
2270	не рождается	2	1
2271	что особенно	1	1
2272	интереса к	2	1
2273	же может	2	1
2274	же моменты	1	1
2275	могут не	1	1
2276	явлениями и	1	1
2277	если на	1	1
2278	его есть	2	1
2279	действительно только	1	1
2280	что факты	1	1
2281	со своими	2	1
2282	уже значительно	1	1
2283	иногда даже	1	1
2284	тут же	2	1
2285	она действительно	1	1
2286	могут возразить	1	1
2287	и совершенно	4	1
2288	себя но	1	1
2289	пор все	1	1
2290	самым фактом	1	1
2291	поэтическая форма	1	1
2292	к идее	1	1
2293	а сама	1	1
2294	должен будет	1	1
2295	со мною	1	1
2296	и дурной	1	1
