N	2gram	Bakhtin_sl	Psycholo
1318	п в	2	2
1319	лицо и	1	2
1320	во втором	1	2
1321	произведение и	1	2
1322	учением о	1	2
1323	переходит в	3	2
1324	и философии	2	2
1325	относятся к	1	2
1326	от социального	1	2
1327	в обычном	1	2
1328	этих частей	1	2
1329	поэтому и	7	2
1330	до этого	1	2
1331	своим особым	1	2
1332	смысл во	1	2
1333	следовательно в	3	2
1334	так называемый	1	2
1335	от прямого	2	2
1336	легко и	1	2
1337	как о	2	2
1338	от его	4	2
1339	потому как	1	2
1340	на каждом	2	2
1341	по крайней	1	2
1342	на всю	3	2
1343	художественный образ	3	2
1344	чем же	1	2
1345	язык и	17	2
1346	тех же	1	2
1347	задний план	1	2
1348	при всех	2	2
1349	и важность	1	2
1350	как вещь	4	2
1351	развития и	1	2
1352	или иных	1	2
1353	вводится в	2	2
1354	тому или	1	2
1355	цели и	1	2
1356	самого же	2	2
1357	как будет	1	2
1358	автора в	2	2
1359	к трем	1	2
1360	акт и	2	2
1361	но именно	5	2
1362	того который	1	2
1363	это кажется	1	2
1364	как всякий	2	2
1365	друг друга	3	2
1366	дело со	1	2
1367	истории литературы	1	2
1368	или к	3	2
1369	быть сведены	1	2
1370	сказать в	1	2
1371	выходит за	3	2
1372	этот процесс	1	2
1373	который может	1	2
1374	романа которые	1	2
1375	переход к	1	2
1376	п все	1	2
1377	со своим	13	2
1378	из своих	2	2
1379	на одной	1	2
1380	слова есть	1	2
1381	есть уже	1	2
1382	планах в	2	2
1383	и слова	6	2
1384	там и	1	2
1385	поэтическая и	1	2
1386	исходят из	1	2
1387	своему существу	1	2
1388	говорят о	1	2
1389	две линии	1	2
1390	и художественного	1	2
1391	построения этого	1	2
1392	для которого	1	2
1393	в переживаниях	1	2
1394	что часто	1	2
1395	ко всему	1	2
1396	евгений онегин	1	2
1397	это второе	1	2
1398	он принимает	2	2
1399	как уже	2	2
1400	просто не	2	2
1401	другим и	1	2
1402	пор не	2	2
1403	быть как	1	2
1404	лежат в	1	2
1405	и всех	1	2
1406	литературное произведение	1	2
1407	речь и	3	2
1408	быть его	1	2
1409	нас это	1	2
1410	к новому	3	2
1411	тех или	1	2
1412	на всем	1	2
1413	таким же	1	2
1414	как для	1	2
1415	на ту	2	2
1416	существенную роль	1	1
1417	лирическими но	1	1
1418	он пользуется	3	1
1419	что возможно	1	1
1420	было показано	1	1
1421	в настоящем	1	1
1422	таковы например	1	1
1423	автором и	3	1
1424	рассказ от	1	1
1425	мнения по	1	1
1426	которые здесь	1	1
1427	и глубины	1	1
1428	не изображается	1	1
1429	оно стоит	1	1
1430	возможности они	1	1
1431	некоторой степени	1	1
1432	в пародийном	2	1
1433	его при	1	1
1434	или игнорировать	1	1
1435	же предмет	1	1
1436	а глубоко	1	1
1437	говорили в	1	1
1438	вещи и	1	1
1439	ускользала от	1	1
1440	эта же	1	1
1441	прямого и	2	1
1442	каких условиях	1	1
1443	его слове	4	1
1444	до последнего	2	1
1445	часто даже	1	1
1446	и само	2	1
1447	нас другие	1	1
1448	не заключено	1	1
1449	выделена в	2	1
1450	оно уже	2	1
1451	значение что	1	1
1452	значение это	1	1
1453	в духе	3	1
1454	самых основных	1	1
1455	себе то	1	1
1456	значении не	1	1
1457	отсюда его	1	1
1458	такими же	1	1
1459	героя как	1	1
1460	некоторые другие	1	1
1461	психологии а	1	1
1462	с прямым	1	1
1463	мы исходили	1	1
1464	которое по	1	1
1465	этот элемент	2	1
1466	и полное	1	1
1467	поэтому его	1	1
1468	действие его	2	1
1469	звучать как	1	1
1470	когда это	1	1
1471	как первая	1	1
1472	двух разных	1	1
1473	может сделать	1	1
1474	что говорят	2	1
1475	поэтическом образе	1	1
1476	формальных приемов	2	1
1477	отталкивается от	1	1
1478	и социально	1	1
1479	предмета и	2	1
1480	но почему	1	1
1481	прошлого века	1	1
1482	как более	2	1
1483	и различного	1	1
1484	языка то	4	1
1485	земель от	1	1
1486	мир и	1	1
1487	заключить в	1	1
1488	не его	2	1
1489	вещи здесь	1	1
1490	широком смысле	3	1
1491	все ее	1	1
1492	воплощенные в	1	1
1493	поэтического жанра	2	1
1494	и образ	2	1
1495	другим как	1	1
1496	ее объеме	1	1
1497	различные эпохи	1	1
1498	ними и	1	1
1499	при условии	1	1
1500	к художественной	1	1
1501	эти разговоры	1	1
1502	именно такое	2	1
1503	именно этим	1	1
1504	происходящие в	1	1
1505	стремящиеся к	2	1
1506	располагает все	1	1
1507	всем этим	2	1
1508	но эти	3	1
1509	направлении к	1	1
1510	где не	1	1
1511	различных его	1	1
1512	которую по	1	1
1513	характер в	1	1
1514	сознания в	2	1
1515	его души	1	1
1516	слова при	2	1
1517	часто трудно	1	1
1518	из своего	1	1
1519	сущности всегда	1	1
1520	языка поэзии	2	1
1521	существенной и	2	1
1522	точками зрения	4	1
1523	и вторая	1	1
1524	роман или	1	1
1525	не обязательно	1	1
1526	легко поддаются	1	1
1527	его по	1	1
1528	осознания своего	1	1
1529	здесь оно	3	1
1530	с общей	1	1
1531	конечно по	1	1
1532	за тридевять	1	1
1533	быть более	1	1
1534	спор и	1	1
1535	у стерна	5	1
1536	дней и	1	1
1537	в политической	1	1
1538	это единство	1	1
1539	разные виды	1	1
1540	является конечно	1	1
1541	поэтому все	1	1
1542	что отношение	1	1
1543	изменении установки	1	1
1544	в контексте	5	1
1545	его слова	8	1
1546	подошли к	1	1
1547	в споре	1	1
1548	именно так	1	1
1549	не умеет	2	1
1550	не одно	1	1
1551	не поймет	1	1
1552	нем не	1	1
1553	него те	1	1
1554	к вопросам	1	1
1555	день в	1	1
1556	в противном	1	1
1557	его роль	1	1
1558	роман как	1	1
1559	отбора и	1	1
1560	в отдельных	1	1
1561	понимания как	1	1
1562	весь характер	1	1
1563	необходимо еще	2	1
1564	образом на	2	1
1565	не имеющих	1	1
1566	этих моментов	1	1
1567	совершенно иными	1	1
1568	даже по	1	1
1569	для раскрытия	1	1
1570	не зная	1	1
1571	влияние на	3	1
1572	эти элементы	2	1
1573	и мир	9	1
1574	сводится именно	2	1
1575	шагу в	1	1
1576	такое действие	1	1
1577	от нормального	1	1
1578	слова оно	3	1
1579	глубокий и	1	1
1580	ни при	1	1
1581	мы ничего	1	1
1582	слово до	2	1
1583	зрения а	2	1
1584	конца в	1	1
1585	именно для	1	1
1586	всех высоких	1	1
1587	его произведения	1	1
1588	однако этот	2	1
1589	от всякой	3	1
1590	создает особую	1	1
1591	понимание того	1	1
1592	она или	1	1
1593	или иную	1	1
1594	судьбы и	2	1
1595	системы и	2	1
1596	их если	1	1
1597	на нескольких	1	1
1598	то она	1	1
1599	бы только	2	1
1600	п но	2	1
1601	вытекающих из	1	1
1602	различных формах	1	1
1603	века не	1	1
1604	полное отсутствие	1	1
1605	социально но	1	1
1606	и вариации	1	1
1607	xviii века	3	1
1608	предмете и	1	1
1609	но такая	1	1
1610	с одним	3	1
1611	романе и	2	1
1612	у тургенева	7	1
1613	с жизнью	1	1
1614	настоящим и	1	1
1615	тона и	2	1
1616	романа мы	2	1
1617	роман он	1	1
1618	особенности в	1	1
1619	больше всего	1	1
1620	в первые	1	1
1621	что слово	1	1
1622	людей в	1	1
1623	не нужно	1	1
1624	к некоторым	1	1
1625	есть своя	1	1
1626	от предмета	1	1
1627	действительности и	1	1
1628	таков именно	1	1
1629	нашей темы	3	1
1630	становится здесь	1	1
1631	в устах	1	1
1632	о предмете	1	1
1633	иногда же	1	1
1634	средние века	1	1
1635	который без	1	1
1636	стиля в	2	1
1637	него есть	1	1
1638	случаев в	1	1
1639	как систему	1	1
1640	не влечет	1	1
1641	для правильной	1	1
1642	формы на	1	1
1643	на новый	1	1
1644	романы и	1	1
1645	очень тесно	2	1
1646	зрения в	1	1
1647	нами уже	1	1
1648	сущности имеет	1	1
1649	как объект	1	1
1650	и специфическое	1	1
1651	своего времени	1	1
1652	оно нам	1	1
1653	нужно сказать	1	1
1654	не были	3	1
1655	это действие	1	1
1656	языке и	3	1
1657	в историческом	2	1
1658	существенное отличие	1	1
1659	и речи	4	1
1660	рассказ рассказ	1	1
1661	которого в	1	1
1662	он еще	1	1
1663	в направлении	2	1
1664	есть предмет	1	1
1665	достаточно указать	1	1
1666	культуры и	2	1
1667	в систему	1	1
1668	и параллельно	1	1
1669	для романа	3	1
1670	но есть	1	1
1671	строится на	1	1
1672	но прежде	1	1
1673	них не	2	1
1674	того существует	1	1
1675	участвует в	1	1
1676	был в	1	1
1677	принимает за	1	1
1678	не исчерпывает	2	1
1679	смотрим на	1	1
1680	остается никаких	1	1
1681	говорит на	1	1
1682	легко он	1	1
1683	мысли на	1	1
1684	стороне это	1	1
1685	которая у	1	1
1686	вообще почти	1	1
1687	языком и	6	1
1688	условность и	1	1
1689	в разной	1	1
1690	слова она	1	1
1691	таких же	1	1
1692	понимание оно	2	1
1693	что проблема	1	1
1694	нечто совсем	1	1
1695	по причине	1	1
1696	что важнейшие	1	1
1697	его последней	3	1
1698	состоянии оно	1	1
1699	с художественными	1	1
1700	не мешает	1	1
1701	прямо и	4	1
1702	однако с	1	1
1703	и социальных	2	1
1704	должен звучать	1	1
1705	в последнем	1	1
1706	часто не	1	1
1707	процессы так	1	1
1708	его из	1	1
1709	подчинить их	1	1
1710	общим мнением	1	1
1711	и свое	1	1
1712	эти особенности	1	1
1713	за ними	1	1
1714	ничего нового	2	1
1715	нашего восприятия	1	1
1716	свои особые	1	1
1717	мы чувствуем	1	1
1718	и романа	1	1
1719	этого мало	1	1
1720	передается и	1	1
1721	действует в	3	1
1722	этого поэт	1	1
1723	поэтому в	1	1
1724	не совокупность	1	1
1725	речи как	3	1
1726	формах в	2	1
1727	самого по	1	1
1728	и создает	2	1
1729	и прямо	4	1
1730	как положительно	1	1
1731	конечно и	3	1
1732	сознание не	1	1
1733	истории идеологий	1	1
1734	вступает с	1	1
1735	автор говорит	1	1
1736	и рассматривается	1	1
1737	наоборот как	1	1
1738	сложный и	1	1
1739	в составе	1	1
1740	романом и	1	1
1741	их взаимное	2	1
1742	же слово	3	1
1743	же сущность	1	1
1744	которая кажется	1	1
1745	относящиеся к	1	1
1746	от художественного	1	1
1747	и они	1	1
1748	как социальное	1	1
1749	ними не	1	1
1750	отнесены к	1	1
1751	это требует	1	1
1752	чужом языке	9	1
1753	есть на	1	1
1754	центральная проблема	1	1
1755	этому слову	1	1
1756	своего предмета	5	1
1757	гораздо труднее	1	1
1758	языка так	3	1
1759	конструкции и	2	1
1760	п так	1	1
1761	слова о	2	1
1762	такого исследования	1	1
1763	не входит	1	1
1764	тесной связи	1	1
1765	отличную от	1	1
1766	но оно	5	1
1767	но их	2	1
1768	безразличны для	1	1
1769	предмета изображения	1	1
1770	виду не	1	1
1771	близости к	1	1
1772	характер его	1	1
1773	языка и	18	1
1774	произведение не	1	1
1775	далее и	1	1
1776	часто совпадают	1	1
1777	и добродетели	1	1
1778	своей целью	1	1
1779	раз те	1	1
1780	изображения и	2	1
1781	один только	1	1
1782	как сон	1	1
1783	достигается и	1	1
1784	значение этого	1	1
1785	выбор слов	1	1
1786	такое смешение	1	1
1787	целого как	1	1
1788	отношение автора	1	1
1789	них как	2	1
1790	чем именно	1	1
1791	пример может	1	1
1792	прямой и	4	1
1793	может войти	1	1
1794	по выбору	1	1
1795	не всеми	1	1
1796	произведения от	1	1
1797	смысл с	1	1
1798	мнение о	2	1
1799	без другого	3	1
1800	и различные	2	1
1801	она берет	1	1
1802	типы и	1	1
1803	идет об	1	1
1804	жизни на	1	1
1805	россию и	1	1
1806	всецело определяется	1	1
1807	связанных с	4	1
1808	которому мы	1	1
1809	не встречается	1	1
1810	всех возможных	1	1
1811	значение во	1	1
1812	в прозу	1	1
1813	и связанное	1	1
1814	речи в	5	1
1815	самого героя	1	1
1816	для изучения	1	1
1817	за пределами	3	1
1818	в каждый	5	1
1819	из состояния	1	1
1820	это искусственное	1	1
1821	поэтического языка	4	1
1822	взаимодействия с	3	1
1823	почти вовсе	5	1
1824	до известной	3	1
1825	преимуществу в	1	1
1826	полемике с	1	1
1827	в высокой	1	1
1828	романа или	1	1
1829	себе произведение	1	1
1830	сама она	1	1
1831	пользуется и	1	1
1832	влиять на	1	1
1833	в мировой	2	1
1834	мы берем	1	1
1835	к полному	1	1
1836	движения и	1	1
1837	последнего времени	2	1
1838	допускает все	1	1
1839	же за	1	1
1840	вся ситуация	1	1
1841	в формировании	1	1
1842	слова так	2	1
1843	смерть и	1	1
1844	и развивается	1	1
1845	на языке	2	1
1846	это движение	1	1
1847	рода и	1	1
1848	автору и	1	1
1849	сам он	1	1
1850	делает их	1	1
1851	этого целого	1	1
1852	романа но	3	1
1853	и правды	2	1
1854	в определенном	1	1
1855	для всего	2	1
1856	и общей	1	1
1857	а это	1	1
1858	в английском	2	1
1859	форму в	1	1
1860	сознания по	1	1
1861	романах достоевского	1	1
1862	им слов	1	1
1863	самой этой	1	1
1864	чем перейти	1	1
1865	попытки создания	1	1
1866	в широком	3	1
1867	для испытания	1	1
1868	между языком	1	1
1869	с их	1	1
1870	себе место	1	1
1871	в героя	1	1
1872	мнения и	1	1
1873	возможность иного	1	1
1874	этих различных	1	1
1875	всю его	2	1
1876	этого рода	1	1
1877	что совершенно	1	1
1878	иногда и	1	1
1879	нет для	1	1
1880	в свои	1	1
1881	слова которые	1	1
1882	тургенева и	1	1
1883	в другую	1	1
1884	менее всего	3	1
1885	они утрачивают	1	1
1886	внешних и	1	1
1887	романа роман	1	1
1888	совсем иное	1	1
1889	оборот и	1	1
1890	на высоту	1	1
1891	кто именно	1	1
1892	борьбы и	1	1
1893	тема или	1	1
1894	самого поэта	2	1
1895	и связанная	2	1
1896	мы ее	1	1
1897	к системе	3	1
1898	все происходящие	1	1
1899	и силу	1	1
1900	или даже	5	1
1901	в переводе	1	1
1902	почти до	1	1
1903	его языка	2	1
1904	противном случае	1	1
1905	так поступает	1	1
1906	зрения не	3	1
1907	говорить как	1	1
1908	в действительной	1	1
1909	словесного изображения	1	1
1910	утверждения что	1	1
1911	только и	3	1
1912	действии и	1	1
1913	людям и	1	1
1914	они строятся	1	1
1915	особенно в	3	1
1916	это остается	1	1
1917	словом или	1	1
1918	стоит и	1	1
1919	но этим	1	1
1920	уже сказали	3	1
1921	и отдельных	1	1
1922	которого и	1	1
1923	в данную	1	1
1924	почти с	1	1
1925	а его	2	1
1926	а просто	2	1
1927	свое выражение	3	1
1928	слов на	1	1
1929	других моментов	1	1
1930	совершается не	1	1
1931	так резко	1	1
1932	примеры из	1	1
1933	как таковые	3	1
1934	языка от	1	1
1935	есть и	1	1
1936	но такое	1	1
1937	всякое слово	1	1
1938	здесь это	1	1
1939	внутри одного	1	1
1940	и глубже	1	1
1941	например и	2	1
1942	как явление	1	1
1943	людях и	2	1
1944	смысла целого	1	1
1945	воспроизводит то	1	1
1946	чтобы прийти	1	1
1947	два смысла	1	1
1948	на смерть	1	1
1949	карамазова и	1	1
1950	формах при	1	1
1951	выведена из	1	1
1952	в рамках	1	1
1953	числе и	1	1
1954	от произведения	1	1
1955	он их	2	1
1956	обнаружить в	1	1
1957	оно должно	1	1
1958	к изучению	1	1
1959	или так	1	1
1960	момент своего	1	1
1961	иных форм	1	1
1962	далека от	1	1
1963	вся художественная	2	1
1964	говорить на	1	1
1965	романе мы	2	1
1966	и единственный	5	1
1967	каком направлении	1	1
1968	включает в	3	1
1969	себе еще	1	1
1970	типические и	1	1
1971	все художественные	1	1
1972	следовательно не	1	1
1973	он наконец	1	1
1974	и обратно	1	1
1975	далеких от	1	1
1976	для чтения	1	1
1977	и себе	1	1
1978	последователен он	1	1
1979	поэтому мы	1	1
1980	сведены к	1	1
1981	они встречаются	1	1
1982	что видит	1	1
1983	человек может	1	1
1984	этом очень	1	1
1985	героя романа	2	1
1986	у автора	1	1
1987	формы словесного	1	1
1988	этого в	1	1
1989	во-первых все	1	1
1990	таким словом	1	1
1991	применения и	1	1
1992	в одних	1	1
1993	всей жизни	1	1
1994	как поэтическое	1	1
1995	она всегда	1	1
1996	очень важно	1	1
1997	стихов в	1	1
1998	плоскости с	1	1
1999	чужую речь	2	1
2000	одного языка	3	1
2001	конца не	1	1
2002	которой они	1	1
2003	каждый данный	5	1
2004	событиях и	1	1
2005	и свой	2	1
2006	оказывает сопротивление	1	1
2007	одной плоскости	1	1
2008	исторического развития	2	1
2009	долгое время	1	1
2010	на события	1	1
2011	однако при	1	1
2012	лежал в	1	1
2013	действовать и	1	1
2014	на свой	1	1
2015	проблемы в	1	1
2016	по их	1	1
2017	говорят на	1	1
2018	художественной обработки	1	1
2019	новый свет	1	1
2020	введенное в	1	1
2021	всегда остается	1	1
2022	определяют собою	1	1
2023	где они	4	1
2024	является основным	1	1
2025	соглашаются с	1	1
2026	систему и	1	1
2027	основной для	1	1
2028	правда в	1	1
2029	людей или	1	1
2030	герои не	1	1
2031	и внутренне	2	1
2032	предмет и	1	1
2033	а именно	2	1
2034	оказываются в	1	1
2035	не вносит	1	1
2036	в одно	2	1
2037	понимания и	1	1
2038	языка на	3	1
2039	линия романа	1	1
2040	единый акт	1	1
2041	он по	1	1
2042	различные формы	2	1
2043	во-первых в	1	1
2044	от различных	1	1
2045	на материале	2	1
2046	произведения которое	1	1
2047	моменты в	2	1
2048	сам же	1	1
2049	всего они	1	1
2050	шире и	1	1
2051	всегда с	1	1
2052	как та	1	1
2053	каково бы	1	1
2054	как язык	1	1
2055	время от	1	1
2056	здесь у	1	1
2057	входит в	8	1
2058	и идеологической	2	1
2059	быть взята	1	1
2060	бы из	1	1
2061	и стиль	2	1
2062	от действительного	1	1
2063	суждения и	1	1
2064	которыми он	1	1
2065	в социально	1	1
2066	утверждение как	1	1
2067	поэтому эта	2	1
2068	его была	1	1
2069	и т.п	1	1
2070	к проблеме	3	1
2071	как чистое	1	1
2072	законченности и	1	1
2073	тем именно	1	1
2074	всего именно	1	1
2075	между отдельными	1	1
2076	правда и	2	1
2077	в различных	1	1
2078	эту социальную	1	1
2079	его именно	2	1
2080	этим не	1	1
2081	отказом от	1	1
2082	и современной	1	1
2083	единое событие	1	1
2084	только своим	3	1
2085	относит к	1	1
2086	эпической поэмы	1	1
2087	отдельных слов	1	1
2088	даже с	1	1
2089	всего материала	1	1
2090	или чаще	1	1
2091	в средние	1	1
2092	о художественной	1	1
2093	между материалом	1	1
2094	слове как	3	1
2095	она ни	1	1
2096	нем он	2	1
2097	и оценки	2	1
2098	одном слове	1	1
2099	никаких новых	1	1
2100	все формы	3	1
2101	простое и	1	1
2102	стороны оно	1	1
2103	на будущее	1	1
2104	момент в	2	1
2105	а со	1	1
2106	и нашего	1	1
2107	на высказывание	1	1
2108	разговоры о	2	1
2109	и культурной	1	1
2110	который определяет	1	1
2111	здесь эта	1	1
2112	казаться что	1	1
2113	связанное с	1	1
2114	в системе	2	1
2115	не определяют	1	1
2116	слова может	2	1
2117	где все	1	1
2118	в обращении	1	1
2119	с введением	1	1
2120	который они	1	1
2121	слово без	1	1
2122	но сама	1	1
2123	он считал	1	1
2124	того о	1	1
2125	все современные	1	1
2126	не дано	1	1
2127	индивидуального сознания	3	1
2128	ее как	1	1
2129	и всецело	1	1
2130	гете что	1	1
2131	есть процесс	1	1
2132	от автора	4	1
2133	к риторике	1	1
2134	с простой	1	1
2135	заложенные в	2	1
2136	слова где	1	1
2137	своего произведения	3	1
2138	от поэтического	1	1
2139	самых формальных	1	1
2140	произведение которое	1	1
2141	очень далеко	1	1
2142	видели из	1	1
2143	смысле в	4	1
2144	в исторических	1	1
2145	прийти к	1	1
2146	есть его	1	1
2147	этому жанру	1	1
2148	творчество достоевского	1	1
2149	своего смысла	1	1
2150	него самого	1	1
2151	из взаимодействия	1	1
2152	похоже на	1	1
2153	не соответствует	1	1
2154	которая лежит	1	1
2155	и художественно	3	1
2156	его нужно	2	1
2157	обстоятельствах и	1	1
2158	и через	1	1
2159	и этим	3	1
2160	значит не	1	1
2161	в научном	1	1
2162	поэта в	2	1
2163	деле эта	1	1
2164	сколько бы	1	1
2165	и ясности	1	1
2166	есть такая	1	1
2167	можно рассматривать	1	1
2168	например при	1	1
2169	и притом	1	1
2170	правильного понимания	1	1
2171	на разных	1	1
2172	слова во	1	1
2173	не дать	1	1
2174	не выражает	1	1
2175	развитие романа	1	1
2176	есть вне	1	1
2177	этого утверждения	1	1
2178	как его	5	1
2179	в последние	2	1
2180	меньше чем	2	1
2181	на восприятие	1	1
2182	также в	1	1
2183	из главных	1	1
2184	между прочим	1	1
2185	можно прямо	3	1
2186	понимание и	2	1
2187	принцип в	1	1
2188	привлекать внимание	1	1
2189	века в	2	1
2190	каждое поколение	1	1
2191	речь о	2	1
2192	в плоскости	1	1
2193	чем рассказывает	1	1
2194	и отдельные	1	1
2195	противопоставляет себя	1	1
2196	которая есть	1	1
2197	как сказано	4	1
2198	автор с	1	1
2199	всех своих	2	1
2200	строит свой	1	1
2201	даже там	1	1
2202	на чужом	9	1
2203	выражение в	4	1
2204	всяком другом	1	1
2205	конфликт с	1	1
2206	языке с	1	1
2207	выражением с	1	1
2208	разоблачить его	1	1
2209	через этот	1	1
2210	и создается	1	1
2211	и речам	1	1
2212	самый процесс	1	1
2213	не исчерпывается	3	1
2214	ускользает от	2	1
2215	отрешается от	1	1
2216	для наших	1	1
2217	быть сопоставлены	2	1
2218	помощью которых	1	1
2219	к новым	1	1
2220	и истолковывать	1	1
2221	дело далеко	1	1
2222	п не	1	1
2223	явления в	1	1
2224	понимать и	2	1
2225	слова автора	2	1
2226	основных форм	1	1
2227	его смысла	1	1
2228	оно станет	1	1
2229	и определяет	1	1
2230	то глубокое	1	1
2231	с действительным	1	1
2232	смысл которой	1	1
2233	приходится брать	1	1
2234	слов не	1	1
2235	несколько иначе	1	1
2236	социальное как	1	1
2237	ведь на	1	1
2238	стиль и	2	1
2239	и выше	1	1
2240	тех элементов	1	1
2241	дает ей	1	1
2242	ответы на	1	1
2243	известном смысле	2	1
2244	религиозные системы	1	1
2245	примеров из	1	1
2246	условия для	2	1
2247	говорят и	1	1
2248	рассматривается как	1	1
2249	с усилением	1	1
2250	всех сторон	1	1
2251	они всецело	1	1
2252	с определенными	5	1
2253	между романом	1	1
2254	форм в	1	1
2255	естественных наук	1	1
2256	сторону и	1	1
2257	рассуждения и	1	1
2258	мы теперь	1	1
2259	романа где	1	1
2260	если они	1	1
2261	и языка	5	1
2262	значение как	1	1
2263	которые были	2	1
2264	условии если	1	1
2265	развитие и	1	1
2266	говорит г	1	1
2267	до абсурда	2	1
2268	раскрываются с	1	1
2269	не устраняет	1	1
2270	и особенно	2	1
2271	и нельзя	1	1
2272	поэзия в	1	1
2273	к автору	2	1
2274	и задачами	1	1
2275	быть он	1	1
2276	о жизненной	1	1
2277	которого ничего	1	1
2278	бы невозможно	1	1
2279	этом из	1	1
2280	он стремится	1	1
2281	речи но	2	1
2282	предметы и	1	1
2283	за каждое	1	1
2284	же отношении	1	1
2285	и вследствие	1	1
2286	самим автором	1	1
2287	понимания с	1	1
2288	лицо на	1	1
2289	конечно ни	1	1
2290	факта и	1	1
2291	во власти	2	1
2292	самому своему	1	1
2293	до некоторой	1	1
2294	дан в	1	1
2295	нашего времени	1	1
2296	первых двух	1	1
2297	в тесной	1	1
2298	форме как	1	1
2299	даны и	1	1
2300	смыслу и	1	1
2301	трем основным	1	1
2302	люди все	1	1
2303	слушателя как	1	1
2304	и автор	1	1
2305	разрешить не	1	1
2306	него нет	3	1
2307	также могут	1	1
2308	связанная с	2	1
2309	нескольких примерах	1	1
2310	и форм	4	1
2311	бесспорного и	1	1
2312	эти понятия	1	1
2313	мы понимаем	1	1
2314	и широкое	1	1
2315	литературы но	1	1
2316	и делают	1	1
2317	между которыми	1	1
2318	и единство	2	1
2319	произведений искусства	1	1
2320	характеризуется именно	1	1
2321	в различные	2	1
2322	что язык	2	1
2323	новый вид	1	1
2324	на известную	1	1
2325	чужой речью	3	1
2326	оно всегда	1	1
2327	быть то	1	1
2328	в действительном	1	1
2329	игры с	2	1
2330	которые при	1	1
2331	где герой	1	1
2332	последние десятилетия	1	1
2333	нем так	1	1
2334	важное значение	1	1
2335	с большей	1	1
2336	место их	1	1
2337	так поступали	1	1
2338	свое время	1	1
2339	автора но	1	1
2340	слова для	2	1
2341	в большинстве	16	1
2342	освобождает от	2	1
2343	именно такой	1	1
2344	и нуждается	1	1
2345	за всеми	2	1
2346	с изучением	1	1
2347	со всех	1	1
2348	сознание и	4	1
2349	наших целей	1	1
2350	в борьбу	2	1
2351	заставляет звучать	1	1
2352	в риторике	4	1
2353	людей как	1	1
2354	самого автора	4	1
2355	его нельзя	1	1
2356	о своем	1	1
2357	этой задаче	1	1
2358	мировой литературе	2	1
2359	конструктивную роль	1	1
2360	внутреннего равновесия	1	1
2361	поэт говорит	1	1
2362	этих эпох	1	1
2363	и тон	1	1
2364	вступают в	1	1
2365	известной степени	6	1
2366	из одной	1	1
2367	а путем	1	1
2368	и делается	1	1
2369	темы в	2	1
2370	может ограничиться	1	1
2371	эти категории	2	1
2372	анализы и	1	1
2373	громадное значение	2	1
2374	и героями	1	1
2375	творчества а	1	1
2376	на улице	1	1
2377	правды и	1	1
2378	к миру	1	1
2379	самый сюжет	1	1
2380	этого понимания	1	1
2381	другими формами	1	1
2382	в свой	3	1
2383	при каких	2	1
2384	какие бы	1	1
2385	в романах	3	1
2386	категории и	2	1
2387	же он	1	1
2388	стиля и	7	1
2389	дальнейшего развития	2	1
2390	прибегает к	1	1
2391	смысле на	2	1
2392	и следует	3	1
2393	единство в	1	1
2394	входящее в	1	1
2395	и индивидуальная	2	1
2396	в социальном	2	1
2397	слов так	1	1
2398	то напряжение	1	1
2399	вокруг него	4	1
2400	гораздо сложнее	1	1
2401	которые исходят	1	1
2402	например стихотворение	1	1
2403	ним мы	1	1
2404	ни с	1	1
2405	героев романа	2	1
2406	тридевять земель	1	1
2407	том числе	1	1
2408	среда которая	1	1
2409	как отношение	2	1
2410	бросает на	1	1
2411	части его	1	1
2412	эту сложную	1	1
2413	как особый	2	1
2414	категорий и	1	1
2415	их они	1	1
2416	то прежде	1	1
2417	их основе	2	1
2418	не сомневается	1	1
2419	из форм	1	1
2420	эпох и	2	1
2421	чистой и	1	1
2422	диалог в	2	1
2423	не принимает	1	1
2424	непосредственно в	1	1
2425	оно только	1	1
2426	не суть	1	1
2427	затем и	1	1
2428	и непосредственно	6	1
2429	века и	1	1
2430	человека это	1	1
2431	наших дней	2	1
2432	ряде случаев	1	1
2433	начала в	1	1
2434	у толстого	5	1
2435	как увидим	2	1
2436	в эстетический	1	1
2437	неподвижном состоянии	1	1
2438	поставлена во	1	1
2439	в литературу	1	1
2440	отношениями и	1	1
2441	системы в	1	1
2442	время заставляет	1	1
2443	о ленском	1	1
2444	говорить об	1	1
2445	могла быть	1	1
2446	тех форм	1	1
2447	ленского в	2	1
2448	мира и	4	1
2449	лица которые	1	1
2450	его текст	1	1
2451	об особом	1	1
2452	в новом	3	1
2453	все слова	3	1
2454	войти в	2	1
2455	совершенно иной	1	1
2456	такое значение	1	1
2457	свет на	1	1
2458	единство и	4	1
2459	его же	4	1
2460	их значение	1	1
2461	при изучении	1	1
2462	за его	2	1
2463	с какими	1	1
2464	мы к	1	1
2465	и главное	2	1
2466	но конечно	1	1
2467	нее нет	1	1
2468	в стиле	1	1
2469	конечно это	1	1
2470	п и	1	1
2471	данную эпоху	1	1
2472	вырождается в	2	1
2473	в прямой	4	1
2474	от характера	1	1
2475	точности и	2	1
2476	его тем	1	1
2477	на мировую	1	1
2478	поэт не	1	1
2479	встречается с	1	1
2480	высказываний и	1	1
2481	и социальной	2	1
2482	в каких-то	1	1
2483	и почти	3	1
2484	две точки	1	1
2485	художника в	1	1
2486	очень близко	1	1
2487	языку и	5	1
