N	2gram	Bakhtin_Pr	Freidism
1293	за другими	1	1
1294	в движение	1	1
1295	участие в	1	1
1296	сознания то	1	1
1297	и свободно	1	1
1298	для его	4	1
1299	стр далее	2	1
1300	какие мы	2	1
1301	в виде	1	1
1302	зрения его	1	1
1303	можно выделить	1	1
1304	этот опыт	1	1
1305	свой метод	1	1
1306	однако не	2	1
1307	в самые	1	1
1308	чем в	3	1
1309	существует только	2	1
1310	и оформленные	1	1
1311	же не	1	1
1312	бы для	1	1
1313	человека правда	1	1
1314	или в	2	1
1315	нет для	1	1
1316	к некоторому	1	1
1317	сознания на	1	1
1318	и значительно	1	1
1319	пути и	1	1
1320	в свои	2	1
1321	которые так	1	1
1322	форме он	1	1
1323	остается и	1	1
1324	и философские	1	1
1325	зрения но	1	1
1326	прежде чем	1	1
1327	к научной	1	1
1328	и всякое	1	1
1329	у толстого	3	1
1330	про себя	3	1
1331	стороны содержания	1	1
1332	но эта	4	1
1333	на нее	1	1
1334	мы охарактеризовали	1	1
1335	является как	1	1
1336	позицию по	2	1
1337	и эта	3	1
1338	цельного человека	1	1
1339	сознания но	3	1
1340	вот это	1	1
1341	дано в	3	1
1342	приведенные нами	1	1
1343	и своего	1	1
1344	и форму	1	1
1345	всех сферах	1	1
1346	может в	1	1
1347	за живое	1	1
1348	войдя в	2	1
1349	и позиция	1	1
1350	плане в	1	1
1351	сравнить его	1	1
1352	ведь он	2	1
1353	мира а	1	1
1354	он теперь	1	1
1355	было до	1	1
1356	человек в	2	1
1357	лежит на	1	1
1358	эти две	1	1
1359	человеком в	1	1
1360	видим мы	1	1
1361	и которые	1	1
1362	души в	1	1
1363	переносит центр	1	1
1364	мира и	8	1
1365	на события	1	1
1366	перейти к	1	1
1367	можно только	1	1
1368	зрения не	1	1
1369	с изложением	1	1
1370	особенности в	1	1
1371	мировоззрения в	1	1
1372	того и	1	1
1373	не на	6	1
1374	от обычного	1	1
1375	с любым	1	1
1376	зрения и	2	1
1377	следовательно только	1	1
1378	здесь не	2	1
1379	в свете	4	1
1380	того он	1	1
1381	материала на	1	1
1382	она к	1	1
1383	лишь для	1	1
1384	растворять в	1	1
1385	точек зрения	5	1
1386	и это	5	1
1387	человеческое сознание	1	1
1388	в сторону	1	1
1389	с другом	4	1
1390	в смысле	4	1
1391	в каждой	3	1
1392	борьба идеологических	1	1
1393	из одного	4	1
1394	делает его	1	1
1395	на себе	2	1
1396	ним а	1	1
1397	стр здесь	1	1
1398	вводит в	2	1
1399	мы проследим	1	1
1400	тем более	2	1
1401	в противоречии	1	1
1402	не все	2	1
1403	все логические	1	1
1404	она только	1	1
1405	и другого	1	1
1406	но конечно	3	1
1407	доведены до	1	1
1408	только он	2	1
1409	той или	3	1
1410	людей в	1	1
1411	жизнь и	3	1
1412	глава вторая	1	1
1413	сознанию и	1	1
1414	все стороны	2	1
1415	в индивидуальном	1	1
1416	иметь в	1	1
1417	наиболее яркое	1	1
1418	в русской	3	1
1419	но его	1	1
1420	чтобы войти	1	1
1421	вопрос не	1	1
1422	в каждом	11	1
1423	еще до	1	1
1424	на те	1	1
1425	говорит он	9	1
1426	от первого	2	1
1427	точкой зрения	3	1
1428	абсолютного духа	1	1
1429	оно проявляется	1	1
1430	того или	1	1
1431	оценками и	1	1
1432	может иметь	1	1
1433	апеллирует к	1	1
1434	поэтому и	3	1
1435	напряженной борьбы	1	1
1436	него уже	1	1
1437	находит свое	2	1
1438	и быть	1	1
1439	это конечно	1	1
1440	того в	1	1
1441	сознания а	1	1
1442	и других	8	1
1443	утверждений и	1	1
1444	тут и	2	1
1445	и социального	1	1
1446	он ни	2	1
1447	характерно для	2	1
1448	борьбы за	1	1
1449	борьбу с	1	1
1450	которую мы	1	1
1451	с основной	1	1
1452	на свои	1	1
1453	нельзя найти	1	1
1454	связи с	1	1
1455	глубже понять	1	1
1456	в философии	1	1
1457	научной и	1	1
1458	отвечает на	1	1
1459	есть борьба	1	1
1460	и сообщает	1	1
1461	все остальные	1	1
1462	но при	1	1
1463	здесь она	1	1
1464	и необходимость	1	1
1465	слова мы	1	1
1466	который мы	2	1
1467	как уже	1	1
1468	исключительное значение	1	1
1469	выше в	1	1
1470	ту же	1	1
1471	и социальном	1	1
1472	или не	2	1
1473	тому как	5	1
1474	о возможности	1	1
1475	не по	3	1
1476	объяснены и	1	1
1477	при ознакомлении	1	1
1478	и сгущая	1	1
1479	этих трех	1	1
1480	и всюду	1	1
1481	общение между	1	1
1482	самосознания и	2	1
1483	переживание и	1	1
1484	идей и	1	1
1485	таковы по	1	1
1486	кажется что	4	1
1487	не будет	1	1
1488	не оставляет	4	1
1489	и входит	2	1
1490	но зато	1	1
1491	не с	1	1
1492	что эта	1	1
1493	одно и	1	1
1494	плана в	2	1
1495	дает им	1	1
1496	как он	5	1
1497	отказ от	1	1
1498	в тех	1	1
1499	от земли	1	1
1500	можно было	5	1
1501	других людей	1	1
1502	не видим	2	1
1503	собою но	1	1
1504	в форме	8	1
1505	и оценками	1	1
1506	вот что	2	1
1507	себя на	2	1
1508	в начале	3	1
1509	стороны его	3	1
1510	еще в	1	1
1511	книг и	1	1
1512	быть объяснены	1	1
1513	даже не	1	1
1514	стороны и	1	1
1515	и времени	1	1
1516	приведенный нами	1	1
1517	поступках и	1	1
1518	вот в	1	1
1519	можно найти	3	1
1520	для других	2	1
1521	как же	5	1
1522	в нее	1	1
1523	в предшествующей	3	1
1524	и единство	2	1
1525	сама она	1	1
1526	эту идею	1	1
1527	каждый акт	1	1
1528	внешнее выражение	1	1
1529	с идеологией	1	1
1530	его борьбы	1	1
1531	нет нужды	1	1
1532	и всех	2	1
1533	они могут	2	1
1534	и т.д	2	1
1535	у которого	1	1
1536	форме мы	1	1
1537	сознание своей	1	1
1538	другой и	1	1
1539	могла бы	1	1
1540	рассматривать как	1	1
1541	значение и	1	1
1542	это главное	1	1
1543	но теперь	1	1
1544	например не	1	1
1545	в колею	1	1
1546	я это	2	1
1547	нем и	2	1
1548	ни одной	3	1
1549	индивидуальной души	1	1
1550	я в	1	1
1551	всех его	1	1
1552	истории и	1	1
1553	в последний	2	1
1554	тем как	4	1
1555	так называемого	1	1
1556	есть стр	1	1
1557	мир но	1	1
1558	бытия не	1	1
1559	что если	4	1
1560	него и	1	1
1561	основанное на	1	1
1562	со своими	6	1
1563	которой можно	2	1
1564	ибо все	1	1
1565	жизненного и	1	1
1566	общего с	1	1
1567	и никогда	1	1
1568	и самого	4	1
1569	и социальные	1	1
1570	реальность в	1	1
1571	этих идеологических	1	1
1572	целого как	1	1
1573	доминанта всего	1	1
1574	для такого	2	1
1575	и глубокое	1	1
1576	и благодаря	2	1
1577	друг другу	3	1
1578	ибо нет	1	1
1579	здесь к	1	1
1580	и каждый	1	1
1581	звучит в	2	1
1582	откуда у	1	1
1583	которые в	2	1
1584	и чувствуем	1	1
1585	это делает	2	1
1586	выражения в	1	1
1587	благодаря этому	2	1
1588	но прежде	1	1
1589	материала в	1	1
1590	замкнутого и	1	1
1591	бы их	5	1
1592	мысль в	1	1
1593	презрения к	1	1
1594	слова в	4	1
1595	человеку в	1	1
1596	в первой	3	1
1597	по этому	2	1
1598	до смерти	1	1
1599	особым путем	1	1
1600	же в	3	1
1601	бытия и	1	1
1602	действительно в	1	1
1603	на борьбу	1	1
1604	случайных и	1	1
1605	но благодаря	1	1
1606	свои силы	1	1
1607	общества и	1	1
1608	иной раз	1	1
1609	как будто	4	1
1610	отдельные моменты	1	1
1611	его жизненного	1	1
1612	человека или	1	1
1613	мы слышим	2	1
1614	она принципиально	1	1
1615	себе самому	3	1
1616	процесса и	2	1
1617	бы ни	1	1
1618	ведь эти	2	1
1619	нее нет	1	1
1620	формы он	1	1
1621	поэтому ни	1	1
1622	на мир	10	1
1623	же это	2	1
1624	здесь мы	3	1
1625	события в	1	1
1626	за себя	2	1
1627	или иного	1	1
1628	может и	1	1
1629	их взаимоотношения	1	1
1630	себе как	1	1
1631	длинный ряд	1	1
1632	его смерти	1	1
1633	прав в	1	1
1634	противоречии с	1	1
1635	таким же	4	1
1636	смерти как	1	1
1637	и попытался	1	1
1638	что существенно	1	1
1639	человека но	2	1
1640	и чем	1	1
1641	этому вопросу	1	1
1642	в один	2	1
1643	нам кажется	4	1
1644	им не	1	1
1645	не показывает	1	1
1646	и особенно	2	1
1647	происходит в	1	1
1648	дело здесь	1	1
1649	за счет	2	1
1650	что на	1	1
1651	своего бытия	2	1
1652	итак ни	1	1
1653	есть не	3	1
1654	наше время	1	1
1655	развертывается в	1	1
1656	направлены а	1	1
1657	и самый	1	1
1658	к современной	1	1
1659	мира с	1	1
1660	превращаются в	1	1
1661	он действительно	1	1
1662	оно или	1	1
1663	на слово	1	1
1664	себе а	1	1
1665	и сами	1	1
