N	2gram	Tiupa_Anal	formyVre
1293	то на	1	1
1294	произведения ни	2	1
1295	вокруг него	1	1
1296	при сопоставлении	1	1
1297	произведений искусства	2	1
1298	обозначить как	2	1
1299	имеет дело	1	1
1300	и рождается	1	1
1301	из уст	1	1
1302	широком понимании	1	1
1303	историческом событии	1	1
1304	говорить в	1	1
1305	выходит за	1	1
1306	о судьбе	1	1
1307	значении этого	8	1
1308	не становясь	1	1
1309	присутствует в	1	1
1310	она и	1	1
1311	ограничена все	1	1
1312	которые при	1	1
1313	мы встречаемся	1	1
1314	как о	2	1
1315	как не	1	1
1316	есть нечто	1	1
1317	целого или	1	1
1318	от любого	1	1
1319	выросший на	1	1
1320	произведение в	2	1
1321	в творческом	3	1
1322	и просто	2	1
1323	самого рассказывания	4	1
1324	с установкой	1	1
1325	в словах	2	1
1326	приводит к	2	1
1327	смертью в	2	1
1328	биографической жизнью	1	1
1329	есть на	1	1
1330	может не	2	1
1331	установкой на	3	1
1332	и развязки	1	1
1333	здесь выступает	1	1
1334	страсти и	1	1
1335	не до	1	1
1336	на каждом	2	1
1337	стало быть	2	1
1338	композиции произведения	1	1
1339	здесь совершается	1	1
1340	в любой	1	1
1341	еще ряд	1	1
1342	выделения и	1	1
1343	без наличия	1	1
1344	только одно	2	1
1345	с возвращением	1	1
1346	встречаем его	1	1
1347	и резко	1	1
1348	разные времена	1	1
1349	сюжетного и	1	1
1350	в диалоге	2	1
1351	всему этому	1	1
1352	и частной	1	1
1353	сами участвуем	1	1
1354	ли он	3	1
1355	и композиционного	1	1
1356	классический пример	1	1
1357	связь этих	1	1
1358	на той	1	1
1359	сопоставлении с	1	1
1360	но затем	1	1
1361	по земле	1	1
1362	первой из	1	1
1363	к чужой	1	1
1364	не должно	1	1
1365	быть не	3	1
1366	вступление в	1	1
1367	из его	2	1
1368	тех пор	1	1
1369	смерти за	1	1
1370	для нее	2	1
1371	и больше	2	1
1372	всего на	1	1
1373	не утратили	1	1
1374	и вся	1	1
1375	сведена к	1	1
1376	как живущего	1	1
1377	слов и	2	1
1378	ней мира	1	1
1379	с первой	2	1
1380	и наиболее	1	1
1381	личной жизни	1	1
1382	последнем мы	1	1
1383	всю полноту	1	1
1384	идет об	1	1
1385	с игрой	1	1
1386	при помощи	2	1
1387	жизни наконец	1	1
1388	что можно	1	1
1389	при анализе	1	1
1390	еще один	1	1
1391	другого в	3	1
1392	рассыпается на	1	1
1393	всех трех	1	1
1394	событие которое	1	1
1395	расчленяет произведение	1	1
1396	есть его	1	1
1397	ним в	1	1
1398	она может	3	1
1399	в композиции	1	1
1400	что ты	1	1
1401	отца к	1	1
1402	ареной встречи	1	1
1403	не чисто	1	1
1404	самого героя	1	1
1405	нами два	1	1
1406	они оказываются	1	1
1407	мыслитель и	1	1
1408	единство целого	1	1
1409	слова он	1	1
1410	основная особенность	1	1
1411	и авторской	1	1
1412	скажем в	1	1
1413	утрачивает свою	2	1
1414	мертвых но	1	1
1415	к миру	1	1
1416	на этот	2	1
1417	бы как	1	1
1418	конкретное единство	1	1
1419	авторского права	1	1
1420	в понимании	1	1
1421	к предмету	4	1
1422	только с	2	1
1423	взгляде на	3	1
1424	произведения или	1	1
1425	исключительно в	1	1
1426	а вместе	1	1
1427	заключенных в	1	1
1428	или другой	1	1
1429	его можно	2	1
1430	события событие	1	1
1431	в формах	1	1
1432	уже с	1	1
1433	истории литературы	4	1
1434	как образа	1	1
1435	в осмысленном	1	1
1436	как к	2	1
1437	время жизни	1	1
1438	принимают участие	2	1
1439	творцом и	1	1
1440	в свое	3	1
1441	лучше чем	1	1
1442	что оно	1	1
1443	я так	1	1
1444	со времен	1	1
1445	встречу с	2	1
1446	ее остается	1	1
1447	мог быть	1	1
1448	существующим в	2	1
1449	видим как	1	1
1450	хоть и	1	1
1451	но прежде	1	1
1452	на тех	1	1
1453	свидетельствует о	4	1
1454	второй половине	1	1
1455	авторской позиции	1	1
1456	в художественной	1	1
1457	с судьбою	1	1
1458	себе они	1	1
1459	в целое	1	1
1460	видеть в	1	1
1461	хронотоп и	1	1
1462	рядов мы	1	1
1463	от которого	4	1
1464	рассуждение об	1	1
1465	произведения однако	2	1
1466	к первой	1	1
1467	мире в	1	1
1468	только его	1	1
1469	он и	3	1
1470	вне своего	1	1
1471	столько сколько	1	1
1472	о нем	4	1
1473	части романа	1	1
1474	произведения мы	1	1
1475	на самом	2	1
1476	на которой	2	1
1477	сознания и	1	1
1478	в новелле	4	1
1479	участвуем как	1	1
1480	а все	1	1
1481	смысле этого	1	1
1482	слово в	1	1
1483	иметь место	2	1
1484	в ином	2	1
1485	в виде	1	1
1486	образ легко	1	1
1487	даже самая	1	1
1488	сказать не	1	1
1489	оговориться что	2	1
1490	человека этот	1	1
1491	служит его	1	1
1492	борьбу с	2	1
1493	затем и	1	1
1494	свободы воли	1	1
1495	когда оно	1	1
1496	на несколько	1	1
1497	за этим	1	1
1498	и социальные	1	1
1499	всякого личного	1	1
1500	ему самому	1	1
1501	было для	1	1
1502	в ту	1	1
1503	однако они	1	1
1504	перед смертью	1	1
1505	этом отнюдь	1	1
1506	указывает на	1	1
1507	чтобы быть	1	1
1508	внимание в	2	1
1509	сама по	1	1
1510	мировой жизни	1	1
1511	участие в	1	1
1512	данного произведения	3	1
1513	не подлежит	1	1
1514	не предполагает	2	1
1515	на войне	1	1
1516	но нельзя	1	1
1517	виде в	1	1
1518	культуры с	1	1
1519	и следовало	1	1
1520	почти до	1	1
1521	имеется в	1	1
1522	главы и	1	1
1523	жизни людей	1	1
1524	в событие	1	1
1525	по его	2	1
1526	его текст	1	1
1527	существенные и	1	1
1528	эпизод в	1	1
1529	нисколько не	1	1
1530	рядов в	1	1
1531	пока не	1	1
1532	применении к	1	1
1533	вследствие чего	1	1
1534	путь к	1	1
1535	текст как	2	1
1536	что тот	1	1
1537	или менее	2	1
1538	а так	1	1
1539	и другого	4	1
1540	людей в	1	1
1541	высокой ступени	1	1
1542	в области	4	1
1543	этих двух	1	1
1544	ряда и	1	1
1545	впечатление от	1	1
1546	сказать и	1	1
1547	но его	1	1
1548	свой мир	1	1
1549	ко всему	1	1
1550	событие самого	2	1
1551	в полной	3	1
1552	принадлежит только	2	1
1553	xx века	1	1
1554	встречаемся с	1	1
1555	и доказательность	1	1
1556	это мне	1	1
1557	и цельного	1	1
1558	это как	2	1
1559	связи и	1	1
1560	я к	1	1
1561	автобиографию или	1	1
1562	однако если	1	1
1563	тому как	5	1
1564	человек всегда	1	1
1565	в акте	2	1
1566	из древнейших	1	1
1567	дело не	5	1
1568	это случается	1	1
1569	во второй	3	1
1570	когда он	1	1
1571	и смыслом	2	1
1572	даже самое	2	1
1573	что касается	4	1
1574	к тем	1	1
1575	высшая форма	1	1
1576	от отца	1	1
1577	именно к	1	1
1578	характеристика этого	1	1
1579	отношений между	1	1
1580	сюжета с	1	1
1581	целого в	5	1
1582	быть как	1	1
1583	говоря о	2	1
1584	явлений в	1	1
1585	это также	1	1
1586	не следует	6	1
1587	например и	1	1
1588	более крупные	1	1
1589	точку отсчета	1	1
1590	и жизни	1	1
1591	останавливаться на	1	1
1592	этих случаях	2	1
1593	что из	2	1
1594	художественного мира	4	1
1595	внутренний хронотоп	4	1
1596	жизни однако	2	1
1597	в отрыве	2	1
1598	по той	1	1
1599	и старухе	1	1
1600	мир или	1	1
1601	конкретном целом	1	1
1602	наблюдали в	1	1
1603	облекается в	1	1
1604	действительной жизни	1	1
1605	в литературном	2	1
1606	создавший ее	1	1
1607	временных примет	1	1
1608	фоне этой	1	1
1609	литературное произведение	12	1
1610	и самого	3	1
1611	к моменту	1	1
1612	эпосе в	1	1
1613	в наибольшей	1	1
1614	его активность	1	1
1615	диалога с	1	1
1616	художественного произведения	6	1
1617	путем введения	1	1
1618	было последовательно	1	1
1619	произведения не	1	1
1620	даже для	1	1
1621	своего прямого	1	1
1622	границы этого	1	1
1623	может показаться	1	1
1624	никому не	1	1
1625	такой же	3	1
1626	на то	2	1
1627	и отношений	1	1
1628	нуждается в	9	1
1629	ii здесь	1	1
1630	это в	1	1
1631	когда наконец	1	1
1632	исповедь все	1	1
1633	может и	2	1
1634	произведения он	1	1
1635	ведь и	1	1
1636	бытия в	1	1
1637	к совершенно	1	1
1638	с творцом	1	1
1639	таким же	1	1
1640	образ героя	1	1
1641	же хронотоп	1	1
1642	носит в	1	1
1643	был поражен	1	1
1644	он с	1	1
1645	собственному я	1	1
1646	слова в	1	1
1647	жизнью и	2	1
1648	мира с	1	1
1649	со мною	1	1
1650	и управляет	1	1
1651	смыкается с	1	1
1652	части этого	1	1
