N	2gram	Berdyaev_M	Marksizm
1313	слова а	1	1
1314	а на	1	1
1315	в старом	1	1
1316	жизни это	4	1
1317	по типу	1	1
1318	без остатка	1	1
1319	творчества не	1	1
1320	в такую	1	1
1321	у толстого	1	1
1322	ибо все	1	1
1323	это еще	1	1
1324	характер его	2	1
1325	него –	4	1
1326	он один	1	1
1327	по ту	1	1
1328	себе в	3	1
1329	в обычном	2	1
1330	и ценностей	1	1
1331	кто в	1	1
1332	превратили в	1	1
1333	и без	2	1
1334	если и	1	1
1335	не та	1	1
1336	перестать быть	1	1
1337	по своему	3	1
1338	мышлении и	1	1
1339	и я	5	1
1340	все равно	3	1
1341	ней нет	1	1
1342	нисколько не	1	1
1343	не равноценен	1	1
1344	так совершенно	1	1
1345	не стал	2	1
1346	ибо и	1	1
1347	и другим	1	1
1348	внешнее –	1	1
1349	дело и	1	1
1350	рассудка и	2	1
1351	с себя	1	1
1352	особенно в	3	1
1353	он свою	1	1
1354	быть от	1	1
1355	людей в	3	1
1356	чтобы сделать	1	1
1357	закон а	1	1
1358	стоит и	1	1
1359	большое место	1	1
1360	бытия как	1	1
1361	друг за	2	1
1362	и мысли	1	1
1363	и эти	1	1
1364	наука о	1	1
1365	а процесс	1	1
1366	миру но	1	1
1367	существенное в	1	1
1368	и социального	2	1
1369	особый мир	1	1
1370	сознание как	1	1
1371	всю свою	1	1
1372	материального мира	1	1
1373	их но	1	1
1374	достоевский и	4	1
1375	тому как	2	1
1376	конечно что	1	1
1377	но всегда	1	1
1378	он все-таки	1	1
1379	не бывают	1	1
1380	степени не	1	1
1381	через которые	1	1
1382	и нигде	1	1
1383	момент когда	1	1
1384	характерно для	1	1
1385	к тем	2	1
1386	но она	3	1
1387	образа в	1	1
1388	выйти за	1	1
1389	другим и	2	1
1390	нельзя понять	1	1
1391	личности в	4	1
1392	сознания на	1	1
1393	пор не	1	1
1394	отказ от	1	1
1395	к области	1	1
1396	можно как	1	1
1397	– источник	1	1
1398	в покое	1	1
1399	можно найти	1	1
1400	и кровь	3	1
1401	к которой	4	1
1402	человека и	19	1
1403	у нее	1	1
1404	как то	2	1
1405	с человеком	2	1
1406	в россию	1	1
1407	и всех	1	1
1408	– разгадать	1	1
1409	сфере как	1	1
1410	знает и	1	1
1411	– иная	1	1
1412	человеческого общества	3	1
1413	отношение к	9	1
1414	к ней	6	1
1415	самой своей	1	1
1416	– от	1	1
1417	другому в	1	1
1418	в плане	1	1
1419	них нет	2	1
1420	природу на	1	1
1421	пути к	1	1
1422	– глубоко	1	1
1423	сказать в	1	1
1424	даже для	1	1
1425	– явление	2	1
1426	отрывается от	2	1
1427	самого последнего	2	1
1428	эту мысль	1	1
1429	над собственной	1	1
1430	кровь от	3	1
1431	– они	1	1
1432	не поддаются	1	1
1433	его до	2	1
1434	нет как	1	1
1435	бытия и	1	1
1436	всей нашей	1	1
1437	к новому	2	1
1438	как будто	4	1
1439	людей на	2	1
1440	себе он	1	1
1441	от идей	1	1
1442	душевной жизни	2	1
1443	ли может	2	1
1444	в новой	1	1
1445	совершающуюся в	1	1
1446	сообщения и	1	1
1447	ведь и	1	1
1448	не сам	2	1
1449	ни был	1	1
1450	она существует	1	1
1451	для этого	3	1
1452	для достижения	1	1
1453	он с	1	1
1454	как для	2	1
1455	к богу	5	1
1456	себе а	1	1
