N	2gram	Vygotskiy_	slovoVRo
1305	речи к	7	1
1306	а к	2	1
1307	значительной части	1	1
1308	бы для	1	1
1309	не изменилось	1	1
1310	внутренняя речь	7	1
1311	может создавать	1	1
1312	своей книге	3	1
1313	вытекающих из	1	1
1314	степени их	1	1
1315	различных формах	1	1
1316	говорят в	2	1
1317	что к	1	1
1318	как по	2	1
1319	таковы в	1	1
1320	основные линии	1	1
1321	как таковая	2	1
1322	и говорит	2	1
1323	что его	6	1
1324	может сказать	2	1
1325	ибо все	2	1
1326	и социальные	1	1
1327	оторванный от	3	1
1328	лингвистическом и	1	1
1329	интересующие нас	2	1
1330	в силах	1	1
1331	как впрочем	2	1
1332	начале развития	2	1
1333	лишь к	1	1
1334	легко становится	1	1
1335	мышлением и	7	1
1336	он говорит	2	1
1337	внутреннюю речь	4	1
1338	приведенные нами	1	1
1339	затем к	1	1
1340	его понимании	1	1
1341	чтобы быть	2	1
1342	на высоту	1	1
1343	этого развития	1	1
1344	в среде	1	1
1345	приближается к	1	1
1346	разрывом между	1	1
1347	отдельными и	1	1
1348	др то	1	1
1349	предмет если	1	1
1350	к абстрактному	1	1
1351	системы в	3	1
1352	от внешней	6	1
1353	с той	3	1
1354	долгое время	1	1
1355	подобно тому	2	1
1356	нас к	10	1
1357	от слова	1	1
1358	языка конечно	1	1
1359	приспособление к	2	1
1360	оба этих	1	1
1361	мышления которые	3	1
1362	из главных	1	1
1363	между прочим	1	1
1364	одном из	3	1
1365	и психологии	1	1
1366	они служат	1	1
1367	стремление к	1	1
1368	жизнью в	1	1
1369	в ту	2	1
1370	постановка вопроса	2	1
1371	образом речь	1	1
1372	мышлении и	8	1
1373	и конкретной	1	1
1374	лежащее в	1	1
1375	личности не	3	1
1376	необходимо иметь	1	1
1377	говорить как	1	1
1378	один и	2	1
1379	иначе чем	2	1
1380	в действительной	1	1
1381	и глубже	1	1
1382	где уже	1	1
1383	как не	1	1
1384	на овладение	1	1
1385	этой концепции	2	1
1386	бы мы	3	1
1387	работы по	1	1
1388	в первые	2	1
1389	концепция в	1	1
1390	в ином	2	1
1391	развития они	1	1
1392	себе и	3	1
1393	ибо и	1	1
1394	его значение	2	1
1395	свет на	2	1
1396	и развития	2	1
1397	со времени	1	1
1398	др но	1	1
1399	раз в	3	1
1400	к необходимости	2	1
1401	и таким	2	1
1402	его деятельность	1	1
1403	на другом	1	1
1404	под влиянием	3	1
1405	играют в	2	1
1406	это так	1	1
1407	научных и	1	1
1408	более глубокое	1	1
1409	словом с	1	1
1410	связаны с	2	1
1411	диалогом и	1	1
1412	бы в	5	1
1413	и многообразным	1	1
1414	за этой	2	1
1415	находящая свое	1	1
1416	чтобы увидеть	1	1
1417	совершается не	1	1
1418	же деле	1	1
1419	точкой зрения	1	1
1420	целиком во	1	1
1421	что такое	1	1
1422	и зависимостей	1	1
1423	на всем	3	1
1424	слова которое	1	1
1425	оба эти	3	1
1426	действительности но	2	1
1427	освобождения от	1	1
1428	и мира	1	1
1429	таких случаях	1	1
1430	тем более	7	1
1431	оно в	1	1
1432	этот новый	1	1
1433	он ни	1	1
1434	раскрыть не	1	1
1435	и вместо	1	1
1436	почти на	2	1
1437	конкретные вопросы	1	1
1438	основным и	1	1
1439	мысль и	5	1
1440	который без	1	1
1441	генетическом родстве	1	1
1442	ко всем	3	1
1443	в отдельных	3	1
1444	самый процесс	2	1
1445	все остальные	5	1
1446	другими словами	1	1
1447	время от	1	1
1448	и новый	1	1
1449	именно потому	2	1
1450	чтобы раскрыть	1	1
1451	пути который	1	1
1452	не дает	1	1
1453	всего дальнейшего	1	1
1454	от самого	1	1
1455	этой идеи	1	1
1456	непосредственно связан	2	1
1457	помощью которых	2	1
1458	внешние и	1	1
1459	тому как	3	1
1460	мы всегда	1	1
1461	к новым	1	1
1462	для правильной	1	1
1463	как основа	1	1
1464	стоит и	1	1
1465	иное чем	1	1
1466	его внутренней	3	1
1467	явления в	1	1
1468	и ограниченность	1	1
1469	мы должны	11	1
1470	основных форм	2	1
1471	нами уже	1	1
1472	не входит	2	1
1473	лежащую в	1	1
1474	материала так	1	1
1475	когда он	5	1
1476	философского и	2	1
1477	к известной	2	1
1478	что определяет	1	1
1479	здесь на	1	1
1480	должны быть	2	1
1481	это игра	1	1
1482	направлений и	1	1
1483	но даже	2	1
1484	в изучении	2	1
1485	рода анализ	2	1
1486	всего его	3	1
1487	есть и	1	1
1488	тех же	3	1
1489	и является	2	1
1490	в применении	2	1
1491	и тот	1	1
1492	и делают	1	1
1493	отношений между	4	1
1494	всякое слово	1	1
1495	этого факта	3	1
1496	далее идут	1	1
1497	как всякая	1	1
1498	когда оно	1	1
1499	на новом	1	1
1500	проходит в	1	1
1501	который мы	3	1
1502	еще в	1	1
1503	в нас	1	1
1504	как автор	1	1
1505	развития все	2	1
1506	как явление	2	1
1507	тем самым	8	1
1508	речи причем	1	1
1509	но основное	1	1
1510	как чисто	3	1
1511	систему в	1	1
1512	человека с	3	1
1513	основных линий	2	1
1514	ведь если	1	1
1515	слово которое	1	1
1516	выделения и	1	1
1517	должны были	6	1
1518	то ни	1	1
1519	вперед в	2	1
1520	какой мере	2	1
1521	для собственного	1	1
1522	и возникает	3	1
1523	могла бы	2	1
1524	на это	1	1
1525	категорий и	2	1
1526	как из	1	1
1527	всем ее	2	1
1528	свою задачу	1	1
1529	и главным	1	1
1530	этом на	1	1
1531	восприятие и	1	1
1532	речи от	4	1
1533	и время	1	1
1534	этого мышления	1	1
1535	различных видов	1	1
1536	как их	1	1
1537	развиваются в	1	1
1538	эти понятия	2	1
1539	находиться в	2	1
1540	такова судьба	1	1
1541	оно должно	1	1
1542	на их	2	1
1543	сохраняют в	1	1
1544	интенциональной направленности	1	1
1545	и никогда	1	1
1546	всей современной	1	1
1547	этот путь	2	1
1548	извне в	1	1
1549	особенностей и	1	1
1550	рассматривается как	5	1
1551	только так	1	1
1552	бы он	3	1
1553	главное и	1	1
1554	отрывается от	2	1
1555	определяет всю	1	1
1556	свою точку	1	1
1557	что может	5	1
1558	мысль в	2	1
1559	может внести	1	1
1560	плоскость в	1	1
1561	с элементами	1	1
1562	самому себе	2	1
1563	по аналогии	1	1
1564	с чем	2	1
1565	мы начинаем	2	1
1566	в логические	1	1
1567	в первой	3	1
1568	до наших	1	1
1569	есть его	1	1
1570	гете в	2	1
1571	средства языка	1	1
1572	которая на	1	1
1573	в общем	5	1
1574	во внутреннюю	2	1
1575	подходе к	1	1
1576	же идеи	1	1
1577	направленность на	3	1
1578	как таковое	1	1
1579	же мы	1	1
1580	говорит на	1	1
1581	на будущее	1	1
1582	самые основы	1	1
1583	на двух	3	1
1584	которая у	1	1
1585	на место	2	1
1586	в данный	1	1
1587	его к	3	1
1588	только такое	1	1
1589	все более	4	1
1590	все другие	2	1
1591	в эти	1	1
1592	и новые	1	1
1593	отнюдь не	2	1
1594	развитие и	2	1
1595	эти два	1	1
1596	отношении он	1	1
1597	здесь же	1	1
1598	к совершенно	1	1
1599	таким же	4	1
1600	самую сущность	1	1
1601	речь или	3	1
1602	уходит в	1	1
1603	которой мы	3	1
1604	каждого из	2	1
1605	само по	3	1
1606	является конечно	2	1
1607	нас это	1	1
1608	на эту	2	1
1609	почему нельзя	1	1
1610	в каком	3	1
1611	же о	1	1
1612	ищет слов	1	1
1613	сказать так	2	1
1614	должны сказать	1	1
