N	2gram	Tiupa_Hudo	Vladivir
1323	по ее	2	1
1324	человеческого существования	1	1
1325	души в	2	1
1326	человеке и	1	1
1327	каждой отдельной	1	1
1328	а всего	2	1
1329	что ведь	1	1
1330	свое проявление	1	1
1331	из москвы	1	1
1332	должны в	1	1
1333	в других	4	1
1334	путать с	1	1
1335	вопрос что	1	1
1336	человека а	2	1
1337	с требованием	1	1
1338	а для	1	1
1339	еще казалось	1	1
1340	а потом	1	1
1341	в каждом	1	1
1342	только от	1	1
1343	смысл и	1	1
1344	и привело	1	1
1345	находит свое	1	1
1346	и быть	4	1
1347	сознания а	1	1
1348	следующем году	1	1
1349	и цель	1	1
1350	он внутренне	1	1
1351	называл себя	1	1
1352	не означает	2	1
1353	еще предстоит	1	1
1354	в целях	1	1
1355	отчетливо видно	1	1
1356	личность в	4	1
1357	а напротив	1	1
1358	мировых катастроф	1	1
1359	на страницах	1	1
1360	вклад в	1	1
1361	человеческого бытия	5	1
1362	эти слова	3	1
1363	зрения в	1	1
1364	этой точки	1	1
1365	не дает	1	1
1366	на другой	1	1
1367	и откуда	1	1
1368	двух людей	1	1
1369	не один	1	1
1370	самому себе	1	1
1371	о речи	1	1
1372	второй редакции	1	1
1373	другом и	1	1
1374	сторону но	1	1
1375	принадлежал к	1	1
1376	если же	1	1
1377	а она	1	1
1378	в личной	1	1
1379	этом свете	2	1
1380	с достоевским	1	1
1381	в личности	1	1
1382	для человека	1	1
1383	исключая и	1	1
1384	сознания есть	1	1
1385	позицию в	1	1
1386	такое что	1	1
1387	как автор	1	1
1388	то во	1	1
1389	уже одно	2	1
1390	в иных	1	1
1391	то а	1	1
1392	за нею	2	1
1393	отнестись к	1	1
1394	тоже была	1	1
1395	я это	2	1
1396	в направлении	1	1
1397	его ни	1	1
1398	она нуждается	1	1
1399	молодые годы	1	1
1400	т п	10	1
1401	и опять	1	1
1402	это духовное	1	1
1403	он боялся	1	1
1404	жизни не	2	1
1405	известном смысле	1	1
1406	но вероятно	1	1
1407	говорит это	1	1
1408	на высокую	1	1
1409	он вдруг	1	1
1410	мне известно	1	1
1411	друг другу	1	1
1412	нечто такое	1	1
1413	и каждый	2	1
1414	существует в	1	1
1415	потом с	1	1
1416	о человечности	1	1
1417	любви в	1	1
1418	характерно что	4	1
1419	обратимся к	2	1
1420	который так	1	1
1421	истории русской	1	1
1422	появилось новое	1	1
1423	способности к	1	1
1424	до совершенства	1	1
1425	толстой в	1	1
1426	и сказочность	1	1
1427	не исчерпывает	1	1
1428	столь же	6	1
1429	которая на	1	1
1430	и называл	1	1
1431	ней в	1	1
1432	не сразу	1	1
1433	это побудило	1	1
1434	жизнью я	1	1
1435	путь и	1	1
1436	значимость и	1	1
1437	парижа а	1	1
1438	автора как	1	1
1439	на подобные	1	1
1440	на который	1	1
1441	а как	2	1
1442	рассказ в	1	1
1443	ответы на	1	1
1444	в него	2	1
1445	себе как	1	1
1446	обратиться к	1	1
1447	и чем	1	1
1448	выступает в	2	1
1449	в один	1	1
1450	я сам	2	1
1451	него то	1	1
1452	которого она	2	1
1453	где мы	1	1
1454	по причине	2	1
1455	именно за	1	1
1456	теперь они	1	1
1457	она сама	1	1
1458	своего рода	19	1
1459	опере но	1	1
1460	самонаблюдения в	1	1
1461	на жизнь	1	1
1462	было на	2	1
1463	связи и	1	1
1464	него по	1	1
1465	во втором	2	1
1466	человеческой личности	1	1
1467	его нет	1	1
1468	вспомнила что	1	1
1469	в столь	1	1
1470	можно понять	1	1
1471	вместил в	1	1
1472	не позволяет	1	1
1473	и конечно	1	1
1474	еще раньше	1	1
1475	например что	1	1
1476	впадая в	1	1
1477	и солнце	1	1
1478	на ее	3	1
1479	уж и	1	1
1480	оно было	2	1
1481	говорит нам	1	1
1482	легко можно	1	1
1483	еще из	1	1
1484	другого человека	2	1
1485	представляют собой	2	1
1486	стороны же	1	1
1487	человек с	2	1
1488	это уже	2	1
1489	чтобы начать	1	1
1490	оно всегда	1	1
1491	и та	1	1
1492	не исчерпывается	1	1
1493	этот не	1	1
1494	на лице	1	1
1495	в человеке	5	1
1496	погружен в	1	1
1497	трагизм и	1	1
1498	расхождение с	1	1
1499	когда его	1	1
1500	переживания и	1	1
1501	оттого что	1	1
1502	что после	1	1
1503	в мае	1	1
1504	к области	2	1
1505	этих отношений	1	1
1506	нельзя ли	1	1
1507	на минуту	1	1
1508	следующими словами	1	1
1509	в плоскости	1	1
1510	что нет	1	1
1511	начинается с	2	1
1512	ли с	1	1
1513	и одновременно	1	1
1514	оказывается в	1	1
1515	сказать в	1	1
1516	именно оно	1	1
1517	не исключая	1	1
1518	их и	1	1
1519	его собственная	1	1
1520	содержания а	1	1
1521	о самом	2	1
1522	легко и	1	1
1523	если говорить	3	1
1524	его жизнь	2	1
1525	мечтаний и	1	1
1526	не делает	1	1
1527	ничего такого	1	1
1528	вас не	1	1
1529	а тут	1	1
1530	принадлежит здесь	1	1
1531	на наш	6	1
1532	ничем не	3	1
1533	к которым	1	1
1534	мысли о	3	1
1535	четыре года	1	1
1536	категорий как	1	1
1537	и такая	1	1
1538	независимость от	1	1
1539	ему казалось	3	1
1540	острейшим образом	1	1
1541	не принимая	1	1
1542	и собственную	1	1
1543	с собою	1	1
1544	молодого человека	1	1
1545	человека на	1	1
1546	была на	1	1
1547	том смысле	1	1
1548	обычно у	2	1
1549	явлений и	1	1
1550	бы не	3	1
1551	не видно	1	1
1552	есть на	1	1
1553	ничего в	1	1
1554	не вышло	1	1
1555	мы имели	1	1
1556	который не	1	1
1557	января г	1	1
1558	говорит только	1	1
1559	в итоге	1	1
1560	со слов	1	1
1561	году по	1	1
1562	которая не	3	1
1563	отношения но	1	1
1564	говорится что	1	1
1565	который и	1	1
1566	как некий	1	1
1567	характером он	1	1
1568	самое время	1	1
1569	и пишет	1	1
1570	в т	5	1
1571	который он	1	1
1572	о человеке	2	1
1573	с удовольствием	1	1
1574	чем же	2	1
1575	поэтому не	1	1
1576	и рассказов	1	1
1577	с детьми	1	1
1578	вот они	1	1
1579	относительно понимания	1	1
1580	и воображения	1	1
1581	более чем	2	1
1582	него уже	2	1
1583	да еще	1	1
1584	столкновение с	2	1
1585	не обращая	1	1
1586	связана с	1	1
1587	о сближении	1	1
1588	автора и	4	1
1589	в отставку	1	1
1590	этой работы	1	1
1591	это только	1	1
1592	быть не	1	1
1593	и второй	1	1
1594	и тогда	2	1
1595	он относится	1	1
1596	ими в	1	1
1597	в новой	1	1
1598	этим термином	1	1
1599	ряд с	1	1
1600	которого не	1	1
1601	причем все	1	1
1602	впрочем и	4	1
1603	в известном	1	1
1604	в письмах	1	1
1605	на столе	2	1
1606	к жене	1	1
1607	прав так	1	1
1608	вслед за	3	1
1609	этом за	1	1
1610	на примере	2	1
1611	и объясняется	1	1
1612	человека что	1	1
1613	в мир	1	1
1614	мы считаем	1	1
1615	времени и	2	1
1616	этом для	1	1
1617	что скоро	1	1
1618	не своим	1	1
1619	что произведение	1	1
1620	к людям	2	1
1621	что когда	2	1
1622	решительно все	1	1
1623	каждый из	1	1
1624	литературы в	1	1
1625	было и	1	1
1626	всякого явления	1	1
1627	под которым	1	1
1628	новое качество	1	1
1629	в творчестве	4	1
1630	состоит в	8	1
1631	похожа на	1	1
1632	теоретических проблем	2	1
1633	потом в	1	1
1634	другой день	1	1
1635	в точности	1	1
1636	в споре	1	1
1637	на две	1	1
1638	в данной	2	1
1639	ко всей	1	1
1640	оттого не	1	1
1641	принадлежит к	2	1
1642	в состояние	1	1
1643	в самую	1	1
1644	при котором	2	1
1645	уже иное	1	1
1646	с мужем	2	1
1647	приводятся по	1	1
1648	но была	1	1
1649	с нею	2	1
1650	последнего в	1	1
1651	характера и	2	1
1652	именно то	1	1
1653	лучше всего	1	1
1654	человечества и	1	1
1655	и правде	1	1
1656	и ухаживать	1	1
1657	на кладбище	1	1
1658	каждый день	1	1
1659	смерти он	1	1
1660	до известной	1	1
1661	литературы не	1	1
1662	и представлений	1	1
1663	это одно	1	1
1664	в произведениях	2	1
1665	не свидетельствует	1	1
1666	он увидел	1	1
1667	что среди	1	1
1668	мы еще	1	1
1669	но которые	1	1
1670	не будучи	1	1
1671	точку зрения	1	1
1672	другого и	2	1
1673	человеческого я	7	1
1674	собой на	1	1
1675	понять и	1	1
1676	какие были	1	1
1677	высшей степени	2	1
1678	дает нам	1	1
1679	вместе со	2	1
1680	в любви	2	1
1681	тогда в	2	1
1682	о молодом	1	1
1683	два разных	1	1
1684	в гораздо	1	1
1685	и прямо	1	1
1686	эта характеристика	1	1
1687	с но	1	1
1688	отцу и	1	1
1689	ему что	1	1
1690	слово но	1	1
1691	своей любви	1	1
1692	различие между	1	1
1693	не во	3	1
1694	из деревни	2	1
1695	третья как	1	1
1696	сущность и	1	1
1697	в последней	2	1
1698	свое назначение	1	1
1699	своей основной	1	1
1700	о сыне	1	1
1701	обыкновенной человеческой	1	1
1702	жизни здесь	1	1
1703	это часто	1	1
1704	же мере	2	1
1705	легко заметить	2	1
1706	мешало ему	1	1
1707	в соответствующих	2	1
1708	на языке	1	1
1709	он вновь	2	1
1710	этом он	2	1
1711	такое же	1	1
1712	простоте и	1	1
1713	видеть в	1	1
1714	то самое	1	1
1715	и п	1	1
1716	и характера	1	1
1717	что хотел	1	1
1718	свои вопросы	1	1
1719	все той	1	1
1720	о ее	1	1
1721	в серьезных	1	1
1722	смысла жизни	2	1
1723	не принимает	1	1
1724	раз в	5	1
1725	непосредственно в	1	1
1726	нет мы	1	1
1727	этого сознания	1	1
1728	а еще	1	1
1729	века и	1	1
1730	бы для	1	1
1731	своего мужа	3	1
1732	или в	3	1
1733	жизни это	1	1
1734	и глубокой	1	1
1735	все ее	1	1
1736	для других	5	1
1737	не любит	2	1
1738	в руках	1	1
1739	который как	1	1
1740	ничего сообщить	1	1
1741	на нее	1	1
1742	это еще	1	1
1743	и собственного	1	1
1744	представлений с	1	1
1745	в последнем	1	1
1746	виду что	1	1
1747	он видел	2	1
1748	этом что	1	1
1749	и другое	2	1
1750	здесь даже	1	1
1751	в изучение	1	1
1752	о жизни	1	1
1753	он один	1	1
1754	в сердце	1	1
1755	на тему	1	1
1756	в условиях	1	1
1757	между собою	1	1
1758	было просто	1	1
1759	слова на	1	1
1760	как она	3	1
1761	поведения и	1	1
1762	лежит на	2	1
1763	или даже	2	1
1764	с разными	1	1
1765	в духовной	1	1
1766	нас ведь	1	1
1767	живой и	1	1
1768	ли не	1	1
1769	включенная в	1	1
1770	грусти и	1	1
1771	полагать что	1	1
1772	по самой	1	1
1773	так а	2	1
1774	человеческое я	2	1
1775	для которого	1	1
1776	в каждой	2	1
1777	и таким	1	1
1778	за его	1	1
1779	в одной	3	1
1780	как все	2	1
1781	не впадая	1	1
1782	предстает в	1	1
1783	на них	2	1
1784	был завершен	1	1
1785	на свете	2	1
1786	человека к	1	1
1787	публике а	1	1
1788	и произвол	1	1
1789	было более	1	1
1790	на нечто	1	1
1791	возвращается к	3	1
1792	смеется в	1	1
1793	исток и	1	1
1794	ей в	1	1
1795	как живую	1	1
1796	которая может	1	1
1797	второй и	1	1
1798	нашего я	1	1
1799	чего нельзя	1	1
1800	возможным и	1	1
1801	ли в	2	1
1802	поскольку они	1	1
1803	автора он	1	1
1804	равно в	1	1
1805	характера в	4	1
1806	ни один	1	1
1807	нравственно и	1	1
1808	для чего	1	1
1809	с совершенно	1	1
1810	в отношениях	1	1
1811	ведь и	1	1
1812	не сказал	1	1
1813	тому времени	1	1
1814	в значительной	3	1
1815	эта сторона	1	1
1816	выйти за	1	1
1817	еще можно	1	1
1818	всего его	1	1
1819	историю своей	1	1
1820	прибегать к	1	1
1821	только у	1	1
1822	не следует	2	1
1823	например и	1	1
1824	вторая половина	2	1
1825	всегда было	1	1
1826	чтобы не	3	1
1827	и умер	1	1
1828	у нее	10	1
1829	его я	3	1
1830	признать что	2	1
1831	человеку если	1	1
1832	она действительно	1	1
1833	все та	2	1
1834	последнее слово	1	1
1835	частности к	1	1
1836	в отрыве	1	1
1837	в лице	3	1
1838	чувства а	1	1
1839	в плане	1	1
1840	реакции на	1	1
1841	однако для	2	1
1842	например его	1	1
1843	них нет	1	1
1844	эта заданность	1	1
1845	того времени	1	1
1846	представляется весьма	1	1
1847	настаивать на	1	1
1848	имеет к	1	1
1849	далека от	1	1
1850	была в	1	1
1851	или иной	2	1
1852	сердце и	1	1
1853	рассуждает о	1	1
1854	личный опыт	1	1
1855	было довольно	1	1
1856	своей встречи	1	1
1857	у н	1	1
1858	больше не	3	1
1859	слова и	1	1
1860	все более	1	1
1861	нуждается в	2	1
1862	ли может	1	1
1863	эти два	1	1
1864	растворяется в	1	1
1865	только одну	1	1
1866	таким же	1	1
1867	которые тоже	1	1
1868	и скоро	1	1
1869	себя то	1	1
1870	в который	1	1
1871	дело здесь	2	1
1872	к идее	1	1
1873	насколько мне	1	1
1874	себе а	1	1
