N	2gram	Potebnia_M	KulturaY
1318	отношением к	1	1
1319	но самое	1	1
1320	значительной степени	3	1
1321	что подобная	1	1
1322	стороны в	1	1
1323	все средства	1	1
1324	я могу	2	1
1325	не оспаривая	1	1
1326	бы стать	1	1
1327	и общее	2	1
1328	я от	1	1
1329	и двумя	1	1
1330	что по	3	1
1331	их в	2	1
1332	понимания слова	1	1
1333	мысли о	6	1
1334	только те	1	1
1335	в какое	3	1
1336	нужно чтобы	1	1
1337	звук или	1	1
1338	его все	1	1
1339	этом можно	1	1
1340	грамматику и	1	1
1341	они ни	2	1
1342	в природе	11	1
1343	человеческой речи	6	1
1344	как более	1	1
1345	предложения и	1	1
1346	мир и	1	1
1347	догадываться о	1	1
1348	более как	3	1
1349	славянских языках	1	1
1350	за внешние	1	1
1351	в письме	1	1
1352	сколько же	1	1
1353	мы встретим	1	1
1354	что слова	1	1
1355	непонятное слово	1	1
1356	нашей собственной	1	1
1357	тогда не	1	1
1358	даже с	2	1
1359	языка мы	2	1
1360	для выражения	1	1
1361	язык из	1	1
1362	теперь он	1	1
1363	самого начала	5	1
1364	разных языках	1	1
1365	же объясняется	1	1
1366	перестает быть	3	1
1367	при тех	1	1
1368	и звуком	1	1
1369	известная форма	1	1
1370	от удовлетворения	1	1
1371	значение только	1	1
1372	для какой	1	1
1373	которые мы	7	1
1374	определение не	1	1
1375	звука в	4	1
1376	же следует	2	1
1377	будет для	1	1
1378	как речь	1	1
1379	что второе	1	1
1380	система есть	1	1
1381	выше мы	2	1
1382	себе все	1	1
1383	вообще при	1	1
1384	для успокоения	1	1
1385	части речи	1	1
1386	это последнее	6	1
1387	второе из	1	1
1388	известных условиях	2	1
1389	как язык	1	1
1390	говорим что	1	1
1391	она могла	2	1
1392	значение то	1	1
1393	мы признаем	1	1
1394	по возможности	1	1
1395	все свои	1	1
1396	люди на	1	1
1397	явлением как	1	1
1398	д в	1	1
1399	но во	3	1
1400	бы даже	2	1
1401	и дают	1	1
1402	как между	1	1
1403	п с	1	1
1404	и другой	1	1
1405	с другим	3	1
1406	грамматических формах	2	1
1407	и начнем	1	1
1408	в этот	1	1
1409	существенное значение	1	1
1410	он оставил	1	1
1411	не сама	1	1
1412	индоевропейских языках	1	1
1413	и действия	2	1
1414	филологии и	1	1
1415	не встречается	1	1
1416	если так	1	1
1417	между двумя	1	1
1418	были и	2	1
1419	изменения которые	1	1
1420	форм для	1	1
1421	конечно может	1	1
1422	и формы	1	1
1423	только на	4	1
1424	становится для	2	1
1425	бы видеть	1	1
1426	определяется тем	1	1
1427	задачи и	1	1
1428	образом что	2	1
1429	уже как	1	1
1430	не замечается	1	1
1431	природа и	2	1
1432	знаков из	1	1
1433	то как	1	1
1434	сказать несколько	1	1
1435	от своей	1	1
1436	имеют для	4	1
1437	отношениях к	1	1
1438	самый звук	2	1
1439	то его	1	1
1440	нем есть	2	1
1441	часть этого	1	1
1442	чем во	1	1
1443	звуки и	4	1
1444	собою и	2	1
1445	на ней	4	1
1446	не упоминает	1	1
1447	который нам	1	1
1448	бы потому	1	1
1449	только служат	2	1
1450	всякая речь	1	1
1451	же так	1	1
1452	группы и	1	1
1453	к великому	1	1
1454	языка таким	1	1
1455	нас на	2	1
1456	и притом	6	1
1457	по которым	2	1
1458	одному только	1	1
1459	ли нам	1	1
1460	но разве	1	1
1461	мы примем	1	1
1462	следующим образом	1	1
1463	нее в	1	1
1464	сущности и	1	1
1465	только во	1	1
1466	с которою	3	1
1467	есть по	1	1
1468	отношения в	1	1
1469	о причинах	2	1
1470	и наименее	1	1
1471	во всей	1	1
1472	все без	1	1
1473	они уже	1	1
1474	это что	2	1
1475	теории и	2	1
1476	указывают на	3	1
1477	п из	1	1
1478	нашей речи	1	1
1479	в к	1	1
1480	нам остается	2	1
1481	до какой	1	1
1482	какой степени	1	1
1483	лежащим в	1	1
1484	отношении его	1	1
1485	особенности этого	1	1
1486	очередь есть	1	1
1487	нужно для	1	1
1488	действительное бытие	1	1
1489	имели бы	1	1
1490	к этим	2	1
1491	стороны а	1	1
1492	к ее	2	1
1493	собственном значении	1	1
1494	объяснение было	1	1
1495	эти звуки	2	1
1496	затем в	1	1
1497	себя в	1	1
1498	нас весьма	1	1
1499	этих последних	5	1
1500	формы чтобы	1	1
1501	не найдем	1	1
1502	чем более	3	1
1503	же было	1	1
1504	той степени	1	1
1505	особенности его	1	1
1506	все признаки	2	1
1507	может обойтись	2	1
1508	как нужно	1	1
1509	и впечатления	2	1
1510	считать не	1	1
1511	такой степени	2	1
1512	к общему	4	1
1513	представим себе	1	1
1514	без своих	1	1
1515	влияние произвола	1	1
1516	к различным	1	1
1517	во всех	12	1
1518	языков так	1	1
1519	где как	1	1
1520	так сильно	1	1
1521	влияние на	4	1
1522	форм например	1	1
1523	мы видим	5	1
1524	он взялся	1	1
1525	него внимание	1	1
1526	все его	2	1
1527	этой задачи	1	1
1528	что то	1	1
1529	приведены в	1	1
1530	например слово	1	1
1531	народов не	1	1
1532	не противоречит	3	1
1533	нами не	2	1
1534	никогда бы	1	1
1535	к их	2	1
1536	так можно	1	1
1537	мы принуждены	3	1
1538	и лингвистики	1	1
1539	внутри одного	1	1
1540	она как	1	1
1541	похожи на	1	1
1542	и эту	1	1
1543	слова является	1	1
1544	это будет	5	1
1545	как средство	2	1
1546	об одном	1	1
1547	есть одно	1	1
1548	деятельность то	1	1
1549	такого рода	1	1
1550	притом не	5	1
1551	занимается языком	1	1
1552	говорящий и	1	1
1553	и правил	2	1
1554	при переходе	1	1
1555	никакого другого	2	1
1556	если к	1	1
1557	логикой и	1	1
1558	что различные	1	1
1559	нельзя в	3	1
1560	на нас	1	1
1561	указывающий на	2	1
1562	ни причины	1	1
1563	с тех	1	1
1564	смысле есть	2	1
1565	по мнению	4	1
1566	в утверждении	2	1
1567	после этого	2	1
1568	предмет своего	1	1
1569	только такую	1	1
1570	языки по	1	1
1571	нашей души	2	1
1572	что несмотря	1	1
1573	теряют свое	1	1
1574	не кажется	2	1
1575	но во-первых	2	1
1576	для своего	1	1
1577	наоборот то	1	1
1578	дать место	1	1
1579	природе не	1	1
1580	значением слова	2	1
1581	отказывается от	1	1
1582	особых форм	1	1
1583	есть с	1	1
1584	не ограничивается	3	1
1585	с пониманием	1	1
1586	есть очевидно	1	1
1587	не станет	2	1
1588	противоречие между	1	1
1589	приходят на	1	1
1590	что а	3	1
1591	от теории	1	1
1592	звук только	1	1
1593	есть еще	1	1
1594	мы на	1	1
1595	бы только	2	1
1596	что вы	1	1
1597	каких эти	1	1
1598	или не	3	1
1599	столько же	4	1
1600	он может	2	1
1601	фактов которые	1	1
1602	от тех	1	1
1603	слова во	2	1
1604	деятельности в	2	1
1605	и отношения	1	1
1606	есть искусство	1	1
1607	такой точки	1	1
1608	в представлении	1	1
1609	не нуждается	2	1
1610	вообще в	1	1
1611	необходим для	1	1
1612	на основные	1	1
1613	следует рассматривать	1	1
1614	от нее	6	1
1615	как его	1	1
1616	с представлением	1	1
1617	его мысли	1	1
1618	всей духовной	1	1
1619	бы самым	1	1
1620	слова всегда	1	1
1621	предмет как	2	1
1622	связанными с	1	1
1623	соловью поменяться	1	1
1624	необходимости и	2	1
1625	для всякого	3	1
1626	же оно	1	1
1627	для души	4	1
1628	следует понимать	1	1
1629	а здесь	1	1
1630	законам но	1	1
1631	по одному	1	1
1632	сказать нельзя	1	1
1633	есть именно	1	1
1634	случай к	1	1
1635	для человеческого	1	1
1636	тесный круг	1	1
1637	долго и	1	1
1638	всякую возможность	1	1
1639	себе известное	1	1
1640	в письменности	1	1
1641	само это	1	1
1642	они как	1	1
1643	и характер	1	1
1644	в употреблении	1	1
1645	следует думать	1	1
1646	понимание и	1	1
1647	зрения и	7	1
1648	должно было	1	1
1649	таких способов	1	1
1650	в свой	1	1
1651	и устраняется	1	1
1652	тогда только	1	1
1653	например как	1	1
1654	полагает что	3	1
1655	есть своя	1	1
1656	в эту	2	1
1657	звука и	9	1
1658	на группы	1	1
1659	деле есть	2	1
1660	не давать	1	1
1661	не иначе	4	1
1662	всякого нового	2	1
1663	и понимание	3	1
1664	всех народов	1	1
1665	замечаем что	1	1
1666	имеет ничего	1	1
1667	не имел	2	1
1668	и душевных	1	1
1669	понятий и	1	1
1670	же основаниях	1	1
1671	и звук	6	1
1672	уже название	1	1
1673	не имеющие	1	1
1674	важную особенность	1	1
1675	ли о	1	1
1676	только от	2	1
1677	поэтическое произведение	1	1
1678	что дают	1	1
1679	необходимое условие	1	1
1680	и назвать	1	1
1681	природы а	1	1
1682	о происхождении	8	1
1683	если оно	1	1
1684	сознания а	1	1
1685	есть здесь	1	1
1686	вытекают из	3	1
1687	только путем	1	1
1688	при чтении	1	1
1689	не совсем	3	1
1690	что пока	1	1
1691	в живой	2	1
1692	простые и	1	1
1693	о предмете	3	1
1694	бы создать	1	1
1695	быть передан	1	1
1696	о душе	1	1
1697	в мысль	1	1
1698	о звуке	2	1
1699	обществе и	2	1
1700	подобные же	1	1
1701	науке а	1	1
1702	самый процесс	2	1
1703	а разве	1	1
1704	отличен от	1	1
1705	к первоначальному	1	1
1706	понимания язык	2	1
1707	на другой	2	1
1708	очевидно не	1	1
1709	внешняя форма	3	1
1710	совсем не	1	1
1711	многих случаях	2	1
1712	разных мыслей	1	1
1713	будем иметь	1	1
1714	и бог	1	1
1715	объясняется и	1	1
1716	близкий к	1	1
1717	звук получает	1	1
1718	еще яснее	1	1
1719	понимать и	1	1
1720	и исторический	1	1
1721	в ответ	1	1
1722	кажется что	1	1
1723	может обозначать	1	1
1724	именно что	2	1
1725	в образы	2	1
1726	оно и	4	1
1727	и чужой	1	1
1728	не заключает	3	1
1729	возвращаясь к	1	1
1730	легко можно	1	1
1731	одно и	1	1
1732	было для	1	1
1733	последовательное и	1	1
1734	и та	1	1
1735	одни только	1	1
1736	хотя в	3	1
1737	вообще можно	1	1
1738	для человека	3	1
1739	время когда	2	1
1740	положим что	3	1
1741	оно переносит	1	1
1742	грамматическими формами	1	1
1743	зрения так	1	1
1744	имел бы	1	1
1745	проникнуть в	1	1
1746	и другая	2	1
1747	по своей	2	1
1748	глагол не	1	1
1749	новое слово	1	1
1750	что бы	2	1
1751	происхождении слова	1	1
1752	народа по	1	1
1753	следует признать	1	1
1754	должны были	2	1
1755	на данном	1	1
1756	которого в	1	1
1757	бы было	3	1
1758	мысли от	1	1
1759	движения и	3	1
1760	как эта	1	1
1761	всякого другого	1	1
1762	мною же	1	1
1763	которая действительно	1	1
1764	истории и	1	1
1765	до первого	2	1
1766	в связь	1	1
1767	но без	2	1
1768	говорят же	1	1
1769	заставляет нас	2	1
1770	основанное на	1	1
1771	значат то	1	1
1772	чем между	1	1
1773	что во	4	1
1774	какой именно	1	1
1775	и какой	1	1
1776	все вообще	1	1
1777	законов и	1	1
1778	который произносит	1	1
1779	обратимся к	1	1
1780	них не	3	1
1781	узнает в	1	1
1782	мысль в	2	1
1783	что языку	1	1
1784	тем легче	1	1
1785	процессы в	1	1
1786	в синтаксисе	1	1
1787	не замечать	2	1
1788	не исчерпывают	1	1
1789	значит только	1	1
1790	в первой	1	1
1791	круг его	1	1
1792	этих словах	1	1
1793	в одинаковых	1	1
1794	языков и	1	1
1795	не сразу	2	1
1796	которое бы	2	1
1797	бы быть	7	1
1798	если они	1	1
1799	во-вторых не	1	1
1800	действительно есть	2	1
1801	только такой	1	1
1802	и история	1	1
1803	формою и	1	1
1804	бы ни	8	1
1805	которые были	1	1
1806	свое собственное	1	1
1807	сказать о	1	1
1808	какое в	2	1
1809	существенное здесь	1	1
1810	грамматика есть	1	1
1811	же языка	1	1
1812	явления в	2	1
1813	многое не	1	1
1814	от присоединения	1	1
1815	нет языка	2	1
1816	значения как	1	1
1817	остановиться на	1	1
1818	слово собственно	1	1
1819	своего развития	1	1
1820	может понять	1	1
1821	слово теперь	1	1
1822	в один	2	1
1823	понятия и	3	1
1824	как знак	1	1
1825	имеет дело	2	1
1826	невозможно влияние	1	1
1827	грамматики с	1	1
1828	в малом	1	1
1829	есть как	2	1
1830	на простейших	1	1
1831	что до	2	1
1832	смысле имеет	1	1
1833	превращаются в	1	1
1834	который здесь	1	1
1835	должны сказать	1	1
1836	любви и	1	1
1837	или то	1	1
1838	бы ошибочно	1	1
1839	в ближайшей	1	1
1840	времени для	1	1
1841	как теперь	1	1
1842	против этого	1	1
1843	самое понятие	2	1
1844	стало невозможно	1	1
1845	и стало	1	1
1846	значением мы	1	1
1847	не нашел	1	1
1848	было но	1	1
1849	образом и	2	1
1850	взгляд на	2	1
1851	нас те	2	1
1852	себя язык	1	1
1853	ни малейшего	3	1
1854	и этот	1	1
1855	вопросы о	1	1
1856	себе содержание	1	1
1857	его собственное	1	1
1858	язык тем	2	1
1859	от жизни	1	1
1860	смотреть на	1	1
1861	будет признать	1	1
1862	в вопросах	1	1
1863	то есть	69	1
1864	другой только	1	1
1865	мы при	1	1
1866	как содержание	1	1
1867	к одной	3	1
1868	бы отказаться	1	1
1869	с и	3	1
1870	так человек	1	1
1871	его с	3	1
1872	строится по	1	1
1873	так оно	1	1
1874	нас как	1	1
1875	словом то	1	1
1876	для себя	4	1
1877	не идет	1	1
1878	ср с	2	1
1879	слове он	1	1
1880	видно из	3	1
1881	б не	2	1
1882	доказывает это	1	1
1883	менее ясно	1	1
1884	останавливает на	1	1
1885	что рядом	1	1
1886	создается в	1	1
1887	понятий если	1	1
1888	связанное с	3	1
1889	должны иметь	2	1
1890	он что	1	1
1891	и обусловливает	1	1
1892	иное значение	1	1
1893	же невозможно	1	1
1894	одном и	3	1
1895	на таких	1	1
1896	не исчерпывается	2	1
1897	его во	1	1
1898	зависит не	1	1
1899	от общего	2	1
1900	его но	1	1
1901	утверждает что	3	1
1902	я прежде	1	1
1903	области не	1	1
1904	формах слова	1	1
1905	внутренней необходимостью	1	1
1906	понятие цели	1	1
1907	язык предполагает	1	1
1908	этих отношений	1	1
1909	менее есть	1	1
1910	что аналогия	1	1
1911	реального значения	2	1
1912	как каждое	1	1
1913	как идея	1	1
1914	совершенно несправедливо	1	1
1915	сознаться что	1	1
1916	необходимо должна	1	1
1917	фантазия может	1	1
1918	о законах	1	1
1919	или другого	1	1
1920	не исчезнет	1	1
1921	все то	2	1
1922	которых и	2	1
1923	то на	4	1
1924	к общей	1	1
1925	наблюдений над	1	1
1926	этого круга	1	1
1927	б в	1	1
1928	оно есть	1	1
1929	становится уже	1	1
1930	одно слово	1	1
1931	процессе речи	1	1
1932	или наоборот	1	1
1933	вопроса на	1	1
1934	души впрочем	1	1
1935	словом но	3	1
1936	значения и	1	1
1937	они связаны	1	1
1938	живой речи	1	1
1939	из тех	1	1
1940	изменяется в	2	1
1941	к таким	2	1
1942	повлечет за	1	1
1943	как без	1	1
1944	к нам	3	1
1945	от чего	1	1
1946	может стать	3	1
1947	и звуки	1	1
1948	это чувство	2	1
1949	необходимости в	2	1
1950	это зависит	1	1
1951	теперь следует	1	1
1952	которые могут	5	1
1953	этим в	1	1
1954	явлений и	3	1
1955	а один	1	1
1956	что смысл	1	1
1957	ниже мы	1	1
1958	имеет своих	1	1
1959	себя и	3	1
1960	языка эта	1	1
1961	не видно	5	1
1962	здесь может	1	1
1963	ничего в	1	1
1964	звуков для	1	1
1965	мыслей и	1	1
1966	не знали	2	1
1967	слово из	1	1
1968	этого звука	3	1
1969	о средствах	1	1
1970	из которого	3	1
1971	воздуха а	1	1
1972	языка или	2	1
1973	его пути	1	1
1974	на их	2	1
1975	например назвать	1	1
1976	своей жизни	1	1
1977	такого положения	1	1
1978	мы однако	1	1
1979	понятно не	1	1
1980	он мог	1	1
1981	формами но	1	1
1982	более очевидна	1	1
1983	к природе	1	1
1984	сразу и	1	1
1985	ближайшей связи	1	1
1986	того на	1	1
1987	нет ничего	2	1
1988	но их	1	1
1989	как часть	2	1
1990	к нашему	1	1
1991	свести все	1	1
1992	внешней форме	1	1
1993	свои внутренние	1	1
1994	образования и	2	1
1995	область языка	1	1
1996	имеют в	2	1
1997	невозможно соловью	1	1
1998	знает как	1	1
1999	языка вообще	1	1
2000	на новые	1	1
2001	ему возможность	1	1
2002	как указания	1	1
2003	находит свое	1	1
2004	кричать и	1	1
2005	в пример	2	1
2006	более сложные	1	1
2007	же периоде	1	1
2008	как одно	1	1
2009	не всякое	1	1
2010	в слово	2	1
2011	языка над	1	1
2012	и общие	1	1
2013	совпадает с	1	1
2014	совсем другое	1	1
2015	наконец в	1	1
2016	бы по	1	1
2017	мы уже	1	1
2018	причины ни	1	1
2019	живым и	1	1
2020	какие бы	1	1
2021	явления и	1	1
2022	которое не	1	1
2023	по значению	1	1
2024	мы выражаем	1	1
2025	что замечается	1	1
2026	чем именно	1	1
2027	в понятие	1	1
2028	и независимо	2	1
2029	из его	1	1
2030	как случайное	1	1
2031	считать их	1	1
2032	предмета а	2	1
2033	с подобными	1	1
2034	развития и	3	1
2035	так скоро	1	1
2036	своему значению	1	1
2037	то все	6	1
2038	народов и	1	1
2039	занимает в	1	1
2040	и вся	1	1
2041	ни для	2	1
2042	которые должны	2	1
2043	этот переход	1	1
2044	чтобы она	1	1
2045	как если	1	1
2046	нет никакой	1	1
2047	и принимает	1	1
2048	к делу	1	1
2049	ее с	2	1
2050	мы хотим	1	1
2051	с незапамятных	1	1
2052	случаях вовсе	1	1
2053	более и	2	1
2054	как невозможно	1	1
2055	что такая	2	1
2056	эти условия	2	1
2057	о словах	1	1
2058	стороны если	1	1
2059	при помощи	2	1
2060	непременно нужно	1	1
2061	слове и	1	1
2062	и наоборот	10	1
2063	польский язык	1	1
2064	высокой степени	1	1
2065	говорят только	1	1
2066	им в	1	1
2067	вообще может	1	1
2068	связь слова	1	1
2069	предполагает уже	2	1
2070	этого слова?	1	1
2071	которому мы	2	1
2072	из одной	1	1
2073	это доказывает	1	1
2074	так мало	1	1
2075	только звуки	2	1
2076	ее только	1	1
2077	на две	2	1
2078	только ради	1	1
2079	есть литература	1	1
2080	ее не	1	1
2081	другим но	1	1
2082	отличны от	1	1
2083	и во	6	1
2084	от звука	1	1
2085	принадлежит к	1	1
2086	имеет своим	1	1
2087	лингвистики так	1	1
2088	значение имеет	1	1
2089	народного творчества	1	1
2090	которые с	1	1
2091	здесь разумеется	1	1
2092	жизни языка	1	1
2093	никакого отличия	1	1
2094	которым мы	1	1
2095	их с	1	1
2096	как общая	1	1
2097	речи говорит	1	1
2098	образ предмета	5	1
2099	легко заметить	1	1
2100	какие мы	1	1
2101	нам его	1	1
2102	отсюда понятно	1	1
2103	и историческое	1	1
2104	того с	1	1
2105	мысли не	1	1
2106	в сознании	8	1
2107	легко может	1	1
2108	чтобы все	1	1
2109	сходства с	1	1
2110	как во	2	1
2111	содержанием и	1	1
2112	от души	1	1
2113	они еще	1	1
2114	что индивидуальность	1	1
2115	язык потому	1	1
2116	от разных	1	1
2117	когда эти	1	1
2118	необходимых условий	1	1
2119	однако хотя	1	1
2120	этих примерах	1	1
2121	как предмет	3	1
2122	как совершается	1	1
2123	языка о	1	1
2124	в значительном	1	1
2125	не видит	1	1
2126	между различными	1	1
2127	к польскому	1	1
2128	с новыми	1	1
2129	предмету не	2	1
2130	еще в	1	1
2131	от основного	1	1
2132	оно имеет	2	1
2133	до сознания	3	1
2134	из него	3	1
2135	дает в	1	1
2136	речи нужно	1	1
2137	в санскрите	1	1
2138	их собственной	1	1
2139	мысли с	4	1
2140	не будучи	1	1
2141	нет дела	1	1
2142	на некоторое	1	1
2143	с каким	2	1
2144	человека но	1	1
2145	и том	3	1
2146	изменения в	1	1
2147	уже с	2	1
2148	которому он	1	1
2149	к лицу	1	1
2150	уже для	1	1
2151	языке может	1	1
2152	находятся в	3	1
2153	чем с	1	1
2154	творчества не	1	1
2155	знать что	2	1
2156	что ему	2	1
2157	для нашего	1	1
2158	которым он	1	1
2159	нам еще	1	1
2160	содержания а	1	1
2161	ему в	1	1
2162	логические формы	1	1
2163	многих других	2	1
2164	одном случае	1	1
2165	слово но	1	1
2166	есть такой	1	1
2167	кто такой	1	1
2168	зависит и	1	1
2169	раз при	1	1
2170	личного развития	1	1
2171	язык является	1	1
2172	же того	1	1
2173	сам он	1	1
2174	не нужен	2	1
2175	нас не	1	1
2176	этот и	1	1
2177	теперь как	1	1
2178	первом смысле	2	1
2179	при таких	3	1
2180	при самом	5	1
2181	не без	2	1
2182	случаев в	1	1
2183	что собственно	1	1
2184	это часто	1	1
2185	дошел до	2	1
2186	ничего кроме	2	1
2187	переход к	1	1
2188	в старину	1	1
2189	употребляет для	2	1
2190	слово становится	1	1
2191	какие именно	1	1
2192	день и	1	1
2193	почти всякий	1	1
2194	звуки эти	1	1
2195	которые никак	1	1
2196	способности к	1	1
2197	на одной	1	1
2198	в род	1	1
2199	что каждый	1	1
2200	восприятия и	3	1
2201	а другое	1	1
2202	богатство и	1	1
2203	через другие	1	1
2204	только звук	4	1
2205	вовсе нет	1	1
2206	при некотором	1	1
2207	своих мыслей	1	1
2208	не существует	2	1
2209	с утверждением	1	1
2210	знания и	1	1
2211	здесь нет	1	1
2212	на каком	1	1
2213	оно только	1	1
2214	что легче	1	1
2215	теми же	1	1
2216	бы для	2	1
2217	себе что	1	1
2218	и представления	1	1
2219	частей мы	1	1
2220	слова которые	1	1
2221	что к	2	1
2222	все ее	2	1
2223	для других	2	1
2224	их появление	1	1
2225	из других	1	1
2226	не иметь	1	1
2227	об этих	1	1
2228	что историческое	1	1
2229	том виде	1	1
2230	они могли	2	1
2231	с теми	2	1
2232	которое лежит	1	1
2233	виду что	2	1
2234	за тем	2	1
2235	такое же	3	1
2236	же языке	1	1
2237	отдельное слово	1	1
2238	словом и	2	1
2239	в движение	2	1
2240	науку в	1	1
2241	законов языка	1	1
2242	как она	3	1
2243	нам на	1	1
2244	не подлежит	1	1
2245	существует потому	1	1
2246	не предполагает	1	1
2247	самые простые	1	1
2248	между звуком	2	1
2249	звук есть	1	1
2250	а их	1	1
2251	что звук	1	1
2252	к результатам	1	1
2253	не дают	2	1
2254	языка по	2	1
2255	по-своему но	1	1
2256	слова есть	6	1
2257	на источник	1	1
2258	есть только	16	1
2259	внешней звуковой	1	1
2260	те особенности	1	1
2261	и утверждать	1	1
2262	остановимся на	3	1
2263	системы как	2	1
2264	или что	3	1
2265	вероятно не	1	1
2266	впечатления от	2	1
2267	что например	5	1
2268	когда же	2	1
2269	первой части	1	1
2270	утверждения что	2	1
2271	принимается за	1	1
2272	и оно	1	1
2273	даже что	1	1
2274	форма в	1	1
2275	в каждой	1	1
2276	языку это	3	1
2277	разными словами	1	1
2278	при его	1	1
2279	и таким	1	1
2280	язык или	1	1
2281	мысли в	11	1
2282	сокращение этого	1	1
2283	слова оказывается	1	1
2284	раз как	1	1
2285	с какими	1	1
2286	акте понимания	1	1
2287	каждом человеке	1	1
2288	нас даже	1	1
2289	чтобы сделать	1	1
2290	разные оттенки	1	1
2291	в строении	3	1
2292	как звук	1	1
2293	самый предмет	2	1
2294	и других	6	1
2295	в полной	1	1
2296	оба эти	2	1
2297	образа как	1	1
2298	а еще	1	1
2299	с самого	5	1
2300	i язык	1	1
2301	выше и	1	1
2302	и составляют	1	1
2303	быть может	6	1
2304	одного лица	2	1
2305	значит что	1	1
2306	а его	3	1
2307	а просто	1	1
2308	не отвечает	1	1
2309	языка должна	1	1
2310	которую мы	1	1
2311	бы те	1	1
2312	усомниться в	1	1
2313	мы отделяем	1	1
2314	будет видно	2	1
2315	не решает	1	1
2316	мысли потому	1	1
2317	может даже	1	1
2318	то чего	2	1
2319	он принадлежит	1	1
2320	но при	3	1
2321	его не	3	1
2322	которые нам	1	1
2323	и ни	1	1
2324	есть чисто	1	1
2325	может считаться	1	1
2326	музыкальной формы	1	1
2327	его мнению	4	1
2328	следует помнить	2	1
2329	для практики	1	1
2330	собою как	2	1
2331	бы назвать	1	1
2332	языку и	2	1
2333	субъекта и	4	1
2334	без знания	1	1
2335	для кого	2	1
2336	в противоположность	2	1
2337	вопрос как	1	1
2338	когда язык	2	1
2339	нужна для	1	1
2340	входит в	1	1
2341	во второй	1	1
2342	невозможно но	1	1
2343	не находит	2	1
2344	п однако	1	1
2345	нашем есть	1	1
2346	действительного значения	1	1
2347	в изменении	1	1
2348	словах а	1	1
2349	с ее	2	1
2350	и грамматических	2	1
2351	в нескольких	1	1
2352	если язык	1	1
2353	сознание и	1	1
2354	образованном обществе	1	1
2355	общий характер	1	1
2356	из приведенных	1	1
2357	в развитии	2	1
2358	не найдет	2	1
2359	нет не	1	1
2360	для деятельности	1	1
2361	несколько раз	1	1
2362	что из	2	1
2363	и всегда	3	1
2364	с понятием	2	1
2365	при всем	1	1
2366	разумеется в	1	1
2367	одни из	1	1
2368	слова потому	2	1
2369	ли этот	1	1
2370	скажет что	2	1
2371	звуками как	1	1
2372	другой форме	1	1
2373	к мысли	3	1
2374	как выражение	1	1
2375	поэтому будем	1	1
2376	поэтому если	1	1
2377	нужно говорить	1	1
2378	с так	3	1
2379	этот способ	1	1
2380	самую мысль	1	1
2381	вообще все	1	1
2382	по всей	2	1
2383	то язык	1	1
2384	с которой	1	1
2385	оно должно	5	1
2386	же люди	1	1
2387	язык от	1	1
2388	место не	1	1
2389	слов если	1	1
2390	и самого	2	1
2391	показать возможность	1	1
2392	действительности не	2	1
2393	о которой	2	1
2394	то почти	1	1
2395	слов к	1	1
2396	что изучение	1	1
2397	и ее	1	1
2398	бы он	1	1
2399	выражения в	1	1
2400	это видно	1	1
2401	дальше и	1	1
2402	этом и	1	1
2403	например можно	1	1
2404	можно быть	1	1
2405	понимает слова	1	1
2406	связи между	2	1
2407	звук а	4	1
2408	ее из	1	1
2409	может показаться	1	1
2410	теперь когда	1	1
2411	общим признаком	1	1
2412	место в	3	1
2413	значительном количестве	1	1
2414	в голову	1	1
2415	в чисто	1	1
2416	том только	1	1
2417	и необходимо	1	1
2418	такой вопрос	2	1
2419	во-первых не	1	1
2420	смысле а	1	1
2421	будет что	1	1
2422	по законам	3	1
2423	с ясным	1	1
2424	него одного	1	1
2425	как должно	1	1
2426	же может	1	1
2427	этим связано	1	1
2428	посторонний для	1	1
2429	себе еще	1	1
2430	могут не	3	1
2431	явлениями и	1	1
2432	если на	1	1
2433	на чужих	1	1
2434	бы до	1	1
2435	важную роль	2	1
2436	со своими	1	1
2437	не это	1	1
2438	слова например	2	1
2439	как выше	2	1
2440	и совершенно	2	1
2441	это возможно	1	1
2442	в лице	1	1
2443	из совокупности	1	1
2444	слова должны	1	1
2445	чего я	1	1
2446	себя то	1	1
2447	языке а	2	1
2448	как для	2	1
2449	для образования	2	1
2450	к идее	1	1
2451	трудно при	1	1
2452	могло быть	1	1
2453	для другого	1	1
2454	как общее	1	1
2455	со мною	2	1
