N	2gram	Tiupa_Hudo	Komedia
1314	но как	3	1
1315	и недовольство	1	1
1316	для его	1	1
1317	лица и	1	1
1318	как вторая	2	1
1319	следующем году	1	1
1320	не сводится	1	1
1321	можно оправдать	1	1
1322	где бы	1	1
1323	теперь на	1	1
1324	сравнивает себя	1	1
1325	к точке	1	1
1326	которых в	1	1
1327	о прошлом	1	1
1328	что нет	1	1
1329	этого ряда	1	1
1330	пристрастием к	1	1
1331	говорил о	1	1
1332	героя и	5	1
1333	он его	1	1
1334	не составляет	1	1
1335	картины мира	4	1
1336	называет его	1	1
1337	зрения в	1	1
1338	другом и	1	1
1339	группы слов	1	1
1340	при отсутствии	1	1
1341	только об	1	1
1342	и весьма	1	1
1343	интересующих нас	1	1
1344	сюда же	1	1
1345	на шаг	1	1
1346	никого не	3	1
1347	но зато	1	1
1348	вполне справедливо	1	1
1349	еще из	1	1
1350	получил от	1	1
1351	соединении с	1	1
1352	такое что	1	1
1353	его жизнь	2	1
1354	имеет для	1	1
1355	становится свидетелем	2	1
1356	где все	1	1
1357	к рассказу	2	1
1358	уже одно	2	1
1359	благодаря своей	1	1
1360	говорили что	1	1
1361	характером и	1	1
1362	но тут	1	1
1363	однако если	2	1
1364	о связи	1	1
1365	мы здесь	1	1
1366	являются ли	1	1
1367	т м	1	1
1368	себя за	1	1
1369	во взаимоотношениях	1	1
1370	а тем	1	1
1371	отнестись к	1	1
1372	нем и	1	1
1373	и объясняется	1	1
1374	я в	2	1
1375	общей для	1	1
1376	к горю	1	1
1377	для той	1	1
1378	тот или	1	1
1379	человека его	2	1
1380	него на	1	1
1381	и представляется	2	1
1382	знаем что	2	1
1383	приводятся по	1	1
1384	последнего в	1	1
1385	один в	1	1
1386	но чем	1	1
1387	всех кто	1	1
1388	и никогда	1	1
1389	мне известно	1	1
1390	и др	1	1
1391	и какой	1	1
1392	войну и	1	1
1393	проступает в	1	1
1394	о других	1	1
1395	называла себя	1	1
1396	стоит только	1	1
1397	этих словах	2	1
1398	от некоторых	1	1
1399	именно ему	1	1
1400	об этих	1	1
1401	всю жизнь	1	1
1402	мужьям в	1	1
1403	любовь в	1	1
1404	бы быть	1	1
1405	дочь с	1	1
1406	ибо в	2	1
1407	время он	1	1
1408	местных нравов	1	1
1409	со дня	1	1
1410	там где	2	1
1411	по прозвищу	1	1
1412	дом за	1	1
1413	за себя	1	1
1414	или иного	4	1
1415	в него	2	1
1416	себе как	1	1
1417	не одна	1	1
1418	делах и	2	1
1419	он должен	1	1
1420	него то	1	1
1421	которого она	2	1
1422	со слезами	1	1
1423	говорить с	1	1
1424	любви и	3	1
1425	для многих	1	1
1426	в особенности	1	1
1427	принадлежал к	1	1
1428	поля зрения	1	1
1429	персонаж в	1	1
1430	на жизнь	1	1
1431	на деле	1	1
1432	и стало	1	1
1433	в последующих	1	1
1434	человеческой личности	1	1
1435	он уже	4	1
1436	достаточно четко	1	1
1437	в столь	1	1
1438	и этот	1	1
1439	можно понять	1	1
1440	само слово	1	1
1441	начинается и	2	1
1442	и думать	1	1
1443	себя ответственность	1	1
1444	конце первой	1	1
1445	они и	2	1
1446	от жизни	1	1
1447	идея а	1	1
1448	то есть	1	1
1449	где-нибудь в	1	1
1450	других и	2	1
1451	смысле слова	1	1
1452	близкой к	1	1
1453	в отрывке	1	1
1454	своих героев	2	1
1455	к сфере	1	1
1456	вместе со	2	1
1457	впервые замечает	1	1
1458	временем в	1	1
1459	и менее	1	1
1460	освободиться от	1	1
1461	обращенным к	1	1
1462	способов организации	1	1
1463	ряд с	1	1
1464	совсем иной	1	1
1465	наибольший интерес	1	1
1466	не требует	1	1
1467	и безграничная	1	1
1468	время пока	1	1
1469	них нельзя	1	1
1470	самообладание и	1	1
1471	что сам	1	1
1472	он действует	1	1
1473	базаре в	1	1
1474	xix в	5	1
1475	он признает	1	1
1476	легко представить	1	1
1477	приехавшего в	1	1
1478	переживания и	1	1
1479	поэтому она	2	1
1480	человека если	1	1
1481	с ужасом	1	1
1482	и вполне	1	1
1483	а кто	1	1
1484	он слышит	1	1
1485	один человек	2	1
1486	дом и	1	1
1487	в я	4	1
1488	за что	1	1
1489	с он	1	1
1490	поэтому и	2	1
1491	мое я	1	1
1492	представлен как	1	1
1493	текста и	1	1
1494	нам в	1	1
1495	xviii в	2	1
1496	вместо того	2	1
1497	оказывается в	1	1
1498	приобретает в	1	1
1499	самим собой	1	1
1500	ни о	3	1
1501	с таким	1	1
1502	не приносит	1	1
1503	в мыслях	2	1
1504	что угодно	1	1
1505	о своей	3	1
1506	себя с	3	1
1507	вот и	3	1
1508	претендует на	1	1
1509	но вот	1	1
1510	чувство стыда	1	1
1511	по истории	1	1
1512	и другому	1	1
1513	чисто внешней	2	1
1514	можно назвать	2	1
1515	к которым	1	1
1516	безразличие к	2	1
1517	пор еще	1	1
1518	в памяти	1	1
1519	и они	1	1
1520	у читателя	1	1
1521	центре внимания	1	1
1522	в слове	1	1
1523	в собственный	1	1
1524	причастность к	1	1
1525	он ей	1	1
1526	не видно	1	1
1527	может не	1	1
1528	мы имели	1	1
1529	он вспоминает	1	1
1530	он возвращается	1	1
1531	данном случае	3	1
1532	обращенный к	1	1
1533	в родном	2	1
1534	в нее	1	1
1535	говорить и	1	1
1536	всей своей	2	1
1537	в чьей	1	1
1538	как выясняется	1	1
1539	во сне	3	1
1540	ничего общего	1	1
1541	который видит	1	1
1542	автор не	1	1
1543	в художественном	6	1
1544	выступает как	1	1
1545	к той	3	1
1546	который и	1	1
1547	свое время	2	1
1548	не любовь	1	1
1549	все они	2	1
1550	обмен репликами	1	1
1551	ли они	1	1
1552	ни к	2	1
1553	то он	1	1
1554	личности персонажа	1	1
1555	проблематики в	1	1
1556	одежды и	1	1
1557	вполне счастливым	1	1
1558	решающая роль	1	1
1559	с детьми	1	1
1560	очевидно и	1	1
1561	не видеть	1	1
1562	непосредственное участие	1	1
1563	не останется	1	1
1564	к источнику	1	1
1565	что ей	2	1
1566	жизни между	1	1
1567	своей собственной	2	1
1568	не имеют	3	1
1569	нечто большее	1	1
1570	отсылка к	1	1
1571	поэтому когда	1	1
1572	в е	2	1
1573	всех окружающих	1	1
1574	в роли	3	1
1575	не любил	1	1
1576	в значительной	3	1
1577	мы ничего	1	1
1578	на основе	2	1
1579	выясняется не	1	1
1580	человека от	1	1
1581	и тогда	2	1
1582	тот и	2	1
1583	ими в	1	1
1584	каких-то людей	1	1
1585	с тревогой	1	1
1586	обойтись без	1	1
1587	о сыне	1	1
1588	всего на	1	1
1589	не могло	2	1
1590	которого не	1	1
1591	и об	3	1
1592	силы в	1	1
1593	не наделен	2	1
1594	о своем	2	1
1595	на мать	1	1
1596	главным героем	1	1
1597	ты это	1	1
1598	ее с	1	1
1599	и исчезает	1	1
1600	в решении	1	1
1601	в мир	1	1
1602	только тем	2	1
1603	взгляда на	2	1
1604	случае с	1	1
1605	человека к	1	1
1606	тому и	1	1
1607	разговор с	2	1
1608	борьба между	1	1
1609	в творчестве	4	1
1610	ко всей	1	1
1611	н а	2	1
1612	это же	1	1
1613	как особая	1	1
1614	весь день	1	1
1615	был прав	1	1
1616	и а	7	1
1617	человеческого поведения	1	1
1618	служит не	1	1
1619	о способах	1	1
1620	мне не	1	1
1621	из рассказа	4	1
1622	цитатах из	1	1
1623	элемента в	1	1
1624	и потом	2	1
1625	и быта	1	1
1626	абсолютная истина	1	1
1627	или читателю	1	1
1628	непосредственно из	1	1
1629	к двум	2	1
1630	пародия на	4	1
1631	вот я	1	1
1632	становится известным	1	1
1633	об известной	1	1
1634	и служит	1	1
1635	в состояние	1	1
1636	в самую	1	1
1637	при котором	2	1
1638	произведения и	2	1
1639	вернувшись из	1	1
1640	этими словами	2	1
1641	свою жену	1	1
1642	нельзя было	2	1
1643	в существовании	1	1
1644	собственный характер	1	1
1645	к миру	1	1
1646	от смерти	1	1
1647	ни тому	1	1
1648	в цитатах	1	1
1649	из участников	1	1
1650	говорится в	2	1
1651	конечной целью	1	1
1652	а они	1	1
1653	появляется в	1	1
1654	не видит	1	1
1655	работая над	1	1
1656	на рассвете	3	1
1657	нельзя сказать	1	1
1658	власть над	1	1
1659	он увидел	1	1
1660	взгляде на	2	1
1661	эти детали	1	1
1662	не из	1	1
1663	же он	1	1
1664	любовного чувства	2	1
1665	мы еще	1	1
1666	в настоящее	1	1
1667	нее и	1	1
1668	прибегает к	3	1
1669	точку зрения	1	1
1670	нас более	1	1
1671	другого и	2	1
1672	традиции не	1	1
1673	с того	4	1
1674	внешнее и	1	1
1675	собой на	1	1
1676	с каким	1	1
1677	обратиться к	1	1
1678	и каждый	2	1
1679	бы ей	2	1
1680	текста в	1	1
1681	из поля	1	1
1682	в толпе	2	1
1683	жизни но	1	1
1684	встречает и	1	1
1685	им как	1	1
1686	однако о	1	1
1687	тогда в	2	1
1688	общественная активность	1	1
1689	на какой-то	1	1
1690	и выявляется	1	1
1691	отцу и	1	1
1692	ему что	1	1
1693	простой народ	1	1
1694	вот например	1	1
1695	человеком а	1	1
1696	его героев	3	1
1697	различие между	1	1
1698	ни с	2	1
1699	из деревни	2	1
1700	в последней	2	1
1701	и того	1	1
1702	случай на	1	1
1703	отрывке из	1	1
1704	на такого	1	1
1705	что одна	1	1
1706	обе эти	1	1
1707	в молодые	1	1
1708	не будем	1	1
1709	одна и	1	1
1710	упускать из	1	1
1711	тому чтобы	1	1
1712	чего не	1	1
1713	культуры в	1	1
1714	же мере	2	1
1715	к сердцу	2	1
1716	при встрече	2	1
1717	свое новое	1	1
1718	объяснении с	1	1
1719	деле не	2	1
1720	во внешнем	1	1
1721	не выдать	1	1
1722	это ощущение	1	1
1723	бы у	1	1
1724	как у	2	1
1725	может показаться	1	1
1726	и всегда	1	1
1727	узнаем что	2	1
1728	личностью в	2	1
1729	на самом	2	1
1730	никуда не	1	1
1731	дочери но	1	1
1732	сюда и	1	1
1733	вспомнить как	1	1
1734	он же	1	1
1735	о ее	1	1
1736	особое значение	1	1
1737	различия между	3	1
1738	хоть на	2	1
1739	далека от	1	1
1740	читателю в	1	1
1741	который так	1	1
1742	быть вполне	1	1
1743	сказать не	1	1
1744	мнения и	1	1
1745	о трех	1	1
1746	непосредственно в	1	1
1747	было видно	3	1
1748	ли подобный	1	1
1749	говорил он	1	1
1750	своего мужа	3	1
1751	жизни это	1	1
1752	персонажа в	2	1
1753	ее внешней	1	1
1754	наших дней	1	1
1755	что уже	1	1
1756	этом не	1	1
1757	его любовь	1	1
1758	этот рассказ	1	1
1759	и последний	1	1
1760	дело в	2	1
1761	та же	5	1
1762	да так	1	1
1763	и собственного	1	1
1764	несомненно она	1	1
1765	себя а	1	1
1766	виду что	1	1
1767	и другое	2	1
1768	когда все	2	1
1769	на тему	1	1
1770	случае об	1	1
1771	опирался на	1	1
1772	внимание в	1	1
1773	той самой	1	1
1774	сцену из	1	1
1775	что этот	1	1
1776	долгое время	2	1
1777	поведения и	1	1
1778	так часто	1	1
1779	говорить об	2	1
1780	есть мера	1	1
1781	или даже	2	1
1782	соединяется с	1	1
1783	на одном	2	1
1784	в соединении	1	1
1785	сколь бы	1	1
1786	в такой	2	1
1787	остановимся на	3	1
1788	та или	4	1
1789	внешнем облике	1	1
1790	принципиальное различие	1	1
1791	лица не	1	1
1792	по самой	1	1
1793	в условиях	1	1
1794	но уже	1	1
1795	на собственное	1	1
1796	что но	1	1
1797	бы совершенно	1	1
1798	его же	2	1
1799	человеком и	1	1
1800	через год	1	1
1801	а так	1	1
1802	действующие лица	2	1
1803	как все	2	1
1804	дела до	1	1
1805	выходил из	1	1
1806	произведений самого	1	1
1807	на участие	1	1
1808	которая как	1	1
1809	этом фрагменте	1	1
1810	интересующей нас	1	1
1811	от первого	1	1
1812	на подобные	1	1
1813	того или	4	1
1814	хотел сказать	1	1
1815	его возвышенные	1	1
1816	и внутреннее	1	1
1817	автором из	1	1
1818	отчетливо проступает	1	1
1819	этих строк	1	1
1820	простотой и	1	1
1821	не укладывается	1	1
1822	о смерти	1	1
1823	оно в	1	1
1824	он понимал	1	1
1825	были две	2	1
1826	который был	2	1
1827	чего нельзя	1	1
1828	за все	1	1
1829	потребность в	2	1
1830	случае если	2	1
1831	то чего	2	1
1832	после стольких	1	1
1833	и толстой	1	1
1834	не могу	3	1
1835	первая половина	2	1
1836	на мысль	1	1
1837	ни один	1	1
1838	также и	1	1
1839	сам рассказчик	2	1
1840	большее чем	1	1
1841	из нас	5	1
1842	молодые годы	1	1
1843	с совершенно	1	1
1844	мы должны	1	1
1845	друга как	1	1
1846	в искусстве	1	1
1847	когда-то в	2	1
1848	стольких лет	1	1
1849	на меня	1	1
1850	в характере	1	1
1851	обращался к	2	1
1852	ли мы	1	1
1853	в тт	1	1
1854	и детей	1	1
1855	в прошлом	1	1
1856	более двадцати	1	1
1857	всего его	1	1
1858	в науке	1	1
1859	отказ от	2	1
1860	самое что	2	1
1861	и причина	1	1
1862	выдать своего	1	1
1863	высказывания в	1	1
1864	прибегать к	1	1
1865	в трех	1	1
1866	не пишет	1	1
1867	говоря о	2	1
1868	в нашей	1	1
1869	своей среды	1	1
1870	впрочем достаточно	1	1
1871	с письмом	1	1
1872	ведь из	1	1
1873	иначе не	1	1
1874	к реальной	1	1
1875	и умер	1	1
1876	уже знаем	2	1
1877	ему хочется	1	1
1878	этой работы	1	1
1879	последнее слово	1	1
1880	в отрыве	1	1
1881	она на	1	1
1882	не замечать	1	1
1883	но совершенно	1	1
1884	но поистине	1	1
1885	в тексте	8	1
1886	на уровне	1	1
1887	в большой	1	1
1888	во многом	1	1
1889	как для	1	1
1890	забывать что	1	1
1891	удивительным образом	1	1
1892	в ходе	4	1
1893	можно сказать	9	1
1894	организации текста	1	1
1895	даже как	1	1
1896	нет я	2	1
1897	этом и	2	1
1898	словам а	1	1
1899	служить источником	1	1
1900	форме к	1	1
1901	по аналогии	1	1
1902	в людях	1	1
1903	было одно	1	1
1904	что хотел	1	1
1905	или иной	2	1
1906	не самое	1	1
1907	частности с	1	1
1908	остается один	1	1
1909	происходит в	1	1
1910	периода в	1	1
1911	составляет содержание	1	1
1912	том случае	2	1
1913	она видела	1	1
1914	город где	1	1
1915	же это	2	1
1916	человек не	1	1
1917	склонны видеть	1	1
1918	может и	3	1
1919	ведь и	1	1
1920	как ему	1	1
1921	обстоятельств в	1	1
1922	эпохи и	1	1
1923	имя и	1	1
1924	здесь по-видимому	1	1
1925	себе и	3	1
1926	автора и	4	1
1927	насколько мне	1	1
1928	все внимание	1	1
