N	2gram	Bakhtin_Fr	Analitik
1305	пытается придать	1	1
1306	над ним	1	1
1307	тому кто	1	1
1308	и резко	1	1
1309	особенно для	2	1
1310	одним и	1	1
1311	аллюзия на	2	1
1312	путем перевода	2	1
1313	время оно	1	1
1314	сливается с	1	1
1315	в последней	1	1
1316	другим он	1	1
1317	видим что	2	1
1318	теме и	1	1
1319	связь этих	1	1
1320	на том	2	1
1321	рассказа о	1	1
1322	которое во	1	1
1323	уже отмечали	1	1
1324	начале года	1	1
1325	пролог и	2	1
1326	особый тип	1	1
1327	одном лице	2	1
1328	этим углом	1	1
1329	слова и	3	1
1330	и уже	1	1
1331	есть он	1	1
1332	всего на	1	1
1333	есть то	1	1
1334	области литературы	1	1
1335	занимает в	1	1
1336	и вся	1	1
1337	значение для	1	1
1338	нами как	1	1
1339	и читателей	1	1
1340	в это	2	1
1341	и об	1	1
1342	нимало не	1	1
1343	смысл в	2	1
1344	в следующей	1	1
1345	частности и	1	1
1346	ту эпоху	8	1
1347	в совершенно	1	1
1348	в истории	5	1
1349	это имеет	1	1
1350	почти одновременно	1	1
1351	понимая под	1	1
1352	связанных с	1	1
1353	вот этот	2	1
1354	имеем в	2	1
1355	на что	1	1
1356	существенно связаны	1	1
1357	пластам его	1	1
1358	от морального	1	1
1359	между людьми	1	1
1360	что здесь	2	1
1361	в описании	2	1
1362	и там	1	1
1363	его здесь	1	1
1364	переход от	2	1
1365	не совсем	1	1
1366	умирающего и	1	1
1367	ее не	2	1
1368	которые уже	1	1
1369	их с	1	1
1370	в образе	1	1
1371	за два	1	1
1372	этой истории	1	1
1373	жизни хотя	1	1
1374	в каждый	1	1
1375	к объяснению	1	1
1376	в карнавале	1	1
1377	эпизод где	1	1
1378	разговорного языка	1	1
1379	удовольствием и	1	1
1380	литература в	1	1
1381	почти вовсе	5	1
1382	языка но	1	1
1383	своей цели	1	1
1384	счете всегда	1	1
1385	не видит	4	1
1386	напомним в	1	1
1387	друг друга	2	1
1388	и после	2	1
1389	участия в	1	1
1390	из него	1	1
1391	и произведение	1	1
1392	точку зрения	1	1
1393	формы и	1	1
1394	чисто литературная	1	1
1395	указанием на	1	1
1396	свободой и	1	1
1397	человека но	1	1
1398	из этой	3	1
1399	он должен	1	1
1400	к лицу	1	1
1401	вероятно в	1	1
1402	выступают с	1	1
1403	об их	2	1
1404	будто он	2	1
1405	связан с	6	1
1406	и поведение	1	1
1407	и такой	2	1
1408	но оно	2	1
1409	но на	1	1
1410	в более	4	1
1411	что оно	1	1
1412	и всякий	1	1
1413	вокруг него	1	1
1414	этим можно	1	1
1415	и ей	1	1
1416	ничем не	1	1
1417	из второй	1	1
1418	но прежде	2	1
1419	самому автору	1	1
1420	не во	1	1
1421	на тех	1	1
1422	этот процесс	4	1
1423	принадлежит и	1	1
1424	в границах	1	1
1425	сам он	3	1
1426	того как	1	1
1427	был еще	3	1
1428	профанация священного	1	1
1429	второй половине	1	1
1430	этого целого	2	1
1431	что самая	1	1
1432	романа но	1	1
1433	он становится	2	1
1434	не одни	1	1
1435	веселую относительность	1	1
1436	своей причастности	1	1
1437	которых он	2	1
1438	бы на	1	1
1439	к первой	2	1
1440	чем дело	1	1
1441	части романа	1	1
1442	не значит	1	1
1443	в формах	1	1
1444	i в	2	1
1445	это ни	1	1
1446	и тут	2	1
1447	этих слов	1	1
1448	видит что	1	1
1449	сознания и	1	1
1450	лицом к	1	1
1451	чем он	2	1
1452	по ту	1	1
1453	что каждый	1	1
1454	в третьей	1	1
1455	согласно которому	1	1
1456	и многообразии	1	1
1457	при виде	1	1
1458	и некоторых	1	1
1459	материал для	1	1
1460	отказаться от	1	1
1461	кладет начало	1	1
1462	начала в	1	1
1463	за этим	4	1
1464	на нее	1	1
1465	было в	2	1
1466	и иронии	1	1
1467	места в	2	1
1468	этого нельзя	3	1
1469	не могли	1	1
1470	сокровенный смысл	3	1
1471	когда на	1	1
1472	матери в	1	1
1473	участие в	1	1
1474	как она	2	1
1475	не подлежит	4	1
1476	истины и	4	1
1477	и шутка	1	1
1478	этот раз	1	1
1479	может только	1	1
1480	а их	1	1
1481	почти до	3	1
1482	как можно	1	1
1483	что ж	1	1
1484	имеется в	2	1
1485	жизнью в	1	1
1486	к концу	1	1
1487	смерти в	1	1
1488	году о	1	1
1489	эпизод в	2	1
1490	мы находим	3	1
1491	нисколько не	1	1
1492	именно эта	1	1
1493	на помощь	1	1
1494	эти стороны	2	1
1495	для которого	2	1
1496	в каждой	1	1
1497	вследствие чего	2	1
1498	и очистить	1	1
1499	говорит об	2	1
1500	ему как	1	1
1501	что тот	2	1
1502	и вообще	3	1
1503	ему не	2	1
1504	на них	3	1
1505	но его	2	1
1506	же деле	1	1
1507	в стиле	1	1
1508	ними нет	1	1
1509	том случае	1	1
1510	к столу	1	1
1511	которого и	1	1
1512	и других	7	1
1513	они обладают	1	1
1514	вырождается в	1	1
1515	явлений не	1	1
1516	вероятно не	1	1
1517	напомнить что	1	1
1518	и происходит	1	1
1519	миру но	1	1
1520	xx века	5	1
1521	встречаемся с	2	1
1522	с первым	1	1
1523	выхода в	1	1
1524	случае если	1	1
1525	это нечто	1	1
1526	единую систему	1	1
1527	играли в	2	1
1528	о трагическом	1	1
1529	из традиционных	1	1
1530	здесь только	3	1
1531	воспринимается как	1	1
1532	его речь	1	1
1533	самого автора	1	1
1534	из древнейших	2	1
1535	повсюду в	1	1
1536	речевые жанры	1	1
1537	есть нечто	1	1
1538	мировой литературы	4	1
1539	есть как	1	1
1540	быть и	2	1
1541	связана с	4	1
1542	в него	1	1
1543	характерно для	2	1
1544	эта сторона	1	1
1545	есть и	4	1
1546	исключительно важный	1	1
1547	к смерти	1	1
1548	оказывается что	1	1
1549	в трех	1	1
1550	чудесным образом	2	1
1551	совершенно новый	1	1
1552	и своя	1	1
1553	даже при	1	1
1554	ним не	1	1
1555	стороны и	2	1
1556	его внимание	1	1
1557	только то	2	1
1558	а этот	1	1
1559	ему было	1	1
1560	ослабляет и	1	1
1561	вы не	4	1
1562	с кем	1	1
1563	во мне	1	1
1564	при всем	1	1
1565	как верхний	1	1
1566	это его	1	1
1567	одни из	1	1
1568	этого не	1	1
1569	над собою	1	1
1570	к отвлеченной	1	1
1571	числе и	3	1
1572	и риторика	1	1
1573	как их	1	1
1574	в книге	5	1
1575	со своими	2	1
1576	и вы	4	1
1577	лицо и	1	1
1578	в понимании	2	1
1579	в плане	3	1
1580	над его	1	1
1581	это также	1	1
1582	остается на	1	1
1583	это место	4	1
1584	этом и	1	1
1585	со слушателями	1	1
1586	здесь остается	1	1
1587	выход в	1	1
1588	действительно не	1	1
1589	их можно	1	1
1590	в голову	1	1
1591	на палубе	1	1
1592	и сменяется	1	1
1593	происходит в	1	1
1594	язык в	1	1
1595	речевыми жанрами	1	1
1596	в виде	2	1
1597	право на	2	1
1598	можно судить	1	1
1599	свою речь	3	1
1600	суждения о	1	1
1601	и эта	1	1
1602	это в	4	1
1603	само собой	1	1
1604	если на	1	1
1605	же самые	2	1
1606	эти два	1	1
1607	конце концов	3	1
1608	а другому	1	1
1609	здесь они	2	1
1610	всего романа	2	1
1611	после своего	1	1
1612	общему количеству	1	1
1613	возможна только	1	1
1614	в руке	1	1
1615	здесь имеются	1	1
1616	точнее всего	1	1
1617	он с	2	1
1618	само по	1	1
1619	веселому пиру	1	1
1620	за чтением	2	1
1621	не слышит	3	1
1622	и конец	1	1
1623	знания и	1	1
1624	и ограниченного	1	1
