N	2gram	Vinokur_Ku	Komedia
1311	следует думать	1	1
1312	и твердой	1	1
1313	этом можно	1	1
1314	вполне прав	1	1
1315	и прекрасный	1	1
1316	дело кончается	1	1
1317	здесь была	1	1
1318	а всего	1	1
1319	в сторону	2	1
1320	среди других	1	1
1321	а только	10	1
1322	из одного	3	1
1323	каком контексте	1	1
1324	много и	1	1
1325	теперь и	1	1
1326	дело к	1	1
1327	могло бы	1	1
1328	что как	1	1
1329	то лишь	1	1
1330	и своей	1	1
1331	поэтому является	1	1
1332	чтобы его	1	1
1333	той или	1	1
1334	понятий и	1	1
1335	стоит ли	1	1
1336	только от	1	1
1337	именно как	1	1
1338	могли бы	4	1
1339	материалом для	2	1
1340	но как	2	1
1341	о происхождении	1	1
1342	что же?	1	1
1343	заимствования или	1	1
1344	простой причине	1	1
1345	как следует	1	1
1346	бы больше	1	1
1347	что само	2	1
1348	при чтении	1	1
1349	широко распространенных	1	1
1350	что нет	2	1
1351	мысль и	2	1
1352	свое место	2	1
1353	не составляет	2	1
1354	в наше	3	1
1355	действие в	2	1
1356	зрения в	2	1
1357	этого достаточно	1	1
1358	при отсутствии	2	1
1359	только об	1	1
1360	в область	2	1
1361	и весьма	1	1
1362	идей и	1	1
1363	явления в	1	1
1364	он стал	1	1
1365	есть доля	1	1
1366	можно решить	1	1
1367	сюда же	3	1
1368	но зато	2	1
1369	от которых	1	1
1370	в идеологическом	1	1
1371	бы использовать	1	1
1372	соединении с	1	1
1373	он занимается	1	1
1374	иметь в	1	1
1375	проблем в	1	1
1376	с общим	1	1
1377	еще два	1	1
1378	человек который	1	1
1379	в современной	3	1
1380	тысячи раз	1	1
1381	особого внимания	1	1
1382	чтобы связать	1	1
1383	но тут	1	1
1384	его так	2	1
1385	значение и	2	1
1386	сделать что	1	1
1387	отнестись к	2	1
1388	или меньшей	2	1
1389	я в	2	1
1390	почему же	1	1
1391	превратилась в	1	1
1392	так называемого	1	1
1393	для той	1	1
1394	тот или	1	1
1395	основанное на	1	1
1396	конца и	1	1
1397	знаем что	3	1
1398	крайней мере	11	1
1399	это вовсе	1	1
1400	последний вопрос	1	1
1401	его как	1	1
1402	это такое?	1	1
1403	и др	1	1
1404	который произносит	1	1
1405	буквальный перевод	1	1
1406	которое мы	1	1
1407	лет после	1	1
1408	мысль в	1	1
1409	подойти к	3	1
1410	ему присущи	1	1
1411	она здесь	1	1
1412	почти всех	1	1
1413	мы будем	1	1
1414	а вслед	1	1
1415	в одинаковых	1	1
1416	сущности к	1	1
1417	в противном	2	1
1418	до наших	1	1
1419	бы быть	1	1
1420	свои силы	1	1
1421	во-вторых не	1	1
1422	к живому	1	1
1423	употреблении у	1	1
1424	о роли	2	1
1425	речи и	8	1
1426	там где	7	1
1427	показывает что	1	1
1428	сводится в	1	1
1429	за себя	1	1
1430	или иного	5	1
1431	усилия которые	1	1
1432	п в	3	1
1433	в него	1	1
1434	себе как	1	1
1435	всего похожи	1	1
1436	охарактеризовать как	1	1
1437	ни другой	1	1
1438	разве только	1	1
1439	закончился и	1	1
1440	он должен	2	1
1441	одного и	2	1
1442	вообще нет	1	1
1443	еще с	1	1
1444	к подобным	1	1
1445	моментов в	1	1
1446	и свидетельствует	1	1
1447	и сами	2	1
1448	любви и	1	1
1449	в статье	3	1
1450	можно только	1	1
1451	не выдерживает	1	1
1452	для самого	3	1
1453	в особенности	6	1
1454	остановиться подробнее	1	1
1455	на жизнь	1	1
1456	разумно и	1	1
1457	с полной	1	1
1458	нет ли	1	1
1459	на деле	2	1
1460	демагогии и	1	1
1461	и стало	1	1
1462	льва толстого	2	1
1463	собственном смысле	1	1
1464	за ее	1	1
1465	профессии и	1	1
1466	возникающие отсюда	1	1
1467	указывающих на	1	1
1468	и против	2	1
1469	он уже	1	1
1470	и этот	1	1
1471	само слово	1	1
1472	уяснить себе	1	1
1473	является ее	2	1
1474	они и	1	1
1475	как с	2	1
1476	для каждой	2	1
1477	учением о	1	1
1478	что слова	1	1
1479	условий и	1	1
1480	на западе	1	1
1481	и излюбленные	1	1
1482	представлению о	1	1
1483	стихи эти	1	1
1484	смысле слова	3	1
1485	из таких	1	1
1486	не идет	1	1
1487	ср с	1	1
1488	вместе со	2	1
1489	и далее	3	1
1490	речь как	1	1
1491	освободиться от	1	1
1492	в средство	1	1
1493	рассказать о	1	1
1494	и должен	1	1
1495	что подобная	1	1
1496	если содержание	1	1
1497	сам по	1	1
1498	что большинство	1	1
1499	бы привести	3	1
1500	находятся в	1	1
1501	словами ни	1	1
1502	разного рода	1	1
1503	утверждает что	1	1
1504	гораздо раньше	1	1
1505	с греческим	1	1
1506	же судьба	1	1
1507	здесь были	1	1
1508	области не	1	1
1509	по реконструкции	1	1
1510	выступает не	1	1
1511	очень много	3	1
1512	этому можно	1	1
1513	если эти	2	1
1514	второй части	1	1
1515	под этим	2	1
1516	находит и	1	1
1517	в кругу	1	1
1518	обвиняемых в	2	1
1519	слова мы	1	1
1520	между первым	1	1
1521	уже упоминавшейся	1	1
1522	совершенно несправедливо	1	1
1523	за что	1	1
1524	поэтому и	1	1
1525	появление в	1	1
1526	нам в	1	1
1527	сюжета и	1	1
1528	но только	5	1
1529	вместо того	1	1
1530	все то	1	1
1531	чтобы установить	1	1
1532	частый случай	1	1
1533	отличаются от	1	1
1534	прямо к	1	1
1535	так называемыми	1	1
1536	каждой пары	1	1
1537	образом если	2	1
1538	с таким	1	1
1539	служит то	1	1
1540	жены в	1	1
1541	содержание и	5	1
1542	вот и	1	1
1543	переходят к	1	1
1544	но вот	3	1
1545	ознакомиться с	3	1
1546	но недостаточно	1	1
1547	к которым	1	1
1548	пор еще	1	1
1549	вопрос приходится	1	1
1550	названий и	1	1
1551	от чего	1	1
1552	у читателя	1	1
1553	в слове	3	1
1554	не видно	1	1
1555	мы имели	1	1
1556	так называемая	2	1
1557	данном случае	2	1
1558	в стихах	1	1
1559	говорить и	2	1
1560	на своем	1	1
1561	тем чем	1	1
1562	ничего общего	2	1
1563	один пример	3	1
1564	не чувствовал	1	1
1565	распространение в	1	1
1566	по крайней	11	1
1567	так невозможно	1	1
1568	в любой	1	1
1569	к той	1	1
1570	который и	1	1
1571	свое время	4	1
1572	было сомневаться	1	1
1573	все они	1	1
1574	речи из	1	1
1575	ли они	1	1
1576	есть все	1	1
1577	для сравнения	1	1
1578	что теперь	2	1
1579	то он	1	1
1580	касается женской	2	1
1581	проблематики в	1	1
1582	представляется возможным	1	1
1583	очевидно и	1	1
1584	деле можно	1	1
1585	уже из	2	1
1586	как целое	1	1
1587	к источнику	1	1
1588	язык и	1	1
1589	как начало	1	1
1590	вернемся к	1	1
1591	употребляем это	1	1
1592	своей собственной	3	1
1593	придти к	2	1
1594	в очень	1	1
1595	в братьях	1	1
1596	не имеют	3	1
1597	этой традиции	1	1
1598	в слово	1	1
1599	в роли	1	1
1600	совпадает с	1	1
1601	ведь еще	1	1
1602	эти жалобы	1	1
1603	на основе	2	1
1604	какие же	2	1
1605	он является	1	1
1606	рассматривать как	1	1
1607	это особенно	2	1
1608	в понятие	1	1
1609	и тогда	4	1
1610	по три	1	1
1611	одном лице	1	1
1612	не это	1	1
1613	развития и	1	1
1614	не у	1	1
1615	факты из	1	1
1616	с большой	2	1
1617	народа и	1	1
1618	всего на	1	1
1619	и вся	1	1
1620	не могло	1	1
1621	значение для	1	1
1622	несколько примеров	1	1
1623	которого не	2	1
1624	силы в	1	1
1625	под одной	1	1
1626	народ в	1	1
1627	о своем	1	1
1628	строить свою	2	1
1629	разве не	2	1
1630	вопрос является	1	1
1631	случае с	1	1
1632	в совершенно	2	1
1633	не заметил	1	1
1634	не выходят	1	1
1635	в критике	1	1
1636	например на	1	1
1637	никаких оснований	2	1
1638	разумеется и	2	1
1639	но без	1	1
1640	н а	1	1
1641	это же	1	1
1642	как свой	1	1
1643	о таких	2	1
1644	велась в	1	1
1645	и а	2	1
1646	мне не	2	1
1647	не забудем	1	1
1648	современном смысле	1	1
1649	к науке	1	1
1650	таких случаев	1	1
1651	единственный в	1	1
1652	только одна	1	1
1653	при котором	1	1
1654	легко найти	1	1
1655	среди этих	1	1
1656	всегда или	1	1
1657	не подозревая	1	1
1658	намеки на	1	1
1659	собрании где	1	1
1660	когда от	1	1
1661	у двух	1	1
1662	несколько лучше	1	1
1663	себя самого	2	1
1664	нельзя было	2	1
1665	за помощью	1	1
1666	автором в	1	1
1667	он может	1	1
1668	е к	1	1
1669	быта в	1	1
1670	образец такого	1	1
1671	этого слова	8	1
1672	толчок к	1	1
1673	непосредственно к	1	1
1674	что вместе	1	1
1675	будь то	1	1
1676	как-то не	1	1
1677	свою силу	1	1
1678	если ты	1	1
1679	по происхождению	1	1
1680	культурной жизни	1	1
1681	ее содержание	1	1
1682	ясное дело	1	1
1683	из него	1	1
1684	не из	1	1
1685	его стихи	1	1
1686	в настоящее	2	1
1687	листа с	1	1
1688	уже при	1	1
1689	точку зрения	2	1
1690	традиции не	1	1
1691	на использовании	1	1
1692	с того	1	1
1693	с каким	1	1
1694	близкую к	1	1
1695	в правление	1	1
1696	которому он	1	1
1697	на поверхность	1	1
1698	самое слово	1	1
1699	что автор	1	1
1700	не знают	2	1
1701	соображение что	1	1
1702	тогда в	2	1
1703	шестой год	1	1
1704	широкое значение	1	1
1705	то они	1	1
1706	их сделать	1	1
1707	от более	1	1
1708	необходимость в	1	1
1709	не носило	1	1
1710	для нашего	1	1
1711	с известными	1	1
1712	значение в	1	1
1713	когда речь	1	1
1714	на необходимость	1	1
1715	выходит за	2	1
1716	вот например	2	1
1717	любой из	1	1
1718	различие между	2	1
1719	свидетельствует о	3	1
1720	время все	1	1
1721	в последней	1	1
1722	и того	2	1
1723	о литературных	1	1
1724	ли так	1	1
1725	обе эти	4	1
1726	для всякого	1	1
1727	лица из	1	1
1728	все таки	1	1
1729	тому чтобы	2	1
1730	и естественно	1	1
1731	нас здесь	1	1
1732	культуры в	1	1
1733	и просил	1	1
1734	ничего кроме	1	1
1735	речи так	1	1
1736	в основании	2	1
1737	относительно которых	1	1
1738	i в	1	1
1739	бы у	1	1
1740	как у	2	1
1741	был в	2	1
1742	может показаться	1	1
1743	мы сталкиваемся	1	1
1744	на русский	1	1
1745	из своих	1	1
1746	не сомневается	1	1
1747	на самом	3	1
1748	богатство и	1	1
1749	лицом к	2	1
1750	чтобы выяснить	1	1
1751	чем он	1	1
1752	время войны	1	1
1753	смысле этого	5	1
1754	с так	1	1
1755	для оправдания	2	1
1756	в русском	14	1
1757	для массового	1	1
1758	что например	1	1
1759	и литературной	1	1
1760	нужна была	2	1
1761	лиц здесь	1	1
1762	поскольку однако	1	1
1763	дальше так	1	1
1764	служит предметом	1	1
1765	родился в	1	1
1766	на юге	1	1
1767	чтобы убедить	1	1
1768	жизни это	1	1
1769	наших дней	1	1
1770	на счет	1	1
1771	то к	1	1
1772	и последний	1	1
1773	дело в	2	1
1774	та же	1	1
1775	иными словами	10	1
1776	да так	1	1
1777	том виде	1	1
1778	заподозрили в	1	1
1779	другой и	1	1
1780	что однако	1	1
1781	на тему	1	1
1782	учреждений и	1	1
1783	в ряде	2	1
1784	положение в	1	1
1785	ведь он	1	1
1786	из конкретных	1	1
1787	из положения	1	1
1788	что этот	2	1
1789	долгое время	1	1
1790	лишний раз	1	1
1791	так часто	1	1
1792	говорить об	1	1
1793	можно ручаться	1	1
1794	случае ясно	1	1
1795	улеглось а	1	1
1796	и хочу	1	1
1797	или даже	2	1
1798	говорят о	1	1
1799	не заслуживает	1	1
1800	имеется в	1	1
1801	для примера	2	1
1802	противном случае	2	1
1803	на распространение	1	1
1804	в соединении	1	1
1805	с явным	1	1
1806	сколь бы	2	1
1807	в такой	2	1
1808	широкое распространение	3	1
1809	та или	1	1
1810	не знали	1	1
1811	в условиях	1	1
1812	сообщение и	1	1
1813	но уже	6	1
1814	они лишь	1	1
1815	более широкое	2	1
1816	бы совершенно	1	1
1817	уже за	1	1
1818	а так	1	1
1819	как результат	1	1
1820	мы к	1	1
1821	но конечно	1	1
1822	выражение и	1	1
1823	другом случае	1	1
1824	содержащихся в	1	1
1825	оратора в	1	1
1826	вышло в	1	1
1827	буквальном смысле	1	1
1828	достаточно для	1	1
1829	того или	6	1
1830	реагирует на	1	1
1831	обычно в	1	1
1832	и эти	3	1
1833	больше внимания	2	1
1834	это конечно	2	1
1835	только к	2	1
1836	же с	1	1
1837	двух остальных	1	1
1838	не укладывается	1	1
1839	он понимал	1	1
1840	который был	1	1
1841	можем найти	1	1
1842	в предисловии	1	1
1843	его тем	1	1
1844	потребность в	3	1
1845	случае если	3	1
1846	первая половина	1	1
1847	ни один	1	1
1848	который мы	2	1
1849	также и	7	1
1850	о возможности	2	1
1851	все должно	1	1
1852	из нас	1	1
1853	себя виноватым	1	1
1854	в ход	1	1
1855	с совершенно	1	1
1856	вопрос как	1	1
1857	иное чем	1	1
1858	за три	1	1
1859	эти утверждения	1	1
1860	мы должны	2	1
1861	бы ничего	1	1
1862	в искусстве	2	1
1863	быть и	1	1
1864	иной вопрос	1	1
1865	отвращение к	1	1
1866	из заглавий	2	1
1867	хочешь ли	1	1
1868	в примечаниях	1	1
1869	бы гораздо	1	1
1870	можно конечно	1	1
1871	не очень	1	1
1872	перевод с	1	1
1873	в науке	4	1
1874	его речи	1	1
1875	не известно	1	1
1876	говоря о	1	1
1877	этот факт	1	1
1878	в нашей	4	1
1879	против того	1	1
1880	идет здесь	1	1
1881	как источник	1	1
1882	нет не	1	1
1883	идти речь	1	1
1884	с понятием	1	1
1885	думать что	1	1
1886	как то	2	1
1887	ему хочется	1	1
1888	ли этот	1	1
1889	которых они	1	1
1890	этой работы	1	1
1891	значение слова	3	1
1892	или еще	1	1
1893	же на	1	1
1894	за этим	2	1
1895	всего от	1	1
1896	не замечать	1	1
1897	в книге	1	1
1898	их разрешения	1	1
1899	в большой	1	1
1900	само по	6	1
1901	во многом	2	1
1902	наконец что	1	1
1903	забывать что	1	1
1904	в ходе	1	1
1905	если тем	2	1
1906	можно сказать	6	1
1907	говорилось выше	1	1
1908	в лондоне	1	1
1909	этом и	1	1
1910	в имени	1	1
1911	речь и	1	1
1912	дни в	1	1
1913	наоборот в	2	1
1914	по аналогии	1	1
1915	напоминает что	1	1
1916	естественным для	1	1
1917	социальной истории	1	1
1918	действительно не	1	1
1919	или иной	3	1
1920	ряде случаев	2	1
1921	считает необходимым	1	1
1922	же будет	1	1
1923	войной и	1	1
1924	не самое	1	1
1925	для своих	1	1
1926	следует различать	1	1
1927	том случае	3	1
1928	грамматики и	1	1
1929	него одного	1	1
1930	этого понятия	1	1
1931	свою речь	3	1
1932	минуту может	1	1
1933	разрешение и	1	1
1934	не получили	1	1
1935	же это	2	1
1936	период новой	2	1
1937	может и	2	1
1938	ведь и	2	1
1939	случаи жизни	1	1
1940	лучшем случае	1	1
1941	он иногда	2	1
1942	признается в	1	1
1943	в каком-то	1	1
1944	именно это	2	1
1945	и ничего	1	1
1946	представляется мне	1	1
1947	помощью к	1	1
1948	мере две	1	1
1949	себе и	3	1
1950	же рода	1	1
1951	интересно отметить	1	1
1952	иное как	3	1
1953	в память	3	1
1954	насколько мне	1	1
1955	возможна только	1	1
1956	являются наиболее	1	1
