N	2gram	Losev_Vlad	Marksizm
1316	субъект и	1	1
1317	другом месте	1	1
1318	этого человека	1	1
1319	живой и	1	1
1320	и религии	1	1
1321	об оценке	1	1
1322	по своему	5	1
1323	до следующего	1	1
1324	за другим	1	1
1325	и я	7	1
1326	речи поскольку	1	1
1327	чем мы	1	1
1328	все равно	1	1
1329	нисколько не	4	1
1330	всего было	1	1
1331	и закончим	1	1
1332	не стал	3	1
1333	одного предмета	1	1
1334	и другим	1	1
1335	дело и	1	1
1336	этих элементов	1	1
1337	рассудка и	1	1
1338	что тот	1	1
1339	чего в	2	1
1340	особенно в	2	1
1341	в меру	2	1
1342	дать нам	1	1
1343	ему не	2	1
1344	эти же	1	1
1345	людей в	2	1
1346	автора как	1	1
1347	уже сказали	2	1
1348	людей этим	1	1
1349	не говоря	4	1
1350	в стиле	1	1
1351	и внешних	1	1
1352	и мысли	1	1
1353	важная проблема	1	1
1354	только к	3	1
1355	он говорит	2	1
1356	вот еще	2	1
1357	же к	1	1
1358	заключать в	1	1
1359	ввиду его	1	1
1360	в основных	1	1
1361	как сам	1	1
1362	фактов в	1	1
1363	и толстой	2	1
1364	особенно не	1	1
1365	были для	4	1
1366	ни один	1	1
1367	учении о	1	1
1368	а из	2	1
1369	он объясняет	1	1
1370	через которые	1	1
1371	то эта	1	1
1372	невозможно но	1	1
1373	на меня	3	1
1374	к тем	1	1
1375	не существовало	2	1
1376	но она	4	1
1377	личности в	1	1
1378	совершенно невозможно	1	1
1379	к области	1	1
1380	этом слове	1	1
1381	но дело	2	1
1382	в действительном	1	1
1383	дать ему	2	1
1384	и жизни	1	1
1385	можно найти	1	1
1386	к которой	2	1
1387	и оценивает	1	1
1388	на всю	2	1
1389	у нее	1	1
1390	в россию	5	1
1391	его повести	1	1
1392	входить в	1	1
1393	ясности и	1	1
1394	еще на	3	1
1395	году он	5	1
1396	на вид	1	1
1397	за ними	1	1
1398	последнее слово	1	1
1399	он их	1	1
1400	что можно	4	1
1401	отношение к	7	1
1402	к ней	7	1
1403	этого нет	1	1
1404	были и	1	1
1405	них нет	1	1
1406	этого своего	1	1
1407	дело здесь	1	1
1408	дело в	7	1
1409	даже для	1	1
1410	живости и	1	1
1411	вне всякой	1	1
1412	бытия и	1	1
1413	было довольно	1	1
1414	как будто	2	1
1415	только после	2	1
1416	интереса к	3	1
1417	чем та	1	1
1418	и быстро	1	1
1419	слишком уж	1	1
1420	ведь и	1	1
1421	самым широким	1	1
1422	именно это	1	1
1423	и совершенно	2	1
1424	он с	1	1
1425	в лице	1	1
1426	к богу	2	1
1427	в чисто	1	1
1428	жизнью и	1	1
1429	своей критике	1	1
1430	недоразумение и	1	1
