N	2gram	Losev_Prob	Literetu
1307	в количественном	1	1
1308	бывает весьма	2	1
1309	модель художественного	2	1
1310	нам для	1	1
1311	остается только	2	1
1312	своим языком	1	1
1313	художественной символики	1	1
1314	те или	9	1
1315	и вся	2	1
1316	здесь о	2	1
1317	впрочем и	1	1
1318	но сам	1	1
1319	чтобы она	1	1
1320	и наиболее	1	1
1321	на основании	2	1
1322	вещей как	1	1
1323	узком значении	1	1
1324	поскольку здесь	1	1
1325	он по	1	1
1326	трактовать как	1	1
1327	не имела	1	1
1328	времени и	4	1
1329	только тем	2	1
1330	более и	1	1
1331	и земли	1	1
1332	что такая	2	1
1333	он есть	2	1
1334	среди которых	1	1
1335	в каком	9	1
1336	шли по	1	1
1337	есть такое	4	1
1338	потому и	1	1
1339	образом не	1	1
1340	и мыслится	2	1
1341	двести лет	1	1
1342	и окончательно	1	1
1343	что здесь	5	1
1344	и там	2	1
1345	коммуникативной функции	1	1
1346	как некое	1	1
1347	и поскольку	2	1
1348	функционирует как	1	1
1349	о соотношении	2	1
1350	если мы	24	1
1351	и во	5	1
1352	значение имеет	1	1
1353	произведения и	2	1
1354	эти категории	3	1
1355	но именно	4	1
1356	них художественной	1	1
1357	в полтаве	1	1
1358	только при	10	1
1359	в определенном	1	1
1360	и мире	1	1
1361	человечества и	1	1
1362	котором мы	1	1
1363	своих врагов	1	1
1364	на этот	4	1
1365	таково что	1	1
1366	но исключительно	1	1
1367	не стоит	2	1
1368	здесь и	4	1
1369	у которого	1	1
1370	писателя и	1	1
1371	бы пожалуй	1	1
1372	в произведениях	1	1
1373	только потому	3	1
1374	в эстетике	2	1
1375	же он	1	1
1376	который и	1	1
1377	мы вместо	1	1
1378	исключительно в	2	1
1379	нее и	1	1
1380	и искусства	3	1
1381	человеческого субъекта	1	1
1382	однако от	1	1
1383	невозможна без	1	1
1384	другого и	1	1
1385	характерные для	1	1
1386	или невольно	1	1
1387	всего является	1	1
1388	функционирования но	1	1
1389	именно к	3	1
1390	что иначе	1	1
1391	или просто	1	1
1392	смерть и	1	1
1393	на челе	1	1
1394	выходит за	2	1
1395	ничем не	2	1
1396	существующим в	1	1
1397	многих других	2	1
1398	основе своей	1	1
1399	с начала	1	1
1400	его субъективная	1	1
1401	сам собою	2	1
1402	сам он	1	1
1403	нас не	6	1
1404	быть каким	1	1
1405	который может	2	1
1406	роль и	2	1
1407	по своим	1	1
1408	их смыслового	1	1
1409	только своей	1	1
1410	всякого человека	1	1
1411	в предыдущем	2	1
1412	существе своем	1	1
1413	от которого	1	1
1414	еще страшнее	1	1
1415	самой вещи	4	1
1416	на службу	1	1
1417	ни на	5	1
1418	у символистов	1	1
1419	развитии и	2	1
1420	входя в	1	1
1421	может показаться	1	1
1422	все это	9	1
1423	то самое	1	1
1424	указание на	2	1
1425	самой этой	4	1
1426	ее революционном	1	1
1427	в первую	3	1
1428	а все	1	1
1429	это именно	1	1
1430	этого пути	1	1
1431	слова а	2	1
1432	с разными	2	1
1433	когда же	1	1
1434	в виде	20	1
1435	содержат в	1	1
1436	же именно	2	1
1437	в таких	3	1
1438	данной художественной	1	1
1439	что ни	1	1
1440	себе но	2	1
1441	от друга	3	1
1442	или в	7	1
1443	но принципиально	1	1
1444	в войне	1	1
1445	когда оно	1	1
1446	что будет	1	1
1447	и вы	2	1
1448	который как	1	1
1449	единиц которые	1	1
1450	но эта	4	1
1451	нас только	2	1
1452	которая так	2	1
1453	в эпоху	2	1
1454	возникают прежде	1	1
1455	сознания но	1	1
1456	совсем иное	1	1
1457	того еще	1	1
1458	вообще не	5	1
1459	на еще	1	1
1460	сама по	11	1
1461	на память	1	1
1462	случае не	7	1
1463	каждого элемента	1	1
1464	и совсем	4	1
1465	я даже	1	1
1466	которого нет	1	1
1467	или даже	6	1
1468	в конкретных	1	1
1469	говорят о	4	1
1470	человеком в	1	1
1471	является принципом	3	1
1472	иной раз	5	1
1473	далеко еще	1	1
1474	есть только	5	1
1475	однако это	6	1
1476	в соединении	1	1
1477	на все	1	1
1478	не столь	1	1
1479	один и	2	1
1480	направления в	1	1
1481	мы находим	8	1
1482	только и	9	1
1483	нисколько не	2	1
1484	в условиях	7	1
1485	войти в	1	1
1486	это было	4	1
1487	этот ряд	1	1
1488	его же	1	1
1489	и потому-то	1	1
1490	говорит об	1	1
1491	произведение и	1	1
1492	или менее	2	1
1493	мысли в	1	1
1494	не все	1	1
1495	в меру	2	1
1496	бы ни	1	1
1497	у н	1	1
1498	как угодно	2	1
1499	этих двух	1	1
1500	что эти	1	1
1501	к одному	1	1
1502	всякий акт	1	1
1503	слова как	3	1
1504	альфа и	1	1
1505	существует только	1	1
1506	и эти	1	1
1507	что от	1	1
1508	просто как	2	1
1509	возникновения и	1	1
1510	которая может	1	1
1511	а просто	1	1
1512	в чем-то	1	1
1513	заключение мы	1	1
1514	в бытовой	1	1
1515	настолько глубоко	1	1
1516	в самых	3	1
1517	поскольку они	3	1
1518	во избежание	1	1
1519	ни один	1	1
1520	на ступени	2	1
1521	с полным	4	1
1522	обстоит дело	1	1
1523	есть произведение	1	1
1524	с присущей	1	1
1525	реальной действительности	1	1
1526	вопрос как	1	1
1527	у того	1	1
1528	быть и	3	1
1529	ее отражения	1	1
1530	в эпилоге	2	1
1531	к тем	1	1
1532	этому последнему	1	1
1533	это уж	1	1
1534	дела вполне	1	1
1535	здесь очевидно	1	1
1536	о подлинном	1	1
1537	сама в	1	1
1538	оказывается что	2	1
1539	кто не	1	1
1540	бы весьма	1	1
1541	конечно в	1	1
1542	говоря о	1	1
1543	резко отличается	2	1
1544	миф как	1	1
1545	но дело	1	1
1546	и своя	1	1
1547	иной мере	3	1
1548	и и	1	1
1549	и времени	1	1
1550	своей основе	1	1
1551	однако несомненно	2	1
1552	ведь если	3	1
1553	есть всех	1	1
1554	которых невозможно	2	1
1555	на всю	1	1
1556	как то	1	1
1557	и всякая	1	1
1558	почти никогда	1	1
1559	и всех	1	1
1560	пространства и	1	1
1561	искусство для	1	1
1562	как единое	1	1
1563	но то	1	1
1564	пространством и	1	1
1565	к ней	2	1
1566	данного произведения	1	1
1567	в литературном	1	1
1568	стороны однако	3	1
1569	однако для	2	1
1570	действительности не	1	1
1571	отношений в	1	1
1572	уж не	1	1
1573	достаточно подробно	1	1
1574	фигур и	2	1
1575	улыбаться и	1	1
1576	есть сам	2	1
1577	дня и	1	1
1578	с бытием	1	1
1579	это означает	1	1
1580	тем чтобы	1	1
1581	исторического процесса	1	1
1582	может как	1	1
1583	момент в	1	1
1584	текста может	1	1
1585	поскольку все	1	1
1586	о каком	2	1
1587	до ее	1	1
1588	уже никто	1	1
1589	но я	1	1
1590	об этой	1	1
1591	для современного	1	1
1592	и эта	1	1
1593	эти два	2	1
1594	которое мы	5	1
1595	конце концов	4	1
1596	что количество	2	1
1597	которой нет	1	1
1598	хотя сами	1	1
1599	он с	1	1
1600	дальше в	1	1
1601	само по	5	1
1602	революционном развитии	1	1
1603	самая сущность	1	1
1604	и конец	1	1
1605	иное как	6	1
1606	сам горький	1	1
1607	возможна только	1	1
1608	себе а	3	1
