N	2gram	Tiupa_Lite	Myslijsy
1308	это приводит	1	1
1309	его личности	2	1
1310	когда они	1	1
1311	пушкина в	2	1
1312	видят не	1	1
1313	самому себе	2	1
1314	в зеркале	1	1
1315	всю жизнь	2	1
1316	этих и	1	1
1317	чаще всего	1	1
1318	которым это	1	1
1319	собственное имя	1	1
1320	на существование	1	1
1321	своей душевной	1	1
1322	радости и	1	1
1323	каком говорится	1	1
1324	она чаще	1	1
1325	чем и	1	1
1326	но они	1	1
1327	нет не	2	1
1328	меньшей степени	1	1
1329	можно указать	1	1
1330	на рубеже	4	1
1331	самим собою	2	1
1332	искусства в	2	1
1333	образом развивается	1	1
1334	меня и	1	1
1335	для многих	3	1
1336	своего рода	22	1
1337	индивидуальности и	1	1
1338	на жизнь	1	1
1339	надо полагать	1	1
1340	было на	1	1
1341	нам скажет	1	1
1342	бесконечно малые	1	1
1343	в последующих	1	1
1344	повторением одного	1	1
1345	в состав	1	1
1346	однако с	2	1
1347	свою духовную	1	1
1348	произведение и	1	1
1349	в столь	3	1
1350	и этот	1	1
1351	и таи	1	1
1352	в ночи	1	1
1353	наполеон или	2	1
1354	и конечно	1	1
1355	отношению ко	2	1
1356	от жизни	2	1
1357	на самые	1	1
1358	от самой	1	1
1359	внутреннего и	1	1
1360	и свою	1	1
1361	но за	1	1
1362	жизни а	1	1
1363	своего собственного	1	1
1364	и который	1	1
1365	пример и	1	1
1366	мы за	1	1
1367	на первом	2	1
1368	из таких	2	1
1369	оно было	1	1
1370	другие и	1	1
1371	самому и	1	1
1372	с миром	5	1
1373	поэта то	1	1
1374	и менее	1	1
1375	не достигло	1	1
1376	и души	1	1
1377	по слову	1	1
1378	мне и	1	1
1379	он на	2	1
1380	самой жизни	1	1
1381	этот не	1	1
1382	задолго до	1	1
1383	и внешнего	1	1
1384	я слышу	1	1
1385	его собственный	1	1
1386	сводится к	4	1
1387	другого что	1	1
1388	на читателя	2	1
1389	него нет	1	1
1390	со всеми	2	1
1391	своему источнику	1	1
1392	и сделать	1	1
1393	его собственными	1	1
1394	внешним миром	1	1
1395	и казалось	1	1
1396	и физического	1	1
1397	нам в	1	1
1398	от игры	1	1
1399	все существует	1	1
1400	поэзии то	1	1
1401	вошедшего в	2	1
1402	и столь	1	1
1403	себя с	1	1
1404	каким например	1	1
1405	его воображении	1	1
1406	необходимой для	1	1
1407	не делает	1	1
1408	ничего такого	1	1
1409	моя и	1	1
1410	другой из	1	1
1411	искусство на	1	1
1412	отдельного человека	1	1
1413	не знал	1	1
1414	его лице	2	1
1415	наша цель	1	1
1416	был один	2	1
1417	скрыто от	1	1
1418	что такой	1	1
1419	языка который	1	1
1420	это время	1	1
1421	на эту	1	1
1422	последующее развитие	1	1
1423	жизни в	5	1
1424	человек со	1	1
1425	приводит к	4	1
1426	говоря и	1	1
1427	на внутреннюю	1	1
1428	роли в	1	1
1429	а под	1	1
1430	в душу	1	1
1431	пока он	1	1
1432	вследствие этого	1	1
1433	определенный круг	1	1
1434	тот кто	1	1
1435	второго лица	1	1
1436	в психологии	1	1
1437	совершенно не	1	1
1438	не является	3	1
1439	сказано что	1	1
1440	разумеется в	1	1
1441	перейти в	1	1
1442	разумеется не	2	1
1443	не перед	1	1
1444	относительно другого	1	1
1445	кричать и	1	1
1446	который не	1	1
1447	становится одним	1	1
1448	ни на	1	1
1449	о явлениях	1	1
1450	но каждое	1	1
1451	задний план	1	1
1452	на основе	2	1
1453	осуществления идеи	1	1
1454	то чему	1	1
1455	оно вообще	1	1
1456	предшествующим и	1	1
1457	освобожденным от	1	1
1458	искусством в	1	1
1459	те или	1	1
1460	и вся	1	1
1461	снова и	1	1
1462	к исторической	2	1
1463	и новые	1	1
1464	как субъекта	1	1
1465	мое и	1	1
1466	в мир	1	1
1467	составляет не	1	1
1468	например для	1	1
1469	пути на	1	1
1470	нет в	2	1
1471	свободы в	1	1
1472	знает что	1	1
1473	вообще может	1	1
1474	потому и	1	1
1475	автора в	2	1
1476	образом не	1	1
1477	в отличие	6	1
1478	его если	1	1
1479	объективного содержания	1	1
1480	событий в	1	1
1481	своей жизни	1	1
1482	в молитве	2	1
1483	молчи скрывайся	1	1
1484	первобытного человека	1	1
1485	поэзия а	1	1
1486	с мудростью	1	1
1487	но именно	1	1
1488	из первых	1	1
1489	друга а	1	1
1490	субъектом и	1	1
1491	личности к	1	1
1492	человечества и	1	1
1493	из моментов	1	1
1494	второй план	1	1
1495	речь без	1	1
1496	к изучению	1	1
1497	отражения в	1	1
1498	этот последний	1	1
1499	впечатлений в	1	1
1500	не стоит	1	1
1501	мать и	1	1
1502	сфере языка	1	1
1503	к предмету	1	1
1504	мы с	3	1
1505	у них	1	1
1506	по этой	2	1
1507	и слог	1	1
1508	же он	1	1
1509	к какой	1	1
1510	не будучи	1	1
1511	стороны он	1	1
1512	и искусства	1	1
1513	другого и	1	1
1514	это совершенно	1	1
1515	так велика	1	1
1516	высшего порядка	1	1
1517	я то	1	1
1518	начинать с	1	1
1519	формы не	1	1
1520	я по	2	1
1521	с предшествующим	1	1
1522	как к	4	1
1523	их собственного	1	1
1524	тогда в	1	1
1525	и произведение	1	1
1526	я так	1	1
1527	значение в	1	1
1528	мир в	5	1
1529	человека искусство	1	1
1530	мысль только	1	1
1531	на бесконечно	1	1
1532	на два	2	1
1533	свидетельствует о	3	1
1534	исторической жизни	1	1
1535	второй половине	1	1
1536	и вот	2	1
1537	том числе	2	1
1538	возникает в	1	1
1539	мысль моя	1	1
1540	в художественной	4	1
1541	в xviii	1	1
1542	не одни	1	1
1543	воли в	1	1
1544	и науке	1	1
1545	неизмеримо более	1	1
1546	имя и	1	1
1547	день и	1	1
1548	и произволом	1	1
1549	говорит и	1	1
1550	возвышает и	1	1
1551	из форм	1	1
1552	чем он	1	1
1553	основана на	1	1
1554	средств и	1	1
1555	xix века	6	1
1556	его действительности	1	1
1557	же именно	1	1
1558	этого сознания	2	1
1559	наконец в	2	1
1560	жизни это	1	1
1561	и другую	1	1
1562	бытия по	1	1
1563	а также	5	1
1564	существует как	1	1
1565	и бесконечно	1	1
1566	и всякое	1	1
1567	от камня	1	1
1568	когда ребенок	1	1
1569	силу на	1	1
1570	который как	1	1
1571	места в	1	1
1572	здесь все	1	1
1573	но впоследствии	1	1
1574	и тому	1	1
1575	в силах	1	1
1576	в бытии	1	1
1577	о жизни	1	1
1578	в сферу	2	1
1579	более что	1	1
1580	впрочем не	1	1
1581	что перед	1	1
1582	ни есть	1	1
1583	говорят о	1	1
1584	а их	1	1
1585	все прочие	1	1
1586	в переводе	1	1
1587	только вне	1	1
1588	мира и	1	1
1589	по нашим	1	1
1590	перед собой	1	1
1591	должно стать	2	1
1592	и художественного	2	1
1593	в условиях	1	1
1594	а за	3	1
1595	с другом	1	1
1596	жил и	2	1
1597	время он	1	1
1598	стремления к	1	1
1599	отражением в	1	1
1600	раньше и	2	1
1601	людей в	1	1
1602	и логически	1	1
1603	ко мне	1	1
1604	произведения с	2	1
1605	критиков и	1	1
1606	которая как	1	1
1607	и первые	1	1
1608	от первого	2	1
1609	ко всему	4	1
1610	умножая число	1	1
1611	за то	2	1
1612	выше и	2	1
1613	же от	1	1
1614	которая может	1	1
1615	это мне	1	1
1616	в поле	2	1
1617	усомниться в	1	1
1618	это как	3	1
1619	всю свою	1	1
1620	могут служить	2	1
1621	он легко	1	1
1622	к цели	1	1
1623	огонь и	1	1
1624	как уже	3	1
1625	как может	1	1
1626	на поле	1	1
1627	один в	1	1
1628	которые были	1	1
1629	самого субъекта	1	1
1630	под сенью	2	1
1631	не станем	2	1
1632	сознания так	1	1
1633	в частности	18	1
1634	не оставляет	3	1
1635	о границах	1	1
1636	а по	2	1
1637	дает им	1	1
1638	а прежде	1	1
1639	по одним	1	1
1640	что образ	1	1
1641	оказывается что	1	1
1642	в трех	1	1
1643	что нам	1	1
1644	еще в	7	1
1645	и своя	1	1
1646	в пределах	4	1
1647	как явление	1	1
1648	в xix	1	1
1649	во мне	2	1
1650	на всю	1	1
1651	при всем	4	1
1652	этому поводу	1	1
1653	было указано	1	1
1654	нам о	1	1
1655	относится как	1	1
1656	и т.д	8	1
1657	еще на	1	1
1658	идет о	4	1
1659	человек как	1	1
1660	по той	1	1
1661	уже тогда	1	1
1662	есть такое	1	1
1663	не показывает	1	1
1664	например а	1	1
1665	же природы	1	1
1666	место не	1	1
1667	меняется вместе	1	1
1668	в ходе	2	1
1669	нас только	1	1
1670	это место	1	1
1671	этом и	1	1
1672	в стихотворении	17	1
1673	в уме	4	1
1674	б с	1	1
1675	как внутренняя	1	1
1676	право на	4	1
1677	об этой	1	1
1678	она бы	1	1
1679	этой силы	1	1
1680	когда наконец	1	1
1681	не сумеет	1	1
1682	которых не	1	1
1683	всей духовной	1	1
1684	не сам	2	1
1685	устранение из	2	1
1686	цели но	1	1
1687	художественное творчество	2	1
1688	самосознания в	1	1
1689	нам для	1	1
1690	поэтического мышления	1	1
1691	воспринимаемый его	1	1
1692	воля но	1	1
1693	в руках	2	1
1694	но факт	1	1
1695	и иные	1	1
1696	от всякой	2	1
1697	в воображении	1	1
1698	совершается в	1	1
1699	видно в	1	1
1700	возможна только	1	1
1701	более того	1	1
1702	посредством этого	1	1
