N	2gram	Propp_Russ	Problema
1325	ниже о	1	1
1326	к этим	1	1
1327	к ее	1	1
1328	в он	1	1
1329	не нужны	1	1
1330	востока и	1	1
1331	в некоторых	11	1
1332	которую можно	1	1
1333	были известны	1	1
1334	иную теорию	1	1
1335	более общей	1	1
1336	на глазах	1	1
1337	или наоборот	1	1
1338	сущность его	1	1
1339	которая должна	2	1
1340	в советское	4	1
1341	огня а	1	1
1342	как другие	1	1
1343	его чрезвычайно	1	1
1344	похожи на	1	1
1345	где это	1	1
1346	всей их	1	1
1347	к себе	1	1
1348	мы знаем	1	1
1349	по-видимому не	1	1
1350	и цели	1	1
1351	и молнии	1	1
1352	наиболее совершенным	1	1
1353	вопрос мы	1	1
1354	корень слова	1	1
1355	гл iii	1	1
1356	место где	1	1
1357	для объяснения	1	1
1358	что исследователь	1	1
1359	оренбургской губернии	1	1
1360	в старом	1	1
1361	как можно	3	1
1362	не путем	1	1
1363	отсюда видно	1	1
1364	самым тщательным	1	1
1365	же значение	2	1
1366	ее от	2	1
1367	и разорение	1	1
1368	ее развития	1	1
1369	заключить что	2	1
1370	по аналогии	1	1
1371	покойников которые	1	1
1372	с водой	1	1
1373	по улице	1	1
1374	очень ясно	2	1
1375	на а	1	1
1376	на глаза	1	1
1377	разных значений	1	1
1378	рядом с	1	1
1379	одном из	1	1
1380	дерево в	1	1
1381	в употреблении	1	1
1382	части а	1	1
1383	не пели	2	1
1384	родов и	1	1
1385	под силу	1	1
1386	в двух	2	1
1387	на смерть	2	1
1388	к вопросу	2	1
1389	заключалось в	1	1
1390	из одного	1	1
1391	сходно с	1	1
1392	вверх и	1	1
1393	довольно много	2	1
1394	известно также	1	1
1395	идет по	1	1
1396	составленный из	1	1
1397	м и	1	1
1398	сюда же	2	1
1399	которые и	1	1
1400	сливается в	1	1
1401	весны и	2	1
1402	в городе	1	1
1403	к такой	1	1
1404	однако эта	1	1
1405	себе на	1	1
1406	через нее	1	1
1407	не были	2	1
1408	старины и	1	1
1409	не могла	1	1
1410	и просят	1	1
1411	в расцвете	1	1
1412	что некоторые	1	1
1413	также не	2	1
1414	ii от	1	1
1415	не сами	1	1
1416	могла бы	1	1
1417	почти каждый	1	1
1418	есть разница	1	1
1419	ту сторону	1	1
1420	не связанных	1	1
1421	основное в	1	1
1422	заставляет думать	1	1
1423	возможно что	2	1
1424	оно имеет	1	1
1425	сделать это	1	1
1426	теми же	1	1
1427	на весь	3	1
1428	воды или	1	1
1429	те кто	1	1
1430	на место	2	1
1431	зимой в	1	1
1432	сам петр	1	1
1433	ее тем	1	1
1434	нечто совсем	1	1
1435	в особенности	3	1
1436	и бессмертие	1	1
1437	с полной	1	1
1438	его уже	1	1
1439	них в	2	1
1440	такое обозначение	1	1
1441	также что	2	1
1442	домам и	2	1
1443	в другой	1	1
1444	смерть и	1	1
1445	ответ на	2	1
1446	нейтральную позицию	1	1
1447	в огне	1	1
1448	они на	1	1
1449	поводу с	1	1
1450	один поток	1	1
1451	их нужно	1	1
1452	название это	1	1
1453	не ясно	1	1
1454	с этого	7	1
1455	чем можно	2	1
1456	с таким	2	1
1457	становятся ясными	2	1
1458	мы остановимся	1	1
1459	другой вопрос	1	1
1460	что называется	1	1
1461	значении этого	1	1
1462	один от	1	1
1463	к таким	4	1
1464	те же	1	1
1465	прошлого в	1	1
1466	что текст	1	1
1467	ушли в	1	1
1468	москве и	2	1
1469	характером в	1	1
1470	на коне	1	1
1471	поэзии и	1	1
1472	они говорят	1	1
1473	считал что	2	1
1474	на другие	2	1
1475	это самое	1	1
1476	такая точка	1	1
1477	этот огонь	1	1
1478	и красной	1	1
1479	очень ярко	1	1
1480	можно в	1	1
1481	они ничего	1	1
1482	его и	2	1
1483	прочим так	1	1
1484	с места	2	1
1485	указали на	1	1
1486	религии но	1	1
1487	изобразил то	1	1
1488	делали в	1	1
1489	обращают на	1	1
1490	ней или	1	1
1491	в течение	7	1
1492	в костер	1	1
1493	таком виде	2	1
1494	быть не	1	1
1495	них как	2	1
1496	и будущих	1	1
1497	считать их	1	1
1498	так называемым	1	1
1499	бога о	1	1
1500	северу и	1	1
1501	по разным	1	1
1502	достаточное количество	1	1
1503	и теперь	1	1
1504	смысл который	1	1
1505	что также	2	1
1506	у других	1	1
1507	и соответствующих	1	1
1508	слова с	1	1
1509	если здесь	1	1
1510	только элементы	1	1
1511	и местами	2	1
1512	на какую-то	1	1
1513	связанных с	2	1
1514	состоит в	18	1
1515	что означает	2	1
1516	дня после	1	1
1517	введением в	1	1
1518	в морях	1	1
1519	как некое	1	1
1520	почти целиком	2	1
1521	в деревне	5	1
1522	значение имеет	1	1
1523	толкует как	1	1
1524	она имела	1	1
1525	эту теорию	7	1
1526	нас важно	1	1
1527	огонь путем	1	1
1528	смысла не	1	1
1529	говорится в	1	1
1530	над землей	1	1
1531	по этой	1	1
1532	весны когда	1	1
1533	нас важны	1	1
1534	о начале	1	1
1535	носит название	2	1
1536	не пользуются	1	1
1537	и том	1	1
1538	декабря г	1	1
1539	общей теории	1	1
1540	растительных сил	1	1
1541	на определенных	1	1
1542	этих песнях	2	1
1543	образом к	1	1
1544	с разным	1	1
1545	для нового	1	1
1546	после ее	1	1
1547	забота о	1	1
1548	к теории	1	1
1549	не без	1	1
1550	жизни здесь	1	1
1551	народов как	1	1
1552	этот был	1	1
1553	мало того	1	1
1554	этот цвет	1	1
1555	их уже	1	1
1556	интересно не	1	1
1557	сего в	1	1
1558	богам в	1	1
1559	латинское слово	1	1
1560	своей книге	1	1
1561	приводит нас	4	1
1562	пишет не	1	1
1563	начинали с	1	1
1564	этом не	2	1
1565	о причине	1	1
1566	имеет место	3	1
1567	изложения и	1	1
1568	целях и	1	1
1569	некоторых случаях	1	1
1570	будто ничего	1	1
1571	все силы	1	1
1572	только два	1	1
1573	при исследовании	1	1
1574	долгое время	1	1
1575	стремление к	1	1
1576	что им	1	1
1577	разницы между	1	1
1578	в какой-нибудь	1	1
1579	и общественных	1	1
1580	дело и	1	1
1581	других местах	11	1
1582	слова м	1	1
1583	связаны с	6	1
1584	более подробно	1	1
1585	ему не	1	1
1586	от болезней	3	1
1587	не единственное	1	1
1588	что очень	1	1
1589	в народе	2	1
1590	прибегают к	1	1
1591	с первым	1	1
1592	показывает что	9	1
1593	своего дела	1	1
1594	значение он	1	1
1595	которых к	1	1
1596	не по	1	1
1597	другой в	1	1
1598	тщательным образом	1	1
1599	пишет по	1	1
1600	на другое	1	1
1601	освобождение от	1	1
1602	моя не	1	1
1603	не следует	1	1
1604	том кто	1	1
1605	же очень	1	1
1606	но вместе	3	1
1607	несколько подробнее	1	1
1608	полное и	1	1
1609	чем те	2	1
1610	явление в	1	1
1611	и обычаи	2	1
1612	на путь	1	1
1613	а лучше	1	1
1614	это видно	1	1
1615	и необходимое	1	1
1616	это означает	1	1
1617	исторически и	1	1
1618	этим как	1	1
1619	xv в	1	1
1620	здесь имеем	2	1
1621	о своих	1	1
1622	этой силы	2	1
1623	главным образом	5	1
1624	причем не	1	1
1625	можем считать	1	1
1626	всего дома	1	1
1627	человек или	1	1
1628	то этим	1	1
1629	е с	1	1
1630	видели в	1	1
1631	но вопрос	1	1
1632	указать еще	1	1
1633	известно и	1	1
1634	путем трения	2	1
1635	к вечеру	2	1
1636	исходя из	2	1
1637	совершенно очевидно	2	1
1638	древней мифологии	1	1
1639	два обстоятельства	1	1
1640	под ним	2	1
1641	к числу	2	1
1642	охотник и	1	1
1643	они уже	1	1
1644	или нет	1	1
1645	самой важной	1	1
1646	есть один	1	1
1647	однако еще	1	1
1648	с презрением	1	1
1649	эта называется	1	1
1650	ты не	1	1
1651	далее в	2	1
1652	в день	12	1
1653	быть может	1	1
1654	по мере	1	1
1655	водой и	1	1
1656	а между	1	1
1657	ему но	1	1
1658	это должно	1	1
1659	возрождения жизни	1	1
1660	на свой	1	1
1661	выдвигаемой нами	1	1
1662	могли на	1	1
1663	на такой	1	1
1664	ставится под	1	1
1665	где они	2	1
1666	эту точку	1	1
1667	и связанные	2	1
1668	вся его	1	1
1669	дома и	1	1
1670	себя к	1	1
1671	содержания слова	1	1
1672	области в	1	1
1673	теорию мы	1	1
1674	может дать	1	1
1675	встал на	1	1
1676	он по	1	1
1677	ней как	1	1
1678	и общую	1	1
1679	не я	1	1
1680	считая это	1	1
1681	у которых	2	1
1682	нами выше	1	1
1683	символ можно	1	1
1684	в основном	4	1
1685	на лучшие	1	1
1686	на очень	1	1
1687	представления о	2	1
1688	i ii	1	1
1689	в русских	1	1
1690	другие деревья	1	1
1691	не допускать	1	1
1692	гораздо менее	1	1
1693	картина эта	1	1
1694	место с	2	1
1695	в руках	3	1
1696	а когда	1	1
1697	в различных	3	1
1698	связь между	2	1
1699	очевидным и	1	1
1700	за ней	1	1
1701	с в	12	1
1702	ее по	1	1
1703	имелось в	1	1
1704	верили в	1	1
1705	сопоставлений с	1	1
1706	отдельно и	1	1
1707	момента не	1	1
1708	установить что	1	1
1709	они состоят	1	1
1710	у себя	1	1
1711	ней и	1	1
1712	по ней	1	1
1713	это несомненно	1	1
1714	знают только	1	1
1715	теории не	1	1
1716	есть тут	1	1
1717	не весь	1	1
1718	следующим образом	9	1
1719	они сами	1	1
1720	отсюда возникает	1	1
1721	который у	1	1
1722	и н	2	1
1723	солнца а	1	1
1724	не имело	1	1
1725	и становится	1	1
1726	время этого	1	1
1727	котором в	1	1
1728	вопрос может	1	1
1729	существенного значения	3	1
1730	она как	2	1
1731	вокруг этого	4	1
1732	будущего урожая	2	1
1733	их содержания	1	1
1734	его у	1	1
1735	есть одно	1	1
1736	разобраться во	1	1
1737	смысле в	1	1
1738	при переводе	1	1
1739	становится ясной	1	1
1740	как нет	1	1
1741	представления об	2	1
1742	на этих	1	1
1743	в работах	1	1
1744	не соответствует	1	1
1745	чем у	2	1
1746	и этим	1	1
1747	многих отношениях	2	1
1748	и пытались	1	1
1749	не от	1	1
1750	никаких богов	1	1
1751	бы судить	1	1
1752	так не	1	1
1753	основные мотивы	1	1
1754	ноги и	1	1
1755	же их	1	1
1756	не была	1	1
1757	земле здесь	1	1
1758	как видно	1	1
1759	но совершенно	1	1
1760	праздники и	5	1
1761	при рождении	1	1
1762	эти песни	4	1
1763	связанными с	1	1
1764	из мифа	1	1
1765	представляют собою	1	1
1766	из чего	1	1
1767	в белых	1	1
1768	света и	1	1
1769	необходимо иметь	1	1
1770	должно было	5	1
1771	тут в	1	1
1772	на свободу	1	1
1773	его значение	1	1
1774	всех народов	1	1
1775	слабо и	1	1
1776	скамейку и	1	1
1777	все стороны	1	1
1778	под именем	3	1
1779	какой степени	3	1
1780	вошел в	1	1
1781	что говорилось	1	1
1782	составных частей	1	1
1783	были у	2	1
1784	выводы и	1	1
1785	земле и	4	1
1786	на человеческую	1	1
1787	нет но	2	1
1788	не играют	1	1
1789	все то	1	1
1790	не удастся	1	1
1791	под ней	1	1
1792	не более	2	1
1793	так называемые	1	1
1794	простить их	1	1
1795	себя внимание	2	1
1796	таких песен	2	1
1797	кто же	1	1
1798	в форме	3	1
1799	его жизнь	2	1
1800	большое значение	1	1
1801	в современной	1	1
1802	на коленях	1	1
1803	несколько ниже	1	1
1804	в землю	8	1
1805	участвующих в	1	1
1806	как известно	2	1
1807	по домам	6	1
1808	или ставить	1	1
1809	не связаны	2	1
1810	в последний	5	1
1811	свете того	1	1
1812	в гости	1	1
1813	это таким	1	1
1814	обозначение не	1	1
1815	значения их	1	1
1816	найти в	1	1
1817	в доме	2	1
1818	том основании	1	1
1819	признает его	1	1
1820	ей не	1	1
1821	год с	1	1
1822	сообщение а	1	1
1823	этого очень	1	1
1824	чаще всего	3	1
1825	направления в	2	1
1826	очень редко	1	1
1827	ни одно	2	1
1828	еще менее	1	1
1829	одновременно является	1	1
1830	означает что	2	1
1831	причем это	1	1
1832	каждого из	1	1
1833	превращаются в	1	1
1834	вызывает у	1	1
1835	закономерности в	1	1
1836	расцвете своих	1	1
1837	его мнению	1	1
1838	доказательства что	1	1
1839	у русских	12	1
1840	обладает для	1	1
1841	в о	1	1
1842	после получения	1	1
1843	вполне определенное	1	1
1844	именно только	1	1
1845	представляют собой	13	1
1846	природе и	1	1
1847	бы говорить	1	1
1848	должны иметь	1	1
1849	и из	3	1
1850	имеет с	1	1
1851	данным из	1	1
1852	одном и	1	1
1853	что сам	1	1
1854	чтобы у	2	1
1855	и вновь	1	1
1856	него нет	1	1
1857	огонь если	1	1
1858	как не	2	1
1859	похожее на	1	1
1860	тут все	1	1
1861	на улицу	2	1
1862	показать что	1	1
1863	месте и	1	1
1864	как при	1	1
1865	н п	1	1
1866	это та	1	1
1867	при более	1	1
1868	в xix	13	1
1869	фигурируют в	1	1
1870	землю на	1	1
1871	каждого кто	1	1
1872	года к	1	1
1873	хотел бы	1	1
1874	же корень	1	1
1875	них же	1	1
1876	с криком	1	1
1877	в любой	1	1
1878	вообще за	1	1
1879	тому кто	1	1
1880	науке можно	1	1
1881	этого видно	1	1
1882	после рассмотрения	1	1
1883	когда вообще	1	1
1884	это как	1	1
1885	на деревьях	2	1
1886	от старого	1	1
1887	тех же	1	1
1888	даже к	1	1
1889	разнообразны и	1	1
1890	смерти и	3	1
1891	работы но	1	1
1892	ним до	1	1
1893	к свету	1	1
1894	в земле	6	1
1895	можно установить	2	1
1896	но здесь	1	1
1897	в древней	3	1
1898	по полю	3	1
1899	в борьбу	1	1
1900	притом не	1	1
1901	получают от	1	1
1902	где ты	1	1
1903	нашей стране	1	1
1904	очень хорошо	1	1
1905	с религиозными	1	1
1906	нас особенно	1	1
1907	ее с	2	1
1908	русский народ	1	1
1909	борьбу и	1	1
1910	как бог	3	1
1911	и находит	1	1
1912	ногами и	2	1
1913	через него	2	1
1914	это показывает	4	1
1915	из одной	1	1
1916	и методы	1	1
1917	мы устанавливаем	1	1
1918	народного творчества	2	1
1919	что указывает	1	1
1920	ступень развития	1	1
1921	к новой	1	1
1922	однако такое	2	1
1923	этого пения	1	1
1924	которое потом	1	1
1925	случае как	1	1
1926	накануне нового	3	1
1927	точку зрения	1	1
1928	этого момента	3	1
1929	форме эти	1	1
1930	на дерево	1	1
1931	представления и	2	1
1932	очень древний	1	1
1933	землей в	1	1
1934	не знают	1	1
1935	значительно увеличить	1	1
1936	или просто	2	1
1937	аналогии с	1	1
1938	и было	1	1
1939	на тех	2	1
1940	за которую	1	1
1941	по композиции	1	1
1942	тем он	1	1
1943	христианского учения	1	1
1944	чтобы обеспечить	3	1
1945	она будет	1	1
1946	общая картина	1	1
1947	прямо в	1	1
1948	золотые ты	1	1
1949	дерево как	1	1
1950	день и	2	1
1951	борьба между	1	1
1952	и п	28	1
1953	состоят из	2	1
1954	из своих	2	1
1955	что через	1	1
1956	полной уверенности	1	1
1957	силы природы	1	1
1958	их яркая	1	1
1959	основаны на	2	1
1960	и начинается	1	1
1961	теперь еще	1	1
1962	только могут	1	1
1963	цветами и	5	1
1964	урожая и	2	1
1965	во всю	1	1
1966	советское время	4	1
1967	не исключается	1	1
1968	к жизни	3	1
1969	этой цели	2	1
1970	и кончается	1	1
1971	действительности которая	1	1
1972	теория эта	1	1
1973	человеком и	1	1
1974	очень многие	1	1
1975	выходит и	1	1
1976	руки и	3	1
1977	и бросает	1	1
1978	основании что	1	1
1979	они часто	1	1
1980	одно место	1	1
1981	когда по	1	1
1982	последним и	1	1
1983	никакой роли	1	1
1984	в слово	1	1
1985	покажет нам	1	1
1986	оно в	1	1
1987	же к	1	1
1988	в руки	2	1
1989	не могу	1	1
1990	многое для	1	1
1991	или совсем	1	1
1992	церкви и	3	1
1993	как уже	6	1
1994	это для	1	1
1995	мох и	1	1
1996	и символически	1	1
1997	к тем	4	1
1998	всей природы	1	1
1999	только у	2	1
2000	и обратно	1	1
2001	в счастье	1	1
2002	с земли	1	1
2003	и погребение	1	1
2004	в большинстве	2	1
2005	по окончании	1	1
2006	которых они	1	1
2007	как из	1	1
2008	и хозяйства	1	1
2009	в отрыве	1	1
2010	наблюдений так	1	1
2011	изображения не	1	1
2012	по всей	4	1
2013	критические замечания	1	1
2014	года не	1	1
2015	их мы	1	1
2016	действительно когда-то	1	1
2017	слез на	1	1
2018	публикаций в	1	1
2019	полной уверенностью	1	1
2020	этого требуется	1	1
2021	на какое-нибудь	1	1
2022	считает что	2	1
2023	их то	1	1
2024	собой очень	1	1
2025	изображать и	1	1
2026	были совершенно	1	1
2027	для современного	1	1
2028	в эти	4	1
2029	надо было	1	1
2030	поставил в	1	1
2031	только одну	2	1
2032	таким же	4	1
2033	именно это	1	1
2034	веков в	1	1
2035	из центральных	1	1
2036	весне в	1	1
2037	можно заключить	1	1
2038	с религией	4	1
