N	2gram	Medvedev_F	slovoVRo
1290	бы не	1	1
1291	понятий как	1	1
1292	здесь может	1	1
1293	значение не	2	1
1294	своеобразие и	3	1
1295	и мировоззрения	1	1
1296	от поэзии	1	1
1297	признаков языка	1	1
1298	от того	2	1
1299	важное значение	1	1
1300	предмету но	1	1
1301	моментами и	1	1
1302	характерна для	1	1
1303	и русский	1	1
1304	со стороны	7	1
1305	в это	1	1
1306	быть конечно	2	1
1307	установку на	1	1
1308	и глубоких	1	1
1309	проникнуть во	1	1
1310	конкретных высказываний	1	1
1311	к другому	2	1
1312	они заимствуют	1	1
1313	полный разрыв	1	1
1314	в самый	2	1
1315	сторону и	2	1
1316	через которую	1	1
1317	только теперь	2	1
1318	поняты и	2	1
1319	самом языке	3	1
1320	по крайней	1	1
1321	образе в	1	1
1322	стилем и	2	1
1323	в основных	1	1
1324	как стиль	1	1
1325	науки в	1	1
1326	иногда прямо	1	1
1327	на одном	1	1
1328	от различных	2	1
1329	между поэтом	1	1
1330	действительности а	1	1
1331	произведения которое	1	1
1332	лингвистическое явление	2	1
1333	словом чтобы	1	1
1334	частей и	1	1
1335	особенности в	2	1
1336	действительность и	1	1
1337	они так	1	1
1338	влечет за	1	1
1339	эта точка	1	1
1340	определяется полемическим	1	1
1341	каждый из	3	1
1342	только одно	1	1
1343	идеологический смысл	1	1
1344	интересы но	1	1
1345	другим как	2	1
1346	ли они	2	1
1347	при определенных	2	1
1348	такая подмена	1	1
1349	иные элементы	1	1
1350	почти полное	1	1
1351	сам он	2	1
1352	сложившихся в	1	1
1353	то он	1	1
1354	чем же	3	1
1355	этот прием	2	1
1356	на этой	1	1
1357	не существует	1	1
1358	утверждение как	2	1
1359	их все	1	1
1360	книге о	1	1
1361	имело громадное	1	1
1362	его собственном	1	1
1363	территории на	1	1
1364	одной сколько-нибудь	1	1
1365	речь то	1	1
1366	в действительности	3	1
1367	формалистов однако	1	1
1368	к изучению	2	1
1369	направлено на	1	1
1370	самое же	1	1
1371	видим что	1	1
1372	и изнутри	3	1
1373	его разновидностях	1	1
1374	разновидностей и	1	1
1375	художественный прием	1	1
1376	тесно сплетается	1	1
1377	совершенно иной	1	1
1378	применении к	4	1
1379	быть при	1	1
1380	раз и	6	1
1381	эти идеи	1	1
1382	провозглашалось как	2	1
1383	говорить не	2	1
1384	и конкретным	1	1
1385	вне поля	2	1
1386	известных условиях	2	1
1387	своей целью	1	1
1388	процессе развития	1	1
1389	его пределы	1	1
1390	определяются и	2	1
1391	поэтического и	1	1
1392	до настоящего	3	1
1393	словесное выступление	1	1
1394	представления о	1	1
1395	исследования и	3	1
1396	что самое	1	1
1397	всего этого	6	1
1398	и если	2	1
1399	в нескольких	1	1
1400	мире а	2	1
1401	как будет	1	1
1402	гуманитарных науках	2	1
1403	факта и	1	1
1404	по самому	1	1
1405	этой работы	2	1
1406	от произведения	2	1
1407	создает новые	1	1
1408	формы его	1	1
1409	он является	2	1
1410	индивидуальным сознанием	1	1
1411	его собственной	1	1
1412	и содержание	2	1
1413	здесь особенно	1	1
1414	с другим	1	1
1415	проник в	1	1
1416	которыми он	1	1
1417	а через	1	1
1418	в этот	2	1
1419	значений и	1	1
1420	он просто	1	1
1421	и важность	2	1
1422	лишена подхода	1	1
1423	но вся	1	1
1424	произведений не	1	1
1425	поэтому мы	2	1
1426	и конкретная	1	1
1427	художественную волю	2	1
1428	может войти	2	1
1429	можем судить	1	1
1430	для нее	2	1
1431	между двумя	3	1
1432	произведения от	1	1
1433	единство системы	1	1
1434	оно так	1	1
1435	чего не	1	1
1436	в ориентацию	1	1
1437	увидим что	1	1
1438	выработанных в	1	1
1439	этом становлении	1	1
1440	как поэтическое	1	1
1441	между отдельными	2	1
1442	приводит в	1	1
1443	таким путем	1	1
1444	которая могла	1	1
1445	произведений литературных	1	1
1446	и композиции	2	1
1447	за собой	1	1
1448	п слово	1	1
1449	без понимания	1	1
1450	и наиболее	1	1
1451	смысл в	1	1
1452	в многообразии	1	1
1453	поэтом и	1	1
1454	и соответствующих	2	1
1455	ориентируется в	2	1
1456	как проблема	4	1
1457	числе и	1	1
1458	укладываются в	1	1
1459	превращается в	2	1
1460	нечего делать	1	1
1461	более и	3	1
1462	художественной ответственности	1	1
1463	а только	4	1
1464	лингвистику и	2	1
1465	оно пробуждает	1	1
1466	ассоциациями и	1	1
1467	его структуру	1	1
1468	именно для	1	1
1469	даже с	1	1
1470	литературы в	8	1
1471	как таковую	1	1
1472	жизни на	1	1
1473	характерной для	1	1
1474	социальной действительности	9	1
1475	например на	1	1
1476	направлен на	1	1
1477	художественного произведения	27	1
1478	самых форм	1	1
1479	которого еще	1	1
1480	языка каждое	1	1
1481	в последующей	1	1
1482	очень распространены	1	1
1483	специфичности и	2	1
1484	в лингвистическом	1	1
1485	имеем в	1	1
1486	оказывается перед	1	1
1487	обладает совершенно	1	1
1488	о языке	4	1
1489	как на	5	1
1490	на те	1	1
1491	от идеологической	1	1
1492	литературных форм	1	1
1493	диалектам и	1	1
1494	его целом	8	1
1495	и делается	1	1
1496	для поэтического	3	1
1497	и писать	1	1
1498	высказывание в	1	1
1499	создает специфическую	1	1
1500	и противопоставление	1	1
1501	и изучены	1	1
1502	же язык	1	1
1503	при данных	1	1
1504	для последующего	1	1
1505	слово без	1	1
1506	для всей	1	1
1507	она ни	3	1
1508	только одна	2	1
1509	ее как	2	1
1510	позитивизм в	2	1
1511	как единая	1	1
1512	и полемики	2	1
1513	отвлекается от	2	1
1514	в замкнутом	4	1
1515	именно так	1	1
1516	форма и	2	1
1517	резче и	1	1
1518	с нею	1	1
1519	в реальном	1	1
1520	творчества а	1	1
1521	находится в	1	1
1522	в отрешенном	1	1
1523	в научном	1	1
1524	слова он	1	1
1525	и живую	1	1
1526	продуктивен но	1	1
1527	в отвлечении	1	1
1528	социальных группах	1	1
1529	речи на	1	1
1530	лишится своего	1	1
1531	то она	1	1
1532	этим языком	1	1
1533	и вступает	1	1
1534	а это	1	1
1535	к чисто	1	1
1536	его прямой	1	1
1537	на этот	1	1
1538	действительности и	3	1
1539	и направленческими	1	1
1540	исходит из	1	1
1541	характерное для	1	1
1542	конкретное единство	2	1
1543	нельзя забывать	1	1
1544	который в	1	1
1545	отражения в	1	1
1546	является замкнутым	1	1
1547	становится теперь	1	1
1548	что говорит	1	1
1549	рассмотрения и	1	1
1550	чтобы стать	2	1
1551	тем это	1	1
1552	но если	1	1
1553	создает почву	1	1
1554	столько в	1	1
1555	для этих	1	1
1556	от них	2	1
1557	и методы	4	1
1558	этой роли	1	1
1559	в противном	2	1
1560	романа или	1	1
1561	и образования	1	1
1562	наук и	1	1
1563	отбора и	1	1
1564	заключается именно	1	1
1565	как поэтический	2	1
1566	на абстрактно-языковое	1	1
1567	какие бы	2	1
1568	себе произведение	1	1
1569	его своим	1	1
1570	сама она	1	1
1571	о художественном	1	1
1572	взаимодействие с	1	1
1573	для этой	2	1
1574	эта же	2	1
1575	смысл может	1	1
1576	при этой	1	1
1577	но самый	1	1
1578	корне отлично	1	1
1579	входящих в	3	1
1580	языка к	2	1
1581	где все	1	1
1582	в самой	2	1
1583	из слова	1	1
1584	пришлось бы	1	1
1585	крайней мере	1	1
1586	чисто смысловой	1	1
1587	но сама	1	1
1588	истории языка	1	1
1589	и выражения	2	1
1590	мог бы	1	1
1591	всякой художественной	1	1
1592	в самих	1	1
1593	этот материал	1	1
1594	человека но	1	1
1595	гораздо более	1	1
1596	единство в	2	1
1597	того о	1	1
1598	смысле и	2	1
1599	конструкций и	1	1
1600	эту действительность	1	1
1601	он сложился	1	1
1602	формы не	1	1
1603	вяло и	1	1
1604	этих моментов	1	1
1605	этого и	1	1
1606	включенные в	1	1
1607	есть художественное	1	1
1608	сторон в	1	1
1609	существенных для	1	1
1610	в самую	2	1
1611	между всеми	1	1
1612	и всецело	2	1
1613	не зная	1	1
1614	языковой реальности	1	1
1615	и развивается	1	1
1616	соответствующей эпохи	1	1
1617	явления которые	1	1
1618	воспринимается на	1	1
1619	том чтобы	3	1
1620	том числе	1	1
1621	эта характеристика	1	1
1622	процесс становления	2	1
1623	данной эпохи	1	1
1624	ведь для	1	1
1625	ничем не	4	1
1626	почвой для	1	1
1627	мир в	1	1
1628	все элементы	1	1
1629	в систему	5	1
1630	менее в	1	1
1631	а наоборот	3	1
1632	от нормального	1	1
1633	словом не	1	1
1634	здесь нет	1	1
1635	система приемов	1	1
1636	нему и	1	1
1637	слова вовсе	1	1
1638	сознания с	1	1
1639	специфический язык	1	1
1640	всякое иное	3	1
1641	полноте в	1	1
1642	всего как	1	1
1643	ее конкретности	1	1
1644	и этическая	1	1
1645	интересами и	1	1
1646	зависит от	2	1
1647	в первый	5	1
1648	своей основной	1	1
1649	и вот	2	1
1650	и существенное	1	1
1651	решающее значение	1	1
1652	сколько в	1	1
1653	имеет первостепенное	1	1
1654	его моменты	1	1
1655	и организуются	1	1
1656	этого целого	1	1
1657	произведение тем	1	1
1658	связи между	1	1
1659	современное состояние	1	1
1660	для всякого	2	1
1661	языка которые	1	1
1662	он становится	3	1
1663	мы имеем	1	1
1664	нет места	1	1
1665	специфическим особенностям	4	1
1666	тристрам шенди	1	1
1667	идет о	3	1
1668	смысла с	2	1
1669	себе этим	1	1
1670	всецело определяется	1	1
1671	проявляется в	1	1
1672	которых он	1	1
1673	предметного содержания	1	1
1674	в замкнутой	1	1
1675	или с	1	1
1676	противоречий и	1	1
1677	в определенном	1	1
1678	из моментов	1	1
1679	обычно не	1	1
1680	степени определяет	1	1
1681	к истории	2	1
1682	проникая в	1	1
1683	и задач	2	1
1684	на развитие	2	1
1685	он и	3	1
1686	развитии и	1	1
1687	иногда очень	1	1
1688	что при	1	1
1689	произведения или	2	1
1690	в обиходе	1	1
1691	своем пути	1	1
1692	две основные	1	1
1693	элемент языка	2	1
1694	в формах	4	1
1695	характерных для	1	1
1696	эпоху на	1	1
1697	значение его	1	1
1698	рассказе и	1	1
1699	аналогии с	4	1
1700	этой игры	1	1
1701	для самих	1	1
1702	с претензиями	1	1
1703	социального языка	1	1
1704	с системой	1	1
1705	и через	2	1
1706	понят и	2	1
1707	процессе приобщения	1	1
1708	велико что	1	1
1709	эти две	1	1
1710	не способны	1	1
1711	богатство и	1	1
1712	к определенному	1	1
1713	сознания и	1	1
1714	всегда является	1	1
1715	его сознание	1	1
1716	как миф	1	1
1717	же не	1	1
1718	не от	3	1
1719	почти всех	1	1
1720	процессе их	1	1
1721	возможно только	1	1
1722	быть самая	1	1
1723	участие в	1	1
1724	в русском	2	1
1725	проникают в	1	1
1726	что между	1	1
1727	ибо оно	1	1
1728	и политического	1	1
1729	все равно	1	1
1730	очень существенная	1	1
1731	и смысл	1	1
1732	не принимает	1	1
1733	языка прямо	1	1
1734	зрения его	1	1
1735	есть еще	1	1
1736	явлениях как	1	1
1737	всеми другими	1	1
1738	непосредственно в	5	1
1739	самый предмет	4	1
1740	оно только	1	1
1741	говорят и	1	1
1742	а к	2	1
1743	и притом	2	1
1744	из художественного	1	1
1745	высказываний и	2	1
1746	ответственности автора	1	1
1747	говорим о	2	1
1748	слово ибо	1	1
1749	sui generis	2	1
1750	своей книге	2	1
1751	вытекающих из	1	1
1752	дела и	1	1
1753	иногда и	1	1
1754	в обымающем	1	1
1755	не о	7	1
1756	и некоторые	1	1
1757	кругозор он	1	1
1758	взаимодействия и	1	1
1759	что к	1	1
1760	без остатка	1	1
1761	основные линии	2	1
1762	его существенные	1	1
1763	прежде чем	2	1
1764	перед необходимостью	2	1
1765	как таковая	2	1
1766	что его	1	1
1767	к миру	2	1
1768	не выражает	1	1
1769	еще далеко	1	1
1770	ибо все	1	1
1771	произведение как	4	1
1772	различные отношения	1	1
1773	знаем в	1	1
1774	полемики с	1	1
1775	места в	2	1
1776	весь его	1	1
1777	с теми	2	1
1778	как языка	1	1
1779	начале развития	1	1
1780	лингвистических признаков	1	1
1781	подвести под	1	1
1782	устойчивого и	1	1
1783	лишь к	1	1
1784	он непосредственно	1	1
1785	при правильном	1	1
1786	не те	1	1
1787	языка все	2	1
1788	слова слово	1	1
1789	и новых	1	1
1790	нет подхода	1	1
1791	последнем счете	2	1
1792	элементов которые	1	1
1793	смыслов но	1	1
1794	когда все	1	1
1795	его понимании	1	1
1796	всех вытекающих	1	1
1797	характерна и	1	1
1798	борьбы и	2	1
1799	в ряде	1	1
1800	литературе и	2	1
1801	бы оно	2	1
1802	отвлечении от	1	1
1803	однако отметить	1	1
1804	на внешней	1	1
1805	ней не	1	1
1806	или же	4	1
1807	к самому	1	1
1808	лишь с	1	1
1809	свое и	1	1
1810	и прежде	3	1
1811	как целое	1	1
1812	языка конечно	1	1
1813	нам в	2	1
1814	этой цели	1	1
1815	им и	1	1
1816	могла быть	1	1
1817	своем своеобразии	1	1
1818	традиции то	1	1
1819	всем своем	1	1
1820	звукового образа	1	1
1821	резко и	1	1
1822	между прочим	1	1
1823	исходили из	4	1
1824	в мире	4	1
1825	открытой форме	1	1
1826	об особой	1	1
1827	и психологии	1	1
1828	другим языковым	1	1
1829	совершенно иное	1	1
1830	противном случае	2	1
1831	о некоторых	1	1
1832	как замкнутое	1	1
1833	же идея	1	1
1834	острое ощущение	1	1
1835	развития уже	1	1
1836	как ее	4	1
1837	и конкретной	2	1
1838	и синтаксической	1	1
1839	не меньшее	1	1
1840	проза же	1	1
1841	непосредственную причастность	1	1
1842	один и	1	1
1843	иначе чем	1	1
1844	и глубже	3	1
1845	должно было	4	1
1846	его жизни	1	1
1847	как не	1	1
1848	об особом	1	1
1849	научной работы	2	1
1850	непрерывном взаимодействии	1	1
1851	больше всего	1	1
1852	на овладение	1	1
1853	и теми	1	1
1854	бы мы	1	1
1855	должно признать	1	1
1856	и влияние	1	1
1857	в другие	1	1
1858	концепция в	1	1
1859	в ином	2	1
1860	конечно эта	1	1
1861	был не	1	1
1862	его значение	1	1
1863	о предмете	1	1
1864	и литературного	2	1
1865	фактором и	1	1
1866	но особенно	1	1
1867	и развития	2	1
1868	др но	1	1
1869	перейти к	3	1
1870	этого становления	1	1
1871	поэзии является	1	1
1872	нового специально	1	1
1873	под влиянием	3	1
1874	и понимание	1	1
1875	некоторые типы	1	1
1876	идеологического смысла	5	1
1877	язык поэтического	2	1
1878	проблема форм	1	1
1879	к конкретным	1	1
1880	бы в	6	1
1881	и последовательности	1	1
1882	элементом литературного	1	1
1883	чтобы увидеть	1	1
1884	уже наличные	1	1
1885	ряд конкретных	1	1
1886	совершается не	2	1
1887	остановимся здесь	1	1
1888	мастерства в	1	1
1889	же деле	1	1
1890	впрочем даже	1	1
1891	это значение	1	1
1892	поэтическое произведение	2	1
1893	их своеобразии	1	1
1894	том случае	2	1
1895	что такое	2	1
1896	и снова	1	1
1897	всех относящихся	1	1
1898	эти конкретные	1	1
1899	понимание его	1	1
1900	явлений не	1	1
1901	в конструкцию	2	1
1902	жизнь и	3	1
1903	с сохранением	1	1
1904	тем более	1	1
1905	следует говорить	1	1
1906	в скрытой	1	1
1907	моментами языка	1	1
1908	его тем	1	1
1909	часто и	2	1
1910	контекста и	1	1
1911	ибо они	1	1
1912	достаточно назвать	1	1
1913	дана в	2	1
1914	сплетается с	1	1
1915	через этот	1	1
1916	специально поэтического	1	1
1917	п на	1	1
1918	они становятся	2	1
1919	случае если	1	1
1920	философской и	2	1
1921	ко всем	2	1
1922	в отдельных	1	1
1923	как особая	1	1
1924	самый процесс	1	1
1925	время учитывать	1	1
1926	образ и	1	1
1927	все остальные	2	1
1928	из разновидностей	1	1
1929	другими словами	1	1
1930	время от	1	1
1931	и выразительных	1	1
1932	сюжета и	2	1
1933	чтобы раскрыть	1	1
1934	определяет все	1	1
1935	не дает	3	1
1936	на художественной	1	1
1937	в художественную	3	1
1938	звучат совершенно	1	1
1939	в последних	2	1
1940	помощью которых	1	1
1941	совсем не	2	1
1942	только действительность	1	1
1943	мы всегда	1	1
1944	языке от	1	1
1945	не изучены	1	1
1946	новизна и	1	1
1947	предмет изображения	1	1
1948	как основа	1	1
1949	довольно часто	1	1
1950	социального базиса	1	1
1951	близкий к	1	1
1952	и формально	1	1
1953	взглянуть на	1	1
1954	на самый	1	1
1955	сырого материала	1	1
1956	ни была	3	1
1957	нам важно	2	1
1958	и обособление	1	1
1959	не входит	2	1
1960	в искусстве	6	1
1961	на свой	1	1
1962	лежащую в	1	1
1963	когда он	3	1
1964	системе языка	1	1
1965	его исторического	2	1
1966	здесь на	1	1
1967	не находит	1	1
1968	как объект	1	1
1969	характерно для	2	1
1970	если же	4	1
1971	должны быть	6	1
1972	за ними	1	1
1973	проблема художественного	1	1
1974	направлений и	1	1
1975	его смысла	2	1
1976	единства в	1	1
1977	но даже	2	1
1978	в изучении	1	1
1979	всего его	1	1
1980	есть и	1	1
1981	тех же	2	1
1982	ее требования	1	1
1983	и является	3	1
1984	к литературному	1	1
1985	в применении	4	1
1986	этих условий	1	1
1987	над другими	1	1
1988	и разрушить	1	1
1989	отдаленным и	1	1
1990	собственном языке	1	1
1991	который тоже	1	1
1992	и делают	1	1
1993	различных типов	1	1
1994	настолько велико	1	1
1995	всякое слово	1	1
1996	этого факта	2	1
1997	что некоторые	1	1
1998	совершенно отсутствует	1	1
1999	не стать	1	1
2000	его понимает	1	1
2001	еще в	2	1
2002	это то	1	1
2003	она оказала	1	1
2004	даже не	2	1
2005	большое значение	1	1
2006	необходимо научиться	1	1
2007	тем самым	5	1
2008	была вовсе	1	1
2009	проникнуть в	1	1
2010	как чисто	1	1
2011	жанрах и	1	1
2012	ведь если	1	1
2013	ведь на	1	1
2014	для дальнейшей	1	1
2015	кругозора в	2	1
2016	выделения и	1	1
2017	у нее	1	1
2018	и всякая	2	1
2019	он пишет	2	1
2020	должны были	1	1
2021	конструкции в	2	1
2022	то ни	5	1
2023	взаимодействием в	1	1
2024	и всех	1	1
2025	произведение не	2	1
2026	что социальное	1	1
2027	какой мере	2	1
2028	тех элементов	1	1
2029	языковым системам	1	1
2030	при известных	2	1
2031	могла бы	3	1
2032	систем языка	1	1
2033	как из	2	1
2034	дает ей	1	1
2035	этого основного	1	1
2036	характерна точка	1	1
2037	сколько-нибудь существенное	1	1
2038	ее идеологический	1	1
2039	в отдельности	1	1
2040	как их	4	1
2041	нельзя не	1	1
2042	оставался вне	1	1
2043	всегда наличны	1	1
2044	были до	1	1
2045	лишь условно	1	1
2046	облекается в	1	1
2047	оно должно	3	1
2048	свою идеологическую	1	1
2049	на их	3	1
2050	содержанием и	1	1
2051	слова из	1	1
2052	литературное произведение	10	1
2053	гораздо органичнее	1	1
2054	у этой	1	1
2055	заложены в	2	1
2056	след в	1	1
2057	конститутивное для	1	1
2058	говорить только	1	1
2059	всей современной	1	1
2060	но есть	2	1
2061	изучения и	3	1
2062	притом как	1	1
2063	особенностей и	2	1
2064	не исчерпывают	1	1
2065	и нельзя	2	1
2066	существует в	1	1
2067	только так	2	1
2068	дальше и	1	1
2069	как роман	2	1
2070	отрывается от	1	1
2071	а часто	2	1
2072	в общественном	1	1
2073	выведены из	1	1
2074	целом здесь	1	1
2075	по аналогии	5	1
2076	и конкретности	1	1
2077	художественной волей	1	1
2078	в первой	2	1
2079	соединении с	2	1
2080	романом с	1	1
2081	своего художественного	1	1
2082	в недрах	1	1
2083	в общем	8	1
2084	статьи и	1	1
2085	жанр и	1	1
2086	своей прямой	2	1
2087	в зачатке	1	1
2088	происходит в	1	1
2089	как таковое	3	1
2090	иной раз	2	1
2091	же мы	1	1
2092	и преломления	1	1
2093	на двух	1	1
2094	мысли на	1	1
2095	сторонами действительности	1	1
2096	для литературы	2	1
2097	языки разговорный	1	1
2098	они могли	1	1
2099	его к	1	1
2100	их на	2	1
2101	все более	4	1
2102	в эти	1	1
2103	и новые	1	1
2104	говорить уже	1	1
2105	человек не	3	1
2106	но кроме	1	1
2107	об особенностях	2	1
2108	отнюдь не	13	1
2109	и интенциями	1	1
2110	развитие и	1	1
2111	эти два	1	1
2112	как целого	1	1
2113	речи о	1	1
2114	отношении он	1	1
2115	здесь же	1	1
2116	бытия в	3	1
2117	гуманитарных наук	3	1
2118	таким же	2	1
2119	чтобы не	2	1
2120	именно это	1	1
2121	себе а	2	1
2122	и совершенно	2	1
2123	каждого из	3	1
2124	в лице	2	1
2125	настоящего времени	3	1
2126	произведения например	1	1
2127	от идеологического	3	1
2128	чем интенсивнее	1	1
2129	процессе этого	2	1
2130	пути к	1	1
2131	других направлений	2	1
2132	дело здесь	1	1
2133	за счет	4	1
2134	и способов	1	1
2135	специфической социальной	1	1
2136	является конечно	2	1
2137	нас это	1	1
2138	на эту	1	1
2139	художественное значение	1	1
2140	искусства в	4	1
2141	сведены к	1	1
2142	почему нельзя	1	1
2143	в каком	1	1
2144	его истории	1	1
2145	влиянием в	1	1
2146	он действительно	2	1
2147	как общее	1	1
2148	сказать так	1	1
2149	роману как	1	1
2150	не утрачивая	2	1
2151	словом на	1	1
2152	языки более	1	1
