N	2gram	Potebnia_M	Tvorches
1312	сама не	1	1
1313	в основании	3	1
1314	что так	2	1
1315	это? или	1	1
1316	совершенно не	1	1
1317	нее как	2	1
1318	день и	1	1
1319	одну общую	1	1
1320	для нас	29	1
1321	видеть в	3	1
1322	в полном	2	1
1323	что собственно	1	1
1324	то мы	4	1
1325	на одной	1	1
1326	на которой	1	1
1327	вытекающее из	1	1
1328	как нечто	1	1
1329	что каждый	1	1
1330	в движение	2	1
1331	вовсе нет	1	1
1332	без этого	1	1
1333	все равно	1	1
1334	действительности или	1	1
1335	с утверждением	1	1
1336	а на	2	1
1337	можно выразиться	1	1
1338	себе что	1	1
1339	бытия по	1	1
1340	то к	1	1
1341	этом не	2	1
1342	что ничего	1	1
1343	даже на	1	1
1344	в другую	2	1
1345	движение в	1	1
1346	и начинается	1	1
1347	и усиливается	1	1
1348	виду что	2	1
1349	и другое	7	1
1350	бесконечное разнообразие	2	1
1351	этого развития	2	1
1352	в какой	2	1
1353	нас к	1	1
1354	один момент	1	1
1355	не подлежит	1	1
1356	этой цели	3	1
1357	же быть	1	1
1358	виде в	1	1
1359	есть в	4	1
1360	мнение что	1	1
1361	была для	1	1
1362	самым заставляет	1	1
1363	ее развитие	1	1
1364	впечатления от	2	1
1365	приблизительно так	3	1
1366	это было	3	1
1367	лежит в	1	1
1368	очень важную	2	1
1369	единство и	1	1
1370	человеком и	4	1
1371	разумеется с	1	1
1372	а так	4	1
1373	но потом	1	1
1374	тем более	2	1
1375	бы это	1	1
1376	тоже есть	1	1
1377	и тела	1	1
1378	с первого	1	1
1379	раз повторяет	1	1
1380	как формы	1	1
1381	не была	2	1
1382	средства не	1	1
1383	через другое	1	1
1384	предположить что	1	1
1385	в г	2	1
1386	того или	1	1
1387	условий создания	1	1
1388	друг за	1	1
1389	и эти	1	1
1390	что от	1	1
1391	только к	1	1
1392	в полной	1	1
1393	как ни	1	1
1394	понятно почему	1	1
1395	наука о	1	1
1396	силы и	1	1
1397	возвращается к	1	1
1398	выше и	1	1
1399	в народе	2	1
1400	одного лица	2	1
1401	а его	3	1
1402	а просто	1	1
1403	каждом из	1	1
1404	самым незаметным	1	1
1405	делать что	1	1
1406	должно быть	9	1
1407	с новыми	1	1
1408	он принадлежит	1	1
1409	жизни человека	2	1
1410	его не	3	1
1411	и ни	1	1
1412	хотя с	1	1
1413	а из	1	1
1414	говорим о	1	1
1415	одно предположение	1	1
1416	что нужно	1	1
1417	мы должны	4	1
1418	невозможно но	1	1
1419	не находит	2	1
1420	не о	1	1
1421	всеми этими	1	1
1422	же может	1	1
1423	например к	1	1
1424	всего его	1	1
1425	дает им	1	1
1426	же что	2	1
1427	это была	1	1
1428	но такое	2	1
1429	не видим	1	1
1430	не исчезнет	1	1
1431	смотрит на	3	1
1432	когда оно	1	1
1433	из теории	1	1
1434	но дело	2	1
1435	стороны и	3	1
1436	этого образа	1	1
1437	движения в	3	1
1438	что связывает	1	1
1439	стало быть	6	1
1440	думать что	6	1
1441	освобождаться от	1	1
1442	при всем	1	1
1443	в большинстве	1	1
1444	и всякая	1	1
1445	с человеком	1	1
1446	признать что	1	1
1447	можно вывести	1	1
1448	по корням	1	1
1449	еще на	1	1
1450	на это	2	1
1451	этой теории	4	1
1452	всех времен	1	1
1453	нам кажется	2	1
1454	что будет	1	1
1455	времени с	1	1
1456	вообще все	1	1
1457	этом с	1	1
1458	все данные	1	1
1459	содержанием и	1	1
1460	и деятельность	1	1
1461	и самого	2	1
1462	и сразу	1	1
1463	которые в	1	1
1464	идеи все	1	1
1465	сказать в	1	1
1466	того времени	2	1
1467	связи между	2	1
1468	обращаться к	1	1
1469	произвольное и	1	1
1470	в голову	1	1
1471	ему с	1	1
1472	гораздо глубже	1	1
1473	бытия и	3	1
1474	в уме	1	1
1475	и прежде	1	1
1476	выводить из	1	1
1477	язык в	8	1
1478	на то	5	1
1479	по законам	3	1
1480	и волю	2	1
1481	мы видели	5	1
1482	людей как	1	1
1483	она связана	1	1
1484	человек не	2	1
1485	быть названы	3	1
1486	ни был	2	1
1487	для этого	2	1
1488	этом что	1	1
1489	чего я	1	1
1490	влияют на	1	1
1491	не можем	5	1
1492	некоторые черты	1	1
1493	своих произведений	1	1
1494	принимается за	1	1
1495	к идее	1	1
1496	и предметом	2	1
1497	иное как	2	1
1498	человеческой природы	4	1
1499	свою творческую	1	1
1500	себе а	1	1
1501	из своих	2	1
