N	2gram	Losev_Dial	Marksizm
1318	этого является	1	1
1319	этом совершенно	2	1
1320	это или	2	1
1321	становится на	1	1
1322	уже указывали	1	1
1323	людьми в	1	1
1324	почти всегда	4	1
1325	тем и	1	1
1326	на каждой	1	1
1327	сознания есть	1	1
1328	сами эти	1	1
1329	же наука	2	1
1330	доходит до	1	1
1331	создать и	1	1
1332	как некая	2	1
1333	та которая	2	1
1334	не сами	1	1
1335	или иное	5	1
1336	какой мере	1	1
1337	и третье	1	1
1338	как известно	3	1
1339	зрения своей	1	1
1340	или меньшей	1	1
1341	истории и	1	1
1342	– по	1	1
1343	различные моменты	1	1
1344	почему же	2	1
1345	никакого отношения	1	1
1346	только может	1	1
1347	но без	3	1
1348	– непосредственная	1	1
1349	а внешнее	1	1
1350	узким и	1	1
1351	это вовсе	2	1
1352	на который	1	1
1353	время на	1	1
1354	что для	3	1
1355	совершенно особый	1	1
1356	но есть	2	1
1357	сущности это	1	1
1358	как всегда	1	1
1359	фантазия –	1	1
1360	что есть	2	1
1361	но наоборот	1	1
1362	сознание есть	1	1
1363	все вообще	1	1
1364	существует в	1	1
1365	как вещи	2	1
1366	популярна в	1	1
1367	и глубокое	1	1
1368	все одинаково	1	1
1369	мы будем	2	1
1370	теми же	1	1
1371	слиты в	1	1
1372	в силу	6	1
1373	деле это	1	1
1374	бы оно	1	1
1375	особой формы	1	1
1376	этих и	1	1
1377	пушкина и	1	1
1378	если они	1	1
1379	иной раз	7	1
1380	представление об	1	1
1381	развитом и	1	1
1382	ибо в	1	1
1383	не ее	1	1
1384	процесса и	1	1
1385	бы ни	3	1
1386	значит что	25	1
1387	совершенно самостоятельное	1	1
1388	к внутреннему	1	1
1389	это совершенно	1	1
1390	для чего	2	1
1391	же необходимо	1	1
1392	основе всех	1	1
1393	разве только	1	1
1394	и чем	1	1
1395	чтобы не	6	1
1396	с идеей	1	1
1397	направление –	1	1
1398	в один	3	1
1399	лишь теми	1	1
1400	еще одно	1	1
1401	которого она	1	1
1402	кажется что	1	1
1403	лишь по	1	1
1404	только их	1	1
1405	иметь много	1	1
1406	психологические и	1	1
1407	той которая	1	1
1408	мире и	3	1
1409	первую очередь	1	1
1410	быть взят	1	1
1411	цвете в	1	1
1412	образом и	3	1
1413	и возможно	1	1
1414	существования и	1	1
1415	приближается к	1	1
1416	и конечно	1	1
1417	как таковой	6	1
1418	только намечаем	1	1
1419	на какие-нибудь	2	1
1420	жизни вот	1	1
1421	них в	1	1
1422	если в	5	1
1423	также что	2	1
1424	на анализе	1	1
1425	в случаях	1	1
1426	переходит в	1	1
1427	понимание а	1	1
1428	убедиться что	2	1
1429	его с	6	1
1430	и свое	1	1
1431	ним и	1	1
1432	отличное от	2	1
1433	оно было	1	1
1434	и должно	3	1
1435	и закон	1	1
1436	живой реальности	1	1
1437	времени к	1	1
1438	какими бы	1	1
1439	говорит и	1	1
1440	тогда он	1	1
1441	становление и	3	1
1442	связанное с	1	1
1443	и из	6	1
1444	сам по	8	1
1445	проникает в	1	1
1446	здесь он	1	1
1447	и этого	2	1
1448	он на	2	1
1449	и языком	1	1
1450	могли возникнуть	1	1
1451	от этой	1	1
1452	мы в	2	1
1453	из того	2	1
1454	сферы так	1	1
1455	совсем уже	1	1
1456	и делает	1	1
1457	поэтому она	1	1
1458	нет никакого	1	1
1459	же самой	1	1
1460	подобно тому	1	1
1461	перед ними	1	1
1462	себе не	7	1
1463	за это	1	1
1464	явление внешнего	1	1
1465	творчества и	1	1
1466	и самая	1	1
1467	существо а	1	1
1468	сказать с	1	1
1469	новый смысл	1	1
1470	выражение но	1	1
1471	если не	1	1
1472	– конечно	2	1
1473	этой точки	2	1
1474	которое как	2	1
1475	однако мы	1	1
1476	от внутреннего	1	1
1477	с ней	2	1
1478	их и	1	1
1479	его собственная	1	1
1480	следовательно в	2	1
1481	подходим к	1	1
1482	что у	3	1
1483	показать что	1	1
1484	именно не	1	1
1485	мы говорим	6	1
1486	подходе к	1	1
1487	не свойственно	1	1
1488	– которая	1	1
1489	сознании в	1	1
1490	уже говорили	1	1
1491	то время	3	1
1492	теснейшим образом	1	1
1493	оно всегда	2	1
1494	случае нельзя	1	1
1495	в выражении	1	1
1496	ни до	1	1
1497	существует и	1	1
1498	и заставило	1	1
1499	только то	7	1
1500	состоит из	3	1
1501	напряжение и	1	1
1502	связанные с	3	1
1503	что иное	4	1
1504	быстрее и	2	1
1505	правда не	1	1
1506	возможности и	1	1
1507	связаны между	1	1
1508	он есть	6	1
1509	сравнению с	2	1
1510	– один	1	1
1511	которая не	2	1
1512	на своем	1	1
1513	конструкции и	1	1
1514	опыт в	1	1
1515	раздражения и	1	1
1516	и явление	2	1
1517	же есть	3	1
1518	в которые	1	1
1519	он мог	2	1
1520	в любой	1	1
1521	внутреннего к	1	1
1522	эта особенность	1	1
1523	ведь оно	1	1
1524	все они	2	1
1525	только одно	1	1
1526	этого овладения	1	1
1527	ни на	8	1
1528	смыслом и	1	1
1529	эти вопросы	3	1
1530	всем этом	1	1
1531	акт в	1	1
1532	сами же	1	1
1533	а если	1	1
1534	далее и	1	1
1535	результате получается	1	1
1536	какие же	2	1
1537	вещь или	2	1
1538	образ какая	1	1
1539	совершенно иной	1	1
1540	как становление	1	1
1541	и везде	1	1
1542	и заключается	1	1
1543	взаимоотношение этих	1	1
1544	один только	1	1
1545	обе сферы	1	1
1546	закономерность которая	1	1
1547	о котором	2	1
1548	сознание и	1	1
1549	таком виде	1	1
1550	ее до	1	1
1551	только мы	1	1
1552	– внешнее	1	1
1553	по сравнению	2	1
1554	себя осознает	1	1
1555	меня то	3	1
1556	предмет к	1	1
1557	движение или	1	1
1558	моей психики	1	1
1559	богато и	1	1
1560	не дана	1	1
1561	остается только	2	1
1562	обойтись без	1	1
1563	только тогда	9	1
1564	сознание которое	1	1
1565	всего на	1	1
1566	то все	1	1
1567	на почву	1	1
1568	со всей	2	1
1569	что уже	3	1
1570	в которую	1	1
1571	в это	1	1
1572	мир и	1	1
1573	имеет никакого	3	1
1574	и соответствующих	1	1
1575	отдельные части	1	1
1576	переносном смысле	1	1
1577	времени и	10	1
1578	выражение может	2	1
1579	и существует	1	1
1580	которая конечно	1	1
1581	он например	1	1
1582	в предыдущем	1	1
1583	при помощи	1	1
1584	реальности в	1	1
1585	которые и	1	1
1586	в обоих	1	1
1587	только это	1	1
1588	еще слишком	1	1
1589	а лишь	3	1
1590	вообще теории	1	1
1591	никаких оснований	1	1
1592	и различия	1	1
1593	об этой	2	1
1594	по линии	2	1
1595	вещь а	2	1
1596	им она	1	1
1597	же нелепо	2	1
1598	и там	1	1
1599	сознания но	2	1
1600	его если	1	1
1601	каждой из	1	1
1602	смысле и	1	1
1603	неба и	1	1
1604	ее не	1	1
1605	такое выражение?	1	1
1606	смыслов и	1	1
1607	вещь это	2	1
1608	только одна	1	1
1609	ее действительно	1	1
1610	что я	5	1
1611	в образе	1	1
1612	себе же	1	1
1613	может оказаться	2	1
1614	слова он	1	1
1615	именно то	1	1
1616	к объяснению	1	1
1617	котором мы	1	1
1618	в каком-то	5	1
1619	формы для	1	1
1620	же самого	2	1
1621	природы и	2	1
1622	к прошлому	1	1
1623	все проявления	1	1
1624	еще дальше	1	1
1625	и проч	1	1
1626	с чужой	2	1
1627	имеет и	1	1
1628	мы сразу	1	1
1629	– еще	1	1
1630	два года	1	1
1631	ее –	1	1
1632	являющаяся в	2	1
1633	во времени	4	1
1634	то или	5	1
1635	слов об	1	1
1636	не будучи	3	1
1637	жизни не	1	1
1638	к окружающему	1	1
1639	они были	2	1
1640	механистического мировоззрения	1	1
1641	из этой	1	1
1642	всего того	1	1
1643	своим предметом	1	1
1644	которые в	1	1
1645	существует ни	1	1
1646	дает нам	2	1
1647	вот мы	1	1
1648	или просто	1	1
1649	но на	1	1
1650	значение может	2	1
1651	что ему	1	1
1652	всегда можно	1	1
1653	короче говоря	1	1
1654	тоже не	2	1
1655	ничем не	4	1
1656	смысле что	3	1
1657	сам себя	1	1
1658	пришли к	1	1
1659	ее на	2	1
1660	общего и	1	1
1661	за собою	1	1
1662	однако как	1	1
1663	время –	3	1
1664	он как	1	1
1665	для всякого	2	1
1666	всех возможных	2	1
1667	только благодаря	2	1
1668	ярким и	1	1
1669	они одинаково	1	1
1670	пр –	1	1
1671	в соответствующих	1	1
1672	это дает	1	1
1673	можно на	2	1
1674	существуют эти	1	1
1675	имеет совершенно	1	1
1676	бы у	1	1
1677	как у	3	1
1678	последние формы	1	1
1679	есть но	1	1
1680	процесса а	1	1
1681	и живое	2	1
1682	а можно	1	1
1683	силу и	1	1
1684	где эти	1	1
1685	слова а	1	1
1686	невозможна никакая	2	1
1687	без этого	4	1
1688	следовательно только	1	1
1689	мы находим	7	1
1690	различия между	3	1
1691	сведения его	1	1
1692	а на	1	1
1693	и слова	3	1
1694	просто как	2	1
1695	этого не	1	1
1696	когда оно	2	1
1697	по типу	1	1
1698	и показать	1	1
1699	таковы в	1	1
1700	становления и	2	1
1701	на какую-то	1	1
1702	этот акт	1	1
1703	же такое	1	1
1704	вплотную подходим	1	1
1705	же по	1	1
1706	и начинается	1	1
1707	это еще	2	1
1708	даже прямо	1	1
1709	по существу	2	1
1710	есть фикция	1	1
1711	с теми	2	1
1712	характер его	1	1
1713	себе в	1	1
1714	этом моменте	1	1
1715	чтобы быть	1	1
1716	очень много	4	1
1717	для науки	3	1
1718	по теории	1	1
1719	как такая	1	1
1720	и без	1	1
1721	и вовсе	1	1
1722	могла быть	1	1
1723	если и	2	1
1724	может только	3	1
1725	не та	1	1
1726	субъект и	1	1
1727	имеется в	3	1
1728	при таком	1	1
1729	этого человека	1	1
1730	однако это	2	1
1731	живой и	4	1
1732	становится все	1	1
1733	действительность –	1	1
1734	и бытия	4	1
1735	и понимания	1	1
1736	по своему	4	1
1737	и я	3	1
1738	говорить как	1	1
1739	чем мы	1	1
1740	– можно	1	1
1741	все равно	7	1
1742	языке –	1	1
1743	анализировать и	1	1
1744	нисколько не	7	1
1745	так совершенно	1	1
1746	с внешним	2	1
1747	конечно эта	1	1
1748	так а	1	1
1749	и другим	1	1
1750	внешнее –	2	1
1751	этих элементов	1	1
1752	что тот	1	1
1753	научных и	1	1
1754	он свою	1	1
1755	это напряжение	1	1
1756	в меру	5	1
1757	определенном направлении	1	1
1758	но конечно	2	1
1759	другом случае	1	1
1760	ему не	1	1
1761	эти же	1	1
1762	что наши	1	1
1763	как формы	1	1
1764	друга но	1	1
1765	пр все	1	1
1766	не говоря	1	1
1767	в стиле	1	1
1768	всем их	1	1
1769	внутренним и	1	1
1770	может иметь	6	1
1771	и необходима	2	1
1772	не даны	2	1
1773	всего необходимо	2	1
1774	и эти	2	1
1775	момент становления	1	1
1776	только к	2	1
1777	– могут	1	1
1778	заявить что	1	1
1779	оно в	1	1
1780	которую мы	1	1
1781	каждом из	2	1
1782	философской и	1	1
1783	мы же	1	1
1784	чистом виде	1	1
1785	или совсем	1	1
1786	существенного и	1	1
1787	целое но	1	1
1788	должен вскрыть	1	1
1789	тому как	1	1
1790	но всегда	2	1
1791	восприятие и	1	1
1792	в акте	2	1
1793	тоже –	1	1
1794	личность есть	11	1
1795	и нигде	4	1
1796	и может	7	1
1797	на меня	2	1
1798	но она	4	1
1799	образа в	2	1
1800	выйти за	1	1
1801	личности в	2	1
1802	сознания на	2	1
1803	особый тип	1	1
1804	совершенно невозможно	2	1
1805	пор не	1	1
1806	синтаксической формы	1	1
1807	в детали	1	1
1808	или другого	1	1
1809	так чтобы	2	1
1810	убеждение в	1	1
1811	которые оно	1	1
1812	быть как	1	1
1813	или его	2	1
1814	в покое	1	1
1815	и жизни	4	1
1816	можно найти	2	1
1817	личность как	2	1
1818	этих случаях	1	1
1819	к которой	1	1
1820	человека и	2	1
1821	принять его	1	1
1822	на всю	6	1
1823	у нее	1	1
1824	как то	1	1
1825	формулы и	2	1
1826	так когда	1	1
1827	входить в	1	1
1828	и всех	4	1
1829	физическое явление	1	1
1830	еще на	3	1
1831	или еще	1	1
1832	что можно	1	1
1833	она относится	1	1
1834	отношение к	5	1
1835	к ней	4	1
1836	этого нет	3	1
1837	дело вовсе	1	1
1838	основные и	1	1
1839	в образ	2	1
1840	мир –	1	1
1841	наконец что	1	1
1842	содержанием и	2	1
1843	– от	3	1
1844	них нет	2	1
1845	природу на	1	1
1846	в театре	1	1
1847	внутреннее и	6	1
1848	дело в	1	1
1849	значения этот	2	1
1850	– ибо	1	1
1851	душе а	1	1
1852	вне всякой	1	1
1853	сознания его	1	1
1854	нет как	1	1
1855	бытия и	1	1
1856	науки как	1	1
1857	к новому	1	1
1858	как будто	7	1
1859	людей на	1	1
1860	и дом	1	1
1861	себе он	1	1
1862	интереса к	2	1
1863	чем та	1	1
1864	является ли	1	1
1865	если на	1	1
1866	в новой	1	1
1867	ведь и	1	1
1868	один миг	1	1
1869	она существует	1	1
1870	для этого	2	1
1871	живой действительности	1	1
1872	вне ее	1	1
1873	хотя они	1	1
1874	именно это	1	1
1875	и совершенно	4	1
1876	эпохи и	1	1
1877	он с	2	1
1878	к богу	3	1
1879	не можем	1	1
1880	себе а	2	1
1881	вот эту	1	1
