N	2gram	Voloshinov	Dialekti
1302	этих трех	1	1
1303	это ни	1	1
1304	точнее и	1	1
1305	словами а	1	1
1306	которых нельзя	1	1
1307	нам придется	2	1
1308	предмета своего	1	1
1309	можно с	1	1
1310	что другое	2	1
1311	один взгляд	1	1
1312	в какой-то	2	1
1313	намек на	1	1
1314	смысл но	1	1
1315	своего бытия	1	1
1316	которого она	1	1
1317	события которое	1	1
1318	мы видели	5	1
1319	лишь по	1	1
1320	для многих	1	1
1321	нас мало	1	1
1322	к такому	1	1
1323	стадии своего	2	1
1324	возможность построить	1	1
1325	отвращение к	1	1
1326	непрерывно движется	1	1
1327	его понимания	1	1
1328	значит это	1	1
1329	заметим пока	1	1
1330	на каком-нибудь	1	1
1331	вещи как	1	1
1332	которое с	1	1
1333	приближается к	3	1
1334	и конечно	2	1
1335	уяснить себе	2	1
1336	в последнем	1	1
1337	и должны	1	1
1338	весь комплекс	2	1
1339	мы приходим	1	1
1340	к тем	1	1
1341	к одной	1	1
1342	которые он	1	1
1343	мы за	1	1
1344	в языке	2	1
1345	уже содержит	1	1
1346	я отказываюсь	1	1
1347	мы чрезвычайно	1	1
1348	эта зависимость	1	1
1349	и менее	1	1
1350	и дает	1	1
1351	только одним	2	1
1352	бы говорить	1	1
1353	и различие	2	1
1354	в наиболее	1	1
1355	себя хотя	1	1
1356	характер и	1	1
1357	о которой	1	1
1358	на лице	1	1
1359	что сам	1	1
1360	он почти	1	1
1361	видели что	3	1
1362	да ведь	2	1
1363	лишь из	1	1
1364	схема и	1	1
1365	для них	2	1
1366	но этого	1	1
1367	да это	1	1
1368	том и	1	1
1369	на минуту	2	1
1370	такое сознание	1	1
1371	порядок и	1	1
1372	современной нам	1	1
1373	же словах	1	1
1374	новый смысл	1	1
1375	мы увидели	1	1
1376	нам в	3	1
1377	называть всю	1	1
1378	необходимо заметить	1	1
1379	здесь мы	3	1
1380	и одновременно	1	1
1381	которые оно	1	1
1382	однако мы	1	1
1383	создание и	1	1
1384	это чувство	1	1
1385	точки зрения?	1	1
1386	пространство и	1	1
1387	в романе	1	1
1388	и действительно	1	1
1389	этого содержания	1	1
1390	что всякие	1	1
1391	это выражение	2	1
1392	теснейшим образом	1	1
1393	а уже	1	1
1394	в одних	1	1
1395	отдельного человека	1	1
1396	это та	1	1
1397	может стать	3	1
1398	нам возможность	1	1
1399	убедительно и	1	1
1400	можно даже	1	1
1401	данное движение	1	1
1402	переживания как	1	1
1403	на эту	2	1
1404	целое как	1	1
1405	воспринимаются как	1	1
1406	что чисто	1	1
1407	впоследствии и	2	1
1408	время только	1	1
1409	ему и	1	1
1410	из которого	1	1
1411	даже сделать	1	1
1412	что вообще	1	1
1413	здесь нет	1	1
1414	это само	2	1
1415	бы изобразить	1	1
1416	зависит как	1	1
1417	и элементарную	1	1
1418	смысл то	2	1
1419	самую живую	1	1
1420	слова для	1	1
1421	и житейского	1	1
1422	речь в	1	1
1423	бросается в	1	1
1424	представления но	1	1
1425	идеология это	1	1
1426	нем ничего	1	1
1427	те которые	1	1
1428	характер его	1	1
1429	реально существует	1	1
1430	и частично	1	1
1431	истории человечества	1	1
1432	совершенно иной	1	1
1433	в историю	1	1
1434	сейчас не	1	1
1435	на вмешательство	1	1
1436	решительно всякий	1	1
1437	оба эти	1	1
1438	взаимоотношение этих	1	1
1439	творчество и	2	1
1440	категорически утверждать	1	1
1441	и чаще	1	1
1442	энергии как	1	1
1443	предмет к	1	1
1444	то чему	1	1
1445	не дана	1	1
1446	следовательно социального	1	1
1447	же нельзя	1	1
1448	обойтись без	1	1
1449	сознании и	1	1
1450	его нельзя	1	1
1451	всего на	1	1
1452	и лишь	1	1
1453	народов и	1	1
1454	весьма существенно	1	1
1455	как бывает	1	1
1456	одна сторона	1	1
1457	ту тему	1	1
1458	от всей	1	1
1459	уже говорили	1	1
1460	смог бы	2	1
1461	выражение то	1	1
1462	тот факт	1	1
1463	и находит	1	1
1464	действительность в	1	1
1465	цели и	1	1
1466	при анализе	1	1
1467	и органы	1	1
1468	решительно все	1	1
1469	каждый из	2	1
1470	например на	1	1
1471	в обществе	4	1
1472	конструкции и	1	1
1473	будет уже	1	1
1474	переход от	1	1
1475	без его	1	1
1476	он в	1	1
1477	которых он	1	1
1478	опыт в	1	1
1479	ней как	1	1
1480	и упадка	1	1
1481	ею и	1	1
1482	как тот	1	1
1483	нуждается во	1	1
1484	же мере	1	1
1485	до конца	2	1
1486	за пределами	1	1
1487	самой своей	1	1
1488	нет вы	1	1
1489	лучше всего	1	1
1490	не смог	1	1
1491	и историческое	1	1
1492	том же	2	1
1493	культура не	1	1
1494	к миру	2	1
1495	они еще	2	1
1496	имеет и	1	1
1497	все шло	1	1
1498	притом так	1	1
1499	смысл для	1	1
1500	раз что	1	1
1501	по отдельным	1	1
1502	совершенно особый	1	1
1503	и после	1	1
1504	не из	2	1
1505	не поймут	1	1
1506	отметить и	1	1
1507	подойти к	2	1
1508	конечно с	1	1
1509	решительно ничего	2	1
1510	отражается в	1	1
1511	высшей степени	1	1
1512	всего того	1	1
1513	отвечаем на	1	1
1514	его голове	1	1
1515	этой самой	1	1
1516	их собственного	1	1
1517	этом случае	3	1
1518	форме мы	1	1
1519	книги и	1	1
1520	короче говоря	3	1
1521	права делать	1	1
1522	ему в	1	1
1523	его мы	1	1
1524	от внешнего	1	1
1525	пока что	1	1
1526	который уже	1	1
1527	зависит и	1	1
1528	на вопрос	1	1
1529	его структуры	1	1
1530	что несмотря	1	1
1531	действительности в	1	1
1532	этот и	1	1
1533	наших глазах	1	1
1534	в угоду	1	1
1535	тем в	1	1
1536	обе эти	1	1
1537	не будем	1	1
1538	предмет или	2	1
1539	может до	1	1
1540	что может	1	1
1541	на одно	1	1
1542	и различны	1	1
1543	что так	1	1
1544	в литературе	1	1
1545	определенный момент	1	1
1546	всегда уже	1	1
1547	легче всего	2	1
1548	понимания этого	1	1
1549	разница будет	1	1
1550	одному и	1	1
1551	превратиться в	1	1
1552	слова а	1	1
1553	к внешнему	1	1
1554	социальной среды	1	1
1555	а на	2	1
1556	их точки	1	1
1557	указывать на	1	1
1558	столь же	1	1
1559	иногда и	1	1
1560	жизни это	3	1
1561	слова которые	1	1
1562	этом не	1	1
1563	слова но	3	1
1564	аффект и	1	1
1565	и тому	3	1
1566	или событие	1	1
1567	такое слово	1	1
1568	уже совершенно	1	1
1569	ничего удивительного	1	1
1570	добродетели и	1	1
1571	одном и	2	1
1572	которой живет	1	1
1573	на тему	1	1
1574	из общей	1	1
1575	было просто	1	1
1576	лишь с	1	1
1577	него когда	1	1
1578	и силу	1	1
1579	или даже	2	1
1580	эту точку	1	1
1581	которые являются	2	1
1582	этим самым	1	1
1583	это происходит	1	1
1584	человека мы	1	1
1585	зрения не	1	1
1586	со своей	1	1
1587	действительности мы	1	1
1588	нами только	1	1
1589	к личности	1	1
1590	и художественного	1	1
1591	как между	1	1
1592	сделать ее	1	1
1593	мысль об	1	1
1594	являются в	1	1
1595	так а	1	1
1596	на солнце	1	1
1597	и развития	3	1
1598	бытие личности	1	1
1599	путь к	1	1
1600	ему как	1	1
1601	что тот	1	1
1602	того события	1	1
1603	не различаются	1	1
1604	другом случае	1	1
1605	оно может	1	1
1606	собою этот	1	1
1607	друга но	1	1
1608	какое значение	1	1
1609	к одному	1	1
1610	еще до	1	1
1611	и первые	1	1
1612	со всех	2	1
1613	мертвых душ	3	1
1614	а к	3	1
1615	художественной форме	1	1
1616	на нечто	1	1
1617	бы одного	1	1
1618	он ни	1	1
1619	и внешним	1	1
1620	которую мы	1	1
1621	в поле	1	1
1622	сознание как	1	1
1623	по большей	1	1
1624	всю свою	1	1
1625	слово это	2	1
1626	которое уже	1	1
1627	обычно называют	1	1
1628	всю сложность	1	1
1629	внутренним и	1	1
1630	от всяких	1	1
1631	здесь только	1	1
1632	явления природы	3	1
1633	характерен для	1	1
1634	язык и	9	1
1635	бы например	1	1
1636	душ в	1	1
1637	особый тип	1	1
1638	слова не	2	1
1639	отрешенное от	1	1
1640	поэтому всегда	1	1
1641	каждый раз	1	1
1642	смотрит на	1	1
1643	конечно в	1	1
1644	в пределах	2	1
1645	уже видели	3	1
1646	не станет	1	1
1647	человека с	2	1
1648	конечно нет	1	1
1649	чего же	2	1
1650	к которой	1	1
1651	ведь если	3	1
1652	с кем	2	1
1653	их как	1	1
1654	смысл его	2	1
1655	людей которые	1	1
1656	за ними	2	1
1657	и принимает	1	1
1658	по всей	1	1
1659	имели в	2	1
1660	и материальная	1	1
1661	понятия о	1	1
1662	возможно ли	1	1
1663	с жизненной	1	1
1664	все больше	2	1
1665	наконец на	1	1
1666	различие в	2	1
1667	в характере	1	1
1668	может показаться	3	1
1669	существу ничем	1	1
1670	было уже	1	1
1671	как часто	1	1
1672	но быть	1	1
1673	образом речь	1	1
1674	же делает	1	1
1675	поэты которые	1	1
1676	в эти	1	1
1677	человек не	2	1
1678	явление которое	1	1
1679	само собой	4	1
1680	то все	1	1
1681	наконец третья	1	1
1682	все возможные	1	1
1683	нетрудно заметить	1	1
1684	которой мы	4	1
1685	форме и	2	1
1686	должен будет	1	1
1687	без помощи	1	1
1688	связи ее	1	1
1689	времени по	1	1
