N	2gram	Bakhtin_Pr	formyVre
1290	на нее	1	1
1291	своем роде	1	1
1292	опыта и	1	1
1293	цельного человека	2	1
1294	будем называть	2	1
1295	подлежит конечно	1	1
1296	и будущим	1	1
1297	и без	1	1
1298	данного произведения	1	1
1299	форм но	1	1
1300	не подлежит	1	1
1301	но нельзя	2	1
1302	имеется в	1	1
1303	работать и	1	1
1304	и я	1	1
1305	п имеет	1	1
1306	в событие	2	1
1307	не создает	1	1
1308	нисколько не	1	1
1309	и традиций	1	1
1310	применении к	3	1
1311	область культуры	1	1
1312	другом случае	1	1
1313	в области	11	1
1314	этих двух	1	1
1315	к одному	1	1
1316	сказать и	3	1
1317	без всякой	2	1
1318	материя и	1	1
1319	пространственно и	2	1
1320	это создает	1	1
1321	и полагается	1	1
1322	новую форму	1	1
1323	а к	2	1
1324	как ни	1	1
1325	действительности но	2	1
1326	образа как	1	1
1327	и происходит	1	1
1328	широте и	1	1
1329	которую мы	3	1
1330	в наши	1	1
1331	это как	1	1
1332	не отвлекается	1	1
1333	связи и	3	1
1334	из разновидностей	1	1
1335	связь и	2	1
1336	так называемой	1	1
1337	определенности и	3	1
1338	а из	1	1
1339	тому как	1	1
1340	но всегда	1	1
1341	по изучению	1	1
1342	природы как	1	1
1343	с совершенно	2	1
1344	всех моментов	1	1
1345	единство и	2	1
1346	есть как	1	1
1347	в философском	1	1
1348	весь состав	1	1
1349	в поэме	1	1
1350	целого в	1	1
1351	героя его	1	1
1352	явлений в	1	1
1353	в нашей	2	1
1354	резко отличается	1	1
1355	не следует	2	1
1356	эта проблема	1	1
1357	сказанного нами	1	1
1358	и часто	1	1
1359	не уничтожает	1	1
1360	его отношение	1	1
1361	его а	1	1
1362	целого произведения	2	1
1363	этого метода	1	1
1364	человека из	1	1
1365	в литературном	1	1
1366	телесно и	1	1
1367	где на	2	1
1368	форма как	2	1
1369	литературное произведение	1	1
1370	и самого	1	1
1371	та или	1	1
1372	и нельзя	1	1
1373	художественного произведения	11	1
1374	двух направлениях	1	1
1375	произведения не	1	1
1376	т и	1	1
1377	в высшей	5	1
1378	в характере	1	1
1379	чего еще	1	1
1380	имеет к	1	1
1381	ни своей	1	1
1382	различаем в	1	1
1383	в отрицательном	1	1
1384	и дальше	1	1
1385	на то	2	1
1386	нуждается в	2	1
1387	это в	1	1
1388	каждый момент	4	1
1389	может и	4	1
1390	путем создания	2	1
1391	бытия в	3	1
1392	лучшем случае	2	1
1393	хотя здесь	1	1
1394	этой конкретной	1	1
1395	наконец третья	1	1
1396	изолированный и	1	1
1397	слова в	7	1
1398	в предметном	1	1
1399	сплошь во	1	1
