N	2gram	Propp_Morf	FransuaR
1315	иногда на	1	1
1316	героя и	3	1
1317	подобные же	2	1
1318	ходить на	1	1
1319	на построение	1	1
1320	и которая	1	1
1321	самому себе	1	1
1322	в рассказе	1	1
1323	остается на	1	1
1324	для тех	1	1
1325	реакции на	1	1
1326	семь лет	1	1
1327	это или	1	1
1328	по группам	2	1
1329	которых один	2	1
1330	верно и	1	1
1331	здесь действительно	1	1
1332	или иное	1	1
1333	на свое	1	1
1334	себя за	2	1
1335	понятия не	1	1
1336	деле он	1	1
1337	существовать они	1	1
1338	выходят за	1	1
1339	целом и	1	1
1340	особую форму	5	1
1341	отправился из	1	1
1342	положительной или	1	1
1343	действующего лица	1	1
1344	затем он	1	1
1345	с насмешкой	1	1
1346	узнает в	1	1
1347	определить ее	1	1
1348	растения и	1	1
1349	не считаться	1	1
1350	но кроме	1	1
1351	с величайшей	1	1
1352	выступают во	1	1
1353	до начала	1	1
1354	встречается и	3	1
1355	комплекс мотивов	1	1
1356	прямо с	1	1
1357	еще одно	1	1
1358	раньше чем	5	1
1359	где мы	1	1
1360	ты еще	1	1
1361	и невозможность	1	1
1362	превращена в	2	1
1363	утверждать что	3	1
1364	значительное количество	1	1
1365	так плохо	1	1
1366	если за	2	1
1367	и материал	1	1
1368	те элементы	2	1
1369	на анализе	1	1
1370	из таких	2	1
1371	в живых	3	1
1372	хотя эти	2	1
1373	относить к	1	1
1374	глубин и	1	1
1375	два типа	1	1
1376	необходимо для	1	1
1377	под этим	1	1
1378	в плоскости	3	1
1379	во дворце	1	1
1380	здесь один	1	1
1381	превращаться в	2	1
1382	в саду	1	1
1383	обоих случаях	2	1
1384	к разным	1	1
1385	можно назвать	3	1
1386	по собственному	1	1
1387	к таким	1	1
1388	в в	2	1
1389	отнесены к	1	1
1390	и т	62	1
1391	позволяет и	1	1
1392	этом нет	1	1
1393	нос в	1	1
1394	всего о	1	1
1395	к другому	2	1
1396	к созданию	1	1
1397	что бы	1	1
1398	бы во	1	1
1399	то здесь	3	1
1400	так уже	1	1
1401	и многое	1	1
1402	на новые	2	1
1403	нее средство	1	1
1404	он представляет	1	1
1405	ли говорить	1	1
1406	прочим и	1	1
1407	же функции	2	1
1408	в круг	2	1
1409	поскольку это	1	1
1410	более чем	1	1
1411	может его	1	1
1412	героем и	1	1
1413	момент для	1	1
1414	что судьба	1	1
1415	элемент является	1	1
1416	и независимо	1	1
1417	оно является	1	1
1418	тех пор	1	1
1419	становится особенно	1	1
1420	самый страшный	1	1
1421	основе ее	1	1
1422	приводит в	1	1
1423	вступает в	1	1
1424	в приложении	1	1
1425	одних форм	1	1
1426	от других	2	1
1427	на основании	1	1
1428	ни были	1	1
1429	тогда как	2	1
1430	и наоборот	4	1
1431	форм мы	1	1
1432	состоит в	3	1
1433	их значения	1	1
1434	кто же	1	1
1435	не открывать	1	1
1436	к двум	1	1
1437	в данной	2	1
1438	самого героя	1	1
1439	другие элементы	2	1
1440	бы сказать	1	1
1441	формы для	1	1
1442	к истории	1	1
1443	мать и	1	1
1444	функции как	2	1
1445	довольно много	1	1
1446	она может	1	1
1447	на поиски	2	1
1448	иметь детей	1	1
1449	если только	1	1
1450	другого и	2	1
1451	герой ее	2	1
1452	указанием на	1	1
1453	пример в	1	1
1454	хранится в	1	1
1455	встречается очень	3	1
1456	то они	2	1
1457	с известными	1	1
1458	видим как	1	1
1459	известен и	1	1
1460	горы и	1	1
1461	человеческой природой	1	1
1462	его дело	1	1
1463	внешний облик	1	1
1464	она дается	1	1
1465	эквивалент например	1	1
1466	мало того	1	1
1467	нам еще	2	1
1468	переходят на	2	1
1469	но никто	2	1
1470	сам себе	1	1
1471	нет это	1	1
1472	силу и	1	1
1473	элементы при	1	1
1474	многое другое	1	1
1475	понимает что	1	1
1476	но то	1	1
1477	нашу мысль	1	1
1478	что элементы	1	1
1479	и показать	1	1
1480	ей не	1	1
1481	над врагом	1	1
1482	некоторых случаях	1	1
1483	старое все	1	1
1484	о жизни	1	1
1485	верхом на	1	1
1486	далее мы	2	1
1487	совершенно точно	1	1
1488	нас к	1	1
1489	очень большое	1	1
1490	превосходит всякое	1	1
1491	можно предположить	1	1
1492	а их	1	1
1493	если они	2	1
1494	его отец	1	1
1495	становится понятным	1	1
1496	перейти к	2	1
1497	остановимся пока	1	1
1498	и могут	1	1
1499	что им	1	1
1500	логической и	1	1
1501	по тем	1	1
1502	другое так	1	1
1503	пока не	1	1
1504	есть путь	1	1
1505	теми вопросами	1	1
1506	эти же	1	1
1507	руки ноги	1	1
1508	это остается	1	1
1509	предметами и	1	1
1510	того или	1	1
1511	образом мы	7	1
1512	мы выделяем	1	1
1513	ряду с	1	1
1514	века тогда	1	1
1515	без всяких	1	1
1516	и героев	1	1
1517	случае если	2	1
1518	непосредственно после	1	1
1519	из ряда	3	1
1520	тот момент	1	1
1521	совершенная форма	1	1
1522	и художественный	1	1
1523	что совершенно	1	1
1524	то перед	5	1
1525	а по	3	1
1526	обнаруживается что	1	1
1527	ним как	1	1
1528	некоторые стороны	1	1
1529	как явление	1	1
1530	пр и	3	1
1531	неожиданно и	1	1
1532	но во	1	1
1533	и совершенная	1	1
1534	на смерть	1	1
1535	означает что	3	1
1536	образом они	1	1
1537	путем то	1	1
1538	что приведенная	1	1
1539	моментов то	1	1
1540	видите ли	1	1
1541	в ходе	5	1
1542	дух в	1	1
1543	реакция на	1	1
1544	это означает	1	1
1545	здесь опять	1	1
1546	в голову	1	1
1547	его до	1	1
1548	все еще	3	1
1549	по законам	1	1
1550	себе он	1	1
1551	же может	2	1
1552	не имеющий	1	1
1553	хотя они	2	1
1554	точно и	1	1
1555	элементов как	1	1
1556	достигается тем	1	1
1557	которой все	2	1
1558	и первого	1	1
1559	законы и	1	1
1560	полотно и	1	1
1561	в момент	1	1
1562	зрения совершенно	1	1
1563	и возможные	1	1
1564	будущих поколений	1	1
1565	научной литературе	2	1
1566	или по	2	1
1567	по плану	1	1
1568	мы прежде	1	1
1569	не вызывает	1	1
1570	нельзя утверждать	1	1
1571	например с	2	1
1572	остановиться на	1	1
1573	что основные	1	1
1574	все вопросы	1	1
1575	то не	1	1
1576	точности соответствует	2	1
1577	своей смерти	1	1
1578	наши задачи	1	1
1579	обращается в	4	1
1580	научная литература	1	1
1581	о сказочных	1	1
1582	быть названа	1	1
1583	как живое	1	1
1584	он имеет	1	1
1585	сразу до	1	1
1586	как дар	1	1
1587	мысль о	1	1
1588	они начинают	1	1
1589	только можно	1	1
1590	и животные	1	1
1591	известную свободу	1	1
1592	в точном	1	1
1593	по плечу	1	1
1594	приложить к	1	1
1595	их за	2	1
1596	началу и	2	1
1597	может дать	2	1
1598	обладает и	1	1
1599	для их	1	1
1600	др здесь	1	1
1601	существу как	1	1
1602	гете прежде	1	1
1603	очень велико	1	1
1604	уже известную	1	1
1605	же между	2	1
1606	следует остановиться	1	1
1607	сохраняет в	1	1
1608	подземное царство	1	1
1609	он получает	2	1
1610	оно так	1	1
1611	но им	1	1
1612	приходит к	1	1
1613	был послан	1	1
1614	задачи и	1	1
1615	им головы	1	1
1616	здесь прежде	3	1
1617	то как	2	1
1618	очень большой	1	1
1619	характерными особенностями	1	1
1620	нами пока	1	1
1621	видеть здесь	1	1
1622	так мы	1	1
1623	в настоящей	1	1
1624	и создают	1	1
1625	мотив и	2	1
1626	очень многих	3	1
1627	как первые	1	1
1628	считаться с	2	1
1629	этим создается	1	1
1630	или если	1	1
1631	также часто	1	1
1632	тех случаях	2	1
1633	следующим образом	4	1
1634	не строго	1	1
1635	с предшествующей	1	1
1636	материал в	1	1
1637	как результат	1	1
1638	типа а	1	1
1639	и героически	1	1
1640	не получает	2	1
1641	какой степени	1	1
1642	отнесены в	1	1
1643	особенности этого	1	1
1644	идут в	1	1
1645	ее своей	1	1
1646	имеется довольно	1	1
1647	затем следуют	1	1
1648	на словах	1	1
1649	иногда уже	1	1
1650	в подобных	1	1
1651	в колодец	1	1
1652	приступить к	1	1
1653	и различными	1	1
1654	чтобы это	1	1
1655	бою он	1	1
1656	не противоречит	1	1
1657	существу и	1	1
1658	элемент в	2	1
1659	никаких новых	2	1
1660	героев в	1	1
1661	и функции	3	1
1662	непосредственно за	2	1
1663	остановимся лишь	1	1
1664	ибо говорить	1	1
1665	ему здесь	1	1
1666	здесь нужно	1	1
1667	которые делает	1	1
1668	из моментов	1	1
1669	чрезвычайно разнообразны	1	1
1670	него самого	1	1
1671	тем не	7	1
1672	происходит с	2	1
1673	не думает	1	1
1674	многих отношениях	1	1
1675	и количества	1	1
1676	эти ситуации	1	1
1677	эта форма	14	1
1678	нас явления	1	1
1679	ли мы	1	1
1680	они представляют	1	1
1681	к чему	3	1
1682	будто не	2	1
1683	это мы	2	1
1684	к каждой	1	1
1685	при изучении	1	1
1686	и действие	1	1
1687	на тот	1	1
1688	мы дали	1	1
1689	за бороду	1	1
1690	от одной	1	1
1691	в методах	1	1
1692	и покупает	1	1
1693	основано на	1	1
1694	они просят	1	1
1695	какая разница	1	1
1696	он лишь	1	1
1697	же касается	1	1
1698	вне связи	3	1
1699	например как	1	1
1700	к xviii	1	1
1701	могло бы	1	1
1702	указывая что	1	1
1703	на составные	2	1
1704	вопроса о	3	1
1705	лиц мы	1	1
1706	особой логической	1	1
1707	его применение	1	1
1708	и отсюда	3	1
1709	не знаешь	2	1
1710	вошел в	1	1
1711	к описанию	1	1
1712	следует и	1	1
1713	действия в	1	1
1714	земле и	1	1
1715	это достигается	1	1
1716	детей в	1	1
1717	и животным	1	1
1718	легенд и	1	1
1719	от самого	1	1
1720	нет но	2	1
1721	не играют	1	1
1722	герой после	1	1
1723	иного характера	1	1
1724	чувства и	1	1
1725	ряда других	1	1
1726	в поступках	2	1
1727	огромное количество	1	1
1728	или отпускают	1	1
1729	и определяет	1	1
1730	вспомним что	1	1
1731	составная часть	1	1
1732	им только	1	1
1733	его жизнь	1	1
1734	не место	1	1
1735	еще упомянуть	1	1
1736	теряет свое	2	1
1737	с большой	2	1
1738	появляются в	1	1
1739	функций и	1	1
1740	не зная	1	1
1741	и каждый	1	1
1742	иногда это	1	1
1743	оно по	1	1
1744	не значит	3	1
1745	говорил об	1	1
1746	взять его	1	1
1747	чаще всего	11	1
1748	использован в	1	1
1749	брак и	2	1
1750	до его	1	1
1751	имеет огромное	2	1
1752	многие другие	1	1
1753	вопросом о	1	1
1754	то для	1	1
1755	были бы	1	1
1756	черта и	1	1
1757	относится ко	1	1
1758	таковой он	1	1
1759	одном случае	1	1
1760	как таковой	2	1
1761	и точной	1	1
1762	предметы и	3	1
1763	показывает что	1	1
1764	на ее	1	1
1765	пока же	4	1
1766	она имеет	1	1
1767	и менее	1	1
1768	собою мы	1	1
1769	выбор и	1	1
1770	материал но	1	1
1771	все действие	2	1
1772	бы они	2	1
1773	от другого	3	1
1774	первых же	1	1
1775	проходит через	1	1
1776	или со	3	1
1777	его могиле	3	1
1778	она становится	1	1
1779	чтобы им	1	1
1780	же законам	1	1
1781	во что	1	1
1782	мы понимаем	1	1
1783	наиболее известных	1	1
1784	однако что	1	1
1785	они превращаются	1	1
1786	следовательно в	1	1
1787	мы выделили	1	1
1788	в россии	2	1
1789	показать что	4	1
1790	их следует	1	1
1791	если это	3	1
1792	частности мы	1	1
1793	так тесно	1	1
1794	же условиях	1	1
1795	форм на	1	1
1796	как не	1	1
1797	рождаются все	1	1
1798	ниже и	1	1
1799	увидим как	1	1
1800	камень и	2	1
1801	окажется возможным	1	1
1802	сына не	1	1
1803	один пример	1	1
1804	по вертикали	1	1
1805	таких слов	1	1
1806	они по	1	1
1807	для героя	3	1
1808	к данной	1	1
1809	связанные со	1	1
1810	функцию в	1	1
1811	мы переходим	1	1
1812	элементы и	1	1
1813	какие же	1	1
1814	другим он	1	1
1815	первой трети	1	1
1816	этого материала	1	1
1817	можно лишь	2	1
1818	это то	1	1
1819	к хвосту	1	1
1820	соответствие между	1	1
1821	друга это	1	1
1822	этом явлении	2	1
1823	в рамках	1	1
1824	эта мысль	1	1
1825	с религиозными	1	1
1826	ощущается как	2	1
1827	вводится в	1	1
1828	с превращением	1	1
1829	тому или	1	1
1830	которое будет	1	1
1831	а во	3	1
1832	с различными	1	1
1833	затруднительное положение	1	1
1834	это разделение	1	1
1835	или вообще	2	1
1836	позволил бы	1	1
1837	в точности	5	1
1838	виды и	1	1
1839	имеется и	1	1
1840	к целому	2	1
1841	нужно заметить	1	1
1842	в собрании	1	1
1843	сына и	2	1
1844	то она	1	1
1845	и моральной	1	1
1846	этому направлению	1	1
1847	для достижения	1	1
1848	который можно	1	1
1849	все с	1	1
1850	ином в	1	1
1851	пришлось бы	1	1
1852	на дерево	1	1
1853	его можно	1	1
1854	богатства и	1	1
1855	правильно но	1	1
1856	высшей степени	1	1
1857	может найти	1	1
1858	можно себе	1	1
1859	с но	1	1
1860	выясняется что	1	1
1861	в распоряжение	5	1
1862	этой области	1	1
1863	сколько в	1	1
1864	садится на	1	1
1865	и решении	1	1
1866	у тебя	1	1
1867	часто выступает	1	1
1868	материала и	1	1
1869	вне своего	1	1
1870	что так	1	1
1871	гл vi	1	1
1872	для самых	1	1
1873	в полном	1	1
1874	есть но	1	1
1875	теперь когда	1	1
1876	чтобы получить	1	1
1877	слова не	1	1
1878	форм их	1	1
1879	совершенно убежден	1	1
1880	не любит	1	1
1881	о характере	2	1
1882	из членов	3	1
1883	а то	3	1
1884	выходит в	1	1
1885	ссылка на	1	1
1886	царство и	1	1
1887	случаях когда	2	1
1888	он бросает	1	1
1889	в выборе	1	1
1890	тех которые	1	1
1891	он же	1	1
1892	войти в	1	1
1893	он приводит	2	1
1894	свет на	1	1
1895	путь к	2	1
1896	чего в	1	1
1897	куда он	1	1
1898	давать себя	1	1
1899	не чувства	1	1
1900	они часто	1	1
1901	еще до	1	1
1902	обычно в	2	1
1903	таких героев	2	1
1904	том случае	3	1
1905	и сила	1	1
1906	той плоскости	1	1
1907	тут и	1	1
1908	было более	1	1
1909	или другой	2	1
1910	обобщения и	1	1
1911	она должна	1	1
1912	на корабле	1	1
1913	приводят к	3	1
1914	не выдерживает	1	1
1915	для изучения	1	1
1916	значение но	1	1
1917	очень важному	1	1
1918	части то	1	1
1919	и трудные	1	1
1920	как уже	3	1
1921	или отрицательной	1	1
1922	а от	1	1
1923	обстоит дело	1	1
1924	всегда очень	1	1
1925	вне этих	1	1
1926	однако все	2	1
1927	случаях перед	1	1
1928	чудесное рождение	1	1
1929	бьют по	1	1
1930	и вводит	1	1
1931	такое которое	1	1
1932	хочет жениться	1	1
1933	а этот	1	1
1934	является одновременно	2	1
1935	ли этот	2	1
1936	функций которые	1	1
1937	как их	2	1
1938	разные функции	1	1
1939	изучения и	1	1
1940	и много	1	1
1941	все содержание	1	1
1942	или другому	1	1
1943	этом и	1	1
1944	с горизонта	2	1
1945	формах ее	1	1
1946	в высшей	1	1
1947	значение сам	1	1
1948	и художественной	1	1
1949	выделили в	1	1
1950	заставляет ее	1	1
1951	и обозначаем	1	1
1952	в создании	1	1
1953	этой школы	4	1
1954	надо было	1	1
1955	он непосредственно	1	1
1956	начинает с	1	1
1957	животные и	1	1
1958	а сама	1	1
1959	применяются к	1	1
1960	здесь этот	1	1
1961	всегда предшествует	1	1
