N	2gram	Bakhtin_Fr	Analitik
1307	порядка это	1	1
1308	в главе	5	1
1309	есть от	1	1
1310	я должен	1	1
1311	сливается с	2	1
1312	в последней	6	1
1313	видим что	2	1
1314	этой традиции	2	1
1315	оба эти	1	1
1316	тогда я	1	1
1317	на той	1	1
1318	но затем	1	1
1319	на том	2	1
1320	по земле	2	1
1321	присуще и	1	1
1322	оно далеко	1	1
1323	это все	1	1
1324	явления и	2	1
1325	уже отмечали	2	1
1326	а другой	1	1
1327	одном лице	1	1
1328	перемещается в	1	1
1329	от мира	2	1
1330	слова и	2	1
1331	и уже	1	1
1332	на четвертую	1	1
1333	нигде и	1	1
1334	есть он	1	1
1335	то все	1	1
1336	есть то	2	1
1337	и вся	3	1
1338	божественной комедии	1	1
1339	в это	3	1
1340	и об	2	1
1341	играет в	1	1
1342	и наиболее	1	1
1343	в следующей	7	1
1344	ту эпоху	1	1
1345	целый ряд	4	1
1346	различных моментов	1	1
1347	в совершенно	2	1
1348	в истории	3	1
1349	руках и	1	1
1350	комедии и	1	1
1351	в каком	1	1
1352	еще один	2	1
1353	верхом на	1	1
1354	связанных с	5	1
1355	имеем в	2	1
1356	на что	1	1
1357	существенно связаны	1	1
1358	между людьми	2	1
1359	в описании	3	1
1360	и там	1	1
1361	его здесь	1	1
1362	ибо на	1	1
1363	не совсем	2	1
1364	умирающего и	1	1
1365	правой руке	1	1
1366	ее не	1	1
1367	в сфере	1	1
1368	если мы	2	1
1369	автор этой	1	1
1370	и многих	1	1
1371	с весны	1	1
1372	в итальянской	2	1
1373	что ты	1	1
1374	он все	1	1
1375	не за	1	1
1376	не создается	1	1
1377	их с	1	1
1378	в образе	6	1
1379	мира где	1	1
1380	фольклорного дурака	1	1
1381	на улице	1	1
1382	сына и	1	1
1383	этой истории	1	1
1384	и появляется	1	1
1385	эпизодах и	1	1
1386	является весьма	1	1
1387	бы сказать	1	1
1388	мире в	1	1
1389	же самого	1	1
1390	литература в	1	1
1391	почти вовсе	3	1
1392	всего к	1	1
1393	ничему не	2	1
1394	понимания что	1	1
1395	ее содержание	1	1
1396	узнаем из	1	1
1397	оба они	1	1
1398	это произведение	1	1
1399	и после	1	1
1400	на поиски	1	1
1401	полнее всего	1	1
1402	из него	1	1
1403	в остальных	1	1
1404	и арлекин	1	1
1405	иногда в	3	1
1406	и сложного	1	1
1407	и религиозные	1	1
1408	формы и	1	1
1409	заключенных в	1	1
1410	приходится однако	1	1
1411	из этой	1	1
1412	он должен	1	1
1413	этого героя	1	1
1414	эпизод не	1	1
1415	веселым и	1	1
1416	по мнению	1	1
1417	связан с	3	1
1418	именно к	1	1
1419	обращена к	1	1
1420	нам известно	1	1
1421	проникает в	3	1
1422	но оно	3	1
1423	но на	1	1
1424	в более	4	1
1425	выключены из	1	1
1426	в гораздо	1	1
1427	и всякий	2	1
1428	необходимый момент	1	1
1429	вокруг него	1	1
1430	выходит за	1	1
1431	ничем не	3	1
1432	многих других	1	1
1433	видим как	1	1
1434	принадлежит и	1	1
1435	сам он	3	1
1436	того как	7	1
1437	второй половине	1	1
1438	голоса в	1	1
1439	чем объясняется	1	1
1440	что одна	1	1
1441	материала и	1	1
1442	которых он	1	1
1443	входил в	1	1
1444	и другая	1	1
1445	лишь тем	1	1
1446	поднимается на	1	1
1447	в формах	3	1
1448	связь в	1	1
1449	i в	1	1
1450	и новое	1	1
1451	категорий и	1	1
1452	скрытые в	1	1
1453	этих слов	1	1
1454	первый момент	1	1
1455	же явления	1	1
1456	типов но	1	1
1457	то мы	1	1
1458	лицом к	1	1
1459	героя есть	1	1
1460	по ту	1	1
1461	и ценностей	1	1
1462	который необходимо	1	1
1463	это неожиданное	1	1
1464	поэтому оно	1	1
1465	отвлечься от	1	1
1466	в третьей	5	1
1467	содержат в	1	1
1468	при виде	5	1
1469	и некоторых	1	1
1470	от друга	1	1
1471	с чисто	1	1
1472	является таким	1	1
1473	и внутренних	1	1
1474	скорее в	1	1
1475	за этим	1	1
1476	пусть и	1	1
1477	рассказывали что	1	1
1478	на нее	1	1
1479	было для	1	1
1480	в будущее	2	1
1481	места в	2	1
1482	внешних и	1	1
1483	путь в	3	1
1484	сознания но	1	1
1485	не могли	1	1
1486	из общей	1	1
1487	на равных	1	1
1488	бы оно	2	1
1489	участие в	1	1
1490	как она	2	1
1491	кто на	6	1
1492	не подлежит	4	1
1493	истины и	1	1
1494	но по	3	1
1495	является не	1	1
1496	больше его	1	1
1497	и высшей	2	1
1498	к концу	1	1
1499	смерти в	4	1
1500	в авторском	1	1
1501	была очень	1	1
1502	соткан из	1	1
1503	мы находим	3	1
1504	только и	2	1
1505	что находится	2	1
1506	но уже	3	1
1507	в каждой	2	1
1508	частей романа	1	1
1509	что тот	1	1
1510	произведение и	1	1
1511	в эпиграфе	1	1
1512	а так	1	1
1513	как все	1	1
1514	и вообще	3	1
1515	ссылка на	1	1
1516	развит в	1	1
1517	это явление	2	1
1518	выражение и	1	1
1519	ему не	2	1
1520	на них	3	1
1521	в правой	1	1
1522	свобода и	1	1
1523	организующую роль	1	1
1524	сказать и	2	1
1525	но его	1	1
1526	свой мир	1	1
1527	лица самого	1	1
1528	же деле	1	1
1529	в стиле	1	1
1530	когда по	1	1
1531	что имя	1	1
1532	которого и	1	1
1533	также что	3	1
1534	нас и	1	1
1535	и других	3	1
1536	вероятно не	1	1
1537	напомнить что	1	1
1538	завершение в	1	1
1539	в предисловии	1	1
1540	у кого	3	1
1541	она должна	1	1
1542	и героев	1	1
1543	изображается в	2	1
1544	слава богу	1	1
1545	и утверждение	1	1
1546	мне было	1	1
1547	их взаимная	1	1
1548	и изображается	1	1
1549	образ представляется	1	1
1550	мире есть	1	1
1551	здесь только	3	1
1552	этом мире	1	1
1553	силе и	1	1
1554	всей первой	1	1
1555	что является	1	1
1556	из древнейших	2	1
1557	говорить не	1	1
1558	есть нечто	1	1
1559	есть как	1	1
1560	нашли свое	1	1
1561	в него	4	1
1562	прибыли в	1	1
1563	характерно для	3	1
1564	не оспаривает	1	1
1565	употребления в	1	1
1566	которые освящены	1	1
1567	но она	1	1
1568	могли не	1	1
1569	же амбивалентна	1	1
1570	есть и	4	1
1571	дает им	1	1
1572	центре этой	1	1
1573	ним как	1	1
1574	оказывается что	3	1
1575	в трех	2	1
1576	стороны и	1	1
1577	до появления	1	1
1578	это первый	1	1
1579	в голосе	1	1
1580	к которой	1	1
1581	двадцати лет	1	1
1582	на всю	2	1
1583	у нее	1	1
1584	картина жизни	1	1
1585	или как	1	1
1586	так когда	1	1
1587	при всем	1	1
1588	уходит в	1	1
1589	поскольку их	1	1
1590	признать что	1	1
1591	и всех	1	1
1592	элементы и	1	1
1593	на несколько	1	1
1594	во всю	1	1
1595	этого не	1	1
1596	степень сходства	1	1
1597	знает и	1	1
1598	глазами на	2	1
1599	числе и	2	1
1600	подобный эпизод	1	1
1601	и носил	1	1
1602	есть такое	2	1
1603	в книге	2	1
1604	что если	2	1
1605	по всей	2	1
1606	со своими	2	1
1607	наблюдали в	1	1
1608	лицо и	1	1
1609	года не	1	1
1610	в плане	7	1
1611	всего один	1	1
1612	выражения в	1	1
1613	это место	1	1
1614	литературе не	1	1
1615	им для	1	1
1616	друг от	1	1
1617	и точно	1	1
1618	самом себе	1	1
1619	никому не	2	1
1620	самом центре	1	1
1621	происходит в	1	1
1622	культуры с	1	1
1623	себя а	1	1
1624	в виде	2	1
1625	рассказывает о	1	1
1626	к каждой	1	1
1627	можно судить	1	1
1628	свою речь	1	1
1629	и эта	4	1
1630	ибо как	1	1
1631	определить как	1	1
1632	это в	4	1
1633	само собой	1	1
1634	что мотив	1	1
1635	конце концов	5	1
1636	здесь они	1	1
1637	всего романа	2	1
1638	дело обстоит	2	1
1639	частности к	1	1
1640	в лице	2	1
1641	настоящего времени	1	1
1642	чем выше	1	1
1643	говорит не	1	1
1644	и конец	1	1
1645	в воображении	1	1
1646	мира с	1	1
1647	это чисто	1	1
1648	весьма различные	1	1
