N	2gram	Propp_Isto	RusskieA
1298	теория фрэзера	1	1
1299	и цель	1	1
1300	на чужбину	1	1
1301	ему в	1	1
1302	всем кто	1	1
1303	и питье	1	1
1304	я тебе	1	1
1305	это прежде	1	1
1306	смерть есть	1	1
1307	или это	2	1
1308	очень часто	3	1
1309	в специальной	1	1
1310	и обычаев	1	1
1311	там он	1	1
1312	эти слова	1	1
1313	за икону	1	1
1314	теперь уже	2	1
1315	от религии	1	1
1316	которые и	1	1
1317	другим народам	1	1
1318	не удастся	1	1
1319	были на	1	1
1320	откуда идет	1	1
1321	около огня	1	1
1322	земли на	1	1
1323	эту связь	1	1
1324	и хотят	1	1
1325	воду как	1	1
1326	не будет	6	1
1327	к такой	1	1
1328	имеем ту	1	1
1329	воды на	1	1
1330	на нем	1	1
1331	необходимо было	1	1
1332	ином царстве	6	1
1333	есть случаи	1	1
1334	если же	1	1
1335	должны быть	4	1
1336	всех других	2	1
1337	и та	1	1
1338	один раз	1	1
1339	не могла	1	1
1340	время когда	1	1
1341	за руку	1	1
1342	делалось с	1	1
1343	почти всегда	6	1
1344	видели также	1	1
1345	а третий	1	1
1346	и хотя	3	1
1347	магический характер	1	1
1348	по своей	1	1
1349	в нее	1	1
1350	несколько ниже	1	1
1351	сослаться на	1	1
1352	также при	1	1
1353	не путем	1	1
1354	этот огонь	1	1
1355	объяснение мы	1	1
1356	в которое	3	1
1357	свое объяснение	1	1
1358	представляет для	1	1
1359	место куда	1	1
1360	не раз	1	1
1361	могла бы	1	1
1362	в европейских	1	1
1363	на печь	1	1
1364	выходят за	1	1
1365	что никакого	1	1
1366	он в	4	1
1367	не огонь	1	1
1368	также как	2	1
1369	ночь с	2	1
1370	однако в	2	1
1371	что во	2	1
1372	имеется очень	1	1
1373	оно имеет	1	1
1374	и каждый	1	1
1375	о его	1	1
1376	приводят к	2	1
1377	хлеб и	1	1
1378	есть вместе	1	1
1379	она живет	1	1
1380	иногда это	4	1
1381	них не	1	1
1382	сомнения говорит	1	1
1383	с умершим	1	1
1384	солнце на	2	1
1385	этнографические материалы	1	1
1386	и есть	2	1
1387	или может	1	1
1388	в баню	1	1
1389	нас детали	1	1
1390	же кругу	1	1
1391	ей не	1	1
1392	воды или	1	1
1393	ночь в	2	1
1394	народном сознании	1	1
1395	до наших	1	1
1396	комплекс этот	1	1
1397	с того	5	1
1398	палку и	1	1
1399	основываясь на	1	1
1400	представление об	6	1
1401	заключению что	2	1
1402	бы ни	1	1
1403	которые были	1	1
1404	той лишь	1	1
1405	часто эти	1	1
1406	есть одна	1	1
1407	обратный случай	1	1
1408	он обращается	1	1
1409	просить прощения	1	1
1410	причем это	1	1
1411	каждого из	1	1
1412	стороны умерший	1	1
1413	и земледелия	1	1
1414	еще одно	2	1
1415	пришел к	2	1
1416	не отличается	1	1
1417	и самый	1	1
1418	ее силу	1	1
1419	и рощи	1	1
1420	можно только	1	1
1421	происхождение и	1	1
1422	и бессмертие	1	1
1423	трудно сказать	1	1
1424	это неверно	1	1
1425	можно проследить	1	1
1426	однако и	1	1
1427	бывает и	1	1
1428	образом и	3	1
1429	взгляд на	1	1
1430	он уже	1	1
1431	в городе	1	1
1432	день они	1	1
1433	по форме	1	1
1434	имеют целью	2	1
1435	как показал	1	1
1436	и луга	1	1
1437	этот миф	2	1
1438	превратились в	1	1
1439	должна быть	3	1
1440	оно могло	1	1
1441	был бы	1	1
1442	эти случаи	8	1
1443	для себя	1	1
1444	другу на	1	1
1445	что цель	1	1
1446	менее ясно	1	1
1447	приписывается не	1	1
1448	имеет с	1	1
1449	никак не	2	1
1450	объясняются и	1	1
1451	здесь он	1	1
1452	и этого	1	1
1453	рассказывается о	1	1
1454	он на	3	1
1455	что сам	1	1
1456	совсем так	1	1
1457	становится ясной	1	1
1458	показывают как	2	1
1459	с природой	1	1
1460	происходит с	1	1
1461	как воплощение	1	1
1462	содержанию своему	1	1
1463	ни в	4	1
1464	они на	1	1
1465	с руками	1	1
1466	это есть	1	1
1467	и наш	1	1
1468	на заре	1	1
1469	случаи показывают	1	1
1470	и вновь	1	1
1471	или другого	1	1
1472	него нет	1	1
1473	за это	2	1
1474	не могут	3	1
1475	умершего в	2	1
1476	дом и	1	1
1477	поэтому и	1	1
1478	изучение и	1	1
1479	если не	4	1
1480	более древних	2	1
1481	до этого	1	1
1482	когда солнце	1	1
1483	от своего	2	1
1484	в огонь	2	1
1485	особый интерес	1	1
1486	смысла и	1	1
1487	в ад	2	1
1488	могиле умершего	1	1
1489	дереву оно	1	1
1490	месте и	1	1
1491	как при	1	1
1492	женится на	2	1
1493	землю как	1	1
1494	превращаются в	2	1
1495	на месте	1	1
1496	игра на	1	1
1497	или наоборот	2	1
1498	к будущему	1	1
1499	в царстве	4	1
1500	только там	2	1
1501	все на	1	1
1502	указания что	1	1
1503	изложенного можно	1	1
1504	как о	1	1
1505	при более	1	1
1506	более древняя	1	1
1507	которая нами	1	1
1508	рассмотрели некоторые	1	1
1509	каким-то образом	3	1
1510	в современной	2	1
1511	много но	2	1
1512	раздвинутыми ногами	1	1
1513	оказалось что	1	1
1514	наблюдать что	1	1
1515	на коне	4	1
1516	здесь еще	3	1
1517	обряды связаны	1	1
1518	первоначальный смысл	1	1
1519	ли он	5	1
1520	можно найти	3	1
1521	о котором	1	1
1522	в иное	6	1
1523	зависимости от	4	1
1524	не до	1	1
1525	из которого	1	1
1526	со стороны	3	1
1527	знает что	2	1
1528	собой смерть	1	1
1529	во сне	2	1
1530	даются не	1	1
1531	здесь нет	4	1
1532	количество материалов	1	1
1533	увидим еще	1	1
1534	на й	1	1
1535	муж ее	1	1
1536	не входит	1	1
1537	из сказки	1	1
1538	на русском	1	1
1539	в любой	1	1
1540	они по	1	1
1541	магического значения	1	1
1542	царстве мертвых	3	1
1543	такое положение	2	1
1544	начинался с	1	1
1545	превратилось в	3	1
1546	тому кто	2	1
1547	свое внимание	1	1
1548	разница в	1	1
1549	одежды и	1	1
1550	бы с	2	1
1551	что мы	3	1
1552	в греческой	2	1
1553	они показывают	1	1
1554	пляски и	2	1
1555	видим что	4	1
1556	в очень	3	1
1557	тех же	2	1
1558	а около	1	1
1559	чем говорилось	1	1
1560	это бросание	1	1
1561	такой случай	5	1
1562	по обеим	1	1
1563	представление что	5	1
1564	совпадает с	1	1
1565	на той	2	1
1566	в центральной	1	1
1567	но здесь	5	1
1568	молчании и	1	1
1569	нет даже	1	1
1570	на том	10	1
1571	наконец в	1	1
1572	можно усмотреть	1	1
1573	не должны	1	1
1574	хотя это	1	1
1575	и античных	1	1
1576	веселовский в	1	1
1577	и земля	2	1
1578	на высоких	1	1
1579	постепенно развивается	1	1
1580	объяснение только	1	1
1581	в поисках	1	1
1582	по местам	1	1
1583	нет она	1	1
1584	теми которые	1	1
1585	полную картину	1	1
1586	иной мир	5	1
1587	о своем	1	1
1588	не потому	1	1
1589	год не	1	1
1590	у других	1	1
1591	вслед за	2	1
1592	большей частью	2	1
1593	возвращается домой	2	1
1594	борьбу и	1	1
1595	если здесь	2	1
1596	в совершенно	1	1
1597	специальной работе	1	1
1598	при помощи	6	1
1599	знаем что	5	1
1600	еще один	3	1
1601	а во	1	1
1602	чем дать	1	1
1603	очень распространены	1	1
1604	подошел к	1	1
1605	он дает	3	1
1606	не встречается	1	1
1607	дворец и	3	1
1608	нет прямых	1	1
1609	на более	1	1
1610	подтверждается материалами	1	1
1611	чтобы сохранить	1	1
1612	это вытекает	2	1
1613	в точности	2	1
1614	ним но	2	1
1615	без всякого	2	1
1616	это позволяет	1	1
1617	этого нет	1	1
1618	интересны они	1	1
1619	ее не	1	1
1620	д т	1	1
1621	тем же	1	1
1622	таких случаев	3	1
1623	перед тем	1	1
1624	мог бы	1	1
1625	возражений но	1	1
1626	в самую	1	1
1627	в дому	1	1
1628	народные представления	1	1
1629	одной из	4	1
1630	смотрят на	1	1
1631	что я	2	1
1632	скрывается в	1	1
1633	им к	1	1
1634	при обряде	2	1
1635	есть царство	2	1
1636	только при	1	1
1637	думая что	1	1
1638	затем они	1	1
1639	в чужую	2	1
1640	в сознании	1	1
1641	он может	4	1
1642	ясно в	1	1
1643	держа в	1	1
1644	совсем другое	2	1
1645	здесь и	3	1
1646	русском языке	1	1
1647	за днем	1	1
1648	месте в	1	1
1649	стоящего на	1	1
1650	только потому	1	1
1651	же он	1	1
1652	мы еще	2	1
1653	в самой	1	1
1654	и составляли	1	1
1655	только о	2	1
1656	очень древняя	1	1
1657	оторванное от	1	1
1658	ниже когда	2	1
1659	обхода и	1	1
1660	взять все	1	1
1661	на время	1	1
1662	они вместе	1	1
1663	не знают	1	1
1664	связан с	5	1
1665	объяснение этого	1	1
1666	в селение	1	1
1667	применение в	1	1
1668	на воду	1	1
1669	и иначе	1	1
1670	ничем не	2	1
1671	мог быть	1	1
1672	мир в	1	1
1673	многих других	1	1
1674	горы и	2	1
1675	и было	1	1
1676	из постоянных	1	1
1677	сам он	3	1
1678	наблюдение что	1	1
1679	тридевять земель	8	1
1680	зависит от	1	1
1681	случаев когда	1	1
1682	второй половине	1	1
1683	она считала	1	1
1684	земли то	1	1
1685	одна и	1	1
1686	земле но	1	1
1687	она его	3	1
1688	однако здесь	1	1
1689	бы на	1	1
1690	будет рассмотрено	1	1
1691	что одно	1	1
1692	же их	1	1
1693	из особенностей	1	1
1694	а это	1	1
1695	не кто-нибудь	1	1
1696	она будет	2	1
1697	будет лучше	1	1
1698	он и	3	1
1699	прямо в	1	1
1700	этом он	1	1
1701	в литературе	2	1
1702	состоящее в	1	1
1703	нее как	2	1
1704	и одна	1	1
1705	видеть в	3	1
1706	указание на	1	1
1707	нами рассмотрена	1	1
1708	на дереве	1	1
1709	как представление	1	1
1710	важные для	1	1
1711	на одной	1	1
1712	со смертью	1	1
1713	но дает	1	1
1714	же случае	1	1
1715	солнечное сияние	1	1
1716	из форм	1	1
1717	смысле этого	1	1
1718	насильственной смертью	1	1
1719	того момента	1	1
1720	еще может	1	1
1721	как нечто	1	1
1722	случайно что	1	1
1723	что умерщвление	1	1
1724	правильнее будет	1	1
1725	быть изучен	1	1
1726	полного развития	2	1
1727	что девушки	1	1
1728	но с	2	1
1729	рек и	2	1
1730	ii этот	1	1
1731	селения и	1	1
1732	передавалась через	1	1
1733	с наступлением	1	1
1734	у всех	1	1
1735	вот тебе	3	1
1736	в свои	3	1
1737	что к	1	1
1738	наших дней	1	1
1739	самые разнообразные	1	1
1740	шли в	1	1
1741	и где	1	1
1742	только сам	1	1
1743	и которая	1	1
1744	некоторых случаях	2	1
1745	и эта	5	1
1746	в изучение	1	1
1747	то это	7	1
1748	вообще не	4	1
1749	сама по	1	1
1750	обычай и	1	1
1751	кто в	2	1
1752	не вяжется	1	1
1753	совершенно точно	2	1
1754	долгое время	1	1
1755	развития этого	2	1
1756	как она	1	1
1757	могла быть	1	1
1758	но по	2	1
1759	оно же	1	1
1760	имеется в	4	1
1761	другом месте	2	1
1762	однако это	1	1
1763	это происходит	4	1
1764	к концу	3	1
1765	на голове	2	1
1766	случай который	1	1
1767	более сильным	1	1
1768	что умерший	1	1
1769	этого вопроса	2	1
1770	урожай это	1	1
1771	менее это	1	1
1772	конечно более	1	1
1773	и оно	2	1
1774	видно по	2	1
1775	в мешок	1	1
1776	пока не	1	1
1777	на столбах	1	1
1778	еще очень	1	1
1779	призывает к	1	1
1780	сила здесь	1	1
1781	было ни	1	1
1782	а так	1	1
1783	по установлению	1	1
1784	как все	1	1
1785	нельзя было	1	1
1786	ему не	1	1
1787	на горе	1	1
1788	отсюда же	4	1
1789	и основные	1	1
1790	стоит и	1	1
1791	прослеживается в	1	1
1792	они все	2	1
1793	встают и	1	1
1794	искать в	1	1
1795	природа в	1	1
1796	и задерживает	1	1
1797	на верхушку	1	1
1798	и эти	5	1
1799	в глухую	1	1
1800	или косвенно	1	1
1801	этих божеств	1	1
1802	в полной	1	1
1803	чем эта	1	1
1804	же с	2	1
1805	покажет нам	1	1
1806	выше и	3	1
1807	он говорит	4	1
1808	по которому	2	1
1809	оно в	1	1
1810	же от	1	1
1811	животного или	1	1
1812	египетской религии	1	1
1813	предыдущей главе	1	1
1814	на один	1	1
1815	которую мы	2	1
1816	по дороге	3	1
1817	например у	1	1
1818	самых распространенных	1	1
1819	на свадьбе	1	1
1820	это как	2	1
1821	что-нибудь приносит	1	1
1822	две стороны	1	1
1823	не могу	2	1
1824	голова с	1	1
1825	царь хочет	1	1
1826	лишь разницей	1	1
1827	водой а	1	1
1828	после каждого	1	1
1829	ни один	1	1
1830	земле в	1	1
1831	не простое	1	1
1832	была сделана	1	1
1833	остановиться несколько	1	1
1834	имеются и	1	1
1835	может считаться	1	1
1836	не по	2	1
1837	в китае	3	1
1838	у греков	1	1
1839	ночь все	1	1
1840	специально изучавший	1	1
1841	на брак	1	1
1842	главное и	1	1
1843	наблюдаем что	1	1
1844	солнца с	1	1
1845	здесь этого	1	1
1846	на другое	1	1
1847	своего апогея	1	1
1848	у того	2	1
1849	здесь это	1	1
1850	во второй	1	1
1851	мертвые не	1	1
1852	и может	1	1
1853	в сопровождении	2	1
1854	у народа	2	1
1855	соответствует русским	1	1
1856	чем речь	1	1
1857	ясности в	1	1
1858	а по	2	1
1859	наоборот в	1	1
1860	подтверждается и	1	1
1861	власть над	8	1
1862	исходит от	1	1
1863	есть ли	1	1
1864	связь не	2	1
1865	в науке	1	1
1866	интерес представляет	1	1
1867	же что	2	1
1868	очень интересный	2	1
1869	доме и	1	1
1870	но дело	1	1
1871	стороны и	4	1
1872	домов на	1	1
1873	в зеркало	1	1
1874	с земли	1	1
1875	таких случаях	1	1
1876	от того	4	1
1877	д в	3	1
1878	к которой	2	1
1879	говорит ну	1	1
1880	напоминают нам	2	1
1881	или как	1	1
1882	при всем	1	1
1883	именно здесь	1	1
1884	которых они	1	1
1885	же представление	2	1
1886	этой теории	1	1
1887	люди не	1	1
1888	те которые	1	1
1889	существу в	1	1
1890	же самое	1	1
1891	сказке как	2	1
1892	со своими	1	1
1893	царстве в	6	1
1894	о каких	1	1
1895	что изучение	1	1
1896	это видно	2	1
1897	по старому	1	1
1898	и значения	1	1
1899	себе очень	1	1
1900	жены и	1	1
1901	это означает	3	1
1902	что некогда	2	1
1903	его до	1	1
1904	этих форм	1	1
1905	к пониманию	1	1
1906	мужчина и	1	1
1907	жизни и	3	1
1908	на ладони	1	1
1909	обряд в	1	1
1910	без сомнения	1	1
1911	колдовством и	1	1
1912	все еще	2	1
1913	жениться на	4	1
1914	только после	3	1
1915	там на	2	1
1916	так называемым	1	1
1917	и лошадей	1	1
1918	ли в	1	1
1919	на своих	1	1
1920	также о	1	1
1921	какая-то связь	1	1
1922	однако все	2	1
1923	в так	1	1
1924	после смерти	7	1
1925	большой огонь	1	1
1926	здесь следует	1	1
1927	город на	1	1
1928	день после	1	1
1929	типичен для	1	1
1930	хвост на	1	1
1931	есть не	1	1
1932	можно указать	4	1
1933	в полночь	2	1
1934	быть поставлен	2	1
1935	часть обряда	1	1
