N	2gram	Propp_Isto	StatiiOP
1319	в другой	5	1
1320	времени когда	1	1
1321	действительно можно	1	1
1322	она ему	1	1
1323	в науке	1	1
1324	действительно ли	1	1
1325	утверждает что	1	1
1326	здесь речь	1	1
1327	они в	1	1
1328	этапы в	1	1
1329	то с	1	1
1330	и создает	1	1
1331	него нет	1	1
1332	только одного	1	1
1333	на мое	1	1
1334	кости и	2	1
1335	нас от	1	1
1336	там в	1	1
1337	один человек	2	1
1338	такого же	2	1
1339	вообще с	1	1
1340	теперь на	1	1
1341	е тот	1	1
1342	этой точки	2	1
1343	с некоторыми	2	1
1344	в соответствии	1	1
1345	почти всегда	1	1
1346	первой попыткой	1	1
1347	то на	1	1
1348	орудием в	1	1
1349	внимание только	1	1
1350	очень интересный	1	1
1351	и спрашивает	1	1
1352	вокруг него	3	1
1353	одновременно с	2	1
1354	с целью	2	1
1355	был связан	1	1
1356	не свойственно	1	1
1357	этого элемента	1	1
1358	женится на	2	1
1359	еще с	1	1
1360	на месте	1	1
1361	попадаются и	1	1
1362	и действительно	6	1
1363	этой теорией	1	1
1364	эти указания	1	1
1365	герой который	1	1
1366	не знал	2	1
1367	к самым	1	1
1368	дает право	1	1
1369	не соответствуют	1	1
1370	отнесены к	1	1
1371	в количестве	1	1
1372	не знать	1	1
1373	таких случаях	2	1
1374	приводит к	2	1
1375	всякой надобности	1	1
1376	более поздний	1	1
1377	дело так	1	1
1378	говорили о	1	1
1379	сравнению с	1	1
1380	своего отца	1	1
1381	знает что	1	1
1382	совсем как	1	1
1383	на своем	1	1
1384	автор не	1	1
1385	сейчас же	2	1
1386	внешним выражением	1	1
1387	данного текста	1	1
1388	жена и	1	1
1389	другими формами	1	1
1390	источник этого	1	1
1391	и черты	1	1
1392	второго лица	1	1
1393	который при	2	1
1394	но оно	3	1
1395	нас интересует	1	1
1396	тому кто	1	1
1397	который он	1	1
1398	нет ничего	1	1
1399	ни к	1	1
1400	нет тех	1	1
1401	его и	2	1
1402	попал в	3	1
1403	можно сделать	1	1
1404	есть ее	1	1
1405	впечатление что	1	1
1406	или сам	1	1
1407	она заменила	1	1
1408	что эту	1	1
1409	истории не	1	1
1410	можно установить	1	1
1411	примеры показывают	2	1
1412	который с	1	1
1413	в классических	1	1
1414	где у	1	1
1415	сливается с	2	1
1416	которыми они	1	1
1417	распространено в	1	1
1418	побывал в	1	1
1419	если таким	1	1
1420	оставляют в	1	1
1421	же функции	1	1
1422	же после	1	1
1423	ли он	2	1
1424	такую же	2	1
1425	к отдельным	2	1
1426	у одного	1	1
1427	в роли	4	1
1428	становится вождем	1	1
1429	но здесь	1	1
1430	в иной	12	1
1431	героя до	1	1
1432	название он	1	1
1433	чаще и	1	1
1434	этому миру	1	1
1435	новый дух	1	1
1436	это только	2	1
1437	эта картина	1	1
1438	в образах	1	1
1439	работе о	1	1
1440	самый страшный	1	1
1441	только один	3	1
1442	то все	1	1
1443	вырос из	1	1
1444	к одному	1	1
1445	своей работе	1	1
1446	имеет некоторое	1	1
1447	него с	1	1
1448	имеет никакого	1	1
1449	подобного рода	2	1
1450	а при	1	1
1451	ее с	1	1
1452	по названию	2	1
1453	большей частью	3	1
1454	тебя на	2	1
1455	которая конечно	1	1
1456	спускается в	1	1
1457	при анализе	2	1
1458	надо еще	1	1
1459	среди которых	1	1
1460	еще один	3	1
1461	сильна что	1	1
1462	не представляет	2	1
1463	и попадает	1	1
1464	нас же	1	1
1465	связь которых	2	1
1466	затем уже	1	1
1467	все как	1	1
1468	он сохраняет	1	1
1469	где жил	1	1
1470	по линии	1	1
1471	видели выше	1	1
1472	приблизительно в	1	1
1473	на более	2	1
1474	из наиболее	1	1
1475	и там	3	1
1476	переход от	2	1
1477	никаких признаков	1	1
1478	на две	1	1
1479	нельзя рассматривать	1	1
1480	или совершенно	1	1
1481	если мы	1	1
1482	которые очень	1	1
1483	показывает следующий	1	1
1484	не абсолютно	1	1
1485	это тем	1	1
1486	и смерть	2	1
1487	в северной	4	1
1488	формы для	1	1
1489	то здесь	4	1
1490	имеет и	1	1
1491	здесь и	2	1
1492	меня моя	1	1
1493	внимания заслуживает	1	1
1494	после его	1	1
1495	друг друга	5	1
1496	же он	2	1
1497	показать как	1	1
1498	но которые	1	1
1499	плен и	1	1
1500	эту форму	1	1
1501	формы как	1	1
1502	котором теперь	1	1
1503	формы и	3	1
1504	они были	2	1
1505	собой по	1	1
1506	обратиться к	1	1
1507	этого героя	1	1
1508	этому месту	1	1
1509	стал его	1	1
1510	вместе со	1	1
1511	и такой	1	1
1512	потом он	1	1
1513	то они	1	1
1514	в более	6	1
1515	на языке	1	1
1516	знать что	1	1
1517	в старых	1	1
1518	ему в	3	1
1519	и также	1	1
1520	на тех	2	1
1521	своих целях	2	1
1522	на три	2	1
1523	в последней	1	1
1524	сказке и	2	1
1525	источник и	1	1
1526	иметь дело	1	1
1527	никакой последовательности	1	1
1528	не будем	6	1
1529	и всем	2	1
1530	находится у	1	1
1531	на одно	1	1
1532	переход к	1	1
1533	в формах	2	1
1534	о нем	3	1
1535	мало того	1	1
1536	нам еще	1	1
1537	в специальных	1	1
1538	и наоборот	1	1
1539	легенде о	1	1
1540	со своим	2	1
1541	то мы	3	1
1542	здесь в	1	1
1543	уже были	2	1
1544	чтобы получить	1	1
1545	первом месте	1	1
1546	а все	1	1
1547	но одно	1	1
1548	он узнал	1	1
1549	открыто и	1	1
1550	слова а	1	1
1551	черта в	1	1
1552	в горе	1	1
1553	полного развития	1	1
1554	это предположение	1	1
1555	на каком	1	1
1556	как эти	1	1
1557	всего и	1	1
1558	о существе	1	1
1559	и иными	1	1
1560	тесно связано	1	1
1561	этого не	2	1
1562	с ними	4	1
1563	встречаются не	1	1
1564	основаны на	1	1
1565	входить в	2	1
1566	идут от	2	1
1567	уже очень	1	1
1568	связано то	1	1
1569	и вы	1	1
1570	и начинается	1	1
1571	некоторых случаях	4	1
1572	в ту	1	1
1573	виду что	1	1
1574	и другое	1	1
1575	очень много	2	1
1576	власть в	1	1
1577	к жизни	1	1
1578	совершенно точно	1	1
1579	об отдельных	1	1
1580	напомню о	1	1
1581	случаях когда	2	1
1582	эти две	1	1
1583	не переставал	1	1
1584	заметил что	2	1
1585	даже после	1	1
1586	становится все	1	1
1587	перейти к	2	1
1588	на одном	2	1
1589	и могут	1	1
1590	не создает	1	1
1591	право на	2	1
1592	в точности	1	1
1593	и параллелей	1	1
1594	и смысл	1	1
1595	не стал	1	1
1596	вследствие чего	1	1
1597	то можно	1	1
1598	в гроб	1	1
1599	можно утверждать	1	1
1600	связаны с	3	1
1601	этого места	1	1
1602	смерти и	3	1
1603	но те	1	1
1604	камне в	1	1
1605	но такой	1	1
1606	стихией и	1	1
1607	обычно в	1	1
1608	и живой	1	1
1609	целое в	1	1
1610	имеют и	1	1
1611	они обладают	1	1
1612	к их	1	1
1613	он это	2	1
1614	менее вопрос	1	1
1615	образом мы	3	1
1616	он ни	1	1
1617	мифом и	1	1
1618	такой вывод	1	1
1619	по дороге	1	1
1620	нет может	1	1
1621	например у	2	1
1622	совершенно непонятным	1	1
1623	на своих	2	1
1624	две стороны	1	1
1625	в руки	3	1
1626	в государственном	1	1
1627	но при	2	1
1628	к чему-то	1	1
1629	на той	2	1
1630	как уже	1	1
1631	одну из	5	1
1632	чрезвычайно широко	1	1
1633	тому как	2	1
1634	здесь можно	5	1
1635	языку и	1	1
1636	одни и	1	1
1637	для таких	1	1
1638	в лесу	3	1
1639	у народа	1	1
1640	к тем	1	1
1641	не чужда	2	1
1642	села на	1	1
1643	разработан в	1	1
1644	есть и	3	1
1645	пор не	1	1
1646	целое с	1	1
1647	мы пока	2	1
1648	или другого	3	1
1649	что образ	2	1
1650	оказывается что	2	1
1651	но дело	2	1
1652	например и	1	1
1653	имеем здесь	3	1
1654	стороны и	1	1
1655	до появления	1	1
1656	часто в	2	1
1657	только то	1	1
1658	и жизни	1	1
1659	в город	1	1
1660	здесь еще	5	1
1661	с кем	2	1
1662	на всю	1	1
1663	у нее	1	1
1664	что случилось	1	1
1665	или как	3	1
1666	с двумя	1	1
1667	по сравнению	1	1
1668	уходит в	2	1
1669	означает что	3	1
1670	почти никогда	1	1
1671	развивается в	1	1
1672	идет речь	1	1
1673	сказано выше	1	1
1674	рассматривать как	1	1
1675	очень велико	1	1
1676	неба в	1	1
1677	как их	1	1
1678	известен в	1	1
1679	почему это	1	1
1680	по всей	1	1
1681	этого нет	1	1
1682	него и	6	1
1683	очень интересно	2	1
1684	где эта	1	1
1685	со своими	3	1
1686	на путь	1	1
1687	что подобные	1	1
1688	узнал что	1	1
1689	нужно подчеркнуть	1	1
1690	несомненно одно	1	1
1691	наоборот именно	1	1
1692	говорилось выше	1	1
1693	собой лишь	1	1
1694	в могилу	1	1
1695	на хвосте	1	1
1696	что хотел	1	1
1697	так сильно	1	1
1698	прямо говорится	1	1
1699	этих форм	1	1
1700	же в	3	1
1701	никому не	1	1
1702	авторы этих	1	1
1703	остается один	1	1
1704	общества и	1	1
1705	все еще	6	1
1706	идет не	1	1
1707	только после	3	1
1708	об этой	1	1
1709	пришел к	1	1
1710	их на	3	1
1711	часто но	1	1
1712	само собой	1	1
1713	в лице	2	1
1714	само по	1	1
1715	силу и	2	1
1716	встречается сравнительно	1	1
1717	есть не	2	1
1718	свое особое	1	1
1719	является представление	1	1
1720	а я	1	1
1721	здесь этот	1	1
