N	4gram	Tiupa_Disk	Hudozhes
792	слова говорящий здесь только	1	1
793	составляет необходимый фон романного	1	1
794	к чужому слову чего	1	1
795	изменить ничего нельзя не	1	1
796	адресата притчи может быть	1	1
797	картина мира которая своей	1	1
798	опыта их свободного согласия	1	1
799	от нудительной серьезности бахтин	1	1
800	в том или ином	1	1
801	и непристойность необыкновенное в	1	1
802	как регулятивная отношение слушателя	1	1
803	от одного сознания к	1	1
804	предносится целое нашего высказывания	1	1
805	анекдот не знает к	1	1
806	умения отрешиться от нудительной	1	1
807	виде целенаправленно устремленный от	1	1
808	свободного согласия за которым	1	1
809	стабильно дифференцированном и оцененном	2	1
810	вследствие которого он от	1	1
811	разные формы скрытой полускрытой	1	1
812	он от позиции учителя	1	1
813	а некий нравственный закон	1	1
814	его поступки только раскрывают	1	1
815	мире всеобщей межличностной соотносительности	1	1
816	самому герою жизнеописания чего	1	1
817	опыт жизни а также	1	1
818	принадлежат самой ситуации рассказывания	1	1
819	необходимый фон романного видения	1	1
820	извлечения адресатом некоего ценностного	1	1
