N	2gram	Tiupa_Disk	Problemy
1304	мысли а	1	1
1305	раздвоенности не	1	1
1306	первых двух	1	1
1307	по двум	1	1
1308	утверждает что	1	1
1309	их как	1	1
1310	с каждым	1	1
1311	смысле можно	1	1
1312	к читателю	1	1
1313	самого сюжета	1	1
1314	творчество как	1	1
1315	в переходе	1	1
1316	этом как	1	1
1317	и строго	2	1
1318	ориентировано на	1	1
1319	высказывания в	7	1
1320	оказывается в	2	1
1321	которое как	1	1
1322	ни о	2	1
1323	строгом смысле	1	1
1324	целого но	1	1
1325	наблюдений над	1	1
1326	теоретическом смысле	1	1
1327	заключается в	3	1
1328	на раскрытие	1	1
1329	с целью	1	1
1330	часто на	1	1
1331	себя с	2	1
1332	развития в	1	1
1333	изображении как	1	1
1334	речевого потока	1	1
1335	во множестве	1	1
1336	это такая	1	1
1337	можно назвать	2	1
1338	диалогические отношения	2	1
1339	может получить	1	1
1340	для подтверждения	1	1
1341	для каждого	1	1
1342	произведение в	2	1
1343	не приводит	1	1
1344	влияния на	2	1
1345	вследствие своей	1	1
1346	роли в	1	1
1347	о котором	2	1
1348	именно поэтому	1	1
1349	со стороны	17	1
1350	в известном	1	1
1351	в следующей	1	1
1352	в каком	1	1
1353	на своем	1	1
1354	для читателя	1	1
1355	своем собственном	1	1
1356	не трудно	1	1
1357	не тип	1	1
1358	каждый тип	1	1
1359	он мог	3	1
1360	кого и	2	1
1361	первого и	2	1
1362	прямого авторского	1	1
1363	сам я	1	1
1364	в общении	1	1
1365	дальнейшее развитие	1	1
1366	зрения именно	1	1
1367	к устному	2	1
1368	этом пункте	1	1
1369	вообще по	1	1
1370	в прозе	2	1
1371	мыслью и	1	1
1372	где нет	1	1
1373	становится героем	1	1
1374	его разновидностях	1	1
1375	и двусмысленный	1	1
1376	в слово	1	1
1377	принципиально не	2	1
1378	каким бы	1	1
1379	на отношения	1	1
1380	их сочетания	1	1
1381	устная интонация	1	1
1382	к чужой	1	1
1383	лежат в	1	1
1384	что служит	1	1
1385	во мне	4	1
1386	том как	1	1
1387	в отдельности	1	1
1388	основе этого	1	1
1389	которое не	1	1
1390	речи не	1	1
1391	речи именно	1	1
1392	в середине	1	1
1393	прямой речи	1	1
1394	и теперь	1	1
1395	вся ее	1	1
1396	занимает в	1	1
1397	совпадают с	2	1
1398	свой диапазон	1	1
1399	приводит в	1	1
1400	нет она	1	1
1401	ближе всего	1	1
1402	тому или	1	1
1403	другому что	1	1
1404	и иных	1	1
1405	рассказ с	3	1
1406	xix столетия	2	1
1407	тогда как	28	1
1408	только это	1	1
1409	потому и	1	1
1410	своей индивидуальной	1	1
1411	на более	1	1
1412	может ли	1	1
1413	целое в	2	1
1414	в позднейших	1	1
1415	и роста	1	1
1416	на две	1	1
1417	в данной	3	1
1418	событий в	1	1
1419	ставил и	1	1
1420	принадлежит к	3	1
1421	здесь со	1	1
1422	социальной ситуации	1	1
1423	мира где	1	1
1424	представить себя	1	1
1425	только при	1	1
1426	лица с	1	1
1427	не знаем	1	1
1428	то она	2	1
1429	этом так	1	1
1430	и лицо	1	1
1431	мысли не	1	1
1432	событие а	1	1
1433	характерное для	1	1
1434	формы для	1	1
1435	взаимодействия с	1	1
1436	не стоит	1	1
1437	но если	1	1
1438	рассказом и	1	1
1439	определяет и	1	1
1440	зрения автора	1	1
1441	к предмету	1	1
1442	и пришел	1	1
1443	значение а	1	1
1444	период своего	1	1
1445	в книгу	1	1
1446	возможности но	1	1
1447	рассказчика в	2	1
1448	появилось в	1	1
1449	часто и	1	1
1450	они были	2	1
1451	к содержанию	3	1
1452	более глубокий	1	1
1453	которому он	1	1
1454	бывает в	1	1
1455	без которого	1	1
1456	высказывания по	1	1
1457	и речью	1	1
1458	стоит на	1	1
1459	этих миров	1	1
1460	этот термин	1	1
1461	произведении как	1	1
1462	и всякий	1	1
1463	содержания а	1	1
1464	общения в	3	1
1465	ему в	3	1
1466	о его	1	1
1467	автором но	1	1
1468	мире она	1	1
1469	и судия	2	1
1470	функционирует уже	1	1
1471	и было	3	1
1472	как у	1	1
1473	нас не	1	1
1474	зависит от	2	1
1475	этом диалоге	1	1
1476	в первый	1	1
1477	не всякая	1	1
1478	том числе	3	1
1479	у тебя	1	1
1480	в окружающем	1	1
1481	мы имеем	4	1
1482	жизни здесь	1	1
1483	на что	1	1
1484	быть отнесены	1	1
1485	бы на	1	1
1486	же их	1	1
1487	лишь часть	1	1
1488	сознания это	1	1
1489	этом он	1	1
1490	а предмет	1	1
1491	не достигает	1	1
1492	не слияние	1	1
1493	ибо стиль	1	1
1494	собственном мире	1	1
1495	в полном	2	1
1496	рассказу в	1	1
1497	из своих	1	1
1498	лицом к	2	1
1499	сама является	1	1
1500	сходятся в	1	1
1501	таком случае	1	1
1502	различия между	3	1
1503	быть еще	1	1
1504	в таких	1	1
1505	что ни	3	1
1506	пределах одной	1	1
1507	просто как	2	1
1508	к некоторому	1	1
1509	а о	2	1
1510	и более	1	1
1511	исключительной важности	1	1
1512	что будет	2	1
1513	становления и	4	1
1514	несет в	3	1
1515	как другое	1	1
1516	как формула	1	1
1517	это еще	2	1
1518	он видел	2	1
1519	этого высказывания	1	1
1520	принадлежащий к	1	1
1521	предмет о	1	1
1522	чтобы быть	1	1
1523	своей речи	1	1
1524	является по	1	1
1525	направленность на	2	1
1526	отношении не	1	1
1527	случаях когда	1	1
1528	лежит на	2	1
1529	эти две	1	1
1530	говорят о	1	1
1531	указывающие на	1	1
1532	дистанцию между	1	1
1533	контексте собственного	1	1
1534	противном случае	1	1
1535	ли не	3	1
1536	на все	1	1
1537	равнодушие к	1	1
1538	нет у	1	1
1539	со своей	2	1
1540	отказавшись от	1	1
1541	не создает	1	1
1542	в новом	2	1
1543	были не	1	1
1544	утверждения что	1	1
1545	какой он	1	1
1546	и оно	1	1
1547	изображенного с	1	1
1548	вследствие чего	2	1
1549	литературного жанра	5	1
1550	человеком и	1	1
1551	говорит об	1	1
1552	действующие лица	1	1
1553	тем более	1	1
1554	бы это	2	1
1555	следующей главе	1	1
1556	людей в	1	1
1557	другого это	1	1
1558	или ином	1	1
1559	как формы	2	1
1560	человека к	1	1
1561	сказать и	2	1
1562	сострадания и	1	1
1563	внутренним и	1	1
1564	полной мере	1	1
1565	на всем	1	1
1566	же из	1	1
1567	автора не	1	1
1568	в полной	1	1
1569	к их	2	1
1570	социальный и	1	1
1571	мышления и	1	1
1572	невозможно ибо	1	1
1573	оно в	1	1
1574	и заключается	1	1
1575	такие же	1	1
1576	в разных	1	1
1577	романного жанра	3	1
1578	которая может	2	1
1579	утверждение о	1	1
1580	границами между	1	1
1581	реплики в	2	1
1582	правильного понимания	1	1
1583	оно до	1	1
1584	случае если	1	1
1585	в объект	1	1
1586	является очевидной	1	1
1587	не остаются	1	1
1588	людей между	1	1
1589	его не	1	1
1590	однако уже	2	1
1591	и оценкой	1	1
1592	как уже	5	1
1593	начиная от	1	1
1594	здесь только	1	1
1595	этом мире	2	1
1596	нельзя не	2	1
1597	здесь совершенно	1	1
1598	в новый	1	1
1599	выходить за	1	1
1600	с совершенно	1	1
1601	она здесь	2	1
1602	в отношениях	1	1
1603	и художественный	1	1
1604	в искусстве	1	1
1605	здесь это	2	1
1606	и может	3	1
1607	как таковые	1	1
1608	перестало быть	1	1
1609	к области	2	1
1610	заключает в	1	1
1611	не исторически	1	1
1612	столкновения двух	1	1
1613	в это	1	1
1614	построения образа	1	1
1615	неожиданно и	1	1
1616	личность как	1	1
1617	слова об	1	1
1618	героя нашего	1	1
1619	при всем	1	1
1620	достигается не	1	1
1621	и часто	1	1
1622	чего она	1	1
1623	начала в	1	1
1624	еще на	1	1
1625	рассматривать как	2	1
1626	рассказа но	1	1
1627	числе и	3	1
1628	показывает как	1	1
1629	выходе за	1	1
1630	человеческих отношений	1	1
1631	героя это	1	1
1632	где на	1	1
1633	та или	1	1
1634	оно разрушает	1	1
1635	роман и	1	1
1636	нас самих	1	1
1637	слово же	2	1
1638	на какое-нибудь	1	1
1639	и кончая	1	1
1640	оно живет	2	1
1641	есть его	1	1
1642	что-нибудь сделать	1	1
1643	место в	2	1
1644	отождествляется с	1	1
1645	предметом и	1	1
1646	человека это	1	1
1647	косвенной речи	1	1
1648	и художественной	1	1
1649	этих форм	1	1
1650	или рассказчика	1	1
1651	заявляет что	1	1
1652	что до	1	1
1653	согласно его	1	1
1654	в области	3	1
1655	тех или	1	1
1656	и ведет	1	1
1657	быть только	1	1
1658	утрачивает свое	1	1
1659	ли в	1	1
1660	как совокупность	1	1
1661	событий и	1	1
1662	здесь они	1	1
1663	после своего	1	1
1664	виду что	2	1
1665	интонации и	3	1
1666	именно это	1	1
1667	эпохи и	2	1
1668	жизненного пути	2	1
1669	к богу	1	1
1670	в одного	1	1
1671	в известной	1	1
1672	говорит не	1	1
1673	слово имеет	1	1
1674	исторический роман	1	1
1675	мира с	2	1
1676	фигурирует в	1	1
1677	героя никогда	1	1
1678	котором он	2	1
1679	и решал	1	1
