N	2gram	Trubetskoy	Dialekti
1310	смотрит на	1	1
1311	перестанет быть	1	1
1312	всякие попытки	1	1
1313	поэтому для	1	1
1314	человека с	1	1
1315	конечно нет	1	1
1316	к которой	6	1
1317	случае при	1	1
1318	признать что	6	1
1319	людьми для	1	1
1320	судить об	1	1
1321	за ними	1	1
1322	зависимость от	2	1
1323	соединенного с	1	1
1324	красоту и	1	1
1325	а самый	1	1
1326	явление в	1	1
1327	уверены в	1	1
1328	наконец что	1	1
1329	только кажется	1	1
1330	существу ничем	1	1
1331	костюм и	1	1
1332	тем чтобы	3	1
1333	мы указали	2	1
1334	никому не	1	1
1335	что о	1	1
1336	упрекать в	1	1
1337	том случае	4	1
1338	в создании	1	1
1339	известной степени	1	1
1340	всем мире	1	1
1341	это в	2	1
1342	само собой	1	1
1343	то все	1	1
1344	ничего подобного	1	1
1345	не вникая	1	1
1346	греха и	1	1
1347	событий и	1	1
1348	сам а	1	1
1349	она могла	1	1
1350	и обратно	1	1
1351	нетрудно заметить	1	1
1352	в лице	1	1
1353	и себе	1	1
1354	в руках	1	1
1355	вообще к	2	1
1356	без помощи	1	1
1357	это проявляется	1	1
