N	2gram	Medvedev_V	Psycholo
1301	лицо в	1	1
1302	потому и	1	1
1303	различных его	1	1
1304	сознания в	1	1
1305	путь для	1	1
1306	писателя с	1	1
1307	всего остального	1	1
1308	быть названо	1	1
1309	же говорит	4	1
1310	содержание в	1	1
1311	к музыке	1	1
1312	не обязательно	1	1
1313	однако сами	1	1
1314	осознания своего	1	1
1315	стихи о	1	1
1316	себе в	1	1
1317	обычное утверждение	1	1
1318	о бедном	1	1
1319	уже указывалось	1	1
1320	содержания в	1	1
1321	что художники	1	1
1322	читателя зрителя	1	1
1323	но ни	1	1
1324	приходят к	1	1
1325	же так	1	1
1326	идет только	1	1
1327	необходимо сделать	1	1
1328	эти вопросы	2	1
1329	на многие	1	1
1330	ли она	1	1
1331	не удивительно	4	1
1332	как неожиданная	1	1
1333	в противном	2	1
1334	его роль	1	1
1335	нет никаких	2	1
1336	и оригинальность	1	1
1337	лет а	1	1
1338	обобщения в	2	1
1339	стихотворения и	1	1
1340	это настолько	2	1
1341	образом на	1	1
1342	не имеющих	1	1
1343	говорит как	1	1
1344	этом плане	1	1
1345	таким выводам	1	1
1346	ею и	1	1
1347	образа с	1	1
1348	и мир	3	1
1349	сводится именно	1	1
1350	к их	1	1
1351	а наоборот	1	1
1352	похожи на	1	1
1353	которые вызывает	1	1
1354	в частном	1	1
1355	как каждый	1	1
1356	об одном	1	1
1357	общий эмоциональный	1	1
1358	еще больше	1	1
1359	нет места	1	1
1360	к творчеству	1	1
1361	проявляется в	1	1
1362	или иными	1	1
1363	конечный пункт	1	1
1364	например с	1	1
1365	по фрейду	1	1
1366	именно те	1	1
1367	или иную	1	1
1368	является тем	1	1
1369	ход ассоциаций	1	1
1370	не ограничивается	1	1
1371	процессов в	1	1
1372	не очень	1	1
1373	читателей и	1	1
1374	дает при	1	1
1375	на себя	1	1
1376	всем что	1	1
1377	или иная	3	1
1378	хотим сказать	1	1
1379	у тургенева	3	1
1380	простой и	1	1
1381	с жизнью	1	1
1382	образов их	1	1
1383	того момента	1	1
1384	лирического стихотворения	2	1
1385	их он	1	1
1386	и волнения	1	1
1387	субъекта мы	1	1
1388	хотя оно	1	1
1389	к утверждению	1	1
1390	ним или	1	1
1391	действительности и	7	1
1392	человека а	1	1
1393	деятельности и	1	1
1394	имеет ничего	1	1
1395	обычно и	2	1
1396	может прорваться	1	1
1397	и преступника	1	1
1398	у различных	1	1
1399	в устах	1	1
1400	же говорят	1	1
1401	образом это	1	1
1402	техника не	1	1
1403	в светлое	1	1
1404	при отсутствии	1	1
1405	бы весь	1	1
1406	пишет о	3	1
1407	только материал	1	1
1408	черт которые	1	1
1409	процесс художественного	2	1
1410	к истине	1	1
1411	сознательное и	1	1
1412	материал этот	1	1
1413	заключается специфическое	1	1
1414	романы достоевского	1	1
1415	процессов и	1	1
1416	его художественной	1	1
1417	в количестве	1	1
1418	др в	3	1
1419	где же	1	1
1420	доходит до	1	1
1421	действие формы	1	1
1422	только припомнить	1	1
1423	и речи	1	1
1424	автор подбирает	1	1
1425	его поведение	1	1
1426	и ряд	1	1
1427	что во	1	1
1428	в систему	1	1
1429	эпохе в	1	1
1430	не верно	1	1
1431	исключительно к	1	1
1432	них не	4	1
1433	что характер	1	1
1434	поводу но	1	1
1435	актер не	1	1
1436	о роли	1	1
1437	произведения без	1	1
1438	поэма о	1	1
1439	приходится признать	1	1
1440	творчества во	3	1
1441	прав в	1	1
1442	говорит так	1	1
1443	в определенные	1	1
1444	таких же	1	1
1445	анны карениной	2	1
1446	в статье	4	1
1447	той деятельности	1	1
1448	роль играют	1	1
1449	прямо и	1	1
1450	он отмечает	1	1
1451	к лицу	1	1
1452	относящимися к	1	1
1453	его это	1	1
1454	в последнем	2	1
1455	наше сознание	1	1
1456	другие в	1	1
1457	часто не	2	1
1458	также что	2	1
1459	события и	1	1
1460	удивительно что	3	1
1461	отдельных элементов	2	1
1462	и закон	1	1
1463	художник никогда	1	1
1464	искусства образ	1	1
1465	которому трудно	1	1
1466	сюда относится	1	1
1467	воображения и	1	1
1468	возникают у	1	1
1469	поэтому в	1	1
1470	такое толкование	1	1
1471	к сознанию	1	1
1472	глубокий сон	1	1
1473	и создает	1	1
1474	мере и	1	1
1475	бы чрезвычайно	1	1
1476	над анной	2	1
1477	один полюс	1	1
1478	частью в	1	1
1479	его теории	1	1
1480	вступает с	1	1
1481	определение поэзии	1	1
1482	быть даже	1	1
1483	и радость	1	1
1484	значения и	1	1
1485	у гоголя	1	1
1486	подчеркивает в	1	1
1487	в памяти	1	1
1488	ними не	1	1
1489	этом нет	1	1
1490	определяющую роль	1	1
1491	как процесс	2	1
1492	если можно	1	1
1493	от всей	1	1
1494	это самое	1	1
1495	огромную роль	2	1
1496	широко и	1	1
1497	как произведение	1	1
1498	что конечно	1	1
1499	в черновиках	1	1
1500	интеллектуальной деятельности	3	1
1501	которых можно	1	1
1502	выражение только	1	1
1503	творчества говорит	2	1
1504	сцеплением мыслей	1	1
1505	виду не	1	1
1506	искусства для	1	1
1507	как простейший	1	1
1508	первая из	2	1
1509	в роли	1	1
1510	в умении	1	1
1511	осмыслить и	1	1
1512	напомним только	1	1
1513	в понятие	1	1
1514	так называемым	1	1
1515	обойтись без	1	1
1516	произведения от	1	1
1517	и главным	2	1
1518	количество и	1	1
1519	художественной литературы	1	1
1520	простых смертных	1	1
1521	существует ли	1	1
1522	образом от	1	1
1523	мир а	1	1
1524	типы и	1	1
1525	занимает и	1	1
1526	не представляет	1	1
1527	связанных с	1	1
1528	художников и	1	1
1529	связанной с	1	1
1530	и изобразить	2	1
1531	процесс и	1	1
1532	и связанное	1	1
1533	к двум	1	1
1534	и явлений	1	1
1535	в данной	1	1
1536	говорит современный	1	1
1537	начиная с	2	1
1538	жизни к	1	1
1539	лев толстой	1	1
1540	его действительной	1	1
1541	не имели	1	1
1542	формы для	1	1
1543	словесного материала	1	1
1544	следующие положения	1	1
1545	романа или	1	1
1546	в основании	1	1
1547	к полному	1	1
1548	в элементарном	1	1
1549	в м	1	1
1550	о начале	1	1
1551	подобного рода	1	1
1552	теории нет	1	1
1553	и том	2	1
1554	как молния	1	1
1555	верно замечает	1	1
1556	в формировании	1	1
1557	вполне согласуется	1	1
1558	смерть и	1	1
1559	понятие или	1	1
1560	как об	2	1
1561	эти годы	1	1
1562	ассоциации представлений	1	1
1563	разума и	3	1
1564	любой из	1	1
1565	о картине	1	1
1566	свою душу	1	1
1567	сущность и	1	1
1568	другой мы	1	1
1569	он поясняет	1	1
1570	ее а	1	1
1571	в определенном	1	1
1572	произведения или	1	1
1573	для данной	1	1
1574	форму в	1	1
1575	в формы	1	1
1576	смысл искусства	1	1
1577	обходятся без	1	1
1578	нет это	1	1
1579	не приводят	1	1
1580	два примера	1	1
1581	о другой	1	1
1582	же явление	1	1
1583	материалом как	1	1
1584	всего сказанного	2	1
1585	всю его	1	1
1586	задач и	1	1
1587	деятельности это	1	1
1588	этого рода	2	1
1589	относится например	1	1
1590	причин и	1	1
1591	в свои	1	1
1592	что будет	1	1
1593	тургенева и	2	1
1594	в другую	3	1
1595	еще что	1	1
1596	осознается как	1	1
1597	на высоту	1	1
1598	борьбы и	1	1
1599	органической связи	2	1
1600	порядка а	1	1
1601	чтобы ответить	1	1
1602	их последовательность	1	1
1603	или даже	1	1
1604	становится понятным	1	1
1605	другом месте	2	1
1606	противном случае	2	1
1607	план как	3	1
1608	над вещью	1	1
1609	не заключается	1	1
1610	художественных образах	1	1
1611	в действительной	1	1
1612	что например	3	1
1613	не создает	1	1
1614	фрейд в	1	1
1615	сознания потому	1	1
1616	то непосредственное	1	1
1617	этих элементов	1	1
1618	говорит об	2	1
1619	природы с	1	1
1620	эти же	1	1
1621	сказанного выше	2	1
1622	но этим	1	1
1623	фрейд и	1	1
1624	и отдельных	3	1
1625	с чрезвычайной	2	1
1626	эти тенденции	1	1
1627	установить между	1	1
1628	и зрителей	1	1
1629	этому закону	1	1
1630	почти с	1	1
1631	воображению и	1	1
1632	полнее и	1	1
1633	комбинации образов	1	1
1634	видов искусства	1	1
1635	здесь можно	1	1
1636	план который	3	1
1637	говорить не	3	1
1638	эти утверждения	1	1
1639	своего творчества	3	1
1640	а по	1	1
1641	есть и	1	1
1642	или другого	1	1
1643	общественной среды	1	1
1644	ним не	1	1
1645	особый вид	1	1
1646	гете и	2	1
1647	статье о	1	1
1648	художником и	1	1
1649	числе и	2	1
1650	же на	1	1
1651	существу в	1	1
1652	решающую роль	1	1
1653	к изучению	1	1
1654	мы бы	1	1
1655	это видно	2	1
1656	вещи для	1	1
1657	не представляют	1	1
1658	о каждой	1	1
1659	впасть в	1	1
1660	происходит в	1	1
1661	может вызвать	1	1
1662	каком направлении	1	1
1663	сферу его	1	1
1664	их на	1	1
1665	которой являются	1	1
1666	вообще вне	1	1
1667	он пытался	1	1
1668	зрителя слушателя	1	1
1669	однако все	1	1
1670	толстой очень	1	1
1671	художественное творчество	6	1
1672	явление очень	1	1
1673	и трудно	3	1
1674	некоторые черты	1	1
1675	ничего иного	1	1
1676	какое-либо произведение	1	1
1677	говорил то	1	1
1678	что один	1	1
1679	когда все	1	1
1680	лиц с	1	1
1681	пушкин в	3	1
1682	и целиком	1	1
1683	говорил а	1	1
1684	религии и	1	1
1685	этого в	1	1
1686	вещи в	1	1
1687	перед собою	1	1
1688	рассказывает об	1	1
1689	можно и	1	1
1690	самого себя	2	1
1691	всего человека	1	1
1692	картины в	2	1
1693	от индивидуального	1	1
1694	воображение и	2	1
1695	его письмо	1	1
1696	он всегда	1	1
1697	только нет	1	1
1698	или по	1	1
1699	момента в	1	1
1700	в обыденной	1	1
1701	творчества для	1	1
1702	через сеть	1	1
1703	оказывается не	1	1
1704	а вот	3	1
1705	это обычно	1	1
1706	посмотрим насколько	1	1
1707	и свой	1	1
1708	и достоевский	2	1
1709	наконец у	1	1
1710	произведения а	2	1
1711	процесс этот	1	1
1712	случае он	1	1
1713	анне карениной	1	1
1714	по мере	1	1
1715	исторического развития	1	1
1716	однако при	1	1
1717	вещь в	1	1
1718	а во-вторых	2	1
1719	проблемы в	1	1
1720	по их	1	1
1721	результате этого	1	1
1722	все художественное	1	1
1723	то несколько	1	1
1724	она представляется	1	1
1725	стороны в	2	1
1726	и процессов	2	1
1727	только начинается	1	1
1728	и творчества	1	1
1729	необходимо для	1	1
1730	начинается с	2	1
1731	герои не	1	1
1732	художнику и	1	1
1733	сад и	1	1
1734	а именно	1	1
1735	шиллер в	1	1
1736	о судьбе	1	1
1737	года и	2	1
1738	творческого акта	1	1
1739	к простым	1	1
1740	и никем	1	1
1741	их отношение	1	1
1742	он вполне	1	1
1743	у достоевского	1	1
1744	собственно говоря	1	1
1745	на предыдущих	1	1
1746	его произведении	1	1
1747	общественной идеологии	1	1
1748	своем рассказе	1	1
1749	начнем с	2	1
1750	от различных	2	1
1751	произведения которое	1	1
1752	моменты в	1	1
1753	в дальнейшем	1	1
1754	сложное целое	1	1
1755	вишневом саду	1	1
1756	поле сознания	1	1
1757	и повторение	1	1
1758	ответить на	1	1
1759	это с	1	1
1760	число раз	1	1
1761	относя за	1	1
1762	художественного образа	1	1
1763	говорит по	1	1
1764	духовной жизни	1	1
1765	точно говорит	1	1
1766	приходится говорить	2	1
1767	входит в	1	1
1768	рождается из	2	1
1769	наблюдается и	2	1
1770	для определенного	1	1
1771	психики а	1	1
1772	и стиль	1	1
1773	уже о	1	1
1774	одному тому	2	1
1775	искусстве нет	1	1
1776	о достоевском	1	1
1777	практике но	1	1
1778	старика и	1	1
1779	основные признаки	1	1
1780	об изоляции	1	1
1781	в различных	2	1
1782	самый факт	2	1
1783	их вызывает	1	1
1784	ясно из	1	1
1785	действительностью в	1	1
1786	повестей белкина	1	1
1787	себе ту	1	1
1788	на море	1	1
1789	мы полагаем	1	1
1790	художественная деятельность	1	1
1791	и называются	1	1
1792	этого мира	1	1
1793	же автор	1	1
1794	или говоря	1	1
1795	предприятие это	1	1
1796	творчество для	1	1
1797	по которой	1	1
1798	о создании	1	1
1799	каждого произведения	1	1
1800	относится скорее	1	1
1801	рассказывает эти	1	1
1802	что мысль	1	1
1803	направленных к	1	1
1804	о наслаждении	1	1
1805	я с	1	1
1806	момент в	3	1
1807	нам остается	2	1
1808	материалов и	1	1
1809	как говорил	2	1
1810	каждый образ	2	1
1811	связанное с	2	1
1812	в системе	2	1
1813	в плоть	1	1
1814	же выводу	1	1
1815	искусстве но	1	1
1816	дает возможность	1	1
1817	звуков и	1	1
1818	своего развития	1	1
1819	толстой о	2	1
1820	ее как	2	1
1821	значительными аргументами	1	1
1822	в шкловский	1	1
1823	закону который	1	1
1824	следует отметить	1	1
1825	не противоречит	1	1
1826	и путаная	1	1
1827	и творческий	1	1
1828	из следующих	1	1
1829	и служит	1	1
1830	же заключается	1	1
1831	от природы	1	1
1832	этот флер	1	1
1833	и поэтом	1	1
1834	а тот	1	1
1835	есть его	1	1
1836	а и	1	1
1837	гоголь в	4	1
1838	нашей схеме	2	1
1839	отличия от	2	1
1840	является конструктивное	1	1
1841	его работу	1	1
1842	и через	2	1
1843	значит не	1	1
1844	за эти	2	1
1845	расценивал как	1	1
1846	научного и	1	1
1847	проще и	1	1
1848	ее подругой	1	1
1849	правильного понимания	1	1
1850	к творческому	1	1
1851	говорит в	3	1
1852	наконец в-третьих	1	1
1853	приступать к	1	1
1854	решение этой	1	1
1855	воображения не	2	1
1856	под воздействием	1	1
1857	теми или	1	1
1858	представляют собою	2	1
1859	и иметь	1	1
1860	процесс мы	1	1
1861	же при	1	1
1862	по ее	1	1
1863	между прочим	2	1
1864	долго и	1	1
1865	философии к	1	1
1866	чисто звуковые	1	1
1867	служит для	1	1
1868	следующими словами	1	1
1869	тип если	1	1
1870	в плоскости	1	1
1871	например как	2	1
1872	толстой говорил	1	1
1873	собою и	2	1
1874	очевидным как	1	1
1875	и отдельные	2	1
1876	он склонен	1	1
1877	с к	1	1
1878	всех видов	1	1
1879	необходимость в	2	1
1880	по обычным	1	1
1881	и познания	2	1
1882	стихотворение по	1	1
1883	образов которые	1	1
1884	впечатления всегда	1	1
1885	материала является	1	1
1886	в нечто	1	1
1887	близко к	1	1
1888	и мук	2	1
1889	его общей	1	1
1890	его творчества	1	1
1891	явления в	2	1
1892	образ как	1	1
1893	плана и	3	1
1894	по другому	1	1
1895	это совсем	1	1
1896	формой этого	1	1
1897	и определяет	1	1
1898	и миром	1	1
1899	представление как	1	1
1900	бы уже	1	1
1901	присущи и	1	1
1902	ними в	1	1
1903	художником в	1	1
1904	у которого	1	1
1905	художественными образами	1	1
1906	фабулы в	1	1
1907	это вопрос	1	1
1908	из писем	2	1
1909	многие годы	1	1
1910	толстой но	1	1
1911	напряжения и	1	1
1912	и очевидно	1	1
1913	эту же	2	1
1914	довольно верно	1	1
1915	свете этих	1	1
1916	это правило	1	1
1917	же роман	1	1
1918	не чувственное	1	1
1919	их к	1	1
1920	всех сторон	1	1
1921	мысль в	1	1
1922	музыкальное исполнение	1	1
1923	если они	2	1
1924	основываясь на	2	1
1925	этих теорий	1	1
1926	но вот	2	1
1927	вопросу и	1	1
1928	и особенно	1	1
1929	проявляются в	1	1
1930	заключался в	1	1
1931	указано выше	1	1
1932	эту задачу	1	1
1933	говорит но	1	1
1934	человеческой личности	1	1
1935	о работе	3	1
1936	технику своего	1	1
1937	не дело	1	1
1938	за скобки	2	1
1939	протекать в	1	1
1940	следует ли	1	1
1941	этой художественной	1	1
1942	эти отдельные	1	1
1943	и сводятся	1	1
1944	по принципу	1	1
1945	аппарат для	1	1
1946	самого художника	1	1
1947	материал таким	1	1
1948	в большом	1	1
1949	показывают как	1	1
1950	же теории	1	1
1951	данные в	1	1
1952	художественного познания	1	1
1953	сущность его	1	1
1954	и автор	1	1
1955	смысла в	1	1
1956	за это	1	1
1957	эмоцию в	1	1
1958	связанная с	1	1
1959	не завершается	1	1
1960	с общими	1	1
1961	к уничтожению	1	1
1962	перестанет быть	1	1
1963	их следует	1	1
1964	о своей	1	1
1965	образ выходит	1	1
1966	в анне	1	1
1967	различая их	1	1
1968	однако чтобы	1	1
1969	не знать	1	1
1970	собою в	1	1
1971	в итоге	1	1
1972	с большей	1	1
1973	что свои	1	1
1974	в следующей	1	1
1975	дальше и	1	1
1976	что вам	1	1
1977	в которые	1	1
1978	и художника	3	1
1979	что рассказывает	3	1
1980	из действующих	1	1
1981	развиваются как	1	1
1982	действительность или	1	1
1983	философии а	1	1
1984	попал в	3	1
1985	как художественное	1	1
1986	признается в	1	1
1987	действительно необходимо	1	1
1988	себе десятки	1	1
1989	из элементов	3	1
1990	со всех	1	1
1991	его содержания	1	1
1992	в борьбу	1	1
1993	самого автора	1	1
1994	социальной функции	1	1
1995	эта мысль	1	1
1996	из сферы	1	1
1997	о своем	2	1
1998	идеи в	2	1
1999	что чтение	1	1
2000	той социальной	1	1
2001	образом по	2	1
2002	от посторонних	1	1
2003	образом не	3	1
2004	из рассказа	2	1
2005	несколько сцен	1	1
2006	соответствии с	1	1
2007	и многих	2	1
2008	эстетики но	1	1
2009	тенденции к	1	1
2010	может ограничиться	1	1
2011	громадное значение	1	1
2012	вся область	1	1
2013	смешивать с	1	1
2014	самый элементарный	1	1
2015	забывать что	1	1
2016	л толстой	12	1
2017	месте в	1	1
2018	разрозненные элементы	1	1
2019	является уже	1	1
2020	материала из	1	1
2021	только наиболее	1	1
2022	толстой в	2	1
2023	анной карениной	3	1
2024	а об	1	1
2025	и следует	1	1
2026	чуть ли	2	1
2027	сопоставить эти	1	1
2028	у писемского	1	1
2029	и высшие	1	1
2030	в художественных	1	1
2031	жизнь его	1	1
2032	заключена в	1	1
2033	в социальном	1	1
2034	которые для	1	1
2035	поэтому что	1	1
2036	гораздо сложнее	1	1
2037	не материал	1	1
2038	светлое поле	1	1
2039	ни с	2	1
2040	свидетельствует о	1	1
2041	том числе	2	1
2042	от социальных	1	1
2043	это особенно	2	1
2044	аллегории и	1	1
2045	вливается в	1	1
2046	и разные	1	1
2047	как особый	2	1
2048	то прежде	1	1
2049	так пушкин	1	1
2050	лицом к	1	1
2051	из форм	1	1
2052	шекспир как	1	1
2053	без нее	1	1
2054	непосредственное впечатление	1	1
2055	и непосредственно	2	1
2056	том можно	1	1
2057	является таким	1	1
2058	всех душевных	1	1
2059	можно установить	1	1
2060	человека это	1	1
2061	был только	1	1
2062	не видеть	1	1
2063	самые разнообразные	1	1
2064	же по	1	1
2065	прямо противоположные	1	1
2066	как увидим	1	1
2067	каждом отдельном	2	1
2068	виду что	1	1
2069	чем отличается	1	1
2070	помощи которых	1	1
2071	поставлена во	1	1
2072	что перед	1	1
2073	стоящих перед	1	1
2074	не хватает	1	1
2075	что а	1	1
2076	природу и	1	1
2077	и следовало	1	1
2078	является не	4	1
2079	художника как	2	1
2080	мира и	3	1
2081	этим самым	1	1
2082	у художников	2	1
2083	единство и	1	1
2084	онегина не	1	1
2085	за его	1	1
2086	нежели к	1	1
2087	очень многие	2	1
2088	как общая	1	1
2089	таково в	1	1
2090	к примеру	1	1
2091	же искусство	1	1
2092	не говоря	1	1
2093	еще до	1	1
2094	отцов и	1	1
2095	в последовательном	1	1
2096	личности в	1	1
2097	выводу приходит	1	1
2098	тут и	1	1
2099	так до	1	1
2100	от характера	2	1
2101	сознание как	1	1
2102	и социальной	2	1
2103	у художника	2	1
2104	отдельных сцен	1	1
2105	авторы например	1	1
2106	путем чисто	1	1
2107	художника в	6	1
2108	очень близко	1	1
2109	и образов	5	1
2110	однако если	1	1
2111	более значительными	1	1
2112	самой сложной	1	1
2113	эти формы	1	1
2114	познания или	1	1
2115	лени и	1	1
2116	непосредственно данное	1	1
2117	творчестве но	1	1
2118	частности в	2	1
2119	акте и	1	1
2120	война и	2	1
2121	явлений в	1	1
2122	этого образа	1	1
2123	имеет свои	1	1
2124	было указано	1	1
2125	соотношение между	1	1
2126	между описанием	1	1
2127	различной степени	1	1
2128	как изображает	1	1
2129	всех его	2	1
2130	основе этого	1	1
2131	определена как	1	1
2132	со своими	1	1
2133	элементов в	1	1
2134	большом количестве	1	1
2135	эту внутреннюю	1	1
2136	та или	3	1
2137	и борьба	1	1
2138	действительности не	1	1
2139	из критического	1	1
2140	и благодаря	1	1
2141	в театре	1	1
2142	этом и	2	1
2143	группы только	1	1
2144	связи между	1	1
2145	анализа и	1	1
2146	звуковая форма	1	1
2147	нужно признать	1	1
2148	их можно	1	1
2149	содержания на	1	1
2150	эти образы	1	1
2151	искусство это	1	1
2152	явствует из	1	1
2153	каждым из	1	1
2154	в схеме	1	1
2155	гете говорил	2	1
2156	можно свести	1	1
2157	определить как	2	1
2158	положению вещей	1	1
2159	вопрос гораздо	1	1
2160	бессознательных процессов	1	1
2161	как активное	1	1
2162	с реальным	1	1
2163	сохранившихся в	1	1
2164	в известной	2	1
2165	познавательного процесса	1	1
2166	персонажей и	2	1
2167	с принципом	1	1
