N	2gram	Bakhtin_sl	Komedia
1315	к полному	1	1
1316	мы еще	1	1
1317	его стихи	1	1
1318	прибегает к	1	1
1319	точку зрения	6	1
1320	последнего времени	2	1
1321	иногда в	2	1
1322	к окружающему	1	1
1323	с каким	2	1
1324	его можно	1	1
1325	направлены на	1	1
1326	в толпе	2	1
1327	жизни но	2	1
1328	заставляет его	2	1
1329	самое слово	2	1
1330	не знают	1	1
1331	и противоречия	1	1
1332	принимая его	1	1
1333	попадает в	1	1
1334	широкое значение	1	1
1335	него из	1	1
1336	вокруг него	4	1
1337	значение в	2	1
1338	касается самого	1	1
1339	выходит за	3	1
1340	здесь правда	1	1
1341	таких же	1	1
1342	различие между	1	1
1343	ни с	1	1
1344	борьба и	1	1
1345	всех сторон	1	1
1346	в последней	1	1
1347	художественный прием	1	1
1348	и того	1	1
1349	для всякого	1	1
1350	пределах того	4	1
1351	всех возможных	1	1
1352	быть отнесены	1	1
1353	нас здесь	2	1
1354	чего не	1	1
1355	хотя может	1	1
1356	речи так	1	1
1357	сложившихся в	1	1
1358	только его	1	1
1359	его аудитории	1	1
1360	ему только	1	1
1361	от времени	1	1
1362	это ощущение	1	1
1363	как у	2	1
1364	был в	1	1
1365	из своих	2	1
1366	не сомневается	1	1
1367	на самом	2	1
1368	богатство и	1	1
1369	чем он	2	1
1370	не допускает	1	1
1371	в русском	1	1
1372	различия между	3	1
1373	далека от	1	1
1374	в ином	1	1
1375	это отношение	2	1
1376	себя среди	1	1
1377	только он	1	1
1378	мнения и	1	1
1379	непосредственно в	1	1
1380	и прямое	1	1
1381	все художественные	1	1
1382	служит предметом	1	1
1383	пределах одной	3	1
1384	и единственного	6	1
1385	в диалог	1	1
1386	наших дней	2	1
1387	борьба происходящая	1	1
1388	что уже	1	1
1389	этот рассказ	1	1
1390	дело в	2	1
1391	та же	1	1
1392	исходят из	1	1
1393	и новых	1	1
1394	и противоречий	1	1
1395	на тему	1	1
1396	индивидуальности поэта	1	1
1397	сама по	2	1
1398	последние два	1	1
1399	в ряде	1	1
1400	словом и	9	1
1401	самого поэта	2	1
1402	долгое время	1	1
1403	говорить об	1	1
1404	могла быть	1	1
1405	или даже	5	1
1406	говорят о	1	1
1407	введенные в	2	1
1408	соединяется с	1	1
1409	противном случае	1	1
1410	мира и	4	1
1411	не от	1	1
1412	противоречий между	1	1
1413	на одном	1	1
1414	в соединении	1	1
1415	остановимся на	2	1
1416	ней нет	1	1
1417	и идеологических	1	1
1418	и художественного	1	1
1419	в условиях	3	1
1420	но уже	2	1
1421	или их	1	1
1422	людям и	1	1
1423	всем различии	3	1
1424	свет на	1	1
1425	его же	4	1
1426	признание и	1	1
1427	законченные высказывания	1	1
1428	как все	1	1
1429	в создании	1	1
1430	мы к	1	1
1431	но конечно	1	1
1432	другом случае	3	1
1433	различии в	1	1
1434	жанра именно	1	1
1435	основе его	1	1
1436	стоит и	1	1
1437	и свои	2	1
1438	вообще очень	1	1
1439	отказа от	1	1
1440	конечно это	1	1
1441	того или	2	1
1442	реагирует на	1	1
1443	и эти	2	1
1444	как ни	2	1
1445	из образов	1	1
1446	по которому	1	1
1447	не укладывается	2	1
1448	оно в	1	1
1449	его тем	1	1
1450	возможны и	2	1
1451	на задний	1	1
1452	конкретные вопросы	1	1
1453	поэт не	1	1
1454	из диалога	1	1
1455	за все	1	1
1456	потребность в	1	1
1457	источников в	1	1
1458	чувствовал ли	1	1
1459	он принимает	2	1
1460	и почти	3	1
1461	определяет все	1	1
1462	и ни	1	1
1463	также и	5	1
1464	сам рассказчик	1	1
1465	человеком как	1	1
1466	иное чем	1	1
1467	облик и	2	1
1468	на слова	1	1
1469	быть и	6	1
1470	и слова	6	1
1471	в прошлом	2	1
1472	высказывания в	2	1
1473	п или	1	1
1474	из видов	1	1
1475	самую сущность	1	1
1476	и способы	2	1
1477	смысл его	2	1
1478	и всех	1	1
1479	его отношение	1	1
1480	на книгу	1	1
1481	которых они	1	1
1482	этой работы	1	1
1483	быть также	2	1
1484	с различными	6	1
1485	по всей	3	1
1486	жил в	1	1
1487	как для	1	1
1488	в понимании	3	1
1489	фоне которых	1	1
1490	начале xx	1	1
1491	можно сказать	2	1
1492	из признания	1	1
1493	даже как	2	1
1494	этом и	1	1
1495	речь и	3	1
1496	в общественном	1	1
1497	дни в	1	1
1498	действительному или	1	1
1499	как за	1	1
1500	по аналогии	1	1
1501	действительно не	2	1
1502	в чисто	4	1
1503	или иной	13	1
1504	ряде случаев	1	1
1505	как игра	1	1
1506	и прежде	1	1
1507	в передаче	1	1
1508	каком направлении	1	1
1509	мы слышим	1	1
1510	очень трудно	2	1
1511	хотя он	1	1
1512	этой силы	1	1
1513	человек не	1	1
1514	может и	1	1
1515	ответственного за	1	1
1516	ведь и	1	1
1517	лучшем случае	3	1
1518	призывы к	1	1
1519	к совершенно	1	1
1520	для эпохи	1	1
1521	далеких от	1	1
1522	именно это	1	1
1523	и ничего	1	1
1524	эпохи и	2	1
1525	не можем	1	1
1526	и наконец	9	1
1527	автора и	6	1
1528	момент его	4	1
