N	2gram	Berdyaev_M	StatiiOP
1320	и исторических	1	1
1321	истории он	2	1
1322	не отражает	1	1
1323	личности но	2	1
1324	только один	3	1
1325	то все	2	1
1326	которые должны	1	1
1327	мечты о	1	1
1328	не интересует	1	1
1329	к одному	2	1
1330	он многое	1	1
1331	котором она	1	1
1332	него с	1	1
1333	на примере	1	1
1334	обращения с	1	1
1335	последних двух	1	1
1336	ровно в	1	1
1337	его поэтому	1	1
1338	слабы и	1	1
1339	а лишь	3	1
1340	только имеет	1	1
1341	в обществе	1	1
1342	принадлежит уже	2	1
1343	лишь одна	2	1
1344	и там	10	1
1345	переход от	1	1
1346	особенно интересен	1	1
1347	стыд и	2	1
1348	все уже	2	1
1349	что совершается	1	1
1350	понимая что	1	1
1351	весь в	5	1
1352	при котором	1	1
1353	это тем	1	1
1354	всегда в	1	1
1355	сына с	1	1
1356	именно чтобы	1	1
1357	но некоторое	1	1
1358	человечества и	1	1
1359	история была	1	1
1360	состоянию в	1	1
1361	трагическое столкновение	1	1
1362	раскрытия этой	1	1
1363	путь этот	1	1
1364	не стоит	1	1
1365	от плоти	3	1
1366	по внешним	1	1
1367	наук и	2	1
1368	не одну	1	1
1369	не видит	1	1
1370	друг друга	12	1
1371	и после	1	1
1372	не из	1	1
1373	революции а	1	1
1374	же он	1	1
1375	в самой	8	1
1376	жизни не	2	1
1377	протяжении всего	1	1
1378	они были	2	1
1379	обратиться к	1	1
1380	было глубоко	1	1
1381	человека но	5	1
1382	это непременно	1	1
1383	понять эту	1	1
1384	высшей степени	4	1
1385	вокруг которого	2	1
1386	к западной	1	1
1387	почве этого	1	1
1388	которому он	1	1
1389	не знают	4	1
1390	всегда была	2	1
1391	и такой	1	1
1392	в более	4	1
1393	соединения в	1	1
1394	знать что	1	1
1395	все величайшие	1	1
1396	и достоинство	1	1
1397	ему в	1	1
1398	столкновение двух	1	1
1399	с начала	1	1
1400	не во	1	1
1401	льва толстого	1	1
1402	не нужен	1	1
1403	без разбора	1	1
1404	в последней	2	1
1405	как такие	1	1
1406	тем он	2	1
1407	до последних	3	1
1408	к соединению	2	1
1409	он становится	1	1
1410	него была	2	1
1411	тому чтобы	2	1
1412	этот был	1	1
1413	для всего	1	1
1414	будет до	2	1
1415	только великий	1	1
1416	не отражается	1	1
1417	ведут как	1	1
1418	которое должно	1	1
1419	себя на	1	1
1420	о нем	2	1
1421	самого последнего	2	1
1422	и тут	1	1
1423	и наоборот	1	1
1424	легенде о	2	1
1425	со своим	2	1
1426	то мы	1	1
1427	отразился в	1	1
1428	темам он	1	1
1429	имел в	1	1
1430	чтобы получить	2	1
1431	на одной	2	1
1432	этим именем	1	1
1433	а все	1	1
1434	но одно	1	1
1435	легенды о	3	1
1436	по ту	1	1
1437	слова а	1	1
1438	вражда к	2	1
1439	участие в	1	1
1440	не превращает	1	1
1441	все равно	3	1
1442	зрения его	1	1
1443	целиком в	1	1
1444	каком-то более	1	1
1445	когда говорил	1	1
1446	очень существенно	1	1
1447	от всех	2	1
1448	тесно связано	1	1
1449	а о	1	1
1450	в свои	2	1
1451	им с	1	1
1452	а даны	1	1
1453	вот это	1	1
1454	которое было	1	1
1455	склонность к	1	1
1456	к жизни	1	1
1457	судьбу эта	1	1
1458	лежит на	1	1
1459	является лишь	1	1
1460	он никогда	3	1
1461	на одном	1	1
1462	в еще	1	1
1463	этой борьбе	1	1
1464	только и	7	1
1465	право на	1	1
1466	отвечает не	1	1
1467	не стал	2	1
1468	дело и	1	1
1469	за его	2	1
1470	как все	1	1
1471	мысли в	1	1
1472	связаны с	1	1
1473	бессилен овладеть	1	1
1474	идет к	2	1
1475	бы его	2	1
1476	главный источник	1	1
1477	историки литературы	1	1
1478	но те	1	1
1479	не обладал	1	1
1480	ко всему	2	1
1481	том случае	1	1
1482	указывали на	1	1
1483	связываются с	1	1
1484	наука о	1	1
1485	xx века	1	1
1486	он ни	2	1
1487	человек для	1	1
1488	творчество пушкина	1	1
1489	у кого	2	1
1490	употреблялось в	1	1
1491	овладеть этой	1	1
1492	будет видно	1	1
1493	чувствует свою	1	1
1494	с какой-то	1	1
1495	значение но	1	1
1496	две стороны	1	1
1497	с новыми	2	1
1498	он принадлежит	2	1
1499	пути этого	1	1
1500	и почти	1	1
1501	на той	1	1
1502	тому как	2	1
1503	силе и	1	1
1504	своем отношении	1	1
1505	степени не	1	1
1506	одни и	2	1
1507	его другим	1	1
1508	больше и	1	1
1509	не любя	1	1
1510	не находит	1	1
1511	характерно для	1	1
1512	к тем	2	1
1513	тема в	1	1
1514	образа в	1	1
1515	писателем его	1	1
1516	не с	1	1
1517	есть и	6	1
1518	пор не	1	1
1519	оказывается что	2	1
1520	было еще	2	1
1521	этот центральный	1	1
1522	нужно принимать	1	1
1523	чего же	2	1
1524	и беспощадно	1	1
1525	у нее	1	1
1526	по сравнению	3	1
1527	и всякая	1	1
1528	уходит в	1	1
1529	связано и	1	1
1530	с первого	1	1
1531	означает что	3	1
1532	это один	1	1
1533	решать этот	1	1
1534	величайшим русским	1	1
1535	его судьба	3	1
1536	верил в	1	1
1537	почему это	1	1
1538	него и	3	1
1539	очень интересно	1	1
1540	не быть	2	1
1541	на путь	2	1
1542	или так	1	1
1543	в понимании	1	1
1544	и самого	2	1
1545	и много	2	1
1546	для дела	1	1
1547	бы еще	1	1
1548	в высшей	4	1
1549	эту мысль	1	1
1550	настаивать на	1	1
1551	с таким	2	1
1552	самом себе	1	1
1553	нет как	1	1
1554	всей нашей	1	1
1555	не интересовала	1	1
1556	к новому	2	1
1557	говорить об	1	1
1558	все еще	2	1
1559	совести и	2	1
1560	идет не	1	1
1561	себя а	1	1
1562	об этой	1	1
1563	он более	1	1
1564	в бурной	1	1
1565	пришел к	1	1
1566	бы установить	1	1
1567	этим связано	1	1
1568	человек не	17	1
1569	интересен в	1	1
1570	в разговоре	1	1
1571	ни был	1	1
1572	жизни русской	1	1
1573	его творчество	2	1
1574	великих и	1	1
1575	еще страшнее	1	1
1576	был обращен	1	1
1577	есть не	9	1
1578	совершается в	1	1
1579	момент его	2	1
1580	такие явления	1	1
