N	2gram	Losev_Dial	RusskieA
1324	разницы между	1	1
1325	и оно	2	1
1326	это было	4	1
1327	не бывало	2	1
1328	пока не	2	1
1329	так а	1	1
1330	и самой	1	1
1331	этих элементов	1	1
1332	было ни	1	1
1333	еще с	1	1
1334	как все	2	1
1335	в меру	5	1
1336	что часто	1	1
1337	ему не	1	1
1338	эти же	1	1
1339	ко мне	2	1
1340	всю прыть	1	1
1341	какое значение	1	1
1342	не прибавляют	1	1
1343	сказать только	1	1
1344	того или	1	1
1345	евгений онегин	1	1
1346	его отношении	1	1
1347	и эти	2	1
1348	указывали на	1	1
1349	в полной	2	1
1350	же с	1	1
1351	к свету	3	1
1352	каждая из	1	1
1353	дальнейшая судьба	1	1
1354	по которому	2	1
1355	оно в	1	1
1356	которые могли	1	1
1357	египетской религии	1	1
1358	которую мы	1	1
1359	по дороге	1	1
1360	составные элементы	1	1
1361	это как	3	1
1362	в самых	1	1
1363	не могу	9	1
1364	и мифологическое	1	1
1365	и ни	7	1
1366	который мы	1	1
1367	также и	7	1
1368	одну из	1	1
1369	не по	2	1
1370	с существом	1	1
1371	бы дать	1	1
1372	обитают на	1	1
1373	на другое	1	1
1374	у того	1	1
1375	и может	7	1
1376	а по	1	1
1377	наоборот в	2	1
1378	например к	1	1
1379	есть ли	3	1
1380	особый тип	1	1
1381	в науке	3	1
1382	же что	1	1
1383	говоря о	2	1
1384	или его	2	1
1385	учения о	2	1
1386	стороны и	4	1
1387	как явление	1	1
1388	от того	2	1
1389	д в	1	1
1390	человека с	1	1
1391	к которой	1	1
1392	или как	2	1
1393	при всем	1	1
1394	сцену а	1	1
1395	идет речь	2	1
1396	еще на	3	1
1397	этой теории	1	1
1398	как из	3	1
1399	несмотря ни	1	1
1400	люди не	1	1
1401	и время	4	1
1402	же самое	3	1
1403	явление в	1	1
1404	со своими	2	1
1405	содержанием и	2	1
1406	образом есть	1	1
1407	попала в	1	1
1408	них нет	2	1
1409	они ничем	1	1
1410	дня и	1	1
1411	мы сейчас	1	1
1412	которой уже	1	1
1413	в голову	2	1
1414	чем именно	1	1
1415	жизни и	9	1
1416	и женщина	1	1
1417	говорить об	1	1
1418	не характерно	1	1
1419	жениться на	1	1
1420	и сущность	1	1
1421	нуждается в	6	1
1422	образ его	1	1
1423	он слышал	1	1
1424	ли в	1	1
1425	надо было	1	1
1426	в мышлении	1	1
1427	однако все	1	1
1428	хотя они	1	1
1429	именно это	1	1
1430	и совершенно	4	1
1431	смысл что	1	1
1432	что основное	1	1
1433	поставленного выше	1	1
1434	есть не	8	1
1435	можно указать	2	1
