N	2gram	Vinokur_St	Marksizm
1309	эти вопросы	3	1
1310	в прозе	1	1
1311	действия но	1	1
1312	а если	2	1
1313	пушкина еще	1	1
1314	отрывков из	1	1
1315	же во	1	1
1316	и стилистической	1	1
1317	всё что	1	1
1318	в роли	1	1
1319	плоть от	1	1
1320	в течение	7	1
1321	на отношения	1	1
1322	в иной	1	1
1323	один только	1	1
1324	его исторического	1	1
1325	о котором	2	1
1326	бы по	1	1
1327	таком виде	2	1
1328	истории но	1	1
1329	где даны	1	1
1330	по сравнению	1	1
1331	на два	1	1
1332	бы ему	1	1
1333	а может	1	1
1334	иных случаях	2	1
1335	в середине	2	1
1336	характер является	1	1
1337	интерес и	1	1
1338	место у	1	1
1339	то все	1	1
1340	со всей	1	1
1341	значение для	2	1
1342	в которую	2	1
1343	в это	3	1
1344	приводит в	2	1
1345	у каждого	1	1
1346	котором она	1	1
1347	на основании	2	1
1348	имеют прямого	1	1
1349	имеет никакого	1	1
1350	времени и	4	1
1351	которая конечно	1	1
1352	с фактической	1	1
1353	при помощи	4	1
1354	в обоих	2	1
1355	слабы и	1	1
1356	никаких оснований	2	1
1357	например во	2	1
1358	и устойчивой	1	1
1359	образом не	2	1
1360	самым значительным	1	1
1361	и там	1	1
1362	его действительное	1	1
1363	целое в	1	1
1364	основан на	1	1
1365	соответствии с	1	1
1366	каждой из	1	1
1367	о причинах	1	1
1368	громадным трудом	1	1
1369	время был	1	1
1370	словами и	1	1
1371	направлении и	1	1
1372	важны не	1	1
1373	научной жизни	1	1
1374	которым мы	1	1
1375	для изучения	4	1
1376	лишь о	1	1
1377	что я	3	1
1378	в образе	3	1
1379	слова он	1	1
1380	именно то	1	1
1381	в каждый	1	1
1382	и глубоким	1	1
1383	том же	3	1
1384	в каком-то	2	1
1385	знаком с	1	1
1386	характерное для	1	1
1387	формы для	1	1
1388	и проч	1	1
1389	языка но	1	1
1390	в свой	2	1
1391	здесь и	1	1
1392	столько в	1	1
1393	опоры в	1	1
1394	а вовсе	1	1
1395	два года	2	1
1396	видел в	2	1
1397	по отдельным	1	1
1398	то или	3	1
1399	оценке как	1	1
1400	заставляя его	1	1
1401	а об	1	1
1402	из этой	2	1
1403	еще так	1	1
1404	которые в	2	1
1405	к особенностям	1	1
1406	этот термин	1	1
1407	но на	2	1
1408	что ему	2	1
1409	всегда можно	1	1
1410	на какой-то	1	1
1411	проще ли	1	1
1412	смысле что	2	1
1413	ведь именно	1	1
1414	на тех	1	1
1415	о значении	3	1
1416	таком положении	2	1
1417	голоса в	1	1
1418	этого совершенно	1	1
1419	сколько в	2	1
1420	не давая	1	1
1421	у современных	1	1
1422	обсуждается в	1	1
1423	которых он	2	1
1424	или с	2	1
1425	и общей	1	1
1426	не отражается	1	1
1427	и соответствующие	1	1
1428	и кажется	1	1
1429	которому не	1	1
1430	на полемику	2	1
1431	как у	1	1
1432	которые с	1	1
1433	есть но	1	1
1434	перемена в	1	1
1435	на которой	2	1
1436	имел в	1	1
1437	мы находим	4	1
1438	а на	4	1
1439	книгах и	1	1
1440	зависеть от	2	1
1441	же цели	1	1
1442	отказаться от	2	1
1443	реальной действительности	1	1
1444	небольшой отрывок	1	1
1445	и родственных	1	1
1446	сложная и	1	1
1447	ему самому	1	1
1448	и начинается	1	1
1449	это еще	1	1
1450	значение есть	1	1
1451	о каком	1	1
1452	даже прямо	1	1
1453	по существу	3	1
1454	с теми	1	1
1455	теперь еще	1	1
1456	не те	1	1
1457	характер его	1	1
1458	кавказский пленник	1	1
1459	себе в	2	1
1460	индивидуальности своего	1	1
1461	очень много	1	1
1462	в ряде	1	1
1463	в равной	2	1
1464	кто в	1	1
1465	где их	1	1
1466	и без	4	1
1467	не подлежит	2	1
1468	и вовсе	1	1
1469	если и	1	1
1470	введенные в	1	1
1471	другом месте	2	1
1472	при таком	2	1
1473	и понимания	1	1
1474	по своему	2	1
1475	и я	5	1
1476	не относится	1	1
1477	говорить как	1	1
1478	чем мы	1	1
1479	здесь например	1	1
1480	не создает	1	1
1481	были не	2	1
1482	половины xix	1	1
1483	нисколько не	3	1
1484	именно эта	1	1
1485	нашло свое	2	1
1486	этой особой	1	1
1487	один культурный	1	1
1488	является внешним	1	1
1489	так а	2	1
1490	и другим	1	1
1491	в каждой	1	1
1492	дело и	1	1
1493	его же	2	1
1494	является еще	2	1
1495	что тот	2	1
1496	первостепенное значение	1	1
1497	и представляют	1	1
1498	выражения которые	1	1
1499	особенно в	2	1
1500	для языка	1	1
1501	в меру	1	1
1502	другом случае	1	1
1503	ему не	3	1
1504	что наши	1	1
1505	чтобы сделать	2	1
1506	не говоря	2	1
1507	этого он	1	1
1508	в стиле	1	1
1509	его словам	1	1
1510	и снова	1	1
1511	всего необходимо	1	1
1512	и эти	2	1
1513	в третье	1	1
1514	уступает место	1	1
1515	только к	2	1
1516	и найти	1	1
1517	наука о	1	1
1518	и социального	1	1
1519	на один	1	1
1520	ради этой	1	1
1521	каждом из	1	1
1522	всю свою	1	1
1523	относясь к	1	1
1524	не выдерживает	1	1
1525	борьбы это	1	1
1526	особенно не	1	1
1527	на дело	1	1
1528	ни один	2	1
1529	очень близко	1	1
1530	однако если	1	1
1531	отступления от	1	1
1532	объективный факт	1	1
1533	само собою	2	1
1534	степени не	1	1
1535	индивидуальной личности	1	1
1536	на слова	1	1
1537	истории а	1	1
1538	свое утверждение	1	1
1539	на меня	2	1
1540	к тем	1	1
1541	не существовало	1	1
1542	то ее	1	1
1543	образа в	1	1
1544	выйти за	1	1
1545	это две	1	1
1546	от необходимости	1	1
1547	области других	1	1
1548	мы снова	1	1
1549	пор не	1	1
1550	отказ от	1	1
1551	так чтобы	1	1
1552	случаях когда	1	1
1553	всё это	4	1
1554	русского языка	2	1
1555	но дело	1	1
1556	нашей литературы	1	1
1557	и жизни	1	1
1558	вопроса но	1	1
1559	можно найти	3	1
1560	было указано	1	1
1561	входить в	1	1
1562	еще на	1	1
1563	и соответствующая	1	1
1564	очень велико	1	1
1565	вот несколько	2	1
1566	деле конечно	1	1
1567	знает и	2	1
1568	статье о	3	1
1569	также те	1	1
1570	отношение к	3	1
1571	к ней	1	1
1572	которой можно	2	1
1573	пор и	1	1
1574	наконец что	1	1
1575	в литературном	3	1
1576	содержанием и	1	1
1577	в плане	1	1
1578	них нет	2	1
1579	системе как	1	1
1580	того времени	8	1
1581	произведения не	1	1
1582	дело в	9	1
1583	что речи	1	1
1584	нет как	1	1
1585	как увидим	1	1
1586	всей нашей	1	1
1587	взглянем на	1	1
1588	как будто	5	1
1589	грамматики и	1	1
1590	только после	1	1
1591	чем та	1	1
1592	его друзьями	1	1
1593	историк и	1	1
1594	вполне понятным	1	1
1595	ведь и	3	1
1596	лучшем случае	1	1
1597	ни был	1	1
1598	для этого	2	1
1599	отношениями между	1	1
1600	и обратно	1	1
1601	заявил что	1	1
1602	и совершенно	1	1
1603	эпохи и	3	1
1604	он с	1	1
1605	в лице	1	1
1606	речи об	1	1
1607	в чисто	2	1
1608	недоразумение и	1	1
1609	части этого	2	1
