N	2gram	Potebnia_M	Formalny
1314	по поводу	7	1
1315	историю и	1	1
1316	действительности развивается	1	1
1317	были в	1	1
1318	какой степени	1	1
1319	и образования	1	1
1320	стороны других	2	1
1321	а следовательно	1	1
1322	условных знаков	2	1
1323	быть содержанием	1	1
1324	и чувства	3	1
1325	не мог	3	1
1326	общих чертах	1	1
1327	вопрос и	1	1
1328	ломоносову только	1	1
1329	следует еще	1	1
1330	явления а	1	1
1331	как будто	2	1
1332	к языку	6	1
1333	организме и	1	1
1334	в связь	1	1
1335	крайней мере	6	1
1336	понимание в	1	1
1337	истории языка	2	1
1338	рассмотренных нами	1	1
1339	смысле как	1	1
1340	чем более	3	1
1341	а потом	1	1
1342	есть исключительная	1	1
1343	же всего	1	1
1344	представить себе	3	1
1345	несколько слов	1	1
1346	то вопрос	1	1
1347	и важности	1	1
1348	не зная	3	1
1349	него как	1	1
1350	и согласие	1	1
1351	этой задачи	1	1
1352	и последующим	1	1
1353	и мы	1	1
1354	не противоречит	3	1
1355	между его	1	1
1356	к их	2	1
1357	менее в	2	1
1358	нельзя сказать	2	1
1359	никакой связи	1	1
1360	до степени	1	1
1361	здесь нет	1	1
1362	искусства то	2	1
1363	слова является	1	1
1364	это будет	5	1
1365	для действительного	1	1
1366	его частей	1	1
1367	есть одно	1	1
1368	такого рода	1	1
1369	следует сказать	2	1
1370	обратить внимание	2	1
1371	обнаруживается в	2	1
1372	смысле в	5	1
1373	конечно если	1	1
1374	происходит это	1	1
1375	и легко	1	1
1376	есть его	1	1
1377	нельзя в	3	1
1378	восприятие в	1	1
1379	каждом шагу	1	1
1380	по мнению	4	1
1381	отличия от	1	1
1382	слова из	1	1
1383	значит не	1	1
1384	могла стать	1	1
1385	и зависит	2	1
1386	и никакой	1	1
1387	себе не	3	1
1388	высокую степень	1	1
1389	нельзя считать	1	1
1390	у него	3	1
1391	так не	1	1
1392	этим языком	1	1
1393	связывается в	1	1
1394	производят впечатление	1	1
1395	одного целого	2	1
1396	бы только	2	1
1397	организма в	1	1
1398	нужно иметь	1	1
1399	в рассмотренных	2	1
1400	столько же	4	1
1401	управляющая его	1	1
1402	в народных	1	1
1403	же значение	1	1
1404	которые так	1	1
1405	готовому и	1	1
1406	его должно	1	1
1407	это нисколько	1	1
1408	что история	1	1
1409	с духом	4	1
1410	единство было	1	1
1411	которое в	1	1
1412	на себя	1	1
1413	образом мы	3	1
1414	противоречия теории	1	1
1415	дано в	1	1
1416	теории и	2	1
1417	я и	1	1
1418	мере того	6	1
1419	тела не	2	1
1420	совсем в	2	1
1421	вопрос почему	1	1
1422	во внутренней	3	1
1423	неизменным в	1	1
1424	них это	1	1
1425	языке звук	1	1
1426	же оно	1	1
1427	требования и	1	1
1428	не вытекает	1	1
1429	чего бы	2	1
1430	прибавить что	2	1
1431	исключительная принадлежность	1	1
1432	звукового образа	1	1
1433	рядом с	3	1
1434	основано на	1	1
1435	они как	1	1
1436	всех их	1	1
1437	явлениям и	1	1
1438	и путем	1	1
1439	его соответствие	1	1
1440	находится во	2	1
1441	его жизни	1	1
1442	служит для	2	1
1443	о которых	5	1
1444	конечно может	1	1
1445	себе и	2	1
1446	был не	1	1
1447	ее требованиям	1	1
1448	момента или	1	1
1449	о предмете	3	1
1450	между предшествующим	1	1
1451	связанная с	1	1
1452	на себе	3	1
1453	и у	3	1
1454	не иначе	4	1
1455	автора должно	1	1
1456	человека а	1	1
1457	создавать из	1	1
1458	искусство не	1	1
1459	остается в	1	1
1460	с формами	1	1
1461	самое название	1	1
1462	не имея	2	1
1463	здесь впервые	1	1
1464	и быть	1	1
1465	если оно	1	1
1466	представляем себе	1	1
1467	при полной	1	1
1468	только путем	1	1
1469	что даже	2	1
1470	к слову	1	1
1471	расти в	1	1
1472	что нет	2	1
1473	звуку и	1	1
1474	оценки мы	1	1
1475	о звуке	2	1
1476	стремится к	1	1
1477	самый процесс	2	1
1478	если не	5	1
1479	выразить так	1	1
1480	отличен от	1	1
1481	понятие о	2	1
1482	и необходимость	2	1
1483	но тогда	3	1
1484	определенным образом	1	1
1485	языка заключены	1	1
1486	жить как	1	1
1487	нет но	4	1
1488	тело а	2	1
1489	языке от	1	1
1490	быть признана	1	1
1491	близкий к	1	1
1492	на самый	1	1
1493	же языка	1	1
1494	этим только	1	1
1495	и обособление	2	1
1496	было только	2	1
1497	удастся в	1	1
1498	возвращаясь к	1	1
1499	предшествующим и	1	1
1500	не были	2	1
1501	им и	1	1
1502	хотя в	3	1
1503	чем больше	1	1
1504	начаться с	1	1
1505	и искусство	1	1
1506	место между	1	1
1507	только внешнее	1	1
1508	нет значения	1	1
1509	уже потому	1	1
1510	которые сами	1	1
1511	с общим	3	1
1512	и хотя	1	1
1513	для мысли	2	1
1514	человека по	1	1
1515	и затем	1	1
1516	проникнуть в	1	1
1517	внутренней природы	1	1
1518	по своей	2	1
1519	сравнительно с	5	1
1520	другая сторона	1	1
1521	искусственное в	1	1
1522	того кто	2	1
1523	а тем	1	1
1524	ее смысл	1	1
1525	например не	1	1
1526	которая действительно	1	1
1527	другому в	1	1
1528	есть разница	2	1
1529	явлением и	1	1
1530	своим содержанием	1	1
1531	или быть	1	1
1532	языка будет	1	1
1533	рода в	1	1
1534	не один	2	1
1535	на который	1	1
1536	чем между	1	1
1537	что во	4	1
1538	оно имеет	2	1
1539	бы его	1	1
1540	он встречается	1	1
1541	мыслью но	1	1
1542	выраженную в	1	1
1543	быть отнесено	1	1
1544	не исчерпывают	1	1
1545	законов и	1	1
1546	о его	2	1
1547	обратимся к	1	1
1548	тех действий	1	1
1549	образование в	1	1
1550	которое мы	5	1
1551	единственное содержание	1	1
1552	мысль в	2	1
1553	чувственного восприятия	1	1
1554	что только	1	1
1555	форм в	1	1
1556	мы будем	3	1
1557	слово во-вторых	1	1
1558	теми же	1	1
1559	образом в	5	1
1560	другой не	2	1
1561	ней в	1	1
1562	и языка	4	1
1563	их отношение	1	1
1564	оно может	2	1
1565	звуков и	5	1
1566	его к	3	1
1567	круг предметов	1	1
1568	развития в	1	1
1569	же необходимо	1	1
1570	жизни таким	1	1
1571	слово лишь	1	1
1572	человека но	1	1
1573	нет не	1	1
1574	внешним и	2	1
1575	произведение становится	1	1
1576	не показывает	1	1
1577	одного и	6	1
1578	него это	1	1
1579	еще одно	1	1
1580	дальнейшем развитии	1	1
1581	становится объектом	2	1
1582	лишь по	2	1
1583	воли совершенно	1	1
1584	язык создается	1	1
1585	язык для	1	1
1586	это новое	1	1
1587	его состав	1	1
1588	бы невозможно	5	1
1589	на деле	6	1
1590	и стало	1	1
1591	а потому	14	1
1592	к лицу	1	1
1593	а теперь	1	1
1594	за ним	2	1
1595	что касается	2	1
1596	не определяет	1	1
1597	как объект	2	1
1598	и связанные	1	1
1599	и познавательная	1	1
1600	двух направлений	1	1
1601	известно что	3	1
1602	звуках в	1	1
1603	им как	2	1
1604	которые он	1	1
1605	так оно	1	1
1606	отличное от	1	1
1607	самостоятельности и	2	1
1608	и одно	1	1
1609	такой степени	2	1
1610	только человек	1	1
1611	еще мало	1	1
1612	связанное с	3	1
1613	он что	1	1
1614	мысль без	2	1
1615	без новых	1	1
1616	нашего времени	1	1
1617	самой жизни	1	1
1618	и творческого	1	1
1619	же нам	1	1
1620	человека во	1	1
1621	и практики	2	1
1622	и делает	1	1
1623	как звук	1	1
1624	предмета с	1	1
1625	то с	1	1
1626	предполагают уже	1	1
1627	бы при	3	1
1628	том и	2	1
1629	него нет	1	1
1630	иначе если	2	1
1631	слова мы	3	1
1632	задачами которые	1	1
1633	ощущения в	2	1
1634	психологии и	1	1
1635	не произошло	1	1
1636	языка из	1	1
1637	исследований но	1	1
1638	которых и	2	1
1639	разложения и	1	1
1640	которое как	1	1
1641	только произвол	1	1
1642	что у	2	1
1643	пространство и	2	1
1644	а значение	1	1
1645	оно есть	1	1
1646	кое-что из	1	1
1647	сущности в	1	1
1648	он будет	1	1
1649	звук не	1	1
1650	быть понят	1	1
1651	истины в	1	1
1652	то время	3	1
1653	такое явление	1	1
1654	может получить	1	1
1655	из тех	1	1
1656	предметы и	1	1
1657	к таким	2	1
1658	который сам	1	1
1659	оно связано	1	1
1660	и они	2	1
1661	мы постараемся	2	1
1662	внутренние противоречия	1	1
1663	одного слова	1	1
1664	для каждого	1	1
1665	уже что	1	1
1666	которые могут	5	1
1667	состоит из	1	1
1668	научного исследования	1	1
1669	лежащие в	1	1
1670	ними не	1	1
1671	человека на	1	1
1672	понимание однако	1	1
1673	связанные с	3	1
1674	этим в	1	1
1675	насколько это	1	1
1676	что звуки	1	1
1677	явлений и	3	1
1678	форма слова	2	1
1679	и были	1	1
1680	языка эта	1	1
1681	здесь может	1	1
1682	понимания в	1	1
1683	который не	1	1
1684	о котором	4	1
1685	бы иначе	2	1
1686	сравнению с	1	1
1687	язык это	1	1
1688	чувственный образ	1	1
1689	из которого	3	1
1690	но вместе	4	1
1691	которая не	1	1
1692	на каждом	1	1
1693	язык то	2	1
1694	дальше и	1	1
1695	как следствие	2	1
1696	или совершенно	1	1
1697	предмета как	1	1
1698	по крайней	6	1
1699	этого движения	1	1
1700	что из	2	1
1701	слова к	2	1
1702	между значением	1	1
1703	к природе	1	1
1704	о единстве	1	1
1705	звука с	1	1
1706	что восприятие	1	1
1707	который при	1	1
1708	слова для	5	1
1709	нет ничего	2	1
1710	рядом и	1	1
1711	к нашему	1	1
1712	в организме	5	1
1713	что новое	1	1
1714	изучение его	1	1
1715	значение звука	1	1
1716	понятие символа	1	1
1717	бы с	2	1
1718	его слово	1	1
1719	языка конечно	1	1
1720	а люди	1	1
1721	собственной внутренней	1	1
1722	не имеют	7	1
1723	более сложные	1	1
1724	быть совершенно	1	1
1725	связи а	1	1
1726	этого еще	1	1
1727	как предмета	1	1
1728	в слово	2	1
1729	такую же	2	1
1730	то где	1	1
1731	и заставляет	1	1
1732	задний план	1	1
1733	в психологических	1	1
1734	что самое	2	1
1735	их сочетания	1	1
1736	первой из	1	1
1737	единства в	1	1
1738	таком виде	2	1
1739	на друга	2	1
1740	по сравнению	1	1
1741	это все	1	1
1742	и поэтому	2	1
1743	языка здесь	1	1
1744	быть не	7	1
1745	которое не	1	1
1746	можно различить	1	1
1747	вызывает в	1	1
1748	с а	4	1
1749	звука от	1	1
1750	не совокупностью	1	1
1751	в понятие	1	1
1752	этому учению	1	1
1753	слово а	2	1
1754	тех пор	2	1
1755	ими в	1	1
1756	каким мы	2	1
1757	остается только	6	1
1758	связана со	1	1
1759	можно думать	4	1
1760	с которой	1	1
1761	не понимает	2	1
1762	для меня	4	1
1763	она начинает	1	1
1764	воплощается в	1	1
1765	приводит в	5	1
1766	значения звуков	1	1
1767	прежде и	1	1
1768	к исторической	1	1
1769	чтобы она	1	1
1770	нет никакой	1	1
1771	к делу	1	1
1772	вслед за	2	1
1773	литературы или	1	1
1774	при определении	1	1
1775	у человека	2	1
1776	друга и	2	1
1777	он есть	3	1
1778	и возможность	1	1
1779	тогда как	10	1
1780	целом а	1	1
1781	только это	1	1
1782	и наоборот	10	1
1783	наука не	1	1
1784	в творчестве	1	1
1785	в данных	1	1
1786	чем с	1	1
1787	это доказывает	1	1
1788	и там	1	1
1789	слово с	2	1
1790	событий в	1	1
1791	она может	3	1
1792	же язык	2	1
1793	развитие но	1	1
1794	для гумбольдта	1	1
1795	быть выведены	3	1
1796	мог бы	5	1
1797	отличны от	1	1
1798	без реального	1	1
1799	положения что	1	1
1800	имеет своим	1	1
1801	язык но	3	1
1802	значение имеет	1	1
1803	представляется человеку	1	1
1804	определяющая его	1	1
1805	в образе	1	1
1806	звук слова	1	1
1807	же путем	3	1
1808	ней самой	1	1
1809	ли этот	1	1
1810	бы сказать	1	1
1811	народов там	1	1
1812	мысли не	1	1
1813	причинной связи	1	1
1814	сходства с	1	1
1815	на ряд	1	1
1816	отражения в	1	1
1817	когда эти	1	1
1818	необходимых условий	1	1
1819	которая тем	1	1
1820	не имел	2	1
1821	из воспоминаний	1	1
1822	кроме этого	2	1
1823	теперь уже	2	1
1824	только содержание	1	1
1825	движения и	3	1
1826	только о	2	1
1827	не будучи	1	1
1828	слова от	1	1
1829	соприкосновение с	1	1
1830	следы взятые	1	1
1831	внешнее и	1	1
1832	или одновременно	1	1
1833	движения органов	4	1
1834	в самих	1	1
1835	уже с	2	1
1836	себя свои	2	1
1837	действительно имеет	1	1
1838	которого он	1	1
1839	уже для	1	1
1840	слова так	3	1
1841	как нельзя	1	1
1842	дает нам	2	1
1843	вместе со	3	1
1844	душе и	3	1
1845	проникает в	1	1
1846	творчества не	1	1
1847	с движением	1	1
1848	что единство	2	1
1849	но на	3	1
1850	нее как	2	1
1851	только одно	1	1
1852	содержания а	1	1
1853	положение что	1	1
1854	языка остается	1	1
1855	от внешних	1	1
1856	мир в	1	1
1857	не во	3	1
1858	связью между	2	1
1859	того как	12	1
1860	всего должны	1	1
1861	о значении	1	1
1862	восприятия при	1	1
1863	тем он	1	1
1864	противоречия что	1	1
1865	теперь как	1	1
1866	и форма	1	1
1867	или когда	1	1
1868	предположение что	2	1
1869	не будем	1	1
1870	совершенно иначе	1	1
1871	из основных	2	1
1872	как смерть	1	1
1873	на что	3	1
1874	воли в	1	1
1875	еще и	1	1
1876	восприятие так	1	1
1877	чего не	3	1
1878	а это	1	1
1879	только его	1	1
1880	многие из	1	1
1881	что так	2	1
1882	содержание не	1	1
1883	в жизнь	1	1
1884	в общих	1	1
1885	что с	3	1
1886	какие именно	1	1
1887	мы совершенно	1	1
1888	самом зародыше	1	1
1889	видеть в	3	1
1890	и всегда	3	1
1891	в полном	2	1
1892	если даже	1	1
1893	на которой	1	1
1894	богатство и	1	1
1895	лицом к	1	1
1896	собою почти	1	1
1897	нужно знать	1	1
1898	которое лежит	1	1
1899	слова а	3	1
1900	а другое	1	1
1901	в движение	2	1
1902	представлений и	1	1
1903	вовсе нет	1	1
1904	с утверждением	1	1
1905	оно только	1	1
1906	п мы	1	1
1907	себе что	1	1
1908	этого не	2	1
1909	слова которые	1	1
1910	что к	2	1
1911	внутреннюю форму	3	1
1912	существует как	1	1
1913	слова но	4	1
1914	за этим	1	1
1915	языка вообще	1	1
1916	слово или	1	1
1917	прямого отношения	1	1
1918	в другую	2	1
1919	нас только	1	1
1920	этого нельзя	1	1
1921	начале развития	1	1
1922	взятом отдельно	1	1
1923	это возможно	1	1
1924	этих условиях	1	1
1925	а то	1	1
1926	а целое	1	1
1927	звука как	1	1
1928	между собою	10	1
1929	не нашим	1	1
1930	этого развития	2	1
1931	изображает и	1	1
1932	можно считать	2	1
1933	пустая игра	1	1
1934	отдельное слово	1	1
1935	в стороне	5	1
1936	случае не	1	1
1937	и совсем	1	1
1938	науку в	1	1
1939	языка может	1	1
1940	развития к	1	1
1941	нас к	1	1
1942	один момент	1	1
1943	форма но	1	1
1944	не подлежит	1	1
1945	может доставить	1	1
1946	наших отношениях	1	1
1947	не языка	1	1
1948	этих и	1	1
1949	если и	3	1
1950	может только	1	1
1951	есть в	4	1
1952	а их	1	1
1953	его языка	1	1
1954	по-своему но	1	1
1955	можем знать	1	1
1956	на одном	1	1
1957	без этого	1	1
1958	за другим	1	1
1959	системы как	2	1
1960	есть уже	4	1
1961	впечатления от	2	1
1962	бы мы	1	1
1963	как между	1	1
1964	двойственность в	3	1
1965	причем и	1	1
1966	та что	2	1
1967	для которого	1	1
1968	вследствие чего	1	1
1969	которые с	1	1
1970	об этом	1	1
1971	очень важную	2	1
1972	язык или	1	1
1973	это так	1	1
1974	а так	4	1
1975	и вообще	5	1
1976	не все	3	1
1977	значении отдельных	1	1
1978	различных сочетаниях	1	1
1979	совершенно ясно	1	1
1980	этой системы	1	1
1981	на них	1	1
1982	тоже не	1	1
1983	как слово	1	1
1984	быть во	1	1
1985	в г	2	1
1986	между нами	1	1
1987	на каком	1	1
1988	что от	1	1
1989	и человека	1	1
1990	ожидания и	3	1
1991	как ни	1	1
1992	возвращается к	1	1
1993	до тех	1	1
1994	как же	1	1
1995	на задний	1	1
1996	а его	3	1
1997	а просто	1	1
1998	заставляют нас	1	1
1999	которую мы	1	1
2000	соответствие известных	1	1
2001	случае если	1	1
2002	в основных	1	1
2003	в самых	2	1
2004	как связь	1	1
2005	и оценка	1	1
2006	путаница в	1	1
2007	языке в	2	1
2008	воли так	1	1
2009	и остаются	1	1
2010	от всяких	1	1
2011	воли а	2	1
2012	существует независимо	1	1
2013	может считаться	1	1
2014	а из	1	1
2015	в течение	2	1
2016	но столь	1	1
2017	языку и	2	1
2018	что нужно	1	1
2019	философской системы	1	1
2020	в отвлеченном	1	1
2021	для кого	2	1
2022	нельзя назвать	1	1
2023	вопрос как	1	1
2024	с каким-либо	1	1
2025	отдельно независимо	1	1
2026	какие в	1	1
2027	просто не	1	1
2028	когда язык	2	1
2029	на другое	1	1
2030	нужна для	1	1
2031	с языком	2	1
2032	и произведения	1	1
2033	есть всегда	2	1
2034	не находит	2	1
2035	п однако	1	1
2036	звуков в	3	1
2037	всего его	1	1
2038	есть одна	1	1
2039	взглядов на	1	1
2040	но такое	2	1
2041	этого значения	1	1
2042	языка поэтому	1	1
2043	в трех	1	1
2044	в начале	2	1
2045	говоря о	3	1
2046	явлений в	3	1
2047	в нашей	2	1
2048	факт что	1	1
2049	от оков	1	1
2050	вообще нельзя	1	1
2051	как явление	1	1
2052	с понятием	2	1
2053	собственно говоря	2	1
2054	развивается в	1	1
2055	еще на	1	1
2056	бы по	1	1
2057	и особенности	1	1
2058	нельзя отказать	1	1
2059	могло быть	1	1
2060	нужно говорить	1	1
2061	с так	3	1
2062	вообще все	1	1
2063	а скорее	2	1
2064	содержанием и	1	1
2065	для обозначения	2	1
2066	так можно	1	1
2067	и понятия	2	1
2068	развития это	1	1
2069	которые в	1	1
2070	мы бы	3	1
2071	связи между	2	1
2072	может показаться	1	1
2073	на рубеже	1	1
2074	выражением его	1	1
2075	субъективности и	1	1
2076	мы указали	1	1
2077	бытия и	3	1
2078	из необходимых	2	1
2079	выводить из	1	1
2080	та форма	1	1
2081	не отвечает	1	1
2082	исторической и	1	1
2083	быть названы	3	1
2084	что иное	2	1
2085	с задачами	1	1
2086	готовое и	1	1
2087	ни был	2	1
2088	не это	1	1
2089	и оно	1	1
2090	это подтверждается	1	1
2091	доказывает только	1	1
2092	для образования	2	1
2093	он ищет	1	1
2094	к идее	1	1
2095	иное как	2	1
2096	сведены к	1	1
2097	или напротив	1	1
2098	как общее	1	1
2099	он существует	1	1
2100	слова только	1	1
2101	отрицать что	1	1
2102	языков но	2	1
