N	2gram	Tiupa_Anal	Dialekti
1316	своего бытия	1	1
1317	о внешнем	1	1
1318	по причине	1	1
1319	для многих	1	1
1320	поскольку не	1	1
1321	достигает своей	1	1
1322	слова это	1	1
1323	однако и	3	1
1324	интерпретация и	1	1
1325	реальность но	1	1
1326	в состав	2	1
1327	исследования то	1	1
1328	резко отличается	1	1
1329	как одна	1	1
1330	и конечно	2	1
1331	в последнем	1	1
1332	целью и	1	1
1333	и должны	1	1
1334	к тем	1	1
1335	не подвергается	1	1
1336	и свою	2	1
1337	но обязательно	1	1
1338	и картины	1	1
1339	на первом	2	1
1340	а прекращение	1	1
1341	говорит и	3	1
1342	складываются в	1	1
1343	от нас	1	1
1344	должны иметь	1	1
1345	глубине души	2	1
1346	об эстетической	2	1
1347	здесь очевидно	1	1
1348	истории в	2	1
1349	характер и	1	1
1350	о которой	2	1
1351	одну минуту	1	1
1352	в живых	1	1
1353	представления об	2	1
1354	это их	1	1
1355	мифологическое сознание	1	1
1356	схемы и	1	1
1357	из классических	1	1
1358	не признает	1	1
1359	и вполне	1	1
1360	и тот	1	1
1361	под этим	1	1
1362	а отношение	1	1
1363	менее чем	1	1
1364	раз оказывается	1	1
1365	целостности и	1	1
1366	с этого	2	1
1367	здесь мы	1	1
1368	до этого	2	1
1369	и одновременно	6	1
1370	оно ни	1	1
1371	есть лишь	1	1
1372	в обратном	1	1
1373	однако мы	1	1
1374	с таким	5	1
1375	подлинная жизнь	1	1
1376	не живет	2	1
1377	одновременно с	1	1
1378	и гибели	1	1
1379	из литературы	1	1
1380	почти исключительно	1	1
1381	в романе	3	1
1382	их фактического	1	1
1383	судить по	1	1
1384	во-вторых он	1	1
1385	времени не	1	1
1386	значения и	1	1
1387	особенности с	1	1
1388	характер этого	1	1
1389	души это	1	1
1390	и объектом	1	1
1391	жизнь на	1	1
1392	и убедительным	1	1
1393	или попросту	1	1
1394	на эту	2	1
1395	целое как	1	1
1396	которого является	1	1
1397	правда не	1	1
1398	в компании	1	1
1399	приводит к	5	1
1400	говоря и	1	1
1401	о вмешательстве	1	1
1402	говорили о	1	1
1403	ему и	2	1
1404	страсти и	1	1
1405	в известном	2	1
1406	ведет себя	1	1
1407	категорий и	1	1
1408	во сне	3	1
1409	собственно и	1	1
1410	своего объекта	1	1
1411	лишь те	1	1
1412	свое время	4	1
1413	художественный образ	1	1
1414	и активное	1	1
1415	первом случае	1	1
1416	этот день	1	1
1417	к счастью	2	1
1418	сказано что	1	1
1419	же я	1	1
1420	вытекает из	1	1
1421	другое ни	1	1
1422	и частично	1	1
1423	фиксирует самый	1	1
1424	страшно и	1	1
1425	двух основных	1	1
1426	себя за	1	1
1427	историей он	1	1
1428	на основе	1	1
1429	ее до	1	1
1430	трех разных	1	1
1431	жениться на	1	1
1432	слово а	1	1
1433	не это	1	1
1434	перейдем к	1	1
1435	каждой из	1	1
1436	культуры для	1	1
1437	не могло	1	1
1438	не носит	1	1
1439	весьма существенно	2	1
1440	то от	1	1
1441	вступает в	5	1
1442	как если	1	1
1443	смысла как	1	1
1444	от других	1	1
1445	на примере	2	1
1446	возникает некоторая	1	1
1447	уже говорили	1	1
1448	смог бы	1	1
1449	тот факт	1	1
1450	действительность в	1	1
1451	которые и	1	1
1452	тогда как	37	1
1453	цели и	1	1
1454	себя от	1	1
1455	при анализе	2	1
1456	каждый из	2	1
1457	через него	1	1
1458	простого факта	1	1
1459	есть необходимость	1	1
1460	живого бытия	1	1
1461	имею в	1	1
1462	в отличие	5	1
1463	брут не	1	1
1464	и служит	1	1
1465	могут обладать	1	1
1466	начиная с	1	1
1467	же мере	1	1
1468	за пределами	2	1
1469	своя собственная	1	1
1470	сына и	1	1
1471	не смог	1	1
1472	оно обозначает	1	1
1473	к миру	2	1
1474	легко может	2	1
1475	года и	1	1
1476	удовольствием и	1	1
1477	до известной	3	1
1478	не видит	1	1
1479	отречение от	1	1
1480	не удается	1	1
1481	автора то	1	1
1482	отметить и	1	1
1483	ставит его	1	1
1484	другого и	1	1
1485	один как	1	1
1486	указанием на	1	1
1487	и каждый	1	1
1488	не выдерживает	1	1
1489	как кажется	2	1
1490	душа не	1	1
1491	и поведение	1	1
1492	себе достаточно	1	1
1493	этом случае	1	1
1494	имя личности	1	1
1495	проникает в	1	1
1496	попадает в	1	1
1497	значение в	2	1
1498	ему в	1	1
1499	от внешнего	1	1
1500	основе своей	2	1
1501	и переживающий	1	1
1502	своей любви	1	1
1503	будет никогда	2	1
1504	этом и	1	1
1505	что несмотря	2	1
1506	сам он	1	1
1507	есть основания	1	1
1508	в последней	1	1
1509	ее судьбы	1	1
1510	от мира	1	1
1511	в художественной	1	1
1512	тем в	2	1
1513	обе эти	2	1
1514	у тебя	1	1
1515	не будем	2	1
1516	объекта или	1	1
1517	но пожалуй	1	1
1518	естественно что	1	1
1519	пор как	1	1
1520	для всего	1	1
1521	самых событий	1	1
1522	времен года	1	1
1523	она будет	1	1
1524	до смерти	1	1
1525	внутренней свободе	1	1
1526	в литературе	3	1
1527	нам еще	1	1
1528	романе достоевского	1	1
1529	видит что	1	1
1530	смысл а	1	1
1531	где он	2	1
1532	видеть в	2	1
1533	из своих	2	1
1534	с чистым	1	1
1535	картина мира	5	1
1536	что каждый	1	1
1537	все той	2	1
1538	между мифом	1	1
1539	анализ может	1	1
1540	а на	2	1
1541	такова его	1	1
1542	бы для	1	1
1543	столь же	7	1
1544	пределах одной	1	1
1545	у всех	2	1
1546	жизни это	2	1
1547	и берет	1	1
1548	а также	5	1
1549	выведена из	1	1
1550	кто бы	1	1
1551	который как	2	1
1552	ее сущность	1	1
1553	сплетены в	1	1
1554	нейтральное к	1	1
1555	места в	1	1
1556	себя а	1	1
1557	гораздо ближе	1	1
1558	здесь принадлежит	1	1
1559	такое слово	1	1
1560	этом что	2	1
1561	хомы брута	1	1
1562	наконец даже	1	1
1563	в стороне	1	1
1564	как такая	1	1
1565	и задумчивого	1	1
1566	истины и	1	1
1567	или даже	1	1
1568	на фоне	4	1
1569	этим самым	1	1
1570	только самим	1	1
1571	а у	1	1
1572	не столь	1	1
1573	остается лишь	1	1
1574	со своей	8	1
1575	один и	2	1
1576	этом эстетическая	1	1
1577	гоголевский хома	1	1
1578	растворения в	1	1
1579	как между	1	1
1580	бы дать	2	1
1581	мире без	1	1
1582	путь к	4	1
1583	в церковь	2	1
1584	и таким	1	1
1585	целого и	1	1
1586	не все	1	1
1587	в иные	1	1
1588	к одному	2	1
1589	противоположная ей	1	1
1590	евгений онегин	1	1
1591	одному этому	1	1
1592	как показывает	2	1
1593	полной мере	3	1
1594	что внутреннее	1	1
1595	со всех	1	1
1596	не чувствовал	1	1
1597	мертвых душ	1	1
1598	приговоренный к	1	1
1599	каждая из	1	1
1600	которые могли	1	1
1601	второй и	2	1
1602	или жизнь	1	1
1603	в поле	1	1
1604	дело уже	1	1
1605	его внутреннюю	1	1
1606	могут служить	1	1
1607	достоевского где	1	1
1608	особенности это	1	1
1609	зрения однако	1	1
1610	д как	1	1
1611	одну из	3	1
1612	здесь только	1	1
1613	этом мире	1	1
1614	как перед	1	1
1615	силе и	1	1
1616	как самостоятельное	1	1
1617	поскольку эта	1	1
1618	что является	1	1
1619	на периферии	1	1
1620	и помимо	1	1
1621	с лунным	1	1
1622	и смыслом	1	1
1623	живет и	1	1
1624	а по	1	1
1625	могли не	1	1
1626	наконец для	1	1
1627	свою жизнь	4	1
1628	перенесено в	1	1
1629	слова не	1	1
1630	к смерти	1	1
1631	и жениться	1	1
1632	кажется не	1	1
1633	и ночи	1	1
1634	в пределах	5	1
1635	ним не	1	1
1636	опоры на	1	1
1637	человека с	2	1
1638	но напротив	1	1
1639	его я	2	1
1640	так когда	1	1
1641	их как	1	1
1642	признать что	1	1
1643	смысл его	1	1
1644	чего она	1	1
1645	его а	1	1
1646	за ними	1	1
1647	могли уже	1	1
1648	же природы	2	1
1649	по всей	1	1
1650	собою то	1	1
1651	понятия о	1	1
1652	она-то и	1	1
1653	где на	1	1
1654	все больше	1	1
1655	иной модус	1	1
1656	его внешней	2	1
1657	этим же	1	1
1658	в имени	3	1
1659	в эстетической	1	1
1660	можно быть	1	1
1661	дня и	1	1
1662	может показаться	1	1
1663	лишь его	1	1
1664	с бытием	1	1
1665	право на	1	1
1666	включает в	2	1
1667	себе самому	2	1
1668	известной степени	3	1
1669	же моменты	1	1
1670	все более	1	1
1671	на всем	1	1
1672	протекает не	1	1
1673	пушкина а	2	1
1674	был привязан	1	1
1675	будущей жизни	1	1
1676	как живой	1	1
1677	привязан к	1	1
1678	зафиксированная в	1	1
1679	о человеческом	2	1
1680	из уст	2	1
1681	однако на	1	1
1682	со мною	2	1
