N	3gram	Tiupa_Teor	DiskursI
969	в стихотворении пушкина	1	1
970	можно даже сказать	1	1
971	существованию вследствие которого	1	1
972	ни притча не	1	1
973	читателем к иллюзии	1	1
974	одноименной трагедии софокла	1	1
975	осуществляется или преступается	1	1
976	изменить ничего нельзя	1	1
977	жанра высказывания жанр	1	1
978	они едины судьба	1	1
979	это игра случая	1	1
980	иными соседствами именно	1	1
981	фуко представляет собой	1	1
982	при этом не	1	1
983	опыт запечатлеваемый и	1	1
984	о ней установка	1	1
985	позиций классического реализма	1	1
986	можно припоминая и	1	1
987	самоопределяющегося субъекта жизни	1	1
988	слова эта возможность	1	1
989	закон собственно и	1	1
990	ним всегда преодолеваемая	1	1
991	к его ценностно-смысловой	1	1
992	при этом и	1	1
993	уметь проецировать чужой	1	1
994	в притче универсального	1	1
995	хранения и передачи	1	1
996	нравственный закон собственно	1	1
997	в известном смысле	2	1
998	его вступление в	1	1
999	слова говорящий здесь	1	1
1000	отсутствием ценностной дистанции	1	1
1001	ценностного центра бахтин	1	1
1002	акт притчевого типа	1	1
1003	к самому герою	1	1
1004	своему герою определяемое	1	1
1005	как это бывает	1	1
1006	адресатом некоего ценностного	1	1
1007	человека с его	1	1
1008	тогда как притчу	1	1
1009	впервые освоена в	1	1
1010	конкретной ценностно-смысловой картины	1	1
1011	ценностно-смысловой картины мира	1	1
1012	позиции учителя жизни	1	1
1013	судьбы а некий	1	1
1014	творится окказиональная случайностная	1	1
1015	отношении к предмету	1	1
1016	под сводами чужой	1	1
1017	в исходном значении	1	1
1018	являет собой некоторую	1	1
1019	для производящего текст	1	1
1020	произведения по своим	1	1
1021	произнесения сказания субъект	1	1
1022	ни изменить ничего	1	1
1023	перед нами не	1	1
1024	жанр в свою	1	1
1025	неким ибо предметно-тематическое	1	1
1026	вовлекает адресата в	1	1
1027	такая картина мира	1	1
1028	в другом и	1	1
1029	опытом выводится в	1	1
1030	дай мне бог	1	1
1031	масштабов и соотношений	1	1
1032	возможность иного включает	1	1
1033	в его составе	1	1
1034	у-влекать слушателей преодолевая	1	1
1035	некий нравственный закон	1	1
1036	пассивным как к	1	1
1037	содержание к собственной	1	1
1038	в противном случае	2	1
1039	в лирических текстах	1	1
1040	не предначертанность судьбы	1	1
1041	интересно всем потому	1	1
1042	и речевой деятельности	1	1
1043	не требует анекдот	1	1
1044	присутствия я в	7	1
1045	запрета есть профанация	1	1
1046	занимательное неожиданное маловероятное	1	1
1047	как регулятивная отношение	1	1
1048	в форме индивидуального	1	1
1049	однако в отличие	1	1
1050	стороны адресата притчи	1	1
1051	переходит к позиции	1	1
1052	данного коммуникативного события	1	1
1053	что в имени	2	1
1054	со стороны субъекта	1	1
1055	в следующей главе	1	1
1056	это позиция активного	1	1
1057	повеленья сказание в	1	1
1058	том и состоит	1	1
1059	коммуникативного события на	1	1
1060	даже будучи порой	1	1
1061	с первых же	1	1
1062	есть принадлежат самой	1	1
1063	столь пассивным как	1	1
1064	не что иное	1	1
1065	таком случае его	1	1
1066	в войне и	2	1
1067	романного дискурса призван	1	1
1068	более не сводится	2	1
1069	концепированный адресат биографического	1	1
1070	именно в этом	1	1
1071	слова не сводится	1	1
1072	например в значительной	1	1
1073	позицию опираясь на	1	1
1074	уход из жизни	1	1
1075	речи именно диалог	1	1
1076	в своей индивидуальности	1	1
1077	но и весьма	1	1
1078	нормативное приложение запечатленного	1	1
1079	только раскрывают содержание	1	1
1080	речевая маска анекдота	1	1
1081	взаимная условленность конвенциональность	1	1
1082	чего не требует	1	1
1083	ни столь свободным	1	1
1084	поступки только раскрывают	1	1
1085	тогда как рассказчик	1	1
1086	точке этого несовпадения	1	1
1087	иного языка и	1	1
1088	и для автора	1	1
1089	роль в организации	1	1
1090	премудрость притчевого назидания	1	1
1091	знакомство слушателей с	1	1
1092	и ценностями иными	1	1
1093	жизненную позицию опираясь	1	1
1094	в своей внутренней	1	1
1095	коммуникативным параметрам сродни	1	1
1096	здесь обычно является	1	1
1097	чужой жизненной позиции	1	1
1098	притчи иносказательность является	1	1
1099	слушателей преодолевая их	1	1
1100	человеком неким ибо	1	1
1101	в литературной практике	2	1
1102	автора и читателей	1	1
1103	иной интонации и	1	1
1104	ни убавить ни	1	1
1105	своей судьбы они	1	1
1106	помню чудное мгновенье	1	1
1107	а некий нравственный	1	1
1108	рассеянной чужой речи	1	1
1109	активного приятия не	1	1
1110	он это знал	1	1
1111	именовал веком героев	1	1
1112	чувства юмора умения	1	1
1113	по тем или	1	1
1114	морализаторскую премудрость притчевого	1	1
1115	согласия за которым	1	1
1116	словесное кощунство и	1	1
1117	рассказчика ни для	1	1
1118	от жанра высказывания	1	1
1119	свою жизненную позицию	1	1
1120	несобственно-прямая речь включая	1	1
1121	же по своей	1	1
1122	однако и в	1	1
1123	между собой и	1	1
1124	может ощущаться завершенная	1	1
1125	система смыслов оно	1	1
1126	понимание излагаемой жизни	1	1
1127	предстают перед нами	1	1
1128	включая разные формы	1	1
1129	из нас самих	1	1
1130	интонации доверительной и	1	1
1131	я помню чудное	1	1
1132	так и его	2	1
1133	и не занять	1	1
1134	с позиций классического	1	1
1135	он от позиции	1	1
1136	предметно-тематическое содержание жизнеописания	1	1
1137	герою определяемое отсутствием	1	1
1138	предварительное знакомство слушателей	1	1
1139	блужданиями его под	1	1
1140	и потому нейтральное	1	1
1141	текста в целом	1	1
1142	мы строим свою	1	1
1143	анекдота это игра	1	1
1144	приобщения к общенародной	1	1
1145	другом и другого	1	1
1146	и кому говорят	1	1
1147	апофегма то есть	1	1
1148	к содержанию сказания	1	1
1149	форм высказывания в	1	1
1150	анекдот легко может	1	1
1151	оценки и иных	1	1
1152	жизнеописания вполне самобытно	1	1
1153	от героя окажется	1	1
1154	этом остается регламентированной	1	1
1155	формы скрытой полускрытой	1	1
1156	мишеля фуко представляет	1	1
1157	иллюстрировалась общая идея	1	1
1158	механизмом активизации воспринимающего	1	1
1159	уже говорилось ранее	1	1
1160	устанавливаются отношения ценностно-смысловой	1	1
1161	и проистекающим из	1	1
1162	дискурса призван обладать	1	1
1163	фон романного видения	1	1
1164	непристойность необыкновенное в	1	1
1165	том что он	2	1
1166	именно такого рода	1	1
1167	и оценки и	1	1
1168	раскованной беседы автора	1	1
1169	опыта к индивидуальной	1	1
1170	своей роли в	2	1
1171	стилевых формах косвенной	1	1
1172	уже говорилось выше	1	1
1173	не столько от	1	1
1174	проистекающим из нее	1	1
1175	между автором и	1	1
1176	моделью причастности к	1	1
1177	себя и возможность	1	1
1178	профанация священного новелла	1	1
1179	то есть субъектом	1	1
1180	как и ее	2	1
1181	возможность иного языка	1	1
1182	слову чего не	1	1
1183	быть осуществлено только	1	1
1184	непреложный и неоспоримый	1	1
1185	не могут быть	2	1
1186	любопытство к реальному	1	1
1187	становящегося человека с	1	1
1188	но в равной	1	1
1189	приводит к интонации	1	1
1190	войне и мире	2	1
1191	объектной и субъектной	1	1
1192	субъектом ролевого действия	1	1
1193	и романного слова	1	1
1194	в просторную сферу	1	1
1195	известном смысле домонологично	1	1
1196	жизненного опыта их	1	1
1197	случая непредсказуемое стечение	1	1
1198	вследствие которого он	1	1
1199	диалогической ситуации рассказывания	1	1
1200	евгении онегине но	1	1
1201	слушающих общим знанием	1	1
1202	нормативное самоотождествление с	1	1
1203	между тем в	1	1
1204	жанр посрамляющий умершее	1	1
1205	собственной ситуации жизненного	1	1
1206	поучающего и поучаемого	1	1
1207	наделенного репродуктивной компетентностью	1	1
1208	равнодостойные субъекты смыслополагания	1	1
1209	их предлагая адресату	1	1
1210	что представляет собой	1	1
1211	схемы и в	1	1
1212	ее содержание к	1	1
1213	то она здесь	1	1
1214	сказания это позиция	1	1
1215	является сюжетообразующим при	1	1
1216	внеязыковое и потому	1	1
1217	и не могло	2	1
1218	от мастерства рассказчика	1	1
1219	реакцию предварительное знакомство	1	1
1220	та или иная	1	1
1221	что иное как	1	1
1222	образом ориентировано на	1	1
1223	чужой экзистенциальный опыт	1	1
1224	это известного рода	1	1
1225	состоит в совмещении	1	1
1226	ни к чему	1	1
1227	как того требует	1	1
1228	деятельности персонажа то	1	1
1229	не предполагает внутренне	1	1
1230	нейтральное к языку	1	1
1231	знает к его	1	1
1232	вовлечение адресата в	1	1
1233	как бы в	1	1
1234	в искусстве не	1	1
1235	слова манифестирующего двоякий	1	1
1236	уходит своими корнями	1	1
1237	не отделен от	1	1
1238	дискурсу речевая маска	1	1
1239	из уст в	1	1
1240	и художественного письма	1	1
1241	притча не знают	1	1
1242	позиции в мире	1	1
1243	рода взаимная условленность	1	1
1244	слухи или сплетни	1	1
1245	опыт чужой жизненной	1	1
1246	в известной степени	1	1
1247	анекдота не столько	1	1
1248	иного включает в	1	1
1249	может быть признано	1	1
1250	смешное но обязательно	1	1
1251	внутренняя активность адресата	1	1
1252	реальному человеческому существованию	1	1
1253	анекдота выбор лексики	1	1
1254	императивной нормы ни	1	1
1255	что входит в	1	1
1256	на индивидуальный опыт	1	1
1257	монолог в чистом	1	1
1258	авторского присутствия в	1	1
1259	необходимости ни в	1	1
1260	не на раскрытие	1	1
1261	связаны с языком	1	1
1262	неадекватным субъект объект	1	1
1263	жизненной практике может	1	1
1264	типа есть монолог	1	1
1265	сознания к другому	1	1
1266	ставят перед ним	1	1
1267	это и есть	1	1
1268	манифестирующего двоякий жизненный	1	1
1269	и не дает	1	1
1270	сверхличной заданности и	1	1
1271	слова прямой речи	1	1
1272	сочинение литературного произведения	1	1
1273	значительной степени зависим	1	1
1274	в виду что	1	1
1275	жизни постоянно переходит	1	1
1276	этим моментам родственным	1	1
1277	практике может быть	1	1
1278	диалогизированного слова прямой	1	1
1279	в чистом виде	1	1
1280	содержания сколько от	1	1
1281	в истории литературы	1	1
1282	обладает достоверным но	1	1
1283	имеем дело с	1	1
1284	не быть субъектом	1	1
1285	освоена в анекдоте	1	1
1286	приложение запечатленного в	1	1
1287	адресата занимающего позицию	1	1
1288	может быть названо	2	1
1289	пребывания в мире	1	1
1290	и возможность иной	1	1
1291	следит за блужданиями	1	1
1292	из этих сторон	1	1
1293	дискурсе речевой акт	1	1
