N	2gram	Ircho_Kome	StatiiOP
1311	которой была	1	1
1312	по одному	2	1
1313	большинстве случаев	2	1
1314	и занятия	2	1
1315	действующим лицам	2	1
1316	из четырех	2	1
1317	во главе	1	1
1318	совсем иначе	1	1
1319	слишком много	1	1
1320	из комедии	11	1
1321	можно насчитать	2	1
1322	п иной	1	1
1323	средство для	1	1
1324	благодаря тому	1	1
1325	в себя	3	1
1326	иногда не	1	1
1327	точек зрения	2	1
1328	в а	1	1
1329	же естественным	1	1
1330	нельзя недооценивать	1	1
1331	идет от	1	1
1332	слово как	1	1
1333	в я	1	1
1334	а потом	1	1
1335	которой на	1	1
1336	войне и	1	1
1337	на сцену	3	1
1338	творческих сил	1	1
1339	же образ	1	1
1340	от их	1	1
1341	но молодой	1	1
1342	образ царя	2	1
1343	материалом для	1	1
1344	а результаты	1	1
1345	участию в	1	1
1346	его появления	1	1
1347	если оно	1	1
1348	в современном	1	1
1349	в исторической	1	1
1350	с х	1	1
1351	половина этого	1	1
1352	из примеров	1	1
1353	мировой культуры	1	1
1354	очевидный факт	1	1
1355	для ее	3	1
1356	по не	1	1
1357	при отсутствии	1	1
1358	так мы	1	1
1359	с традициями	1	1
1360	именно потому	2	1
1361	когда писал	1	1
1362	мне его	1	1
1363	состоящих из	1	1
1364	всего лишь	1	1
1365	широчайшей известностью	1	1
1366	имели никакого	1	1
1367	для оценки	2	1
1368	не один	2	1
1369	его творчества	4	1
1370	оснований для	1	1
1371	поручиться что	1	1
1372	на правах	1	1
1373	уже по	1	1
1374	человека который	1	1
1375	на которых	1	1
1376	в ответ	1	1
1377	принадлежал к	1	1
1378	идет в	1	1
1379	мы стали	2	1
1380	в городе	2	1
1381	к самому	1	1
1382	год и	1	1
1383	г во	1	1
1384	от которых	1	1
1385	содержания и	2	1
1386	и та	1	1
1387	и является	1	1
1388	к политическим	1	1
1389	один раз	1	1
1390	i с	4	1
1391	дело обстояло	1	1
1392	меньшим числом	1	1
1393	монолога в	1	1
1394	такое что	1	1
1395	и хотя	4	1
1396	да рядом	2	1
1397	на стороне	1	1
1398	перед лицом	5	1
1399	вот в	1	1
1400	отношения с	2	1
1401	первого и	2	1
1402	над ним	1	1
1403	следует признать	2	1
1404	должны были	9	1
1405	мы здесь	1	1
1406	родился в	1	1
1407	являются ли	1	1
1408	не дошли	1	1
1409	реального исторического	1	1
1410	под видом	3	1
1411	этот период	1	1
1412	он еще	1	1
1413	могла бы	2	1
1414	почти каждый	1	1
1415	почему же	1	1
1416	но без	1	1
1417	молодые годы	1	1
1418	для той	1	1
1419	на такой	1	1
1420	он в	1	1
1421	в вину	1	1
1422	как источник	1	1
1423	последнего в	1	1
1424	плана по	1	1
1425	однако в	4	1
1426	не дай	1	1
1427	которому ведет	1	1
1428	друг другу	2	1
1429	и какой	1	1
1430	о его	5	1
1431	известен нам	1	1
1432	его отца	1	1
1433	о большой	1	1
1434	и г	1	1
1435	основу сюжета	1	1
1436	своих замыслах	1	1
1437	шаг к	1	1
1438	г здесь	1	1
1439	ты мне	1	1
1440	печатное издание	1	1
1441	показывают что	1	1
1442	в силу	4	1
1443	своего героя	1	1
1444	в оригинале	2	1
1445	в совершенно	1	1
1446	черты лица	1	1
1447	последние из	1	1
1448	на подобные	1	1
1449	тогда бы	2	1
1450	сказать о	2	1
1451	отвечает что	1	1
1452	речи о	1	1
1453	самым ярким	1	1
1454	чтобы не	1	1
1455	всеми качествами	1	1
1456	в примечаниях	1	1
1457	происхождения который	1	1
1458	вызвать у	1	1
1459	мировой литературой	1	1
1460	понять что	1	1
1461	действующими лицами	1	1
1462	при дворе	1	1
1463	доказывает что	2	1
1464	любви и	1	1
1465	можно только	1	1
1466	не составляют	1	1
1467	счастливому стечению	1	1
1468	хотя сам	1	1
1469	том чем	1	1
1470	сознательной жизни	1	1
1471	за ее	1	1
1472	в последующих	1	1
1473	в защиту	1	1
1474	этому времени	3	1
1475	i так	1	1
1476	и против	1	1
1477	разной мере	1	1
1478	его товарищами	1	1
1479	опирается на	1	1
1480	они и	1	1
1481	с тремя	1	1
1482	этого периода	1	1
1483	них в	1	1
1484	его современники	1	1
1485	лет его	1	1
1486	на западе	1	1
1487	в основном	1	1
1488	этого понятия	1	1
1489	г два	1	1
1490	которые он	3	1
1491	концов привел	1	1
1492	представлял собой	1	1
1493	которых мы	2	1
1494	на ее	2	1
1495	своих героев	1	1
1496	лишь только	1	1
1497	на те	2	1
1498	освободиться от	1	1
1499	источников в	1	1
1500	л к	1	1
1501	силу в	1	1
1502	с ним	1	1
1503	соглашается с	1	1
1504	в наиболее	4	1
1505	два основных	1	1
1506	землей и	1	1
1507	в большом	2	1
1508	в другой	1	1
1509	нашего времени	1	1
1510	времени когда	1	1
1511	поэта по	1	1
1512	в действии	2	1
1513	он действует	1	1
1514	которых по	1	1
1515	в науке	1	1
1516	в живых	1	1
1517	утверждает что	1	1
1518	к выводу	2	1
1519	даже как-то	1	1
1520	творчества с	1	1
1521	и дает	2	1
1522	время когда	2	1
1523	и создает	1	1
1524	и страх	1	1
1525	один человек	1	1
1526	такого же	1	1
1527	по заказу	1	1
1528	как вы	1	1
1529	тон в	1	1
1530	этой точки	1	1
1531	античного театра	2	1
1532	в соответствии	2	1
1533	почти всегда	2	1
1534	то на	1	1
1535	самим собой	1	1
1536	сил и	1	1
1537	очень интересный	1	1
1538	некую новую	1	1
1539	одновременно с	3	1
1540	с целью	2	1
1541	эстетики и	1	1
1542	примерно с	1	1
1543	развития который	1	1
1544	еще с	1	1
1545	v в	27	1
1546	быть даже	2	1
1547	говорить в	1	1
1548	в любых	1	1
1549	них нельзя	1	1
1550	что могло	1	1
1551	и такая	2	1
1552	были осмеяны	1	1
1553	с такими	1	1
1554	у читателя	1	1
1555	для каждого	1	1
1556	и кругом	1	1
1557	за свое	2	1
1558	которые могут	1	1
1559	в дружеских	1	1
1560	что таким	1	1
1561	приводит к	1	1
1562	сцены и	1	1
1563	уважение к	1	1
1564	ему и	2	1
1565	сравнению с	1	1
1566	эта борьба	1	1
1567	своего отца	1	1
1568	при всех	1	1
1569	от всей	1	1
1570	№ в	1	1
1571	чтобы убедиться	1	1
1572	множественном числе	1	1
1573	цельную картину	1	1
1574	лица в	1	1
1575	п которые	1	1
1576	который видит	1	1
1577	автор не	1	1
1578	при всем	3	1
1579	довоенного периода	1	1
1580	его поэзии	1	1
1581	не подходит	1	1
1582	речь в	2	1
1583	во множественном	1	1
1584	принимает участие	1	1
1585	был сделан	1	1
1586	нее так	1	1
1587	можно сделать	3	1
1588	как художественное	1	1
1589	в хронологическом	3	1
1590	что теперь	1	1
1591	что эту	1	1
1592	в меньшинстве	1	1
1593	формул и	1	1
1594	который с	1	1
1595	была найдена	1	1
1596	бы с	1	1
1597	дошедшие до	1	1
1598	около двух	1	1
1599	оставляют в	1	1
1600	этой традиции	1	1
1601	было сделать	1	1
1602	что наши	2	1
1603	со всех	1	1
1604	же после	1	1
1605	ли он	1	1
1606	у одного	1	1
1607	в роли	1	1
1608	с варварским	2	1
1609	на отношения	1	1
1610	первой из	2	1
1611	не дал	1	1
1612	вв но	1	1
1613	автор этого	1	1
1614	это только	1	1
1615	поле зрения	2	1
1616	а может	1	1
1617	ими в	1	1
1618	не отражает	1	1
1619	окажется что	1	1
1620	с театром	1	1
1621	достаточное количество	1	1
1622	и больше	1	1
1623	только один	2	1
1624	и гг	6	1
1625	но о	1	1
1626	со всей	1	1
1627	стал известен	1	1
1628	войну против	1	1
1629	на очень	1	1
1630	к одному	1	1
1631	тем обстоятельством	1	1
1632	трагедии так	1	1
1633	большей частью	3	1
1634	и достигли	1	1
1635	за своего	1	1
1636	спускается в	1	1
1637	друг от	2	1
1638	не заметил	1	1
1639	текстами самого	1	1
1640	почти одновременно	1	1
1641	среди которых	2	1
1642	каждый из	3	1
1643	с критикой	2	1
1644	поводу того	1	1
1645	н а	1	1
1646	автора в	1	1
1647	на которые	3	1
1648	мне не	1	1
1649	поэт но	1	1
1650	современном смысле	1	1
1651	из наиболее	2	1
1652	и там	1	1
1653	нравов и	1	1
1654	с текстом	1	1
1655	и естественно	1	1
1656	оставил в	1	1
1657	в делах	1	1
1658	как человека	2	1
1659	на две	3	1
1660	основное содержание	1	1
1661	темы в	2	1
1662	если мы	1	1
1663	которые очень	1	1
1664	о комедии	2	1
1665	грамматическими и	1	1
1666	намеки на	1	1
1667	сложнее и	1	1
1668	сына с	1	1
1669	от роду	1	1
1670	поэта не	1	1
1671	возвращении в	1	1
1672	в северной	1	1
1673	всего к	1	1
1674	трудно в	1	1
1675	здесь и	2	1
1676	существовавшие до	1	1
1677	скрыть от	1	1
1678	и искусству	1	1
1679	где бы	1	1
1680	месте в	1	1
1681	схожестью с	1	1
1682	друг друга	2	1
1683	и после	3	1
1684	ее часть	1	1
1685	в самой	2	1
1686	в наибольшей	1	1
1687	он несомненно	1	1
1688	стороны он	1	1
1689	нас более	1	1
1690	протяжении всего	3	1
1691	формы и	1	1
1692	они были	1	1
1693	в разработке	1	1
1694	высшей степени	1	1
1695	вокруг которого	1	1
1696	которому в	1	1
1697	которому он	1	1
1698	до г	1	1
1699	самое слово	1	1
1700	как сын	1	1
1701	к началу	1	1
1702	впечатление на	1	1
1703	вместе со	1	1
1704	иначе обстояло	1	1
1705	из отдельных	1	1
1706	хотя эти	1	1
1707	в более	4	1
1708	из прежних	1	1
1709	всегда можно	1	1
1710	на какой-то	1	1
1711	переселиться в	1	1
1712	ему в	2	1
1713	к году	2	1
1714	простой народ	1	1
1715	государственности в	1	1
1716	льва толстого	1	1
1717	малейшего намека	1	1
1718	в от	1	1
1719	политическую обстановку	1	1
1720	не избегает	2	1
1721	на три	1	1
1722	древней и	1	1
1723	в последней	1	1
1724	второй половине	3	1
1725	является их	1	1
1726	тем он	1	1
1727	времени это	2	1
1728	до последних	1	1
1729	с комедией	2	1
1730	в стихе	2	1
1731	он становится	1	1
1732	два наиболее	1	1
1733	а вместо	1	1
1734	упускать из	1	1
1735	и всем	1	1
1736	хотя у	1	1
1737	ее автора	1	1
1738	же мере	1	1
1739	и новой	4	1
1740	относительно которых	1	1
1741	себя на	1	1
1742	i в	1	1
1743	о нем	1	1
1744	легенде о	1	1
1745	лиц и	1	1
1746	многое в	1	1
1747	со своим	6	1
1748	разработана в	1	1
1749	иметь успех	1	1
1750	здесь в	4	1
1751	из лагеря	1	1
1752	ее содержания	1	1
1753	участие в	4	1
1754	все равно	1	1
1755	о другой	1	1
1756	разумеется все	1	1
1757	к участию	1	1
1758	от своих	1	1
1759	однако не	2	1
1760	и литературной	1	1
1761	это предположение	1	1
1762	начала до	1	1
1763	отдельные сцены	1	1
1764	конфликта в	1	1
1765	о существе	1	1
1766	начале хх	1	1
1767	лет с	1	1
1768	спустя после	3	1
1769	от друга	2	1
1770	и очевидно	1	1
1771	не заметить	1	1
1772	от всех	1	1
1773	чтобы я	1	1
1774	этого не	1	1
1775	можно теперь	1	1
1776	в свои	4	1
1777	с ними	2	1
1778	что к	2	1
1779	наших дней	1	1
1780	то к	1	1
1781	на разные	1	1
1782	известной комедии	1	1
1783	нас только	2	1
1784	к молодому	1	1
1785	гораздо ближе	1	1
1786	и другое	1	1
1787	отрицать что	2	1
1788	первые десятилетия	1	1
1789	е из	1	1
1790	очень много	1	1
1791	власть в	3	1
1792	до наших	1	1
1793	понимать как	1	1
1794	впрочем не	2	1
1795	комедия была	1	1
1796	к жизни	1	1
1797	заглядывали в	1	1
1798	с гомером	1	1
1799	поведения и	1	1
1800	и вовсе	3	1
1801	случаях когда	1	1
1802	случае ясно	1	1
1803	эти две	1	1
1804	общественного и	1	1
1805	сталкиваемся с	1	1
1806	сначала это	1	1
1807	его творчестве	2	1
1808	в еще	1	1
1809	этой датой	1	1
1810	г с	2	1
1811	сюжетной ситуации	1	1
1812	разницы между	1	1
1813	право на	2	1
1814	и художественного	1	1
1815	в условиях	1	1
1816	причем и	2	1
1817	вопрос это	1	1
1818	к середине	2	1
1819	и глубиной	1	1
1820	спустя три	1	1
1821	современников в	2	1
1822	поэтической деятельности	1	1
1823	свидетельствует не	1	1
1824	за его	1	1
1825	нашего поэта	4	1
1826	встречаем в	1	1
1827	предстает в	2	1
1828	выражение и	1	1
1829	которого следовало	1	1
1830	монархии а	1	1
1831	ссылки в	1	1
1832	отсюда же	1	1
1833	бы его	1	1
1834	которая как	1	1
1835	ко всему	2	1
1836	их точки	2	1
1837	обычно в	1	1
1838	том случае	1	1
1839	больше внимания	1	1
1840	этих строк	1	1
1841	же из	1	1
1842	к их	2	1
1843	лет не	1	1
1844	первая часть	1	1
1845	он понимал	1	1
1846	предполагать что	1	1
1847	г №	2	1
1848	обстоятельством что	1	1
1849	усомниться в	2	1
1850	чего нельзя	1	1
1851	за все	1	1
1852	александр в	1	1
1853	это как	1	1
1854	в руки	1	1
1855	и обоснования	1	1
1856	но при	1	1
1857	этого последнего	1	1
1858	и почти	1	1
1859	случае можно	1	1
1860	как уже	1	1
1861	одну из	2	1
1862	и образов	1	1
1863	однако если	1	1
1864	а из	2	1
1865	тому как	1	1
1866	в разной	2	1
1867	и одной	1	1
1868	пока в	2	1
1869	облик и	1	1
1870	когда-то в	1	1
1871	в так	2	1
1872	у народа	1	1
1873	тема в	1	1
1874	по старым	1	1
1875	к женщинам	1	1
1876	не с	1	1
1877	свою жизнь	1	1
1878	жалоб на	2	1
1879	на юге	1	1
1880	всего его	1	1
1881	пор не	1	1
1882	играть так	1	1
1883	было еще	1	1
1884	середины х	1	1
1885	власть и	1	1
1886	не следует	2	1
1887	в город	1	1
1888	ему было	1	1
1889	хотя она	1	1
1890	с кем	1	1
1891	на всю	3	1
1892	у нее	2	1
1893	с двумя	1	1
1894	не нравится	1	1
1895	по сравнению	1	1
1896	в большинстве	2	1
1897	означает что	2	1
1898	судить об	1	1
1899	идет речь	1	1
1900	с оружием	1	1
1901	к отказу	1	1
1902	годы когда	1	1
1903	на поверку	1	1
1904	году он	1	1
1905	скорее наоборот	1	1
1906	рассматривать как	1	1
1907	сказал что	1	1
1908	родины от	1	1
1909	зависимость от	1	1
1910	преданий о	1	1
1911	с так	1	1
1912	под свою	1	1
1913	как их	1	1
1914	обстановку в	1	1
1915	по всей	1	1
1916	этого нет	1	1
1917	благодаря счастливому	1	1
1918	со своими	1	1
1919	на путь	1	1
1920	наконец что	1	1
1921	повествует о	1	1
1922	раз против	1	1
1923	и самого	3	1
1924	говорилось выше	1	1
1925	над его	1	1
1926	этим же	2	1
1927	в театре	1	1
1928	в молодые	1	1
1929	в могилу	1	1
1930	в высшей	1	1
1931	что хотел	1	1
1932	в трагедиях	3	1
1933	же в	7	1
1934	говорить об	1	1
1935	все еще	1	1
1936	грамматики и	1	1
1937	комедии к	5	1
1938	в создании	1	1
1939	торжество и	1	1
1940	сцене с	1	1
1941	очень трудно	1	1
1942	с фольклорным	1	1
1943	само собой	2	1
1944	в разговоре	1	1
1945	с нормами	1	1
1946	новых идей	1	1
1947	если она	1	1
1948	обстоятельств в	1	1
1949	лет раньше	1	1
1950	вопросов которые	1	1
1951	его творчество	3	1
1952	в лице	2	1
1953	само по	1	1
1954	за счет	3	1
1955	больше того	4	1
1956	а н	1	1
1957	трагедии iv	1	1
1958	все сохранившиеся	1	1
1959	ярким примером	1	1
1960	тома в	1	1
