N	2gram	Losev_Dial	Analitik
1313	как с	2	1
1314	мире он	1	1
1315	о природе	1	1
1316	должна уступить	1	1
1317	в некое	2	1
1318	конечно и	2	1
1319	мы понимаем	3	1
1320	сознание не	1	1
1321	вопросу об	1	1
1322	сил и	2	1
1323	их и	1	1
1324	явлений в	1	1
1325	нами не	1	1
1326	к сыну	1	1
1327	есть слово	3	1
1328	в малом	1	1
1329	же самый	2	1
1330	судить по	1	1
1331	и будет	1	1
1332	то время	6	1
1333	что обыкновенно	1	1
1334	особенности с	1	1
1335	другой как	1	1
1336	ту или	1	1
1337	относятся к	1	1
1338	также не	3	1
1339	ни даже	1	1
1340	зрения или	1	1
1341	как не	4	1
1342	солнца и	2	1
1343	мы ни	1	1
1344	или попросту	1	1
1345	которые при	1	1
1346	и так	2	1
1347	состоит из	2	1
1348	и жизни	8	1
1349	с полной	3	1
1350	в которых	1	1
1351	том смысле	1	1
1352	личностного бытия	4	1
1353	о вмешательстве	1	1
1354	у одного	1	1
1355	он есть	7	1
1356	том как	2	1
1357	к человеку	1	1
1358	этом его	1	1
1359	на их	1	1
1360	есть она	1	1
1361	достаточно привести	1	1
1362	нет в	1	1
1363	года и	1	1
1364	и всей	1	1
1365	в любой	1	1
1366	врывается в	2	1
1367	еще ряд	1	1
1368	без которых	2	1
1369	лишь те	1	1
1370	то я	1	1
1371	в своего	1	1
1372	смысле что	1	1
1373	жизни конечно	1	1
1374	я увидел	1	1
1375	ни на	5	1
1376	нет никакой	7	1
1377	этот день	1	1
1378	или иное	4	1
1379	а личность	2	1
1380	целом итак	1	1
1381	а если	5	1
1382	я должен	4	1
1383	это понятие	3	1
1384	видим что	3	1
1385	к сказанному	1	1
1386	тогда я	1	1
1387	или жизнь	1	1
1388	всматриваясь в	1	1
1389	на том	1	1
1390	можно лишь	1	1
1391	не дал	1	1
1392	только мы	3	1
1393	это все	1	1
1394	воли его	1	1
1395	явления и	4	1
1396	а может	1	1
1397	бесконечно и	1	1
1398	тезис о	1	1
1399	слова и	1	1
1400	и уже	5	1
1401	для меня	2	1
1402	только один	1	1
1403	есть то	9	1
1404	и луны	2	1
1405	и вся	1	1
1406	не могло	1	1
1407	не носит	1	1
1408	нами как	1	1
1409	то от	1	1
1410	в это	4	1
1411	вы говорите	2	1
1412	отношении к	1	1
1413	чаще всего	3	1
1414	и об	2	1
1415	иной мир	1	1
1416	объекта или	1	1
1417	нечто остающееся	1	1
1418	целый ряд	3	1
1419	если к	1	1
1420	этой жизни	2	1
1421	себе ничего	1	1
1422	смог бы	1	1
1423	тот факт	1	1
1424	в совершенно	1	1
1425	уже известно	1	1
1426	в истории	7	1
1427	цели и	1	1
1428	в каком	9	1
1429	понимая под	1	1
1430	простого факта	1	1
1431	например во	1	1
1432	есть необходимость	1	1
1433	связанных с	1	1
1434	потому и	1	1
1435	мир или	2	1
1436	имеем в	1	1
1437	о способах	1	1
1438	на что	2	1
1439	что здесь	3	1
1440	переход от	1	1
1441	всего своего	1	1
1442	как некое	1	1
1443	она превращается	1	1
1444	в сфере	3	1
1445	если мы	5	1
1446	только одна	3	1
1447	то для	1	1
1448	объект не	1	1
1449	сложнее и	1	1
1450	в образе	1	1
1451	мира где	2	1
1452	только при	1	1
1453	судьбы и	1	1
1454	не смог	1	1
1455	в каждый	1	1
1456	человека я	1	1
1457	же самого	1	1
1458	говоря не	1	1
1459	есть реальность	1	1
1460	событий как	1	1
1461	ничему не	1	1
1462	не видит	1	1
1463	сама она	2	1
1464	историческом событии	1	1
1465	оба они	2	1
1466	друг друга	3	1
1467	и после	1	1
1468	из него	1	1
1469	что одно	1	1
1470	то или	4	1
1471	перенесено в	1	1
1472	категории личности	2	1
1473	не будучи	2	1
1474	исторических фактов	1	1
1475	ни что	3	1
1476	точку зрения	1	1
1477	остающееся совершенно	1	1
1478	ставит его	1	1
1479	как бывает	1	1
1480	д и	8	1
1481	указанием на	1	1
1482	или другой	1	1
1483	человека но	1	1
1484	он должен	3	1
1485	не выдерживает	1	1
1486	бывает в	1	1
1487	об их	1	1
1488	умственные способности	1	1
1489	с кем-то	1	1
1490	обе стороны	2	1
1491	но оно	2	1
1492	но на	2	1
1493	менее чем	1	1
1494	и рассудок	1	1
1495	что оно	9	1
1496	и всякий	4	1
1497	равно и	1	1
1498	ничем не	7	1
1499	видим как	1	1
1500	своей любви	1	1
1501	есть нарушение	7	1
1502	но прежде	1	1
1503	не во	1	1
1504	сам он	1	1
1505	природа этой	1	1
1506	того как	2	1
1507	и уж	2	1
1508	не всякая	1	1
1509	только личность	1	1
1510	бы себе	1	1
1511	слово а	1	1
1512	что одна	1	1
1513	у тебя	1	1
1514	оно само	1	1
1515	хома брут	1	1
1516	одна и	3	1
1517	и науке	1	1
1518	которых он	1	1
1519	могут обладать	1	1
1520	пор как	1	1
1521	бы на	1	1
1522	силы не	1	1
1523	и сознание	3	1
1524	и активное	1	1
1525	вне своего	1	1
1526	не значит	5	1
1527	если объект	1	1
1528	и новое	1	1
1529	внутренней свободе	1	1
1530	романе достоевского	1	1
1531	тут не	4	1
1532	и тут	5	1
1533	видит что	1	1
1534	первый момент	2	1
1535	ли от	2	1
1536	то мы	3	1
1537	о великой	1	1
1538	сознания и	5	1
1539	силу и	1	1
1540	кто бы	1	1
1541	возможно только	7	1
1542	что каждый	1	1
1543	живого бытия	1	1
1544	есть уже	2	1
1545	научные и	1	1
1546	даже самая	1	1
1547	при виде	1	1
1548	от друга	1	1
1549	значение только	1	1
1550	пределах одной	1	1
1551	когда оно	1	1
1552	и личности	3	1
1553	первым и	1	1
1554	входить в	1	1
1555	мифа и	9	1
1556	становления и	3	1
1557	она-то и	1	1
1558	пусть и	1	1
1559	здесь имеется	1	1
1560	объект его	1	1
1561	было в	2	1
1562	в бытии	2	1
1563	виду что	2	1
1564	и другое	2	1
1565	сознания но	2	1
1566	не могли	1	1
1567	другого эта	1	1
1568	выдумка а	2	1
1569	чтобы быть	5	1
1570	из общей	1	1
1571	и задумчивого	1	1
1572	помнить что	2	1
1573	по смыслу	2	1
1574	если и	1	1
1575	между мифом	1	1
1576	может только	1	1
1577	эти две	5	1
1578	и само	3	1
1579	достаточно было	2	1
1580	имеется в	5	1
1581	их основные	1	1
1582	весьма существенным	1	1
1583	сразу же	2	1
1584	если точно	1	1
1585	гоголевский хома	1	1
1586	мы находим	5	1
1587	только и	3	1
1588	нисколько не	4	1
1589	именно эта	1	1
1590	потребности и	1	1
1591	мысль об	1	1
1592	идеи и	2	1
1593	мире без	1	1
1594	ибо и	3	1
1595	в каждой	1	1
1596	бы действительно	1	1
1597	сама личность	4	1
1598	говорит об	1	1
1599	произведение и	1	1
1600	ничего нельзя	3	1
1601	от своих	2	1
1602	а так	1	1
1603	как все	3	1
1604	и вообще	7	1
1605	можно утверждать	2	1
1606	зная что	1	1
1607	на них	2	1
1608	свобода и	1	1
1609	я люблю	1	1
1610	сказать и	1	1
1611	но его	3	1
1612	же деле	1	1
1613	в стиле	1	1
1614	культуры для	1	1
1615	сам не	2	1
1616	и субъект	2	1
1617	человеческого сознания	1	1
1618	как иногда	1	1
1619	как бытия	2	1
1620	а его	1	1
1621	она должна	3	1
1622	на свои	3	1
1623	с первым	2	1
1624	ни здесь	1	1
1625	человека только	1	1
1626	и религии	4	1
1627	знание а	3	1
1628	если наконец	2	1
1629	особенности это	1	1
1630	если понятие	1	1
1631	д как	1	1
1632	этом мире	1	1
1633	силе и	1	1
1634	что является	1	1
1635	говорить не	3	1
1636	есть нечто	26	1
1637	и помимо	1	1
1638	быть и	7	1
1639	личностного и	1	1
1640	есть всегда	9	1
1641	и во-вторых	2	1
1642	связана с	1	1
1643	в него	2	1
1644	но она	4	1
1645	могли не	1	1
1646	от отца	5	1
1647	есть и	14	1
1648	здесь очевидно	1	1
1649	в науке	3	1
1650	самое что	1	1
1651	оказывается что	5	1
1652	часть мира	2	1
1653	и действительное	2	1
1654	этот факт	1	1
1655	факт что	1	1
1656	веры в	2	1
1657	не умея	1	1
1658	даже при	1	1
1659	миф это	1	1
1660	стороны и	1	1
1661	только то	2	1
1662	и противопоставить	2	1
1663	личность как	5	1
1664	вы не	9	1
1665	с кем	1	1
1666	у нее	1	1
1667	или как	3	1
1668	как то	1	1
1669	при всем	5	1
1670	своего изменения	2	1
1671	признать что	1	1
1672	это его	1	1
1673	и самой	2	1
1674	этого не	2	1
1675	отождествляются в	1	1
1676	пределы этой	1	1
1677	к отвлеченной	1	1
1678	себе этот	1	1
1679	вещи или	2	1
1680	что можно	2	1
1681	к ней	1	1
1682	что если	5	1
1683	по всей	1	1
1684	самой своей	1	1
1685	понятия о	1	1
1686	требует для	1	1
1687	где на	1	1
1688	мифом и	3	1
1689	внутри себя	1	1
1690	не получается	1	1
1691	не сама	3	1
1692	узкое и	1	1
1693	антиномии и	1	1
1694	в другую	1	1
1695	этим же	1	1
1696	вносить в	1	1
1697	остается на	1	1
1698	в эстетической	1	1
1699	предмет его	1	1
1700	течение всего	2	1
1701	свести к	1	1
1702	действительно не	2	1
1703	оно живет	1	1
1704	он вообще	1	1
1705	понять что	1	1
1706	их можно	1	1
1707	в голову	1	1
1708	друг от	1	1
1709	и точно	1	1
1710	никому не	1	1
1711	происходит в	1	1
1712	в виде	11	1
1713	передо мною	1	1
1714	право на	1	1
1715	и эта	1	1
1716	является ли	1	1
1717	само собой	1	1
1718	бы от	1	1
1719	эти два	3	1
1720	есть само	2	1
1721	с фактами	1	1
1722	конце концов	1	1
1723	таковой и	1	1
1724	бытия в	2	1
1725	не это	1	1
1726	будущей жизни	1	1
1727	возможна только	2	1
1728	знания не	1	1
1729	и объект	3	1
1730	как живой	1	1
1731	привязан к	1	1
1732	он с	1	1
1733	своей глубине	1	1
1734	в лице	1	1
1735	само по	8	1
1736	к богу	1	1
1737	чем выше	1	1
1738	личности я	1	1
1739	нет я	1	1
1740	вообще как	1	1
1741	говорит не	1	1
1742	знания и	2	1
1743	для другого	1	1
1744	из двух	4	1
1745	а я	3	1
1746	себе а	2	1
1747	в мифе	18	1
1748	момент этой	1	1
