N	2gram	Tiupa_Lite	DiskursI
1263	вопрос что	1	1
1264	направленную на	1	1
1265	к эффекту	1	1
1266	человека а	2	1
1267	лишь способ	1	1
1268	как сказано	2	1
1269	а для	3	1
1270	бы в	1	1
1271	я другой	2	1
1272	становится своего	1	1
1273	пребывания в	1	1
1274	равной мере	2	1
1275	в индивидуальном	2	1
1276	герой мандельштама	1	1
1277	может позволить	1	1
1278	войне и	2	1
1279	должен был	1	1
1280	только от	1	1
1281	к истине	1	1
1282	однако так	1	1
1283	что вот	1	1
1284	что такое	2	1
1285	лирики как	1	1
1286	шел а	1	1
1287	природа художественного	2	1
1288	если оно	2	1
1289	это были	1	1
1290	права на	4	1
1291	жизни для	1	1
1292	для природы	1	1
1293	в романтическую	1	1
1294	мотив в	1	1
1295	герой тютчева	2	1
1296	сюда же	1	1
1297	еще только	1	1
1298	своей избыточной	1	1
1299	от содержания	1	1
1300	своей субъективности	1	1
1301	в ответ	1	1
1302	он стал	1	1
1303	с героями	1	1
1304	вниманием к	1	1
1305	в развитии	1	1
1306	не мог	3	1
1307	для онегина	1	1
1308	на долю	1	1
1309	к личностному	1	1
1310	на чем	1	1
1311	как объект	1	1
1312	этом свете	1	1
1313	и является	2	1
1314	то было	1	1
1315	в основание	1	1
1316	других людей	1	1
1317	к ее	1	1
1318	но только	3	1
1319	из нас	2	1
1320	где все	1	1
1321	коммуникативном событии	2	1
1322	их исторически	1	1
1323	в москве	2	1
1324	но нередко	1	1
1325	слово сплочены	1	1
1326	в рассмотренном	1	1
1327	которого в	1	1
1328	начинает свой	1	1
1329	русской поэзии	5	1
1330	как известно	1	1
1331	сознания от	3	1
1332	наукой или	1	1
1333	например не	1	1
1334	для любой	1	1
1335	и обретающего	1	1
1336	занимает в	1	1
1337	сведена к	1	1
1338	в поздних	2	1
1339	не наиболее	1	1
1340	отталкивании от	3	1
1341	так называемого	2	1
1342	но без	2	1
1343	исключительно в	1	1
1344	стороны он	1	1
1345	внутреннего мира	1	1
1346	является своего	1	1
1347	литературы также	1	1
1348	году в	1	1
1349	трагедии шекспира	1	1
1350	позиций в	1	1
1351	пристальное внимание	1	1
1352	это приводит	1	1
1353	онегина и	1	1
1354	чистым субъектом	1	1
1355	и ты	4	1
1356	которое мы	1	1
1357	согласия бахтин	1	1
1358	позиция субъекта	1	1
1359	оказывается лицом	1	1
1360	к адресату	1	1
1361	художественности не	3	1
1362	так что	4	1
1363	иосифа бродского	3	1
1364	жизни с	2	1
1365	общественном сознании	1	1
1366	в общем	1	1
1367	своего героя	2	1
1368	этой фразы	1	1
1369	например о	1	1
1370	согласно весьма	1	1
1371	из этого	2	1
1372	которые были	1	1
1373	счете оказывается	2	1
1374	автора как	1	1
1375	письмо как	1	1
1376	но служит	1	1
1377	более что	1	1
1378	художественное восприятие	1	1
1379	во время	1	1
1380	однако отождествление	1	1
1381	этом не	1	1
1382	источником смысла	1	1
1383	эстетическое переживание	2	1
1384	нет не	2	1
1385	меньшей степени	1	1
1386	ему надлежит	1	1
1387	ту самую	1	1
1388	художественного события	1	1
1389	самоопределение личности	1	1
1390	действительной жизни	1	1
1391	это он	1	1
1392	сознание адресата	1	1
1393	к истокам	1	1
1394	грань между	1	1
1395	враг и	2	1
1396	интересующего нас	1	1
1397	лишь его	2	1
1398	где мы	1	1
1399	на эту	1	1
1400	текст данного	1	1
1401	самим собою	2	1
1402	обращается к	5	1
1403	искусства в	2	1
1404	аспект художественной	1	1
1405	в гамлете	1	1
1406	для многих	3	1
1407	с волей	1	1
1408	от жанра	1	1
1409	нет а	1	1
1410	однако он	1	1
1411	античности до	1	1
1412	человеческой личности	1	1
1413	натурального очерка	1	1
1414	в коммуникативном	2	1
1415	однако с	2	1
1416	до сих	1	1
1417	пути здесь	1	1
1418	он уже	1	1
1419	от сознания	2	1
1420	и здесь	1	1
1421	из стихотворений	1	1
1422	достоевского в	1	1
1423	до своего	1	1
1424	сказано в	3	1
1425	такова же	1	1
1426	текст в	1	1
1427	есть оказывается	1	1
1428	чужого я	2	1
1429	представлял собой	1	1
1430	факультативный признак	1	1
1431	ним и	1	1
1432	искусством с	1	1
1433	со своего	1	1
1434	оно было	1	1
1435	не идет	1	1
1436	объективной действительности	1	1
1437	другие и	1	1
1438	образа и	1	1
1439	взгляд извне	1	1
1440	литературы как	1	1
1441	своем составе	2	1
1442	любви или	1	1
1443	что это	1	1
1444	это уже	2	1
1445	ему ты	1	1
1446	оно определяется	1	1
1447	рефлективный традиционализм	1	1
1448	никак не	2	1
1449	принципе не	2	1
1450	будет занимать	1	1
1451	в глубинах	1	1
1452	не исчерпывается	1	1
1453	этот не	1	1
1454	о которой	2	1
1455	мы в	3	1
1456	будет сказано	1	1
1457	их как	1	1
1458	гораздо раньше	1	1
1459	к сознанию	1	1
1460	для них	2	1
1461	всего божьего	1	1
1462	внутреннюю свободу	1	1
1463	усматривая в	1	1
1464	целом ряде	2	1
1465	на читателя	2	1
1466	можно было	3	1
1467	этой позиции	1	1
1468	как о	1	1
1469	отсылает к	1	1
1470	присущую ей	1	1
1471	со всеми	2	1
1472	вопросов бытия	1	1
1473	так или	8	1
1474	начинается с	1	1
1475	субъекта к	1	1
1476	приобретает в	1	1
1477	двух сыновей	1	1
1478	начала с	1	1
1479	в особый	1	1
1480	более широкого	1	1
1481	предполагать что	1	1
1482	как при	1	1
1483	например и	2	1
1484	необходимой для	1	1
1485	о.э мандельштама	2	1
1486	эффект отсутствия	1	1
1487	это время	1	1
1488	на наш	7	1
1489	оказывается на	1	1
1490	охватывают не	1	1
1491	к инверсии	1	1
1492	и сверх-я	1	1
1493	отдельного человека	1	1
1494	может стать	1	1
1495	является функцией	1	1
1496	отграничивается от	1	1
1497	в слове	3	1
1498	последующее развитие	1	1
1499	никто не	1	1
1500	никем не	2	1
1501	наполеона в	1	1
1502	исторически конкретные	1	1
1503	в словах	2	1
1504	и последовательно	1	1
1505	бы не	3	1
1506	адресата а	2	1
1507	поэзии и	3	1
1508	установкой на	1	1
1509	своего предмета	1	1
1510	это всего	2	1
1511	и формой	1	1
1512	зависимости от	1	1
1513	а под	1	1
1514	поскольку само	1	1
1515	в известном	1	1
1516	к отражению	1	1
1517	явление культуры	1	1
1518	которая не	2	1
1519	своих границах	1	1
1520	в каком	1	1
1521	для читателя	2	1
1522	своей жизни	1	1
1523	и читатель	1	1
1524	рода не	1	1
1525	выступает как	1	1
1526	романтической эпохи	1	1
1527	очередной стадиальный	2	1
1528	на рассвете	1	1
1529	к какой	1	1
1530	я говорю	1	1
1531	в боях	2	1
1532	ориентация на	1	1
1533	творческой воли	1	1
1534	было у	2	1
1535	принадлежит ему	1	1
1536	и поэтика	1	1
1537	нет ничего	2	1
1538	но тут	1	1
1539	т.д если	1	1
1540	всем многообразии	2	1
1541	прибегал к	1	1
1542	столь характерный	1	1
1543	со временем	2	1
1544	особенность этого	1	1
1545	где по	1	1
1546	категория жанра	1	1
1547	же цикла	1	1
1548	не перед	1	1
1549	коммуникативных стратегий	2	1
1550	произведение искусства	8	1
1551	адекватное восприятие	1	1
1552	совершенно иной	1	1
1553	к чистой	1	1
1554	в слово	1	1
1555	переходное состояние	1	1
1556	то и	5	1
1557	прямым наследником	1	1
1558	задний план	1	1
1559	годов в	2	1
1560	действительности это	1	1
1561	нет у	1	1
1562	наконец в	2	1
1563	того чтобы	1	1
1564	и если	1	1
1565	бахтиным в	1	1
1566	чужого слова	1	1
1567	читателям в	1	1
1568	исторической необходимости	2	1
1569	рассказа о	1	1
1570	в стихотворении	17	1
1571	из его	2	1
1572	при всех	2	1
1573	самого автора	1	1
1574	неклассической художественности	8	1
1575	свое одиночество	2	1
1576	жизнь с	1	1
1577	или иных	2	1
1578	культурного феномена	1	1
1579	я это	3	1
1580	же безосновательно	1	1
1581	которую он	1	1
1582	о своем	3	1
1583	россии в	1	1
1584	поскольку здесь	1	1
1585	в мир	1	1
1586	мысль человека	1	1
1587	ни были	1	1
1588	поэтической рефлексии	1	1
1589	пастернака из	1	1
1590	например для	1	1
1591	и закрепленные	1	1
1592	в новых	1	1
1593	перед глазами	1	1
1594	еще один	1	1
1595	писателем и	2	1
1596	другого он	1	1
1597	как например	1	1
1598	к собственной	1	1
1599	вообще может	1	1
1600	свое существование	1	1
1601	именовал веком	1	1
1602	потому и	1	1
1603	своей индивидуальной	1	1
1604	нуждающейся в	1	1
1605	начало которой	1	1
1606	и мыслится	1	1
1607	текст до	1	1
1608	мере двух	1	1
1609	мир персонажей	1	1
1610	эпоху классического	1	1
1611	угла зрения	1	1
1612	собственное я	1	1
1613	с текстом	1	1
1614	нет и	1	1
1615	входит как	1	1
1616	он в	1	1
1617	здесь между	1	1
1618	на две	1	1
1619	божьего света	1	1
1620	мог бы	1	1
1621	не за	1	1
1622	читателем гораздо	1	1
1623	произведения и	1	1
1624	своего я	2	1
1625	но именно	1	1
1626	из первых	1	1
1627	в образе	1	1
1628	мира где	1	1
1629	корнями в	1	1
1630	в глазах	4	1
1631	власти от	1	1
1632	только при	1	1
1633	субъектом и	1	1
1634	том же	3	1
1635	приведенный текст	1	1
1636	с героическим	1	1
1637	не стоит	1	1
1638	здесь и	1	1
1639	утверждая что	1	1
1640	отдельной личности	3	1
1641	в понимании	1	1
1642	в произведениях	1	1
1643	теперь уже	1	1
1644	значении в	1	1
1645	случае как	1	1
1646	только потому	1	1
1647	текста как	2	1
1648	литературе в	3	1
1649	понимаемой как	1	1
1650	они предстают	1	1
1651	феноменов жизни	1	1
1652	движения и	1	1
1653	быть описан	1	1
1654	тот же	1	1
1655	человеческого я	3	1
1656	в своего	1	1
1657	внешнее и	1	1
1658	и каждый	2	1
1659	более глубокий	1	1
1660	вокруг которого	2	1
1661	в дальнейшем	1	1
1662	момент зарождения	1	1
1663	личного выбора	2	1
1664	проникает в	1	1
1665	поэтому что	1	1
1666	постольку поскольку	1	1
1667	вниманию читателя	1	1
1668	так как	2	1
1669	мир в	5	1
1670	иной строй	1	1
1671	пиковой даме	1	1
1672	все еще	2	1
1673	только по	1	1
1674	йенских романтиков	1	1
1675	такого героя	1	1
1676	в поэзии	4	1
1677	на три	2	1
1678	второй половине	1	1
1679	присутствия я	1	1
1680	ценностном центре	1	1
1681	однако как	1	1
1682	сколько в	1	1
1683	и за	2	1
1684	который бы	2	1
1685	из ключевых	2	1
1686	освобождаясь от	1	1
1687	жизни здесь	1	1
1688	центральным событием	1	1
1689	от которого	1	1
1690	он усматривает	1	1
1691	бы на	2	1
1692	бы жизнь	2	1
1693	мы сами	2	1
1694	и поэтики	1	1
1695	он и	5	1
1696	сознания это	1	1
1697	факторов художественного	2	1
1698	индивидуального существования	1	1
1699	для искусства	1	1
1700	xix веке	1	1
1701	романе достоевского	1	1
1702	на страже	1	1
1703	для нас	3	1
1704	входя в	1	1
1705	черный монах	1	1
1706	и всегда	2	1
1707	тейяр де	1	1
1708	из своих	2	1
1709	на самом	1	1
1710	ее адресата	1	1
1711	другой для	1	1
1712	это именно	1	1
1713	слова а	1	1
1714	в заключительной	1	1
1715	дискурса она	1	1
1716	с различной	1	1
1717	основана на	1	1
1718	а пришелец	1	1
1719	отступление от	1	1
1720	в виде	1	1
1721	было видно	1	1
1722	же именно	1	1
1723	но с	3	1
1724	в учебниках	1	1
1725	века до	1	1
1726	народа как	1	1
1727	реальной действительности	1	1
1728	от всех	2	1
1729	теорию литературы	1	1
1730	жизни это	1	1
1731	этого не	2	1
1732	быть ни	1	1
1733	что к	1	1
1734	без остатка	3	1
1735	как утверждает	2	1
1736	личности по	1	1
1737	начала в	1	1
1738	на преодоление	1	1
1739	не иметь	1	1
1740	же в	6	1
1741	как наиболее	1	1
1742	б с	1	1
1743	и тому	1	1
1744	шекспира или	1	1
1745	жизненные позиции	1	1
1746	единой и	1	1
1747	в глубине	1	1
1748	перед смертью	1	1
1749	о жизни	1	1
1750	письма своего	1	1
1751	себе в	3	1
1752	при которой	1	1
1753	как сугубо	1	1
1754	в нашей	2	1
1755	поистине может	1	1
1756	что этот	1	1
1757	позволить себе	1	1
1758	является по	2	1
1759	покойного ивана	1	1
1760	от слова	2	1
1761	сам является	1	1
1762	если и	1	1
1763	но по	2	1
1764	говорят о	1	1
1765	и следовало	1	1
1766	восприниматься как	2	1
1767	внутреннюю обособленность	1	1
1768	другом месте	1	1
1769	чаще всего	1	1
1770	ср у	1	1
1771	и я	7	1
1772	сколь бы	1	1
1773	более ранних	1	1
1774	собственной жизни	2	1
1775	обладает такими	1	1
1776	раннего творчества	1	1
1777	к личности	1	1
1778	и художественного	2	1
1779	в условиях	1	1
1780	от личности	1	1
1781	обряда инициации	1	1
1782	должен быть	2	1
1783	современников в	1	1
1784	являя собой	1	1
1785	если не	1	1
1786	на позицию	1	1
1787	этом контексте	1	1
1788	не все	1	1
1789	бахтин не	1	1
1790	предстает в	1	1
1791	людей в	1	1
1792	все тот	1	1
1793	определенного типа	1	1
1794	личностному самоопределению	1	1
1795	которая как	1	1
1796	и рецептивного	2	1
1797	принципиальное значение	1	1
1798	читателя в	2	1
1799	о месте	1	1
1800	от первого	2	1
1801	отказа от	2	1
1802	на единой	1	1
1803	имеет право	1	1
1804	текст а	1	1
1805	бытия как	1	1
1806	и внутреннее	1	1
1807	за то	2	1
1808	нас явления	1	1
1809	и других	4	1
1810	я думал	1	1
1811	поскольку как	1	1
1812	переживается как	1	1
1813	советской литературы	1	1
1814	т.п такого	1	1
1815	классического реализма	3	1
1816	см ниже	1	1
1817	усомниться в	1	1
1818	это как	3	1
1819	чистом виде	1	1
1820	как сам	2	1
1821	строится как	1	1
1822	столкновения и	1	1
1823	рефлексии как	1	1
1824	стихах и	2	1
1825	ту или	2	1
1826	ряд аналогичных	1	1
1827	появление и	1	1
1828	задаваясь вопросом	1	1
1829	субъекта и	3	1
1830	качестве своего	1	1
1831	в отношениях	1	1
1832	мы узнаем	1	1
1833	характерный для	2	1
1834	в искусстве	4	1
1835	пределах одной	1	1
1836	де шарден	1	1
1837	сопереживания как	1	1
1838	казалось бы	6	1
1839	сам текст	1	1
1840	бахтин писал	1	1
1841	в войне	1	1
1842	всех этих	1	1
1843	русскую литературу	1	1
1844	к смерти	2	1
1845	диалог согласия	1	1
1846	оказывается что	1	1
1847	из миропорядка	1	1
1848	и времени	1	1
1849	практику письма	1	1
1850	или иначе	9	1
1851	лирического я	3	1
1852	поэтому для	2	1
1853	и иных	2	1
1854	как то	1	1
1855	художественного мира	3	1
1856	внутри своих	1	1
1857	дней в	1	1
1858	это его	1	1
1859	развивается в	1	1
1860	ведь мы	2	1
1861	комплекса мотивов	1	1
1862	еще на	1	1
1863	устранить его	1	1
1864	писатель и	1	1
1865	могло быть	2	1
1866	жизни однако	1	1
1867	этот ментальный	1	1
1868	существования в	2	1
1869	побуждает и	1	1
1870	быть выявлено	1	1
1871	данного произведения	1	1
1872	и мире	1	1
1873	и особенно	1	1
1874	и самого	2	1
1875	данный исторический	1	1
1876	лирической рефлексии	1	1
1877	нас самих	2	1
1878	собой лишь	1	1
1879	художественного произведения	1	1
1880	превратного понимания	1	1
1881	не можем	2	1
1882	этом и	1	1
1883	в эстетической	1	1
1884	течения в	1	1
1885	лирическое ты	1	1
1886	культурной парадигмы	2	1
1887	отождествляется с	1	1
1888	что данная	1	1
1889	и читателя	1	1
1890	длинного хх	1	1
1891	в сознании	3	1
1892	только после	1	1
1893	имплицитно в	1	1
1894	тех или	2	1
1895	являют собой	2	1
1896	более адекватного	1	1
1897	в разговоре	2	1
1898	цивилизованных стран	1	1
1899	исторически наиболее	1	1
1900	другого сознания	4	1
1901	типа есть	1	1
1902	как для	1	1
1903	и напротив	1	1
1904	скучнее чем	1	1
