N	2gram	Tiupa_Teor	slovoVRo
1284	это ощущение	1	1
1285	с чем	2	1
1286	в первой	6	1
1287	оно живет	1	1
1288	соединении с	2	1
1289	чтобы оно	1	1
1290	к полноте	1	1
1291	художника слова	1	1
1292	вырастающая из	1	1
1293	языка наиболее	1	1
1294	происходит в	1	1
1295	говорить об	1	1
1296	иной раз	1	1
1297	некоторого единого	1	1
1298	автора как	2	1
1299	в данный	2	1
1300	людей как	1	1
1301	себе еще	1	1
1302	если на	1	1
1303	отнюдь не	3	1
1304	последние десятилетия	1	1
1305	эти два	1	1
1306	мира с	2	1
1307	толстого в	1	1
1308	все художественные	1	1
1309	условностью и	1	1
1310	как целого	1	1
1311	ответственного за	1	1
1312	условность и	1	1
1313	ни был	2	1
1314	крайними пределами	1	1
1315	таким же	1	1
1316	чтобы не	2	1
1317	именно это	1	1
1318	всегда так	1	1
1319	себе а	1	1
1320	и совершенно	1	1
1321	или точнее	1	1
1322	каждого из	1	1
1323	настоящего времени	1	1
1324	дело здесь	1	1
1325	в пространстве	2	1
1326	жизнью и	1	1
1327	образов и	1	1
1328	говорит не	1	1
1329	искусства в	5	1
1330	жизни личности	1	1
1331	в каком	2	1
1332	внутренняя раздвоенность	1	1
