N	3gram	Berdyaev_M	Otkroven
1020	и в том	1	1
1021	прельщенный и плененный	1	1
1022	того ни с	1	1
1023	ничего нет кроме	1	1
1024	у достоевского нельзя	1	1
1025	его образ и	1	1
1026	он человек а	1	1
1027	воистину воистину горит	1	1
1028	человек устроен и	1	1
1029	и к чему	2	1
1030	что люди все	1	1
1031	можно ожидать от	1	1
1032	которая разумеется должна	1	1
1033	одно нормальное и	1	1
1034	до вечера куда	1	1
1035	все что было	2	1
1036	что все дозволено	3	1
1037	говорят о том	1	1
1038	этой оси образуется	1	1
1039	солнцу все исходит	1	1
1040	все противоречия вместе	1	1
1041	знает может быть	1	1
1042	чувствуют значительность версилова	1	1
1043	может быть он	1	1
1044	благоразумие с одного	1	1
1045	человек а не	1	1
1046	него сердце его	1	1
1047	жизненная загадка о	1	1
1048	отталкиванием от него	1	1
1049	ошибается ли разум-то	1	1
1050	о достоевском и	2	1
1051	периода до записок	1	1
1052	в выгодах? ведь	1	1
1053	и вот оказывается	1	1
1054	возжелал свободной любви	2	1
1055	что в центре	1	1
1056	выгода которая ни	1	1
1057	так что уж	1	1
1058	иное что как	1	1
1059	даже и в	1	1
1060	примешать свой пагубный	1	1
1061	выгодная выгода которая	1	1
1062	мышкина версилова ивана	1	1
1063	быть человек так	1	1
1064	же можно ожидать	1	1
1065	после того как	2	1
1066	силе и остроте	1	1
1067	никто не может	1	1
1068	и я хочу	2	1
1069	было не по	1	1
1070	что не все	1	1
1071	свое так человек	1	1
1072	до арифметики когда	1	1
1073	идеала мадонны а	1	1
1074	они побороли свободу	1	1
1075	ведь непременно последователей	1	1
1076	иных случаях а	1	1
1077	одной этой беспрерывности	1	1
1078	для достоевского душа	1	1
1079	есть для него	1	1
1080	дикий каприз своя	1	1
1081	в космосе в	1	1
1082	собственное вольное и	1	1
1083	выгоднее для нашего	1	1
1084	заслугу себе и	1	1
1085	и там и	6	1
1086	и через человека	1	1
1087	собственный хотя бы	1	1
1088	взяли все эти	1	1
1089	не по силам	1	1
1090	достигнуть цели и	1	1
1091	вред и противоречит	1	1
1092	общества невыносимее свободы	1	1
1093	различие между достоевским	1	1
1094	исключительно люди с	1	1
1095	неопределимая а определить	1	1
1096	отношение к злу	2	1
1097	человек не арифметика	1	1
1098	бы даже до	1	1
1099	именно свои фантастические	1	1
1100	том все ли	1	1
1101	что сам инстинктивно	1	1
1102	что господа не	1	1
1103	и своим что	1	1
1104	жорж занд в	1	1
1105	из самых гениальных	1	1
1106	ни под какую	1	1
1107	и довершить созидаемое	1	1
1108	дьявол с богом	1	1
1109	не собственно в	1	1
1110	чтобы все эти	1	1
1111	мудрецы что человеку	1	1
1112	нет ничего статического	2	1
1113	отношение к человеку	3	1
1114	и он был	1	1
1115	и идеала содомского	1	1
1116	в его характере	1	1
1117	был человек решать	1	1
1118	веры а не	1	1
1119	в этот вихрь	1	1
1120	нам самое главное	1	1
1121	к которой человечество	1	1
1122	так как хотел	1	1
1123	один только случай	1	1
1124	подтвердить что люди	1	1
1125	и не может	2	1
1126	пожелает удержать за	1	1
1127	и таинственная вещь	1	1
1128	даже и глупейшего	1	1
1129	свободным сердцем должен	1	1
1130	в одной этой	1	1
1131	и теории постоянно	1	1
1132	„записок из подполья	1	1
1133	впредь сам что	1	1
1134	верю в это	1	1
1135	выгоднее всех выгод	1	1
1136	как дважды два	1	1
1137	есть на земле	1	1
1138	личность и нашу	1	1
1139	хаоса никогда не	1	1
1140	ногой прахом единственно	1	1
1141	даже вредного глупого	1	1
1142	в самом последнем	2	1
1143	границу достоевского не	1	1
1144	никогда не откажется	1	1
1145	не все дозволено	1	1
1146	формула а ведь	1	1
1147	если вдруг ни	1	1
1148	их жизни их	1	1
1149	ужасной он не	1	1
1150	человека он не	2	1
1151	даже до сумасшествия	1	1
1152	и горит от	1	1
1153	другого дела никакого	1	1
1154	фантастический элемент именно	1	1
1155	тысячи миллионов счастливых	1	1
1156	что наконец-то они	1	1
1157	ли своя воля	1	1
1158	их душевным складом	1	1
1159	своя воля будет	1	1
1160	так любит разрушение	1	1
1161	этот случай сделается	2	1
1162	которую он сам	1	1
1163	о человеке после	1	1
1164	страшная потому что	1	1
1165	его интересовали люди	1	1
1166	что он был	1	1
1167	самой последней глубине	1	1
1168	единственная причина сознания	1	1
1169	и почему вы	1	1
1170	эти мудрецы что	1	1
1171	упоминать не стоит	1	1
1172	до таблички и	1	1
1173	друг к другу	6	1
1174	глубине человеческой природы	1	1
1175	высший даже сердцем	1	1
1176	всего двух женщин	1	1
1177	любит разрушение и	1	1
1178	постоянно разлетаются к	1	1
1179	с их душевным	1	1
1180	не ошибается ли	1	1
1181	а начало смерти	1	1
1182	человека как от	1	1
1183	особенно в иных	1	1
1184	есть один только	1	1
1185	воля будет когда	1	1
1186	не арифметика человек	1	1
1187	в экстатически-огненной атмосфере	1	1
1188	теории постоянно разлетаются	1	1
1189	выгоды а иногда	1	1
